,2021-12-31,全球新冠“疫苗+特效药”拼图完成：国产疫苗2021年供应近50亿剂,Wind
288,2021-09-24,智飞生物新冠疫苗研讨会消息，正推进免疫程序优化、二代疫苗研究,证券时报网
289,2021-09-24,智飞生物：重组新型冠状病毒疫苗（CHO细胞）学术研讨会近日召开,e公司
290,2021-09-22,智飞生物：代理产品四价HPV疫苗、九价HPV疫苗、五价轮状疫苗等产品的协议期限为自2021年1月1日起至2023年6月30日止,每日经济新闻
291,2021-09-22,医药行业周报：关节集采降价温和 板块情绪开始回暖,新浪
292,2021-09-22,智飞生物：公司重组结核杆菌融合蛋白（EC）于去年获批，截至目前已在广西、湖南、四川、浙江、山东等26个省级单位中标,每日经济新闻
293,2021-09-22,医药生物行业周报：人工关节拟中选结果好于预期 市场紧张情绪得到缓解,新浪
294,2021-09-22,医药生物行业跨市场周报：医药板块如期反弹 集采政策预期好转,光大证券
295,2021-09-22,医药生物行业周报：把握景气度持续向上板块和个股估值修复机会,新浪
296,2021-09-22,22股获券商买入评级，紫光股份目标涨幅达75.47%,Wind
297,2021-09-22,医药行业周报：本周医药板块涨幅居前 看好医药行业景气回归,新浪
298,2021-09-21,使用不超30亿元自有资金 智飞生物拟进行现金管理,上游新闻
299,2021-09-18,重庆智飞生物换届 蒋仁生继续任董事长 拟使用不超过30亿元自有资金进行现金管理,上游新闻
300,2021-09-18,医药行业“专精特新”专题报告：走进“新”时代,新浪
301,2021-09-18,双抗药物爆发，40多家药企布局,Wind
302,2021-09-17,智飞生物(300122.SZ)：实控人蒋仁生质押365万股及解押950万股,格隆汇
303,2021-09-17,智飞生物(300122.SZ)控股股东蒋仁生质押365万股及解质950万股,智通财经
304,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
305,2021-09-15,医药生物行业简评报告：康泰13价肺炎疫苗获批 长期看好疫苗龙头,新浪
306,2021-09-15,微观流动性跟踪双周报：北上大幅减持钢铁 指数进入压力区域 减持股份,新浪
307,2021-09-15,创业板指跌超1%，宁德时代、爱尔眼科、智飞生物、亿纬锂能、汇川技术全线调整,Wind
308,2021-09-13,医药生物行业周报：医药板块迎来布局窗口,光大证券
309,2021-09-13,医药生物行业中报透视CXO：板块增长强劲 边际变化持续向好,新浪
310,2021-09-13,医药生物行业点评：本周板块企稳 建议关注胰岛素和人工关节集采,新浪
311,2021-09-13,智飞生物上半年业绩创历史新高背后：又一新冠疫苗造富故事,读懂财经
312,2021-09-13,智飞生物：智克威得达到WHO要求的新冠疫苗有效性标准，对变异毒株有不错保护效力,Wind
313,2021-09-10,智飞生物(300122.SZ)：实控人蒋仁生解押410万股,格隆汇
314,2021-09-10,智飞生物：控股股东解质410万股，占公司总股本0.26%,乐居财经
315,2021-09-10,智飞生物：蒋仁生解除质押410万股,每日经济新闻
316,2021-09-10,上市疫苗企业研发投入榜：智飞生物业绩第一，研发费用占比最低丨和讯曝财报榜单系列,和讯
317,2021-09-09,药企现金流Top20！应收账款占比高，智飞生物凭“新冠疫苗”现金流暴涨1532%,药智网
318,2021-09-09,智飞生物(300122)2021年中报点评：业绩超预期 新冠疫苗或成新增长极,新浪
319,2021-09-09,疫苗板块2021H1总结：新冠疫苗商业化价值初现 在研管线亮点颇多,新浪
320,2021-09-08,智飞生物跌3.01% 招商证券平安证券上周一唱多,金融界
321,2021-09-08,科创50跌幅扩大至1%，创业板指翻绿,Wind
322,2021-09-08,消费赛道“又香了”，顶流基金经理扎堆调研这家公司,Wind
323,2021-09-06,北向资金连续11日净买入累计扫货近500亿，宁德时代大幅净买入超15亿元,Wind
324,2021-09-06,疫苗行业中报盘点：金迪克成唯一亏损企业 智飞生物研发费用占比最低 亏损,和讯
325,2021-09-06,智飞生物产品热销二季盈利45亿创纪录 研发投入增4.6倍市值2700亿创业板第五,长江商报
326,2021-09-05,智飞生物：公司在研的轮状病毒灭活疫苗采用灭活方式制备，以注射免疫方式诱导产生保护，是一种创新思路开发的预防轮状病毒的疫苗,每日经济新闻
327,2021-09-05,智飞生物：公司重组结核杆菌融合蛋白（EC）已在广西、湖南、四川、浙江、山东等26个省级单位中标,每日经济新闻
328,2021-09-05,智飞生物：第二期员工持股计划终止 股权激励异常,财联社
329,2021-09-05,智飞生物(300122.SZ)第二期员工持股计划出售完毕,智通财经
330,2021-09-03,智飞生物跌5.31% 招商证券平安证券周一唱多,中国经济网
331,2021-09-03,和讯SGI公司|智飞生物业绩兑现，ROE增速远超净利率，SGI指数得分86,和讯
332,2021-09-03,智飞生物业绩兑现，ROE增速远超净利率，SGI指数得分86 |和讯SGI公司,和讯
333,2021-09-02,医药行业21年中报综述：费用调整、研发为重 结构分化、上游占优,新浪
334,2021-09-02,智飞生物(300122)：中报新冠疫苗业绩超预期 三期临床数据优异,新浪
335,2021-09-02,医药行业2021年9月投资策略暨中报总结：政策预期基线变化中消化估值,新浪
336,2021-09-02,智飞生物跌超5%，科创创业ETF(588360)盘中跌超2%,资本邦
337,2021-09-02,2000亿牛股崩了，芯片疫苗股重挫，更有4天跌40%,Wind
338,2021-09-02,疫苗股走势疲软，沃森生物跌超6%,Wind
339,2021-09-02,A股97家创新药企业上半年研发投入逾180亿元,Wind
340,2021-09-01,智飞生物：智飞绿竹新型病毒疫苗和工程疫苗产业化基地项目正式开工,鲸平台
341,2021-09-01,医药生物行业周报：医美行业强化监管 安徽省IVD集采结果公布,新浪
342,2021-09-01,医药行业：国内建议部分重点人群接种加强针,新浪
343,2021-09-01,医药与健康护理行业月报：智飞生物新冠疫苗III期数据优异 对变异株仍然有效,新浪
344,2021-09-01,智飞生物(300122)：新冠疫苗拉动业绩快速增长 长期看好公司自研管线持续发力,国海证券
345,2021-09-01,西部证券维持智飞生物买入评级，公司2021中报点评：自研产品业绩贡献显着，新冠疫苗有望加速放量,每日经济新闻
346,2021-08-31,东吴证券维持智飞生物买入评级，2021半年报点评：新冠疫苗贡献显着业绩，原有业务保持快速增长,每日经济新闻
347,2021-08-31,超八成深市公司上半年盈利，新能源产业链表现抢眼,第一财经
348,2021-08-31,深市创业板2021年半年度业绩持续高速增长,Wind
349,2021-08-31,北向资金连续7日净买入8月累计加仓270亿，中国平安逆势遭抛售超20亿,Wind
350,2021-08-31,中航证券给予智飞生物买入评级，2021年中报点评：业绩超预期，新冠疫苗或成新增长极,每日经济新闻
351,2021-08-31,医药行业周报：IVD政策落地好于预期 国产疫苗数据全球瞩目,新浪
352,2021-08-31,【预见】上半年净利飙增265%！股价大涨近8%！智飞生物前景如何？,财华社
353,2021-08-30,国盛证券维持智飞生物买入评级：业绩超预期，新冠临床III期数据优异，坚定看好公司发展,每日经济新闻
354,2021-08-30,东莞证券维持智飞生物推荐评级，事件点评：有效应对病毒变异株，高保护率亮眼,每日经济新闻
355,2021-08-30,大扩军，销售团队十倍于竞对，智飞生物“赌”对新冠疫苗,经济观察网
356,2021-08-30,东莞证券维持智飞生物推荐评级，2021年中报点评：自主疫苗高增拉动业绩大增,每日经济新闻
357,2021-08-30,智飞生物(300122)：新冠疫苗贡献业绩亮眼 自主研发构建产品矩阵,新浪
358,2021-08-30,2分钟读财报 | 疫苗龙头智飞生物二季度狂赚45亿 Delta病毒保护率78%,新浪
359,2021-08-30,智飞生物2021年上半年实现净利润54.91亿元，同比大幅增长264.93%,经济观察网
360,2021-08-30,智飞生物：自主产品发力是业绩增长重要原因丨公司问答,第一财经
361,2021-08-30,吴州：自主产品发力 智飞生物中报业绩大增超预期,第一财经
362,2021-08-30,【华西医药崔文亮团队】?《智飞生物点评报告：重组新冠疫苗临床III期数据表现亮丽，中报业绩略超预期》,崔文亮研究团队
363,2021-08-30,智飞生物(300122)半年报点评：新冠疫苗推动业绩增长 预防用微卡蓄势待发,新浪
364,2021-08-30,千亿大白马闪崩跌停，各种茅大跌！新能源、军工爆发,Wind
365,2021-08-30,智飞生物今日大涨超10%，上半年实现营收131.71亿元,资本邦
366,2021-08-30,每日“药”闻|FDA恢复供应君实生物新冠中和抗体；智飞生物、康希诺发布半年报,读懂财经
367,2021-08-30,A股高开高走 创业板指涨1.4% 智飞生物涨近15% 比亚迪跌超4%,华尔街见闻
368,2021-08-30,A股异动：疫苗股智飞生物大涨10%，上半年净利润同比增长265%,证券之星
369,2021-08-30,A股异动丨智飞生物(300122.SZ)大涨逾13% 中期净利增长264.94%至54.91亿,格隆汇
370,2021-08-30,智飞生物大幅高开14.88%,e公司
371,2021-08-30,智飞生物高开近15%，公司上半年净利55亿同比增长265%,Wind
372,2021-08-30,疫苗龙头股智飞生物半年赚55亿，飙升260%,中国基金报
373,2021-08-30,智飞生物、五粮液、天齐锂业...盘前重要公告解读,e公司
374,2021-08-30,2600亿疫苗大白马半年赚55亿！Delta病毒保护率78%,Wind
375,2021-08-30,智飞生物(300122)：新冠疫苗快速放量 疫苗龙头长期动力充足,西南证券
376,2021-08-30,智飞生物上半年净利55亿 同比增长265%,全景网
377,2021-08-29,智飞生物上半年盈利近55亿元 同比大增265%,上证报
378,2021-08-29,智飞生物(300122.SZ)上半年归母净利润同比增265%至54.91亿元,智通财经
379,2021-08-29,晚间重要公告2021年8月29日星期日,Wind
380,2021-08-29,智飞生物2021年中报净利同比增长265% 上半年研发投入近8亿,e公司
381,2021-08-29,智飞生物：上半年净利润54.91亿元 同比增265%,财联社
382,2021-08-29,医药行业周报：疫情常态化 疫苗产业链值得长期关注,新浪
383,2021-08-29,智飞生物：上半年净利润同比增长264.94%,Wind
384,2021-08-29,中泰证券维持智飞生物买入评级：重组新冠疫苗三期数据具备全球竞争力，看好下半年出口加速,每日经济新闻
385,2021-08-29,新冠疫苗重大利好：智飞生物“重组蛋白”路径产品Ⅲ期临床即将收官 Delta变异株防护率77.54%,电鳗快报
386,2021-08-28,智飞生物独家新冠疫苗数据发布：重症保护率100%，对Delta超77%,上游新闻
387,2021-08-28,智飞生物发布新冠疫苗Ⅲ期临床数据：Alpha 保护率92.93% Delta保护率77.54%,证券日报网
388,2021-08-28,上市公司正负面新闻2021年8月28日星期六,Wind
389,2021-08-27,智飞生物公布重组新冠疫苗三期数据：对德尔塔保护率超77%,澎湃新闻
390,2021-08-27,智飞生物披露新冠疫苗Ⅲ期临床关键数据 对Delta变异株保护效力达77.54%,e公司
391,2021-08-27,总保护效率82%、Delta保护率78% 智飞生物新冠疫苗三期临床结果出炉,证券时报网
392,2021-08-27,8月27日智飞生物、中国中免等12家公司公告出现利好,证券之星
393,2021-08-27,智飞生物：由子公司智飞龙科马与中国科学院微生物研究所合作研发的重组新型冠状,新浪
394,2021-08-27,智飞生物：研发的重组新型冠状病毒疫苗获得Ⅲ期临床试验关键性数据,Wind
395,2021-08-27,权重股下行拖累大盘，机构称勿对市场波动过度解读,Wind
396,2021-08-26,13秒赚2万多！“宁王”一则消息：一分钟狂拉90%,Wind
397,2021-08-26,A股收盘综述：消费、金融难见起色，资源股再度狂欢,Wind
398,2021-08-26,A股午盘综述：创业板指跌1.7%，消费、周期冰火两重天,Wind
399,2021-08-26,疫苗板块走弱 智飞生物跌超7%,格隆汇
400,2021-08-24,重庆区域股市周报：2家重庆公司被调研 3.86亿融资净买入重庆股票,每日经济新闻
401,2021-08-24,公募看好医药股多元化投资机会,Wind
402,2021-08-24,三大股指强势反弹，机构看好高端制造,Wind
403,2021-08-23,智飞生物涨近15%，医药股开始“回血”！公募基金：此前市场反应过度,中证报
404,2021-08-23,生物医药行业周报：安徽省临床检验试剂集采公告发布 带量采购产品进一步扩面,新浪
405,2021-08-23,超3000股上涨，5000亿巨头却跌停，什么情况,Wind
406,2021-08-23,A股收盘综述：创业板指放量大涨逾3%，两市近200股涨幅超10%,Wind
407,2021-08-23,智飞生物重组新冠疫苗在乌兹别克斯坦获批本地化生产,Wind
408,2021-08-23,医药生物行业：药明康德、迈瑞医疗等市值底部已现 无需恐慌,新浪
409,2021-08-23,A股午盘综述：市场普反创业板指升逾2%，工业母机概念井喷,Wind
410,2021-08-23,智飞生物大涨,新浪
411,2021-08-23,智飞生物盘中快速上涨,新浪
412,2021-08-23,【干货】生物医药产业链全景梳理及重点区域分析——珠三角、长三角地区产业集聚效应明显,前瞻研究院
