,2021-12-27,浙江龙盛今日大宗交易成交133.06万股，成交价11.81元折价4.99%,Wind
298,2020-11-25,盘前情报丨这一产品四季度以来已涨价40%；汽车产业链有望迎千亿增量市场,21世纪经济报道
299,2020-11-25,北向资金小幅流出，7亿净卖出这一行业（附股）,21世纪经济报道
300,2020-11-25,北向资金动向盘点：悄悄连续增持顺周期,Wind
301,2020-11-24,数据复盘|市场主力资金连续11日净流出 机构抢筹9股,证券时报网
302,2020-11-24,主力资金：3700亿食品白马意外大跌 顶级券商刚发研报全力看多,新浪
303,2020-11-24,9股特大单净流入资金超2亿元,证券时报网
304,2020-11-24,21股主力资金净流入超亿元,证券时报网
305,2020-11-24,A股收盘：沪指险守3400关口 油服板块大涨 中曼石油涨停,英为财情
306,2020-11-24,862亿资金争夺20股：主力资金重点出击4股(名单),新浪
307,2020-11-24,大盘全天弱势盘整：充电桩概念活跃 10亿资金抢筹北方稀土,新浪
308,2020-11-24,A股窄幅震荡沪指险守3400点 矿物制品板块领涨,中新经纬
309,2020-11-24,“不讲武德”，小康股份7天6板！,中证报
310,2020-11-24,财融汇·日间资讯,财通证券融资融券部
311,2020-11-24,视点 | 中邮智赢俱乐部视点,中邮证券
312,2020-11-24,陆股通增仓幅度排行榜（附股）,证券之星
313,2020-11-24,A股早报2020年11月24日星期二,Wind
314,2020-11-24,A股融资融券日报：两融余额增加103.05亿元（11月23日）,Wind
315,2020-11-24,染料板块早盘持续拉升走高浙江龙盛涨停,中国经济网
316,2020-11-24,周期股消费股共同发力 三大股指全线走高,新浪
317,2020-11-24,睿财看市场：上证指数重回3400点，市场主线继续聚焦顺周期,恒泰睿财
318,2020-11-23,【收盘简评】2020-11-23,赢家之星
319,2020-11-23,又见“煤飞色舞”！市场突然发生两大核心变化 顺周期行业终于要“起飞”了？,中国基金报
320,2020-11-23,化工行业重大事项点评：染料价格回到上升轨道 重点关注弹性龙头,新浪
321,2020-11-23,【超级大单】大资金跑路千亿科技龙头，出逃资金超6亿元,证券时报网
322,2020-11-23,【主力资金】大跌20%，千亿市值苹果概念股重挫！5天出逃资金17亿 连续下跌,证券时报网
323,2020-11-23,大盘疯狂进攻大笔资金涌入这一板块,巨丰财经
324,2020-11-23,浙江龙盛、贵州茅台等股获特大单资金净流入超2亿元,证券时报网
325,2020-11-23,21股特大单净流入资金超2亿元,证券时报网
326,2020-11-23,144股每笔成交量增超50%,证券时报网
327,2020-11-23,数据复盘| 57亿资金潜入非银金融行业 北向资金净流入百亿元,证券时报网
328,2020-11-23,沪指表现较强 午后市场在券商银行带领下出现高潮,中投网
329,2020-11-23,价格步入上涨期，染料板块异动拉升｜今日异动数据,第一财经
330,2020-11-23,A股收盘：沪指升破3400点 北向资金净买入超百亿 茅台成交额约120亿,英为财情
331,2020-11-23,11月23日复盘：明天会冲高回落吗？主力资金出击14股,新浪
332,2020-11-23,巨·热点 | 市场放量创新高 周期行业受爆炒！,巨丰财经
333,2020-11-23,涨停板复盘：沪指重回3400点关口 汽车板块尾盘暴涨,新浪
334,2020-11-23,券商板块集体大涨，东方财富再获超8亿主力资金追捧,格隆汇
335,2020-11-23,主力还有大动作，上涨行情或仅是开始！,新浪
336,2020-11-23,1070亿资金争夺20股：主力资金重点出击14股(名单),新浪
337,2020-11-23,巨丰资金流向： 市场放量强上涨 主力60亿流向大金融！,巨丰财经
338,2020-11-23,基础化工行业周报：从MTO的技术迭代看新型煤化工的进化,光大证券
339,2020-11-23,化工行业景气底部拐点系列：染料 成本上涨与纺服需求助力涨价,新浪
340,2020-11-23,浙江龙盛、天齐锂业、中国外运等均打开涨停板,Wind
341,2020-11-23,券商、顺周期爆发 沪指重返3400点！能否打破箱体震荡格局？,中证报
342,2020-11-23,79万手大单封板 大盘挑战年内新高全靠它了,上证报
343,2020-11-23,券商、顺周期爆发，沪指重返3400点！金融委重磅喊话，企业债大幅反弹,中证报
344,2020-11-23,午间要闻 | 江西将商品房预售资金列入监管；蚂蚁战配基金持有人今起可退出；原菜鸟副总裁史苗涉嫌受贿数百万,经济观察网
345,2020-11-23,化工行业周报：加大顺周期资产配置 首推化工核心资产,新浪
346,2020-11-23,广州万隆：主力有备而来 市场惊现新变局,广州万隆
347,2020-11-23,午评：指数表现强势沪指涨0.86% 染料板块领涨,新浪
348,2020-11-23,A股午盘综述：上证指数涨0.86%重回3400点，资源股爆发,Wind
349,2020-11-23,11月23日早盘两市净流入前20股(名单),金融界
350,2020-11-23,6家钢铁上市公司环境责任信息披露评价达到3星半以上级别,中国冶金报社
351,2020-11-23,染料板块盘中拉升 浙江龙盛等涨停,e公司
352,2020-11-23,【行情】染料板块拉升，建新股份快速拉升涨超19%，安诺其大涨8%，浙江龙盛、闰土股份、锦鸡股份等纷纷拉升,金十数据
353,2020-11-23,A股高开沪指涨0.19%：汽车股持续活跃，资源股走强,中新经纬
354,2020-11-20,特发服务成首个创业板注册物业股 针对房贷的LPR五年期利率或单独上调 | 房资快报,金融界
355,2020-11-20,疫情重压下业绩集体“飘绿”，染料行业或将加速洗牌,中国纺织报
356,2020-11-20,博汇纸业、振华重工等多家上市公司未披露环保被罚 环保处罚,第一财经
357,2020-11-20,卧龙地产公告称将再获浙江龙盛增持 累计持股达13%,中华网
358,2020-11-20,B站营收增70% 股价收盘大涨22% 对标A股有望迎来脉冲,巨丰财经
359,2020-11-19,晚间公告热点追踪：7天6板青青稞酒收深交所关注函,新浪
360,2020-11-19,2020年11月20日涨停板早知道：七大利好有望发酵,新浪
361,2020-11-19,晚间重要公告2020年11月19日星期四,Wind
362,2020-11-19,11月19日上市公司晚间公告速递,新浪
363,2020-11-19,浙江龙盛增持卧龙地产629.27万股 持股达13%,观点地产网
364,2020-11-19,卧龙地产：浙江龙盛持股已达总股本13%,乐居财经
365,2020-11-19,卧龙地产：浙江龙盛累计增持3%股份 持股比例升至13%,e公司
366,2020-11-19,卧龙地产(600173.SH)：浙江龙盛累计增持3%股份,格隆汇
367,2020-11-19,卧龙地产：浙江龙盛累计增持0.90%公司股份,Wind
368,2020-11-19,报告：多家上市公司未披露环保处罚信息,第一财经
369,2020-11-19,财融汇·日间资讯,财通证券融资融券部
370,2020-11-18,去年仅约1/4沪深上市公司发布环境责任等报告，国家级重点监控企业信息披露情况好于总体水平,每日经济新闻
371,2020-11-18,有机硅暴涨：新安股份股价接近翻倍，市值达100亿,财经无忌
372,2020-11-17,凯盛新材主营收现比上限70%分红猛 专利诉讼一审败诉 诉讼纠纷,中国经济网
373,2020-11-16,11月16日主力资金净流出57亿元,证券时报网
374,2020-11-16,化工行业：疫苗加速落地 哪些子行业和上市公司弹性大？,新浪
375,2020-11-16,基础化工行业周报：面向2035新材料发展方向的总结,光大证券
376,2020-11-16,逆风：周期股全面爆发，关注化纤及染料概念！,新浪
377,2020-11-10,后疫情时代怎么走？第二十届中国国际染料展创新破局,中国纺织报
378,2020-11-10,A股早报2020年11月10日星期二,Wind
379,2020-11-09,卧龙地产：浙江龙盛增持694.67万股，累计持股12.1%,乐居财经
380,2020-11-09,卧龙地产：浙江龙盛累计增持2.1%公司股份，持股比例升至12.10%,Wind
381,2020-11-09,卧龙地产(600173.SH)：浙江龙盛增持2.1%公司股份 持股比例增至12.1%,格隆汇
382,2020-11-05,解密主力资金出逃股连续5日净流出396股,证券时报网
383,2020-11-04,资金流日报！两市共流入资金3571.80亿，流出资金3718.76亿,云掌财经
384,2020-11-04,化工：出口继续向好 看好纺织化纤、聚氨酯、钛白粉产业链,新浪
385,2020-11-03,A股上市公司2020年前三季度净利Top100：银行霸榜 蚂蚁集团可排在第16名,挖贝网
386,2020-11-02,中原证券：10月金股组合跌0.48% 11月荐股名单出炉,新浪
387,2020-11-02,【中原策略】2020年第十一期：11月1日-11月30日：中原证券2020年11月十大金股组合,中原证券研究所
388,2020-11-02,【中原晨会1102】11月十大金股组合、A股策略、金融委会议点评,中原证券研究所
389,2020-10-30,化工行业专题报告：化工迎来新一轮进攻,新浪
390,2020-10-29,【研报掘金】化工行业需求向好有望延至明年上半年 推荐细分行业龙头和高成长标的,证券时报网
391,2020-10-29,两明星基金经理悉数沉沦 三季报曝光安信基金名将败因,和讯
392,2020-10-29,电鳗财经|卧龙地产经营现金流净额下滑9成 收购资产承诺期满后业绩变脸 盈利能力下降,电鳗快报
393,2020-10-28,浙江龙盛(600352)：业绩略低预期 销量提升带动经营性业绩环比改善 静待染料价格底部反转,新浪
394,2020-10-28,两大明星基金经理悉数沉沦，基金三季报曝光安信基金名将败因,金融界
395,2020-10-28,【化工】浙江龙盛：静待行业回暖,中银证券研究
396,2020-10-28,杠杆资金大手笔加仓16股,证券时报网
397,2020-10-27,浙江龙盛(600352)：需求回暖 业绩有望回升,新浪
398,2020-10-27,今日385公司公布三季报70家业绩增幅翻倍,证券时报网
399,2020-10-27,价格连涨两月，纺织上游分散染料分支也爆了,纺织网
400,2020-10-27,今日公告导读,证券时报
401,2020-10-26,化工行业：MDI价格继续大幅上涨 关注下游需求复苏的持续性,新浪
402,2020-10-26,晚间重要公告2020年10月26日星期一,Wind
403,2020-10-26,浙江龙盛(600352.SH)：前三季度净利降18.61%至31.6亿元 盈利能力下降,格隆汇
404,2020-10-26,浙江龙盛：前三季净利同比下降18.61% 盈利能力下降,e公司
405,2020-10-24,一周研读｜慢涨延续，渐入佳境,中信证券研究
406,2020-10-21,聚焦绿色化工，这次高级研修干货满满,科技日报
407,2020-10-19,基础化工行业周报：石化化工三季度业绩增长概况,光大证券
408,2020-10-19,化工-化纤产业链价格普涨：内需复苏与出口订单集中释放,新浪
409,2020-10-18,一场来自印度的蝴蝶效应，如何让这个产业密不可分？,财经无忌
410,2020-10-18,化工行业周报：海外订单回流带动纺织行业景气回升 继续推荐细分行业龙头和高成长标的,新浪
411,2020-10-17,纺织概念股火热：江苏上市公司两天涨停，半年营收2.59亿,财经无忌
412,2020-10-16,棉花和染料掀起涨价潮：半月上涨14% 多只概念股市盈率不足20倍,新浪
413,2020-10-16,长城建材-52页减水剂行业专题报告：海阔凭鱼跃，天高任鸟飞,高材疾足
414,2020-10-16,拉尼娜来了，寒冬将至，点燃今日热点板块，天然气、纺织和煤炭,财经
415,2020-10-16,浙江境内上市公司迈入“500+”俱乐部,证券时报
416,2020-10-15,染料板块午后快速走高 安诺其涨逾12%,中国经济网
417,2020-10-15,快讯：染料板块午后大涨 安诺其大涨15%,新浪
418,2020-10-15,染料板块午后走强，安诺其大涨11%,Wind
419,2020-10-15,【行情】染料板块午后快速走高，安诺其大涨12%，锦鸡股份、浙江龙盛、闰土股份等纷纷跟涨,金十数据
420,2020-10-15,原料收缩需求放量 染料涨价动力十足（附受益股）,证券时报网
421,2020-10-13,44股获券商买入评级，开山股份目标涨幅达76.98%,Wind
422,2020-10-12,基础化工2020Q3业绩前瞻：国内外需求持续恢复 油价中枢环比反弹 Q3化工行业盈利底部反转,新浪
423,2020-10-11,化工行业研究：化工品价格景气上行 关注细分行业龙头 继续推荐高成长标的,新浪
424,2020-10-09,产业资本托底入市 53家公司半年回购超亿元,证券时报
425,2020-09-30,【中金固收·信用】中国短期融资券及中期票据信用分析周报 20200422,中金固定收益研究
426,2020-09-30,原料市场供应不足、染料价格连续上调，染费涨还是不涨？,中国纺织报
427,2020-09-29,晚间重要公告2020年9月29日星期二,Wind
428,2020-09-29,卧龙地产(600173.SH)：浙江龙盛累计增持1.11%股份,格隆汇
429,2020-09-28,化工行业周报：调整不改中长期方向 继续看好化工高成长公司,新浪
430,2020-09-22,化工行业周报：油价受飓风影响反弹 继续关注低估值顺周期龙头,新浪
431,2020-09-21,石油化工／基础化工行业周报(第三十八周),新浪
432,2020-09-16,半年报出炉，染料上市公司拐点来了吗？,纺织网
433,2020-09-15,B站卫星上天！这些A股公司欢聚朋友圈,中证报
434,2020-09-15,“无废城市”怎么建？看绍兴试点经验,浙江日报
435,2020-09-08,化工行业周报：油价开启下跌 关注低估值顺周期及近消费端龙头,新浪
436,2020-09-07,浙江龙盛(600352.SH)：控股股东项志峰累计减持1%股份 减持股份,格隆汇
437,2020-09-07,浙江龙盛：项志峰减持比例达总股本1% 减持股份,Wind
438,2020-09-07,化工行业周报：看好优质赛道成长标的 关注维生素及周期白马龙头,新浪
439,2020-09-07,寻找顺境和逆境市场，表现都还不错的基金！,养基司令
440,2020-09-05,【国金化工-研究周报】下游需求回暖，TDI、草甘膦、染料等涨价（2020-09-05）,点石化金
441,2020-09-05,分散染料：今年以来 分散染料价格在经历了一季度上涨（股）,金融界
442,2020-09-05,A股头条：证监会核发8家企业IPO批文 沪深两市上市公司突破4000家,金融界
443,2020-09-04,供不应求+核心原料短缺，分散染料掀起涨价潮，行业龙头市盈率不足10倍,证券时报网
