,2021-12-31,恒力石化(600346.SH)尚未开始实施回购,智通财经
302,2021-08-05,千亿巨头罕见跌停，6倍大牛股突然大跌！,Wind
303,2021-08-05,A股午盘综述：沪市权重力扛指数，军工股全线爆发,Wind
304,2021-08-04,恒力石化现1笔大宗交易 共成交997.56万元,新浪
305,2021-08-04,恒力石化今日大宗交易成交30.60万股，成交价32.6元溢价0.0%,Wind
306,2021-08-04,石油加工行业每周炼化：短期因素刺激PTA利润回升,新浪
307,2021-08-03,新凤鸣(603225)公司深度研究：产能扩张支撑公司持续成长,新浪
308,2021-08-03,鲁阳节能(002088)：陶瓷纤维龙头 扬帆新成长,新浪
309,2021-08-02,石油石化、基础化工、新材料行业北上资金流向周报,新浪
310,2021-08-02,化纤股拉升 恒力石化(600346.SH)涨超7%,格隆汇
311,2021-08-02,基础化工行业周报：7月PMI公布 万华上调8月MDI挂牌价 两碱、辛醇、BDO、磷产业链等继续走高 DMC、草铵膦、醋酸产业链、DMF等涨价,新浪
312,2021-08-02,中泰周期·大宗指南：周期品周度运行变化,新浪
313,2021-08-02,煤炭石化行业周报：减碳纠偏助力优质项目投放 化纤持续走强,新浪
314,2021-07-28,PTA价格年内涨近50%，概念股业绩普遍向好,Wind
315,2021-07-28,PTA价格年内涨近50%概念股业绩普遍向好,证券时报
316,2021-07-27,二季度价格涨逾20%！这一化工产品短期基本面仍利好，板块概念股名单抢先看（附股）,e公司
317,2021-07-27,51股获券商买入评级，一心堂目标涨幅达77.34%,Wind
318,2021-07-26,恒力石化再度上榜全球化工企业50强榜单 位列第15位,中证网
319,2021-07-26,能源化工行业周观点：油价恢复上行 两碱、磷化工等维持强势,新浪
320,2021-07-26,周一机构一致看好的十大金股,证券之星
321,2021-07-26,财富500强评选结果发布，快来看看有哪些赚钱的纺织巨头！,全球纺织网
322,2021-07-26,化纤行业将迎来景气度提升，维持行业增持评级,国泰君安
323,2021-07-25,依托大化工平台，恒力石化加快拓展化工新能源材料市场,证券时报网
324,2021-07-25,新能源化工材料方兴未艾 大炼化巨头加快向下游业务延伸,上证报
325,2021-07-25,恒力石化：加快下游业务延伸步伐 拓展化工新能源材料市场,中证网
326,2021-07-25,新能源材料市场需求增长旺盛，催生化工平台型巨头企业发展,金融界
327,2021-07-25,【恒力石化（600346.SH）】加速向下游新材料延伸，锂电池隔膜领域布局可期——布局锂电池隔膜点评（赵乃迪/吴裕）,光大证券
328,2021-07-24,中泰化工周度观点：景气未止 成长延续,新浪
329,2021-07-23,A股震荡下行超46亿外资暂时撤离，新能源产业链股遭大幅抛售,Wind
330,2021-07-23,北向资金连续4日净流入A股；7.58亿资金出逃，“药茅”片仔癀跌停,21世纪经济报道
331,2021-07-23,北向资金动向盘点：重手净买金融，大额净卖医药,Wind
332,2021-07-22,恒力石化触及涨停提振化纤板块，荣盛石化、东方盛虹、华峰化学、恒逸石化跟涨,Wind
333,2021-07-22,热门赛道机构竞相登门，53家公司看涨逾60%,Wind
334,2021-07-21,TOP30基金挖掘出天赐、天奈、中伟股份等仨月翻倍个股 周蔚文董承非袁芳均减仓,新浪
335,2021-07-21,7月涨幅最大行业花落谁家？板块中个股业绩、债务2张图看清！,Wind
336,2021-07-21,北向资金今日净买入31.17亿元，东方财富获净买入逾11亿元,Wind
337,2021-07-21,恒力石化：控股股东恒力集团累计质押约4.68亿股，占所持股份8.73%,每日经济新闻
338,2021-07-21,新能源半导体高歌猛进，20多个板块涨逾4%,Wind
339,2021-07-21,恒力石化(600346.SH)：控股股东解押1.05亿股,格隆汇
340,2021-07-21,北向资金动向盘点：继续买入医药，重回“新能源车”,Wind
341,2021-07-21,恒力石化，A股最谦虚的公司之一,锦缎
342,2021-07-21,明星基金最新抢买股票名单来了,Wind
343,2021-07-20,石油加工行业每周炼化：长丝企业报价上调,新浪
344,2021-07-20,600亿龙头突然闪崩，恒大系又大跌！什么情况？ 连续下跌,Wind
345,2021-07-20,陕鼓动力签约恒力石化工业园区（大连长兴岛）30万吨/年硝酸装置工程项目,国家煤化工网
346,2021-07-20,“炼化-化纤”产业链周报：东方盛虹投资超仿真功能性纤维 丰富高端纤维产品结构,新浪
347,2021-07-20,隔夜油价重挫，化工板块普跌,Wind
348,2021-07-19,化工点评报告：OPEC+达成协议 油价或将继续上涨,新浪
349,2021-07-19,绿色能源与大宗商品月报(2021年7月),新浪
350,2021-07-19,能源化工行业国际油价点评：OPEC+达成产量决议 有望支撑短期油价,新浪
351,2021-07-19,石油化工新材料行业北上资金周报,新浪
352,2021-07-19,煤炭石化行业周报：油价波动率上升 化纤需求持续回升,新浪
353,2021-07-19,恒力石化老板坐私人直升机上下班，还有一架喷气式公务机价值3.26亿,深水财经社
354,2021-07-19,PTA、聚酯发挥“龙头”效应！牢牢掌握未来新增市场需求,全球纺织网
355,2021-07-19,中信证券：OPEC+决议好于预期，有望推动油价上行,Wind
356,2021-07-18,中泰化工周度观点：长丝盈利持续改善 聚酯龙头业绩超预期,新浪
357,2021-07-17,石油化工行业跟踪报告：6月美国商业原油库存环比减少5.2%,新浪
358,2021-07-16,恒力石化：控股股东恒力集团及其一致行动人累计质押公司股份约5.73亿股,每日经济新闻
359,2021-07-16,恒力石化(600346.SH)控股股东解质8400万股,智通财经
360,2021-07-15,基础化工周报：布油价格持平 三氯氢硅、氯化钾、草甘膦、纯碱等产品价格上涨,新浪
361,2021-07-15,石油石化行业周报：纺企增加原料采购 涤纶长丝价格上涨,新浪
362,2021-07-15,【异动股】化纤行业板块拉升，恒力石化(600346.CN)涨9.41%,财华社
363,2021-07-15,化工板块集体走强，恒力石化一度触板,Wind
364,2021-07-15,【国金晨讯】电新材料的隐形龙头才10倍？天齐锂业Q2业绩大超预期,国金证券研究所
365,2021-07-15,锂电热门公司批量预告中报，北上净卖出逾百亿重点砸大蓝筹,Wind
366,2021-07-14,石油天然气行业石化月报(第五期)：大炼化向下游延伸拓展,新浪
367,2021-07-14,石油加工行业每周炼化：下游抵触高价货源,新浪
368,2021-07-13,石化行业数据周报：需求改善将推动涤纶长丝去库存,新浪
369,2021-07-12,基础化工行业周报：MDI、氯化钾、己二酸、丁辛醇、PO价格继续上涨 DMF、DMC、电解液、草铵膦、磷矿石涨价,新浪
370,2021-07-12,能源化工行业周观点：油价振荡后上行 光伏新能源材料关注度高,新浪
371,2021-07-12,双碳双控下，陕煤榆林、宝丰内蒙、恒力榆林、龙成榆林相继停工,中国能源网china5e
372,2021-07-11,辽宁区域股市周报：金辰股份市值增长最多 圆通速递跌出板块市值6强,每日经济新闻
373,2021-07-08,行业观察|“禁塑令”让可降解材料迎机遇，引上市公司纷纷布局，业内人士：行业规模或超800亿元,证券之星
374,2021-07-07,恒力石化现1笔大宗交易 共成交290.73万元,新浪
375,2021-07-07,恒力石化今日大宗交易成交11万股，成交价26.43元溢价0.0%,Wind
376,2021-07-07,恒力石化将建年产150万吨绿色新材料项目,中国纺织报
377,2021-07-07,【国金晨讯】大炼化：成长性超科技，估值才10倍？半导体中期策略：全球半导体通膨下的机会及风险,国金证券研究所
378,2021-07-06,恒力石化(600346)：1H21业绩预增符合预期;不必过度担忧下半年高油价风险,新浪
379,2021-07-06,恒力石化现1笔大宗交易 共成交302.40万元,新浪
380,2021-07-06,【分析文章】PTA转向净出口，后续供需有何影响,瑞达期货研究院
381,2021-07-06,供需两旺！化工景气度高企，中报迎高光时刻,Wind
382,2021-07-06,A股收盘综述：上证指数探底回弹小幅录跌，CRO指数再挫7%,Wind
383,2021-07-06,石油加工行业每周炼化：坯布连续去库存,新浪
384,2021-07-05,能源化工行业周观点：油价持续新高 化工Q2业绩预告亮眼,新浪
385,2021-07-05,新凤鸣(603225)公司研究报告：涤纶长丝龙头企业 有望迎来量价齐升,新浪
386,2021-07-05,石油化工新材料行业北上资金周报,新浪
387,2021-07-05,化工行业周报：把握中报高增长标的 中长期继续看好优质成长,新浪
388,2021-07-05,煤炭石化行业周报：关注大庆后复产节奏 化纤进入需求旺季,新浪
389,2021-07-05,65股获券商买入评级，恒力石化目标涨幅达73.36%,Wind
390,2021-07-05,关注半导体材料等关键领域成长空间,光大证券
391,2021-07-05,大宗商品行业周报：绿色能源与大宗商品周报(2021年第9期),新浪
392,2021-07-04,【天风石化】大炼化成长性再思考,樨樨和她的油气小伙伴
393,2021-07-04,化工行业周报：化纤、纯碱继续向好 旺季化工景气可期,新浪
394,2021-07-04,恒力石化(600346)：半年度业绩再创历史新高达85亿元,新浪
395,2021-07-04,中泰周期·大宗指南：周期品周度运行变化,新浪
396,2021-07-03,半导体材料行业跟踪报告之三：六部门发文推动制造业优质企业发展 关注半导体材料等关键领域成长空间,光大证券
397,2021-07-02,"恒力石化：恒力集团榆林煤化工项目尚处于项目规划和审批阶段，当前阶段的主要任务是规划建设以年产90万吨BDO（1,4-丁二醇）为核心的相关煤化工优质产能",每日经济新闻
398,2021-07-02,恒力石化：上市公司子公司康辉新材料科技有限公司目前已投产的可降解材料产能为3.3万吨，规划在建90万吨PBS类生物可降解聚酯新材料项目,每日经济新闻
399,2021-07-02,【国金晨讯】院内诊疗板块需求释放；OPEC重新制霸油价？,国金证券研究所
400,2021-07-02,71股获券商买入评级，恒力石化目标涨幅达171.90%,Wind
401,2021-07-02,“油王”半年赚近千亿，七成公司业绩预喜！,Wind
402,2021-07-02,东北老工业基地转型迸发新活力,Wind
403,2021-07-01,太意外，这两大行业最受机构青睐！,中国基金报
404,2021-07-01,【华安化工|点评】恒力石化：业绩预告同比大增，拓展下游打开空间,化工阿尔法
405,2021-07-01,这两大行业最受机构青睐 14股看涨空间均超20%,新浪
406,2021-07-01,13家辽宁上市公司发布中报预告 多家公司业绩将创新高,证券日报网
407,2021-07-01,恒力石化(600346)：盈利能力提升 业绩符合预期,新浪
408,2021-07-01,中报预告近七成预喜，24公司预增超10倍,Wind
409,2021-07-01,恒力石化发布半年报业绩预告 预计上半年业绩大幅上升,资本邦
410,2021-07-01,信达证券：恒力石化（600346.SH）景气周期推动，半年业绩同比大幅回升，维持”买入“评级,智通财经
411,2021-07-01,恒力石化(600346)2021年中报业绩预告点评：业绩继续提升 四大项目加持打开成长空间,新浪
412,2021-07-01,机构强推买入六股成摇钱树,证券之星
413,2021-07-01,恒力石化(600346)：业绩预告同比大增 拓展下游打开空间,华安证券
414,2021-07-01,开源证券：恒力石化（600346.SH）炼化龙头，单季度业绩再创新高，维持“买入”评级,智通财经
415,2021-07-01,华安证券维持恒力石化买入评级：业绩预告同比大增，拓展下游打开空间,每日经济新闻
416,2021-07-01,国金证券：恒力石化（600346.SH）高基数也压不住的高成长，维持“买入”评级,智通财经
417,2021-07-01,开源证券维持恒力石化买入评级，公司信息更新报告，近期获7份券商研报关注，目标均价涨幅167.62%,每日经济新闻
418,2021-07-01,国金证券维持恒力石化买入评级：高基数也压不住的高成长！,每日经济新闻
419,2021-06-30,恒力石化2021年上半年预计实现净利85亿元同比增长54.07%,证券日报网
420,2021-06-30,恒力石化2021上半年业绩预增54% 半年度盈利规模首次突破80亿元,e公司
421,2021-06-30,晚间重要公告2021年6月30日星期三,Wind
422,2021-06-30,恒力石化：上半年预计实现净利润约85亿元 再创历史新高,中证网
423,2021-06-30,晚间公告｜6月30日这些公告有看头,第一财经
424,2021-06-30,恒力石化：上半年净利润同比预增54.07%左右,中证网
425,2021-06-30,恒力石化2021年上半年业绩预告85亿元，同比增长54.07%,财经网
426,2021-06-30,恒力石化：预计2021年上半年净利润为85亿元左右,每日经济新闻
427,2021-06-30,恒力石化(600346.SH)：上半年净利预增54.07%左右,格隆汇
428,2021-06-30,恒力石化：预计上半年净利润为85亿元，同比增长54.07%,Wind
429,2021-06-30,石油化工行业：大炼化迎来出海机遇期,新浪
430,2021-06-30,25股获券商买入评级，恒力石化目标涨幅达66.60%,Wind
431,2021-06-29,涤纶长丝行业动态跟踪报告：涤纶长丝需求复苏明确 旺季盈利能力有望大幅上行,新浪
