,2021-12-31,东台东方建设投资发展发行7700万美元增信债券,久期财经
308,2021-08-23,上海银行房地产不良贷超47亿半年猛增25% 已募200亿资本充足率仍降至上市后最低,长江商报
309,2021-08-23,银行激战公募代销，存款出现大迁徙,Wind
310,2021-08-23,受大户拖累，多家银行房地产业不良贷款骤增,Wind
311,2021-08-23,受大户拖累 多家银行房地产业不良贷款骤增,全景网
312,2021-08-23,银行激战公募代销 存款出现大迁徙,全景网
313,2021-08-23,占比提高 上市银行理财净值化转型提速,北京商报
314,2021-08-22,上市银行“期中考”理财成绩陆续揭晓：理财子公司？营收净利现增势，净值化转型抢时间窗口,北京商报
315,2021-08-21,罚款超1700万！央行、银保监出手，建行、交行、光大等六银行“栽了”！ 金融监管处罚,中国基金报
316,2021-08-21,多空博弈，机构对银行股分歧在哪？,Wind
317,2021-08-21,深圳劲嘉集团股份有限公司 2021年前三季度业绩预告,证券日报
318,2021-08-21,银行“双模式”入局数字人民币运营 中小银行参与试点,新浪
319,2021-08-20,天风证券维持上海银行增持评级：业绩重回双位数增长，单季净息差环比持平，目标价9.27元,每日经济新闻
320,2021-08-20,区域金融要参丨中国电信首日上市收涨34%，有银行却在上市次日跌停,21世纪经济报道
321,2021-08-20,平安证券维持上海银行推荐评级：中收增长强劲，资产质量稳中向好,每日经济新闻
322,2021-08-20,上海银行三家支行因贷款被违规使用被罚 去年被罚没超2000万 金融监管处罚,新浪
323,2021-08-20,消费贷去炒股！半年报当天上海银行连吃银保监局4张罚单 金融监管处罚,新浪
324,2021-08-20,多家国有大行分支行收罚单：上海银行3家支行被罚90万 工行一分行被罚95万 金融监管处罚,中国基金报
325,2021-08-20,上海银行3家支行被罚90万，员工多次参与民间借贷！工行一分行被罚95万 金融监管处罚,中国基金报
326,2021-08-20,上海银行(601229)半年报点评：中收增长强劲 资产质量稳中向好,新浪
327,2021-08-20,中泰证券维持上海银行增持评级，详解上海银行2021中报：中收增速靓丽，资产质量改善,每日经济新闻
328,2021-08-20,上海银行上半年成绩单出炉：盈利持续改善 资产质量向好,中国金融新闻网
329,2021-08-20,59公司获得增持评级-更新中,中财网
330,2021-08-20,上海银行上半年实现营收277.05亿元 同比增长9.02%,中国网
331,2021-08-20,上海银行提交“期中成绩单”：理财产品规模持续居城商行首位,财联社
332,2021-08-20,贷款违规被用于支付土地出让金、消费贷变相入股市等 上海银行三支行总计被罚90万 金融监管处罚,中华网
333,2021-08-20,A股上市银行半年报出炉 归母净利润同比涨超15%,北京商报
334,2021-08-19,上海银行上半年净利增10.3%，存贷增量达3年同期最好水平,第一财经
335,2021-08-19,上市银行“期中考”成绩陆续“揭榜”营收净利双升背后，又添哪些新烦恼？,北京商报
336,2021-08-19,上海银行上半年净利122.78亿元增10.3% 代理手续费收入同比大增9成 | 和讯曝财报,和讯
337,2021-08-19,上海银行2021半年报出炉：净利润同比增长10.3% 理财规模居城商行首位,每日经济新闻
338,2021-08-19,上海银行三支行被罚90万：涉消费贷变相流入资本市场等 金融监管处罚,中新经纬
339,2021-08-19,上海银行上半年实现营收277.05亿元 房地产业不良贷款率较去年末继续增长,中证网
340,2021-08-19,上海银行上半年实现归母净利润122.78亿元 资本充足率较上年末减少0.59个百分点,中证网
341,2021-08-19,上海银行上半年净利润增长10.3%，存款、贷款增量达三年同期最好水平,21世纪经济报道
342,2021-08-19,上海银行南汇支行被罚20万：个人消费贷款变相流入资本市场 金融监管处罚,新浪
343,2021-08-19,上海银行奉贤支行被罚50万：发放流动资金贷款违规被用于支付拍地保证金 金融监管处罚,新浪
344,2021-08-19,晚间重要公告2021年8月19日星期四,Wind
345,2021-08-19,盈利持续改善 资产质量向好 上海银行上半年成绩单凸显发展韧劲,和讯
346,2021-08-19,上海银行上半年成绩单出炉：新一轮发展规划开局良好 高质量发展基础持续夯实,中金在线
347,2021-08-19,上海银行上半年实现营收277.05亿元 资本充足率较上年末减少0.59个百分点,北京商报
348,2021-08-19,上海银保监局：对上海银行奉贤支行作出行政处罚，罚款50万元,Wind
349,2021-08-19,上海银保监局：对上海银行南汇支行作出行政处罚，罚款20万元,Wind
350,2021-08-19,上海银保监局：对上海银行浦西支行作出行政处罚，罚款20万元,Wind
351,2021-08-19,上海银行：上半年净利润同比增长10.3%,Wind
352,2021-08-19,资产负债结构优化 上海银行(601229.SH)上半年归母净利同比增10.30%至122.78亿元,智通财经
353,2021-08-19,上海银行半年报：上半年净利122.78亿元 同比增10.3%,新浪
354,2021-08-19,上海银行(601229.SH)半年度归母净利润122.78亿元 同比增长10.3%,格隆汇
355,2021-08-19,上海银行半年报：上半年净利123亿元 同比增10.3%,财联社
356,2021-08-19,快讯｜涉个人消费变相流入资本市场等 上海银行三支行合计被罚90万元 金融监管处罚,财经网
357,2021-08-19,上海电气与上海银行签总对总战略合作协议，涉债务融资工具等领域,证券时报网
358,2021-08-19,营收净利双升 上市银行期中考还有哪些烦恼,北京商报
359,2021-08-18,上海银行今日大宗交易成交1068万股，成交价6.5元折价11.32%,Wind
360,2021-08-17,福晟集团因金融借款纠纷被上海银行浦西支行状告 诉讼纠纷,观点地产网
361,2021-08-17,上海银行状告福晟集团，案由为金融借款合同纠纷 诉讼纠纷,乐居财经
362,2021-08-16,助贷太难了！这家村镇银行因与异地第三方合作违规被处罚 金融监管处罚,腾讯网
363,2021-08-13,数字人民币大幅扩围！这些城商行、农商行、省联社将接入平台,21世纪经济报道
364,2021-08-12,动真格！两家银行因与第三方机构合作违规被处罚，助贷监管再收紧 金融监管处罚,和讯
365,2021-08-12,银政企校共搭台——上海银行承办数字金融大赛,经济日报
366,2021-08-12,银政企校共同推动金融科技创新,浦东时报
367,2021-08-11,上海银行今日大宗交易成交1068万股，成交价6.55元折价9.78%,Wind
368,2021-08-11,"上海银行现1笔大宗交易 共成交6,995.40万元",新浪
369,2021-08-11,上海银行承办数字金融大赛 185家机构326个项目参加角逐,中国经济网
370,2021-08-10,“只有银行不知道”，上海网签受阻客户依然无法适用旧房贷利率,Wind
371,2021-08-10,零售王牌“消费贷”失色，理财业务会是上海银行零售的未来吗？,新浪
372,2021-08-09,因对助贷机构收费管理不严，上海银行收到行业首张罚单，助贷监管“动真格” 金融监管处罚,新浪
373,2021-08-09,南京银行上海分行当选上海银行同业公会新一届理事单位,中国网
374,2021-08-09,银行行业研究周报：长三角城商行大PK,新浪
375,2021-08-06,上海博泰荣膺上海市“3+6”重点产业首批合作企业,和讯
376,2021-08-05,商业志 | “三试不中”的坪山悦都会与深圳存量商业出路,观点地产网
377,2021-08-05,银行行业点评：今年银行资本补充有哪些新变化？,新浪
378,2021-08-04,投贷联动破解融资难题 沪上多家银行加码布局科创企业,每日经济新闻
379,2021-08-04,上海银行聚焦民生支持实体 助力提升城市软实力－国务院国有资产监督管理委员会,国资委
380,2021-08-04,上海银行出“硬招”服务科创企业,浦东时报
381,2021-08-04,年内获批三家 银行设理财子公司持续推进,证券日报
382,2021-08-03,银行理财市场月度情报要闻-7月银行理财市场月报,华宝财富魔方
383,2021-08-03,理财规模第一的城商行获批筹建理财子公司，银行系理财公司将达29家,搜狐
384,2021-08-03,上银理财获批筹建：理财子设立节奏放缓，产品销售“建规立制”,新浪
385,2021-08-03,上海银行：对科创企业信贷增量达承诺时3倍 “十四五”期间将设立1000亿专项资金,21世纪经济报道
386,2021-08-03,理财规模第一的上海银行获批筹建理财子公司 银行系理财公司将达29家,新浪
387,2021-08-03,上海银行发布服务上海市“3+6”重点产业行动方案,上证报
388,2021-08-03,上海银行1000亿专项资金服务上海市“3+6”重点产业体系,中国经济网
389,2021-08-03,上海银行理财子公司获批筹建 将打造向城市居民的智慧型理财专家,和讯
390,2021-08-03,上海银行获批筹建理财子公司 理财规模保持城商行第一位,21世纪经济报道
391,2021-08-02,晚间重要公告2021年8月2日星期一,Wind
392,2021-08-02,"上海银行现4笔大宗交易 共成交3,790.50万元",新浪
393,2021-08-02,上海银行今日大宗交易成交525万股，成交价7.22元溢价0.0%,Wind
394,2021-08-02,上海银行：上银理财获批筹建,中国网
395,2021-08-02,上海银行：上银理财有限责任公司获准筹建,Wind
396,2021-08-02,上海银行(601229.SH)获准筹建上银理财有限责任公司,智通财经
397,2021-08-02,近十家银行落地数字人民币业务，解析非运营机构入局模式,21世纪经济报道
398,2021-08-02,非银金融行业2021Q2销售机构公募基金保有数据点评：券商和三方抢占银行份额 天天基金偏股增速领先,新浪
399,2021-08-02,金融周末要闻回顾|地产贷款增速持续下降，安联资管获批开业，招商证券A类基金一折申购,资本邦
400,2021-07-30,银保监会同意上海银行筹建上银理财有限责任公司,Wind
401,2021-07-30,银保监会：同意上海银行筹建上银理财公司,e公司
402,2021-07-30,上海银行获批筹建上银理财,新浪
403,2021-07-30,严惩信贷资金违规流入房市，上海银保监局本月密集开罚单 金融监管处罚,第一财经
404,2021-07-30,"上海银行现3笔大宗交易 共成交4,862.00万元",新浪
405,2021-07-30,上海银行今日大宗交易成交680万股，成交价7.15元溢价0.0%,Wind
406,2021-07-29,上海银行今日大宗交易成交279.30万股，成交价7.16元溢价0.0%,Wind
407,2021-07-29,商业银行业日报,新浪
408,2021-07-29,A股早报2021年7月29日星期四,Wind
409,2021-07-28,上海银行获批发行不超过300亿元金融债券,北京商报
410,2021-07-28,上海银行(601229.SH)：获准发行不超300亿元金融债券,格隆汇
411,2021-07-28,如何面临业绩增长挑战，上海银行中报值得关注,每日财报
412,2021-07-28,上海银保监局开近千万元罚单：剑指涉房贷款，五大行均被罚,Wind
413,2021-07-27,个人消费贷款违规用于购房！建设银行1分行7支行共计罚没410万！ 金融监管处罚,新浪
414,2021-07-27,银行周榜|上海银行问鼎桂冠 江苏苏宁银行登上榜单NO.1,中国银行保险报
415,2021-07-26,不平凡的7月：茅台新低股指尽墨，4成个股却上涨,Wind
416,2021-07-26,上市商业银行生产效率：农行、建行等排名第一,零壹财经
417,2021-07-23,上海银行：“上银转债”7月29日起开始转股,Wind
418,2021-07-23,上海银行(601229.SH)：“上银转债”将于7月29日开始转股,智通财经
419,2021-07-23,可转债市场点评：可转债发行数量减少 发行规模增加,新浪
420,2021-07-22,又一家城商行参与测试！上海银行APP可申请数字人民币了,澎湃新闻
421,2021-07-22,房地产贷款管理不审慎 上海银行涉房业务屡违规 金融监管处罚,投资时报
422,2021-07-22,川财研究所晨报,新浪
423,2021-07-21,罚款460万！上海银行涉房业务屡违规 资本充足率持续走低 金融监管处罚,投资时报
424,2021-07-20,01区块链周报(7.12日-7.18日)：数字人民币研发进展白皮书发布；以太坊主网伦敦升级在即,零壹财经
