,2021-12-31,华联股份：公司暂无重组计划,Wind
305,2021-10-18,金融街下午茶2021年10月18日星期一,Wind
306,2021-10-18,恒指探底回升收涨0.31%，原材料、能源、医药股领涨,Wind
307,2021-10-18,中国铝业：“18中铝MTN002”利息支付日10月23日,Wind
308,2021-10-18,港股异动：资源股集体走强，中国铝业、兖州煤业股份涨超8%,证券之星
309,2021-10-18,港股钢铁、有色金属股集体走强 中国铝业涨超8%,财联社
310,2021-10-18,金属新材料周报：限电影响有所缓解,新浪
311,2021-10-18,港股异动︱上周末LME期铜、期铝及期锌集体大涨 五矿资源(01208)早盘高开4.03% 中国铝业(02600)涨2.77%,智通财经
312,2021-10-18,【异动股】中国铝业(02600.HK)涨4.06%,财华社
313,2021-10-18,有色金属行业周报：锂个股三季度业绩高增长继续推荐 铜锌价格大涨带动板块上行,新浪
314,2021-10-18,南山铝业(600219)公告点评：业绩同比高增 高端铝材放量可期,新浪
315,2021-10-17,有色金属行业：逻辑差异限制SHFE铝高度,新浪
316,2021-10-16,推动“双碳”“双控”下铝工业高质量发展 2021年中国铝业周在太原举办,中国有色
317,2021-10-15,【异动股】中国铝业(02600.HK)涨3.4%,财华社
318,2021-10-13,中国铝业(02600.HK)10月26日举行董事会会议审批三季度业绩,格隆汇
319,2021-10-13,中国铝业：将于十月二十六日召开董事会会议,Wind
320,2021-10-13,2021年中国铝业周在太原盛大开幕,Wind
321,2021-10-13,中国铝业：拟于2021年10月27日披露的2021年第三季度报告,每日经济新闻
322,2021-10-13,中国铝业：目前公司不直接从事稀土的生产与销售,每日经济新闻
323,2021-10-13,中国铝业：近年来，因公司累计未分配利润为负数，未能派发红利,每日经济新闻
324,2021-10-11,新材料&金属材料行业周报(2021年10月第2期)：节后逐步恢复正常,新浪
325,2021-10-11,【异动股】中国铝业(02600.HK)跌4.49%,财华社
326,2021-10-08,中国铝业：2020年公司铝土矿自采矿比例为46.4％,长江有色
327,2021-10-08,川财10月金股组合,新浪
328,2021-10-08,港股异动 | 中国铝业(2600.HK)跌4.4% 遭瑞银减持451.6万股 减持股份,格隆汇
329,2021-10-08,【异动股】中国铝业(02600.HK)跌4.12%,财华社
330,2021-10-08,有色金属行业周报：锂价有望创历史新高继续推荐 铝价中枢上涨趋势不改建议持有,新浪
331,2021-10-07,中国铝业(02600)：Chalco Hong Kong Investment拟赎回5亿美元证券,智通财经
332,2021-10-07,【权益变动】中国铝业(02600.HK)被瑞银减持451.6万股 减持股份,财华社
333,2021-10-07,中国铝业(02600.HK)拟赎回5亿美元高级永续资本证券,格隆汇
334,2021-10-07,这些“新”有色公司更具估值优势,红周刊
335,2021-10-06,能源告急！这些板块集体大涨，节后A股怎么走？,Wind
336,2021-10-05,恒指触底反弹收涨0.28%，复星医药大涨13%,Wind
337,2021-10-05,【恒指午盘小幅收涨】恒指探底回升午盘涨0.32%，盘初一度跌约1.5%创1年新低；恒生科技指数跌0.21%。有色、能源、医药板块强势，复星医药大涨超15%，中国铝业涨超7%。（中新经纬APP）,中新经纬
338,2021-10-05,恒指探底回升午盘涨0.32%,Wind
339,2021-10-05,【异动股】中国铝业(02600.HK)涨7.03%,财华社
340,2021-10-05,港股异动 | 有色金属等资源股集体上涨 中国铝业、赣锋锂业等涨超7%,格隆汇
341,2021-10-05,港股有色金属股走强 中国铝业涨近7%,新浪
342,2021-10-05,BlackRock Inc.增持中国铝业股份约2306.51万股,每日经济新闻
343,2021-10-04,麦格理：调整资源股评级及目标价 看好中国铝业及鞍钢股份等,新浪
344,2021-10-04,【异动股】中国铝业(02600.HK)跌3.06%,财华社
345,2021-10-01,智通港股通占比异动统计|10月1日,智通财经
346,2021-09-30,北向资金9月净买入超300亿连续12个月加仓A股，批量扫货新能源产业链股,Wind
347,2021-09-30,中国铝业：公司持有中国稀有稀土股份有限公司23.94%股权，为中国稀有稀土的参股股东,每日经济新闻
348,2021-09-30,中国铝业：公司暂无收购铝型材资产的计划,每日经济新闻
349,2021-09-30,中国铝业：目前公司生产经营平稳,每日经济新闻
350,2021-09-30,中国铝业：自内蒙古地区实施能耗“双控”以来，高峰时段限电对公司生产稳定有一定的影响,每日经济新闻
351,2021-09-30,中国铝业：目前部分地区实施的限电限产措施对公司生产稳定影响有限,Wind
352,2021-09-30,中国铝业：2020年公司铝土矿自采矿比例为46.4%,每日经济新闻
353,2021-09-30,A股融资融券日报：两融余额减少147.36亿元（9月29日）,Wind
354,2021-09-30,智通港股通占比异动统计|9月30日,智通财经
355,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
356,2021-09-29,【异动股】中国铝业(02600.HK)跌4.64%,财华社
357,2021-09-29,东方财富、中国铝业等35股获北向资金增持额超亿元,证券时报网
358,2021-09-29,北向资金动向盘点：持续买入食品饮料,Wind
359,2021-09-29,智通港股通占比异动统计|9月29日,智通财经
360,2021-09-29,北向资金扫货金融地产，出逃五粮液、格力电器等股（名单）,21世纪经济报道
361,2021-09-28,北向资金节前连续三日加仓累计净买入90亿，东方财富净买入超6亿元,Wind
362,2021-09-28,UBS Group AG增持中国铝业(02600)465.2万股，每股作价约6.49港元,智通财经
363,2021-09-28,港股异动︱中国铝业(02600)涨超6% 中信建投称维持铝价的上涨仍然持续且将超市场预期的判断,智通财经
364,2021-09-28,【异动股】中国铝业(02600.HK)涨3.72%,财华社
365,2021-09-28,大摩：中国铝业未来30日股价预将上升，目标价6港元,Wind
366,2021-09-28,港股异动 | 中国铝业(2600.HK)涨超6% 获UBS Group AG增持465.2万股,格隆汇
367,2021-09-28,中信建投：维持铝价的上涨仍然持续且将超市场预期的判断,Wind
368,2021-09-28,智通港股通占比异动统计|9月28日,智通财经
369,2021-09-28,大摩：中国铝业未来30日股价预将上升 目标价6港元,新浪
370,2021-09-28,中信证券：铝行业迎来下一轮行情的布局时点,Wind
371,2021-09-27,【权益变动】中国铝业(02600.HK)获瑞银增持465.2万股,财华社
372,2021-09-27,晋控电力：公司有参股合作中国铝业电解铝项目,Wind
373,2021-09-27,白酒大涨6%、千亿白马满屏跌停！投资大佬紧急发声,Wind
374,2021-09-27,发电机概念股20CM涨停，跌停潮席卷有色股,Wind
375,2021-09-27,什么情况？2万亿市值茅台涨停！周期龙头却跌停,Wind
376,2021-09-27,快讯：中国铝业触及跌停 成交额超30亿元,新浪
377,2021-09-27,快讯：有色金属板块走低 中国铝业跌近8%五矿资源跌近7%,新浪
378,2021-09-27,港股异动 | 中国铝业(02600)盘中跌超9% 限电对电解铝生产及铝下游加工业影响较大,智通财经
379,2021-09-27,【异动股】中国铝业(02600.HK)跌8.14%,财华社
380,2021-09-27,有色金属行业周报：锂矿长期战略属性继续推荐 铝价上涨趋势不改建议持有,新浪
381,2021-09-27,智通港股通占比异动统计|9月27日,智通财经
382,2021-09-26,金属、非金属与采矿行业周报：锂价持续加速上行 稀土整合拉开序幕,新浪
383,2021-09-26,有色金属行业：长假临近 氧化铝供需错配或加剧,新浪
384,2021-09-25,揭秘本周聪明钱｜超级利好竟是出货“障眼法”？这类股快熬出头了！,每日经济新闻
385,2021-09-25,资金流转、板块轮动，节前A股结构性行情难“换挡”,Wind
386,2021-09-24,A股资金流向（9月24日）：资金连续三日大幅出逃资源股,Wind
387,2021-09-24,能源材料行业日报：能源材料行业每日点评及数据跟踪,新浪
388,2021-09-24,五矿稀土、中国铝业和南方铝业传战略重组，三家重稀土产量占7成,深水财经社
389,2021-09-24,解盘：大消费强势，食品加工、乳业、医美、白酒领涨,Wind
390,2021-09-24,【异动股】中国铝业(02600.HK)跌3.04%,财华社
391,2021-09-24,借利好出货？中国铝业快速跳水翻绿，五矿稀土打开涨停,证券之星
392,2021-09-24,A股融资融券日报：两融余额增加70.33亿元（9月23日）,Wind
393,2021-09-24,稀土行业点评：全球稀土巨头或诞生 稀土板块有望开启长牛,新浪
394,2021-09-23,稀土价格高位运行 中国铝业、中国五矿等筹划稀土资产重组,证券之星
395,2021-09-23,五矿稀土：中国铝业、中国五矿等正筹划稀土资产的战略性重组,证券时报
396,2021-09-23,北向资金净卖出额创近一个月新高，银行股遭大幅抛售,Wind
397,2021-09-23,周报：金融产品交易量跟踪报告第42期,新浪
398,2021-09-23,【行情】港股铝板块跌幅扩大，中国铝业跌超5%，兴发铝业跌4.13%，荣阳实业跌1.92%，中国宏桥跌1.04%,金十数据
399,2021-09-23,【行情】港股稀土概念股持续走弱，星宇控股跌20.55%，中国铝业跌4.12%，江西铜业股份跌0.96%，金风科技跌0.71%,金十数据
400,2021-09-23,美银证券：重申中国铝业买入评级，目标价升17.6%至8港元,Wind
401,2021-09-23,美银证券：重申中国铝业(02600)“买入”评级 目标价升17.6%至8港元,智通财经
402,2021-09-23,【异动股】中国铝业(02600.HK)涨3.36%,财华社
403,2021-09-23,A股融资融券日报：两融余额增加66.65亿元（9月22日）,Wind
404,2021-09-23,中国短期融资券及中期票据信用分析周报,新浪
405,2021-09-22,绿色能源与大宗商品月报(2021年9月)行业月报,新浪
406,2021-09-22,新材料&金属材料行业周报(2021年9月第3期)：基本面未变 回调是机会,新浪
407,2021-09-22,A股融资融券日报：两融余额减少203.49亿（9月17日）,Wind
408,2021-09-22,两地上市或成未来主流趋势，年内6股实现“A+H”,Wind
409,2021-09-22,有色金属板块业绩与股价齐飞，基金增持11股超10%,Wind
410,2021-09-21,有色金属行业周报：锂价或创历史新高继续推荐 铝价上涨可期建议持有,新浪
411,2021-09-21,有色金属行业周报：补库诉求尚待释放撑底铜铝价格；PILBARA高价拍卖催化锂价行情,新浪
412,2021-09-20,香港恒生指数午盘跌3.87%报23955.18点，地产股、资源股、内资金融股大跌,Wind
413,2021-09-20,恒指大跌4%失守24000点，地产股、资源股领跌,Wind
414,2021-09-17,中国铝业：计划于10月23日赎回20亿元“18中铝MTN002”,Wind
415,2021-09-17,【异动股】中国铝业(02600.HK)跌3.14%,财华社
416,2021-09-17,有色金属行业动态：铝价创15年新高 供给收缩预期增强,新浪
417,2021-09-16,中秋假期前外资暂时离场净卖出超30亿，万科A净卖出额创近4年新高,Wind
418,2021-09-16,【行情】港股钢铁板块持续走低，鞍钢股份、重庆钢铁股份跌近3%，中国铝业、马鞍山钢铁股份跌超2%,金十数据
419,2021-09-16,【异动股】中国铝业(02600.HK)涨3.7%,财华社
420,2021-09-16,港股有色金属板块走高，中国铝业涨超3%，紫金矿业涨超2%，赣锋锂业涨近2%,新浪
421,2021-09-15,龙头股三连板，周期股接连爆发！机构：慢牛趋势持续,Wind
422,2021-09-15,北向资金今日净买入逾21亿元，批量扫货光伏股,Wind
423,2021-09-15,中国铝业：江西江钨镍钴新材料有限公司与我公司无股权关系,每日经济新闻
424,2021-09-15,中国铝业：截止2020年底，公司电解铝产能为446万吨,每日经济新闻
425,2021-09-15,中国铝业：本次电解铝行业阶梯电价政策的出台，对公司电解铝生产成本将会产生一定影响,每日经济新闻
426,2021-09-15,中国铝业：2020年公司全年铝土矿需求量为4422万吨,每日经济新闻
427,2021-09-15,能源材料行业日报：能源材料行业每日点评及数据跟踪,新浪
428,2021-09-15,【异动股】中国铝业(02600.HK)跌3.69%,财华社
429,2021-09-15,A股融资融券日报：两融余额减少10.55亿元（9月14日）,Wind
430,2021-09-15,港股盘前必读：iPhone 13手机正式发布，小米发布首款智能眼镜,Wind
431,2021-09-15,每日理财观察：互认基金“打头阵”，公募布局“跨境理财通”,Wind
432,2021-09-14,美股铝业股回调 中国铝业(ACH.US)跌7.5%,格隆汇
433,2021-09-14,【行情】美股铝业股回调，中国铝业跌7.5%，世纪铝业跌2.4%，美国铝业跌2.3%，凯撒铝业跌0.5%,金十数据
434,2021-09-14,美股异动 | 铝板块回调，中国铝业(ACH.US)跌超6%,智通财经
435,2021-09-14,有色金属行业周报：铝价持续新高 黄金板块企稳走强,新浪
436,2021-09-14,金融街下午茶2021年9月14日星期二,Wind
437,2021-09-14,北向资金今日净卖出超41亿元，中国平安、白酒股持续遭抛售,Wind
438,2021-09-14,以史为鉴，大数据寻找三季度“业绩牛”,Wind
439,2021-09-14,恒指收跌1.21%，原材料、地产板块领跌,Wind
440,2021-09-14,华为鸿蒙概念崛起！外资逆势流出，周期板块高位哑火,Wind
441,2021-09-14,【异动股】中国铝业(02600.HK)跌4.44%,财华社
442,2021-09-14,有色股集体走跌中国铝业跌5% 云南省发布双控有关通知,新浪
443,2021-09-14,A股早报2021年9月14日星期二,Wind
444,2021-09-14,A股融资融券日报：两融余额增加105.99亿元（9月13日）,Wind
445,2021-09-14,每日理财观察：国务院批复同意《东北全面振兴“十四五”实施方案》,Wind
446,2021-09-14,北向资金动向盘点：有色大涨，净卖了之,Wind
447,2021-09-14,每日市场热点分析,新浪
448,2021-09-14,周期股大涨，机构追高买买买！北上资金却抛售,Wind
449,2021-09-14,周期股大涨，机构追高买买买！北上资金却抛售，中国铝业净卖出6.6亿,Wind
450,2021-09-14,低估值板块补涨，“中字头”成靓丽风景线,Wind
451,2021-09-14,周一欧美股市多数上涨，道指及标普500指数终结五连阴,Wind
452,2021-09-14,美国三大股指涨跌不一，道指及标普500指数终结五连阴,Wind
