,2021-12-31,年终盘点｜券商今年整体跑输市场 板块中8家上涨 中银证券年内腰斩成最“熊”,金融界
303,2021-11-11,晚间重要公告2021年11月11日星期四,Wind
304,2021-11-11,广发证券今日异动上榜因涨幅偏离值达7%的证券,资本邦
305,2021-11-11,龙虎榜动向：5股机构及北向资金集体净买入,证券时报网
306,2021-11-11,广发证券(000776.SZ)：拟公开发行不超85亿元的公司债券,格隆汇
307,2021-11-11,地产掀涨停潮 沪指收复3500,上游新闻
308,2021-11-11,证券Ⅱ行业：公募代销格局微变 渠道下沉态势延续,广发证券
309,2021-11-11,非银金融行业21Q3基金代销机构公募基金保有规模数据点评：Q3股票+混合公募基金保有量略有下降 非货基保有量实现增长,新浪
310,2021-11-11,地产股爆发，资金4.6亿元买入防水龙头！元宇宙概念大涨，2股却遭甩卖（名单）,21世纪经济报道
311,2021-11-11,选择优质赛道，共赴广发京彩！?发证券北京私人财富中心人才招募,广发证券
312,2021-11-11,金融街下午茶2021年11月11日星期四,Wind
313,2021-11-11,机构今日买入这26股，卖出广发证券1.1亿元丨龙虎榜,第一财经
314,2021-11-11,大盘快速反弹 机构买入意愿回升,金融投资报
315,2021-11-11,广发证券龙虎榜数据（11月11日）,Wind
316,2021-11-11,广发证券放量涨停，机构卖出1.17亿元,Wind
317,2021-11-11,11月11日广发证券涨停分析：券商，参股基金，大金融概念热股,证券之星
318,2021-11-11,华创证券：券商行业尚处转型期 关注具备差异特色的券商带来的结构性机会,证券时报网
319,2021-11-11,A股收盘综述：地产股掀起涨停潮，半导体、元宇宙高空加油,Wind
320,2021-11-11,非银金融行业2021Q3销售机构公募基金保有数据点评：独立三方市占率进一步提升 机构业务扩容加快,新浪
321,2021-11-11,券商板块午后攻势再起 广发证券涨停,上证报
322,2021-11-11,【行情】A股券商股拉升，港股中资券商股上扬，广发证券(01776.HK)涨近7%，东方证券(03958.HK)涨超6%，中信证券(06030.HK)涨3.69%，中金(03908.HK)涨3.58%,金十数据
323,2021-11-11,广发证券强势封板！券商ETF（512000）涨2.73%跑赢86%成份股,资本邦
324,2021-11-11,广发证券封住涨停，东方证券、长城证券、中信建投、华泰证券等纷纷拉升,Wind
325,2021-11-11,广发证券首板,Wind
326,2021-11-11,A股午盘综述：地产股爆发，招商、金地、泰禾、阳光城等封板,Wind
327,2021-11-11,快讯：广发证券涨停 报于21.7元,金融界
328,2021-11-11,北交所开业在即，广发证券涨超8%，券商ETF（159842）涨超2%,资本邦
329,2021-11-11,广发证券涨超5%，证券ETF（512880）涨超2%,资本邦
330,2021-11-11,港股异动 | 广发证券(01776)涨超6%领涨中资券商股 北交所11月15日开市 首批公司数量超80家,智通财经
331,2021-11-11,北交所开市在即，券商板块拉升走高，广发证券一度触及涨停,证券时报网
332,2021-11-11,证券板块走强 广发证券涨超7%,e公司
333,2021-11-11,券商板块拉升走高 广发证券涨逾7%,上证报
334,2021-11-11,券商股异动拉升，广发证券涨近6%,36氪
335,2021-11-11,证券行业2022年投资策略：顺势而为 迎接市场扩容浪潮,新浪
336,2021-11-11,券商公募代销保有三季度跌近10%，中信华泰广发稳居前三，22家券商保有规模超百亿,财联社
337,2021-11-10,北向资金大举出货超百亿连续4日净卖出，房地产产业链持续遭抛售,Wind
338,2021-11-10,券商年内累计新增借款规模大增，市场交投活跃助推券商“加杠杆” 大额借贷担保,资本邦
339,2021-11-09,广发证券总经理助理胡金泉：券商投行正拥抱春天,每日经济新闻
340,2021-11-09,广发证券(000776.SZ)：“18广发C1”已兑付兑息并摘牌,智通财经
341,2021-11-09,广发证券(01776)完成发行30亿元2021年度第九期短期融资券,智通财经
342,2021-11-09,广发证券(01776)：2018年次级债券(第一期)完成兑付兑息,智通财经
343,2021-11-09,广发证券(01776.HK)发行30亿元短期融资券,格隆汇
344,2021-11-09,广发证券(01776.HK)：“18广发C1”11月9日起摘牌,格隆汇
345,2021-11-09,广发证券：20广发07完成兑付兑息及摘牌公告,Wind
346,2021-11-09,广发证券(01776.HK)“20广发07”完成付息及摘牌,格隆汇
347,2021-11-09,疯狂“进补”！券商年内新增借款规模大增，为何密集补血？,中证报
348,2021-11-09,净赚350亿元！资管成券商“利润牛” 转型大背景下如何继续掘金,凤凰网
349,2021-11-09,证券行业景气度延续，持续看好大财富管理主线,金融界
350,2021-11-09,ETF生态圈|4只MSCI中国A50互联互通ETF做市商一览（附名单）,金融界
351,2021-11-09,关于同意广发证券股份有限公司为国泰中证全指证券公司交易型开放式指数证券投资基金提供主做市服务的公告,上交所
352,2021-11-09,中信证券发布2022年海外中资股展望：价值崛起,Wind
353,2021-11-09,多条线苦练内功，券商布局北交所马不停蹄,Wind
354,2021-11-08,非银金融行业周报：保险中介准入新规落地 北交所上市规则正式发布,光大证券
355,2021-11-08,上市首日攻下百亿成交，4只A50 ETF首秀成交比涨跌更抢眼！近20家做市券商名单公布，两大属性撞出火花,财联社
356,2021-11-08,火了！股民“跑步入场”，券商也拼了，狂砸百亿！又一重大历史机遇来了,中国基金报
357,2021-11-08,股民跑步入场，券商拼了，狂砸百亿！又一重大历史机遇来了,Wind
358,2021-11-08,十大券商：跨年行情徐徐展开！继续关注业绩景气主线,Wind
359,2021-11-08,【安信非银第33期周报】北交所临近开市，沪惠保赔付压力引关注,新角度新金融
360,2021-11-07,【国君非银刘欣琦团队】我们继续推荐机构型券商的投资机会,欣琦看金融
361,2021-11-07,券商在搅动基金托管江湖，银行独霸时代遭挑战？,Wind
362,2021-11-07,前三季度41家上市券商共计实现资管业务净收入349.79亿元,财界网
363,2021-11-06,机构“大跨步”调研精选层公司，公募险资不落人后,Wind
364,2021-11-05,【异动股】广发证券(01776.HK)跌3.91%,财华社
365,2021-11-05,基金代销江湖 2021 版： 三分天下加速内卷，价格战升温,ZAKER
366,2021-11-05,【行情】证券板块异动拉升，中国银河涨近4%，广发证券、锦龙股份、申万宏源跟涨,金十数据
367,2021-11-04,33万户认购，林园等私募大佬现身！首批MSCI中国A50ETF仓位差异巨大,Wind
368,2021-11-04,广发证券(01776)10月末累计新增借款占上年末净资产23.98% 大额借贷担保,智通财经
369,2021-11-04,广发证券(01776.HK)累计新增借款超过上年末净资产20% 大额借贷担保,格隆汇
370,2021-11-04,广发证券：当年累计新增借款占上年末净资产的23.98% 大额借贷担保,Wind
371,2021-11-04,欧比特(300053)：持股5%以上股东颜军向各银行解除质押股份,资本邦
372,2021-11-04,投行观察第16期：10月券商承销规模同比下降近3成,时代周报
373,2021-11-03,广发证券(01776)2021年公司债券(第六期)将于11月4日起在深交所挂牌交易,智通财经
374,2021-11-03,广发证券(01776.HK)2021年面向专业投资者公开发行公司债(第六期)11月4日起挂牌交易,格隆汇
375,2021-11-03,广发证券：2021年面向专业投资者公开发行公司债券（第六期）上市,Wind
376,2021-11-03,广发证券设立“情系母校 心怀感恩”教育基金,中证网
377,2021-11-03,【非银金融】2021Q3非银板块公募重仓数据点评 — 券商板块持续获增持，财富题材个股热度骤升,中银证券研究
378,2021-11-03,新三板新增做市井喷，中小券商火力全开,Wind
379,2021-11-03,青松股份：neuberger berman、neuberger berman等139家机构于11月1日调研我司,证券之星
380,2021-11-03,东方盛虹：广发证券、广发证券等9家机构于11月1日调研我司,证券之星
381,2021-11-03,集泰股份：广发证券、上海石锋资产管理有限公司等7家机构于11月1日调研我司,证券之星
382,2021-11-03,华润三九：广发证券于10月28日调研我司,证券之星
383,2021-11-02,广发证券设立教育基金，公益捐赠已累计超过2亿元,时代财经
384,2021-11-02,广发证券：2021年度第八期短期融资券已于10月29日发行完毕,Wind
385,2021-11-02,广发证券(000776.SZ)：完成发行30亿元短期融资券,格隆汇
386,2021-11-02,恒指高开低走收跌0.22%，录得6连跌,Wind
387,2021-11-02,牛市旗手三季度狂揽近5000亿，却有券商股民亏钱求放过：跌一下也行，别耗着 亏损,证券之星
388,2021-11-02,大金融走弱，银行板块跌逾3%，券商股持续跳水,Wind
389,2021-11-02,安信证券：维持广发证券(000776.SZ)“买入-A”评级 目标价25.5元,智通财经
390,2021-11-02,券商2021三季报深度综述：景气周期 分化更进一步,新浪
391,2021-11-02,增速亮眼，多券商资管业务收入超越经纪,Wind
392,2021-11-02,上市券商佣金入账近2000亿，大财富管理贡献显著,Wind
393,2021-11-02,和而泰：广发证券、中银基金等2家机构于10月28日调研我司,证券之星
394,2021-11-02,上市券商佣金入账近2000亿 大财富管理贡献显著,全景网
395,2021-11-02,增速亮眼 多券商资管业务收入超越经纪,证券时报网
396,2021-11-02,券商资管前三季大赚350亿！中信广发抢占半壁江山,Wind
397,2021-11-01,三场峰会共同聚焦 券商、公募、私募和创投大佬汇聚 2021中国资本市场高质量发展论坛11月8日隆重举行,每日经济新闻
398,2021-11-01,赚翻了！4家券商净利超百亿，但6成券商投行收入下滑|财星球 盈利能力下降,新浪
399,2021-11-01,北交所开市在即，券商股异动，新三板业务能力哪家强？,第一财经
400,2021-11-01,券商三季报：前十大公司营收近3000亿元，中信证券暴赚176.45亿元,资本邦
401,2021-11-01,国盛证券：券商三季度净利润维持增长态势但增速有所放缓 盈利能力下降,证券时报网
402,2021-10-31,【中信建投 非银&金融科技】周报：北交所开业在即，券商业绩持续向好,中信建投非银金融研究
403,2021-10-31,金鼎奖将于11月8日在深圳揭晓 41家上市券商前三季净利增23%，自营和经纪收入均超1000亿元,每日经济新闻
404,2021-10-31,证券21Q3综述：经纪业务高增长净利润增速略有放缓,新浪
405,2021-10-31,广发证券(000776.SZ)完成发行90亿元2021年面向专业投资者公开发行公司债券(第六期),智通财经
406,2021-10-31,这些公司的新资产带来新增长,红周刊
407,2021-10-31,41家上市券商前三季度净利增长23%，自营和经纪收入均超1000亿，哪些券商更具特色？“2021年券商金鼎奖”将隆重揭晓,每日经济新闻
408,2021-10-31,主力究竟爱谁？这些个股筹码正在快速集中,Wind
409,2021-10-31,赚翻了！上市券商业绩排名正式出炉，超七成正增长，这4家券商狂赚过百亿,券商中国
410,2021-10-31,中信建投：维持广发证券(000776.SZ)“买入”评级 资管业务大放异彩,智通财经
411,2021-10-30,【中信建投 非银&金融科技】广发证券2021三季报报点评：资管业务大放异彩，投行业务静候复苏,中信建投非银金融研究
412,2021-10-30,华为云解码云原生2.0典型架构，全面赋能“新云原生企业”,凤凰网
413,2021-10-30,赚翻了！38家上市券商三季度成绩单揭晓！中信证券再夺第一,Wind
414,2021-10-30,赚翻了！38家上市券商三季度成绩单揭晓！中信证券再夺第一,中证报
415,2021-10-30,券商代销江湖热战，异军突起各打什么牌？中信中金强在私募销售，广发东方兴业具资产端优势,财联社
416,2021-10-30,东方证券维持广发证券买入评级：大资管板块表现一枝独秀，持续看好公募双子星带来的价值重估,每日经济新闻
417,2021-10-30,47家上市券商三季报出齐：4家净利超百亿，上年同期仅1家，中信营收逼近600亿，详看五大业务全排名,财联社
