,2021-12-31,行业动态|光伏玻璃价格Q4触底回升 明年下游组件放量或提振需求,财联社
296,2021-08-10,福莱特(601865)2021年中报点评：量价有望稳步回升 加速扩张强化成长性,新浪
297,2021-08-10,光大证券：维持福莱特(601865.SH)“买入”评级 各类玻璃业务高增 光伏玻璃产能持续释放,智通财经
298,2021-08-10,安信证券给予福莱特买入评级，盈利回归合理区间，产能扩张奠定龙头地位，目标价格为60.00元,每日经济新闻
299,2021-08-10,国金证券给予福莱特买入评级，坚定扩产提份额，多管齐下降成本,每日经济新闻
300,2021-08-10,风格切换？机构：硬科技仍是主线，寻找高性价标的,Wind
301,2021-08-10,A股早报2021年8月10日星期二,Wind
302,2021-08-10,国联证券维持福莱特持有评级：扩建产能持续释放，业绩快速增长,每日经济新闻
303,2021-08-10,市场风格轮动切换，机构提示热门赛道拥挤风险,Wind
304,2021-08-09,晚间重要公告2021年8月9日星期一,Wind
305,2021-08-09,福莱特：上半年净利润同比增长173.66%,Wind
306,2021-08-09,福莱特公布半年报 上半年净利增加173.66%,新浪
307,2021-08-09,福莱特(601865.SH)：92万股A股限制性股票将于8月16日起上市流通,智通财经
308,2021-08-09,福莱特：2021年上半年净利润约12.61亿元，同比增加173.66%,每日经济新闻
309,2021-08-09,福莱特(601865.SH)半年度归母净利同比增173.66%至12.61亿元,智通财经
310,2021-08-09,福莱特：上半年净利12.61亿元 同比增174%,e公司
311,2021-08-09,福莱特(601865.SH)半年度净利润升173.66%至12.61亿元,格隆汇
312,2021-08-09,警惕！新能源主题基金，重仓股估值处于历史高位,Wind
313,2021-08-09,【福莱特（601865.SH）】业绩维持高增速，产能扩张&产品优化保障公司核心竞争力——2021年半年报点评（殷中枢/郝骞）,光大证券
314,2021-08-09,福莱特年内合作三龙头签下252亿订单 光伏玻璃持续扩产半年净利增152%,长江商报
315,2021-08-08,福莱特股价涨幅高达24.36%，正泰电器、晶澳科技市值超千亿「光伏周评榜」,华夏时报
316,2021-08-07,二季度社保、QFII、险资持仓抢先看，A股连续13天成交超1.2万亿,Wind
317,2021-08-06,二季度社保、QFII、险资持仓抢先看，10股被联合抢筹,Wind
318,2021-08-05,福莱特 股价涨5.6% 现报53.02元,乐居财经
319,2021-08-05,光伏板块企稳后再次上行，科士达、捷佳伟创等涨超5%,Wind
320,2021-08-04,每日市场热点分析,新浪
321,2021-08-04,山东海化：公司与福莱特有业务往来,Wind
322,2021-08-04,A股收盘综述：创业板指涨2.47%，新能源车产业链掀起炒作大潮,Wind
323,2021-08-04,光伏股涨停个股增加：通威股份等涨停，福莱特创历史新高,格隆汇
324,2021-08-04,福莱特 股价涨停 现报50.23元,乐居财经
325,2021-08-04,福莱特：我司将在8月10日公布半年报,每日经济新闻
326,2021-08-04,"【窥业绩】产能提速，信义光能半年报靓丽, 短期光伏玻璃价格仍低位徘徊？",财华社
327,2021-08-03,电气设备行业周观点：国产特斯拉再降价 上半年182+组件市占率逾四成,新浪
328,2021-08-02,电新行业周报：峰谷价差拉大利好光伏及储能推广 风电需求有望超预期,新浪
329,2021-08-02,晶澳科技：公司向福莱特采购的为组件用光伏压延玻璃，不涉及电池片采购,每日经济新闻
330,2021-08-02,电气设备行业周报：屋顶分布式整县开发快速推进,新浪
331,2021-08-02,一天差点涨出一家银行！价值股又香了？,Wind
332,2021-08-02,一笔46亿采购合同，或成就晶澳福莱特千亿市值,Ofweek
333,2021-08-02,福莱特签46亿合约封涨停，光伏、锂电走强，新能源主题ETF（516580）盘中创新高,资本邦
334,2021-08-02,晶澳科技和福莱特市值突破千亿！,Ofweek
335,2021-08-02,电气设备新能源行业周报：分时电价政策推动储能发展 中央定调支持电动车产业,新浪
336,2021-08-02,A股午盘综述：上证指数涨1.5%，券商、白酒反弹,Wind
337,2021-08-02,光伏股继续走强 福莱特、爱旭股份等多股涨停,格隆汇
338,2021-08-02,晶澳科技与福莱特建立战略合作,北极星电力
339,2021-08-02,福莱特AH双双刷新历史新高 与晶澳科技签订46.18亿元光伏压延玻璃销售合约,格隆汇
340,2021-08-02,46.18亿！晶澳向福莱特购买2.3亿平方米组件用光伏压延玻璃,集邦新能源网
341,2021-08-02,福莱特签下光伏组件龙头晶澳科技46亿光伏玻璃大单，履约期三年,Ofweek
342,2021-08-02,电气设备行业周报：钠离子电池产业化发展在即 峰谷电价政策或刺激储能市场提速,新浪
343,2021-08-01,隆基蝉联第一！上半年光伏组件出货全球排名出炉,Wind
344,2021-07-31,福莱特签下46亿光伏玻璃大单：买方为光伏组件龙头晶澳科技，履约期三年,金融界
345,2021-07-30,格隆汇港股聚焦(07.30)︱联想控股预计中期净利润大增逾371%；福莱特签订46.18亿元光伏玻璃销售合约,格隆汇
346,2021-07-30,继117亿大单后，福莱特又与晶澳科技签46亿光伏玻璃销售合同,每日经济新闻
347,2021-07-30,15万股民嗨了！46亿光伏大单来了,中国基金报
348,2021-07-30,预估金额超46亿元，晶澳科技与福莱特签署三年期光伏玻璃采购合同,财经网
349,2021-07-30,晶澳科技(002459.SZ)拟向福莱特采购光伏玻璃,智通财经
350,2021-07-30,福莱特(601865.SH)：与晶澳科技签署预估约46.18亿元的光伏玻璃销售合同,格隆汇
351,2021-07-30,福莱特：将向晶澳科技销售光伏玻璃 预估合同总额超46亿元,e公司
352,2021-07-30,福莱特(601865.SH)签订销售光伏玻璃的《战略合作协议》 预估合同金额达46.18亿元,智通财经
353,2021-07-30,福莱特：与晶澳科技签订销售光伏玻璃战略合作协议，预估合同总金额约46亿元,Wind
354,2021-07-27,跌停板解密：高位出逃，前期强势股纷纷遭资金抛售！（7月27日）,Wind
355,2021-07-27,建材周报：Q2基金建材持仓比例为0.9% 玻璃、消费建材龙头获青睐,新浪
356,2021-07-27,电气设备行业周观点：特斯拉再次上调海外售价 国内光伏装机60GW可期,新浪
357,2021-07-27,建材行业基金持仓专题：重申板块《分化与进化》 把握结构性机会,新浪
358,2021-07-26,电气设备新能源行业周报：海外车企电动化战略加码 储能指导意见落地产业化提速,新浪
359,2021-07-25,电气设备行业周报：新型储能政策正式落地 天赐和LG新能源签订长单,新浪
360,2021-07-23,A股巨量调整：两融新高追逐热门股，医药消费批量新低,Wind
361,2021-07-23,建筑材料行业：基金减仓建材至低配 加仓玻璃,广发证券
362,2021-07-22,汇添富光伏产业ETF投资价值分析：拥抱光伏行业景气周期,新浪
363,2021-07-22,光伏指数热度依旧,Wind
364,2021-07-21,电气设备行业点评报告：光伏玻璃产能置换限制放开 龙头地位稳固促进行业有序发展,新浪
365,2021-07-21,福莱特(601865.SH)完成授予70万股预留限制性股票,智通财经
366,2021-07-21,电气设备行业深度报告：新能源车大势所趋产能为王 碳中和下风光发展迎来正周期,新浪
367,2021-07-21,【行情】通威股份拉升封板，罗伯特科、高测股份、禾望电气、福斯特等多股此前涨停，固德威、中信博、福莱特、锦浪科技等涨超8%,金十数据
368,2021-07-20,电力设备新能源行业2021年中报业绩前瞻：“双碳”驱动电动化加速 新能源发电需求持续向好,新浪
369,2021-07-20,福莱特今日大宗交易成交70.71万股，成交价38.21元折价3.02%,Wind
370,2021-07-20,"福莱特现1笔大宗交易 共成交2,701.78万元",新浪
371,2021-07-20,福莱特：我司有屋顶分布式光伏电站业务，主要是以自发自用为主,每日经济新闻
372,2021-07-20,建材周报：6月玻璃产量保持高增 竣工端超预期、房地产投资处于高水平,新浪
373,2021-07-19,"福莱特现1笔大宗交易 共成交2,499.38万元",新浪
374,2021-07-19,福莱特今日大宗交易成交64.50万股，成交价38.75元折价3.0%,Wind
375,2021-07-19,深度*行业*建材行业2021年中报前瞻：后周期板块景气大涨 玻纤板块超预期,新浪
376,2021-07-19,中泰金工定向增发跟踪周报（07/18）,ZTQuant
377,2021-07-17,下周1549亿市值限售股解禁，环比增加51.33% 解禁,Wind
378,2021-07-15,大幅净卖出后124亿外资重新杀回A股，金融、白酒等大蓝筹获抢筹,Wind
379,2021-07-14,建材行业周报：建材行业利润大涨 关注中报绩优标的,新浪
380,2021-07-14,天风证券：给予福莱特增持评级，目标价位46.8元,证券之星
381,2021-07-14,天风证券首予福莱特增持评级：光伏玻璃龙头，看好中长期量价双击,每日经济新闻
382,2021-07-14,逾八成公司预喜，半年报行情如何参与？,Wind
383,2021-07-13,建材/建筑与工程行业周报(第二十七周),新浪
384,2021-07-12,万亿A股光伏板块再狂欢：14家企业今年股价涨幅超50% 有高管开始“套现”了,21世纪经济报道
385,2021-07-12,电力电气设备、公用事业行业：硅料成交价首次松动 看好开工率持续修复,新浪
386,2021-07-12,【东吴晨报0712】【行业】传媒、商业贸易【个股】福莱特、万华化学、富满电子、广汽集团、长安汽车、风华高科、晶盛机电、泰和新材,东吴研究所
387,2021-07-12,福莱特(601865)：玻璃下半年有望迎来拐点 量价齐升业绩可期,新浪
388,2021-07-12,东莞证券：维持福莱特(601865.SH)“推荐”评级 光伏玻璃产能持续提升 业绩有望维持高增长,智通财经
389,2021-07-12,东莞证券维持福莱特推荐评级，2021年半年度业绩预告点评：业绩维持高增，产能持续释放,每日经济新闻
390,2021-07-12,万联证券：给予福莱特买入评级,证券之星
391,2021-07-09,福莱特发喜报！高歌猛进之下却显“颓势”,Ofweek
392,2021-07-09,73股获买入评级最新:长城汽车,中财网
393,2021-07-09,【东吴电新】福莱特21H1业绩预告点评：盈利底部已现，加速扩张加强龙头地位,新兴产业汇
394,2021-07-09,光伏玻璃市场需求向好 福莱特 旗滨集团等部分企业2021上半年业绩飘红,北极星电力
395,2021-07-09,福莱特玻璃AH股盈喜后倒跌 上半年净利同比预增152.17%-173.91%,格隆汇
396,2021-07-09,东吴证券维持福莱特买入评级，21H1业绩预告点评：盈利底部已现，加速扩张加强龙头地位,每日经济新闻
397,2021-07-09,国联证券：福莱特(601865.SH)光伏玻璃产能持续释放，业绩快速增长，维持“持有”评级,智通财经
398,2021-07-09,华泰证券：福莱特(601865.SH)Q2压力测试已过，看好长期份额提升，维持“买入”评级,智通财经
399,2021-07-09,国金证券：福莱特(601865.SH)扩产、降本提速，护格局、稳增长，维持“买入”评级,智通财经
400,2021-07-09,【福莱特（601865.SH）】业绩维持高增长，拟发行转债加码产能优化及扩张——2021年半年度业绩预增公告点评（殷中枢等）,光大证券
401,2021-07-09,国金证券维持福莱特买入评级：扩产、降本提速，护格局、稳增长,每日经济新闻
402,2021-07-08,福莱特上半年很美，但光伏玻璃价格已大幅回调，二季度净利环比腰斩 盈利能力下降,界面
403,2021-07-08,盘后公告集锦|江苏索普：上半年净利同比预增最高179倍,财联社
404,2021-07-08,小心！福莱特上半年很美，但光伏玻璃价格已大幅回调，二季度净利环比腰斩,界面
405,2021-07-08,盘后公告集锦|江苏索普：上半年净利同比预增最高179倍,证券之星
406,2021-07-08,晚间重要公告2021年7月8日星期四,Wind
407,2021-07-08,晚间公告｜7月8日这些公告有看头,第一财经
408,2021-07-08,前瞻！福莱特：预计2021年上半年净利润为11.6亿元到12.6亿元,每日经济新闻
409,2021-07-08,福莱特：上半年净利预增152%-174%,e公司
410,2021-07-08,福莱特(601865.SH)预计半年度归母净利同比增加152.17%到173.91%,智通财经
411,2021-07-08,福莱特：上半年预计净利润同比增长152.17%~173.91%,Wind
412,2021-07-08,福莱特：预计上半年净利同比增加152%-174%,财联社
413,2021-07-08,福莱特(601865.SH)半年度预盈11.6亿-12.6亿元同比增加152.17%-173.91%,格隆汇
414,2021-07-07,突然爆发！这条赛道1天狂飙1000亿，受啥刺激？,Wind
415,2021-07-07,宁德时代“yyds”，A股市值超招行！滴滴小程序下架，阿里腾讯被罚,Wind
416,2021-07-07,快讯：福莱特涨停报于43.35元,金融界
417,2021-07-07,光伏板块午后涨势惊人，天合光能冲击20%涨停,Wind
418,2021-07-07,光伏板块午后发力，福莱特冲击涨停,Wind
419,2021-07-07,8家光伏企业遭股东减持 福莱特成被套现最多的公司 减持股份,界面
420,2021-07-06,电气设备行业周观点：光伏硅片、电池片价格下滑 风电Q2招标持续创新高,新浪
421,2021-07-06,电力设备行业周报第27周周报：中环、通威分别下调硅片、电池片价格 锂钴原材料价格涨势再起,新浪
422,2021-07-05,电气设备行业周报：中游排产维持高景气 电动车大行情延续,新浪
423,2021-07-04,东吴策略·掘金月报：成长策略持续两个月占优,新浪
424,2021-07-01,福莱特：7月1日主力资金净流入额占板块99.49%,每日经济新闻
