,2021-12-31,沃森生物：13价肺炎结合疫苗在进行出口前的准备工作，二价HPV疫苗申报生产目前处于国家CDE审评中,每日经济新闻
284,2021-09-23,沃森生物：公司13价肺炎结合疫苗生产和销售工作均正常开展,每日经济新闻
285,2021-09-23,沃森生物：公司将集中资源全力推进各项工作的进度，争取产品早日上市,每日经济新闻
286,2021-09-23,沃森生物：公司董事、监事和高级管理人员近两个月均没有卖出过公司股票，也不存在正在实施中的减持计划,每日经济新闻
287,2021-09-23,沃森生物：公司新冠mRNA疫苗已获得了墨西哥、印度尼西亚、尼泊尔的三期临床试验批件,每日经济新闻
288,2021-09-23,沃森生物现1笔大宗交易 共成交203.25万元,新浪
289,2021-09-23,沃森生物今日大宗交易成交3万股，成交价67.75元折价0.22%,Wind
290,2021-09-23,沃森生物新冠mRNA疫苗获尼泊尔三期临床批件 递送技术挑战为制约瓶颈之一,财联社
291,2021-09-23,融资客青睐7股，中闽能源买入占比高达40.47%,Wind
292,2021-09-23,A股融资融券日报：两融余额增加66.65亿元（9月22日）,Wind
293,2021-09-22,沃森生物mRNA疫苗Ⅲ期临床尼泊尔获批 向千亿大蛋糕更进一步？,每日经济新闻
294,2021-09-22,沃森生物：新冠mRNA 疫苗海外再获新进展,上证报
295,2021-09-22,晚间重要公告2021年9月22日星期三,Wind
296,2021-09-22,医药行业周报：关节集采降价温和 板块情绪开始回暖,新浪
297,2021-09-22,沃森生物跌6.27% 中信证券半个月前喊买入目标价90元,中国经济网
298,2021-09-22,沃森生物今日大宗交易成交35万股，成交价68.5元溢价1.11%,Wind
299,2021-09-22,沃森生物(300142.SZ)：合作研发的新冠病毒mRNA疫苗获尼泊尔Ⅲ期临床试验批件,格隆汇
300,2021-09-22,沃森生物：新型冠状病毒mRNA疫苗在尼泊尔进入Ⅲ期临床试验阶段,Wind
301,2021-09-22,医药生物行业周报：把握景气度持续向上板块和个股估值修复机会,新浪
302,2021-09-22,A股融资融券日报：两融余额减少203.49亿（9月17日）,Wind
303,2021-09-17,沃森生物：子公司“泽润生物”入选2019年度上海市“专精特新”企业属实,Wind
304,2021-09-17,医药白酒大反攻，煤炭崩了！分析师激动：浪子回头,Wind
305,2021-09-17,健帆生物、沃森生物等集体涨超9%，医疗ETF(159828) 涨近6%,资本邦
306,2021-09-17,圣达生物、沃森生物、昊海生科涨超7%，生物医药ETF（512290）涨超2%,资本邦
307,2021-09-17,A股融资融券日报：两融余额减少144.97亿元（9月16日）,Wind
308,2021-09-16,沃森生物：疫苗产品出口需获得国内批签发,每日经济新闻
309,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
310,2021-09-16,A股融资融券日报：两融余额增加18.27亿元（9月15日）,Wind
311,2021-09-15,沃森生物mRNA新冠疫苗启动海外三期研究，称具里程碑意义,澎湃新闻
312,2021-09-15,沃森生物：公司各产品生产、批签发、销售和国际出口业务均正常开展,每日经济新闻
313,2021-09-15,沃森生物：根据公司与艾博生物已签署的合作协议，公司同时拥有新冠mRNA疫苗国内市场和国际市场的销售权,每日经济新闻
314,2021-09-15,沃森生物：公司新冠mRNA疫苗在墨西哥的国际多中心三期临床试验各项工作在正常推进中,每日经济新闻
315,2021-09-15,沃森生物：公司已与艾博生物合作的两个项目均在按计划全力推进,每日经济新闻
316,2021-09-15,沃森生物：公司新冠mRNA疫苗目前正在开展国际多中心三期临床试验，各项工作在正常推进中，相关疫苗生产车间已经交付给公司子公司玉溪沃森生物技术有限公司,每日经济新闻
317,2021-09-15,沃森生物跌4.68% 中信证券一周前喊买入目标价90元,中国经济网
318,2021-09-15,康泰生物、沃森生物、乐普医疗跌超4%，科创创业ETF（588360）跌超1%,资本邦
319,2021-09-15,微观流动性跟踪双周报：北上大幅减持钢铁 指数进入压力区域 减持股份,新浪
320,2021-09-15,A股融资融券日报：两融余额减少10.55亿元（9月14日）,Wind
321,2021-09-14,沃森生物今日大宗交易成交28.30万股，成交价70.1元折价1.71%,Wind
322,2021-09-14,A股融资融券日报：两融余额增加105.99亿元（9月13日）,Wind
323,2021-09-13,金融市场流动性与监管动态周报：融资需求偏弱 微观流动性继续走高,新浪
324,2021-09-13,A股融资融券日报：两融余额增加34.89亿元（9月10日）,Wind
325,2021-09-12,沃森生物：13价肺炎结合疫苗为全球销售额最高的疫苗品种，但目前全球的缺口依然很大,每日经济新闻
326,2021-09-12,沃森生物：3个新冠疫苗产品处于临床研究不同阶段,Wind
327,2021-09-12,沃森生物：公司H股发行各项工作在持续推进中,Wind
328,2021-09-11,沃森生物：3个新冠疫苗产品处于临床研究不同阶段,Wind
329,2021-09-11,沃森生物：公司目前没有灭活疫苗上市,Wind
330,2021-09-11,沃森生物：公司已上市的7个疫苗品种（10个品规）均为细菌性疫苗，目前没有灭活疫苗上市,每日经济新闻
331,2021-09-11,mRNA新冠疫苗相关论文还没出结果？沃森生物：相关论文已提交，正在审稿中,每日经济新闻
332,2021-09-11,沃森生物：公司目前有3个新冠疫苗产品，处于临床研究的不同阶段,每日经济新闻
333,2021-09-11,沃森生物：公司H股发行的各项工作在持续推进中,每日经济新闻
334,2021-09-10,沃森生物(300142.SZ)：2840万份股票期权采用自主行权模式,智通财经
335,2021-09-10,沃森生物(300142.SZ)：739万份股票期权采用自主行权模式,智通财经
336,2021-09-10,A股共发生174宗大宗交易成交42.74亿元（9月10日）,Wind
337,2021-09-10,沃森生物今日大宗交易成交288万股，成交价75.25元溢价0.0%,Wind
338,2021-09-10,深度*公司*沃森生物(300142)：全方位深耕MRNA疫苗领域 未来可期,新浪
339,2021-09-10,A股融资融券日报：两融余额增加91.1亿元（9月9日）,Wind
340,2021-09-09,沃森生物跌3.82% 中信证券两天前喊买入目标价90元,中国经济网
341,2021-09-09,A股融资融券日报：两融余额增加95.45亿元（9月8日）,Wind
342,2021-09-08,沃森生物：公司专注于疫苗领域，目前未涉及生长激素业务,每日经济新闻
343,2021-09-08,A股融资融券日报：两融余额增加100.34亿元（9月7日）,Wind
344,2021-09-07,沃森生物(300142)2021年中报点评：13价销售放量符合预期 静待MRNA新冠疫苗三期临床结果,新浪
345,2021-09-07,北向资金追平年内最长净买入纪录累计加仓超550亿，美的集团净买入超11亿元,Wind
346,2021-09-07,沃森生物：公司新冠mRNA疫苗目前在海外有获得墨西哥、印尼的三期临床试验批件,Wind
347,2021-09-07,沃森生物：新冠mRNA疫苗正在开展三期临床试验 生产厂房已竣工交付,e公司
348,2021-09-07,A股融资融券日报：两融余额增加117.03亿元（9月6日）,Wind
349,2021-09-07,沃森生物：公司二价HPV疫苗预计2022年可实现生产上市,Wind
350,2021-09-06,沃森生物：公司目前没有投资精选层企业,每日经济新闻
351,2021-09-06,沃森生物：公司新冠mRNA疫苗目前正在开展三期临床试验，公司将集中资源全力推进相关工作,每日经济新闻
352,2021-09-06,沃森生物：公司13价肺炎结合疫苗（商品名：沃安欣）已生产上市销售,每日经济新闻
353,2021-09-06,A股融资融券日报：两融余额减少64.16亿元（9月3日）,Wind
354,2021-09-04,复星医药or沃森生物：国产mRNA新冠疫苗何时能打上？,钛媒体
355,2021-09-03,北向资金连续10日扫货累计加仓近460亿，药明康德、隆基股份净买入均超8亿元,Wind
356,2021-09-03,A股融资融券日报：两融余额增加43.73亿元（9月2日）,Wind
357,2021-09-03,每日理财观察：北京证券交易所来了,Wind
358,2021-09-03,仅3个半月，千亿白马股腰斩！发生了什么？,Wind
359,2021-09-02,沃森生物新冠病毒mRNA疫苗进入“预产期” 业内人士预计上市后可新增产值50亿元,证券日报网
360,2021-09-02,沃森生物跌7.96% 招商证券上月末给予审慎推荐评级,中国经济网
361,2021-09-02,北向资金9天加仓近390亿，紫金矿业大幅净买入超11亿元,Wind
362,2021-09-02,医药、半导体重挫，东北药茅遭腰斩，顶流基金社保踩雷,Wind
363,2021-09-02,A股资金流向（9月2日）：新能源风云再起，风电板块抢得“C位”,Wind
364,2021-09-02,9月3日走进沃森生物，探秘首个国产新冠mRNA疫苗生产车间！|走进上市公司,全景网
365,2021-09-02,A股收盘综述：沪指5连涨、创业板指6连阴，风电、煤炭、光伏、大基建央企飙升,Wind
366,2021-09-02,2000亿牛股崩了，芯片疫苗股重挫，更有4天跌40%,Wind
367,2021-09-02,生物疫苗板块走弱 沃森生物跌超6%,e公司
368,2021-09-02,疫苗股走势疲软，沃森生物跌超6%,Wind
369,2021-09-02,A股融资融券日报：两融余额增加19.57亿元（9月1日）,Wind
370,2021-09-02,《医疗服务价格改革试点方案》重磅落地；加科思投资布局iPSC-NK疗法；沃森生物新冠mRNA疫苗再获两国批准临床,GBIHealth
371,2021-09-01,艾博生物/沃森生物mRNA疫苗境外III期临床获批,医药魔方Info
372,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
373,2021-09-01,医药行业：国内建议部分重点人群接种加强针,新浪
374,2021-09-01,沃森生物mRNA疫苗在墨西哥、印尼进入Ⅲ期临床,阿尔法工场
375,2021-09-01,A股融资融券日报：两融余额减少15.02亿元（8月31日）,Wind
376,2021-09-01,沃森生物：公司H股发行的各项工作在持续推进中,每日经济新闻
377,2021-09-01,4连板工业母机概念股提示风险；亿纬锂能称未与特斯拉合作洽谈,中证报
378,2021-08-31,晚间重要公告2021年8月31日星期二,Wind
379,2021-08-31,沃森生物(300142.SZ)：合作研发的新型冠状病毒mRNA疫苗获得墨西哥、印度尼西亚药监部门颁发的III期临床试验批件,格隆汇
380,2021-08-31,沃森生物(300142.SZ)：新型冠状病毒mRNA疫苗获得境外Ⅲ期临床试验批件,智通财经
381,2021-08-31,沃森生物：合作研发的新冠病毒mRNA疫苗获得境外Ⅲ期临床试验批件,Wind
382,2021-08-31,沃森生物：与苏州艾博生物科技有限公司合作研发的新型冠状病毒mRNA疫苗于近日分别获得了墨西哥、印度尼西亚药监部门颁发的Ⅲ期临床试验批件，标志着新型冠状病毒mRNA疫苗在上述两个国家进入Ⅲ期临床试验阶段,金十数据
383,2021-08-31,北向资金连续7日净买入8月累计加仓270亿，中国平安逆势遭抛售超20亿,Wind
384,2021-08-31,芯片、新能源车跌幅扩大，调整不改双创基金资金净申购,Wind
385,2021-08-31,北向资金动向盘点：“电新”总市值第一，“食品饮料”时代落幕,Wind
386,2021-08-31,A股融资融券日报：两融余额增加60.16亿元（8月30日）,Wind
387,2021-08-30,沃森生物(300142)：Q2单季销售稳步恢复 13价肺炎放量可期,新浪
388,2021-08-30,沃森生物：2021H1全方位深耕mRNA领域，未来可期,周观宇论
389,2021-08-30,沃森生物2021年上半年实现净利润4.08亿元，同比大幅增长346.79%,经济观察网
390,2021-08-30,A股融资融券日报：两融余额减少35.45亿元（8月27日）,Wind
391,2021-08-29,下周行情稳了！免税龙头半年大赚53亿，长城汽车业绩暴增200%，银行业赚翻,Wind
392,2021-08-28,沃森生物：公司对控股子公司上海泽润在研产品产业化的实施有长远的考虑，目前已在云南玉溪疫苗产业园建成了HPV疫苗产业化生产车间,每日经济新闻
393,2021-08-28,沃森生物：公司处于临床研究阶段的各产品的临床试验工作在按计划正常推进,每日经济新闻
394,2021-08-28,沃森生物：13价肺炎结合疫苗上半年实现销售收入9.89亿元,Wind
395,2021-08-27,沃森生物上半年净利润3.2亿同比增超4倍，mRNA新冠疫苗已处于III期临床阶段,搜狐
396,2021-08-27,沃森生物(300142.SZ)：上海泽润在北京设立全资子公司 投建重组新型冠状病毒疫苗(CHO细胞)产业化项目,格隆汇
397,2021-08-27,沃森生物：拟投建重组新型冠状病毒疫苗（CHO细胞）产业化项目,财联社
398,2021-08-27,沃森生物(300142.SZ)与蓝鹊生物共同开展流感病毒mRNA疫苗产品开发及商业化合作,格隆汇
399,2021-08-27,沃森生物：上半年净利润同比增419% 加快新冠疫苗的临床和产业化进度,e公司
400,2021-08-27,沃森生物(300142.SZ)上半年净利升419.09%至3.19亿元,格隆汇
401,2021-08-27,沃森生物：上半年净利同比增419% 共同开展流感病毒mRNA疫苗的产品开发及商业化合作,财联社
402,2021-08-27,沃森生物半年报：上半年净利3.19亿元 同比增419%,财联社
403,2021-08-27,沃森生物：签署呼吸道合胞病毒mRNA疫苗产品开发及商业化合作协议,Wind
404,2021-08-27,沃森生物：上半年净利润同比增长419.09%,Wind
405,2021-08-27,A股融资融券日报：两融余额增加5.84亿元（8月26日）,Wind
406,2021-08-26,A股融资融券日报：两融余额增加45.62亿元（8月25日）,Wind
407,2021-08-25,北向资金连续三日加仓累计净买入超百亿，大幅抄底白酒股,Wind
408,2021-08-25,外资周报第95期：TAPER预期发酵 交易盘大幅外流,新浪
409,2021-08-25,A股融资融券日报：两融余额增加68.17亿元（8月24日）,Wind
410,2021-08-25,北向资金动向盘点：“电新”被连续净买，总市值2904亿,Wind
411,2021-08-24,FDA批准全球首款mRNA新冠疫苗，国内首支mRNA还有多远？疫苗缺口有多少？,新浪医药
412,2021-08-24,A股融资融券日报：两融余额增加174.98亿元（8月23日）,Wind
