,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
311,2021-11-26,被李国庆言中：董明珠22岁女秘书开始带货，新号4天只涨了3万粉,时代周报
312,2021-11-26,舒适家居新观察|中国制造破僵局，“卡脖子”时代已终结,新浪
313,2021-11-26,“第二个董明珠”挽救格力？市值一年蒸发1900亿，分析称成长空间或受限,金融界
314,2021-11-26,董明珠女秘书注册带货账号，已上架23款产品目前卖出6件,21世纪经济报道
315,2021-11-26,隧道股份(600820.SH)拟携格力创投等斥20亿元设立淮北建元基金,智通财经
316,2021-11-26,上市公司舆情周报｜开山控股“炮轰”离职董秘，格力电器实行双休制，拉夏贝尔被申请破产清算 董监高成员变化,证券时报网
317,2021-11-26,格力加班系统已停用 双休如何落地待观察,羊城晚报
318,2021-11-26,格力：钛电池6-10分钟即可补充90%以上电量,快科技
319,2021-11-26,董明珠女秘带货 连夜上架20多款产品：仅卖出2件,快科技
320,2021-11-26,北向资金动向盘点：打一枪换一个地方,Wind
321,2021-11-26,"突然火了！数万人冲入拉夏贝尔直播间，观看量破40万，刚被申请破产！董明珠22岁女秘书开始直播带货格力产品，李国庆神预言！
减资破产",中国基金报
322,2021-11-26,格力电器拟30亿控股盾安环境 家电巨头纷纷入场新能源汽车,信息时报
323,2021-11-26,董明珠22岁女秘书“入戏”搞带货：连夜上架20余产品 格力焦虑亟待破局？,新浪
324,2021-11-26,新东方转型新动作：在美国教中文,ZAKER
325,2021-11-26,董明珠22岁女秘书注册带货账号 自称美女带货谁不爱呢：格力加大线上业务,快科技
326,2021-11-26,卓越诚可贵 平庸又何妨？,证券时报网
327,2021-11-26,富达国际孟峤：A股出现三大积极变化，港股是估值洼地,Wind
328,2021-11-26,未来感拉满！格力横琴总部大厦设计图走红：建筑面积近10万平,快科技
329,2021-11-25,董明珠秘书孟羽童开店 格力电器自造“带货网红”？,新浪
330,2021-11-25,李国庆神预言！董明珠22岁女秘书注册带货账号：已上架19件宝贝,快科技
331,2021-11-25,2021年中国家电行业市场规模、竞争格局及发展趋势分析 “十四五”市场集中度有望提升,前瞻研究院
332,2021-11-25,值得一读！解密大佬20年投资得失,菜鸟理财
333,2021-11-25,空调离心机受制于人，5家美企统治中国73%市场，美的崛起打破僵局,搜狐
334,2021-11-25,格力加码直播电商 董明珠孟羽童精选抖音账号开通,第一财经
335,2021-11-25,李国庆非常机智，一眼就看穿董明珠炒作秘书的真实意图,Ofweek
336,2021-11-25,三花智控公开唱衰格力切入新能源车赛道 车企客户覆盖全球毛利率27%远超盾安环境,长江商报
337,2021-11-25,董明珠22岁秘书走红 李国庆一语道破内幕：太懂了！,快科技
338,2021-11-25,招商家电｜格力电器（000651.SZ）-拟控股盾安环境，增强产业链实力，新能源布局更进一步,招商家电研究
339,2021-11-25,董明珠秘书要带货了？李国庆：一看就是炒作,搜狐
340,2021-11-25,高盛：明年沪深300挑战5500点！看好这些板块,Wind
341,2021-11-25,花“1个小目标”，万达在珠海成立汽车公司,盖世汽车
342,2021-11-25,董明珠“接班人”注册抖音涉足直播带货 称将分享格力家电,搜狐
343,2021-11-25,不二家巧克力、森永威化、格力高饼干、龙角散糖果等知名日本零食被拒入境,中国食品网
344,2021-11-25,李国庆神预言！董明珠22岁女秘书开始直播带货了,驱动中国
345,2021-11-25,家电行业周报：双十一销售跟踪：家电行业需求强劲 新消费龙头表现靓丽,新浪
346,2021-11-25,家电行业：新兴家电量价齐升 长期看好头部品牌,国金证券股份有限公司
347,2021-11-25,董明珠女秘书注册带货账号 李国庆曾称炒作董明珠秘书走红是要带货,新京报
348,2021-11-25,董明珠22岁秘书要直播带货了？注册新抖音号，号称将分享格力家电,深水财经社
349,2021-11-25,再上央视，格力光伏空调助推“双碳”目标,索比光伏网
350,2021-11-25,国泰君安：白电市场集中度不断提高，龙头企业内销有望在Q4实现同比改善,智通财经
351,2021-11-25,今年以来上市公司回购金额逾1100亿元,中证网
352,2021-11-25,年内上市公司回购金额逾1100亿,Wind
353,2021-11-25,年内上市公司回购金额逾1100亿,中证报
354,2021-11-25,果然，董明珠女秘书要直播带货了,网易
355,2021-11-24,“百醇自由”背后，年轻人不爱网红爱工厂？,钛媒体
356,2021-11-24,近半份额给了董事长父子，中青宝的股权激励要“闹哪样”？,第一财经
357,2021-11-24,王健林也来追风口？万达成立汽车公司，注册资本一个“小目标”,每日经济新闻
358,2021-11-24,董明珠女秘书走红后要搞直播带货！李国庆点评,快科技
359,2021-11-24,想让这届年轻人喜欢上董明珠，恐怕有点难,36氪
360,2021-11-24,美的集团“食言”私有化库卡机器人，四年前花292亿收购,AI财经社
361,2021-11-24,格力海信再次亮剑资本市场，盾安环境西门子交通怎么了?,搜狐
362,2021-11-24,格力电器18亿买“老故事”,Ofweek
363,2021-11-24,曝董明珠“接班人”注册抖音：秘书小姐姐或将开启带货模式,快科技
364,2021-11-24,北京国美11.27超级福利日 全年低价一次爆发,砍柴网
365,2021-11-24,家用电器行业2021W47周度研究：盘点家电企业第二成长曲线,新浪
366,2021-11-24,家用电器业行业10月中怡康白电数据点评：产品结构不断升级 龙头份额持续提升,新浪
367,2021-11-24,话企丨格力电器的三十岁，掉队了,财经网
368,2021-11-24,最高等级！格力电器蝉联“用户满意标杆企业”荣誉！,第一家电网
369,2021-11-24,注册资本“一个小目标”，万达进军汽车行业也选了这里,上证报
370,2021-11-24,双休愿望成真，却有格力员工担忧“断财路”，股民：“股价上百”也安排一下,时代财经
371,2021-11-24,东方快评丨格力取消所有加班 给制造业带了好头,东方网
372,2021-11-24,国君家电|10月产业在线家用空调产销数据点评：内销同比改善，出口维持稳定增长,小蔡看家电
373,2021-11-24,9322万的网红罚单和5块面膜，捅破了直播带货的天,大猫财经
374,2021-11-23,格力电器的“纵横”资本局,北京商报
375,2021-11-23,格力电器将在盾安环境提名半数以上的董事,北京商报
376,2021-11-23,董明珠不能说的秘密！取消加班上热搜，背后是400亿存货创新高,大猫财经
377,2021-11-23,联商头条：寺库市值缩水超90％ 格力实行双休,联商网
378,2021-11-23,北向资金连续3日加仓累计扫货近150亿，宁德时代11月累计净买入超百亿,Wind
379,2021-11-23,高瓴又双叒补充质押了！格力电器股价跌跌不休 珠海明骏质押率破100%,21世纪经济报道
380,2021-11-23,格力电器股价持续疲软 大股东珠海明骏持股尽数质押,华夏时报
381,2021-11-23,凭什么获得格力的青睐？解密盾安环境三季报丨解财报,第一财经
382,2021-11-23,格力取消加班，员工称加班系统无法使用，董明珠：希望格力没夜班,AI财经社
383,2021-11-23,家用电器行业周报(第四十六周)：出口海运压力边际好转 但家电出口增长仍或承压,新浪
384,2021-11-23,格力也双休了！员工爆料加班系统已无法使用,驱动中国
385,2021-11-23,向雷军学习！ 格力的“互联网”标签越来越明显,极客网
386,2021-11-23,盾安环境大单封涨停 近7个交易日大涨超60%,证券时报网
387,2021-11-23,从否定双休到实行双休只花了四天，格力火上热搜,信息时报
388,2021-11-23,格力电器第一大股东股份再次全部被质押，回应：不存在平仓风险,AI财经社
389,2021-11-23,格力电器全面实行双休 员工：加班系统已无法使用，还在观望是否影响工资,时代周报
390,2021-11-23,格力电器联合弘力物流新设供应链科技公司，注册资本1亿元,乐居财经
391,2021-11-23,盾安环境：格力电器收购完成后，盾安环境将继续作为独立自主经营的主体，也继续作为独立的上市公司,每日经济新闻
392,2021-11-23,盾安环境：国内新能源汽车具备广阔的市场前景,Wind
393,2021-11-23,马上评｜30岁的格力决定取消加班：姗姗来迟，仍属可贵,澎湃新闻
394,2021-11-23,格力电器第一大股东100%质押股票,第一财经
395,2021-11-23,格力双休上热搜，制造企业比互联网大厂更 996？,ZAKER
396,2021-11-23,家用电器行业周报：10月家电零售数据向好 家空市场景气度上扬,新浪
397,2021-11-23,格力宣布正式实行双休工作制 员工们的愿望实现,搜狐
398,2021-11-23,不断上热搜！格力电器为何在“网红”之路上越走越远？,证券之星
399,2021-11-23,盾安环境5天2板,Wind
400,2021-11-23,格力电器第一大股东100%质押股票，企查查显示董明珠持股比例达0.74% 股票质押异常,搜狐
401,2021-11-23,格力第一大股东珠海明俊补充质押逾9000万股 累计质押股份占所持股份比例超97% 股票质押异常,和讯
402,2021-11-23,热搜！格力突然宣布实行双休工作制 想加班还得申请,新浪
403,2021-11-23,格力正式实行双休，董明珠此前回应：当社会需要我们，还是要放下自我,21世纪经济报道
404,2021-11-23,格力正式实行双休，取消所有加班，如何解读格力电器这一举动？,网易
405,2021-11-23,格力电器这么高调说要格力取消所有加班 起码有三大疑点,新浪
406,2021-11-23,格力电器：第一大股东所持公司股份全部质押 股票质押异常,中新经纬
407,2021-11-23,董明珠交接班是盘没下完的棋,第一财经
408,2021-11-23,董明珠“不让加班”了！格力官宣：实行双休，取消“大小周”！,证券时报
409,2021-11-23,88万股民懵了！格力第一大股东100%质押股票：会爆仓吗？2400亿“隔膜茅”出手：又一百亿级定增来了！ 股票质押异常,中国基金报
410,2021-11-23,格力电器官宣：实行双休工作制，取消所有加班,南都报
411,2021-11-22,晚间要闻2021年11月22日星期一,Wind
412,2021-11-22,董小姐不许加班了！,上证报
413,2021-11-22,38股获买入评级 最新:九洲药业,中财网
414,2021-11-22,员工想“双休”？格力：安排！董明珠这样说,21世纪经济报道
415,2021-11-22,热搜！员工许个愿，格力电器官宣“双休”,中新经纬
416,2021-11-22,格力宣布实行双休工作制 董明珠自媒体发声：以后咱就是双休人啦,快科技
417,2021-11-22,“王首富”的造车梦！万达跨界进军汽车业，要步姚振华后尘？,腾讯网
418,2021-11-22,格力电器股东珠海明骏减持9024万股股份，占总股本比例1.53% 减持股份,乐居财经
419,2021-11-22,回应员工心愿 格力官宣启动“双休”,上证报
420,2021-11-22,格力电器官宣了,每日经济新闻
421,2021-11-22,即日起格力实行双休，前不久董明珠回应加班称“社会需要时，放下自我”,搜狐
422,2021-11-22,格力宣布取消所有加班，即日起实行双休工作制,北京日报
423,2021-11-22,员工一人一套房后 董明珠宣布实行双休 格力官微：澎湃！,快科技
424,2021-11-22,格力宣布双休：取消所有加班 确有加班需要的由部门申请,新浪
425,2021-11-22,格力电器发布通知 ：将单双休工作制调整为双休工作制,IT之家
426,2021-11-22,格力电器宣布实行双休,Wind
427,2021-11-22,格力宣布实行双休,每日经济新闻
428,2021-11-22,格力电器官宣 正式实行双休,快科技
429,2021-11-22,格力电器宣布实行双休工作制,每经网
430,2021-11-22,CEO自习室：B站收购有妖气漫画平台 拼多多周五公布财报,亿邦动力
431,2021-11-22,扩大“造车版图” 格力电器收购盾安环境 停牌前曾股价异动,红周刊
432,2021-11-22,董明珠最新回应！网友吵翻了,中国基金报
433,2021-11-22,午报 | 苹果公司允许员工公开讨论工资；雪梨和林珊珊偷逃税被处罚 税收处罚,搜狐
434,2021-11-22,格力控股盾安B面：三花智控频发声 “资敌”逻辑正确吗？,财联社
435,2021-11-22,红咖汇澳狐红酒和你相互成就,钢企网
436,2021-11-22,家电板块发力走高 天际股份、德业股份等涨停,证券时报网
437,2021-11-22,董明珠：质量关乎两个生命 做企业要吃亏,快科技
438,2021-11-22,董明珠回应22岁秘书走红网络:“培养她成为董明珠，并不是未来就是董事长、总裁”,新浪
439,2021-11-22,盾安环境4天2板,Wind
440,2021-11-22,大公司早报 | 周鸿祎称元宇宙代表人类没落 B站获得支付牌照,观察者网
441,2021-11-22,中信建投家用电器2022年投资策略报告：布局时代的企业，关注行业边际改善机会,Wind
442,2021-11-22,什么情况？一周超20位独董离职，刘姝威却公开这么说 董监高成员变化,中证报
443,2021-11-22,家电周观点|| 继续看好家电成长股及白电反弹，新增推荐苏泊尔,吕明可选消费研究
444,2021-11-21,23点聊电商：阿里云第三季营收200亿 SaaS独角兽上市｜产业互联网周报,亿邦动力
