,2021-12-31,湖北省、武汉市民营百强企业榜单相继出炉 苏泊尔荣耀登榜,凤凰网
296,2021-10-22,快讯：苏泊尔涨停 报于50.02元,金融界
297,2021-10-22,网红经济、家电概念大涨！机构：直播电商产业链参与者全面收益,Wind
298,2021-10-22,银行、地产轮番发力，低估值的春天又要来了？,Wind
299,2021-10-22,A股午盘综述：半导体产业链、地产、家电复苏，煤炭、钢铁板块调整,Wind
300,2021-10-21,苏泊尔：公司暂时未有厨余垃圾处理设备,Wind
301,2021-10-21,薇娅李佳琦昨晚销售190亿，超4000家上市公司全年营收,Wind
302,2021-10-19,家用电器行业9月家电零售数据跟踪：白电零售环比改善 集成灶、扫地机高端化趋势明显,华安证券
303,2021-10-19,国泰君安晨报,新浪
304,2021-10-18,发生了什么？5万亿赛道突然大跌：茅台跌6%！,Wind
305,2021-10-18,家用电器研究周报：滞胀预期渐浓 家电开始跑赢,光大证券
306,2021-10-17,家用电器行业：9月空调销售增速环比回升,广发证券
307,2021-10-17,家用电器业行业2021年三季报业绩前瞻：内销降幅收窄 新品有望触动边际改善,新浪
308,2021-10-14,家用电器行业2021三季报业绩前瞻：业绩平稳着陆 盈利拐点已至,新浪
309,2021-10-14,两市观察|苏泊尔四年三收监管函：未及时履行审批程序、未及时披露信息 期间全资子公司曾因发布虚假广告被罚348万余元 问询,和讯
310,2021-10-14,苏泊尔：越南平阳省解封回乡对公司影响较小,我的钢铁
311,2021-10-13,苏泊尔荣获中国轻工业两项殊荣,凤凰网
312,2021-10-13,智能化如何升级传统厨房烹饪体验？苏泊尔与鸿蒙智联携手交出创新答卷,凤凰网
313,2021-10-12,苏泊尔再次荣获“2021年中国制造业民营制造企业500强”,凤凰网
314,2021-10-12,中信建投证券四大研究团队三季报业绩前瞻,中信建投证券研究
315,2021-10-11,苏泊尔遭消费者投诉，被指煤气灶面板爆裂,乐居财经
316,2021-10-11,家用电器行业周报：国庆高端智能家电消费表现亮眼 9月淘系数据出炉,新浪
317,2021-10-09,苏泊尔再现多起燃气灶炸裂事故 售后服务令人堪忧 安全事故,和讯
318,2021-10-09,家用电器行业：冰箱内销环比改善 洗衣机内外销短期承压,华安证券
319,2021-10-08,家用电器行业研究周报：各家电品类近期上新产品总结,新浪
320,2021-09-27,家用电器行业周报：三季度家电淘数据总结,华安证券
321,2021-09-27,瑞德智能主营产品单价两年跌15% 三年少缴社保公积金2314万,长江商报
322,2021-09-27,华创家电·双周报丨“它经济”创造新蓝海，宠物市场的家电布局,一超家电研究
323,2021-09-26,家用电器研究周报：Q4有望开启估值切换行情,光大证券
324,2021-09-21,家用电器行业周报：地产竣工加速 集成灶、清洁电器板块景气延续,华安证券
325,2021-09-18,家用电器研究周报(2021年第37周)：上游行业“煤飞色舞” 家电表现中规中矩,光大证券
326,2021-09-16,苏泊尔部分产品“以价换量”，扩大市场占有率,中国经营报
327,2021-09-15,A股异动 | 苏泊尔(002032.SZ)跌约4%创逾两年半新低 连续5日遭北上资金净卖出,格隆汇
328,2021-09-15,国泰君安：家电企业基本面处于触底反弹的过程中，下半年竞争优势更加明显,Wind
329,2021-09-14,家用电器业行业：营收表现优于盈利 下半年内销有望改善,新浪
330,2021-09-14,苏泊尔和格力回购相继完成却依旧不受市场“待见”：一家接近腰斩 一家跌穿“战友”持仓线,和讯
331,2021-09-14,苏泊尔(002032)：线上转型取得阶段性成果,新浪
332,2021-09-13,苏泊尔斥资2.42亿元回购417万股，占总股本0.51%,乐居财经
333,2021-09-13,苏泊尔(002032.SZ)斥资2.42亿元完成回购公司股份416.51万股,智通财经
334,2021-09-13,苏泊尔：公司完成回购，总计回购约417万股,每日经济新闻
335,2021-09-13,28城火爆联动 京东家电专卖店携手海尔、苏泊尔启动星火计划合作伙伴大会,牛华网
336,2021-09-12,瑞德智能拟IPO：营业收入依赖苏泊尔，美的间接持股3.7%,第一财经
337,2021-09-08,家电行业周报：盈利回升 估值回落 板块配置价值上升,光大证券
338,2021-09-07,2021年家电行业中报总结：营收稳定增长 利润率迈过艰难时刻 家电配置价值提升,光大证券
339,2021-09-06,“炊具第一股”苏泊尔：“以价换量”扩大市场占有率,中国经营报
340,2021-09-06,家用电器2021W36周度研究行业研究周报：小家电企业非电产品现状,新浪
341,2021-09-05,400岁的张小泉明天上市！下周又有“肉签”机会,Wind
342,2021-09-04,苏泊尔(002032)2021年半年报点评：外销高增内销恢复 盈利能力稳健向好,新浪
343,2021-09-03,苏泊尔截至8月底累计耗资2.32亿元回购396万股,乐居财经
344,2021-09-02,苏泊尔(002032.SZ)已耗资2.32亿元回购股份395.5万股,智通财经
345,2021-09-02,家居｜苏泊尔耗资2.32亿元回购395.51万股 占总股本0.48%,财经网
346,2021-09-02,苏泊尔：本轮回购截至8月底已回购0.48%股份,财联社
347,2021-09-02,苏泊尔：累计回购约396万股，占比0.48%,每日经济新闻
348,2021-08-31,首创证券给予苏泊尔买入评级，公司简评报告：海外销售高增，内销盈利能力改善,每日经济新闻
349,2021-08-30,苏泊尔：中金公司、国联证券等10家机构于8月27日调研我司,证券之星
350,2021-08-30,山西证券维持苏泊尔增持评级：公司持续产品创新，市场份额稳步提升,每日经济新闻
351,2021-08-30,苏泊尔(002032)2021年中报点评：符合预期 外销持续高位,新浪
352,2021-08-30,千亿大白马闪崩跌停，各种茅大跌！新能源、军工爆发,Wind
353,2021-08-30,科沃斯闪崩跌停打击家电股，格力电器、美的集团、苏泊尔均下滑,Wind
354,2021-08-30,苏泊尔：上半年净利润8.66亿元同比增长29.87%,中华商务网
355,2021-08-29,周末影响A股十大事件来了！,Wind
356,2021-08-29,苏泊尔(002032)：海外市场需求旺盛 国内市场平稳恢复,新浪
357,2021-08-29,天风证券维持苏泊尔买入评级 预计2021年净利润同比增长13.23%,格隆汇
358,2021-08-29,天风证券给维持苏泊尔买入评级，半年报点评：海外市场需求旺盛，国内市场平稳恢复,每日经济新闻
359,2021-08-29,苏泊尔(002032)：内销平淡 外销可观,新浪
360,2021-08-28,西南证券维持苏泊尔持有评级，2021年半年报点评：内销稳步恢复，外销快速增长,每日经济新闻
361,2021-08-27,国盛证券维持苏泊尔买入评级：21H1内销复苏外销高景气，盈利稳健,每日经济新闻
362,2021-08-27,安信证券维持苏泊尔买入评级：内销持续复苏，外销延续高增,每日经济新闻
363,2021-08-27,招商家电｜苏泊尔（002032.SZ）-内销稳步恢复，外销持续受益,招商家电研究
364,2021-08-27,苏泊尔(002032)2021年半年报点评：外销大幅增长 盈利能力稳中有升,新浪
365,2021-08-27,苏泊尔(002032)：外销大幅增长 中报与业绩快报相符,广发证券
366,2021-08-27,苏泊尔(002032)：出口延续高增长 内销盈利能力提升,新浪
367,2021-08-27,华创家电秦一超丨苏泊尔：外销大幅增长，盈利能力稳中有升,一超家电研究
368,2021-08-27,国盛证券：维持苏泊尔(002032.SZ)“买入”评级 内销稳健 外销大幅增长,智通财经
369,2021-08-27,苏泊尔：投资、筹资现金流双双下滑｜中报快讯 盈利能力下降,乐居财经
370,2021-08-26,苏泊尔2021年上半年实现净利润8.64亿元，同比增长30.04%,经济观察网
371,2021-08-26,行业龙头位置稳固 苏泊尔(002032.SZ)上半年归母净利增29.87%至8.65亿元,智通财经
372,2021-08-26,晚间重要公告2021年8月26日星期四,Wind
373,2021-08-26,苏泊尔：上半年净利润同比增长29.87%,Wind
374,2021-08-24,男子网购89元买苏泊尔电磁炉：收到货后一看“苏博蓝”,快科技
375,2021-08-24,家用电器研究周报(2021年第34周)：7月空调内销同比转正 地产销售同比年内首负,光大证券
376,2021-08-23,背靠小米、手握松下和苏泊尔，空气炸锅厂商嘉乐智能冲刺IPO,格隆汇
377,2021-08-20,家用电器行业7月数据月报：空调内销改善 外销增速放缓,广发证券
378,2021-08-19,“数据会说话”之2021年7月数据解读：7月社零数据低于预期 弱复苏态势延续,新浪
379,2021-08-17,家电周报：空调线下景气度回升 烟灶销量降幅收窄,新浪
380,2021-08-16,瑞德智能IPO：与客户数据有出入，募投项目信披存疑 项目问题,中金在线
381,2021-08-13,华创家电 · 7月数据分析专题丨清洁电器维持增势，集成灶线下销售量价齐升,一超家电研究
382,2021-08-13,一机多能 ，厨电行业化繁为简成亮点,第一家电网
383,2021-08-12,小家电的美丽与哀愁：起不来的内需 扛不住的成本,亿邦动力
384,2021-08-12,小家电市场：内外需发展不均衡问题突出,第一家电网
385,2021-08-11,苏泊尔发布新快报：营收增加但利润下跌 盈利能力下降,Ofweek
386,2021-08-11,小家电巨头半年报喜忧参半，苏泊尔、新宝亟待补齐内需市场短板,中国家电网
387,2021-08-10,瑞德智能转战创业板IPO：少缴社保扮靓业绩 被大客户“拿捏”核心大供应商破产 减资破产,中国网
388,2021-08-10,一半是海水一半是火焰，极致行情下基金调仓换股攻略,Wind
389,2021-08-09,苏泊尔H1快报：增收不增利，小家电也焦虑 盈利能力下降,新浪
390,2021-08-09,A股收盘综述：大小指数分化，“茅系股”走强“宁组合”低迷,Wind
391,2021-08-09,A股午盘综述：大小指数分化，白马股全面回暖,Wind
392,2021-08-06,康平科技：目前已与美的、苏泊尔等国内知名企业展开合作,每日经济新闻
393,2021-08-05,苏泊尔油烟机，燃气灶面板炸裂事故频出 玻璃杯断裂致小孩二级烧伤 安全事故,和讯
394,2021-08-03,家居｜苏泊尔耗资1.6亿元回购258.51万股,财经网
395,2021-08-03,苏泊尔(002032.SZ)：本轮回购截至7月底已回购0.32%股份,格隆汇
396,2021-08-03,苏泊尔截至7月底累计回购259万股，耗资1.6亿元,乐居财经
397,2021-08-03,苏泊尔(002032.SZ)已累计回购258.51万股 耗资1.6亿元,智通财经
398,2021-08-03,苏泊尔：累计回购约259万股，占比0.32%,每日经济新闻
399,2021-08-02,家用电器研究周报：7月家电再度跑输大盘 6月冰洗出口增速下行,光大证券
400,2021-08-02,华创家电 · 双周报 | 后疫情时代，新风系统引领家装新风,一超家电研究
401,2021-08-01,国君家电|原材料、货运价格高涨压低家电出口利润率，下半年有望改善 ——2021W31家电行业周报,小蔡看家电
402,2021-07-30,什么信号？张坤管理基金要更名，有4大变化,Wind
403,2021-07-30,康巴赫公开向苏泊尔道歉：承认主观恶意、捏造散布虚伪事实,家电圈
404,2021-07-29,苏泊尔上半年快报：增收不增利，小家电怎么了？ 盈利能力下降,Ofweek
405,2021-07-29,苏泊尔：好锅也得跟得上市场,36氪
406,2021-07-29,苏泊尔财务数据背后的隐忧,Ofweek
407,2021-07-28,家居｜苏泊尔已完成工商变更登记 注册资本由8.21亿元变更为8.17亿元,财经网
408,2021-07-28,2021Q2家用电器板块基金持仓分析：持仓历史低位 新消费受青睐 关注稳健高性价比领域,新浪
409,2021-07-27,东方电热：苏泊尔是公司的客户,每日经济新闻
410,2021-07-27,东方证券给予苏泊尔增持评级：国内炊具、厨小电龙头，SEB集团赋能下综合竞争力持续提升,每日经济新闻
411,2021-07-27,东方证券：首予苏泊尔(002032.SZ)“增持”评级 目标价63.05元,智通财经
412,2021-07-27,苏泊尔2021上半年业绩表现良好，奈何股价依旧低迷,亿欧网
413,2021-07-27,51股获券商买入评级，一心堂目标涨幅达77.34%,Wind
414,2021-07-26,家用电器研究周报：21Q2基金减仓家电 15Q3以来首现低配,光大证券
415,2021-07-26,光大证券：维持苏泊尔(002032.SZ)“买入”评级 外销快速增长 所得税率抬升,智通财经
416,2021-07-26,苏泊尔(002032)：外销延续高增 利润表现承压 盈利能力下降,新浪
417,2021-07-26,国信证券维持苏泊尔买入评级，2021年半年度业绩快报点评：外销延续高增，利润表现承压,每日经济新闻
418,2021-07-26,【苏泊尔（002032.SZ）】外销快速增长，所得税率抬升——2021年半年度业绩快报点评（洪吉然）,光大证券
419,2021-07-26,苏泊尔：需求旺盛带动外销大幅增长,财富动力网
420,2021-07-24,苏泊尔(002032)：海外需求旺盛带动外销大幅增长 企业所得税率提升,新浪
421,2021-07-23,外销营收大幅增长 苏泊尔2021年上半年净利同比增长 29.87%升至8.66亿,全景网
422,2021-07-23,苏泊尔(002032)：内销景气相对平淡 出口贡献可观增量,新浪
423,2021-07-23,方正证券：维持苏泊尔(002032.SZ)“推荐”评级 内销稳增长 外销超预期,智通财经
424,2021-07-23,国盛证券给予苏泊尔买入评级，内销稳健外销大幅增长，21H1快报超预期,每日经济新闻
425,2021-07-23,民生证券：维持苏泊尔(002032.SZ)“推荐”评级 营收与利润良好复苏,智通财经
426,2021-07-23,民生证券给予苏泊尔推荐评级，2021年半年度业绩快报点评：收入与业绩良好复苏，盈利能力同比改善,每日经济新闻
427,2021-07-23,浙江苏泊尔股份有限公司 2021年半年度业绩快报,证券日报
428,2021-07-22,晚间重要公告2021年7月22日星期四,Wind
429,2021-07-22,苏泊尔：上半年净利润同比增长29.87%（业绩快报）,Wind
