,2021-12-30,Gannett Peak退出爱美客持股5%以上股东名单,GPLP犀牛财经
310,2021-10-12,爱美客今日大宗交易成交16万股，成交价602.01元折价2.0%,Wind
311,2021-10-12,三大指数集体走低，医美概念逆势走高，机构：医美赛道景气度仍存,财联社
312,2021-10-12,电力煤炭大跌，翻倍牛股跌停！医美爆发，千亿巨头涨7%,Wind
313,2021-10-12,权重爱美客、迈瑞医疗、英科医疗走强，医疗器械ETF（159883）逆市拉升2.37％领涨A股ETF！,资本邦
314,2021-10-12,解盘：题材股分化，医美、疫苗、大消费、ST略涨,Wind
315,2021-10-12,医美板块全线走强“医美茅”爱美客大涨8%，医疗ETF（512170）持续拉升涨超1.7%！,资本邦
316,2021-10-12,医美概念拉升走高 奥园美谷、爱美客等大涨,证券时报网
317,2021-10-12,板块异动 | 颜值经济产业链逐步回暖 医美概念股异动拉升,智通财经
318,2021-10-12,资金流向分析,新浪
319,2021-10-11,爱美客跌3.34% 中信证券长江证券高点唱多,中国经济网
320,2021-10-11,"爱美客现1笔大宗交易 共成交5,700.00万元",新浪
321,2021-10-11,爱美客今日大宗交易成交10万股，成交价570.0元折价1.56%,Wind
322,2021-10-11,商业贸易行业周报：首部儿童化妆品监管法落地 华熙生物旗下润百颜开始打造单品牌店,华福证券有限责任公司
323,2021-10-11,创业板指跌超1%，迈瑞医疗均跌近4%,Wind
324,2021-10-11,A股早报2021年10月11日星期一,Wind
325,2021-10-11,“医美茅”300亿巨额刚解禁，股东三年暴赚47倍后要减持！40股面临解禁,Wind
326,2021-10-11,“医美茅”300亿巨额刚解禁，股东三年暴赚47倍后要减持！40股面临解禁，多只热门概念股在列（附股） 减持股份,新浪
327,2021-10-10,【开源零售|周视角】疫情影响国庆假期出行，消费数据有喜有忧,泽鹏商业观察
328,2021-10-10,“医美茅”300亿巨额刚解禁，股东三年暴赚47倍后减持在即！下周40股将面临解禁，多只热门概念股在列 减持股份,新浪
329,2021-10-09,财富2021年中国最具影响力30位投资人出炉,Wind
330,2021-10-09,300亿巨额解禁后，爱美客股东拟减持套现27亿元 解禁,环球老虎财经
331,2021-10-09,爱美客股东减持套现逾27亿 网友：去年营收才7亿 减持股份,证券之星
332,2021-10-09,纺织服装行业9月第四周周报：朗姿股份拟投3亿元设立医美并购基金 加速业务布局,新浪
333,2021-10-09,爱美客第三大股东拟减持2%股权：或套现27亿 去年营收才7亿 拟减持股份,网易
334,2021-10-08,晚间重要公告2021年10月8日星期五,Wind
335,2021-10-08,爱美客股东拟减持不超过公司2.12%股份 套现市值逾27亿元 拟减持股份,北京商报
336,2021-10-08,"爱美客现1笔大宗交易 共成交14,495.75万元",新浪
337,2021-10-08,A股58家公司下周公布三季报，高低切换成主旋律,Wind
338,2021-10-08,爱美客：Gannett Peak拟减持不超2.12%公司股份 拟减持股份,财联社
339,2021-10-08,爱美客：股东Gannett Peak Limited拟减持不超过2.12%公司股份 拟减持股份,Wind
340,2021-10-08,爱美客今日大宗交易成交25万股，成交价579.83元折价3.2%,Wind
341,2021-10-06,这些公司被券商密集调研，未来三大方向值得关注,Wind
342,2021-10-01,次新宝典：本批孩子王值得跟踪(2021年9月第4周),新浪
343,2021-09-30,行业动态|医美再生材料大风起 业内研发人士：当前仍是透明质酸钠天下,财联社
344,2021-09-30,透明质酸行业深度：颜值经济景气持续 多元化助力行业增长,新浪
345,2021-09-29,爱美客盘中大涨近9% 5472.98万股限售股今日解禁 解禁,证券时报网
346,2021-09-29,解盘：资源股普跌，鸡猪肉、生物育种、白酒、饲料飘红,Wind
347,2021-09-29,千倍回报神话出现，VC/PE在A股抛出超200亿套现计划,36氪
348,2021-09-29,爱美客(300896.SZ)拉升一度涨近9% 领部分医美股反弹,格隆汇
349,2021-09-29,医美板块拉升回暖，爱美客涨超8%,36氪
350,2021-09-29,纺织服装行业周报：8月社零受疫情冲击增速下滑 静等旺季修复,新浪
351,2021-09-29,A股早报2021年9月29日星期三,Wind
352,2021-09-27,医美行业周报：重组人源化胶原填充剂首发 开启胶原新时代,新浪
353,2021-09-27,医美龙头股爱美客300亿解禁杀到！占总市值25% 解禁,中国基金报
354,2021-09-27,黑天鹅突袭，实控人刚上位就遭到涉刑指控，8万股东要小心！ 控制人变化,和讯
355,2021-09-27,300亿解禁杀到！“亿万富翁制造机”股价腰斩，仍有股东暴赚78倍 解禁,中国基金报
356,2021-09-27,黑天鹅突袭，实控人刚上位便遭涉刑指控，8万股东要小心！节前近千亿元市值面临解禁，医美茅解禁市值居首（附股） 控制人变化,证券时报网
357,2021-09-27,陆家嘴财经早餐2021年9月27日星期一,Wind
358,2021-09-26,次新市场周报：次新交易活跃度提升 注册制新股涨幅更优,新浪
359,2021-09-26,板块拾金|消费股 “王者归来”还是虚晃一枪？这个“十一”该不该持股过节,第一财经
360,2021-09-26,医药生物行业：海外新冠治疗药物有望Q4陆续获批 重点推荐相关CDMO标的,新浪
361,2021-09-26,次新宝典：本批凯盛新材及力量钻石值得跟踪(2021年9月第2、3周),新浪
362,2021-09-26,下周解禁股名单出炉！这一龙头解禁市值超三百亿 解禁,证券之星
363,2021-09-26,千亿“医美茅”300亿解禁！还有这些股解禁压力大,Wind
364,2021-09-26,千亿“医美茅”300亿解禁杀到！有股东浮盈超78倍，还有这些股解禁压力大（附名单） 解禁,中证报
365,2021-09-26,下周操盘攻略：长假临近，A股布局方向在哪？,Wind
366,2021-09-26,中国女人，又撑起了一个千亿市场 | 医美产业链深度剖析,火石创造
367,2021-09-26,下周1003亿市值限售股解禁，环比减少22.37% 解禁,Wind
368,2021-09-24,和讯SGI公司|医美板块迎转机？医美概念股大幅冲高，强监管下爱美客、华熙生物、昊海生科成长性改变了吗？,和讯
369,2021-09-24,茅台突然大涨，4000亿酱茅拉涨停！煤炭股却崩了,Wind
370,2021-09-24,爱美客赴港再上市或为收购？创始人“被失踪” 关联方问题,财经网
371,2021-09-24,【行情】医美板块大幅冲高，奥园美谷拉升封板，贝泰妮、华熙生物、昊海生科、国际医学、爱美客等大幅冲高,金十数据
372,2021-09-24,A股万亿常态成交，三季度以来逾千家公司获机构调研,Wind
373,2021-09-23,爱美客：5472万股限售股9月29日上市流通，占公司总股本的25.3% 解禁,Wind
374,2021-09-23,爱美客：约5472.98万股限售股9月29日解禁，占比约25.3% 解禁,每日经济新闻
375,2021-09-23,热门公司调研机构云集，34家看涨逾100%,Wind
376,2021-09-22,医药生物行业周报：把握景气度持续向上板块和个股估值修复机会,新浪
377,2021-09-20,"消费股要""王者归来""？三大信号乍现",Wind
378,2021-09-17,医疗器械行业：胶原新生 遇见未来,华安证券
379,2021-09-17,爱美客：为加强与投资者沟通交流 拟参加北京辖区上市公司投资者集体接待日活动,发布易
380,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
381,2021-09-16,商业贸易行业：医美化妆品21H1表现持续靓丽 行业变革孕育新机遇,新浪
382,2021-09-15,微观流动性跟踪双周报：北上大幅减持钢铁 指数进入压力区域 减持股份,新浪
383,2021-09-14,纺织服装行业9月第二周周报：服装出口持续向好 纺织品因高基数下滑,新浪
384,2021-09-14,医药生物行业双周报：医药行业长坡厚雪 仍为投资主线,新浪
385,2021-09-14,商业贸易行业2021中报总结：行业持续复苏 必选、可选分化加大,新浪
386,2021-09-13,商业贸易行业周报：社交电商繁荣 流量逐步去中心化 推动零售业线上渠道进一步变革,华福证券有限责任公司
387,2021-09-13,商业贸易行业周报：8月国货化妆品龙头线上表现优异,新浪
388,2021-09-12,陆家嘴财经早餐2021年9月12日星期日,Wind
389,2021-09-11,北上资金连续7周加仓股名单出炉，仅12只！,Wind
390,2021-09-09,手握大量现金仍赴港上市？“医美茅”爱美客业务模式单一或成隐患,投资时报
391,2021-09-09,爱美客跌超1%，医疗ETF(159828)盘中跌近0.50%,资本邦
392,2021-09-09,次新宝典：本批振华新材值得跟踪(2021年9月第1周),新浪
393,2021-09-09,新基金悄然建仓，速度迥异,Wind
394,2021-09-08,零售行业2021年中报综述：消费需求回暖 渠道稳步复苏,新浪
395,2021-09-08,爱美客跌3.54% 长江证券中信证券高点唱多,中国经济网
396,2021-09-08,医药生物行业2021年中报总结：创新投入力度持续增强 CXO、消费医疗和生物制品增长更快,广发证券
397,2021-09-07,北向资金追平年内最长净买入纪录累计加仓超550亿，美的集团净买入超11亿元,Wind
398,2021-09-07,美妆医美21年中报总结：监管趋严叠加流量去中心化 行业分化中突显龙头优势,新浪
399,2021-09-07,“喝酒吃药”行情重起，高位题材股“退潮”,Wind
400,2021-09-07,医药子板块全线走高，核心资产现企稳迹象,Wind
401,2021-09-06,医药医疗全线走强，医疗器械ETF半日大涨4.97%,Wind
402,2021-09-03,【中国好公司】爱美客毛利率维稳90%+ 或凭肉毒素产品入蓝海市场,新浪
403,2021-09-03,大股东拟“清仓式减持”，西藏矿业封死跌停，这些个股需避雷,Wind
404,2021-09-03,华熙生物、昊海生科、爱美客医美“三剑客”业绩大增！行业监管趋严下有哪些新增长引擎？,medworld器械世界
405,2021-09-03,社服零售行业周报：餐饮、旅游等板块短期依旧承压 免税、医美表现靓丽,新浪
406,2021-09-02,爱美客跌6.06% 中信证券长江证券高点唱多,中国经济网
407,2021-09-02,策略月报：8月产业资本减持额下降 减持股份,新浪
408,2021-09-02,医美概念震荡走弱 华熙生物、爱美客等大幅下挫,证券时报网
409,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
410,2021-09-01,医药生物行业周报：医美行业强化监管 安徽省IVD集采结果公布,新浪
411,2021-09-01,宁组合指数一度再跌近3%，隆基、石头科技、爱尔、爱美客、药明康德大幅下挫,Wind
412,2021-08-31,逾700家上市公司上半年炒493只A股：哪些亏损，哪些赚钱？,第一财经
413,2021-08-31,深港通十大成交活跃股排名（8月31日）,Wind
414,2021-08-31,赛道板块加速分化，机构称9月市场处于防御期,Wind
415,2021-08-31,A股千元股仅剩茅台！爱美客后，石头科技盘中罕见大跌股价破千元,AI财经社
416,2021-08-31,医美产业系列跟踪：医美广告监管执法指南出台 规范行业中长期健康发展,新浪
417,2021-08-31,商业贸易行业跟踪周报：医美广告监管新规发布 降低无效竞争和过度宣传 头部品牌和机构优势凸显,新浪
418,2021-08-30,爱美客跌4.6% 中信证券长江证券高点唱多,中国经济网
419,2021-08-30,爱美客(300896)2021年半年报点评：业绩高增 产品研发助力医美护城河,新浪
420,2021-08-30,500多家机构齐调研这只股，多只锂电龙头被盯上,Wind
421,2021-08-30,“聪明资金”连续11个月抢筹A股！各路资金潜伏千亿光伏龙头,Wind
422,2021-08-28,华泰柏瑞品质成长混合中报：股票仓位为90.73%，重仓宁德时代、爱美客等,每日经济新闻
423,2021-08-27,爱美客，下一个茅台？,新浪
424,2021-08-27,“女人茅台”获90家机构调研！3大板块是券商心头好,Wind
425,2021-08-27,70股获20家以上机构调研 爱美客最受关注,证券时报网
426,2021-08-27,持仓风格生变，顶流基金经理盯上“小而美”,Wind
427,2021-08-27,286家药企披露半年报，近八成实现增长,Wind
428,2021-08-26,爱美客：医美巨头业绩亮眼，上半年净利润同增超188%,证券之星
429,2021-08-26,财信证券给予爱美客推荐评级，业绩强势增长，差异化已上市及在研产品潜力无限，合理价格为760.00—782.00元,每日经济新闻
430,2021-08-26,东方财富证券维持爱美客增持评级，2021年中报点评：主打产品渗透率提升，童颜针下半年商业化上市,每日经济新闻
431,2021-08-26,张坤等“顶流基金经理”隐形重仓股名单来了,Wind
432,2021-08-26,爱美客(300896)中报点评：针剂类产品铸就品牌壁垒 保驾业绩高速增长,新浪
433,2021-08-26,爱美客(300896)2021半年报点评：利润率持续上行 力争实现全方位产品布局,新浪
434,2021-08-26,8大百亿私募二季度买这些股！还能“抄作业”吗？,Wind
435,2021-08-25,爱美客：中邮人寿保险股份有限公司、众安资产管理(深圳)有限公司等504家机构于8月24日调研我司,证券之星
436,2021-08-25,险资“新宠”名单曝光！这些股票被持有超2000万股,Wind
437,2021-08-25,爱美客：濡白天使准备8月发售 正处于上市推广阶段,e公司
438,2021-08-25,爱美客：严监管持续能带动行业规范经营，有利于行业发展,Wind
439,2021-08-25,西南证券给予爱美客买入评级，中报业绩超预期，规模化优势提升盈利质量，目标价格为725.56元,每日经济新闻
440,2021-08-25,爱美客迎巨额解禁 营收能否撑起千亿市值？ 解禁,中新经纬
441,2021-08-25,九州通：与爱美客在业务上有合作 目前量不大 |公司问答,第一财经
