,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
305,2021-10-19,北向资金今日净买入39.06亿元，继续大幅加仓宁德时代超7亿元,Wind
306,2021-10-19,资本动态 | 大基金投资半导体清洗领域！这家公司有望成为细分龙头？,财经网
307,2021-10-19,大基金一期频频减持重仓科技股，引科技板块忧心？大基金二期出手战略投资湿法设备，进退之间引遐想 减持股份,财联社
308,2021-10-19,北向资金净卖出超80亿元，创近两个月新高，大幅抛售白酒股（名单）,21世纪经济报道
309,2021-10-19,北向资金动向盘点：弃贵州茅台，买宁德时代,Wind
310,2021-10-19,大基金有新动作？频频减持后宣布投资这家公司，二期布局有何玄机？ 减持股份,上游新闻
311,2021-10-19,大基金有新动作！二期布局有何玄机？,Wind
312,2021-10-19,大基金有新动作？频频减持后宣布投资这家公司，二期布局有何玄机？业绩高增的半导体概念股名单出炉 减持股份,新浪
313,2021-10-19,A股成交重回万亿！基金经理：科技成长仍是确定主线,Wind
314,2021-10-19,精选行业个股，基金调研高景气赛道,Wind
315,2021-10-18,大基金二期与中芯国际加码布局半导体清洗设备，一期有序退出,第一财经
316,2021-10-18,一期减持半导体龙头、二期投资300亿，大基金将如何布局？ 减持股份,证券之星
317,2021-10-18,国家大基金投资“平衡术”：减持两只半导体龙头套现约12亿，二期对外投资近300亿元 减持股份,21世纪经济报道
318,2021-10-18,兆易创新：公司产品有着广泛应用，其中包括了物联网终端,每日经济新闻
319,2021-10-18,兆易创新：公司产能分布以境内供应商为主,每日经济新闻
320,2021-10-18,兆易创新：将于2021年10月28日披露三季报,每日经济新闻
321,2021-10-18,“大基金”减持兆易创新，公司称全年增长目标无忧 减持股份,阿尔法工场
322,2021-10-18,芯片股整体疲软，北京君正、韦尔股份、兆易创新、晶方科技纷纷下滑,Wind
323,2021-10-18,半导体周跟踪：三季报陆续披露 高增长逻辑再次兑现,新浪
324,2021-10-18,科技硬件周报：半导体景气周期延续,新浪
325,2021-10-18,电子行业周报：关注折叠屏创新、荣耀崛起以及苹果MINILED新品发布,新浪
326,2021-10-17,周末影响A股十大事件来了！,Wind
327,2021-10-17,下周操盘攻略：低估板块回暖还是赛道股继续表演？,Wind
328,2021-10-16,突发！“国家队”再次出手,证券之星
329,2021-10-16,Wind风控日报2021年10月16日星期六,Wind
330,2021-10-16,突发利空！1000亿芯片龙头将被“国家队”大手笔减持，股价刚大涨近7%，11万股东不淡定了 减持股份,每日经济新闻
331,2021-10-16,上市公司正负面新闻2021年10月16日星期六,Wind
332,2021-10-16,大基金拟减持兆易创新、晶方科技,Wind
333,2021-10-16,周末突发！千亿芯片龙头又遭大基金减持，20万股东要慌了？,Wind
334,2021-10-16,大基金又套现！将减持两大芯片股，千亿巨头已大跌30%！半导体板块再迎“压力测试”？ 减持股份,e公司
335,2021-10-16,大基金拟减持 兆易创新、晶方科技 拟减持股份,全景网
336,2021-10-16,周末突发！千亿芯片龙头又遭大基金减持，20万股东要慌了？ 减持股份,中国基金报
337,2021-10-15,电子行业2021年四季度投资策略：消费电子环比改善 布局低估值龙头半导体持续关注国产替代,新浪
338,2021-10-15,【晚间公告抢先看】通策医疗：种植体集采是机遇并非危机！文山电力拟注入南方电网调峰调频发电公司,金融界
339,2021-10-15,科创板晚报|央行：正抓紧推进碳减排工具设立工作 大基金减持兆易创新、晶方科技,财联社
340,2021-10-15,公告精选：大基金拟减持兆易创新、晶方科技；东方财富第三季度净利增长57%,e公司
341,2021-10-15,公告精选：大基金拟减持兆易创新；英科医疗前三季度净利预增55%-59%,e公司
342,2021-10-15,大基金减持再度来袭，两只大涨芯片股被挑中，持股比例将降至5%以下 减持股份,财联社
343,2021-10-15,智通A股机构动向参考(10.15) | 业绩才是试金石,智通财经
344,2021-10-15,沪港通十大成交活跃股排名（10月15日）,Wind
345,2021-10-15,又来！兆易创新再遭大基金减持 股价较高点已跌超30% 减持股份,证券之星
346,2021-10-15,北向资金恢复交易后首日净买入近27亿，再度大手笔加仓新能源股,Wind
347,2021-10-15,"每经17点丨鸣石投资将预留约百亿现金应对赎回；大基金拟减持兆易创新不超过1%股份；恒指收涨1.48%，教育、汽车股强势
拟减持股份",每日经济新闻
348,2021-10-15,兆易创新(603986.SH)股东大基金拟减持不超665.73万股 拟减持股份,智通财经
349,2021-10-15,9月来险资高频调研 重点关注半导体与化肥农用行业 兆易创新、云图控股最受捧,财联社
350,2021-10-15,兆易创新：大基金拟3个月内减持不超1%股份 拟减持股份,Wind
351,2021-10-15,兆易创新：大基金拟减持不超1%公司股份 拟减持股份,财联社
352,2021-10-15,2021中国汽车供应链创新成果发布 兆易创新等多家公司项目在列,e公司
353,2021-10-13,【行业深度】洞察2021：全球存储芯片行业竞争格局及市场份额(附市场集中度、企业竞争力评价等),前瞻研究院
354,2021-10-11,电子行业周报：三季度全球半导体销售额再创新高,新浪
355,2021-10-11,电子元器件周报：芯片大厂开启新一轮涨价潮 半导体景气度有望延续,新浪
356,2021-10-11,6家公司获超百家机构调研，机构热捧这一细分领域,Wind
357,2021-10-11,电子行业周报：台股营收透露曙光、先蹲后跳静待佳音,新浪
358,2021-10-11,前三季度机构调研热情高涨，迈瑞医疗被“翻牌”最多,Wind
359,2021-10-10,6家公司获超百家机构调研，机构扎堆关注半导体设备（名单）,Wind
360,2021-10-10,复盘半导体这5年,半导体风向标
361,2021-10-09,电子动态点评：芯车会：国产汽车电子蓬勃发展,新浪
362,2021-10-09,普冉股份(688766)：非易失性存储赛道后起之秀 大容量高可靠市场打开第二增长曲线,新浪
363,2021-10-08,电子行业北上资金月报,新浪
364,2021-10-08,净流入创历史新高！前三季度外资抄底消费、半导体,Wind
365,2021-10-08,电子行业2021年三季报业绩展望：消费电子环比业绩改善 半导体国产替代持续,新浪
366,2021-10-08,机构潜在猎物曝光，最青睐芯片，顶级基金盯上3股,Wind
367,2021-10-08,机构潜在猎物曝光，最青睐芯片龙头，恒大现身次新军工股，高毅相中4股，顶级基金经理盯上3只,e公司
368,2021-10-07,大基金持仓|上半年业绩创新高！兆易创新却遭实控人、大基金一期减持 减持股份,财华社
369,2021-10-06,节后布局路在何方？9月机构动向露端倪 让科技和电力多飞一会儿,财联社
370,2021-10-04,电子行业周报：全球半导体资本支出2021将达1500亿美元,新浪
371,2021-10-02,三季度机构调研名单出炉，772家机构扎堆调研这家公司,Wind
372,2021-10-02,兆易创新︱业绩新高却遭大股东减持，存储龙头怎么了？ 减持股份,星空财富
373,2021-10-02,半导体持股体验太差？有机构表示：下跌就是机会，加强对半导体产业的调研,财联社
374,2021-09-30,北向资金9月净买入超300亿连续12个月加仓A股，批量扫货新能源产业链股,Wind
375,2021-09-30,手机通信产业观察：iPhone13发布前苹果销量低迷 兆易创新、TCL科技市值跌破千亿 盈利能力下降,每日经济新闻
376,2021-09-30,北向资金最新“购物清单”：增持食品饮料，减持电子元件 减持股份,21世纪经济报道
377,2021-09-30,北向资金动向盘点：连续第四日净买食品饮料,Wind
378,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
379,2021-09-29,2021年全球NOR Flash行业市场竞争格局与发展趋势分析 大陆企业向中高端产品进发,前瞻研究院
380,2021-09-29,今年的通用MCU市场有哪些新风向？,国际电子商情
381,2021-09-29,群益证券：予兆易创新(603986.SH)“买进”评级 目标价180元,智通财经
382,2021-09-29,东方财富、中国铝业等35股获北向资金增持额超亿元,证券时报网
383,2021-09-29,35股受青睐，北向资金增持额超亿元,证券时报网
384,2021-09-29,北向资金动向盘点：持续买入食品饮料,Wind
385,2021-09-29,北向资金扫货金融地产，出逃五粮液、格力电器等股（名单）,21世纪经济报道
386,2021-09-29,格力注销2.2亿股股份，每股收益要涨！万亿板块迎利好,Wind
387,2021-09-28,电子行业周报：关注双控限电负面影响,新浪
388,2021-09-28,解盘：资源股重新活跃，电力、煤炭、工业母机略涨,Wind
389,2021-09-28,通富微电推出55亿定增计划，半导体行业高景气度仍将持续？,第一财经
390,2021-09-28,兆易创新、华峰测控、圣邦股份、上海贝岭涨超5%，芯片ETF（512760）涨超1%,资本邦
391,2021-09-28,干货！2021年中国MCU行业龙头企业对比：兆易创新VS中颖电子VS乐鑫科技 谁是中国“MCU之王”？,前瞻研究院
392,2021-09-28,兆易创新第三季度营收约27亿元，净利同比增长178%,亿欧网
393,2021-09-28,机构调研“马不停蹄”，布局路线图浮现,Wind
394,2021-09-27,一个月内，647家上市公司获机构调研！这些公司股价大涨,中证报
395,2021-09-27,电子行业每周市场动态追踪：半导体产业自立是长期必然趋势,新浪
396,2021-09-27,兆易创新：ADAS SOC芯片通常需要外接车规级NOR、DRAM等产品，公司车规级NOR目前已在ADAS系统有应用,每日经济新闻
397,2021-09-27,兆易创新：目前公司产能在按照计划在逐步增长，全年预期可以完成公司整体产能增长的目标,每日经济新闻
398,2021-09-27,干货！2021年中美MCU龙头企业对比——美国微芯科技VS中国兆易创新,前瞻研究院
399,2021-09-26,电子行业周报：杂音频传、信心受挫；先蹲后跳、静待佳音,新浪
400,2021-09-26,9月险资风向标：半导体行业高居C位，兆易创新迎密集调研,资本邦
401,2021-09-26,存储龙头兆易创新，凭什么备受私募大佬葛卫东钟爱？,和讯
402,2021-09-24,9月来险资高频调研 重点关注半导体与化肥农用行业 兆易创新、云图控股最受捧,财联社
403,2021-09-24,基金公司调研重点发生变化，兆易创新备受青睐,资本邦
404,2021-09-24,A股万亿常态成交，三季度以来逾千家公司获机构调研,Wind
405,2021-09-23,提前防御？基金机构调研数据显露端倪,Wind
406,2021-09-23,深度*行业*半导体行业周报：全球晶圆厂设备支出预期持续增长 国产先进封装光刻机迎来新进展,新浪
407,2021-09-23,热门公司调研机构云集，34家看涨逾100%,Wind
408,2021-09-23,苹果概念股普遍活跃，立讯精密涨近7%,Wind
409,2021-09-22,电子元器件周报：IPHONE13正式发布 行业景气度有望延续,新浪
410,2021-09-22,电子行业周报：留意消费放缓对物联网影响,新浪
411,2021-09-22,汽车电子行业：智能座舱加速渗透 汽车电子供应链迎来爆发,新浪
412,2021-09-18,中观行业数据观察：国家大基金一期良性退出 二期继续布局半导体产业 芯片依然短缺致汽车产销四连跌 盈利能力下降,新浪
413,2021-09-17,兆易创新今日大宗交易成交3.65万股，成交价142.5元折价5.79%,Wind
414,2021-09-17,兆易创新：预期下半年以及2022年公司NOR、MCU等主要产品仍将处于整体供不应求的情况,Wind
415,2021-09-17,兆易创新：目前GD30WS8805已经成功打入市场，并已经批量出货,每日经济新闻
416,2021-09-17,北向资金动向盘点：持仓市值再度低于2.5万亿元,Wind
417,2021-09-16,中秋假期前外资暂时离场净卖出超30亿，万科A净卖出额创近4年新高,Wind
418,2021-09-15,电子：半导体大厂安森美再次涨价 印证行业高景气,新浪
419,2021-09-15,干货！2021年中国存储芯片行业龙头企业分析——兆易创新：NOR Flash业绩亮眼,前瞻研究院
420,2021-09-15,半导体行业研究：存储器结构性分道篇-重内存,国金证券股份有限公司
421,2021-09-15,聪明资金加仓苹果概念股，两大资金共同加仓股仅3只,Wind
422,2021-09-14,干货！2021年中国存储芯片行业龙头企业对比：兆易创新VS紫光集团 谁为行业“领头羊”？,前瞻研究院
423,2021-09-14,深度*公司*兆易创新(603986)：NOR、MCU需求强劲趋势持续 H1业绩高增,新浪
424,2021-09-13,半导体板块遭重创，蔡嵩松说的“双升红利期”还有戏吗？,Wind
425,2021-09-13,兆易创新(603986.SH)：67.48万股限售股将于9月17日上市流通 解禁,智通财经
426,2021-09-13,兆易创新业绩靓丽：大基金、大股东抛售轮番登场,证券市场周刊
427,2021-09-13,兆易创新：MCU行业维持高活跃，下游市场带来发展新活力,中金在线
428,2021-09-13,台积电全面涨价，兆易创新获北上资金买入11亿,阿尔法工场
429,2021-09-11,芯片股大反弹，谢治宇、章晖等顶流基金经理出手！,Wind
430,2021-09-11,半导体行业双周报：多因素引发短期波动 行业长期发展向好具有确定性,新浪
