,2021-12-31,通易航天股东减持148.1万股 权益变动后持股比例为4.14% 减持股份,同壁财经
304,2021-12-06,【异动股】中信证券(06030.HK)涨4.12%,财华社
305,2021-12-06,A股异动 | 券商股拉升 兴业证券(601377.SH)涨停,格隆汇
306,2021-12-06,管理规模腰斩 10万亿券商资管步入“公募化”时代,中国基金报
307,2021-12-06,【东吴非银 | 行业政策点评】券商发展迎“新基建”，账户优化助推财富管理转型升级,微信
308,2021-12-06,资管新规过渡期倒计时，基金转型数量创新高,Wind
309,2021-12-06,"券商12月金股出炉！热门金股竟成""反向指标""？",Wind
310,2021-12-05,发生了什么？海外最大中国股票基金大举减持宁德时代！,Wind
311,2021-12-05,非银周报：账户管理优化助力财富管理 险资融券放开增厚投资收益,新浪
312,2021-12-05,IPO过会率悄然下滑？11月创年内新低，近800家企业“待考”,财联社
313,2021-12-05,3家获批银行基金投顾试点进展缓慢，展业或分两步走,Wind
314,2021-12-05,放开险资参与证券出借点评：可为融券市场带来翻倍增量 龙头享受较高业绩弹性,新浪
315,2021-12-05,最牛大赚超80%！大集合改造，“冲刺”！,Wind
316,2021-12-04,中信证券，散户心中无法忘却的痛,搜狐
317,2021-12-04,证券业基本面梳理之一：优化证券公司账户管理功能 打造券商财富管理的主账户,新浪
318,2021-12-04,又有高管减持！东方财富副总拟套现不超过100万股 拟减持股份,Wind
319,2021-12-04,又有高管减持！东方财富副总拟套现不超过100万股 拟减持股份,中国基金报
320,2021-12-04,大集合产品改造迎最后冲刺，券商资管竞技公募赛道,Wind
321,2021-12-04,国内财经媒体头版2021年12月4日星期六,Wind
322,2021-12-04,A股市场领涨全球，监管同意开展账户管理功能优化试点工作,Wind
323,2021-12-04,新炬网络：中信证券股份有限公司、创金合信基金管理有限公司等6家机构于11月10日调研我司,证券之星
324,2021-12-04,12家券商把脉2022年A股趋势：看好消费、新能源、科技制造等板块,证券日报
325,2021-12-04,重磅试点名单出炉！中信、国泰君安等10家券商“拔头筹”,Wind
326,2021-12-03,首批10家“账户管理功能优化试点”券商名单出炉！遵照六大要求，国君、中信、招商、安信等率先回应,财联社
327,2021-12-03,场外期权交易商扩容至45家，新增交易头部集中度下降， 衍生品业务成增厚业绩“利器”,财联社
328,2021-12-03,北向资金今日净买入超92亿元本周累计加仓超150亿，大幅抢筹芯片股,Wind
329,2021-12-03,证监会同意中信证券、国泰君安等10家证券公司开展账户管理功能优化试点工作,财联社
330,2021-12-03,证监会同意开展证券公司账户管理功能优化试点,Wind
331,2021-12-03,中信证券配股前景如何,证券市场周刊
332,2021-12-03,中信证券：公司配股申请11月26日获得中国证监会批复,每日经济新闻
333,2021-12-03,中信证券：恒大、融创、花样年等客户的风险敞口不大,每日经济新闻
334,2021-12-03,中信证券：公司结合目前市场环境、融资规模、发行难度、资本补充效率等综合考虑，最终选择配股的再融资方案,每日经济新闻
335,2021-12-03,第二批试点基金投顾展业券商再增一员！财通证券官宣展业,资本邦
336,2021-12-03,中信证券又一FOF产品完成参公改造，参公大集合数量增至16只,证券时报网
337,2021-12-03,北向资金净买入逾30亿元，增持银行、医疗服务板块，最青睐这只锂电龙头股（名单）,21经济网
338,2021-12-03,券商股异动，浙商证券、中金公司、中信证券均有抬头迹象,Wind
339,2021-12-03,100亿+资金涌入！最牛份额涨667%，布局机会到了？,Wind
340,2021-12-03,晨会1203｜解析北交所板块,中信证券研究
341,2021-12-03,中金财富管理行业展望：万亿级市场面临战略窗口期,Wind
342,2021-12-03,恒基达鑫：中信证券、嘉强基金等6家机构于12月1日调研我司,证券之星
343,2021-12-03,玉马遮阳：中信证券股份有限公司、华泰资产管理有限公司等37家机构于11月30日调研我司,证券之星
344,2021-12-02,【银华基金】交易日报 2021-12-2,新浪
345,2021-12-02,“植发第一股”雍禾医疗港股IPO认购 年末港股打新掀高潮,e公司
346,2021-12-02,又一家准备好了！财通证券基金投顾官宣展业，第二批试点券商展业家数达5家，展业正加速,财联社
347,2021-12-02,北向资金今日净买入30.21亿元，宁德时代连续6日净买入累计加仓超24亿,Wind
348,2021-12-02,陈光明旗下这只基金热卖，千亿资金追捧，刚刚调研这些方向,Wind
349,2021-12-02,午间公告2021年12月2日星期四,Wind
350,2021-12-02,嘉凯城(000918.SZ)股东广州凯隆拟转让公司7200万股,智通财经
351,2021-12-02,第二批试点券商基金投顾业务相继上线，包括中信证券、招商证券等,零壹财经
352,2021-12-02,两试点银行暂停基金投顾业务，发生了什么？,Wind
353,2021-12-02,部分券商纾困资管资金流向走偏，有的已被深套,Wind
354,2021-12-02,惠泰医疗：中信证券、海通证券等12家机构于11月5日调研我司,证券之星
355,2021-12-02,第二批试点券商，基金投顾业务相继上线,Wind
356,2021-12-01,中信证券现1笔大宗交易 共成交969.20万元,新浪
357,2021-12-01,北向资金12月首个交易日加仓A股30亿，紫光国微净买入超6亿元,Wind
358,2021-12-01,中信证券今日大宗交易成交40万股，成交价24.23元溢价0.0%,Wind
359,2021-12-01,龙虎榜营业部大洗牌：50强中半数被挤出，6家排名提升超1000位，财通、财信、华鑫…背后都有“新故事”,财联社
360,2021-12-01,【异动股】中信证券(06030.HK)涨3.01%,财华社
361,2021-12-01,申万宏源：维持中信证券(600030.SH)“买入”评级 配股靴子将落地 全年业绩高增确定性强,智通财经
362,2021-12-01,长鹰信质(002664.SZ)大股东长鹰云启收到执行通知书及报告财产令,智通财经
363,2021-12-01,兆威机电：中信证券、华创证券等7家机构于11月26日调研我司,证券之星
364,2021-12-01,华康股份：中信证券股份有限公司于11月11日调研我司,证券之星
365,2021-11-30,信用债日报：信用债收益率多数上行，今年城投债发行5.1万亿创新高,Wind
366,2021-11-30,中信证券(600030)点评：机构业务龙头 配股靴子将落地 重申首推组合,新浪
367,2021-11-30,晚间要闻2021年11月30日星期二,Wind
368,2021-11-30,【11月PMI点评及债市分析】经济转暖的信号,微信
369,2021-11-30,本月2板块获密集调研，“榨菜茅”被64家券商调研,Wind
370,2021-11-30,中信证券可转债周报：市场不惧扰动,Wind
371,2021-11-30,基金投顾激战正酣，券商直面挑战百计千谋求破局,Wind
372,2021-11-30,冰轮环境：台湾复华投信、中信证券等2家机构于11月29日调研我司,证券之星
373,2021-11-30,东方电热：中信证券、沣京资本(北京)等3家机构于11月25日调研我司,证券之星
374,2021-11-30,基金投顾激战正酣 券商直面挑战百计千谋求破局,证券时报
375,2021-11-29,【银华基金】交易日报 2021-11-29,新浪
376,2021-11-29,仅剩一个月，监管审核压力大！3年时间超百只产品完成公募化改造，还有哪些是难点,财联社
377,2021-11-29,韵达股份：本次中信证券-韵达物流基础设施1号资产支持专项计划纳入公司合并报表处理,每日经济新闻
378,2021-11-29,因超范围开展外汇业务等4项违规，腾讯旗下财付通遭外管局罚没278万，近年已遭罚款逾1400万 其他违规处罚,中国经济网
379,2021-11-29,人身险新规出炉 把握不确定性中的基本面优质标的配置机遇,中投网
380,2021-11-29,中信证券：配股申请获核准批复，拟调整中信证券国际增资方案,资本邦
381,2021-11-29,已超3000亿！券结基金井喷，券商、基金深度绑定,Wind
382,2021-11-29,中信证券QDII超额汇出等七宗违法 被罚没182万并警告 金融监管处罚,中国经济网
383,2021-11-29,中信证券：预计专项债将提前下达额度,中新经纬
384,2021-11-29,经纬恒润IPO ：串通证监会前发审委委员和保荐机构内幕交易，突击入股买通上市路？,财经网
385,2021-11-29,美债、黄金告诉你，恐慌过头了！,Wind
386,2021-11-29,牛市旗手风口来了？三大ETF份额大增77.55亿份,Wind
387,2021-11-29,微信支付幕后运营被罚278万！罚单列10项违规，涉“反洗钱”“反恐融资”义务？ 其他违规处罚,北京商报
388,2021-11-29,规模已超3000亿！券结基金井喷，券商、基金日益深度绑定，中信这一业务营收已占10.58%,券商中国
389,2021-11-29,获机构投资者追捧，以较低门槛参与大基建，第二批公募REITs今日开售,中国基金报
390,2021-11-29,深圳市证通电子股份有限公司非公开发行A股股票发行情况报告书暨上市公告书（摘要）,证券时报
391,2021-11-29,陆家嘴财经早餐2021年11月29日星期一,Wind
392,2021-11-29,外汇业务过界，财付通等4家持牌机构被罚,Wind
393,2021-11-29,监管鼓励券商积极布局，券结模式基金大井喷,Wind
394,2021-11-29,监管鼓励券商积极布局 券结模式基金大井喷,证券时报
395,2021-11-29,朝阳科技：深圳海棠投资有限公司、中信证券等2家机构于11月23日调研我司,证券之星
396,2021-11-28,监管出手！腾讯财付通、农行、中信证券等被罚，最新回应来了 金融监管处罚,中国基金报
397,2021-11-28,【国君非银刘欣琦团队】继续推荐机构业务具备竞争优势的券商,欣琦看金融
398,2021-11-28,外汇业务违规！腾讯财付通吃278万元罚单，中信证券、深圳农商行、农业银行也被罚 金融监管处罚,中证报
399,2021-11-28,收了942万费用，忘了两度问询，中信证券吃监管函 问询,华夏时报
400,2021-11-28,外汇业务违规，财付通、农行、中信证券等被罚！ 金融监管处罚,Wind
401,2021-11-28,外汇业务违规，财付通、农行、中信证券等被罚！ 金融监管处罚,证券时报
402,2021-11-28,非银金融行业周报：监管助推高质量发展 推荐关注非银板块,广发证券
403,2021-11-28,北交所股票热度飙升，券商研究所正全力覆盖，但研究换佣金模式暂行不通,Wind
404,2021-11-28,外汇业务过界 财付通等4家持牌机构被罚,北京商报
405,2021-11-28,说翻倍真的快翻倍了！北交所股票热度飙升，券商研究所正全力覆盖，但研究换佣金模式暂行不通,券商中国
406,2021-11-28,江阴银行：中信证券于11月22日调研我司,证券之星
407,2021-11-27,投行潜规则：大股东违规占用资金未被“发现” 关联方问题,Wind
408,2021-11-27,基金投顾从小众跨越到蜂拥而至：三分投七分如何“顾”？万亿蓝海谁主沉浮？,每经头条
409,2021-11-27,上市公司正负面新闻2021年11月27日星期六,Wind
410,2021-11-27,金宏气体：中银证券、中信证券等15家机构于11月24日调研我司,证券之星
411,2021-11-27,交易所两度问询仍未核查到位 中信证券执业质量临考 问询,中国经营报
412,2021-11-26,券商一哥已意念中涨停？净赚229亿，股民直呼增长54%太超预期，“财富涨”后能否迎来“业绩浪”？,财联社
413,2021-11-26,茅台下跌谁的锅？中信证券向好业绩不敌“空弹”影响力，卖方格局渐变 盈利能力下降,腾讯网
414,2021-11-26,证券Ⅱ行业：券商价值重塑：轻资产业务由周期走向成长,广发证券
415,2021-11-26,晚间重要公告2021年11月26日星期五,Wind
416,2021-11-26,中信证券：配股申请获证监会核准,e公司
417,2021-11-26,海光信息科创板IPO：3年半亏损近5亿，葛卫东提前入股 亏损,和讯
418,2021-11-26,中信证券(600030.SH)：拟调整中信证券国际增资方案 分期分批增资变更为一次性增资,格隆汇
419,2021-11-26,中信证券(600030.SH)：配股申请获中证监批复,格隆汇
420,2021-11-26,中信证券(600030.SH)配股申请获中国证监会批复,智通财经
421,2021-11-26,中信证券：配股申请获得证监会批复,Wind
422,2021-11-26,非银金融行业2022年度策略：向新而生,新浪
423,2021-11-26,资产多元化拒绝“表面功夫”，公募REITs了解一下？,小白读财经
424,2021-11-26,非银金融行业周报：本周周报地产预期改善提振非银情绪 北交所开市关注券商热度,新浪
425,2021-11-26,西大门：中信证券、裕兰资本等2家机构于11月17日调研我司,证券之星
426,2021-11-25,金融行业周报：碳减排工具稳信贷 基金保有持续提升,新浪
427,2021-11-25,中银证券：看好券商行业成长性 继续推荐重点受益的龙头券商和财富特色券商坚持看好资本市场供给侧持续改革叠加居民财富管理需求提升背景下券商板块的成长性，在和市场区间震荡的结构性行情中具备较高投资价值,金十数据
