,2021-12-31,中国平安(02318)累计回购约7776.51万股A股 涉资约39亿元,智通财经
318,2021-11-18,A股融资融券日报：两融余额增加35.43亿元（11月17日）,Wind
319,2021-11-17,平安产险乌海| 中国平安打造“保险+健康”行业新标杆,搜狐
320,2021-11-17,北向资金结束连续4日净买入，贵州茅台遭大幅抛售超11亿元,Wind
321,2021-11-17,北向资金动向盘点：重手净买白酒、医药,Wind
322,2021-11-17,A股融资融券日报：两融余额减少48.12亿元（11月16日）,Wind
323,2021-11-17,北向资金连续四日买入近200亿元，再度“喝酒吃药买电子”，扫货这些龙头股（名单）,21世纪经济报道
324,2021-11-16,五上市险企前10月揽收保费2万亿！人保10月车险恢复正增长,国际金融报
325,2021-11-16,陆股通净买入41.99亿元，连续4日净买入,证券时报网
326,2021-11-16,科技先锋系列报告233：英伟达2021GTC 持续加码元宇宙,新浪
327,2021-11-16,北向资金再度加仓近42亿连续4日净买入，批量扫货白酒医药股,Wind
328,2021-11-16,大和：下调平保目标价至56港元，重申“持有”评级,Wind
329,2021-11-16,“平安公益”入选民政部第三批互联网募捐信息平台,经济观察网
330,2021-11-16,大和：维持中国平安(02318)“持有”评级 目标价降至56港元 机构下调估值,智通财经
331,2021-11-16,中国平安：1-10月平安人寿收入3920亿元，平安养老保险收入193亿元,零壹财经
332,2021-11-16,保险业：基本面承压 监管进一步规范互联网人身险业务,金融投资网
333,2021-11-16,A股融资融券日报：两融余额减少2.07亿元（11月15日）,Wind
334,2021-11-16,港股公告精选：佳兆业美好等三上市公司将于今日复牌,Wind
335,2021-11-16,公告精选 | 中国平安前10月保费收入同比下降5%；佳兆业美好今日复牌,富途证券
336,2021-11-15,中国平安：4家子公司前10月原保险保费收入达6419.27亿元,中证网
337,2021-11-15,晚间重要公告2021年11月15日星期一,Wind
338,2021-11-15,房企业绩下滑 险资股东利益缩水 盈利能力下降,财经网
339,2021-11-15,中国平安前10月保费收入6419.26亿元,中国经济网
340,2021-11-15,北向资金连续3日净买入累计加仓近160亿，中国中免获净买入超6亿元,Wind
341,2021-11-15,中国平安(02318)四家保险子公司前10月原保险合同保费收入同比减少5%至6419.26亿元 盈利能力下降,智通财经
342,2021-11-15,中国平安(601318.SH)4家子公司前10月原保险保费收入达6419.26亿元,智通财经
343,2021-11-15,中国平安(601318.SH)：1-10月原保险合同保费收入6419.26亿元,格隆汇
344,2021-11-15,中国平安：1-10月中国平安人寿保险股份有限公司收入3920亿元,财联社
345,2021-11-15,中国平安：1-10月原保险合同保费收入6419.3亿元,Wind
346,2021-11-15,中国平安为数字乡村发展提“质”添“智”,财经网
347,2021-11-15,送达裁判文书——上海珊子家居用品有限公司 诉讼纠纷,上海高级人民法院
348,2021-11-15,A股融资融券日报：两融余额减少22.02亿元（11月12日）,Wind
349,2021-11-15,4家上市险企10月份寿险保费环比骤降45% 业务重心转向2022年“开门红”,证券日报
350,2021-11-14,2700亿大白马火了！外资最新加仓股名单来了,Wind
351,2021-11-13,北向资金本周净卖出约27亿元，抛售医药制造、酿酒行业，大幅加仓“宁王”和这只券商股,21世纪经济报道
352,2021-11-13,中国平安医疗健康生态圈加速落地 快速夯实差异化核心竞争力,搜狐
353,2021-11-13,北上资金加仓券商股，连续减持格力电器 减持股份,Wind
354,2021-11-13,方正证券4位董监高辞职，来自中国平安授意？来看最新回应！,Wind
355,2021-11-13,股东重整进入执行阶段！方正证券4位董监高辞职，来自中国平安授意？来看最新回应！ 董监高成员变化,券商中国
356,2021-11-12,北向资金再度加仓超36亿，东方财富本周净买入近28亿,Wind
357,2021-11-12,保险持续弱势，外资逆势增仓人保超9成，意欲何为？,Wind
358,2021-11-12,中国平安回应拟出售汽车之家44%股权：对市场传言不予置评,澎湃新闻
359,2021-11-12,中国平安回应出售汽车之家股份传闻：没有相关信息，不予置评,上证报
360,2021-11-12,冲刺年度任务险企普遍推后开门红 负债端承压业内共识把握好养老、健康管理机遇,财联社
361,2021-11-12,中国平安获北向资金净买入 累计回购金额达36.3亿元,中证网
362,2021-11-12,北向资金动向盘点：房地产回暖，重手加仓却是非银,Wind
363,2021-11-12,A股融资融券日报：两融余额增加26.26亿元（11月11日）,Wind
364,2021-11-12,A股早报2021年11月12日星期五,Wind
365,2021-11-12,每日理财观察: MSCI公布半年度指数评审结果,Wind
366,2021-11-12,北向资金净买入A股86亿元，超18亿元扫货东方财富，还加仓了这些股（名单）,21世纪经济报道
367,2021-11-11,保险Ⅱ行业：从医疗保险体系看我国健康险市场的空间,广发证券
368,2021-11-11,北上资金活跃股名单(11月11日),证券时报网
369,2021-11-11,耗资约36.5亿中国平安重金捧自家股票 股民怎么看？,21世纪经济报道
370,2021-11-11,数据复盘｜主力资金加仓金融股、房地产股 北向资金抢筹东方财富、中国平安等,证券时报网
371,2021-11-11,金融街下午茶2021年11月11日星期四,Wind
372,2021-11-11,北向资金今日净流入86.1亿元 东方财富获加仓18亿元,第一财经
373,2021-11-11,保险业三季度偿付报告相继出炉，七成险企偿付能力下滑,每日财报
374,2021-11-11,北向资金杀回马枪超86亿资金回流A股，东方财富获大幅净买入超18亿,Wind
375,2021-11-11,港股内险股走高：中国太保涨逾4% 中国平安涨近3%,财联社
376,2021-11-11,A股资金流向：权重与题材共振上扬,Wind
377,2021-11-11,港股内险股走高，中国太保、中国平安涨逾4%,36氪
378,2021-11-11,【行情】港股内险股走高，中国太保涨逾4%，中国平安涨近3%，中国人寿涨超2%,金十数据
379,2021-11-11,再破纪录，A50ETF（159601）今日成交高达36.31亿元再创新高,Wind
380,2021-11-11,A股收盘综述：地产股掀起涨停潮，半导体、元宇宙高空加油,Wind
381,2021-11-11,【异动股】中国平安(02318.HK)涨3.26%,财华社
382,2021-11-11,北向资金动向盘点：悬崖百丈冰，仍买宁德时代,Wind
383,2021-11-11,A股融资融券日报：两融余额增加15.9亿元（11月10日）,Wind
384,2021-11-11,北向资金净卖出118亿元，减持酿酒增持钢铁，这些龙头股遭甩卖（名单） 减持股份,21经济网
385,2021-11-11,金额同比翻番，914家公司年内回购超千亿,Wind
386,2021-11-10,每日财报|恩捷股份牵手宁德时代 中国平安继续回购,每日财报
387,2021-11-10,“美国联合健康模式”能复制吗？,中国银行保险报
388,2021-11-10,陈心颖获评2021年“中国最具影响力的商界女性榜单”第8位,经济观察报
389,2021-11-10,中国平安：今日耗资1.41亿元回购288.4万股A股，累计回购逾36亿元,格隆汇
390,2021-11-10,北向资金大举出货超百亿连续4日净卖出，房地产产业链持续遭抛售,Wind
391,2021-11-10,中国平安(02318.HK)11月10日耗资1.41亿元回购288.4万股A股,格隆汇
392,2021-11-10,中国平安：回购288.4万股股份，耗资1.41亿元,Wind
393,2021-11-10,A股资金流向：锂电三杰遭抛售，恒瑞医药午后暴拉吸金,Wind
394,2021-11-10,“平安人”用大爱践行志愿服务精神——中国平安志愿者协会成立3周年,和讯
395,2021-11-10,【行情】港股内险股午后走低，众安在线(06060.HK)跌5.19%，中国财险(02328.HK)跌2.73%，中国平安(02318.HK)跌2.14%、中国人寿(02628.HK)跌2.05%,金十数据
396,2021-11-10,2021年最令投资者失望的上市公司：中国平安、三一重工还是格力电器？,证券之星
397,2021-11-10,A股午盘综述：隔夜特斯拉暴跌12%，新能源汽车产业链跟风卧倒,Wind
398,2021-11-10,北向资金动向盘点：连续19个交易日净买宁德时代,Wind
399,2021-11-10,A股融资融券日报：两融余额增加23.63亿元（11月9日）,Wind
400,2021-11-10,北向资金连续三日净卖出，抛售中国平安逾10亿，转而加仓这些龙头股（名单）,21世纪经济报道
401,2021-11-10,盯紧北交所机遇，长线资金摩拳擦掌,Wind
402,2021-11-10,910家公司今年以来回购股份逾千亿元,Wind
403,2021-11-10,盯紧北交所机遇 长线资金摩拳擦掌,中证报
404,2021-11-09,北上资金活跃股名单(11月9日),证券时报网
405,2021-11-09,小摩增持中国平安(02318)约1114.58万股，每股作价约54.96港元,智通财经
406,2021-11-09,中国平安获摩根大通增持1114.58万股,Wind
407,2021-11-09,【权益变动】中国平安(02318.HK)获摩根大通增持1114.5798万股,财华社
408,2021-11-09,数据复盘｜52股获主力加仓超亿元 北向资金撤离中国平安、贵州茅台等,证券时报网
409,2021-11-09,北向资金今日净流出21亿元 宁德时代获加仓超5亿元,第一财经
410,2021-11-09,北向资金净卖出21.16亿元 中国平安净卖出10.29亿元,新浪
411,2021-11-09,北向资金今日净卖出中国平安10.29亿元,e公司
412,2021-11-09,北向资金成交低迷连续3日净卖出，中国平安遭大幅净卖出超10亿元,Wind
413,2021-11-09,A股资金流向：“茅族”表现欠佳，成长股集体走强,Wind
414,2021-11-09,A股午盘综述：种业、军工、CRO强劲反弹，新能源板块冲高回落,Wind
415,2021-11-09,中国平安：今年以来已审慎的对华夏幸福的投资进行了计提,观点地产网
416,2021-11-09,A股融资融券日报：两融余额增加39.23亿元（11月8日）,Wind
417,2021-11-09,融资客减仓近百亿元，机构建议两手布局,Wind
418,2021-11-08,主动权益基金战胜沪深300指数的“三板斧”,雪球
419,2021-11-08,九成基金清仓跑路，保险股的寒冬何时能过去？,证券之星
420,2021-11-08,超预期爆单VS高退货率，旺季还有这一项隐藏风险千万不能忽略！,搜狐
421,2021-11-08,保险业2021三季报综述：供需错配致增长压力 需求广阔、打破供给驱动型增长模式是关键,新浪
422,2021-11-08,安信证券：给予中国平安买入评级，目标价位75.0元,证券之星
423,2021-11-08,【异动股】中国平安(02318.HK)涨3.24%,财华社
424,2021-11-08,A股融资融券日报：两融余额减少121.85亿元（11月5日）,Wind
425,2021-11-08,上市险企前三季净利1855亿下降7.1% 增提准备金压降利润寿险新单仍承压 盈利能力下降,长江商报
426,2021-11-07,【国君非银刘欣琦团队】我们继续推荐机构型券商的投资机会,欣琦看金融
427,2021-11-05,保险卖不动了？国寿、新华保险单季净利润腰斩 太保退保金暴增86％ 盈利能力下降,腾讯网
428,2021-11-05,中国平安(02318)11月5日斥4113.22万元回购82.5万股A股,智通财经
429,2021-11-05,中国平安(02318.HK)：今日回购82.5万股A股，耗资4113.2万元,金十数据
430,2021-11-05,北向资金结束连续6日净买入，隆基股份连续3日遭抛售累计净卖出超30亿,Wind
431,2021-11-05,中国平安(02318.HK)11月5日耗资4113.2万元回购82.5万股A股,格隆汇
432,2021-11-05,中国平安：11月5日购回但没有注销股份82.5万股,Wind
433,2021-11-05,给予投保人合同以外利益 中国平安产险常州中支被罚8万元,中国网
434,2021-11-05,中国平安再度回购A股股份 两月累计回购总额达34.49亿,和讯
435,2021-11-05,每日财报|中国平安再耗资1.03亿回购 华天科技拟募资51亿,每日财报
436,2021-11-05,跌跌不休的中国平安 可以布局了吗？丨价值三人行,第一财经
437,2021-11-05,保险行业2021年三季报综述：人力改革加速 投资表现稳健,新浪
438,2021-11-05,A股融资融券日报：两融余额增加33.85亿元（11月4日）,Wind
439,2021-11-04,五大上市险企三季报集体深调 平安前瞻布局改革得先机,搜狐
440,2021-11-04,中国银行保险监督管理委员会重庆监管局重庆市教育委员会关于规范发展学生平安保险的通知,和讯
441,2021-11-04,中国平安：今日回购支付1.03亿元,e公司
442,2021-11-04,中国平安11月4日耗资约1.03亿元回购约206.23万股,新浪
443,2021-11-04,中国平安：今日耗资约1.03亿元回购206.23万股A股股份,Wind
444,2021-11-04,中国平安：截至2021年11月2日，公司通过集中竞价交易方式已累计回购A股股份66494639股,每日经济新闻
445,2021-11-04,从茅台到宁王，公募重仓股突变，一个新时代开启？,Wind
446,2021-11-04,【上市险企三季报观察】投资端表现分化 负债端增速放缓,和讯
447,2021-11-04,A股融资融券日报：两融余额减少44.29亿元（11月3日）,Wind
448,2021-11-04,中国平安(02318.HK)获摩根大通增持1114.6万股,格隆汇
449,2021-11-03,合生创展再抛橄榄枝：“牵手”恒大失败后，“相中”奥园健康,凤凰网
450,2021-11-03,ATFX港股：中国平安筑底中，未来或一鸣惊人,金融界
