,2021-12-31,全年收益率超过50%，这4家券商金股组合赢了！2022年1月部分热门标的个股已现身,每日经济新闻
297,2021-10-30,大型券商继续领跑 中小券商业绩分化加剧 10家券商前三季度营收超200亿元，4家券商净利润超百亿元,上证报
298,2021-10-30,赚翻了！40家券商盈利排名来了,Wind
299,2021-10-29,【银华基金】交易日报 2021-10-29,新浪
300,2021-10-29,龙头券商三季报比拼：中金净利增逾50%，中信建投小幅下滑 盈利能力下降,澎湃新闻
301,2021-10-29,招商证券：百胜中国(YUMC.US)股价已反映负面因素，未来有望实现快速增长，维持“买入”评级,智通财经
302,2021-10-29,非银金融行业：加仓财富管理优势券商,广发证券
303,2021-10-29,中资券商股V型反弹 中信证券涨近3%招商证券涨近2%,新浪
304,2021-10-29,【行情】中资券商板块现V型反弹，中信证券涨2.5%，招商证券涨1.6%，中金公司涨1.5%,金十数据
305,2021-10-29,赚翻了！多家券商业绩出炉，中信证券单季狂揽200亿营收,证券之星
306,2021-10-29,175股获券商买入评级，恒力石化目标涨幅达226.03%,Wind
307,2021-10-29,同飞股份：招商证券、招商证券等4家机构于10月26日调研我司,证券之星
308,2021-10-29,22家上市券商业绩出炉！中信第三季狂揽200亿营收,Wind
309,2021-10-29,22家上市券商业绩出炉！中信第三季狂揽200亿营收，海通、广发也赚翻了,券商中国
310,2021-10-29,赚翻了！“一哥”暴赚176亿，9家营收超百亿！更有净利猛增超80%,中国基金报
311,2021-10-28,南财脱水研报｜食品饮料逆势走强，提价预期升温会否催化股价？,21经济网
312,2021-10-27,14家券商三季报：前三季都盈利，国盛金控增345.91%,澎湃新闻
313,2021-10-27,缺人！券商秋招大门敞开，重点需要这几方面人才,Wind
314,2021-10-27,三季报净利大增 伊戈尔股价八天六涨停,大众证券报
315,2021-10-27,东方证券给予招商证券增持评级：自营、直投双双表现靓丽，业绩保持稳健增长,每日经济新闻
316,2021-10-27,东方证券：给予招商证券增持评级，目标价位19.29元,证券之星
317,2021-10-27,"招商证券现1笔大宗交易 共成交1,491.15万元",新浪
318,2021-10-27,招商证券今日大宗交易成交87.10万股，成交价17.12元溢价0.0%,Wind
319,2021-10-27,招商证券助力防火类特种电缆行业领军企业久盛电气在A股成功上市,微信
320,2021-10-27,业绩略低于预期，资管+自营提供业绩支撑|招商证券（600999）2021年三季报业绩点评【华创非银】,华创非银
321,2021-10-26,【银华基金】交易日报 2021-10-26,新浪
322,2021-10-26,招商证券(06099.HK)完成兑付40亿元短期融资券,格隆汇
323,2021-10-26,北向资金再度净买入超8亿，连续9日抢筹宁德时代累计加仓超55亿,Wind
324,2021-10-26,招商证券第三季净利下降6% 发三季报股价跌2% 盈利能力下降,中国经济网
325,2021-10-26,招商证券：2021年度第十期短期融资券（债券通）兑付完成,Wind
326,2021-10-26,回撤小、创新高快，基民选基金可从这两大标准入手,金融界
327,2021-10-26,招商证券三季报：再融资主承销额意外“腰斩”，股权投资收入大涨七成,经济观察报
328,2021-10-26,美银证券：重申招商证券(06099)“买入”评级 目标价微升至16.7港元,智通财经
329,2021-10-26,前三季度招商证券营收增长21.67%，自营、经纪业务“双引擎”驱动,资本邦
330,2021-10-26,*瑞信升招商证券(06099)目标价6.9%至14.64港元 维持“跑赢大市”评级,和讯
331,2021-10-26,招商证券第三季度净利环比下降12% 盈利能力下降,阿尔法工场
332,2021-10-26,上市券商前三季度业绩前瞻：券商股价与业绩均现分化 争抢财富管理赛道 盈利能力下降,证券日报
333,2021-10-26,【中信建投 非银&金融科技】业绩符合预期，轻重资本业务全面发力 —— 招商证券2021年三季度业绩点评,中信建投非银金融研究
334,2021-10-25,招商证券第三季度实现净利润27.56亿元,上证报
335,2021-10-25,招商证券(600999)点评：符合预期 杠杆快速提升 投资量价齐增,新浪
336,2021-10-25,【晚间公告抢先看】双良节能子公司签订144.27亿元硅片采购合同、紫光国微第三季度净利润同比增105.87%,金融界
337,2021-10-25,发生了什么？又有千亿券商3季度净利润下滑 盈利能力下降,Wind
338,2021-10-25,首家头部券商三季报发布！招商证券自营+经纪高增长，信用等业务下滑，是何原因？ 盈利能力下降,财联社
339,2021-10-25,【港股通】招商证券(06099)前三季度净利润85.01亿元 同比增长16.92%,和讯
340,2021-10-25,招商证券(06099.HK)：前三季度净利升16.92%至85.01亿元,格隆汇
341,2021-10-25,晚间公告｜10月25日这些公告有看头,第一财经
342,2021-10-25,招商证券：2021年前三季度资产管理业务手续费净收入7.44亿元,零壹财经
343,2021-10-25,招商证券：前三季度净利润85.01亿元 同比增长16.92%,中证网
344,2021-10-25,图解招商证券三季报：第三季度单季净利润同比减6.18% 盈利能力下降,证券之星
345,2021-10-25,招商证券：前三季度净利润同比增长16.75%,Wind
346,2021-10-25,招商证券：第三季度净利润27.56亿元 同比下滑6.18% 盈利能力下降,e公司
347,2021-10-25,招商证券：第三季度净利润27.57亿元 同比下降6.18% 盈利能力下降,财联社
348,2021-10-25,招商证券：第三季度净利润27.56亿元，同比下降6.18% 盈利能力下降,Wind
349,2021-10-25,券商投行业务舆情观察：“IPO撤回”成高频词，提升执业能力有助于预防声誉风险,证券时报网
350,2021-10-25,港股中资券商股走高，东方证券涨超6%，广发证券涨超5%，中信证券、招商证券,新浪
351,2021-10-25,国家重磅出手，1.2万亿赛道彻底火了！,Wind
352,2021-10-23,当周金融热点回顾：北京证券交易所定位明晰，聚焦服务创新型中小企业；动力煤期货大跌，“翻倍基”能源化工ETF跌停；港股投资机会凸显，公募密集发行港股基金,和讯
353,2021-10-23,综合金融服务行业周报：保险投资端有所改善 负债端仍承压,光大证券
354,2021-10-23,方正证券新控股股东落定，投研部门员工出走受关注,Wind
355,2021-10-22,招商证券推出挂钩私募基金指数型FOF产品,上证报
356,2021-10-22,5家机构正式展业，深圳基金投顾新添生力军,南方网
357,2021-10-21,招商证券助力出入口控制与管理行业领军企业百胜智能成功在A股上市,微信
358,2021-10-21,招商证券股东权益变动完成 招融投资合计持有其44.17%股权,北京商报
359,2021-10-21,第二批基金投顾试点券商展业推进差异大，更多券商尚在场检“门外”，头部券商双证投顾人数优势更明显,财联社
360,2021-10-21,跨过百万投资门槛，小资金也可投私募，招商证券推首只挂钩私募基金指数型FOF，至少三个显性优势,财联社
361,2021-10-21,招商证券(06099)：招融投资持股增至44.17%,智通财经
362,2021-10-21,招商证券推出中国首只挂钩私募基金指数型FOF产品,中证网
363,2021-10-21,超900件投诉！深圳多家头部券商被监管通报纠纷投诉情况 金融监管处罚,上证报
364,2021-10-21,平安证券超招商证券 三季度在深圳投诉量居券商之首,中国经济网
365,2021-10-20,基金公司被投诉量大增近九成！深圳证监局通报最新投诉情况，3家券商及3家基金公司投诉量居前 其他违规处罚,财联社
366,2021-10-20,河北港口集团有限公司增持招商证券(06099)78万股，每股作价约12.48港元,智通财经
367,2021-10-20,招商证券获颁粤港澳大湾区内首批基金投顾业务牌照,中证网
368,2021-10-20,基金投顾大消息！又有五家巨头获准展业：中信证券、招商证券、国信证券、博时基金、招商基金,中国基金报
369,2021-10-20,【权益变动】招商证券(06099.HK)获河北港口集团增持78万股,财华社
370,2021-10-20,"湾区首批！招商证券""e招投""获批展业，超2000持证顾问待命，10年买方投顾经验护航",券商中国
371,2021-10-20,招商证券：招融投资持有的公司股份已由43.14%变更为44.17%,资本邦
372,2021-10-20,5家机构集体展业，深圳基金投顾再添新军,Wind
373,2021-10-20,5家机构集体展业 深圳基金投顾再添新军,全景网
374,2021-10-20,深圳证券基金业大动作！这5家机构集体展业，基金投顾添生力军！,Wind
375,2021-10-19,【IPO前哨】背靠国资，国内“双料唯一”疫苗，成大生物亮点抢先看！,财华社
376,2021-10-19,招商证券(06099)完成兑付2021年第九期短期融资券 共计40.23亿元,智通财经
377,2021-10-19,招商证券(06099.HK)完成兑付40亿元短期融资券(债券通),格隆汇
378,2021-10-19,招商证券(600999.SH)完成兑付2021年度第九期短期融资券(债券通),智通财经
379,2021-10-19,招商证券(06099.HK)获河北港口集团增持78万股,格隆汇
380,2021-10-18,用友网络跌3.33% 招商证券长江证券去年高点喊买,中国经济网
381,2021-10-18,招商证券今日大宗交易成交46万股，成交价17.49元溢价0.0%,Wind
382,2021-10-17,鸣石又发“转折信号”：8人凌晨联合声明，已妥善解决前期分歧，多个悬念待解，银行渠道或受冲击更大,财联社
383,2021-10-16,三季报有望延续高增长，券商股能否迎来“翻身”行情？,Wind
384,2021-10-15,招商证券回应鸣石产品处置：下周尽快安排临开赎回 免除或降低相关费用,新浪
385,2021-10-15,招商证券(06099)：附属公司招证国际拟为附属提供担保 大额借贷担保,智通财经
386,2021-10-15,鸣石已与监管沟通，预留100亿现金应对危机,Wind
387,2021-10-15,招商证券发布股东权益变动提示性公告,北京商报
388,2021-10-15,招商证券总裁辞职隐情 董监高成员变化,新浪
389,2021-10-15,招商证券：公司目前经营正常，没有应披露未披露事项,每日经济新闻
390,2021-10-15,百亿私募“内讧”，自曝违规！29家券商被拖下水,Wind
391,2021-10-14,中集集团：Morgan Stanley、招商证券等3家机构于9月29日调研我司,证券之星
392,2021-10-14,捷报！中海积极增利混合斩获五星基金明星奖,新浪
393,2021-10-14,券商营业部实力大比拼！中金成最强黑马，这家中小券商挤入前三,Wind
394,2021-10-14,股票交易龙虎榜百强营业部出炉，华泰、中信数量最多,Wind
395,2021-10-13,备战第二批基金投顾业务，试点券商紧锣密鼓各出心裁,Wind
396,2021-10-12,招商证券最新公告：完成兑付本息40.23亿元短期融资券(债券通),证券之星
397,2021-10-12,招商证券：完成兑付本息40.23亿元短期融资券(债券通),财联社
398,2021-10-12,招商证券：2021年度第八期短期融资券（债券通）兑付完成,Wind
399,2021-10-12,招商证券(06099.HK)完成兑付2021年第八期短期融资券,格隆汇
400,2021-10-12,券业从业人员数量重回34万+，中信、中金财富大举招人,Wind
401,2021-10-11,“终止审核”成IPO高频词，今年来51家券商209个项目终止审核，创业板占五成，是何原因导致高发 IPO融资异常,财联社
402,2021-10-11,招商证券：10月25日举行董事会会议，审议三季度业绩,Wind
403,2021-10-11,招商证券：董事会会议将于10月25日举行，以批准三季度业绩,Wind
404,2021-10-11,9月楼市告急，房地产真的步入寒冬期？,Wind
405,2021-10-10,券商财富管理转型提速：经纪人逐渐减少，投顾队伍不断壮大,Wind
406,2021-10-09,当周金融热点回顾：A股进入退市常态化时代，监管层将进一步完善规则；基金发行加速，前三季度数量逼近去年全年；国泰君安拟再出手18亿收购华安基金15%股权,和讯
407,2021-10-08,招商证券总裁辞职，年内9家券商换“帅”！公开招聘成主流，职业经理人吃香 董监高成员变化,证券之星
408,2021-10-08,龙软科技：招商证券、新思哲等5家机构于9月15日调研我司,证券之星
409,2021-10-08,招商证券人事再生变动，26年老兵辞任总裁，分管投行副总5月离职 董监高成员变化,第一财经
410,2021-10-08,智飞生物跌8.08% 招商证券平安证券八月底唱多,中国经济网
