,2021-12-31,晨光文具荣获2021雇主品牌创意大奖及αi优质职场卓越价值共创奖,美通社
279,2021-07-05,晨光文具：线下渠道称王，办公集采撑起4成营收，文创新业态连亏7年 亏损,搜狐
280,2021-07-05,65股获券商买入评级，恒力石化目标涨幅达73.36%,Wind
281,2021-07-05,【东吴晨报0705】【策略】【行业】电新【个股】太阳纸业、广大特材、晨光文具、东风股份、柏楚电子、华熙生物、迈为股份、天奈科技,东吴研究所
282,2021-07-04,【天风轻工】轻工周报：晨光文具、太阳纸业半年度业绩高增长，推荐关注敏华控股、浙江自然报告,轻工翔谈
283,2021-07-04,2021年中报业绩预告超预期个股,中信建投证券研究
284,2021-07-04,【东吴轻工张潇团队】*晨光文具*业绩预告点评：业绩超市场预期，淡季不淡增长势头良好,张潇的轻工消费洞察
285,2021-07-04,晨光文具(603899)：业绩好于预期 新业务羽翼渐丰,光大证券
286,2021-07-04,13股获买入评级 最新:百润股份,中财网
287,2021-07-04,晨光文具(603899)点评报告：中报预告略超预期 核心业务表现靓丽,新浪
288,2021-07-04,开源证券维持晨光文具买入评级，公司信息更新报告：业绩预告超出预期，新五年战略顺利起步,每日经济新闻
289,2021-07-03,西部利得新富混合净值下跌3.01%,新浪
290,2021-07-03,民生加银景气行业混合A净值下跌3.27%,新浪
291,2021-07-02,晨光文具(603899)2021年中报业绩预告点评：业绩超市场预期 淡季不淡增长势头良好,新浪
292,2021-07-02,东吴证券维持晨光文具买入评级，2021年中报业绩预告点评：业绩超市场预期，淡季不淡增长势头良好,每日经济新闻
293,2021-07-02,晨光文具(603899)：业绩预告好于预期 文具白马业绩持续稳健增长,新浪
294,2021-07-02,35股获机构买入型评级 晨光文具关注度最高,证券时报网
295,2021-07-02,开盘就“20cm”涨停，带动全板块涨幅第一！“茅指数”市值一日蒸发逾7200亿元 连续下跌,中证报
296,2021-07-02,晨光文具(603899)：Q2业绩超市场预期 中长期成长确定性无虞,新浪
297,2021-07-02,35股今日获机构买入评级7股上涨空间超20%,证券时报网
298,2021-07-02,【浙商轻工|史凡可/马莉】晨光文具：中报预告略超预期，核心业务表现靓丽,轻饮可乐
299,2021-07-02,安信证券维持晨光文具买入评级：线下渠道实现恢复，中标项目需求释放,每日经济新闻
300,2021-07-02,晨光文具(603899)2021年中期业绩预告点评：业绩符合预期 线上线下多点发力 产品力和管理水平不断提升,新浪
301,2021-07-02,晨光文具(603899)：21Q2延续靓丽表现 文创巨头行稳致远,新浪
302,2021-07-02,A股异动|晨光文具(603899.SH)涨逾4%半年度净利润预增31%-50%,格隆汇
303,2021-07-02,晨光文具(603899)：预告1H21净利同增31%-50% 强者愈强,新浪
304,2021-07-02,晨光文具：上半年扣非净利润同比预增42%到60%,中证网
305,2021-07-02,【天风轻工】晨光文具：预计21H1实现归母净利润6.1-7亿，同比+31%-50%,轻工翔谈
306,2021-07-02,中信证券：将晨光文具评级上调至买进，目标价100元。,新浪
307,2021-07-02,宁波兄弟的千亿之路：从小作坊到插座界“茅台”,36氪
308,2021-07-02,晨光文具：Q2维持快速增长势头，彰显文创巨头王者风范【华西轻工徐林锋团队】,轻工锋尚
309,2021-07-02,安信证券：晨光文具（603899.SH）线下渠道实现恢复，中标项目需求释放，维持“买入-A”评级,智通财经
310,2021-07-02,华西证券维持晨光文具买入评级：Q2维持快速增长势头，彰显文创巨头王者风范,每日经济新闻
311,2021-07-02,每日财报|传音控股上半年净利润预计同比增五成 中航机电净利增40%,搜狐
312,2021-07-02,晨光文具（603899）：业绩超预期，增长质量提升,中信证券研究
313,2021-07-02,财经早报：上半年房地产调控超234次 1只新股今日申购,新浪
314,2021-07-02,股海导航 7月2日沪深股市公告提示,新浪
315,2021-07-01,A股头条之上市公司7.2,金融界
316,2021-07-01,7月2日上市公司重要公告集锦：“两桶油”上半年业绩预告双双扭亏为盈,证券日报之声
317,2021-07-01,公告精选：“两桶油”上半年大幅扭亏；*ST天成明日复牌,e公司
318,2021-07-01,晚间重要公告2021年7月1日星期四,Wind
319,2021-07-01,【公告抢先看】晚间公告：亚玛顿与淮海基金签署战略合作协议 协助对接光伏建筑一体化项目客户,金融界
320,2021-07-01,晨光文具2021年上半年净利预增31%-35%,北京商报
321,2021-07-01,7月1日公牛集团、蔚来、紫金矿业等13家公司公告出现利好,证券之星
322,2021-07-01,7月1日上市公司晚间公告速递,新浪
323,2021-07-01,东吴证券：6月金股组合盈利15.52% 7月荐股名单出炉,新浪
324,2021-07-01,晨光文具(603899.SH)半年度扣非净利预增42%至60%,智通财经
325,2021-07-01,前瞻！晨光文具：预计2021年上半年净利润为6.10亿元到7.00亿元,每日经济新闻
326,2021-07-01,晨光文具(603899.SH)半年度净利润预增31%-50%,格隆汇
327,2021-07-01,晨光文具：上半年预计净利润同比增长31.0%~50.0%,Wind
328,2021-07-01,深度解读特许百强数据 数字化运营持续深入,钢企网
329,2021-07-01,【东吴晨报0701】【固收】【宏观】【个股】明微电子、晨光文具,东吴研究所
330,2021-06-30,一支晨光笔，大半青春梦,联商网
331,2021-06-30,15股获机构买入型评级 通富微电关注度最高,证券时报网
332,2021-06-30,45股今日获机构买入评级,证券时报网
333,2021-06-30,【东吴轻工张潇团队】*晨光文具*公司点评：再谈晨光长期价值，三十年沉淀核心竞争力,张潇的轻工消费洞察
334,2021-06-30,东吴证券：晨光文具（603899.SH）文具龙头精耕细作，成长空间广阔，首予“买入”评级,智通财经
335,2021-06-30,晨光文具(603899)：再谈晨光长期价值 三十年沉淀核心竞争力,新浪
336,2021-06-30,东吴证券给予晨光文具买入评级：再谈晨光长期价值，三十年沉淀核心竞争力,每日经济新闻
337,2021-06-29,轻工制造行业2021年中期投资策略：流光半夏 紧扣龙头精选成长,新浪
338,2021-06-29,消费升级“新风”劲：50平方米社区超市 惊现53家上市公司产品,证券日报
339,2021-06-28,超级品牌概念股近三日最受主力资金青睐,证券时报网
340,2021-06-28,6月28日主力资金净流出313亿元,证券时报网
341,2021-06-28,轻工制造周报：顾家家居高管增持；成人护理行业发展潜力大,华安证券
342,2021-06-28,轻工行业周报：从慕思申报看软体发展 持续强调新型烟草景气,新浪
343,2021-06-28,成长领涨市场 | 晨会&好声音,中信建投证券研究
344,2021-06-27,【浙商轻工|史凡可/马莉】周观点：从慕思申报看软体发展，持续强调新型烟草景气,轻饮可乐
345,2021-06-27,如何挖掘十倍牛股？其实就在你身边！客厅、厨房、化妆台、教室…真正投资的标的是公司，而非大市,券商中国
346,2021-06-25,【传媒互联网】深度研究：潮流玩具：行业百舸争流，龙头浪遏飞舟,新浪
347,2021-06-23,晨光文具(603899)：“一体两翼”稳步推进 文创龙头强者愈强,新浪
348,2021-06-22,轻工行业2021年度中期投资策略：行稳致远龙头精修内功 乘风破浪行业加速整合,新浪
349,2021-06-22,安全测试与服务平台漏洞盒子完成2亿人民币D轮融资,亿邦动力
350,2021-06-21,轻工制造行业周报：5月家具零售额同比增长12.6% 住宅市场全面回暖,新浪
351,2021-06-20,轻工制造行业周报：由“618”看电商渠道在家居品销售中重要性,新浪
352,2021-06-19,社会零售行业：家具、文娱、化妆品表现良好,财富动力网
353,2021-06-18,轻工制造行业2021年5月社零及地产数据点评：文化办公用品增长较快 住宅市场环比显着回暖,新浪
354,2021-06-17,5月社零数据跟踪点评：竣工显着改善，家具、文娱、化妆品表现良好【华西轻工徐林锋团队】,轻工锋尚
355,2021-06-17,【东吴轻工张潇团队】5月社零点评：家具持续向好，日用品延续稳健，核心推荐中顺洁柔,张潇的轻工消费洞察
356,2021-06-17,·轻工制造行业月报：竣工反弹 家居卖场景气高 皮革和海运价格高位运行,华安证券
357,2021-06-17,民生加银景气行业混合A净值下跌3.01%,新浪
358,2021-06-16,A股明日风口：中国电竞用户今年预计达4.25亿 加速出海将成必然选择,新浪
359,2021-06-16,轻工制造行业投资周报：板块回调 短期把握主题行情 中长期聚焦三大投资主线,新浪
360,2021-06-16,轻工制造行业：吹尽狂沙始到金 龙头崛起正当时,新浪
361,2021-06-16,轻工制造行业周报：5月家具出口数据靓丽 看好各版块细分龙头,新浪
362,2021-06-16,轻工制造2021年中期投资策略：龙头企业强者恒强 关注兼具安全边际和业绩弹性的二线企业,新浪
363,2021-06-15,造纸轻工周报：家居：长期看好头部企业份额提升；造纸：箱瓦纸进入提价周期 关注晨光文具、依依股份深度报告,新浪
364,2021-06-15,银河证券每日晨报,新浪
365,2021-06-15,山西证券--轻工制造行业周报：联名IP潮流活力迸发，618文创&家清用品亮点多多【行业研究】,金融界股吧
366,2021-06-15,【浙商轻工|史凡可/马莉】周专题：软体新锐陆续申报IPO，看好板块投资性机会,轻饮可乐
367,2021-06-10,晨光文具：按不良品绝对数量推定晨光质量不如日本进口笔，不客观,Wind
368,2021-06-08,六大券商周三看好的六大板块,证券之星
369,2021-06-08,文具概念股引关注 晨光文具营收净利双冠,北京商报
370,2021-06-08,高考日文具概念股也“PK”,北京商报
371,2021-06-07,高考进行中 文具概念股大比拼 齐心集团销售毛利率最低,北京商报
372,2021-06-07,轻工制造行业：造纸家居景气逐步抬升 龙头优势崛起正当时,新浪
373,2021-06-07,轻工行业周观点：浆跌累库致纸承压 家居龙头激励目标树稳增长预期 维持推荐行业细分龙头,新浪
374,2021-06-07,轻工制造行业周报：浆纸价格淡季承压 长期看木浆基本面仍有支撑,新浪
375,2021-06-06,【浙商轻工|史凡可/马莉】周观点：重视床垫黄金成长赛道，看好箱板提价,轻饮可乐
376,2021-06-06,热门大牛股频现减持，单周超4000亿解禁潮将至，三类公司压力山大 减持股份,Wind
377,2021-06-04,全年最大解禁潮来袭，三类股套现压力大,Wind
378,2021-06-03,晨光文具现1笔大宗交易 共成交249.34万元,新浪
379,2021-06-03,晨光文具今日大宗交易成交2.93万股，成交价85.1元溢价0.0%,Wind
380,2021-06-03,【早间资讯】2021-06-03,大通证券投教基地
381,2021-06-03,A股早报2021年6月3日星期四,Wind
382,2021-06-02,B2B二手交易平台采货侠完成4500万美元A轮融资,亿邦动力
383,2021-06-02,四角度把握全面放开三孩政策,大众证券报
384,2021-06-01,零售、轻工日化行业：三胎政策放开 三条主线掘金母婴经济,新浪
385,2021-06-01,“生”生不息、休“养”生息……放开三胎下的A股受益赛道全梳理,21世纪经济报道
386,2021-06-01,轻工制造行业周报：家居需求旺盛依旧 消费成长策略延续,新浪
387,2021-06-01,中金：掘金“母婴经济”有三大主线 推荐稳健医疗等个股,新浪
388,2021-05-31,晨光文具(603899)：精细化零售运营能力 打造文具领航品牌,新浪
389,2021-05-31,消费产业2021年下半年投资策略：新品类、新品牌、新渠道,新浪
390,2021-05-31,中信证券：下半年消费配置方面，建议基于长期视角优选短期景气较高的行业和公司,证券时报网
391,2021-05-31,成立一年即盈亏平衡，「姜歌机器人」专注仓储AMR机器人落地应用,期货日报
392,2021-05-31,轻工制造行业周报：原材料涨价持续 定制龙头抗冲击能力凸显,新浪
393,2021-05-31,消费｜新品类、新品牌、新渠道：2021年下半年投资策略,中信证券研究
394,2021-05-31,轻工行业6月投资策略：电子烟行业短期仍以政策落地为核心关切,新浪
395,2021-05-30,晨光文具(603899)深度报告系列一：线下渠道铸就护城河 文创巨头强者恒强,新浪
396,2021-05-29,下周491亿市值限售股解禁，环比增加42.97% 解禁,Wind
397,2021-05-28,晨光文具(603899.SH)：201.04万股限制性股票将于6月3日起上市流通,智通财经
398,2021-05-28,晨光文具(603899.SH)：201.038万股限制性股票6月3日解锁,格隆汇
399,2021-05-28,晨光文具：约201.04万股限售股6月3日解禁，占比0.22% 解禁,每日经济新闻
400,2021-05-28,轻工制造行业：强者愈强 厚积薄发正当时,新浪
401,2021-05-27,轻工制造专题研究：疫情冲击渐退去 家居消费增长修复,新浪
