,2021-12-31,科技驱动品牌突破 米蓓尔年终斩获三项大奖,美通社
298,2021-10-18,华熙生物润百颜次抛升级，用科技证明国货实力,凤凰网
299,2021-10-18,鲁商发展(600223)：化妆品业务高歌猛进 加速构建大健康生态,新浪
300,2021-10-18,资本动态｜市值蒸发56亿！华熙生物“双十一”前营销“滑铁卢”股价收跌6.35%！,财经网
301,2021-10-18,华熙生物出格营销“翻车”背后，玻尿酸行业内卷加剧,第一财经
302,2021-10-18,今年股基冠军还得看他,每日经济新闻
303,2021-10-18,华熙生物：以洞察力把握市场脉搏，以科技力助推产业升级,凤凰网
304,2021-10-18,A股资金流向（10月18日）：双重“利空”来袭，大消费不敌新能源让出“C位”,Wind
305,2021-10-18,双十一前夕，华熙生物为何连夜“作死”？,格隆汇
306,2021-10-18,润百颜“网红带货”变“网黑”华熙生物股价大跌,中国经济网
307,2021-10-18,A股异动丨医美股下挫 华熙生物营销内容遭质疑,格隆汇
308,2021-10-18,发生了什么？5万亿赛道突然大跌：茅台跌6%！,Wind
309,2021-10-18,网红代言又翻车，知名品牌道歉！,新浪
310,2021-10-18,双十一前翻车！华熙生物旗下润百颜惹众怒 玻尿酸护肤品的生意也不好做,财联社
311,2021-10-18,医药生物行业周报：国家将深入推广福建省三明市医改经验,新浪
312,2021-10-18,化妆品行业：双十一在即 平台、品牌多维竞争,新浪
313,2021-10-18,休闲服务行业深度报告：国货彩妆占据GMV前三甲 “双十一”预热升温,华安证券
314,2021-10-18,医药生物行业：创新药国谈价格前瞻分析,新浪
315,2021-10-17,快讯 | 华熙生物旗下玻尿酸品牌润百颜就争议营销内容致歉,财经网
316,2021-10-17,华熙生物润百颜就争议营销内容致歉，宣布暂停微博达人商务合作,北京商报
317,2021-10-17,“土狗变水狗”？ 华熙生物旗下润百颜就争议营销内容致歉,TechWeb
318,2021-10-17,华熙生物道歉声明：强化营销合作监管流程 暂停达人商务合作,凤凰网
319,2021-10-16,社服医美2021年三季报前瞻：疫情冲击三季度业绩 龙头韧性不改,新浪
320,2021-10-15,A股资金流向（10月15日）：“锂光芯”全线上扬，医疗龙头闪崩频现,Wind
321,2021-10-15,华熙生物跌5.4% 西部证券安信证券高点喊买,乐居财经
322,2021-10-14,生于创新 盛于应用——华熙生物UltraHA? 透明质酸钠再获业界赞赏,凤凰网
323,2021-10-14,A股资金流向（10月14日）：主线之争！新能源KO消费暂时领先,Wind
324,2021-10-14,【行情】医美概念午后持续低迷，漱玉平民跌超10%，爱尔眼科、澳洋健康、华熙生物跟跌,金十数据
325,2021-10-14,资金狂涌！首只百亿医疗ETF诞生，什么信号？,Wind
326,2021-10-13,【国元商社】化妆品行业 2021 年 9月数据跟踪：淘系承压，淘内珀莱雅表现亮眼,典评文娱
327,2021-10-13,医美股暴力反弹，朗姿股份熬过冬天了吗？,证券之星
328,2021-10-13,科技力重塑牙龈活力——华熙生物助力高露洁“刷”出新意,凤凰网
329,2021-10-13,A股资金流向（10月13日）：“茅宁”归来，消费、新能源板块携手回暖,Wind
330,2021-10-13,医美再度集体飙升，医疗ETF半日吸金超1.1亿元,Wind
331,2021-10-13,"医美产业链全景图：传统企业快速切入中游市场、互联网巨头布局""获客平台""",零壹财经
332,2021-10-13,美妆｜淡季实淡，短看双十一，长看第二增长曲线,中信证券研究
333,2021-10-12,2021年9月化妆品行业数据点评：淘系回落 新平台分流加速,新浪
334,2021-10-12,化妆品政策点评：“线上净网线下清源”、儿童化妆品等政策接连推出 维持推荐规范化发展的优质品牌商,新浪
335,2021-10-12,细数入手「润百颜第3代玻尿酸水润次抛精华」的三大理由？,凤凰网
336,2021-10-12,权重爱美客、迈瑞医疗、英科医疗走强，医疗器械ETF（159883）逆市拉升2.37％领涨A股ETF！,资本邦
337,2021-10-12,医美概念拉升走高 奥园美谷、爱美客等大涨,证券时报网
338,2021-10-12,资金流向分析,新浪
339,2021-10-11,华熙生物：目前公司各业务板块的生产经营有序进行中，主要生产基地暂未受到限电政策的影响,每日经济新闻
340,2021-10-11,华熙生物跌5.94% 西部证券安信证券高点喊买,中国经济网
341,2021-10-11,可选消费行业专题研究：淘系承压、D-BEAUTY崛起,新浪
342,2021-10-11,卓胜微、金山办公、华熙生物跌超4%，科创创业ETF（588360）跌逾1%,资本邦
343,2021-10-11,医美概念走弱抗疫板块坚挺，医疗ETF（512170）盘中净申购资金超3.1亿元,Wind
344,2021-10-11,商业贸易行业周报：首部儿童化妆品监管法落地 华熙生物旗下润百颜开始打造单品牌店,华福证券有限责任公司
345,2021-10-11,精酿啤酒，产品第一、渠道第一还是品牌第一？,品途商业评论
346,2021-10-11,半年时间，拍摄8省市10个案例，我们见到了这样的智能中国,品途商业评论
347,2021-10-09,纺织服装行业9月第四周周报：朗姿股份拟投3亿元设立医美并购基金 加速业务布局,新浪
348,2021-10-08,润百颜玻尿酸次抛精华第三代问世，“微纳米时代”实现外补+内生玻尿酸,凤凰网
349,2021-10-08,华熙生物10月8日大宗交易成交699.64万元,证券时报网
350,2021-10-08,华熙生物现1笔大宗交易 共成交699.64万元,新浪
351,2021-10-08,新消费下半场：有人“破圈”，有人困在流量里,凤凰网
352,2021-10-07,美容护理月报(21年9月)：9月淘系美妆仍延续下滑趋势外资品牌发力抖音,新浪
353,2021-10-03,2025年“毛孩子”市场规模将近6500亿元，哪些A股公司有份？,上证报
354,2021-10-03,2025年“毛孩子”市场规模将近6500亿元，哪些A股公司有份？,Wind
355,2021-09-30,华熙生物今日大宗交易成交1.70万股，成交价165.61元折价10.88%,Wind
356,2021-09-30,华熙生物现1笔大宗交易 共成交281.54万元,新浪
357,2021-09-30,透明质酸行业深度：颜值经济景气持续 多元化助力行业增长,新浪
358,2021-09-30,崛起的新国货 “进击”的润百颜,凤凰网
359,2021-09-29,华熙生物现2笔大宗交易 共成交612.42万元,新浪
360,2021-09-29,新赛道，新前景，华熙生物润月雅加码布局新赛道，助力CS破局新生,凤凰网
361,2021-09-29,华熙生物今日大宗交易成交3.70万股，成交价165.52元折价9.9%,Wind
362,2021-09-29,润百颜推出第3代玻尿酸水润次抛精华 玻尿酸护肤进入“微纳米时代”,金融界
363,2021-09-29,瞰鉴鲁股：板块总市值一周缩水千亿，前十强半数排名变动,每日经济新闻
364,2021-09-29,解盘：资源股普跌，鸡猪肉、生物育种、白酒、饲料飘红,Wind
365,2021-09-29,背靠华熙生物 润百颜如何跑通功能性护肤赛道？,亿邦动力
366,2021-09-29,纺织服装行业周报：8月社零受疫情冲击增速下滑 静等旺季修复,新浪
367,2021-09-29,消费股国庆节后上涨概率超七成！但需注意这个关键点,Wind
368,2021-09-28,科技助透明质酸应用升级，华熙生物蓄势发力医美板块,投资家
369,2021-09-28,华熙生物跌3.79% 西部证券安信证券高点喊买,中国经济网
370,2021-09-28,A股资金流向（9月28日）：绿电龙头重回“C位”,Wind
371,2021-09-28,山东区域股市周报：板块总市值跌1045亿 联泓新科大跌17.44%排第一,每日经济新闻
372,2021-09-27,“一张医美面膜”年赚6亿，研发仅2人，敷尔佳的IPO这么顺利？,中国经济周刊
373,2021-09-27,A股资金流向（9月27日）：冰火洗礼！白酒暴涨对冲周期股批量跌停,Wind
374,2021-09-27,被误解的「智商税」，如何释放千亿潜力？,36氪
375,2021-09-27,新消费下半场：有人“破圈”，有人困在流量里,投资界
376,2021-09-26,国货发展高峰论坛：八家国牌标杆共同揭秘国牌崛起方法,每日经济新闻
377,2021-09-26,医药生物行业：海外新冠治疗药物有望Q4陆续获批 重点推荐相关CDMO标的,新浪
378,2021-09-26,中国女人，又撑起了一个千亿市场 | 医美产业链深度剖析,火石创造
379,2021-09-26,医药生物行业资金流入榜：6股净流入资金超亿元,证券之星
380,2021-09-24,华熙生物现1笔大宗交易 共成交848.20万元,新浪
381,2021-09-24,华熙生物今日大宗交易成交5万股，成交价169.64元折价10.33%,Wind
382,2021-09-24,A股资金流向（9月24日）：资金连续三日大幅出逃资源股,Wind
383,2021-09-24,化妆品板块2021年四季度投资策略：以成长化解估值 以跨越打破瓶颈,新浪
384,2021-09-24,和讯SGI公司|医美板块迎转机？医美概念股大幅冲高，强监管下爱美客、华熙生物、昊海生科成长性改变了吗？,和讯
385,2021-09-24,国产护肤品牌如何“向高”突破？华熙生物赵燕：产品力是立得住的根本,每日经济新闻
386,2021-09-24,阳光电源、芒果超媒、华熙生物涨超6%，科创创业ETF（588360）涨超1%,资本邦
387,2021-09-24,医美概念股拉升走高，奥园美谷涨停，华熙生物等大涨,证券时报网
388,2021-09-24,茅台突然大涨，4000亿酱茅拉涨停！煤炭股却崩了,Wind
389,2021-09-24,解盘：大消费强势，食品加工、乳业、医美、白酒领涨,Wind
390,2021-09-24,【行情】医美板块大幅冲高，奥园美谷拉升封板，贝泰妮、华熙生物、昊海生科、国际医学、爱美客等大幅冲高,金十数据
391,2021-09-24,中信证券：化妆品行业长期成长无虞，中短期增速放缓,Wind
392,2021-09-23,A股共发生197宗大宗交易成交43.29亿元（9月23日）,Wind
393,2021-09-23,"华熙生物现2笔大宗交易 共成交1,679.04万元",新浪
394,2021-09-23,华熙生物今日大宗交易成交10.70万股，成交价156.92元折价11.65%,Wind
395,2021-09-22,医药生物行业周报：把握景气度持续向上板块和个股估值修复机会,新浪
396,2021-09-22,A股早报2021年9月22日星期三,Wind
397,2021-09-22,22股获券商买入评级，紫光股份目标涨幅达75.47%,Wind
398,2021-09-21,化妆品行业：行业淡季龙头仍向好 抖音持续高增,新浪
399,2021-09-19,华熙生物深度研究 | 中信建投医美,中信建投证券研究
400,2021-09-17,探索财富密码｜玻尿酸X号玩家高调入局食品业，华熙生物的成长天花板在哪？,财经网
401,2021-09-17,医疗器械行业：胶原新生 遇见未来,华安证券
402,2021-09-17,华熙生物今日大宗交易成交114万股，成交价150.99元折价11.7%,Wind
403,2021-09-17,A股资金流向（9月17日）：消费、资源跷跷板效应显著,Wind
404,2021-09-17,华熙生物(688363)：品牌矩阵贯穿医护两端 三地产能实现四轮驱动,新浪
405,2021-09-17,珀莱雅(603605)深度报告：主品牌升级 新渠道助力 多品牌可期,新浪
406,2021-09-16,华熙生物今日大宗交易成交82万股，成交价150.75元折价10.14%,Wind
407,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
408,2021-09-16,商业贸易行业：医美化妆品21H1表现持续靓丽 行业变革孕育新机遇,新浪
409,2021-09-15,A股资金流向（9月15日）：“打地鼠”行情愈演愈烈，新能源“王位”难以撼动,Wind
410,2021-09-15,中顺洁柔：华熙生物与中顺洁柔开展生物技术层面合作并推出相关产品，推广透明质酸等生物活性物与纸品等产品在大消费品领域的应用,每日经济新闻
411,2021-09-14,纺织服装行业9月第二周周报：服装出口持续向好 纺织品因高基数下滑,新浪
412,2021-09-14,华熙生物今日大宗交易成交1.30万股，成交价174.96元溢价0.0%,Wind
413,2021-09-14,医药生物行业双周报：医药行业长坡厚雪 仍为投资主线,新浪
414,2021-09-14,商业贸易行业2021中报总结：行业持续复苏 必选、可选分化加大,新浪
415,2021-09-13,社会服务行业周报：多地再发消费券 助力秋冬文旅市场复苏,新浪
416,2021-09-13,商业贸易行业周报：社交电商繁荣 流量逐步去中心化 推动零售业线上渠道进一步变革,华福证券有限责任公司
417,2021-09-13,商者无域，跨界融合 科伦医贸&华熙生物达成战略合作,凤凰网
418,2021-09-13,商业贸易行业周报：8月国货化妆品龙头线上表现优异,新浪
419,2021-09-11,华熙生物(688363)：功能性护肤品爆发增长 医美业务战略升级,华安证券
420,2021-09-10,商业贸易行业8月美妆珠宝电商数据跟踪报告：上海家化、丸美股份旗下品牌表现亮眼 珠宝内资和港资品牌高速增长,新浪
421,2021-09-10,华熙生物：贝莱德基金、淡马锡等34家机构于8月31日调研我司,证券之星
422,2021-09-10,华熙生物今日大宗交易成交4万股，成交价156.6元折价10.61%,Wind
423,2021-09-10,A股资金流向（9月10日）：金融、消费成为中流砥柱，资金回流半导体行业,Wind
424,2021-09-10,华熙生物·润致亮相2021美沃斯国际医学美容大会,凤凰网
