,2021-12-31,中国CXO行业跟踪报告,周观宇论
303,2021-09-10,信达证券发布康龙化成研报，公司点评报告：主营业务强劲增长，四大板块协同推进长远 发展,每日经济新闻
304,2021-09-10,医药生物行业：风物长宜放眼量,新浪
305,2021-09-09,康龙化成(03759.HK)出资参与的私募股权投资基金完成备案登记,格隆汇
306,2021-09-08,医药生物行业2021年中报总结：创新投入力度持续增强 CXO、消费医疗和生物制品增长更快,广发证券
307,2021-09-08,科创50跌幅扩大至1%，创业板指翻绿,Wind
308,2021-09-07,医药子板块全线走高，核心资产现企稳迹象,Wind
309,2021-09-06,A股收盘综述：市场演绎高低切换，创业板指大涨4%、超跌龙头普遍回暖,Wind
310,2021-09-06,【异动股】康龙化成(03759.HK)涨3.37%,财华社
311,2021-09-03,港股盘前必读：阿里巴巴将投入1000亿元助力共同富裕,Wind
312,2021-09-02,医药行业2021年9月投资策略暨中报总结：政策预期基线变化中消化估值,新浪
313,2021-09-02,医疗服务行业周报：公立医院薪酬制度改革大幕拉开 不合理医疗费用将持续压缩,新浪
314,2021-09-02,【异动股】康龙化成(03759.HK)跌3.1%,财华社
315,2021-09-02,瑞银：予康龙化成(03759)“买入”评级 目标价升6.1%至240港元,智通财经
316,2021-09-02,瑞银：上调康龙化成目标价至240港元，评级买入,Wind
317,2021-09-01,东吴证券维持康龙化成买入评级：业绩符合我们预期，一体化平台优势+新业务拓展持续推进,每日经济新闻
318,2021-09-01,医药生物行业周报：医美行业强化监管 安徽省IVD集采结果公布,新浪
319,2021-09-01,医药与健康护理行业月报：智飞生物新冠疫苗III期数据优异 对变异株仍然有效,新浪
320,2021-08-31,康龙化成2021年中报点评：业绩符合我们预期，一体化平台优势+新业务拓展持续推进！【东吴医药朱国广团队】,国广有话说
321,2021-08-31,国盛证券维持康龙化成买入评级：主营增长强劲，服务边界持续拓宽值得期待,每日经济新闻
322,2021-08-31,康龙化成：高盛证券、海通证券等12家机构于8月30日调研我司,证券之星
323,2021-08-31,华金证券维持康龙化成增持评级：实验室龙头逐渐向全产业链延伸，大小分子和CGT有序扩产,每日经济新闻
324,2021-08-31,中泰证券维持康龙化成买入评级：主业持续亮眼，四大板块助力多疗法、一体化平台长期成长,每日经济新闻
325,2021-08-31,康龙化成(300759)：主营业务保持强劲增长 期待产能有序推进,新浪
326,2021-08-31,医疗健康行业动态：医药板块中报业绩稳健;长期看好产业升级和国际化,新浪
327,2021-08-31,康龙化成(300759)2021中报点评：收入端延续较快增长 大分子和CGT平台渐成型,新浪
328,2021-08-31,康龙化成(300759)：成熟业务持续高增长 新型业务成长空间大,西南证券
329,2021-08-30,细胞基因治疗2021Q2跟踪：行业风口正盛 看好产业链上游及CDMO企业发展,新浪
330,2021-08-30,康龙化成(300759)2021年中报点评：21H1业绩符合预期 一站式协同效应初见成效,光大证券
331,2021-08-30,康龙化成2021年上半年实现净利润5.47亿元，同比增长17.28%,经济观察网
332,2021-08-30,【异动股】康龙化成(03759.HK)涨4.22%,财华社
333,2021-08-30,康龙化成(03759.HK)中期股东溢利增长17.9%至人民币5.65亿元,财华社
334,2021-08-29,晚间重要公告2021年8月29日星期日,Wind
335,2021-08-29,康龙化成(03759)中期股东应占利润同比增长17.93%至5.65亿元,智通财经
336,2021-08-29,康龙化成：中期盈利5.65亿人民币，同比增长17.93%,Wind
337,2021-08-29,康龙化成(300759.SZ)：上半年净利增17.93%至5.65亿元,格隆汇
338,2021-08-29,康龙化成：2021年半年度净利润约5.65亿元，同比增加17.93%,每日经济新闻
339,2021-08-29,康龙化成：上半年净利润同比增长17.93%,Wind
340,2021-08-26,【3759】康龙化成半年多赚17.9% 不派息 | 头条金融网,头条日报
341,2021-08-25,康龙化成(03759.HK)：北京多泰和龙泰康质押合计1010万股公司股份,格隆汇
342,2021-08-25,康龙化成(03759)：股东质押公司1010万股及1885.5万股解除质押,智通财经
343,2021-08-24,药明康德的豪横，你不懂,格隆汇
344,2021-08-24,北向资金买兴增强加仓超53亿元，隆基股份获大幅净买入超13亿元,Wind
345,2021-08-24,"""电信诈骗""刷屏，300万股民傻眼了，两天户均亏3万",Wind
346,2021-08-24,A股收盘综述：消费白马显著回暖，大市值券商表现抢眼,Wind
347,2021-08-24,【异动股】康龙化成(03759.HK)涨4.57%,财华社
348,2021-08-24,A股午盘综述：白酒、券商助推指数，军工股集体回调,Wind
349,2021-08-24,创业板“焕新”已入佳境，七大维度全面解读,Wind
350,2021-08-23,BlackRock减持康龙化成(03759)73.63万股，每股作价约164.54港元 减持股份,智通财经
351,2021-08-23,【异动股】康龙化成(03759.HK)涨4.64%,财华社
352,2021-08-20,医药配白酒，抱头哭一宿！“消费一哥”今天也栽了,Wind
353,2021-08-20,【权益变动】康龙化成(03759.HK)被贝莱德减持73.63万股 减持股份,财华社
354,2021-08-20,【行情】港股医药外包概念集体下挫，昭衍新药跌超13%，金斯瑞生物科技跌11.1%，药明生物跌10.11%，药明康德跌7.1%，康龙化成跌4.85%,金十数据
355,2021-08-20,【异动股】康龙化成(03759.HK)跌3%,财华社
356,2021-08-20,医药龙头大幅下挫，恒瑞医药逼近跌停,Wind
357,2021-08-18,北向资金稳步加仓3日净买入超111亿，持续扫货大金融龙头股,Wind
358,2021-08-18,8只双创联接基金正在发行，双创基金有望迎来增量资金,Wind
359,2021-08-18,The Capital Group Companies Inc.增持康龙化成股份约72.77万股,每日经济新闻
360,2021-08-18,34股获北向资金加仓超亿元,证券之星
361,2021-08-18,医药外包板块业绩起飞、股价下沉：戳破泡沫，行业高估值的支撑点在哪？,ZAKER
362,2021-08-18,多家CXO头部公司业绩超预期，细胞基因治疗带富CDMO“卖水人”,Wind
363,2021-08-17,美国资本集团增持康龙化成(03759)72.77万股，每股作价约171.75港元,智通财经
364,2021-08-17,【权益变动】康龙化成(03759.HK)获美国资本集团增持72.77万股,财华社
365,2021-08-17,突然崩了，3800家公司下跌！究竟发生了什么？,Wind
366,2021-08-17,恒指收跌1.66%录得四连跌，大型科技股拖累指数,Wind
367,2021-08-17,A股收盘综述：指数午后单边下挫，申万行业全军覆没,Wind
368,2021-08-17,CRO概念股全线重挫 药明生物及康龙化成均跌近9%,新浪
369,2021-08-17,港股异动 | CRO概念股全线重挫 药明生物(02269)盘中跌超10% 康龙化成(03759)跌超8%,智通财经
370,2021-08-17,医药制造板块今日跌幅达2%，五家药企跌超7%,制药网
371,2021-08-17,港股医药股加速下跌，恒生医疗保健业指数跌近5%,Wind
372,2021-08-17,【异动股】康龙化成(03759.HK)跌5.91%,财华社
373,2021-08-17,快讯：CRO板块午后持续下挫 康龙化成跌超8%,新浪
374,2021-08-17,【异动股】CRO板块下挫，康龙化成(300759.CN)跌8.65%,财华社
375,2021-08-17,【行情】港股医药外包概念股继续走低，昭衍新药跌7.6%，药明康德与药明生物跌近6%，康龙化成跌4.6%,金十数据
376,2021-08-17,医疗ETF放量跌逾2%，买盘强势溢价持续拉升,Wind
377,2021-08-17,JPMorgan Chase & Co.增持康龙化成股份约8.57万股,每日经济新闻
378,2021-08-16,【异动股】康龙化成(03759.HK)跌4.6%,财华社
379,2021-08-16,医药生物行业周报：医疗服务三问三答 何时会出现板块性机会？,新浪
380,2021-08-16,【行情】港股生物技术板块与药品股午后震荡走低，康龙化成跌超5%，昭衍新药与百济神州跌超3.4%，药明康德跌2.56%，康希诺生物跌2.22%,金十数据
381,2021-08-13,康龙化成：董事会会议将于8月27日举行，以审议中期业绩,Wind
382,2021-08-13,【异动股】康龙化成(03759.HK)涨3.05%,财华社
383,2021-08-13,康龙化成(300759.SZ)实控人楼小强质押30万股,智通财经
384,2021-08-13,【行情】港股医药外包概念股走强，康龙化成涨近4%，金斯瑞生物科技涨3.3%，药明生物涨2.25%,金十数据
385,2021-08-12,康龙化成(03759.HK)投资康君仲元基金 初始认缴出资2.6亿元,格隆汇
386,2021-08-12,北向资金交投趋谨慎全天净卖出不足2亿，贵州茅台连续11日遭抛售,Wind
387,2021-08-12,财信证券医药生物行业2021年8月月度报告：坚守高景气，关注高性价比个股,财信证券研究
388,2021-08-11,医药行业周报：如何看待生物试剂未来空间？,新浪
389,2021-08-11,康龙化成(03759.HK)遭摩根大通减持22.6万股 减持股份,格隆汇
390,2021-08-10,小摩减持康龙化成(03759)约22.6万股，每股作价约183.62港元 减持股份,智通财经
391,2021-08-10,贝莱德减持康龙化成(03759)18.89万股，每股作价约177.4港元 减持股份,智通财经
392,2021-08-10,【权益变动】康龙化成(03759.HK)被贝莱德减持18.89万股 减持股份,财华社
393,2021-08-10,康龙化成：疫情对公司的经营无重大的不利影响,Wind
394,2021-08-08,中泰医药行业周报：疫情、中报成为当前催化 把握医药行业投资窗口,新浪
395,2021-08-06,【异动股】康龙化成(03759.HK)跌3.75%,财华社
396,2021-08-06,疫苗医药股突然崩了！多只千亿巨头大跌,Wind
397,2021-08-06,CXO概念午前跌幅扩大，药明康德跌超8%,Wind
398,2021-08-05,三大指数午后全线翻红，CXO发力康龙化成大涨7%再创历史新高,资本邦
399,2021-08-05,A股三大指数午后全线翻红，锂电产业链集体回暖,Wind
400,2021-08-04,凯莱英市值过千亿，康龙年内翻倍，泰格仅涨1%，CXO产业会迎来周期到顶吗？,新浪医药
401,2021-08-03,【异动股】康龙化成(03759.HK)涨3.31%,财华社
402,2021-08-02,国泰君安医药行业2021年8月投资策略：聚焦成长性 寻找向上变化的个股,新浪
403,2021-07-31,医药行业周报：器械政策频出 创新引领未来,新浪
404,2021-07-31,医药生物行业周报：国内部分地区疫情反复 关注疫苗及新冠检测板块,新浪
405,2021-07-30,【行情】港股CRO概念板块午后集体下挫，药明生物跌6.5%，泰格医药跌5.8%，康龙化成跌5.2%，药明康德跌4.2% 连续下跌,金十数据
406,2021-07-29,A股探低回升创业板指率先反弹，北向资金净买入超80亿元,Wind
407,2021-07-28,北向资金今日净买入80.53亿元，东方雨虹获净买入近12亿元,Wind
408,2021-07-28,黄金赛道CXO|凯莱英：小分子CDMO龙头，欲再闯港股市场,财华社
409,2021-07-28,【行情】港股医药外包概念板块表现强势，金斯瑞生物科技、药明康德、药明生物、康龙化成均涨超10%，泰格医药涨4.4%,金十数据
410,2021-07-28,医药股午后崛起，三季度有望迎来业绩拐点，三条主线布局,第一财经
411,2021-07-28,解盘：盘面再陷低迷，钠离子电池、三胎、宁组合略涨,Wind
412,2021-07-28,【异动股】康龙化成(03759.HK)涨7.31%,财华社
413,2021-07-28,快讯：CRO板块明显回暖 康龙化成涨超7%,新浪
414,2021-07-28,券商资管明星基金重仓“押宝”，后市准备加码制造业,Wind
415,2021-07-28,北向资金动向盘点：净卖不过才40亿，抛压为什么那么大,Wind
416,2021-07-28,康龙化成(03759.HK)投资君联惠康基金助投资早期和成长期医疗健康项目,财华社
417,2021-07-27,康龙化成(03759)拟出资6800万元参设北京君联惠康股权投资合伙企业,智通财经
418,2021-07-27,康龙化成(03759)授出77.42万股第二类限制性股票,智通财经
419,2021-07-27,康龙化成：拟6800万元参与私募基金君联惠康,财联社
420,2021-07-27,康龙化成(300759.SZ)：向204名激励对象授予77.42万股限制性股票,格隆汇
421,2021-07-27,康龙化成(300759.SZ)拟6800万元参投君联惠康以投资医疗健康领域,智通财经
422,2021-07-27,成功避险？葛兰、赵诣等“顶流”基金经理或已调仓,Wind
423,2021-07-27,康龙化成(300759.SZ)授出77.42万股限制性股票 授予价为70.17元/股,智通财经
424,2021-07-27,行业观察|医药外包止跌回升背后：头部大企业绩纷纷高增CXO行业未来预期到底如何？,财联社
425,2021-07-27,"康龙化成现1笔大宗交易 共成交1,098.49万元",新浪
426,2021-07-27,康龙化成今日大宗交易成交5.89万股，成交价186.5元溢价0.0%,Wind
427,2021-07-27,黄金赛道CXO|泰格医药：国内临床CRO王者，亦是“投资大佬”？,财华社
428,2021-07-27,康龙化成：绍兴工厂预计下半年交付200立方米，余下400立方米明年完成并交付使用,Wind
429,2021-07-27,康龙化成：杭州湾第二园区一期工程及绍兴工厂一期工程目前尚在建设中,Wind
430,2021-07-27,CRO概念持续拉升，昭衍新药涨停，博腾股份、凯莱英、康龙化成跟涨。,新浪
431,2021-07-27,医药周报：板块震荡 精选赛道良好、中长期估值消化确定性强的核心资产,新浪
432,2021-07-26,“宁组合”受追捧，如何搭建“宁FOF”？,养基司令
433,2021-07-25,医药基金二季报解读,雪球
434,2021-07-25,JPMorgan Chase & Co.减持康龙化成股份约23.34万股 减持股份,每日经济新闻
435,2021-07-24,大家聊聊医药基金二季报吧,雪球
436,2021-07-24,2021年中国CRO行业市场分析,汇聚南药
437,2021-07-23,小摩减持康龙化成(03759)约23.34万股，每股作价173.834港元 减持股份,智通财经
438,2021-07-23,【权益变动】康龙化成(03759.HK)被摩根大通减持23.3435万股 减持股份,财华社
439,2021-07-23,13家医药生物公司获机构频繁调研,制药网
440,2021-07-23,【异动股】CRO板块下挫，皓元医药(688131.CN)跌9.31%,财华社
441,2021-07-23,【行情】CRO概念午后持续走弱，皓元医药跌超9%，美迪西、凯莱英、康龙化成、阳光诺和跟跌,金十数据
