,2021-12-29,北向资金年末交投持续低迷净买入逾6亿元，连续4日加仓宁德时代累计扫货超20亿,Wind
298,2021-04-27,彻底炸了！蚂蚁基金去年猛收60亿，天天狂卖1.3万亿！天弘大赚26.44亿，仅次于易方达！,中国基金报
299,2021-04-26,天弘基金去年净利润26.44亿元，余额宝最新规模已跌破万亿,每日经济新闻
300,2021-04-26,天弘基金2020年实现净利润26.44亿元,中证网
301,2021-04-26,快讯 | 天弘基金2020年净利润26.44亿元，余额宝规模2021年一季度末跌破万亿,每日经济新闻
302,2021-04-26,天弘基金去年净利26.44亿：盈利王宝座被易方达基金夺得,澎湃新闻
303,2021-04-26,君正集团(601216.SH)2020年净利增长93.24%至48.15亿元拟10派3元,格隆汇
304,2021-04-26,君正集团(601216.SH)年度归母净利同比增长93.24%至48.15亿元 每10股派3元,智通财经
305,2021-04-26,君正集团：2020年净利润48.15亿元，同比增93.24%,Wind
306,2021-04-26,化工板块2021Q1持仓分析：环比持续改善 中小市值公司获得加持,新浪
307,2021-04-26,公募盈利“一哥”正式易主 天弘基金2020年净利润26.44亿元暂居第二,北京商报
308,2021-04-23,A股主力资金流向（4月23日）：机构抱团股重获追捧，中国平安连续7日遭抛售,Wind
309,2021-04-19,硅铁或将成为“碳减排”预期下的重要赛道,金融界
310,2021-04-10,435公司利润环比连增118家步入绩优股行列,证券时报网
311,2021-04-09,君正集团股票行情以及最新消息！,云掌财经
312,2021-04-08,4月8日主力资金净流出228亿元,证券时报网
313,2021-04-08,涨停板复盘：三大指数高开高走 医美板块领涨两市,新浪
314,2021-04-08,422公司利润不断改善116家步入绩优股行列,证券时报网
315,2021-04-08,A股早报2021年4月8日星期四,Wind
316,2021-04-08,【山证早班车】山西证券：晨会纪要（20210408）,山西证券研究所
317,2021-04-07,【收盘简评】2021-04-07,赢家之星
318,2021-04-07,智通A股机构动向参考(04.07) | 现在游资在主导市场，小票的机会更多,智通财经
319,2021-04-07,数据复盘｜钢铁、有色等行业获主力资金净流入 京东方A获主力大幅加仓,证券时报网
320,2021-04-07,君正集团等11股获特大单资金净流入超2亿元,证券时报网
321,2021-04-07,刚刚下班、即将下班或是又要加班的你需要知道这些大事,第一财经
322,2021-04-07,氢能源概念股涨停潮继续 光伏龙头入局绿氢产业,金融界
323,2021-04-07,主力资金：主力紧急出逃3只超级白马股 卖出资金22亿元,新浪
324,2021-04-07,内蒙古区域股市周报：总市值全国排名被江西超越 三路资金看好赤峰黄金,每日经济新闻
325,2021-04-07,A股资金流向（4月7日）：资金潜伏一季报预期行业，白马股再遭抛售,Wind
326,2021-04-07,108只股涨停最大封单资金14.11亿元,证券时报网
327,2021-04-07,4月7日复盘：牛市后期的机会在逐步临近 主力资金出击4股,新浪
328,2021-04-07,君正集团：4月7日主力资金净流入额占板块59.30%,每日经济新闻
329,2021-04-07,巨丰资金流向：市场震荡调整依旧 两市157亿主力资金流出！,巨丰财经
330,2021-04-07,涨停板复盘：三大指数午后回暖 航运概念板块涨幅居前,新浪
331,2021-04-07,主力资金尾盘加速抛售基金重仓股 抢筹周期板块,第一财经
332,2021-04-07,最高增长逾70倍！一季报业绩喜人 机构看好这些化工股,第一财经
333,2021-04-07,别错过这几日的短线机会！,云掌财经
334,2021-04-07,4月7日早盘主力买入前10股,中金在线
335,2021-04-07,氢能源概念再度活跃 雪人股份天沃科技等两连板,证券时报网
336,2021-04-07,利润环比连增+同比暴增111匹盈利白马现身,证券时报网
337,2021-04-06,420公司利润不断改善114家步入绩优股行列,证券时报网
338,2021-04-04,419公司利润环比连增114家步入绩优股行列,证券时报网
339,2021-04-03,利润环比连增+同比暴增112匹盈利白马现身,证券时报网
340,2021-04-01,内蒙古区域股市周报：总市值跌136亿1亿融资买入北方稀土,每日经济新闻
341,2021-03-31,君正集团(601216.SH)：张杰、宋为辞去董事等职务 董监高成员变化,智通财经
342,2021-03-31,君正集团：董事张杰、宋为辞职 董监高成员变化,Wind
343,2021-03-31,417公司利润环比连增116家步入绩优股行列,证券时报网
344,2021-03-29,友传咨询获2020年金蝉奖“投资者关系管理机构优秀品牌”,财经网
345,2021-03-29,看料炒股—看原材料涨跌，炒股票！,生意社
346,2021-03-27,395公司利润环比连增105家步入绩优股行列,证券时报网
347,2021-03-26,解密主力资金出逃股连续5日净流出354股,证券时报网
348,2021-03-26,393公司利润环比连增104家步入绩优股行列,证券时报网
349,2021-03-25,A股主力资金流向（3月25日）：资金加速逃离面板、碳中和概念股,Wind
350,2021-03-25,君正集团(601216.SH)：君正科技解质1.63亿股,格隆汇
351,2021-03-25,390公司利润环比连增104家步入绩优股行列,证券时报网
352,2021-03-24,再看「内循环」别有深意，12赛道解读，完整受益股名单,云掌财经
353,2021-03-24,君正集团(601216.SH)股东君正科技质押股份1.1亿股,智通财经
354,2021-03-24,君正集团(601216.SH)：第二大股东质押1.1亿股,格隆汇
355,2021-03-24,388公司利润环比连增102家步入绩优股行列,证券时报网
356,2021-03-23,君正集团：除同为天弘基金管理有限公司股东外，与蚂蚁金服无其他关系,每日经济新闻
357,2021-03-23,384公司利润不断改善101家步入绩优股行列,证券时报网
358,2021-03-22,A股主力资金流向（3月22日）：面板、碳中和概念股受追捧,Wind
359,2021-03-20,380公司利润不断改善99家步入绩优股行列,证券时报网
360,2021-03-19,374公司利润不断改善99家步入绩优股行列,证券时报网
361,2021-03-18,涨停复盘：医美概念崛起近10股涨停，碳交易回暖，南网能源38天20板引游资爆炒,金融界
362,2021-03-18,需求旺季来临，水泥板块表现活跃，机构看好相关个股业绩表现丨牛熊眼,第一财经
363,2021-03-18,化工股集体拉升 鲁西化工(000830.SZ)触及涨停,格隆汇
364,2021-03-18,东方盛虹、鲁西化工触涨停，化工ETF（516020）涨近3%！中信建投：三条主线把握碳中和对化工行业影响,资本邦
365,2021-03-18,鲁西化工涨停化工股全线拉升，化工ETF（516020）涨逾3%,资本邦
366,2021-03-18,君正集团大涨5.27%，化学原料行业涨4.01%,中新经纬
367,2021-03-17,利润环比连增+同比暴增124匹盈利白马现身,证券时报网
368,2021-03-16,369公司利润不断改善99家步入绩优股行列,证券时报网
369,2021-03-15,368公司利润环比连增98家步入绩优股行列,证券时报网
370,2021-03-11,368公司利润不断改善99家步入绩优股行列,证券时报网
371,2021-03-10,解密主力资金出逃股连续5日净流出552股,证券时报网
372,2021-03-10,367公司利润环比连增98家步入绩优股行列,证券时报网
373,2021-03-09,365公司利润不断改善97家步入绩优股行列,证券时报网
374,2021-03-09,君正集团大跌7.39%，化学原料行业跌4.36% 连续下跌,中新经纬
375,2021-03-08,A股主力资金流向（3月8日）：机构抱团股持续遭抛售,Wind
376,2021-03-07,363公司利润不断改善95家步入绩优股行列,证券时报网
377,2021-03-06,利润环比连增+同比暴增 126匹盈利白马现身（附股）,证券时报网
378,2021-03-05,A股主力资金流向（3月5日）：本周大幅抛售光伏、有色股，抢筹金融股,Wind
379,2021-03-04,360公司利润不断改善93家步入绩优股行列,证券时报网
380,2021-03-03,10只个股尾盘净流入资金超亿元,证券时报网
381,2021-03-03,A股主力资金流向（3月3日）：超百亿资金抢筹金融股,Wind
382,2021-03-03,359公司利润不断改善92家步入绩优股行列,证券时报网
383,2021-03-02,东航与商飞签署首批C919购机合同，相关产业链迎机遇,云掌财经
384,2021-03-02,造纸行业基本面改善显着相关公司迎最强风口,巨丰财经
385,2021-03-01,【早评0302】有一种缺口短期必补,云掌财经
386,2021-03-01,短线行情比较明朗,云掌财经
387,2021-03-01,【金财富早知道】2021-03-02,赢家之星
388,2021-03-01,内蒙古严控高耗能产业规模 化工龙头盈利望提升,e公司
389,2021-03-01,产品涨价促化工股全线走强,格隆汇
390,2021-02-28,石油化工新材料行业北上资金周报,新浪
391,2021-02-27,利润环比连增+同比暴增126匹盈利白马现身,证券时报网
392,2021-02-26,碳中和目标下A股先锋调研：钢铁行业加速碳达峰，多行业影响已现,21世纪经济报道
393,2021-02-26,1462只个股今日尾盘资金净流入,证券时报网
394,2021-02-26,348公司利润不断改善89家步入绩优股行列,证券时报网
395,2021-02-25,A股主力资金流向（2月25日）：房地产获逾50亿元资金抢筹,Wind
396,2021-02-25,记者观察：金融业释放开放红利,中保网
397,2021-02-24,A股主力资金流向（2月24日）：材料行业两日净流出超300亿,Wind
398,2021-02-24,339公司利润不断改善86家步入绩优股行列,证券时报网
399,2021-02-23,337公司利润环比连增85家步入绩优股行列,证券时报网
400,2021-02-22,交易异动！君正集团：近3个交易日上涨23.02%，无未披露的重大信息,每日经济新闻
401,2021-02-22,基础化学概念早盘活跃 中泰化学等多股涨停,中国经济网
402,2021-02-22,335公司利润不断改善85家步入绩优股行列,证券时报网
403,2021-02-22,快讯：水泥、钢铁板块走强 天山股份等多股大涨,新浪
404,2021-02-22,龙虎榜揭秘 近五日机构最青睐59股,证券之星
405,2021-02-22,盘前情报丨中央一号文件播“种”希望 种植产业链或迎机遇（附股）,21世纪经济报道
406,2021-02-22,2月19日热股前瞻：8股突发利好,金融界
407,2021-02-21,百股涨停！连扳爆棚！周期造妖！,云掌财经
408,2021-02-20,332公司利润不断改善84家步入绩优股行列,证券时报网
409,2021-02-19,6个新冠疫苗品种已开展III期临床试验，疫苗股业绩飙升，如何布局？,第一财经
410,2021-02-19,今日股市0219丨赚钱效应连续两日较高，下周能否继续做多？,第一财经
411,2021-02-19,数据复盘｜北向资金连续2日净流入 51股主力资金净流入超亿元,证券时报网
412,2021-02-19,A股主力资金流向（2月19日）：60亿资金撤离有色金属行业,Wind
413,2021-02-19,龙虎榜动向：3股机构及北向资金集体净买入,中财网
414,2021-02-19,53股主力资金净流入超亿元,第一财经
415,2021-02-19,沪深两市探底回升成交额连续两日破万亿市场分化中小盘股崛起,财华社
416,2021-02-19,收评：百股涨停！两市题材全线收红 超跌低价小盘股受追捧,财联社
417,2021-02-19,市场综述：小米尾盘爆拉收涨超6%，国美系集体暴涨,老虎证券
418,2021-02-19,A股收盘：沪深两市“V”型反弹成功翻红 成交额连续两日超万亿,英为财情
419,2021-02-19,2月19日复盘：大盘探底回升呈现普涨格局 主力重点出击6股,新浪
420,2021-02-19,收评：A股探底回升逾百股涨停，沪指涨0.57%创业板指跌1.04%，北向资金净流入近百亿元,金融界
421,2021-02-19,收评：沪指探底回升涨0.57% 超3600股飘红,网易
422,2021-02-19,主力资金丨大幅净卖出酒类、半导体等板块,第一财经
423,2021-02-19,低估值水泥板块受益于节后复工预期，相关概念股强势拉升丨牛熊眼,第一财经
424,2021-02-19,午评：创业板指跌2.43% 两市超3300股飘红,网易
425,2021-02-19,解盘：高位白马调整，生物育种、动物疫苗、乳业领涨,Wind
426,2021-02-19,A股午盘综述：上证指数跌0.32%，创业板指跌2.43%,Wind
427,2021-02-19,保险股继续领涨，机构持仓较低，长期投资逻辑已现,搜狐
428,2021-02-19,2月19日早盘主力买入前10股,中金在线
429,2021-02-19,A股异动 | 水泥股全线上涨 中材国际涨停,格隆汇
430,2021-02-19,水泥板块早盘拉升走强 君正集团、中材国际涨停,中国经济网
431,2021-02-19,快讯：水泥板块异动拉升 中材国际涨停封板,新浪
432,2021-02-18,解密主力资金出逃股连续5日净流出237股,证券时报网
433,2021-02-17,君正集团：股东田秀英未减持公司股份,每日经济新闻
434,2021-02-10,减持公告汇总 | 这家公司股东拟减持不超6%股份,第一财经
435,2021-02-10,解密主力资金出逃股连续5日净流出334股,证券时报网
436,2021-02-10,2月10日主力资金净流入1亿元,证券时报网
437,2021-02-10,君正集团(601216.SH)：股东田秀英减持期届满 未通过集中竞价方式减持公司股份,格隆汇
438,2021-02-10,君正集团：田秀英减持公司1.57%股份 减持股份,Wind
