,2021-12-29,卓胜微：公司已逐步推出适用于5G通信标准中sub-6GHz频段的产品并实现量产出货,每日经济新闻
275,2021-09-02,2000亿牛股崩了，芯片疫苗股重挫，更有4天跌40%,Wind
276,2021-09-02,电子行业北上资金月报,新浪
277,2021-09-02,大基金批量减持半导体，1600亿巨头一度跌停，这次影响多大？,Wind
278,2021-09-01,通富微电(002156)2021年半年报点评：先进封测领军企业 业绩加速成长,新浪
279,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
280,2021-08-31,新基建加码，重磅大会开幕，5G厂商业绩迎爆发,Wind
281,2021-08-31,韦尔股份(603501)：以先进CIS为基石 构建全球领先平台型芯片设计公司,新浪
282,2021-08-30,卓胜微：上半年净利润同比暴增近2倍，5G打开射频领域天花板,21世纪经济报道
283,2021-08-30,半导体周跟踪：中报亮眼反映行业高景气 全年高增确定性强,新浪
284,2021-08-30,台积电涨价料引发芯片“涨价潮”,Wind
285,2021-08-30,过半业绩翻倍+研发突破喜人，A股半导体板块“成长价值”显现,Wind
286,2021-08-29,最高同比增长近35倍！这个板块“成长价值”已现,Wind
287,2021-08-29,卓胜微(300782)：从分立器件到模组 射频前端版图逐渐清晰,新浪
288,2021-08-28,东吴证券维持卓胜微买入评级，2021年半年报点评：多元化布局成效显着，射频模组构建全新增长引擎,每日经济新闻
289,2021-08-28,63家手机产业链公司披露半年报，逾九成盈利,Wind
290,2021-08-27,卓胜微：公司目前已被认定为江苏省小巨人企业,Wind
291,2021-08-27,权重股下行拖累大盘，机构称勿对市场波动过度解读,Wind
292,2021-08-26,卓胜微：国盛证券、首创证券等68家机构于8月25日调研我司,证券之星
293,2021-08-26,深港通十大成交活跃股排名（8月26日）,Wind
294,2021-08-26,卓胜微：公司产品均为自主研发,Wind
295,2021-08-26,电子行业周报：半导体景气度超预期 MOSFET、MCU缺货加剧,新浪
296,2021-08-26,上证电子行业日报：MINI+LED版MACBOOK+PRO即将面世,新浪
297,2021-08-26,重磅信号！万亿巨头突然全面涨价，4万亿赛道又要飞？,Wind
298,2021-08-26,东北证券：看好5G手机渗透率提升带来的行业性机会以及卓胜微自身产品条线的扩张和推广,第一财经
299,2021-08-26,【东北电子杨一飞】卓胜微（300782）中报点评：公司推出发射端模组，把握5G发展新机遇,东北证券研究所
300,2021-08-25,通信电子行业景气数据跟踪报告之七(2021年8月)：半导体景气高企,光大证券
301,2021-08-25,卓胜微：进军发射模组，射频巨头高歌猛进,半导体风向标
302,2021-08-25,卓胜微：公司已推出应用于物联网领域的低功耗蓝牙微控制器产品,Wind
303,2021-08-25,天风证券维持卓胜微买入评级：新产品顺利推进，发射端模组+滤波器重点突破,每日经济新闻
304,2021-08-25,天风证券：维持卓胜微(300782.SZ)“买入”评级 射频模组营收成长迅速 释放业务协同效应,智通财经
305,2021-08-25,国信证券：维持卓胜微(300782.SZ)“买入”评级 5G产品及射频模组迎来收获期,智通财经
306,2021-08-25,卓胜微(300782)：业绩高速增长 射频模组切入发射端,新浪
307,2021-08-25,外资周报第95期：TAPER预期发酵 交易盘大幅外流,新浪
308,2021-08-24,安信证券首予卓胜微买入评级：射频模组规模出货，业务大幅增长,每日经济新闻
309,2021-08-24,市场资金面周观察：MLF操作略超预期 股市流动性小幅上升,新浪
310,2021-08-24,【公司点评】卓胜微：2021H1业绩符合预期，主集发射端L-PAMiF正式亮相,吉森电子研究
311,2021-08-24,开源证券维持卓胜微买入评级，公司信息更新报告：业绩高速增长，射频模组切入发射端,每日经济新闻
312,2021-08-24,卓胜微发布半年报：净利润10.14亿，射频模组业务翻621倍,Ofweek
313,2021-08-24,华泰证券：维持卓胜微(300782.SZ)“买入”评级 目标价550元,智通财经
314,2021-08-24,卓胜微(300782)：主集发射模组已经推出 品类扩张加速前行,新浪
315,2021-08-24,卓胜微(300782)：盈利能力坚挺 关注发射端模组进展,新浪
316,2021-08-24,民生证券给予卓胜微推荐评级，从分立到模组，射频龙头迈向第二成长曲线,每日经济新闻
317,2021-08-24,创业板“焕新”已入佳境，七大维度全面解读,Wind
318,2021-08-24,晨会聚焦210824重点关注农业、有机硅、化工、连城数控、同花顺、稳健医疗、卓胜微、当升科技、中国电研、宇信科技、移远通信,国信研究
319,2021-08-24,卓胜微（300782）2021年中报：5G模组放量，主集新产品推出,国信研究
320,2021-08-24,唯捷创芯答科创板首轮20问，核心技术与知识产权等被关注,资本邦
321,2021-08-24,卓胜微上半年盈利增187.37% 芯卓半导体产业化建设项目有望年底投产,上证报
322,2021-08-24,8月24日六家公司公告出现利好:卓胜微上半年净利润同比增长187%,证券之星
323,2021-08-24,A股早报2021年8月24日星期二,Wind
324,2021-08-24,A股强势反弹，多个板块批量涨停，三大核心赛道会持续崛起？,Wind
325,2021-08-23,这家射频芯片龙头要自建厂房 半年度盈利创新高 北上资金、明星基金持续加仓,e公司
326,2021-08-23,卓胜微：冯晨晖辞去董秘职务 刘丽琼接棒 董监高成员变化,中国经济网
327,2021-08-23,晚间重要公告2021年8月23日星期一,Wind
328,2021-08-23,卓胜微(300782.SZ)聘任刘丽琼为董事会秘书,智通财经
329,2021-08-23,射频前端市场需求快速增长 卓胜微(300782.SZ)半年度归母净利同比增187.37%至10.14亿元,智通财经
330,2021-08-23,卓胜微：董事会秘书辞职 董监高成员变化,每日经济新闻
331,2021-08-23,卓胜微半年报：上半年净利10.14亿元 同比增187%,财联社
332,2021-08-23,卓胜微：半年度净利润10.14亿元，同比增187.37%,Wind
333,2021-08-23,卓胜微：上半年净利润同比增长187.37%,Wind
334,2021-08-23,A股大幅反弹北向资金加仓超18亿，持续加码高景气板块,Wind
335,2021-08-23,A股强势反弹，工业母机批量涨停，新龙头闪现？,Wind
336,2021-08-23,2021Q2海外半导体核心企业业绩解读,吉森电子研究
337,2021-08-23,电子周报：硬科技龙头未来3年国产化机会确定性强 汽车和物联网需求将持续强劲,新浪
338,2021-08-21,北向资金连续两日净卖出超百亿，这些个股被逆市加仓（名单）,21世纪经济报道
339,2021-08-21,公募基金半年业绩放榜！华夏基金狂赚超10亿登顶,Wind
340,2021-08-20,北向资金6年来首次连续两日净卖出超百亿，贵州茅台、五粮液、恒瑞医药遭惨烈抛售,Wind
341,2021-08-20,8分钟涨14个点！中国电信亮相A股，华为、B站笑了,Wind
342,2021-08-20,北向资金动向盘点：净买多只券商股,Wind
343,2021-08-20,创8月新高，北向资金出逃107.83亿元！这些行业板块被大幅抛售,21世纪经济报道
344,2021-08-19,景气度提升！电信运营商回A，新一轮5G建设开启,Wind
345,2021-08-19,北向资金年内第三次单日净卖出超百亿，中国平安遭大幅抛售超18亿,Wind
346,2021-08-19,用友网络(600588)：云计算+工业软件核心龙头价值显现 营收进入加速期,新浪
347,2021-08-19,5G领涨！中国联通、卓胜微飘红，5G50ETF（159811）回暖上涨,资本邦
348,2021-08-19,北向资金动向盘点：连续三日净买入，重手买入金融股,Wind
349,2021-08-19,北向资金连续三日净买入，大举增持银行股近13亿元,21世纪经济报道
350,2021-08-18,大国重器半导体│从射频开关到滤波器，“射频第一股”卓胜微的“掘金之路”,财华社
351,2021-08-18,432家公司公布最新股东户数,证券之星
352,2021-08-18,北向资金动向盘点：连续五日净卖食品饮料,Wind
353,2021-08-17,卓胜微：公司目前低功耗蓝牙微控制器产品中的CPU采用业界通用的ARM处理器，已获得技术授权许可,每日经济新闻
354,2021-08-17,北向资金逆市抄底加仓A股近15亿，通威股份、北方稀土净买入额均创历史新高,Wind
355,2021-08-17,深度*行业*半导体行业周报：全球半导体设备交付期延长至14个月,新浪
356,2021-08-17,全市场科技产业策略报告第119期：艾为电子登陆科创板 资本市场迎来又一数模混合设计龙头,新浪
357,2021-08-16,电子元件：国产替代：半导体行业发展不变的主旋律,新浪
358,2021-08-16,通信电子行业周报：高精度位导龙头华测导航迈入自动驾驶时代,光大证券
359,2021-08-13,卓胜微：实际控制人所持177.013万股解除质押,发布易
360,2021-08-13,卓胜微：冯晨晖累计质押股数为289万股,每日经济新闻
361,2021-08-13,卓胜微(300782.SZ)实控人之一冯晨晖解除质押177.01万股,智通财经
362,2021-08-12,【华西电子孙远峰团队-艾为电子*深度】数模混合设计专家，持续迭代拓展产品线,远峰电子
363,2021-08-12,和讯SGI公司|卓胜微净利大增190%，投资者却用脚投票，市值一日蒸发206亿！ “芯片茅”怎么了？,和讯
364,2021-08-12,27只创业板股最新筹码趋向集中,证券时报网
365,2021-08-12,万亿巨头火拼，芯片“大战”升级！A股产业链机会来了？,Wind
366,2021-08-12,敲黑板！北上卖出一线白酒近20亿，资金开始流入地“惨”,Wind
367,2021-08-11,卓胜微：公司滤波器产品已量产出货,Wind
368,2021-08-11,卓胜微：公司已推出应用于物联网领域的低功耗蓝牙微控制器产品，采用业界标准架构,每日经济新闻
369,2021-08-10,江苏区域股市周报：新增2家上市公司 中环海陆跌出板块市值10强,每日经济新闻
370,2021-08-10,一半是海水一半是火焰，极致行情下基金调仓换股攻略,Wind
371,2021-08-09,通信电子行业周报：看好通信板块中期行情 半导体波动中掘金,光大证券
372,2021-08-09,电子行业周报：产业趋势向上明确 短期波动不改高景气,新浪
373,2021-08-07,超越北上深广，这个城市人均GDP全国第一！,Wind
374,2021-08-07,下周两市1524亿元市值限售股解禁，环比增加341.53%,Wind
375,2021-08-05,卓胜微：公司暂没有进入苹果供应链,Wind
376,2021-08-05,卓胜微：实际控制人之一冯晨晖累计质押股数约为466万股,每日经济新闻
377,2021-08-05,卓胜微(300782.SZ)：实控人之一冯晨晖质押127万股,格隆汇
378,2021-08-04,卓胜微：约956万股限售股8月9日解禁，占比约2.87% 解禁,每日经济新闻
379,2021-08-04,卓胜微(300782.SZ)：956.0779万股限售股将解禁 解禁,格隆汇
380,2021-08-03,卓胜微：公司已研发并推出适用于5G通信制式sub-6GHz的高频产品及射频模组产品,Wind
381,2021-08-03,卓胜微：公司目前未与正威集团开展合作,Wind
382,2021-08-03,卓胜微：已推出应用于物联网领域的低功耗蓝牙微控制器产品，目前已实现量产出货,每日经济新闻
383,2021-08-03,公司什么时候能生产5G射频天线？卓胜微：公司已推出适用于5G sub-6GHz频段的天线开关产品，并逐步在品牌客户实现深入渗透,每日经济新闻
384,2021-08-03,华为P50“被迫”4G背后，中国厂商如何突围？,证券之星
385,2021-08-02,卓胜微：公司物联网领域的产品已量产出货,每日经济新闻
386,2021-08-02,华为P50“被迫”4G背后，中国射频技术到底卡哪了？,新浪
387,2021-08-02,北向资金7月动向：重点进攻高景气成长制造主线，周期性行业遭抛售,Wind
388,2021-08-02,电子行业北上资金月报,新浪
389,2021-08-01,【华西电子孙远峰团队-21Q2持仓分析】集成电路持仓占比第一，环比出现高增长,远峰电子
390,2021-07-31,炒股不如买基金！四大牛基年内大赚至少80%,Wind
391,2021-07-31,电子板块基金持仓分析：市值占比持续攀升，龙头格局稳固,Wind
392,2021-07-30,【招商电子】艾为电子：深耕数模混合芯片市场，产品线多元化拓展,招商电子
393,2021-07-30,制造业王者归来？基金加大配置！4大维度揭秘,Wind
394,2021-07-30,10.87%！单日基金净值涨超“10cm”，怎么做到的,Wind
395,2021-07-29,卓胜微：公司物联网领域产品覆盖终端厂商、ODM厂商等客户,Wind
396,2021-07-28,卓胜微：射频芯片迎来黄金时代，国内射频龙头遇发展新机会,搜狐
397,2021-07-28,国家队出手，盯上200亿芯片牛股，开始扫货A股？,Wind
398,2021-07-28,电子行业点评：半导体引领硬科技 2Q21机构持仓分析,新浪
399,2021-07-28,二季度机构大幅增持半导体板块,方正证券
400,2021-07-27,全仓半导体的诺安涨上热搜！这些标的也被青睐,红周刊
401,2021-07-27,电子行业周报：车规MCU大赛道 国产厂商谁有望突围,国海证券
402,2021-07-27,中金 | 半导体：射频龙头加速崛起，有望改变竞争格局,中金点睛
403,2021-07-27,中金：二季度科技硬件行业基金/沪港通持仓分析,中金点睛
