,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
292,2021-10-09,正邦科技9月实现生猪销售收入17.41亿元,新京报
293,2021-10-09,正邦科技：2021年9月销售生猪137.60万头 环比减少19.61% 盈利能力下降,我的钢铁
294,2021-10-08,正邦科技(002157.SZ)前9月累计销售生猪收入256.40亿元 同比增长12.91%,智通财经
295,2021-10-08,正邦科技：9月生猪销售收入环比下降39.08% 盈利能力下降,Wind
296,2021-10-08,正邦科技：“正邦转债”第三季度转股2188股,每日经济新闻
297,2021-10-08,正邦科技(002157.SZ)：9月生猪销售收入环比降39.08%、同比降65.15% 盈利能力下降,格隆汇
298,2021-10-08,正邦科技：9月生猪销售收入环比降39% 同比降65% 盈利能力下降,财联社
299,2021-10-08,信号灯来了！国家收储，猪肉股节后再度崛起！后市如何走？,新浪
300,2021-10-01,维持高位，前三季度股权承销排行榜发布,Wind
301,2021-09-29,“猪茅”逆市上涨，布局时间窗口来了？,Wind
302,2021-09-29,正邦科技(002157.SZ)：董事程凡贵拟减持不超73.39万股 拟减持股份,格隆汇
303,2021-09-29,注意！正邦科技：董事程凡贵拟减持不超过约73万股 拟减持股份,每日经济新闻
304,2021-09-29,正邦科技：董事程凡贵计划减持公司股份不超0.02% 拟减持股份,Wind
305,2021-09-28,正邦科技：正邦国际有限公司在境外完成6000万美元债券的发行,Wind
306,2021-09-27,“喝酒吃肉”行情来了！茅五泸齐奔涨停，鸡产业高飞，周期之王却罕见跌停,Wind
307,2021-09-27,农林牧渔行业2021年第39周周报：继续重点推荐种业机会；关注生猪产能调控新方案推进！,新浪
308,2021-09-27,百亿的关联交易，牧原真正的问题在哪里？,深水财经社
309,2021-09-26,农林牧渔行业：猪价短期加速见底 关注阶段性超跌反弹机会,广发证券
310,2021-09-26,正邦科技(002157.SZ)：控股股东正邦集团质押1000万股,格隆汇
311,2021-09-26,正邦科技：正邦集团质押1000万股股份,乐居财经
312,2021-09-26,正邦科技(002157.SZ)控股股东正邦集团质押1000万股,智通财经
313,2021-09-26,正邦科技(002157.SZ)：江西永联补充质押1000万股,格隆汇
314,2021-09-24,正邦科技：江西永联农业控股有限公司质押1000万股,每日经济新闻
315,2021-09-24,正邦科技(002157.SZ)股东江西永联质押1000万股,智通财经
316,2021-09-24,正邦科技发行6000万美元境外高级债券,证券时报网
317,2021-09-24,农业行业：政策干预常态化 长期利好规模场,新浪
318,2021-09-24,正邦科技：全资子公司拟在境外发行不超6000万美元债券,乐居财经
319,2021-09-24,A股早报2021年9月24日星期五,Wind
320,2021-09-24,正邦科技(002157.SZ)子公司已在境外完成6000万美元债券的定价,智通财经
321,2021-09-23,生猪养殖行业系列报告八十：如何看养殖企业8月份出栏数据？,新浪
322,2021-09-22,正邦科技(002157.SZ)153.5万股限制性股票将于9月24日上市流通,智通财经
323,2021-09-22,正邦科技：约153.5万股限售股9月24日解禁，占比0.0488% 解禁,每日经济新闻
324,2021-09-22,农林牧渔行业：中秋提振有限 猪价持续低迷,新浪
325,2021-09-22,申万农林牧渔周观点：猪价续创新低 年内第二次收储即将启动,新浪
326,2021-09-21,农林牧渔行业周报：生猪补栏意愿持续大降 白羽鸡祖代累计更新年内首降,华安证券
327,2021-09-18,正邦科技接盘四川正邦养殖44.49%股权,乐居财经
328,2021-09-18,农林牧渔行业：8月猪价再度下行 二次收储有望稳定市场信心,新浪
329,2021-09-17,可转债正股百科系列二：生猪养殖转债 下个路口见,新浪
330,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
331,2021-09-16,正邦科技股价大涨 公司：目前生猪价格处于底部震荡,中证网
332,2021-09-16,解盘：节前资金谨慎，鸡猪肉、饲料、乳业、煤炭略涨,Wind
333,2021-09-16,【行情】猪肉股集体上涨，新希望涨超7%，天康生物涨超5%，正邦科技、双汇发展、禾丰股份、益生股份、牧原股份等跟涨,金十数据
334,2021-09-16,【行情】鸡肉、猪肉板块联袂走强，晓鸣股份涨超10%，新希望拉升涨逾7%，天康生物、正邦科技、双汇发展、金字火腿等集体走高,金十数据
335,2021-09-16,正邦科技：公司海外引进的原种猪在繁殖性能、抗病性及生长性能等方面具备一定优势，今年下半年会产出父母代，预计明年下半年会产出商品猪批量进入市场,每日经济新闻
336,2021-09-15,正邦科技：预计到2021年年底，公司自繁自养及公司+农户的产能比例为6：4,每日经济新闻
337,2021-09-15,正邦科技：公司的现金流持续保持稳健，不存在资金链紧张的风险,每日经济新闻
338,2021-09-15,正邦科技：公司二季度育肥存活率为90%,每日经济新闻
339,2021-09-15,正邦科技：公司仔猪的出栏重量一般在7kg左右,每日经济新闻
340,2021-09-15,正邦科技：公司按既定生产计划稳步推进，目前经营情况良好,每日经济新闻
341,2021-09-15,生猪养殖行业跟踪报告：上市猪企8月生猪销售均价回落 仔猪销售节奏继续放缓,新浪
342,2021-09-14,正邦科技：公司未在湖北大悟开展冷链物流项目,每日经济新闻
343,2021-09-14,正邦科技：正邦集团质押3196万股，占其所持股份的4.1%,乐居财经
344,2021-09-14,午间公告2021年9月14日星期二,Wind
345,2021-09-14,正邦科技：控股股东正邦集团质押3196万股,每日经济新闻
346,2021-09-14,正邦科技：正邦集团质押公司1.02%股份,Wind
347,2021-09-13,农林牧渔行业周报：8月主流猪企出栏同比大增 USDA9月供需报告发布,华安证券
348,2021-09-13,农林牧渔行业周报：《种业振兴行动方案》即将下发 种业发展迎来新机遇,新浪
349,2021-09-13,农业2021年第38周周报：上市猪企2021半年度财务情况回顾,新浪
350,2021-09-13,农林牧渔行业：猪价继续下跌 《种业振兴行动方案》即将出台,新浪
351,2021-09-10,正邦科技控股子公司环境违法被罚1.57万元 环保处罚,每日经济新闻
352,2021-09-10,8月主要生猪养殖企业销售情况点评：控制出栏 等待旺季,新浪
353,2021-09-10,今年以来猪价累计跌逾60%，政企各出招数稳供保价,Wind
354,2021-09-09,正邦科技(002157.SZ)完成注销276.20万份股票期权,智通财经
355,2021-09-09,宏观点评：PPI新高了 CPI还有后劲吗？,新浪
356,2021-09-09,多地惊现“10元肉”！2400亿巨头单月收入创新低,Wind
357,2021-09-07,正邦科技：8月商品猪销售均价14.02元/公斤,期货日报网
358,2021-09-07,晚间重要公告2021年9月7日星期二,Wind
359,2021-09-07,正邦科技(002157.SZ)8月销售生猪171.16万头 同比增长59.79%,智通财经
360,2021-09-07,正邦科技：程凡贵与正邦集团、江西永联的一致行动关系自动解除,Wind
361,2021-09-07,正邦科技：8月生猪销售收入环比下降13.42%,Wind
362,2021-09-07,至暗时刻！猪肉跌饲料涨，“二师兄”亏惨何时休？,Wind
363,2021-09-07,期市投资参考：发改委做好化肥保供稳价工作，黑色系刷新历史新高,Wind
364,2021-09-07,原材料价格高企，饲料企业掀起“涨价潮”,Wind
365,2021-09-07,猪价再跌，期待回归理性,Wind
366,2021-09-06,申万农林牧渔周观点：生猪供给明显恢复 把握龙头中长期价值,新浪
367,2021-09-03,正邦科技间接控股子公司环境违法被罚2万元 环保处罚,每日经济新闻
368,2021-09-03,国信证券给予正邦科技买入评级：出栏高增+成本稳降，养殖先锋优势凸显,每日经济新闻
369,2021-09-02,晚间重要公告2021年9月2日星期四,Wind
370,2021-09-02,正邦科技：公司完成回购，累计回购约3859万股，占比1.23%,每日经济新闻
371,2021-09-02,晚间公告｜9月2日这些公告有看头,第一财经
372,2021-09-02,正邦科技：回购方案实施完毕 耗资4.95亿元,e公司
373,2021-09-02,正邦科技：股份回购方案已实施完毕 累计回购1.23%的股份,财联社
374,2021-09-02,正邦科技(002157.SZ)已斥资4.95亿元回购1.23%股份 回购完毕,智通财经
375,2021-09-02,晨会聚焦210902重点关注海外教育、化工、纺织服装、正邦科技、中国科培、建桥教育、美团-W,国信研究
376,2021-09-01,东兴证券维持正邦科技推荐评级：猪价低迷业绩下行，管理提升成本有望逐步改善,每日经济新闻
377,2021-08-31,农林牧渔行业周报：生猪补栏积极性再降 国际糖价突破20美分,华安证券
378,2021-08-31,正邦科技上半年实现营收266.79亿元,贝壳财经
379,2021-08-31,正邦科技(002157)点评：猪价下跌致当期亏损 出栏快速增长 成本边际改善 亏损,新浪
380,2021-08-30,正邦科技中报亏损逾14亿元 同比由盈转亏 亏损,北京商报
381,2021-08-30,正邦科技(002157.SZ)拟对正邦养殖、加美育种分别增资20亿元、16亿元,智通财经
382,2021-08-30,正邦科技(002157.SZ)半年度由盈转亏 归母净亏损为14.3亿元 亏损,智通财经
383,2021-08-30,正邦科技：上半年亏损14.3亿元 生猪出栏规模排A股第二 亏损,证券时报
384,2021-08-30,正邦科技2021年上半年实现净利润-14.20亿元，同比大幅下降157.82% 亏损,经济观察报
385,2021-08-30,正邦科技：上半年亏损14.3亿元 去年同期净利24.2亿元 亏损,新浪
386,2021-08-30,正邦科技：上半年净亏损14.3亿元，同比转亏,Wind
387,2021-08-30,正邦科技：上半年净亏损14.3亿元，由盈转亏 亏损,Wind
388,2021-08-29,农林牧渔行业投资策略月报：8月猪价同比下跌60% 高价仔猪消化期即将结束,广发证券
389,2021-08-26,跌出价值！千亿白马频现回购，强护盘模式开启,Wind
390,2021-08-24,正邦科技：金宇保灵对疫苗质检结果提出的异议，双方正积极沟通,Wind
391,2021-08-23,温氏股份业绩“失温”？,野马财经
392,2021-08-23,农林牧渔行业周观点：全国人大常委会审议《种子法》修正草案,新浪
393,2021-08-20,千亿大白马跌停，揭示下周中报业绩预期差,Wind
394,2021-08-20,温氏股份卖猪为什么亏了钱 亏损,36氪
395,2021-08-17,农林牧渔周观点：关注转基因商业化政策落地预期 兼谈畜禽养殖7月报,新浪
396,2021-08-17,正邦科技：正邦大数据产业园项目有助于公司进行物联网项目的建设，在养殖的现代化、智能化、物联网化方面取进一步的升级和进展,每日经济新闻
397,2021-08-17,正邦科技：七月份生猪售价较低是由于公司阶段性的大体重猪出栏所致,每日经济新闻
398,2021-08-16,正邦科技：公司饲料业务正在逐步增加高附加值产品的占比,每日经济新闻
399,2021-08-16,正邦科技：公司二季度仔猪成本600元/头为整个二季度的平均成本,每日经济新闻
400,2021-08-16,正邦科技：公司仔猪的出栏重量一般在7kg左右,每日经济新闻
401,2021-08-16,正邦科技：公司二季度的平均psy在21左右,每日经济新闻
402,2021-08-16,正邦科技：公司的存栏数量包含仔猪,每日经济新闻
403,2021-08-16,正邦科技：公司二季度育肥存活率为90%,Wind
404,2021-08-16,银华内需精选上半年收益率-12.56%落后,新浪
405,2021-08-16,农业行业：关注三大核心资产和种业龙头机会,新浪
406,2021-08-16,银华内需精选上半年-12.56%落后 “接盘”天邦股份或最大败笔,发现网
407,2021-08-13,正邦科技间接控股子公司环境违法被罚45万元 环保处罚,每日经济新闻
408,2021-08-12,生猪养殖行业专题报告七十六：如何看待养：殖企业7月份出栏数据？,新浪
409,2021-08-12,正邦科技：2021年7月份销售生猪175.11万头 环比增长10.46%,我的农产品网
410,2021-08-10,江西区域股市周报：江特电机涨41.68%涨幅第一 正邦科技跌出板块市值5强,每日经济新闻
411,2021-08-10,养猪巨头“上半场”惨淡 降本增效面临压力,中国商报
412,2021-08-10,风格切换？机构：硬科技仍是主线，寻找高性价标的,Wind
413,2021-08-10,申万农林牧渔周观点：关注转基因产业化推进预期 把握优质龙头回调机会,新浪
414,2021-08-10,市场风格轮动切换，机构提示热门赛道拥挤风险,Wind
415,2021-08-10,猪肉板块迎久违大涨资金加速布局，猪周期拐点来了？,Wind
416,2021-08-10,猪肉股突然暴涨！这类ETF大涨，下半年以来份额飙升,Wind
417,2021-08-09,行业动态|猪股大幅反弹 猪企亏损却在加大 猪价见底了？ 亏损,财联社
418,2021-08-09,政策助力养猪企业健康发展 生猪板块小幅反弹,发现网
419,2021-08-08,上市猪企7月销量出炉，板块会否迎来反弹季？,第一财经
420,2021-08-08,农林牧渔行业周报：猪企三季度开局不佳,新浪
421,2021-08-07,上市公司正负面新闻2021年8月7日星期六,Wind
422,2021-08-06,多家猪企7月业绩出炉，行业迎政策利好，猪价何时反弹？,第一财经
423,2021-08-06,晚间重要公告2021年8月6日星期五,Wind
424,2021-08-06,正邦科技(002157.SZ)7月销售生猪175.11万头 同比增长92.03%,智通财经
425,2021-08-06,正邦科技(002157.SZ)：7月生猪销售收入同比增5.51% 环比增8.25%,格隆汇
