,2021-12-31,400余药企研发人员已超16.7万，研发速度不断提升,--
305,2021-05-29,【重磅】药企销售劣药被罚；近300个药退市！汇宇募资19亿仅差一步 食药监处罚,米内网
306,2021-05-28,【关注】5亿抗抑郁药！上海医药拿下首家过评,米内网
307,2021-05-28,以7.51亿元溢价收购全资子公司，上海医药意欲何为,环球老虎财经
308,2021-05-28,云南白药的“中年焦虑”有解药了？,Ofweek
309,2021-05-28,A股早报2021年5月28日星期五,Wind
310,2021-05-28,112亿大血包！老字号药企这么大方为哪般？,中金在线
311,2021-05-28,港股盘前必读：京东物流全球发售募集资金净额预计约为241.13亿港元,Wind
312,2021-05-28,上海医药：拟受让控股股东全资子公司100%股权,和讯
313,2021-05-27,上海医药拟7.5亿元收购上药生物100%股权 获取张江生物医药产业用地使用权,上证报
314,2021-05-27,上海医药(02607)拟7.51亿元收购上药生物医药100%股权,智通财经
315,2021-05-27,上海医药：拟7.5亿元收购上药生物医药100%股份,Wind
316,2021-05-27,上海医药(02607.HK)拟7.5亿元收购上药生物医药100%股份,格隆汇
317,2021-05-27,上海医药(601607.SH)聘任卢烨和孙诗旖担任证券事务代表,智通财经
318,2021-05-27,上海医药：聘卢烨和孙诗旖为证代,每日经济新闻
319,2021-05-27,被私募大神组队调研的云南白药，“中年焦虑”有解药了？,新浪
320,2021-05-27,上海医药(601607.SH)：拟7.5亿元受让上药生物医药100%股权,格隆汇
321,2021-05-27,上实城市开发(00563.HK)附属拟就建设绿色制药精品生产基地项目提供项目管理服务,财华社
322,2021-05-26,上实城市开发(00563.HK)附属与上海医药股份订立项目管理服务协议,格隆汇
323,2021-05-26,云南白药：已开设精准定制肌肤管理中心、采之汲AI私定肌肤管理中心,Wind
324,2021-05-26,“输血”112亿 云南白药入股上海医药是“鸡肋”？,新浪
325,2021-05-26,上海医药药联体实现32个品种短缺药保障供应,东方网
326,2021-05-25,两知名药企宣布合作,赛柏蓝
327,2021-05-25,药企资本运作加快：跨界、并购、股权转让,Wind
328,2021-05-24,医药行业每周医览药闻：全年业绩确定性强 长期看好院外零售快速多元化发展,新浪
329,2021-05-21,一季报出炉：药明、恒瑞等11企业盈利破10亿！白药净利下滑40%，成败皆因炒股？ 盈利能力下降,米内网
330,2021-05-21,Wind医药：每日行业动态（2021-05-21）,Wind
331,2021-05-21,云南白药拟斥资百亿元谋破局,经济日报
332,2021-05-20,上海区域股市周报：63家机构调研上海医药 2亿融资买入浦发银行,每日经济新闻
333,2021-05-20,晚间重要公告2021年5月20日星期四,Wind
334,2021-05-20,上海医药：艾司唑仑片通过仿制药一致性评价,Wind
335,2021-05-20,每日“药”闻| 百济神州泽布替尼在美申请新适应症上市；BMS入局AI制药,读懂财经
336,2021-05-20,A股早报2021年5月20日星期四,Wind
337,2021-05-20,港股盘前必读：港交所新任行政总裁欧冠升将在5月24日正式履新,Wind
338,2021-05-19,晚间重要公告2021年5月19日星期三,Wind
339,2021-05-19,中国短期融资券及中期票据信用分析周报,新浪
340,2021-05-19,上海医药(601607.SH)：“SPH3127片”慢性肾病适应症临床申请获受理,格隆汇
341,2021-05-19,上海医药：SPH3127片新适应症临床试验申请获得受理,Wind
342,2021-05-19,Wind医药：每日行业动态（2021-05-19）,Wind
343,2021-05-18,21深度｜最高降超90%！上市药企整体销售费用近五年首降，“带金销售”风真刹住了？,21世纪经济报道
344,2021-05-18,上海医药(02607.HK)：辛伐他汀片通过仿制药一致性评价,格隆汇
345,2021-05-18,上海医药(601607.SH)：辛伐他汀片通过仿制药一致性评价,格隆汇
346,2021-05-18,康希诺生物加速新冠疫苗克威莎在沪产能建设,Ofweek
347,2021-05-18,上海医药(601607)2020年报及2021年一季报点评：业绩符合预期 战略布局疫苗领域,新浪
348,2021-05-18,天津医药携手上海医药云南白药，三方共建传统中医药产业联盟,Wind
349,2021-05-18,天津医药携手上海医药云南白药 三方共建传统中医药产业联盟,天津日报
350,2021-05-18,港股公告精选：非凡中国拟出售李宁已发行股份的2.41%股份，套现38.2亿港元,Wind
351,2021-05-18,定增市场周报：上海医药、华夏银行拟募资均超百亿元 顺丰控股定增缩水近一成,新浪
352,2021-05-17,康希诺生物、上海医药向上药康希诺增资约11亿元,北京商报
353,2021-05-17,康希诺生物-B(06185)及上海医药（02607）拟向上药康希诺合共增资约11.05亿元用于建立生产线生产Ad5-nCoV以满足对新冠疫苗的全球需求,智通财经
354,2021-05-17,最新个股研报精选：这只些股获机构重点关注,中金在线
355,2021-05-17,上药、白药高层见面会：强强联手启新程,和讯
356,2021-05-17,上海医药大涨,新浪
357,2021-05-17,抗癌治癌板块活跃 上海医药涨幅居前,新浪
358,2021-05-17,西南证券维持云南白药买入评级：投资上海医药，强强联合共促发展,每日经济新闻
359,2021-05-17,八省二区的头孢氨苄“团购”来了；第四批集采未中选药品257个调价，388个暂停挂网；荣昌生物宣布拟赴科创板上市,药融圈
360,2021-05-16,上海医药(601607)：引入云南白药作战投 强强联合共促发展,西南证券
361,2021-05-16,傅鹏博、刘彦春、蒋彤等顶流基金经理最新调研股曝光！贝莱德基金也出动了,Wind
362,2021-05-16,免费：蒲公英2021制药技术巡回交流会（第89期--杭州站）,蒲公英
363,2021-05-14,巨头联姻！云南白药入股上药！,谷丰观点
364,2021-05-14,一项大规模多中心临床研究表明：“清肺排毒汤”可有效降低新冠肺炎死亡风险；知名药企 重磅大品种过评丨贝壳日报,贝壳社
365,2021-05-14,药企销售费用年榜:恒瑞、步长等超80亿 复星医药市场费蝉联第一,新浪
366,2021-05-14,强强联姻！云南白药斥资112亿入股上海医药,医药云端工作室
367,2021-05-14,上海医药(02607.HK)：SPH5030片临床试验申请获得受理,格隆汇
368,2021-05-14,长春百科IPO获批复丨人福新药丨海正ANDA获批丨上海医药、恒瑞、石药一致性评价丨君实、恒瑞临床许可,艾美达行业研究
369,2021-05-14,上海医药(601607.SH)：SPH5030片用于晚期实体瘤治疗临床试验申请获受理,智通财经
370,2021-05-14,上海医药：SPH5030片临床试验申请获受理,格隆汇
371,2021-05-14,瑞信：维持上海医药(02607)“跑赢大市”评级 目标价降至20港元 机构下调估值,智通财经
372,2021-05-14,快讯 | 上海医药、云南白药及天津医药拟共建“中医药产业联盟”，上海医药宣布引入云南白药作为战略投资者、天津医药完成混改后首度三方合作,财经网
373,2021-05-14,云南白药112亿入股上海医药，刚亏了8亿的云南白药想干啥？ 亏损,搜狐
374,2021-05-13,云南白药豪掷千金联姻上海医药（02607），能否实现双赢？,智通财经
375,2021-05-13,云南白药投资百亿，成为上海医药第二大股东,医药网
376,2021-05-13,一季度，这些药企盈利破10亿,制药网
377,2021-05-13,炒股失利，云南白药又拿百亿投资上药，百年老店“短板”待破解,新浪医药
378,2021-05-13,上海医药今日大宗交易成交22.50万股，成交价21.04元溢价0.0%,Wind
379,2021-05-13,云南白药回应年报“议论”：有疑问可以理解,云南网
380,2021-05-13,A股早报2021年5月13日星期四,Wind
381,2021-05-13,粤开知更荟 | 音频解读●4月金融数据公布，云南白药拟为上海医药第二大股东,粤开崇利论市
382,2021-05-13,上海医药拟定增募资144亿，云南白药斥资112亿入股！强强联合背,国际金融报
383,2021-05-13,云南白药百亿战投上海医药 前者去年超26亿利润靠炒股实现,第一财经日报
384,2021-05-12,【一语道破】股价创年内新低！百亿入股上海医药，云南白药又想“炒股”？ 连续下跌,财华社
385,2021-05-12,晚间重要公告2021年5月12日星期三,Wind
386,2021-05-12,云南白药百亿战投上海医药，巨头联姻能否实现共振,第一财经
387,2021-05-12,21深度丨云南白药112亿元豪赌上海医药：定增价接近净资产，或复制混改经验,21世纪经济报道
388,2021-05-12,云南白药百亿认购上海医药股份 难掩盈利能力不断下滑的“中年焦虑” 盈利能力下降,每日经济新闻
389,2021-05-12,两知名药企达成143亿合作！,医药观察家网
390,2021-05-12,上海医药(02607.HK)信谊天平药品通过仿制药质量和疗效一致性评价,财华社
391,2021-05-12,港股收盘(5.12)|恒指收涨0.78% 医美概念股、大型科技股再获市场追捧,智通财经
392,2021-05-12,上海医药：西咪替丁片及培哚普利叔丁胺片通过仿制药一致性评价,Wind
393,2021-05-12,上海医药拟定增集资143.84亿元，云南白药将持股逾18%为二股东,资本邦
394,2021-05-12,三年资产负债率超60%，上海医药引云南白药112亿“补血”资本 偿债能力下降,环球老虎财经
395,2021-05-12,上海医药大跌6.53% 股价报20.32元 连续下跌,中新经纬
396,2021-05-12,云南白药斥资百亿战略投资上海医药 深化大健康产业合作,中证网
397,2021-05-12,上海医药创新转型提速：引入战投云南白药优化商业化，研发管线步入收获期,新康界
398,2021-05-12,港股异动 | 上海医药(02607)盘中跌超7% 拟向上海潭东及云南白药定增A股 募资不超143.84亿元,智通财经
399,2021-05-12,欲引入云南白药为战略投资者 上海医药拟定增不超143.84亿元,证券日报网
400,2021-05-12,投资小米与伊利亏超8亿元 云南白药再斥资百亿入股上海医药 亏损,中新经纬
401,2021-05-12,2021年5月12日早班车（紫金财经&胜泰智慧）,紫金财经
402,2021-05-12,AH股齐跌！上海医药A股大跌超7%锁价定增引入云南白药 连续下跌,格隆汇
403,2021-05-12,今天股市行情最新消息 今日股市新闻（5月12日）,至诚财经
404,2021-05-12,5月12日 8股盘前利好公告速递,中财网
405,2021-05-12,港股公告精选：比亚迪股份拟将控股子公司比亚迪半导体分拆至深交所创业板上市,Wind
406,2021-05-12,股海导航 5月12日沪深股市公告提示,新浪
407,2021-05-12,锁价定增再添新例 云南白药拟战略入股上海医药,上证报
408,2021-05-12,云南白药拟与上海医药实施重大战略合作,云南日报
409,2021-05-12,一季报出炉：药明、恒瑞等11企业盈利破10亿！,医药经济报
410,2021-05-12,上海医药拟定增募资140亿 云南白药斥资百亿入股,全景网
411,2021-05-11,【金财富早知道】2021-05-12,赢家之星
412,2021-05-11,深入合作医药健康领域 云南白药(000538.SZ)拟战略入股上海医药,智通财经
413,2021-05-11,云南白药(000538.SZ)：拟以不超112.29亿元战略入股上海医药持股达18.02%,格隆汇
414,2021-05-11,晚间要闻2021年5月11日星期二,Wind
415,2021-05-11,上海医药(02607.HK)建议向上海潭东及云南白药发A股筹143.83亿人民币,财华社
416,2021-05-11,上海医药(02607)拟向上海潭东及云南白药定增A股 募资不超143.84亿元,智通财经
417,2021-05-11,云南白药：拟参与认购上海医药定增,Wind
418,2021-05-11,晚间资讯｜华民股份实控人被执行逮捕；上海医药拟定增引入云南白药为战投,证券时报网
419,2021-05-11,晚间公告热点追踪：开尔新材实控人拟减持不超4%股份,新浪
420,2021-05-11,向前看，入股上海医药对于云南白药的医药商业板块全国性扩张及国际化发展意义是非常重大的。,财华社
421,2021-05-11,公告精选：比亚迪拟将比亚迪半导体分拆至创业板上市；锦泓集团核查结束股票复牌,e公司
422,2021-05-11,上海医药(601607.SH)拟定增募资不超143.84亿元由上海潭东及云南白药认购,格隆汇
423,2021-05-11,上海医药拟定增募资约143.84亿元，面临市场风险,每日经济新闻
424,2021-05-11,上海医药：拟定增募资不超143.84亿元，云南白药认购112亿元,Wind
425,2021-05-11,艾力斯(688578)：核心产品伏美替尼正式商业化,新浪
426,2021-05-10,上海医药(02607.HK)获SIIC INTERNATIONAL INVESTMENT增持50万股,格隆汇
427,2021-05-09,继投下4个“恒瑞”，大半个“上海医药”后，高瓴又来钱了！1160亿又会买谁？大药企、CRO、投资机构抢夺战要开始了？,E药经理人
428,2021-05-07,Shanghai Industrial Investment (Holdings) Company Limited增持上海医药股份50万股,每日经济新闻
429,2021-05-07,东吴证券--医药行业2020年报&2021年一季报总结报告：医药增长仍强劲，CXO、器械、药店等数据靓丽【行业研究】,金融界股吧
430,2021-05-06,逾四成A股上市药企销售费用同比增长复星医药广告宣传砸钱最猛,北京商报
