,2021-12-31,行业观察|半岛超声炮大火 医美设备厂商国产替代空间广阔,财联社
283,2021-09-26,医药生物行业：海外新冠治疗药物有望Q4陆续获批 重点推荐相关CDMO标的,新浪
284,2021-09-26,华东医药：Ellansé?伊妍仕?在荷兰生产，荷兰工厂现有的产能可以满足公司预计的市场需求，目前暂未受到疫情影响,每日经济新闻
285,2021-09-26,BIOTECH/传统药企中报及研发进展总结：BIOTECH 迎来商业化时代 传统药企创新转型加速,新浪
286,2021-09-26,医药生物行业资金流入榜：6股净流入资金超亿元,证券之星
287,2021-09-17,“母子”对簿公堂 华东医药被子公司怒斥：或有栽赃陷害之嫌 诉讼纠纷,凤凰网
288,2021-09-17,华东医药“夺印”风波升级 子公司：你从来没把我当“亲儿子”看待,华夏时报
289,2021-09-10,华东医药利拉鲁肽减肥适应症已完成III期临床入组领跑国内糖尿病及减肥领域,全景网
290,2021-09-10,华东医药：公司利拉鲁肽注射液减肥适应症目前已经完成III期临床入组，正在进行随访，计划于2021年底前开展上市申报工作,每日经济新闻
291,2021-09-10,华东医药：目前公司已完成国内pre-IND资料递交,每日经济新闻
292,2021-09-10,华东医药：公司全球独家胶原蛋白刺激剂长效微球Ellansé?伊妍仕?已于8月29日正式登陆中国大陆市场,每日经济新闻
293,2021-09-10,华东医药：公司利拉鲁肽注射液“适用于成人2型糖尿病患者控制血糖”的上市许可申请已获得国家药品监督管理局（NMPA）受理,每日经济新闻
294,2021-09-10,医药生物行业：风物长宜放眼量,新浪
295,2021-09-07,商业贸易行业周观点：天猫国际发布美妆品牌孵化计划 王府井吸收合并首商股份获批,新浪
296,2021-09-05,晚间重要公告2021年9月5日星期日,Wind
297,2021-09-05,华东医药：利拉鲁肽注射液上市许可申请获得受理,Wind
298,2021-09-04,药企集采：谁的盛宴？谁的噩梦？,Wind
299,2021-09-03,华东医药(000963.SZ)：利拉鲁肽注射液“适用于成人2型糖尿病患者控制血糖”上市许可申请获受理,格隆汇
300,2021-09-03,"""谈判收购""只是幌子?华东医药与""失控""子公司一纸诉状曝争端 诉讼纠纷",金融界
301,2021-09-03,Wind医药：每日行业动态（2021-09-03）,Wind
302,2021-09-01,富时罗素季度调整结果出炉，长城汽车、中远海控纳入富时中国A50指数,Wind
303,2021-08-31,华东医药夺印风波收关注函 争夺华东宁波子公司控制权 关注函,中国经济网
304,2021-08-31,【热点零距离】“少女针”能否挽救华东医药？,财华社
305,2021-08-31,华东医药与子公司对簿公堂 医美业务或受影响 诉讼纠纷,中国经济网
306,2021-08-31,华东医药“少女针”上市，引爆医美行业下一个增长点？,21世纪经济报道
307,2021-08-31,逾六成上市药企销售费用率回落,Wind
308,2021-08-30,华东医药收到关注函，要求从实质重于形式的角度详细说明公司是否已失去对华东宁波的控制,Wind
309,2021-08-30,独家电报|华东医药回应医美子公司所涉诉讼：即使华东宁波解散 也会继续争取与韩国方面的合作 关联方问题,财联社
310,2021-08-30,华东医药正式推出少女针 首发医院100家,e公司
311,2021-08-30,医美营收半年增长近50%，华东医药发布“少女针”布局高端医美赛道,21商评网
312,2021-08-29,布局上游高端医美赛道 华东医药“少女针”新品上市,中证网
313,2021-08-29,华东医药：Ellansé伊妍仕登陆中国大陆市场,鲸平台
314,2021-08-29,华东医药重磅医美新品登陆国内市场,上证报
315,2021-08-29,华东医药“少女针”新品正式上市销售 抢占上游高端医美赛道,全景网
316,2021-08-29,爱尔眼科市值连续缩水4周后回升，华东医药市值蒸发逾113亿「医疗器械周榜」,华夏时报
317,2021-08-28,华东医药回应医美子公司所涉诉讼：正积极着手应诉准备工作 诉讼纠纷,36氪
318,2021-08-27,华东医药：被要求说明与华东宁波之间解散事宜相关争议的具体情况,Wind
319,2021-08-27,医美太火热：华东医药与子公司内讧了 关联方问题,网易
320,2021-08-27,华东医药：案件还未开庭审理 后续走向存不确定性｜公司问答 诉讼纠纷,第一财经
321,2021-08-27,华东医药与子公司“开撕” 或每年损失5000万？｜资讯焦点,第一财经
322,2021-08-26,股价3个月跌4成、“亲儿子”面临离散，医美龙头华东医药能否靠“少女针”重生？,21世纪经济报道
323,2021-08-26,华东宁波发声反驳华东医药 称上市公司在抹黑，未当自己是“亲儿子”,每日经济新闻
324,2021-08-26,华东医药Ellanse伊妍仕新品发布会倒计时3天 大咖云集共同见证,全景网
325,2021-08-26,华东医药子公司被自然人股东要求解散 或丢伊婉玻尿酸/Jetema肉毒素独家代理权 减资破产,新浪
326,2021-08-26,华东医药收到民事起诉状，股价大跌9.94% 诉讼纠纷,阿尔法工场
327,2021-08-26,13秒赚2万多！“宁王”一则消息：一分钟狂拉90%,Wind
328,2021-08-26,华东医药龙虎榜数据（8月26日）,Wind
329,2021-08-26,A股收盘综述：消费、金融难见起色，资源股再度狂欢,Wind
330,2021-08-26,快讯：华东医药跌停 报于31.23元,金融界
331,2021-08-26,老百姓(603883)：收购河北华佗药房 “星火式并购”持续发力,新浪
332,2021-08-26,A股午盘综述：创业板指跌1.7%，消费、周期冰火两重天,Wind
333,2021-08-26,华东医药“内斗”继续发酵 华东宁波回应称华东医药公告内容不实,和讯
334,2021-08-25,快讯 | 华东医药：与医美子公司自然人股东起纷争，收起诉欲解散，核心产品代理业务面临不确定性 诉讼纠纷,财经网
335,2021-08-25,华东医药少女针即将上市 高端医美产品加速注册落地,全景网
336,2021-08-25,少数股东起诉解散医美子公司，华东医药“祸起萧墙” 关联方问题,环球老虎财经
337,2021-08-25,华东医药跌4.98% 中信证券高点喊买目标价60元,中国经济网
338,2021-08-24,华东医药(000963.SZ)“少女针”8月29日国内上市发售 首发医院100家,智通财经
339,2021-08-24,华东医药(000963.SZ)公司及控股子公司收到民事起诉状 关联方问题,智通财经
340,2021-08-24,华东医药：子公司华东宁波被其自然人股东起诉，被要求解散,Wind
341,2021-08-24,华东医药官方预告“少女针”正式发售时间 首发医院高达100家！,全景网
342,2021-08-24,国金证券：首予华东医药(000963.SZ)“买入”评级 目标价为45.1元,智通财经
343,2021-08-23,机构买入评级大幅扩围，64股看涨逾70%,Wind
344,2021-08-23,医药生物行业：药明康德、迈瑞医疗等市值底部已现 无需恐慌,新浪
345,2021-08-23,8月备受基金公司关注的三个行业：医药医疗、电气设备、工业机械,制药网
346,2021-08-23,国金证券首予华东医药买入评级：医药工业品质技术升级，医美全球逐步开花，目标价45.1元,每日经济新闻
347,2021-08-22,磷概念火了，龙头获超百家机构调研，透露磷酸铁项目等信息,Wind
348,2021-08-19,胰岛素国采有望9月启动：外企份额或受冲击，国产渗透率提高,澎湃新闻
349,2021-08-19,大震荡！2天内，云南白药及8家药企高管离职！16家知名药企出售资产！ 董监高成员变化,汇聚南药
350,2021-08-19,【行情】单抗概念股拉升走强，君实生物涨超8%，信立泰、沃森生物、华东医药、百奥泰等跟涨,金十数据
351,2021-08-18,医美深度报告：童颜/少女针陆续获批上市，开启2021再生医美元年,时尚消费志
352,2021-08-18,华东医药：公司目前拥有荷兰、法国、美国、瑞士和保加利亚五个生产基地，参股公司瑞士Kylane的玻尿酸产品目前在瑞士工厂生产，后期将转移至Sinclair公司法国生产基地生产,每日经济新闻
353,2021-08-18,华东医药：公司全球独家胶原蛋白刺激剂长效微球Ellansé?伊妍仕?今年4月获得NMPA上市批准，将于8月正式登陆中国大陆市场,每日经济新闻
354,2021-08-18,华东医药：公司已设立全资子公司欣可丽美学（上海）医疗科技有限公司负责Ellansé?伊妍仕?的销售推广，上市后首发医院100家,每日经济新闻
355,2021-08-18,华东医药：公司没有处于临床试验中的二甲双胍产品,每日经济新闻
356,2021-08-18,华东医药：公司医美业务2021年上半年国内业务盈利，国际业务仍然亏损 亏损,每日经济新闻
357,2021-08-18,华东医药：目前公司尚未研发和销售NMN产品,每日经济新闻
358,2021-08-18,华东医药：公司子公司中美华东上半年阿卡波糖产品市场销量及占有率同比保持上升，供应和价格均保持稳定,每日经济新闻
359,2021-08-18,华东医药：今年上半年公司糖尿病领域吡格列酮二甲双胍片、心血管领域吲哚布芬片均实现快速增长,每日经济新闻
360,2021-08-18,中药巨头，副董事长辞职 董监高成员变化,赛柏蓝
361,2021-08-18,华东医药总经理李阅东先生因身体原因离职 董监高成员变化,Insight数据库
362,2021-08-18,华东医药：独家胶原蛋白刺激剂长效微球Ellansé伊妍仕将于8月登陆中国大陆市场,Wind
363,2021-08-18,浙江区域股市周报：通策医疗进入板块市值10强 217家机构调研华东医药,每日经济新闻
364,2021-08-17,华东医药(000963.SZ)董事、总经理李阅东辞职 董监高成员变化,智通财经
365,2021-08-17,华东医药：李阅东申请辞去董事、总经理职务 董监高成员变化,每日经济新闻
366,2021-08-17,华东医药：公司董事、总经理辞职,Wind
367,2021-08-17,华东医药供应链管理公司浙江遭整改 GSP飞检4项缺陷 其他违规处罚,中国经济网
368,2021-08-17,券商首次关注8股并给予买入评级（8月17日）,Wind
369,2021-08-16,华东医药“少女针”上市在即 医美业务或斩获新增长点,凤凰网
370,2021-08-16,一周机构调研：52家上市公司被调研，217家机构集中调研华东医药,每日经济新闻
371,2021-08-16,44股今日获机构买入评级 11股上涨空间超20%,证券时报网
372,2021-08-16,华安证券首予华东医药买入评级：驾“轻”就熟，全面覆盖“注射+仪器”医美项目,每日经济新闻
373,2021-08-16,医药生物行业：关注CXO新秀 重点推荐皓元医药、诺泰生物等,新浪
374,2021-08-16,机构已聚焦上市公司三季度经营情况！这些公司调研会信息量很大,Wind
375,2021-08-15,这家公司一周超200家机构调研！行业整顿，赛道被“锤”，今年医美还有行情吗？,Wind
376,2021-08-15,这家公司一周超200家机构调研！行业整顿，赛道被“锤”，今年医美还有行情吗？,e公司
377,2021-08-15,传统药企如何破局创新转型？从Me-too到BIC License-in成首选？,E药经理人
378,2021-08-15,医药投向标|中成药将加快集采 晶泰科技完成4亿美元D轮融资 镁信健康完成超20亿元C轮融资,财联社
379,2021-08-14,本土Biotech后浪生猛，跨国MNC群狼环伺，传统药企如何破局创新转型？从Me-too到BIC，License-in已成首选？,E药经理人
380,2021-08-13,最近国家对医美行业的整顿将产生什么影响？华东医药回应,e公司
381,2021-08-13,休闲服务行业：国潮当道势头正旺 关注医美化妆品高景气赛道,华安证券
382,2021-08-13,社保基金长期重仓股名单曝光（附股）,中国财富网
383,2021-08-13,财信证券社服零售新消费行业2021年8月月度报告：优质龙头蛰伏蓄力，把握长线布局机会,财信证券研究
384,2021-08-13,26家药企上半年八成净利增长 两家公司重磅新药即将报产,全景网
385,2021-08-12,人民金融·创新药指数涨1.09% | 26家药企披露半年报，八成净利增长，两家表示重磅新药即将报产,证券时报网
386,2021-08-12,78股获券商买入评级，贝达药业目标涨幅达99.78%,Wind
387,2021-08-11,134股获买入评级 最新:东方雨虹,中财网
