,2021-12-31,港股盘前必读：热门中概股大幅上涨，阿里巴巴涨9.72%京东涨7.27%,Wind
1292,2019-07-09,科创板申购潮起 市盈率偏高是否合理？,红周刊
1293,2019-07-09,战配基金首现身！科创板网下密集申购 这家路演时一凳难求,金融界
1294,2019-07-09,公募科创板投资两手抓：中小盘基打新 长期看战配,新浪
1295,2019-07-09,科创板｜明日有9只新股可申购 包括乐鑫科技中国通号,TechWeb
1296,2019-07-09,中国通号今日开放申购 申购价格为每股5.85元,中证网
1297,2019-07-09,公募基金首次参与科创板战略配售：2只基金获配中国通号,每日经济新闻
1298,2019-07-09,科创板承销保荐账单出炉：平均承销费率7.76% 中国通号保荐费高达1.6亿,21世纪经济报道
1299,2019-07-09,中国通号(03969.HK)：科创板上市有助提振股份价值，维持“增持”评级，目标价7.20港元,格隆汇
1300,2019-07-09,中国通号等9家公司发行价出炉,证券时报
1301,2019-07-09,9家科创板公司确定发行价！百亿市值公司升至5家，首现PS估值法,中证报
1302,2019-07-09,【IPO追踪】中国通号(03969-HK)A股发行价格5.85元,财华社
1303,2019-07-09,中国通号等9家科创板公司确定发行价 符合机构预期,中证报
1304,2019-07-09,A股周内22只新股数破纪录： 科创板进入密集发行期,21世纪经济报道
1305,2019-07-09,又有9家科创板企业发行价确定！最高市盈率达170倍，本周三可参与打新！还有11家在路上,e公司
1306,2019-07-08,中国通号:在科创板发行股份数量18亿股 发行价5.85元,新浪
1307,2019-07-08,科创板中国通号：本次发行价格为5.85元/股,Wind
1308,2019-07-08,打新“黄金周”后，A股直面三大考验,红周刊
1309,2019-07-08,A股迎来“黄金周”，科创板21股可打新，中报或将引爆新轮行情！,搜狐
1310,2019-07-08,格隆汇个股放量排行榜 | 7月8日,格隆汇
1311,2019-07-08,华金证券：预计中国通号IPO发行后的合理市值区间520-680亿元,资本邦
1312,2019-07-08,国盛证券：中国通号科创板IPO二级市场合理定价5.62元/股,资本邦
1313,2019-07-08,科创板“巨无霸”顶格申购100%中签迷你新股又是谁,经济日报
1314,2019-07-08,港股盘前重要公司新闻,第一财经
1315,2019-07-08,22只新股！历史性的超级打新周来了 更有顶格申购中签概率100%,中国基金报
1316,2019-07-08,【收藏】打新黄金周！9只科创新股同天申购，顶格申购最高100%中签！,德邦证券微资讯
1317,2019-07-08,首批科创板公司7月22日上市！一文看懂科创板受理142家企业,中信建投证券研究
1318,2019-07-08,港股公告精选：中国通号就发行18亿股在科创板上市于7月9日下午举行网上路演,Wind
1319,2019-07-08,小心，这周有一个天大利空,中财网
1320,2019-07-08,科创板迎打新黄金周！21股等你中签 全攻略来了,券商中国
1321,2019-07-08,科创板本周发21只新股 周三有9只新股扎堆申购,新京报
1322,2019-07-07,打新“黄金周”来了！“惊天大雷”震惊A股！美元暴涨预示下周开溜？周末重磅消息点评！,每日经济新闻
1323,2019-07-07,科创板首批上市确定，一周22连发创IPO新纪录,第一财经
1324,2019-07-07,老艾侃股：打新狂潮来袭！,新浪
1325,2019-07-07,中国通号(688009.SH)拟公开发行18亿股新股在科创板上市 7月9日网上路演,格隆汇
1326,2019-07-06,中国通号(688009) 申购代码787009 申购日期7.10,红周刊
1327,2019-07-06,一大波红包来袭：19只新股申购！下周天天可打新（附攻略）,每日经济新闻
1328,2019-07-06,科创板鸣锣倒计时 影子股会再度狂欢吗？,重庆商报
1329,2019-07-06,科创板打新：下周21股集中发行最高一天9股同发,证券时报网
1330,2019-07-06,应健中:科创板的高潮来了,中财网
1331,2019-07-06,科创板敲定7月22日开市交易,新京报
1332,2019-07-05,7月22日！历时259天的科创板将正式挂牌！,格隆汇
1333,2019-07-05,下周有18只科创板新股可申购 包括中国通号澜起科技,TechWeb
1334,2019-07-05,一周19家:新股天天打，最低仅需3.5万市值顶格申购，更有100%中签,中国基金报
1335,2019-07-05,申万宏源：估值区间55%-70%分位,申万宏源
1336,2019-07-05,【东吴七点半】3000点关口反复震荡，摆脱盘局还需蓝筹发力（07.08）,东吴财经通
1337,2019-07-05,38家券商参与141单科创板项目承销保荐 另类投资子公司预计需跟投51亿元,证券日报
1338,2019-07-04,一天发9家新股！1.5亿股民见证历史！这些信息你必须知道,金融界
1339,2019-07-04,科创板迎来首家央企招股,北青网
1340,2019-07-04,9只科创板新股将同日登台 更有顶格申购100%中签,中国基金报
1341,2019-07-04,下周将有10家科创板企业申购 科创板004号市盈率39.8倍打新持续火爆,华夏时报
1342,2019-07-03,宋清辉：科创板发行提速！风险将强于以往新股投资者不宜凭感觉跟风投资,搜狐
1343,2019-07-03,数说首批科创板拟挂牌企业：高管人均薪酬差距28倍,金融界
1344,2019-07-03,科创板打新“盛宴”下周开席！同一天9股待申购，谁是最大“肉签”？,每日经济新闻
1345,2019-07-03,科创板迎首家“A+H”中国通号现金流承压,时代周报
1346,2019-07-03,科创板迎首家“A+H” 中国通号现金流承压,时代周报
1347,2019-07-03,港股异动 | 中国通号涨近7% 拟在科创板上市7月10日申购,格隆汇
1348,2019-07-03,五天猛增10万户 科创板新增开户神速——道达早评,每日经济新闻
1349,2019-07-03,深圳交通中心助力雄安打造智慧交通,深圳特区报
1350,2019-07-03,几乎全员顶格打新！科创板中签率出炉：最低0.055%！,证券时报网
1351,2019-07-03,科创板过会率100% 注册生效企业存共性,证券时报
1352,2019-07-03,南下资金抢筹H股“洼地”,南方财经网
1353,2019-07-03,首只顶格申购中签概率100%的科创板股来了！甚至不止中一签，注意了！,券商中国
1354,2019-07-03,"机械设备行业:科创板上市交易在即,关注科创板映射的投资机会",上海证券
1355,2019-07-02,科创板开市倒计时：批量注册，扎堆打新，IPO企业接踵而来,澎湃新闻
1356,2019-07-02,六月先“翻身”，七月续做“俯卧撑”,红周刊
1357,2019-07-02,科创板首家央企中国通号今日招股 高铁核心企业将完成A+H布局,证券日报
1358,2019-07-02,首家科创板央企！下周三打新 同一天还有容百科技、光峰科技（附时间表）,中证报
1359,2019-07-02,首个科创板“巨无霸”7月10日打新 这回一天能打3只,第一理财网
1360,2019-07-02,27家企业过会科创板有哪些诀窍,中国经济网
1361,2019-07-02,科创板批文发放突然提速，7月底首批挂牌有望！又有3家披露打新日期,21世纪经济报道
1362,2019-07-02,周二机构一致看好的七大金股（07.02）,中金在线
1363,2019-07-02,港股公告精选：蒙牛乳业拟40.11亿元出售所持石家庄君乐宝乳业51%股权,Wind
1364,2019-07-02,老沙：科技是第一“升”产力,中财网
1365,2019-07-02,中国通号专注轨道交通控制系统,中证报
1366,2019-07-02,顶格申购要市值252万！首个科创板“巨无霸”7月10日打新,金融界
1367,2019-07-02,中国通号、光峰科技、容百科技今起招股,证券时报
1368,2019-07-02,格隆汇A股公告精选(7.02) | 中国通号(688009.SH)拟发行不超18亿股 10日开始申购;华兴源创网上申购近2.3万个号码中签;交行建行下周派发股息；截至6月底多家公司现大量回购,格隆汇
1369,2019-07-02,2019年IPO市场半年度报告： 警惕“堰塞湖”重现的新挑战,21世纪经济报道
1370,2019-07-02,中国通号(688009.SH)拟发行不超18亿股募资105亿元 10日进行申购,格隆汇
1371,2019-07-02,中国通号：7月10日网上申购,Wind
1372,2019-07-01,“巨无霸”IPO，A股的“发动机”还是“抽水机”？,红周刊
1373,2019-07-01,上半年赴港IPO热潮遇冷，但下半场更加精彩？,格隆汇
1374,2019-07-01,郭施亮:科创板与巨无霸IPO到来，市场承受能力几何？,中财网
1375,2019-07-01,中国通号:全球领先的轨交控制系统供应商,万联证券
1376,2019-06-30,证监会同意2家企业科创板IPO注册，获批企业总数增至8家,澎湃新闻
1377,2019-06-30,下半年投基瞄准科创主题 投资者宜分清李逵和李鬼！,红周刊
1378,2019-06-29,【重磅财经前瞻】这些降费新规下周实施科创板再迎三股打新,中新经纬
1379,2019-06-29,中国通号(03969-HK)向关连人士战略配售A股,财华社
1380,2019-06-29,盘点｜领涨全球！市值暴增11万亿！上半年A股精彩上演八部大片：或激动、或惆怅、或瞠目，让你看过瘾！,重庆商报
1381,2019-06-29,智通港股公告精选︱(6.28)中国通号科创板IPO注册获中证监通过,智通财经
1382,2019-06-28,中国通号(03969.HK)关连人士参与A股发行战略配售 认购不超4147.54万股A股,格隆汇
1383,2019-06-28,中国通号注册生效！105亿元科创板募资王来了,资本邦
1384,2019-06-28,每日科创板之628：世纪空间沃尔德过会 中国通号注册生效,TechWeb
1385,2019-06-28,证监会同意中国通号IPO注册 将成科创板首家A+H股公司,e公司
1386,2019-06-28,快讯：中国通号大涨逾6% 科创板上市获上交所通过,新浪
1387,2019-06-28,华润微电子科创板IPO,证券时报
1388,2019-06-28,港股异动︱科创板上市注册申请获中证监通过 中国通号(03969)涨超5%,智通财经
1389,2019-06-28,港股异动 | 中国通号涨3.65% 上半年归母净利润预增6.3%至14.8%,格隆汇
1390,2019-06-28,IPO规模超百亿！科创板迎来首个“巨无霸”，或成为科创板首家A+H股,中国基金报
1391,2019-06-28,中国通号(03969-HK)A股发行完成中国证监会注册,财华社
1392,2019-06-28,中国通号获准注册 航天宏图和柏楚电子过会,中证报
1393,2019-06-28,中国通号、虹软科技科创板上市申请已提交注册,北京商报网
1394,2019-06-28,688008，给了上海首家科创板企业！7月8日打新，顶格申购需市值15.5万,e公司
1395,2019-06-27,探秘下一代信息网络产业公司,每日经济新闻
1396,2019-06-27,格隆汇港股聚焦(6.27)︱	六福集团年度纯利升9%至14.93亿港元 中行子公司中银理财获准开业,格隆汇
1397,2019-06-27,每经23点丨基金“半年考”，前十名业绩差距不足5个百分点；任正非称今年招20-30名天才少年,每日经济新闻
1398,2019-06-27,中国通号获准登陆科创板,新京报
1399,2019-06-27,证监会按法定程序同意中国铁路通信信号股份有限公司科创板首次公开发行股票注册,每经网
1400,2019-06-27,中国通号：上半年净利21.1-22.8亿 同比增6.3%-14.8%,新浪
1401,2019-06-27,中国通号(03969.HK)：上半年归母净利润预增6.3%至14.8%,格隆汇
1402,2019-06-27,科创板拟上市公司中国通号、虹软科技已提交注册,新浪
1403,2019-06-27,科创板拟上市企业中国通号、虹软科技提交注册稿,Wind
1404,2019-06-26,科创板星宿股四宗“最”,北京商报网
1405,2019-06-26,华润微电子拟科创板上市 8年前曾于港股私有化退市,e公司
1406,2019-06-26,明星客户云集 虹软科技有望成视觉AI第一股,证券日报
1407,2019-06-25,24.26元、41倍市盈率！科创板第一股发行价敲定，周四打新688001，还有更多科创板新股在路上（附攻略）,证券时报网
1408,2019-06-25,杭可科技招股7月3日申购 3650只公募基金可投科创板,中证报
1409,2019-06-24,编者注：建立科技委员会和试点注册制度,搜财网
1410,2019-06-24,中国通号过会：科创板获批第21家 中金公司过2家,中国经济网
1411,2019-06-24,虹软科技科创板过会 盈利中非经常性损益影响较大,新浪
1412,2019-06-24,科创板首家央企进入过会名单 中国通号拟募资105亿元,证券日报
1413,2019-06-23,八批21家科创板上会项目全过会 这些企业有啥特征？,券商中国
1414,2019-06-23,过会率100%！八批共21家科创板上会项目全部过会，过会企业有哪些特征？科创板正对投行流程再造,券商中国
1415,2019-06-22,IPO日报 | 比特大陆恢复IPO计划；视觉AI第一股虹软科技科创板IPO过会；Vida Health完成3000万美元融资,格隆汇
1416,2019-06-22,科创板过会企业又增2家，首现央企“巨无霸”,新京报
1417,2019-06-22,中国通号和虹软科技过会 募资总额、知识产权受关注,中证网
1418,2019-06-22,格隆汇港股聚焦(6.21)︱中国燃气去年净利润升35%至82.24亿港元 中国通号科创板首发过会,格隆汇
1419,2019-06-21,【IPO追踪】中国通号(03969-HK)科创板上市获上交所通过,财华社
1420,2019-06-21,科创板发审会又一次100%通过，过会企业总数增至21家,澎湃新闻
1421,2019-06-21,中国通号(03969.HK)：上交所科创板A股发行获上市委员会审核通过,格隆汇
1422,2019-06-21,科创板上市委会议通过中国铁路通信信号、虹软科技上市申请,第一财经
1423,2019-06-21,科创板上市委第8次审议会议：虹软科技、中国通号首发申请均获通过,Wind
1424,2019-06-21,联讯证券：市值之王中国通号顺利过会,联讯证券
1425,2019-06-21,中国通号超强盈利能力遭质疑,金融投资报
1426,2019-06-19,中国通号：打破技术封锁凝炼大国重器 向全球输出中国标准,挖贝网
1427,2019-06-18,财经观察家 |张刚：科创板来了！资本市场再添“试验田”,巨丰财经
1428,2019-06-18,2过2！科创板第四次发审会结果出炉，微创医学、交控科技过会,读懂财经
1429,2019-06-18,最高净利润37亿，但也有0收入企业，最快59天就能上会|这就是科创板,读懂财经
1430,2019-06-17,【中信建投 海外TMT】海外TMT行业周报：海外云计算龙头加码数据分析具有借鉴意义，关注国内相关公司的投资机会,建投海外研究
1431,2019-06-17,国字号“巨无霸”闯科创板：总资产797亿，去年营收400亿，融资105亿,南都报
1432,2019-06-15,多家公司出售房产缓解资金紧张,中证网
1433,2019-06-14,本周科创板6家过会、10家上会，百余家VC/PE机构一览,每日经济新闻
1434,2019-06-14,中国通号(03969.HK)与中国通号集团订立工程承包协议,格隆汇
1435,2019-06-14,科创板掀起盖头来，这批先行公司科技属性都很强！,澎湃新闻
1436,2019-06-13,定了！科创板上市委第8次审议会议审议这两家公司,中新经纬
1437,2019-06-13,首个央企“考生”亮相科创板上会名单,Wind
1438,2019-06-13,一文看懂科创板受理122家企业,中信建投证券研究
1439,2019-06-12,【中投早知道】2019-06-13,赢家之星
1440,2019-06-12,第八批科创板上会企业定了，包括拟融资105亿元的中国通号,澎湃新闻
1441,2019-06-12,每经22点丨上海力争3至5年内建成“全球电竞之都”；农业农村部称海南猪瘟疫苗“尚不能生产”,每日经济新闻
1442,2019-06-12,中国通号、虹软科技将于6月21日接受科创板上市委审核,资本邦
1443,2019-06-12,科创板上市委：6月21日审议虹软科技、中国通号首发申请,Wind
1444,2019-06-12,中国通号披露科创板上会稿,e公司
1445,2019-06-12,科创板拟上市企业虹软科技等2家公司披露上会稿,Wind
1446,2019-06-11,港股异动 | 中国通号涨4.15% 剥离部分非主营业务及资产 提升经营效益,格隆汇
1447,2019-06-10,中国通号(03969.HK)剥离部分非主营业务及资产 提升经营效益,格隆汇
1448,2019-06-09,起底科创板高端装备：盈利能力攀升 技术壁垒待突破,第一财经
1449,2019-06-06,科创板掘金丨中国铁路通信信号股份有限公司,第一财经
1450,2019-06-05,【权益变动】中国通号(03969-HK)被贝莱德减持600.9万股,财华社
1451,2019-06-05,【增减持】中国通号(03969.HK)遭Black Rock减持600.9万股,格隆汇
1452,2019-05-31,智通港股公告精选︱(5.31)安踏体育否认沽空机构指控,智通财经
1453,2019-05-31,科创板拟上市企业中国通号、虹软科技回复三轮问询,e公司
1454,2019-05-31,午评：沪指冲高回落微涨0.01% 次新股板块走高,网易
1455,2019-05-31,国资委党委书记、主任郝鹏到中国通号调研,e公司
1456,2019-05-31,基建工程加码 铁路持续受益,财富动力网
1457,2019-05-29,中信建投 | 一文看懂科创板受理112家企业,中信建投证券研究
1458,2019-05-27,澜起科技回复二轮问询：核心产品价格下滑 高增长是否可持续,面包财经
1459,2019-05-26,中国通号回复科创板第二轮问询：对阿尔斯通技术不存在重大依赖,Wind
1460,2019-05-24,中国通号(03969.HK)拟续聘安永华明为2019年度外部审计机构,格隆汇
1461,2019-05-24,【聚焦注册制】29天！携“芯”记录闯关科创板中芯国际力压中国通号,财华社
1462,2019-05-23,"机械行业专题报告:高端装备制造业科创板受理企业概览(二),高端装备制造业科创板专题系列报告(二)",渤海证券
1463,2019-05-22,中金公司俩保代私改招股书 从业十年的他们缘何“阴沟翻船”？,金融界
1464,2019-05-22,大胆还是傻？中金保代违规更改科创板申请文件被处分 其他违规处罚,新浪
1465,2019-05-22,太罕见！私自改了招股书，还改了问询函！中金公司与两保代双罚！改动涉及10余个数据，看中金如何回应,券商中国
1466,2019-05-17,格隆汇个股放量排行榜 | 5月17日,格隆汇
1467,2019-05-16,格隆汇个股放量排行榜 | 5月16日,格隆汇
1468,2019-05-16,复旦张江8成营收依赖前5大客户 销售费3.5亿为研发3倍,长江商报
1469,2019-05-14,108家科创板申报企业拟募资1042亿，74%募资低于10亿,21世纪经济报道
1470,2019-05-14,港股公司复旦张江科创板上市申请获受理,中证报
1471,2019-05-14,科创板融资报告： 108家申报企业拟募资1042亿元 74%募资规模低于10亿,21世纪经济报道
1472,2019-05-13,注意啦！联合保荐并不能减少券商跟投出资，108家公司或将消耗券商资本金40亿,21世纪经济报道
1473,2019-05-13,真相！科创板选手不得不说的秘密 11家“复读生”回炉再造,网贷之家
1474,2019-05-13,25家医药企业“闯关”科创板，微芯生物以研发占比“拔头筹”,医药魔方
1475,2019-05-13,金山办公“移情”科创板 募资猛增2.6倍,国际金融报
1476,2019-05-12,中信建投 | 一文看懂科创板受理108家企业,中信建投证券研究
1477,2019-05-09,关于北京辖区科创板拟上市公司辅导验收情况的通报（截至5月5日）,北京证监局
1478,2019-05-08,中国通号回复科创板问询 105亿募资不会投资房地产,证券时报网
1479,2019-05-08,102家科创板获受理企业概况一览；美的系突击入股昨日获受理的有方科技,企业成长智库
1480,2019-05-08,中兴通讯领涨 港股资讯科技板块走强,中证网
1481,2019-05-08,研发 超半数研发投入占营收不到10%,新京报
1482,2019-05-08,地区 北京22家获准考证受理数量领跑全国,新京报
1483,2019-05-08,百家科创板受理企业3成毛利过低 2家去年亏损10亿级 亏损,新京报
1484,2019-05-07,科创板百家企业全扫描 木瓜移动研发占比“掉队”,北京商报
1485,2019-05-07,直击科创板——科创板申报企业突破百家 私模股权机构大荟萃,巨丰财经
1486,2019-05-07,科创板受理公司拟募资额逼近1000亿，中信建投、中信、华泰、中金保荐领跑,中国基金报
1487,2019-05-07,科创板受理满百 创新性包容性最“吸粉”,证券时报
1488,2019-05-06,最全梳理！科创板100家申报受理企业大扫描，12张榜单带你了解科创板,证券时报网
1489,2019-05-06,重磅！科创板受理企业突破百家！69%募资不足10亿，研发强度平均11%,21世纪经济报道
1490,2019-05-05,有望上市A股 汉能集团发布私有化方案计划表,砍柴网
1491,2019-04-30,和舰芯片2018年政府补助收入是其净利润的35倍 三年获取政府补助金额超过50亿元,中金在线
1492,2019-04-29,基建股放榜前夕受捧 中铁建涨逾4%中铁上升约3%,新浪
1493,2019-04-29,华创证券：一带一路从规划到落地 装备出海大势所趋（附受益股）,证券时报网
1494,2019-04-29,纷纷盯上科创板 港股公司各显神通回A,国际金融报
1495,2019-04-26,格隆汇个股放量排行榜 | 4月26日,格隆汇
1496,2019-04-26,机械制造：信号系统受益通车高峰 通号与交控闪耀科创板,和讯
1497,2019-04-26,92家受理企业补助“礼包”悬殊：最大超10亿元 最小“零进账”,中财网
1498,2019-04-26,【国元资讯早班车】首批科创板基金开售，或成今年“爆款基金”！,国元证券订阅号
1499,2019-04-25,8家港股上市公司拟挺进科创板，更有公司取消H股发行,证券时报网
1500,2019-04-25,回A蠢蠢欲动，8家港股上市公司拟挺进科创板，更有数家公司取消H股发行,证券时报网
1501,2019-04-25,格隆汇个股放量排行榜 | 4月25日,格隆汇
1502,2019-04-25,招股书质量参差不齐待改进,中国经济网
1503,2019-04-25,港股公司加快回A 多家拟冲刺科创板,证券时报
1504,2019-04-25,科创板跟投江湖：投行、另类子公司与企业的拉锯战,21世纪经济报道
1505,2019-04-23,本周可能有科创板基金问世 监管严查科创板资金来源,中金在线
1506,2019-04-23,中国通号转战科创板 港股市值近550亿 拟融资105亿,TechWeb
1507,2019-04-23,新三板转战科创板最大难关是什么？“除了估值，还是估值”,金陵晚报
1508,2019-04-23,今日科创板进展：1家获受理 6家已问询,中金在线
1509,2019-04-22,科创板大阅兵：这家公司上市申请获受理，华泰系基金三个月前入股,证券时报网
1510,2019-04-22,每经小强快讯：前往科创板再下一城，中国铁路通信信号股份有限公司已获上交所问询 问询,每日经济新闻
1511,2019-04-22,联讯证券：截止至4月18日晚间 84家企业申报科创板,和讯
1512,2019-04-22,科创板动态跟踪：申报企业已达89家，券商跟投比例确定为2%-5%（20180421）-证券研究报告,山西证券研究所
1513,2019-04-22,中国通号手握117亿现金仍拟募105亿 三年赚97亿经营现金流不足5亿 运营能力下降,长江商报
1514,2019-04-21,【华创机械 | 周观点】一季度经济运行好于预期，继续关注结构分化中的机遇,华创机械
1515,2019-04-21,联讯证券：截止至4月19日晚间 89家企业申报科创板,联讯证券
1516,2019-04-19,又一家港股公司拟登陆科创板 昊海生物科技欲募资15亿,每日经济新闻
1517,2019-04-19,科创板受理开闸满月｜中金抢到最大单，中信建投保荐数领跑,澎湃新闻
1518,2019-04-19,【联讯研究】科创板每日总览,联讯金融
1519,2019-04-18,一文看懂科创板受理79家企业,和讯
1520,2019-04-18,科创板再现H股上市公司 昊海生科拟募资14.84亿元,证券时报网
1521,2019-04-18,科创板受理企业问询问题公布在即，81家企业全扫描,券商中国
1522,2019-04-18,科创速递 | 科创板提速，A股概念炒作明显降温,国元证券订阅号
1523,2019-04-18,跟投科创板项目 四类券商“钱紧”有压力,证券时报
1524,2019-04-17,外资动向| 北向资金减仓A股 沪深股通净流出13.96亿元,腾讯网
1525,2019-04-17,受理不代表上市：受理速度超过新三板挂牌速度 拟募资总额已达去年IPO募资总额58%,挖贝网
1526,2019-04-17,会形成抽水效应么：中国通号拟在科创板募资105亿 为2018年A股募资总额的1/13,挖贝网
1527,2019-04-17,会形成抽水效应么：中国通号拟融资105亿 或吸走科创板1/15资金,挖贝网
1528,2019-04-17,超百亿元融资！科创板迎来大型央企集团下属公司中国通号,经济观察网
1529,2019-04-17,科创板受理企业增至79家 首现百亿融资！近三成企业闪现突击入股,中证报
1530,2019-04-17,港股异动 | 中国通号涨4.15% 申请科创板上市获受理,格隆汇
1531,2019-04-17,【港股早评：恒指小幅高开0.1% 燃气股大跌 比亚迪盘前涨2.86%】,格隆汇
1532,2019-04-17,【国元资讯早班车】科创板重磅文件出台！,国元证券订阅号
1533,2019-04-17,科创板迎来“大块头” 中国通号上市申请获受理,证券时报
1534,2019-04-16,【中投早知道】2019-04-17,微信
1535,2019-04-16,科创板受理企业增至79家：中国通号拟融资105亿元居首,澎湃新闻
1536,2019-04-16,中国通号科创板上市申请获受理 拟募资105亿元,北京商报网
1537,2019-04-11,中国通号首季合同增16.1% 现跌3%,新浪
1538,2019-04-07,「科创系列」交控科技：国内领先的轨交信号系统整体解决方案提供商【国君机械】,琨论机械
1539,2019-04-03,科创速递 | 最牛集成电路设计公司已获提前参股！,国元证券订阅号
1540,2019-04-03,社保基金减持破净交行投影心理测压，正常调仓还是别的啥让人好不思量,21世纪经济报道
1541,2019-03-27,中国通号拟登陆科创板募资105亿元 高铁产业链全面走向资本市场,证券日报
1542,2019-03-26,中国通号承建珠三角自动驾驶城际铁路项目,新浪
1543,2019-03-26,涨停揭秘：市场踩踏引发大跌 两市涨停个股解析,巨丰财经
1544,2019-03-26,首创股份：公司持有中国通号部分股份,Wind
1545,2019-03-26,中国通号寻求在上交所科创板上市 凯发电气受益涨停,金融界
1546,2019-03-26,中国通号拟科创板上市 现飙15.74%,新浪
1547,2019-03-25,中国通号寻求A股上市拟募百亿元 高铁产业资本化加速,经济观察网
1548,2019-03-25,中国通号A股上市地锁定科创板：拟募资净额105亿元,澎湃新闻
1549,2019-03-25,科创板迎来首家A+H公司，中国通号计划募资105亿,投中网
1550,2019-03-05,【增减持】中国通号(03969.HK)遭社保基金理事会减持30万股 减持股份,格隆汇
1551,2018-07-25,全球首套高铁自动驾驶系统完成现场试验,北青网
1552,2018-07-03,【川财研究所*专题报告】科创板上市公司全景概览之二：杭可科技、光峰科技、澜起科技、中国通号,川财研究
1553,2018-05-28,[强于大市评级]海外计算机&互联网行业一周回顾：互联网公司持续加大对互联网流量入口的争夺,中财网
1554,2018-05-03,中国高铁成功突围 列控系统实现重大突破,东方网
1555,2018-01-07,【华创机械李佳团队】机械设备2018第1周周报：全年挖机销量同比翻番，新能车锂电产量未来可期,华创机械
