,2021-12-31,华夏银行携手北大荒集团成功发行全国首单农业企业结构调整型资产支持票据,21世纪经济报道
300,2021-09-01,华夏银行已成功接入银行函证区块链服务平台，投产企业级区块链基础服务平台,零壹财经
301,2021-09-01,惠誉确认华夏银行的长期发行人违约评级为“BB+”，展望稳定,Wind
302,2021-09-01,华夏银行信用卡2021年上半年交易总额增长3.24% 业务收入下降2.68% 盈利能力下降,中国网
303,2021-09-01,招行人均月收入5.8万！超半数银行薪酬总盘子两位数增长,Wind
304,2021-09-01,又一银行暂停个人外汇买卖业务！恢复时间未定,Wind
305,2021-08-31,暂停个人外汇买卖？华夏银行：系升级系统，个人结售汇业务照常,中新经纬
306,2021-08-31,华夏银行上半年不良贷款增加5亿，人均薪酬近20万元,AI财经社
307,2021-08-31,华夏银行暂停个人外汇买卖业务 对未来外汇市场波动风险未雨绸缪 经营问题,华夏时报
308,2021-08-31,华夏银行发布“关于我行个人外汇买卖业务通告的澄清声明”,上证报
309,2021-08-31,华夏银行回应暂停外汇买卖：升级优化技术系统，个人结售汇业务不受影响,21世纪经济报道
310,2021-08-31,华夏银行澄清暂停办理个人外汇买卖业务：为升级优化技术系统,Wind
311,2021-08-31,华夏银行上半年信用减值损失198亿 员工薪酬总额增11%,中国经济网
312,2021-08-31,一日游！华夏银行公告暂停个人外汇买卖业务，又撤回 经营问题,上证报
313,2021-08-31,快讯｜华夏银行：拟延长大宗商品清算通清算费优惠期,财经网
314,2021-08-31,华夏银行回应暂停个人外汇买卖：暂停个人外汇买卖是因准备升级系统，并不影响个人结售汇业务,Wind
315,2021-08-31,快讯｜华夏银行回应外汇公告消失：正在作信息确认,财经网
316,2021-08-31,快讯｜拟暂停个人外汇买卖业务 华夏银行发布公告后又删除 经营问题,财经网
317,2021-08-31,七年蛰伏！华夏银行净利润首现双位数增长 行长透露定增获机构投资者支持,和讯
318,2021-08-31,“华夏银行暂停个人外汇买卖业务”登上微博热搜 网友：彻底结束了 经营问题,新浪
319,2021-08-31,华夏银行大连分行违法被罚 “三查”不到位形成不良 金融监管处罚,中国经济网
320,2021-08-31,华夏银行大连分行违法被罚 信贷资金被套取且形成案件 金融监管处罚,中国经济网
321,2021-08-31,华夏银行呼和浩特分行违法被罚 掩盖资产质量 金融监管处罚,中国经济网
322,2021-08-31,华夏银行：鉴于国际外汇市场波动加大，将于12月1日起暂停个人外汇买卖业务,Wind
323,2021-08-31,华夏银行上半年净利润109.8亿，私行客户比上年末增长11.89%,21世纪经济报道
324,2021-08-31,华夏银行：上半年银行卡业务、贸易结算类业务收入下滑导致非息收入增长乏力 盈利能力下降,财联社
325,2021-08-31,每经11点丨文旅部：防范资本在文娱行业泛滥和野蛮生长；湖北一民企董事长被股东驾车撞伤致死；华夏银行12月起暂停个人外汇买卖业务,每日经济新闻
326,2021-08-31,华夏银行于12月1日起暂停个人外汇买卖业务,新浪
327,2021-08-30,大连银保监局：对华夏银行大连分行作出行政处罚，罚款130万元,Wind
328,2021-08-30,内蒙古银保监局：对华夏银行呼和浩特分行作出行政处罚，罚款30万元,Wind
329,2021-08-30,银行财眼 | 华夏银行收到今年第21张罚单 累计被罚金额高达11379万元 金融监管处罚,凤凰网
330,2021-08-30,华夏银行上半年净利润增长17.6%，核心一级资本充足率逼近监管红线,中华网
331,2021-08-30,华夏银行上半年实现净利润109.80亿元 业务发展和经营转型加快推进,中证网
332,2021-08-30,华夏银行披露半年报：经营发展基础不断夯实 经营转型取得积极成效,证券日报网
333,2021-08-30,华夏银行：上半年营收481.13亿元，同比增加1.12%|中报快讯,乐居财经
334,2021-08-30,经营发展基础不断夯实 经营转型取得积极成效-华夏银行2021年半年报发布,证券时报网
335,2021-08-30,银行财眼丨华夏银行上半年净利润109.8亿元 不良贷款率1.78%,凤凰网
336,2021-08-30,华夏银行：上半年净利润同比增长17.6%,Wind
337,2021-08-30,快讯｜华夏银行：上半年净利润109.80亿元 同比增长17.60%,财经网
338,2021-08-30,华夏银行半年报：上半年净利润109.8亿元 同比增17%,财联社
339,2021-08-30,预防电诈，暖心助残——华夏银行重庆分行在行动,上游新闻
340,2021-08-30,华夏理财总裁苑志宏：平衡短期利益与长期发展，打造国内首家ESG理财投资机构,Wind
341,2021-08-28,昌吉银保监局：对中国人民财险昌吉州分公司下属机构昌吉市支公司作出行政处罚，罚款12万元,Wind
342,2021-08-27,晚间要闻2021年8月27日星期五,Wind
343,2021-08-27,浩云科技(300448.SZ)与华夏银行签署多份中标项目协议,智通财经
344,2021-08-27,13家银行签署绿色金融《负责任银行原则》，大银行半数缺席,Wind
345,2021-08-27,东方国信(300166)半年报点评：业绩快速增长 CIRRODATA和CLOUDIIP应用持续落地,新浪
346,2021-08-26,科蓝软件：中标华夏银行高速高容现金设备采购项目,中证网
347,2021-08-26,机构行为系列专题之十：“摊余”估值调整 理财转型推进,新浪
348,2021-08-26,科蓝软件：智能高柜机器人中标华夏银行采购项目,Wind
349,2021-08-25,华夏银行济南分行：精准滴灌促发展 纾难解困助小微,中投网
350,2021-08-24,信托公司开展 FOF 业务实务研究（四）,信托业协会
351,2021-08-24,数字人民币将亮相金融嘉年华,北京青年报
352,2021-08-23,福田汽车：拟为参股公司北京宝沃4亿元借款提供担保 大额借贷担保,乐居财经
353,2021-08-23,中信国安被罚两月后索赔额超8600万元 资金周转困难不影响投资者索赔,大众证券报
354,2021-08-23,金融监管政策周报（8.16-8.22）：规范信用债市场,Wind
355,2021-08-23,央行再出重拳，5大行被罚1541万，所为何因？,Wind
356,2021-08-23,借势“国潮”创新营销 多家银行打造“国风”信用卡,证券日报
357,2021-08-22,央行重罚5家银行：建设银行被罚388万 华夏银行被罚486万 金融监管处罚,新浪
358,2021-08-22,剑指信用信息管理不善等 建设银行等5家银行领罚单,新浪
359,2021-08-22,交行建行华夏银行兴业银行邮政银行被处罚！涉违规信息采集等 金融监管处罚,奥一网
360,2021-08-22,罚款合计1541万 央行出手，邮储、建行、交行、华夏、兴业银行被罚,中华网
361,2021-08-22,华夏银行违法被央行罚486万 5月份被银保监会罚9830万 金融监管处罚,中国经济网
362,2021-08-20,违反账户管理相关规定！建行等5家银行被央行罚没1541万！ 金融监管处罚,新浪
363,2021-08-20,外汇交易中心发布市场利率定价自律机制成员机构名单,Wind
364,2021-08-20,碧桂园?美好中国ESG100指数完成2021年度调仓,新浪
365,2021-08-19,投资者索赔额超8600万元 中信国安证券索赔持续征集中,大众证券报
366,2021-08-19,华夏银行昆明分行助力“云花”发展 推“花惠贷”精准滴灌花卉产业链农户,金融界
367,2021-08-18,华夏银行：京津冀大气污染防治融资创新项目 支持大气污染治理,金融界
368,2021-08-17,中国银保监会博士后工作站举办第二届学术研讨会,Wind
369,2021-08-10,华夏银行今日大宗交易成交502.38万股，成交价5.0元折价10.07%,Wind
370,2021-08-10,“跌跌不休”下33只银行股“破净”，半年报披露季股价是否有望翻身,Wind
371,2021-08-09,银行股集体反弹！短期行情要来了？,Wind
372,2021-08-06,哪些银行最缺资本？,新浪
373,2021-08-06,40城停贷调查：二手房停贷蔓延，额度大范围收紧,36氪
374,2021-08-06,一天大卖超50亿！小爆款来了,Wind
375,2021-08-03,ESG投资方兴未艾，银行理财、公募基金纷纷拥抱“新蓝海”,资本邦
376,2021-08-03,7月银行发债规模降至515亿，其中永续债骤降94%,Wind
377,2021-07-31,震惊！客户莫名背上2000万贷款还被甩锅，这家股份行被告上法庭！27项违规被罚9830万，华夏银行内控问题严重 诉讼纠纷,和讯
378,2021-07-31,“锦瑟华年”开启思想盛宴，“盛夏有约”群英江城论道——华夏理财与华夏银行武汉分行联合举办企业客户专属活动,经济观察报
379,2021-07-30,华夏银行郑州分行强化信贷支持 助力企业复工复产,搜狐
380,2021-07-30,前7月新基金发行近千只，“吸金”1.86万亿元,Wind
381,2021-07-29,银行财眼丨男子被贷款2239万后续：向华夏银行索赔70万元 法院判了！ 诉讼纠纷,凤凰网
382,2021-07-29,政策行加入，永续债发行主体进一步扩容,Wind
383,2021-07-29,关于新增中国农业银行股份有限公司等 机构为万家招瑞回报一年持有期混合型 证券投资基金销售机构的公告,新浪
384,2021-07-26,华夏银行白金卡、钻石卡境内跨行ATM取款免费 优惠有效期至年底,金融界
385,2021-07-25,楼市停贷真相,乐居财经
386,2021-07-23,【银华基金】交易日报 2021-07-23,新浪
387,2021-07-23,浩云科技(300448.SZ)：入围华夏银行2021-2023年安防产品项目供应商,格隆汇
388,2021-07-23,浩云科技：成为华夏银行安防产品入围项目供应商,每日经济新闻
389,2021-07-23,浩云科技：公司为华夏银行股份有限公司2021-2023年安防产品入围项目供应商,财联社
390,2021-07-23,浩云科技(300448.SZ)中标华夏银行股份有限公司2021-2023年安防产品项目供应商,智通财经
391,2021-07-21,独家：华夏银行厦门分行行长张志勤揭秘 在厦门呆了10年比较低调,运营商财经网
392,2021-07-21,多家银行遏制积分套利 信用卡羊毛难薅了,北京商报
393,2021-07-20,遏制积分套利 多家银行调整信用卡积分规则 羊毛越来越难薅了,北京商报
394,2021-07-20,向主动管理转型：银行加速布局FOF类理财产品,金融时报
395,2021-07-19,华夏银行收上半年单张罚单金额最大罚单 涉及27项违规 金融监管处罚,GPLP犀牛财经
396,2021-07-18,资金违规入楼市，银保监会出击：年内 29 轮处罚，涉民生、华夏银行等 20 家机构,ZAKER
397,2021-07-16,碳市场开跑 华夏银行碳金融创新再下一城,中国金融新闻网
398,2021-07-16,金融报道｜重磅！银行业再现亿元罚单 理财业务违规成年内大额罚单主因 金融监管处罚,财经网
399,2021-07-16,发力碳金融，华夏银行打造绿色金融新优势,经济观察网
400,2021-07-16,全国碳市场启动 华夏银行成为资金结算行,每经网
401,2021-07-16,华夏银行落地全国碳市场首笔远期交易履约保函业务,新浪
402,2021-07-16,华夏银行自停个人外汇买卖，政策趋于收紧？,腾讯网
403,2021-07-15,华夏银行被爆信用贷资金可作购房首付，不良率远高于行业平均水平,凤凰网
404,2021-07-15,华夏银行被爆信用贷资金可作购房首付，不良率远高于行业平均水平,中访网
405,2021-07-15,网传华夏银行个人信贷业务或可直接用于买房首付，情况属实么？,运营商财经网
406,2021-07-15,向华夏银行珠海分行借90万却蹊跷称分文未到 行长李锦奎怎么看,运营商财经网
407,2021-07-14,盘点银行业上半年罚单：被罚总额12.7亿 华夏银行领最大额罚单 金融监管处罚,新浪
408,2021-07-14,上半年银行业收罚单2305张，被罚没13.06亿同比翻倍 金融监管处罚,21世纪经济报道
409,2021-07-14,A股市场破净股一览（7月14日）,Wind
410,2021-07-14,大咖云集，群英荟萃——华夏理财在京举办高规格投资策略会,证券时报网
411,2021-07-14,华夏银行个人信用贷藏猫腻 贷款可用于购房首付,新浪
412,2021-07-12,迎接双碳新时代 把握资管新机遇——华夏理财2021年中期投资策略会成功举办,经济观察网
413,2021-07-12,一季度工商银行被投诉次数最多 邮储银行理财类业务投诉量居首,中华网
414,2021-07-12,银保监会：第一季度银行业消费投诉环比增长2.9%,上证报
415,2021-07-12,银保监会：工行、农行投诉量位列国有大型商业银行前两位,银保监会
416,2021-07-12,银保监会：一季度接收并转送银行业消费投诉78414件，环比增长2.9%,Wind
417,2021-07-09,评级观察|华夏银行维持AAA主体信用等级资本补充压力待解,和讯
