,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
303,2021-10-10,国防军工行业：财报季临近 军工配置性需求上升,广发证券
304,2021-10-08,军工行业月度动态报告：估值切换在即 高景气有望驱动板块走高,新浪
305,2021-10-07,车企造芯PK，谁是未来龙头?,新浪
306,2021-10-07,国防军工行业周报暨10月策略：关注业绩确定性高及中下游业绩抬升的标的,新浪
307,2021-10-04,电子行业周报：全球半导体资本支出2021将达1500亿美元,新浪
308,2021-09-30,长江策略2021年10月金股推荐,新浪
309,2021-09-28,云智赋能 芯领未来 紫光芯云尖端科技“遇见”科博会,凤凰网
310,2021-09-27,紫光国微：无晶圆厂的芯片设计业务模式的预付款比例通常都不高，公司目前各业务回款状况良好，经营净现金流同比大幅改善,每日经济新闻
311,2021-09-26,国防军工行业周报：板块触底回升 珠海航展大量新装备将亮相,新浪
312,2021-09-26,国防军工行业研究周报：珠海航展倒计时、俄新机型进度出炉 高景气赛道持续确认,新浪
313,2021-09-25,云智赋能，芯领未来，紫光芯云尖端科技“遇见”科博会,Wind
314,2021-09-24,紫光国微(002049.SZ)拟以募集资金置换先投项目自筹资金6652.04万元,智通财经
315,2021-09-24,紫光国微(002049.SZ)拟开展不超过5000万美元远期外汇交易业务,智通财经
316,2021-09-23,紫光国微：与微网优联达成战略合作,e公司
317,2021-09-23,微网优联与紫光国微达成战略合作,证券时报网
318,2021-09-23,紫光国微展现超级SIM卡在量子通信领域成功实践,C114通信网
319,2021-09-22,国防军工行业周报：短期回调创造买入良机 坚定看好行业长期增长,新浪
320,2021-09-22,国防军工行业周报：神舟十二号平安“回家” 天舟三号整装待发,新浪
321,2021-09-22,汽车电子行业：智能座舱加速渗透 汽车电子供应链迎来爆发,新浪
322,2021-09-22,紫光国微量子通信芯片项目亮相首届量子产业大会,e公司
323,2021-09-22,紫光国微量子通信芯片项目亮相首届量子产业大会,Wind
324,2021-09-20,债券市场“爆雷”大跳水！700亿芯片大牛股紫光国微也崩了？,搜狐
325,2021-09-18,紫光国微：智能安全芯片板块产品出货量将再创新高，业绩稳中有进,Wind
326,2021-09-17,紫光国微接受19家机构调研，车载安全芯片已实现装车,阿尔法工场
327,2021-09-17,紫光国微：公司推出的创新产品超级SIM卡正在市场推广阶段,每日经济新闻
328,2021-09-17,紫光国微：公司正在积极供货，但目前受产能限制的影响，只能交付一部分,每日经济新闻
329,2021-09-16,半导体芯片股早盘走弱，紫光国微跌超7%,36氪
330,2021-09-15,无惧跌停！机构大举扫货芯片股，半导体ETF狂吸金,Wind
331,2021-09-15,【行情】汽车芯片股早盘领跌，紫光国微、北京君正、扬杰科技、新洁能、立昂微等跌幅居前,金十数据
332,2021-09-14,机构抄底紫光国微 游资连续封板广晟有色|龙虎榜,第一财经
333,2021-09-14,22倍芯片牛股怎么了？刚跌停又将迎股东、高管减持 减持股份,Wind
334,2021-09-14,A股早报2021年9月14日星期二,Wind
335,2021-09-14,每日理财观察：国务院批复同意《东北全面振兴“十四五”实施方案》,Wind
336,2021-09-13,半导体板块遭重创，蔡嵩松说的“双升红利期”还有戏吗？,Wind
337,2021-09-13,紫光国微：与云启智慧达成战略合作 以芯片技术赋能智慧教育,e公司
338,2021-09-13,上海证券电子行业周报：功率半导体产业半年报梳理,新浪
339,2021-09-13,500亿大牛股突然就崩了！原因找到了,Wind
340,2021-09-13,紫光国微：尚不清楚股价跌停逻辑,财联社
341,2021-09-13,闪崩跌停，5机构席位激战！千亿市值芯片股回应来了,Wind
342,2021-09-13,跌停板解密：资金出逃，两类个股封跌停！（9月13日）,Wind
343,2021-09-13,紫光国微闪崩跌停，北向资金净卖9077万，机构却净买1.5亿,证券之星
344,2021-09-13,紫光国微龙虎榜数据（9月13日）,Wind
345,2021-09-13,紫光国微跌停 外资、机构博弈激烈,第一财经
346,2021-09-13,紫光国微放量跌停，机构逆势抄底,Wind
347,2021-09-13,龙虎榜|紫光国微跌停 三机构合计买入2.38亿元,财联社
348,2021-09-13,A股收盘综述：抛开指数做个股，“煤飞色舞”继续霸屏、磷化工股批量封板,Wind
349,2021-09-13,半导体板块全线杀跌 紫光国微封死跌停 要调整到年底？,证券之星
350,2021-09-13,国防军工行业周报暨9月策略：军工短期调整是中长期配置良机,新浪
351,2021-09-13,【行情】半导体及元件板块午后持续走弱，紫光国微、立昂微跌停，北京君正、富满电子跟跌,金十数据
352,2021-09-13,千亿芯片巨头闪崩，煤炭ETF狂飙99%，元宇宙又火了,Wind
353,2021-09-13,A股午盘综述：3700一线盘整如期而至，磷化工、煤炭、网游、海运、铝金属飙升,Wind
354,2021-09-13,紫光国微跌停 中信证券华安证券长江证券高点喊买,中国经济网
355,2021-09-13,汽车芯片股集体下跌 立昂微/紫光国微跌停 监管严查汽车芯片价格哄抬,格隆汇
356,2021-09-13,半导体板块走低 立昂微、紫光国微跌停,格隆汇
357,2021-09-13,【牛人重仓】紫光国微:盘中近日首次触及跌停板，今日资金流入-37643.4万元，北向资金持股1669.12万股，融资余额221863.42万元；前3个交易日，北向资金增持110.91万股，融资额增加-8829.08万元，主力资金净流入-43608.41万元,每日经济新闻
358,2021-09-13,快讯：紫光国微跌停 报于201.05元,金融界
359,2021-09-13,紫光国微快速跌停，半导体板块跌幅扩大,Wind
360,2021-09-13,【行情】汽车芯片股开盘下行，立昂微一字跌停，英唐智控跌超7%，紫光国微、新洁能、北京君正等跟跌,金十数据
361,2021-09-11,芯片股大反弹，谢治宇、章晖等顶流基金经理出手！,Wind
362,2021-09-10,云启智慧与紫光国微达成战略合作,Wind
363,2021-09-08,北向资金结束连续12日净买入，中国平安、歌尔股份净卖出均超6亿元,Wind
364,2021-09-08,工信部发布车联网身份认证和安全信任试点项目名单,Wind
365,2021-09-06,国防军工行业周报：无惧市场短期回调 坚定看好军工行业长期增长,新浪
366,2021-09-06,天风证券：看好低轨卫星互联网成为2022年电子行业的一大关键趋势,Wind
367,2021-09-05,专精特新还是核心资产？顶流私募最新投资思路曝光,Wind
368,2021-09-03,紫光国微数字人民币解决方案首度亮相服贸会,e公司
369,2021-09-03,中银证券：维持紫光国微(002049.SZ)“增持”评级 各业务线需求旺盛 H1业绩高速增长,智通财经
370,2021-09-03,科技制造行业先进制造2021年9月月报：聚焦专精特新 继续布局估值和增长匹配的中小市值标的,新浪
371,2021-09-03,【电子】紫光国微—各业务线需求旺盛，H1业绩高速增长,中银证券研究
372,2021-09-02,电子行业北上资金月报,新浪
373,2021-09-02,华西证券首予紫光国微买入评级：特种与安全两翼齐飞，公司步入快速发展阶段,每日经济新闻
374,2021-09-02,大基金批量减持半导体，1600亿巨头一度跌停，这次影响多大？,Wind
375,2021-09-02,私募大佬最新持股曝光！冯柳、邓晓峰500亿重仓这些票,Wind
376,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
377,2021-09-01,紫光国微：将在服贸会上正式发布“紫光数字支付应用新成果”,e公司
378,2021-09-01,中信证券：港股市场有望迎来布局四季度行情的最佳窗口,Wind
379,2021-09-01,私募大佬持仓出炉！冯柳、邓晓峰、葛卫东、裘国根、赵军等心水股有哪些,Wind
380,2021-08-31,2021年中国国际服务贸易交易会金融服务专题展将在北京举办,Wind
381,2021-08-31,韦尔股份(603501)：以先进CIS为基石 构建全球领先平台型芯片设计公司,新浪
382,2021-08-30,紫光国微：营收净利均创半年度历史新高 主营业务板块订单饱满,21世纪经济报道
383,2021-08-30,电子行业行业周报：闻泰科技趋势渐起 澜起科技引领DDR5代际替换,光大证券
384,2021-08-30,偏爱金融股，“长线资金”布局路线图浮现,Wind
385,2021-08-30,过半业绩翻倍+研发突破喜人，A股半导体板块“成长价值”显现,Wind
386,2021-08-29,最高同比增长近35倍！这个板块“成长价值”已现,Wind
387,2021-08-29,上市公司中报披露进入密集期，多位私募大佬最新持股浮出水面,Wind
388,2021-08-29,紫光国微：公司车载控制芯片的开发工作按照计划顺利推进中,Wind
389,2021-08-29,紫光国微：公司车载控制芯片的开发工作按照计划顺利推进中，已经获得相关项目资金的支持,每日经济新闻
390,2021-08-29,紫光国微：公司可以享受高新技术企业、集成电路设计企业等方面的税收优惠政策,每日经济新闻
391,2021-08-29,紫光国微：公司集成电路业务主要为芯片设计，制造环节采用外委代工的方式,每日经济新闻
392,2021-08-29,紫光国微：公司正在开发中的车载控制芯片后续还需要进行较长时间的考核、测试工作，规模量产还需要些时间,每日经济新闻
393,2021-08-29,紫光国微：今年公司不计划进行中期利润分派,每日经济新闻
394,2021-08-29,有设计储能设备的控制芯片之类的吗？紫光国微：目前没有涉及这类产品,每日经济新闻
395,2021-08-29,公司做精微酿酒设备吗？紫光国微：没有这类设备,每日经济新闻
396,2021-08-29,紫光国微：目前在推广发行的电子驾驶证在网上发放，不是实体卡证,每日经济新闻
397,2021-08-29,紫光国微：创新产品超级SIM卡已实现小批量出货,Wind
398,2021-08-29,紫光国微：创新产品超级SIM卡已经实现了小批量出货,e公司
399,2021-08-29,【银河军工李良】公司点评丨紫光国微 (002049)：主营业务多点开花，特种+通用领域并进,中国银河证券研究
400,2021-08-27,国海证券维持紫光国微买入评级，中报点评：2021H1 业绩超预期，持续受益特种集成高景气度,每日经济新闻
401,2021-08-27,紫光国微：法院裁定对紫光集团等七家公司实质合并重整,Wind
402,2021-08-27,资金决定市场方向：北上加码买入，两融迭创新高,Wind
403,2021-08-27,A股资金流向（8月27日）：新能源板块出现分歧，宁德时代遭资金减仓,Wind
404,2021-08-27,【公司点评】紫光国微：2021H1业绩超预期，持续受益特种集成高景气度,吉森电子研究
405,2021-08-26,西南证券给予紫光国微买入评级：特种集成电路业务增速亮眼，国产化空间广阔，目标价284.30元,每日经济新闻
406,2021-08-26,茅台“降价”吓趴白酒，两大主力资金却连续加仓,Wind
407,2021-08-26,A股异动 | 紫光国微(002049.SZ)连涨五个月 半年度净利润同比增长117.84% 券商唱多,格隆汇
408,2021-08-26,芯片板块下探回升，景嘉微涨近10%,Wind
409,2021-08-26,重磅信号！万亿巨头突然全面涨价，4万亿赛道又要飞？,Wind
410,2021-08-26,中信证券：维持紫光国徽(002049.SZ)“买入”评级 目标价265元,智通财经
411,2021-08-26,紫光国微（002049）：特种业务高景气持续，成本费用摊薄盈利能力提升,中信证券研究
412,2021-08-26,国防军工行业快评：军工阶梯价格合理可控 不改业绩增长趋势,新浪
413,2021-08-26,8大百亿私募二季度买这些股！还能“抄作业”吗？,Wind
414,2021-08-25,险资“新宠”名单曝光！这些股票被持有超2000万股,Wind
415,2021-08-25,天风证券维持紫光国微买入评级：业绩大超预期，IC设计平台型公司有望戴维斯双击,每日经济新闻
416,2021-08-25,德邦证券给予紫光国微买入评级，中报业绩表现亮眼，主营业务前景可期,每日经济新闻
417,2021-08-25,紫光国微(002049)：中报表现亮眼 上调盈利预测,广发证券
418,2021-08-25,天风证券：重申紫光国微(002049.SZ)“买入”评级 智能安全芯片迎来量价齐升,智通财经
419,2021-08-25,华安证券维持紫光国微买入评级：中报超预期，顺时代强国核芯紫光造,每日经济新闻
420,2021-08-25,【太平洋通信|点评】紫光国微：业绩超预期，“三牛票”后劲十足,永不消失的电磁波
421,2021-08-25,紫光国微2021年上半年实现净利润8.84亿元，同比大幅增长119.69%,经济观察网
422,2021-08-25,国金证券：维持紫光国微“买入”评级 上半年业绩超预期 特种IC高景气持续,智通财经
423,2021-08-25,国金证券：维持紫光国微(002049.SZ)“买入”评级 上半年业绩超预期 特种IC高景气持续,智通财经
