,2021-12-31,2021非银板块回顾：券商无忧，保险疼痛,智通财经
300,2021-10-30,【中信建投 非银&金融科技】东方证券2021三季报点评：大资管业务表现出彩，股票质押风险显著缓和,中信建投非银金融研究
301,2021-10-30,东方证券2021年三季报点评: 资管+经纪收入增长良好，业务竞争优势凸显【中泰金融·戴志锋/陆韵婷/高崧】,传统借贷vs新型金融
302,2021-10-30,券商代销江湖热战，异军突起各打什么牌？中信中金强在私募销售，广发东方兴业具资产端优势,财联社
303,2021-10-30,中泰证券给予东方证券买入评级：资管+经纪收入增长良好，业务竞争优势凸显,每日经济新闻
304,2021-10-30,47家上市券商三季报出齐：4家净利超百亿，上年同期仅1家，中信营收逼近600亿，详看五大业务全排名,财联社
305,2021-10-30,10家券商前三季度营收超200亿元，4家券商净利润超百亿元,Wind
306,2021-10-30,申昊科技：东方证券、昆仑保险等11家机构于10月28日调研我司,证券之星
307,2021-10-29,“聪明钱”单月狂买近60亿！万亿“宁王”彻底火了,Wind
308,2021-10-29,A股资金流向：主线和题材共振反弹，宁王、隆基联手爆发,Wind
309,2021-10-29,龙头券商三季报比拼：中金净利增逾50%，中信建投小幅下滑 盈利能力下降,澎湃新闻
310,2021-10-29,10月29日主力巨资抢筹四大板块(附股),金融界
311,2021-10-29,【AH互动】东方证券(03958)跌超5% 三季度营收同比下降13.43% 盈利能力下降,和讯
312,2021-10-29,港股异动 | 东方证券(03958)跌近6% 第三季营收意外下滑 盈利能力下降,智通财经
313,2021-10-29,非银金融行业：加仓财富管理优势券商,广发证券
314,2021-10-29,东方证券(600958)：资管推动业绩高增 差异化竞争优势强劲,新浪
315,2021-10-29,千亿龙头冲击涨停！人气王十连板，主力抢筹12亿,Wind
316,2021-10-29,光伏大跳水，2300亿白马重挫11%！消费股大反攻,Wind
317,2021-10-29,券商板块先抑后扬再战半年线，中信证券放量涨4.8%，3季度公募基金显著加配券商,资本邦
318,2021-10-29,A股三大指数午间休盘集体上涨，东方证券跌超9%,36氪
319,2021-10-29,A股午盘综述：市场资金热炒元宇宙、食品、半导体板块，地产、保险弱势尽显,Wind
320,2021-10-29,开源证券：给予东方证券买入评级,证券之星
321,2021-10-29,券商板块开盘杀跌，东方证券跌超7%，什么原因？,证券之星
322,2021-10-29,快讯：东方证券跌停 报于13.73元,金融界
323,2021-10-29,快讯：中资券商股集体下跌 东方证券、广发证券跌近6%,新浪
324,2021-10-29,券商股大幅走低 东方证券跌超9%,e公司
325,2021-10-29,券商股走低，东方证券跌停,第一财经
326,2021-10-29,东方证券跌停打压券商板块，广发证券、长城证券、财通证券等跟随下滑,Wind
327,2021-10-29,【行情】证券板块异动下跌，东方证券跌超9%，广发证券、财通证券、长城证券、浙商证券等跟跌,金十数据
328,2021-10-29,净利同比增长超40%，东方证券前三季度信用、资管、经纪收入增长最快，第二批首家获准基金投顾展业,财联社
329,2021-10-29,图解东方证券三季报：第三季度单季净利润同比增6.27%,证券之星
330,2021-10-29,22家上市券商业绩出炉！中信第三季狂揽200亿营收,Wind
331,2021-10-28,东方证券前三季度净利润同比增41.62%,上证报
332,2021-10-28,东方证券(600958.SH)第三季度净利润16.20亿元 同比增长6.27%,格隆汇
333,2021-10-28,银行21Q3金融板块持仓：银行保险均减配、“财富管理”类券商获得增配,新浪
334,2021-10-28,东方证券：前三季度实现净利润43.21亿元 同比增长41.62%,中证网
335,2021-10-28,东方证券(03958.HK)前三季度净利升41.62%至43.21亿元,格隆汇
336,2021-10-28,东方证券：2021年第三季度净利润约16.2亿元，同比增长6.27%,每日经济新闻
337,2021-10-28,资讯：东方证券研究所：坚持“抱朴守真，积厚成器”，回归本源，卖方研究的大时代才刚刚开启,财联社
338,2021-10-28,开源金股，11月推荐,开源证券研究所
339,2021-10-28,普门科技：东方证券研究所、东方证券等35家机构于10月24日调研我司,证券之星
340,2021-10-27,缺人！券商秋招大门敞开，重点需要这几方面人才,Wind
341,2021-10-27,东方证券3958｜首三季多赚41.6% | 头条金融网,头条日报
342,2021-10-27,非银金融行业：保险板块估值修复 券商业绩预喜,信达证券
343,2021-10-27,金徽酒：海通证券、方正证券等48家机构于10月25日调研我司,证券之星
344,2021-10-25,北向资金连续5日加仓累计扫货超300亿，阳光电源、天赐材料净买入额均超新高,Wind
345,2021-10-25,港股异动 | 东方证券(03958)涨近7%领涨中资券商股 机构称持续看好券商行业高景气下的成长性,智通财经
346,2021-10-25,港股中资券商股走高，东方证券涨超6%，广发证券涨超5%，中信证券、招商证券,新浪
347,2021-10-25,券商板块午后拉升走高，长城证券涨停，东方证券等大涨,证券时报网
348,2021-10-25,【行情】券商股短线回暖，长城证券涨超8%，东方证券、浙商证券、广发证券等集体冲高,金十数据
349,2021-10-25,券商板块急速拉升，上证指数再上3600,Wind
350,2021-10-25,券商股尾盘发动攻势，长城证券涨幅扩大至7%,Wind
351,2021-10-25,财政部公布2021年前三季度记账式国债承销团成员国债现货交易量排名,Wind
352,2021-10-25,基金投顾试点两周年：首批机构成绩亮眼，第二批机构加速布局,资本邦
353,2021-10-24,万亿级大市场正在被激活！,中国基金报
354,2021-10-24,财富管理周报：新基民趋于年轻化 持续看好互联网零售财富管理龙头,新浪
355,2021-10-23,综合金融服务行业周报：保险投资端有所改善 负债端仍承压,光大证券
356,2021-10-22,东方证券邵宇：碳达峰之前首先是人达峰 或在2026到2027年之间,新浪
357,2021-10-22,市值蒸发1300亿后，史玉柱10亿开“盲盒”？,36氪
358,2021-10-21,东方证券(600958)：资管业内标杆 业绩增速亮眼,新浪
359,2021-10-20,9月房价数据出炉！市场真凉了吗？几点启示,搜狐
360,2021-10-20,东方证券副总裁鲁伟铭: 东证衍生品研究院已跻身国内衍生品研究第一梯队,中证网
361,2021-10-20,北向资金两日净买入80亿，连续五日加仓宁德时代,Wind
362,2021-10-20,深度*行业*证券行业周点评：持续看好券商行业高景气下的成长性,新浪
363,2021-10-20,北向资金动向盘点：人民币升值或引发大规模净流入,Wind
364,2021-10-20,北向资金回流！增持汽车、家电，加仓锂电龙头7亿元,21世纪经济报道
365,2021-10-19,非银金融行业周报：公募基金投资北交所监管指引提升北交所流动性,新浪
366,2021-10-19,【行情】证券板块持续拉升，天风证券涨近4%，广发证券、中信建投、东方证券跟涨,金十数据
367,2021-10-19,每日理财观察：首批MSCI中国A50互联互通ETF获批,Wind
368,2021-10-19,超10家机构已开展现场检查，新一批基金投顾展业在即,Wind
369,2021-10-19,基金投顾业务再传好消息！,中国基金报
370,2021-10-18,东方红三只基金重仓，三季报业绩翻一倍，金迪克利好释放前开启暴跌模式 重仓股票异动,21世纪经济报道
371,2021-10-18,非银金融行业数据周报：意外险新规治乱象 持续推荐财富管理赛道,新浪
372,2021-10-18,非银金融行业：东财拉开Q3优异季报序幕 保险在投资端带动下继续反弹,新浪
373,2021-10-18,非银金融行业周报：券商结算模式基金规模突破1200亿,新浪
374,2021-10-18,申港证券：券商板块将呈现震荡向上走势,Wind
375,2021-10-16,三季报有望延续高增长，券商股能否迎来“翻身”行情？,Wind
376,2021-10-15,东方证券(03958.HK)10月28日举行董事会会议审批三季度业绩,格隆汇
377,2021-10-15,东方证券：董事会会议将于十月二十八日举行,Wind
378,2021-10-15,百亿私募“内讧”，自曝违规！29家券商被拖下水,Wind
379,2021-10-15,三季度承销规模同比下滑2.1%，华英证券异军突起,时代周报
380,2021-10-14,券商3Q21业绩前瞻暨4Q21投资策略：基本面向好 业绩驱动分化 成长性被低估,新浪
381,2021-10-14,财信证券证券行业2021年10月月度报告：北交所上市箭在弦上，关注券商三季报业绩,财信证券研究
382,2021-10-13,基金投顾第二批试点蓄势待发！东方证券率先通关，多家券商等候场检，最新动态来了,券商中国
383,2021-10-13,备战第二批基金投顾业务，试点券商紧锣密鼓各出心裁,Wind
384,2021-10-13,备战第二批基金投顾业务 试点券商紧锣密鼓各出心裁,证券时报
385,2021-10-11,后陈光明时代的东证资管：百亿净赎回远超同业 一季报业绩糟糕,证券市场周刊
386,2021-10-11,非银金融行业2021年3季报前瞻：券商3季报或延续高增 关注保险投资端边际催化,新浪
387,2021-10-11,华创固收：政策刚性下，需求回落，通胀上行,Wind
388,2021-10-11,公募牌照真香！国泰君安又增持了这家基金公司，公募和券商资管多线开花,Wind
389,2021-10-09,资深老将进场！“个人系”公募扩容，头部效应显著丨南财理财通,21世纪经济报道
390,2021-10-09,9月金股组合亏损2.73% 10月荐股名单出炉 亏损,新浪
391,2021-10-09,券商全力备战，投资者踊跃申请开通北交所交易权限,Wind
392,2021-10-08,中国基金业金牛奖揭晓，原东证资管董事长申请设立泉果基金【国信金工】,量化藏经阁
393,2021-10-08,华生科技：东方证券、东方资管等15家机构于9月1日调研我司,证券之星
394,2021-10-07,邓晓峰、赵诣、冯明远调研这些公司,Wind
395,2021-10-05,第二批首家！东方证券公募基金投顾业务获准开业，行业格局生变,中证报
396,2021-10-05,早报 (10.05) | 美股又遭重挫！岸田文雄当选日本第100任首相；默沙东新冠口服药物无法取代疫苗；视频三巨头取消超前点播服务,格隆汇
397,2021-10-05,陆家嘴财经早餐2021年10月5日星期二,Wind
398,2021-10-04,第二批首家！东方证券基金投顾业务顺利过检,上证报
399,2021-10-04,第二批首家！东方证券基金投顾业务顺利过检,Wind
400,2021-10-02,券商大规模“补血”！今年以来12家发再融资预案，募资或超千亿元,中证报
401,2021-10-02,下一个睿远基金？又有陈光明的老搭档杀回马枪！,Wind
402,2021-10-02,下一个睿远基金？又有陈光明的老搭档杀回马枪！,中证报
403,2021-10-02,陆家嘴财经早餐2021年10月2日星期六,Wind
404,2021-10-01,陈光明老搭档杀入公募行业，王国斌和任莉又“同框”了,Wind
405,2021-10-01,陈光明老搭档杀入公募行业！王国斌和任莉又“同框”了,上证报
406,2021-10-01,开源金股，10月推荐,开源证券研究所
407,2021-10-01,维持高位，前三季度股权承销排行榜发布,Wind
408,2021-09-30,霍莱沃：东方证券、东吴证券等12家机构于9月1日调研我司,证券之星
409,2021-09-30,纵横股份：东方证券、红象投资等10家机构于9月2日调研我司,证券之星
410,2021-09-30,第二批首家！东方证券基金投顾业务获准开业，10月份将对外正式开展业务，初期四个方向发力,财联社
411,2021-09-30,东方证券基金投顾获准开业 有望成为第二批首家展业券商,财联社
412,2021-09-30,【东吴非银 |非银行业2021三季度业绩前瞻】行业景气驱动业绩持续提升，看好券商长期阿尔法,微信
413,2021-09-30,智通港股通占比异动统计|9月30日,智通财经
414,2021-09-30,东方证券股份有限公司 2021年第三季度报告,证券日报
415,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
416,2021-09-28,东方证券向公司固定收益业务增加投入20亿元、并向子公司东证期货增资10亿元,北京商报
