,2021-12-31,“申万宏源十大金股组合”：2022年第1期,新浪
292,2021-10-18,“一超四强”开源证券依靠精选层实现投行业务突破,挖贝网
293,2021-10-18,申万宏源：10月29日举行董事会会议,Wind
294,2021-10-18,申万宏源：10月29日举行董事会议审批三季度业绩,Wind
295,2021-10-18,申万宏源股票走势怎么样？张静含：看好医药产业长期发展趋势,至诚财经
296,2021-10-18,非银金融行业数据周报：意外险新规治乱象 持续推荐财富管理赛道,新浪
297,2021-10-18,扩充团队搭建平台，券商深耕“专精特新”领域,Wind
298,2021-10-18,扩充团队搭建平台 券商深耕“专精特新”领域,中证网
299,2021-10-16,白热化！北交所开市渐近 中小投行抢单超车 “三中一华”格局打破 更有券商豪砸100亿投“专精特新”,全景网
300,2021-10-16,市场地位大幅提升，新三板公司幸福感增强,Wind
301,2021-10-16,国内财经媒体头版2021年10月16日星期六,Wind
302,2021-10-16,新三板领先券商申万宏源将加大战略投入 全力支持“专精特新”企业 进入北交所上市,上证报
303,2021-10-16,申万宏源：北交所设立助力市场生态良性循环,中证报
304,2021-10-16,构建中小企业服务全产业链 申万宏源发布“专精特新”战略,中证报
305,2021-10-15,100亿元、300人+、100亿元、10亿元！哪家券商在大手笔备战北交所？,证券日报
306,2021-10-15,申万宏源王胜：未来2年至3年最重要的核心资产是科技,上证报
307,2021-10-15,备战北交所，企业、投行、私募面临哪些新变化？,第一财经
308,2021-10-15,申万宏源：完成本期短期融资券本息兑付工作,Wind
309,2021-10-15,申万宏源(000166.SZ)2021年第四期短期融资券(债券通)兑付完成,智通财经
310,2021-10-15,设立100亿专精特新一级股权投资基金，申万宏源又先行一步，投行端、投资端、做市端、产品端四端发力,财联社
311,2021-10-15,申万宏源率先布局专精特新，将组建超300人北交所专业服务团队,资本邦
312,2021-10-15,申万宏源王胜：“专精特新”企业将成为商业逻辑和政策逻辑的交集,Wind
313,2021-10-15,申万宏源王胜：“专精特新”企业将成为商业逻辑和政策逻辑的交集,中证网
314,2021-10-15,申万宏源王胜：对中国经济结构性的新动能充满信心,中证网
315,2021-10-15,申万宏源王胜：“专精特新”中小企业迎来资本支持新平台,中证网
316,2021-10-15,申万宏源王昭凭：投行要学会从“种地中培育项目”,上证报
317,2021-10-15,申万宏源王胜：未来2-3年最重要的核心资产就是科技,中证网
318,2021-10-15,申万宏源王昭凭：北交所成立后 上市是企业实现成长的过程,中证网
319,2021-10-15,业内首家！申万宏源发布“专精特新”战略，将设立100亿元一级市场股权基金，组建超300人的北交所服务队伍,中证报
320,2021-10-15,申万宏源王昭凭：北交所成立将促使投行从“打猎找项目”转换为从“种地中培育项目”,中证网
321,2021-10-15,申万宏源：通过抓高端客户、抓产品销售、抓量化私募、抓基金投顾等重点举措，全方位构建为客户创造价值的专业能力,每日经济新闻
322,2021-10-15,申万宏源：四个董事会专门委员会在公司的重大决策中较好地发挥了作用,每日经济新闻
323,2021-10-15,申万宏源董秘回复：公司积极把握机遇，助力财富管理业务体系化发展,证券之星
324,2021-10-15,申万宏源将设立100亿元二级市场公募基金、资管产品,中证网
325,2021-10-15,申万宏源将组建大规模“专精特新”研究团队,中证网
326,2021-10-15,申万宏源发布“专精特新”战略 将组建超300人北交所专业服务队伍,中证网
327,2021-10-15,申万宏源发布“专精特新”战略,上证报
328,2021-10-15,申万宏源将投入不少于10亿元用于“专精特新”企业做市,中证网
329,2021-10-15,申万宏源发布“专精特新”战略 将设立100亿元一级市场股权基金,中证网
330,2021-10-14,东风股份：申万宏源、申万宏源证券(香港)有限公司等42家机构于10月8日调研我司,证券之星
331,2021-10-14,财信证券证券行业2021年10月月度报告：北交所上市箭在弦上，关注券商三季报业绩,财信证券研究
332,2021-10-13,申万宏源退出融新特色39.96%股份,乐居财经
333,2021-10-13,不惧大券商抢食，谁能借北交所东风弯道超车？,Wind
334,2021-10-13,中小券商大机遇！多年深耕新三板，不惧大券商抢食，谁能借北交所东风弯道超车？,券商中国
335,2021-10-13,券商各显其能发力新三板业务,Wind
336,2021-10-13,北交所设立，中小投行打开竞业天花板,Wind
337,2021-10-13,北交所设立 中小投行打开竞业天花板,证券时报
338,2021-10-12,中曼石油：中曼控股拟转让持有的4%公司股份,Wind
339,2021-10-12,券业从业人员数量重回34万+，中信、中金财富大举招人,Wind
340,2021-10-11,中望软件：复华投信、申万宏源等5家机构于9月2日调研我司,证券之星
341,2021-10-10,券商财富管理转型提速：经纪人逐渐减少，投顾队伍不断壮大,Wind
342,2021-10-08,申万宏源十大金股组合,新浪
343,2021-10-08,专题研究荟萃系列报告之四：专精特新持续发声 关注中国未来的“苹果们”,新浪
344,2021-10-08,计算机行业周报：高通收购维宁尔对“智联汽车+AI芯片”格局影响？,新浪
345,2021-10-01,维持高位，前三季度股权承销排行榜发布,Wind
346,2021-09-30,新三板精选层午盘逾60只个股飘红,Wind
347,2021-09-30,新三板精选层个股开盘涨跌参半,Wind
348,2021-09-30,各家券商北交所开户数曝光，KPI完成了吗？,Wind
349,2021-09-29,申万宏源：关于董事辞职的公告 董监高成员变化,新浪
350,2021-09-29,申万宏源(06806.HK)完成发行46亿元公司债券,格隆汇
351,2021-09-29,申万宏源：2021年公开发行公司债券（面向专业投资者）（第八期）在深交所上市,Wind
352,2021-09-29,申万宏源：副董事长、董事杨文清辞职 董监高成员变化,Wind
353,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
354,2021-09-29,南财脱水研报丨北交所错位竞争补短板，券商行业景气度上行,21世纪经济报道
355,2021-09-29,申万宏源：10月22日召开临时股东大会,Wind
356,2021-09-29,申万宏源(06806.HK)：杨文清辞任副董事长及执行董事职务 董监高成员变化,格隆汇
357,2021-09-29,申万宏源：执行董事杨文清辞任,Wind
358,2021-09-29,申万宏源：执行董事辞任 董监高成员变化,Wind
359,2021-09-29,万丰奥威：中信建投、申万宏源等10家机构于9月28日调研我司,证券之星
360,2021-09-28,申万宏源6806｜杨文清辞任公司副董事长及执董 | 头条金融网 董监高成员变化,头条日报
361,2021-09-27,申万宏源(06806)拟为附属提供担保 大额借贷担保,智通财经
362,2021-09-27,申万宏源：累计为宏源恒利提供担保10笔,Wind
363,2021-09-27,申万宏源证券云南6宗违规收警示函 内部控制不完善 金融监管处罚,中国经济网
364,2021-09-27,非银金融行业研究周报：债券“南向通”运行 央行明确虚拟货币属性,新浪
365,2021-09-27,洪兴股份IPO募资7亿上市次月破发 申万宏源赚4060万,中国经济网
366,2021-09-27,券商积极备战北交所 优质项目“争夺战”悄然打响,证券日报
367,2021-09-26,申万宏源(06806)建议委任方荣义为公司监事,智通财经
368,2021-09-24,中颖电子：信达电子、申万宏源等18家机构于9月23日调研我司,证券之星
369,2021-09-24,中纺标进入精选层辅导期：辅导券商为申万宏源,同壁财经
370,2021-09-24,【揭榜】国债期货杰出案例与实践之星风采展示丨申万宏源,中金所发布
371,2021-09-24,德赛西威：申万宏源、泰康资产等2家机构于9月23日调研我司,中金在线
372,2021-09-23,如何增强投资者获得感？证监会副主席阎庆民提出三点意见,第一财经
373,2021-09-23,申万宏源挖角销售大佬！头部老牌券商要在机构业务怎样布局？从业14载大咖人物这般回应,证券之星
374,2021-09-23,申万宏源(000166.SZ)：申万宏源证券完成发行46亿元公司债,智通财经
375,2021-09-22,申万宏源(000166.SZ)：申万宏源证券完成公开发行46亿元公司债券,格隆汇
376,2021-09-21,券商行业周报(2021年第三十五期)：新股定价规则正式落地 北交所开户门槛公布,新浪
377,2021-09-19,北交所开户预约火爆！头部券商预约成功人数已过万,Wind
378,2021-09-18,券商年产8.59万份研报，超1/4分析师跳槽！,Wind
379,2021-09-17,申万宏源(06806)：“21申证12”及“21申证13”9月17日起在深交所上市,智通财经
380,2021-09-17,申万宏源(06806.HK)：“21申证12”9月17日起挂牌交易,格隆汇
381,2021-09-17,申万宏源(000166.SZ)：申万宏源证券2021年公司债(第七期)在深交所上市,智通财经
382,2021-09-17,申万宏源(06806.HK)：建议委任张英为非执行董事,财华社
383,2021-09-17,方正证券研究所原所长杨仁文正式离职，下一站是这家？,Wind
384,2021-09-17,银城国际控股：拟发行1.1亿美元12.5%优先票据,Wind
385,2021-09-16,申万宏源：张英女士获提名为本公司非执行董事,Wind
386,2021-09-16,申万宏源(06806)提名张英为非执行董事候选人,智通财经
387,2021-09-16,申万宏源(06806.HK)提名张英为董事会董事候选人(非执行董事),格隆汇
388,2021-09-16,申万宏源接受2家机构调研！短期主力资金净流入，市场资金早已察觉,每日经济新闻
389,2021-09-16,申万宏源：华泰证券股份有限公司、华安基金管理有限公司等2家机构于9月14日调研我司,证券之星
390,2021-09-15,吉星吉达拟撤回新三板摘牌申请 主办券商为申万宏源 退市,同壁财经
391,2021-09-15,东风股份：申万宏源、嘉实基金等26家机构于9月7日调研我司,证券之星
392,2021-09-15,每日理财观察：互认基金“打头阵”，公募布局“跨境理财通”,Wind
393,2021-09-14,非银金融行业：北交所就细则征求意见 保险亮点逐渐显现,新浪
394,2021-09-14,金融街下午茶2021年9月14日星期二,Wind
395,2021-09-14,A股突然跳水，2大利空搅局，影响多大？,Wind
396,2021-09-14,非银金融行业周报：中小券商发力布局新三板业务 A股融资火爆,新浪
397,2021-09-14,A股收盘综述：金融乏力、煤钢休整，鸿蒙、锂电池、磷化工、盐湖提锂依旧火热,Wind
398,2021-09-14,券商股午后小幅跳水，申万宏源、东吴证券跌超5%,Wind
399,2021-09-14,北交所“蛋糕”来了，中小券商有人狂喜有人愁,Wind
400,2021-09-14,【行情】证券板块午后持续走弱，东吴证券跌近5%，申万宏源、国投资本、国元证券跟跌,金十数据
401,2021-09-14,中小券商有人欢喜有人忧，弯道超车有机会,Wind
402,2021-09-13,伟星新材：西部证券、申万宏源等8家机构于9月10日调研我司,证券之星
403,2021-09-13,融资客青睐10股，纳思达买入占比高达35.02%,Wind
404,2021-09-13,非银金融行业：养老理财产品试点+北交所成立 催化券商板块行情,新浪
405,2021-09-13,非银金融行业跟踪：证券行业景气度望持续提升 板块再获两融资金青睐,新浪
406,2021-09-13,日赚佣金超3亿！A股成交火爆养肥券商，财富管理也火了,Wind
407,2021-09-12,【国君非银刘欣琦团队】财富管理依然是主线，机构业务型券商也将受益,欣琦看金融
408,2021-09-12,*ST绿庭(600695.SH)：已出售申万宏源股票1150万股,格隆汇
409,2021-09-11,Wind风控日报2021年9月11日星期六,Wind
410,2021-09-10,申万宏源：所属子公司涉及重大诉讼进展 诉讼纠纷,Wind
411,2021-09-10,申万宏源(06806.HK)：申万宏源证券收到上海金融法院一审判决书 诉讼纠纷,格隆汇
412,2021-09-10,申万宏源(000166.SZ)完成发行58亿元2021年公开发行公司债券(面向专业投资者)(第七期),智通财经
413,2021-09-10,【异动股】申万宏源(06806.HK)涨3.29%,财华社
414,2021-09-10,快讯：证券板块持续走强 申万宏源涨超9%,新浪
415,2021-09-10,东风股份：申万宏源、国寿养老等6家机构于9月5日调研我司,证券之星
416,2021-09-10,券商股表现活跃，长江证券冲击涨停,Wind
