,2021-12-31,制药行业火热收官，中药板块领涨，龙头片仔癀遇冷「制药行业周榜」,华夏时报
305,2021-10-26,"片仔癀现1笔大宗交易 共成交1,895.74万元",新浪
306,2021-10-26,“金句专业户”焦巍又反思：坦言自身投资模式现阶段或落后，也要减少噪音干扰，增加长期绝对回报,财联社
307,2021-10-26,高瓴、张坤减持“眼茅”，葛兰却大手笔加仓,Wind
308,2021-10-25,张坤和千亿高瓴全跑了，2500亿“眼茅”业绩突然下滑！ 盈利能力下降,Wind
309,2021-10-25,这20个中成药排位生变：江中、片仔癀、华润三九,赛柏蓝
310,2021-10-25,"片仔癀现2笔大宗交易 共成交2,481.74万元",新浪
311,2021-10-23,华融证券给予片仔癀推荐评级：线上渠道发力，Q3 业绩大幅增长,每日经济新闻
312,2021-10-22,24家药企披露前三季度“成绩单”，恒瑞、天宇药业等6家下滑！,微信
313,2021-10-22,中信建投医药大健康团队最新研究,中信建投证券研究
314,2021-10-21,土地市场有多凉？民企躺平，地方国企上，就连片仔癀都来兜底了,证券之星
315,2021-10-21,"片仔癀现1笔大宗交易 共成交1,995.63万元",新浪
316,2021-10-21,片仔癀今日大宗交易成交4.60万股，成交价433.88元溢价0.0%,Wind
317,2021-10-21,“药中茅台”现身土拍市场，漳州国企片仔癀底价拿地托市,观察者网
318,2021-10-21,东方财富：维持片仔癀(600436.SH)“增持”评级 线上渠道发力 毛利率、净利率双升,智通财经
319,2021-10-21,东方财富证券维持片仔癀增持评级，2021年三季报点评：片仔癀线上渠道发力，毛利率、净利率双升,每日经济新闻
320,2021-10-20,片仔癀(600436)：线上直销推动Q3净利超预期增长,新浪
321,2021-10-20,成为下一个茅台，片仔癀还差多少个药片？,钛媒体
322,2021-10-20,片仔癀2.81亿元竞得漳州芗城商住地 漳州城投1.53亿落子芗城区,观点地产网
323,2021-10-20,群益证券：维持片仔癀(600436.SH)“区间操作”评级 目标价466元,智通财经
324,2021-10-19,片仔癀现1笔大宗交易 共成交478.43万元,新浪
325,2021-10-19,华为出手：5万亿板块涨停潮！平安大涨、医药股大反攻,Wind
326,2021-10-19,西部证券：维持片仔癀(600436.SH)“买入”评级 线上渠道带动销量快速增长,智通财经
327,2021-10-19,中药行业周报：关注三季报 关注边际持续改善的医药子行业和超预期标的,新浪
328,2021-10-19,光大证券：维持片仔癀(600436.SH)“买入”评级 线上渠道放量业绩高增 品牌势能持续扩大,智通财经
329,2021-10-19,A股异动丨片仔癀(600436.SH)涨近5% 三季度净利创新高,格隆汇
330,2021-10-19,价格堪比黄金，片仔癀，智商税？,36氪
331,2021-10-18,片仔癀(600436)：多渠道持续扩展 推动业绩高速增长,新浪
332,2021-10-18,内卷还不够，药企纷纷外卷,赛柏蓝
333,2021-10-18,医药生物行业周报：疫苗加强针接种工作陆续开启 关注三季报业绩预期差投资机会,新浪
334,2021-10-18,片仔癀今日大宗交易成交13.91万股，成交价423.9元折价0.02%,Wind
335,2021-10-18,华鑫证券维持片仔癀推荐评级：线上渠道拓展良好，业绩超预期,每日经济新闻
336,2021-10-18,李浩德：片仔癀三季度业绩爆发 从曲高和寡走向千家万户,凤凰网
337,2021-10-18,【国金医疗】片仔癀三季度业绩点评：业绩增长超预期，线上渠道带动销量提高,搜狐
338,2021-10-18,干货！2021年中国中成药行业龙头企业分析——片仔癀：“药中茅台”片仔癀历,证券之星
339,2021-10-18,国金证券：给予片仔癀增持评级,证券之星
340,2021-10-18,国金证券维持片仔癀增持评级：业绩增长超预期，线上渠道带动销量提高,每日经济新闻
341,2021-10-18,国盛证券：维持片仔癀(600436.SH)“买入”评级 片仔癀系列药品增长加速,智通财经
342,2021-10-18,利好兑现？三季度净利创新高，片仔癀股价高开低走,证券之星
343,2021-10-18,片仔癀(600436.SH)高开超4% 第三季度净利同比增93.08%,格隆汇
344,2021-10-18,电鳗快报|片仔癀前三季业绩增五成 省外渠道布局提速 毛利率大幅提升,电鳗快报
345,2021-10-18,思维独角兽 | 马克龙：法国即将出台措施应对能源价格攀升；宁德时代与ELMS签署协议，将为后者供应磷酸铁锂电池,投资者网
346,2021-10-18,陆家嘴财经早餐2021年10月18日星期一,Wind
347,2021-10-17,首批“茅”概念业绩出炉，“医药女神”大举加仓中药茅,Wind
348,2021-10-17,首批“茅”概念业绩出炉，“医药女神”大举加仓中药茅！下周3000亿解禁洪峰到来，医械茅压力最大 解禁,新浪
349,2021-10-17,国盛证券维持片仔癀买入评级：业绩提档换速大超预期，直销比例增加带动利润率明显提升,每日经济新闻
350,2021-10-17,国盛证券：给予片仔癀买入评级,证券之星
351,2021-10-17,11股获买入评级 最新:爱 美 客,中财网
352,2021-10-17,爆了！8家“茅概念股”净利润均增超50%，“医药女神”大举加仓中药茅,Wind
353,2021-10-16,连续万亿成交引爆“券茅”，“中药茅”也超预期,Wind
354,2021-10-16,爆了！连续万亿成交引爆“券茅”，50万股民嗨了：全年净利冲百亿？“中药茅”也超预期,中国基金报
355,2021-10-16,片仔癀：2021年前三季度净利20亿元 同比增长51%,中国经济网
356,2021-10-16,上市公司正负面新闻2021年10月16日星期六,Wind
357,2021-10-15,【晚间公告抢先看】通策医疗：种植体集采是机遇并非危机！文山电力拟注入南方电网调峰调频发电公司,金融界
358,2021-10-15,10月16日上市公司重要公告集锦：温氏股份前三季度预亏92.5亿至97.5亿元,证券日报之声
359,2021-10-15,片仔癀三季度净利润9亿同比增近一倍，日化业务前三季收入5.6亿下滑14% 盈利能力下降,搜狐
360,2021-10-15,片仔癀公布三季报 前三季净利增加51.36%,新浪
361,2021-10-15,10月15日三季报汇总：东方财富、片仔癀等公司公告出现利好,证券之星
362,2021-10-15,曾比茅台还抢手！片仔癀前三季度净利润20亿元：大增51.36%,快科技
363,2021-10-15,片仔癀前三季净利同比增长51.36%,上证报
364,2021-10-15,片仔癀：前三季净利20亿，同比增51%，第三季净利大增93%,贝壳财经
365,2021-10-15,开了天猫店，“药茅”净利三季度大增93%，葛兰、胡欣炜都加仓了,AI财经社
366,2021-10-15,片仔癀三季度净利8.96亿，环比大增62%,阿尔法工场
367,2021-10-15,片仔癀三季度净利近乎翻番 年内股价涨幅近六成,中新经纬
368,2021-10-15,一图读懂片仔癀2021年三季报，第三季度单季净利润同比增93.08%,证券之星
369,2021-10-15,片仔癀：前三季度净利20亿元 同比增51%,e公司
370,2021-10-15,片仔癀：前三季度净利润20.11亿元，同比增长51.36%,证券时报网
371,2021-10-15,片仔癀三季报：2021年前三季度净利20亿元 同比增93%,新浪
372,2021-10-15,片仔癀三季报：前三季度净利20亿元 同比增93%,财联社
373,2021-10-15,片仔癀：第三季度净利润8.96亿元，同比增长93.08%,Wind
374,2021-10-14,片仔癀现1笔大宗交易 共成交302.26万元,新浪
375,2021-10-13,"片仔癀现1笔大宗交易 共成交5,895.74万元",新浪
376,2021-10-13,片仔癀今日大宗交易成交13.97万股，成交价421.92元溢价0.0%,Wind
377,2021-10-13,医药板块震荡走高，广誉远涨停，片仔癀等大涨,证券时报网
378,2021-10-13,“药中茅台”片仔癀盘中冲击涨停 股价重回400元上方,证券之星
379,2021-10-13,中药行业周报：《“十四五”全民医疗保障规划》发布 医改继续高质量推进,新浪
380,2021-10-12,片仔癀现1笔大宗交易 共成交285.42万元,新浪
381,2021-10-12,片仔癀今日大宗交易成交0.73万股，成交价390.99元溢价0.0%,Wind
382,2021-10-12,资金流向分析,新浪
383,2021-10-08,A股58家公司下周公布三季报，高低切换成主旋律,Wind
384,2021-10-08,A股早报2021年10月8日星期五,Wind
385,2021-10-08,粤开策略 ｜ 2021年10月十大金股及市场展望,粤开崇利论市
386,2021-10-08,每日理财观察：公募基金规模连续第5个月创历史新高,Wind
387,2021-10-03,机构紧盯“国潮涌起”，增量资金有望加持,Wind
388,2021-10-01,北向资金扫货过节：大幅增持电力行业，狂买长江电力9亿元，减仓这些个股,21世纪经济报道
389,2021-09-30,沪港通十大成交活跃股排名（9月30日）,Wind
390,2021-09-30,片仔癀今日大宗交易成交0.78万股，成交价378.2元溢价0.0%,Wind
391,2021-09-30,片仔癀现1笔大宗交易 共成交295.00万元,新浪
392,2021-09-30,金融街下午茶2021年9月30日星期四,Wind
393,2021-09-30,A股资金流向（9月30日）：市场温和缩量，“茅宁”组合成持股者首选,Wind
394,2021-09-29,"片仔癀现1笔大宗交易 共成交5,898.57万元",新浪
395,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
396,2021-09-29,中医药产业化路径日渐明晰，下半年业绩看好,Wind
397,2021-09-28,"片仔癀现2笔大宗交易 共成交4,290.40万元",新浪
398,2021-09-28,片仔癀今日大宗交易成交12.40万股，成交价346.0元折价2.14%,Wind
399,2021-09-27,片仔癀(600436.SH)控股股东九龙江集团已减持74.53万股 减持股份,智通财经
400,2021-09-27,片仔癀(600436.SH)：减持期过半 九龙江集团累计减持74.53万股 减持股份,格隆汇
401,2021-09-27,片仔癀：控股股东减持0.12%公司股份，减持计划尚未实施完毕 拟减持股份,Wind
402,2021-09-27,四大周期板块集体大跌，限电是最大主因？,Wind
403,2021-09-27,医药生物行业周报：确认政策底 行业迎来布局良机,新浪
404,2021-09-27,“药行情”又回来了！片仔癀暴涨超8%，医药ETF基金（159838）开盘大涨3.26%,资本邦
405,2021-09-27,医药生物行业周报：从景气度、竞争力、外需逻辑看诺禾致源投资价值,新浪
406,2021-09-26,"致命杠杆！16名超高IQ投资人依然""输个精光""，什么情况？活下去才是投资首要法则，一生只需要富一次 #热点复盘#",证券时报
407,2021-09-24,片仔癀子公司被福建药监局通报整改 其他违规处罚,Bianews
408,2021-09-23,片仔癀现1笔大宗交易 共成交298.77万元,新浪
409,2021-09-23,福建药监局通报飞行检查12家企业 片仔癀子公司涉整改 食药监处罚,中国经济网
410,2021-09-22,医药生物行业周报：人工关节拟中选结果好于预期 市场紧张情绪得到缓解,新浪
411,2021-09-18,医药行业“专精特新”专题报告：走进“新”时代,新浪
412,2021-09-17,片仔癀今日大宗交易成交3.15万股，成交价345.99元溢价0.0%,Wind
413,2021-09-17,“喝酒吃药”行情重现！主力北向携手加仓，大消费机会来了？,第一财经
414,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
415,2021-09-15,片仔癀今日大宗交易成交17.91万股，成交价335.01元溢价0.0%,Wind
416,2021-09-15,专精特新爆了！净利高增长，“小而美”低估股仅13只,Wind
417,2021-09-14,“药中茅台”片仔癀“熄火”！被爆炒1600元一粒的片仔癀锭剂价格大幅回落 济南库存丰富,鲁网
418,2021-09-13,片仔癀发生2笔大宗交易 合计成交6534.32万元,证券时报网
419,2021-09-13,千元一粒还抢不到？记者实探：片仔癀渠道乱象 疯狂炒作未熄火｜一探,第一财经
420,2021-09-13,医药生物行业中报透视CXO：板块增长强劲 边际变化持续向好,新浪
421,2021-09-10,制药行业小幅上涨，昭衍新药重回市值TOP10，片仔癀锭剂价格回落「制药行业周榜」,华夏时报
422,2021-09-10,疯狂炒作后熄火 片仔癀价格大幅回落,第一财经
423,2021-09-09,专精特新“小巨人”乘风破浪：业绩生猛，涨幅跑赢市场,第一财经
424,2021-09-09,片仔癀股价大跳水，千元锭剂价格回落,第一财经
425,2021-09-09,疯狂炒作熄火？“天价”片仔癀一颗大降100元,中国基金报
426,2021-09-09,股东高位减持 “天价”片仔癀降温 专家：价格回落是必然 减持股份,证券之星
427,2021-09-09,价格暴跌数百元 比茅台还难抢的片仔癀降温：市值损失上千亿 连续下跌,快科技
428,2021-09-09,疯狂炒作熄火？“天价”片仔癀一颗大降上百元，线上线下货源充足…业内人士：价格回落是必然趋势,证券时报
429,2021-09-07,北向资金追平年内最长净买入纪录累计加仓超550亿，美的集团净买入超11亿元,Wind
430,2021-09-07,片仔癀今日大宗交易成交5.82万股，成交价343.66元溢价0.0%,Wind
431,2021-09-07,商业贸易行业周观点：天猫国际发布美妆品牌孵化计划 王府井吸收合并首商股份获批,新浪
432,2021-09-06,片仔癀今日大宗交易成交17.24万股，成交价347.98元溢价0.0%,Wind
433,2021-09-06,产品涨价、振兴政策频出，大医药重拾升势,Wind
434,2021-09-06,茅指数午后一度涨超4%，比亚迪涨近9%,Wind
435,2021-09-05,片仔癀走下“神坛”！1600元/粒神药“破发”，俩月市值蒸发千亿,AI财经社
436,2021-09-04,中药龙头冷热不均，云南白药上涨片仔癀下跌，君实生物重回市值榜前十「制药行业周榜」,华夏时报
437,2021-09-03,片仔癀今日大宗交易成交10万股，成交价312.31元折价5.0%,Wind
438,2021-09-03,4 连阴！2000 亿片仔癀 32 天蒸发 960 亿，为何不被追捧了？,ZAKER
439,2021-09-02,片仔癀今日大宗交易成交28.73万股，成交价331.57元溢价0.0%,Wind
440,2021-09-01,片仔癀现3笔大宗交易 总成交金额8416.52万元,证券时报网
441,2021-09-01,片仔癀今日大宗交易成交24.24万股，成交价347.14元溢价0.0%,Wind
442,2021-09-01,医药生物行业周报：医美行业强化监管 安徽省IVD集采结果公布,新浪
443,2021-09-01,医药与健康护理行业月报：智飞生物新冠疫苗III期数据优异 对变异株仍然有效,新浪
444,2021-09-01,A股头条：中国有色金属工业协会喊话铝价投机者,金融界
445,2021-08-31,片仔癀：漳州片仔癀药业股份有限公司关于副总经理退休辞职公告 董监高成员变化,新浪
446,2021-08-31,片仔癀：陈建铭因达到法定退休年龄，辞去公司副总经理等职务 董监高成员变化,每日经济新闻
