,2021-12-31,2021协同办公市场规模超500亿，为何大型政企更偏爱“收费”的360织语？,Ofweek
310,2021-09-16,北方华创：公司碳化硅外延设备已实现市场销售，产品各项性能满足客户要求,每日经济新闻
311,2021-09-16,16股最新股东户数降逾一成,证券之星
312,2021-09-16,北方华创：公司碳化硅外延设备已实现市场销售,Wind
313,2021-09-16,北方华创：公司目前没有石墨烯设备研发计划,Wind
314,2021-09-16,北方华创：公司目前没有石墨烯设备研发计划,每日经济新闻
315,2021-09-15,电子：半导体大厂安森美再次涨价 印证行业高景气,新浪
316,2021-09-15,OPPO、大疆、北方华创、京东方、公牛、九阳都选择的商越采购案,砍柴网
317,2021-09-15,闪存技术突破设备需求大增，北方华创主力资金净流入超4亿元,阿尔法工场
318,2021-09-15,太狠了！两大牛股一度连续3跌停，14亿资金被埋！,Wind
319,2021-09-15,半导体行业事件点评：长存64层出货量超3亿颗 128寸QLC即将量产,新浪
320,2021-09-15,机构抢筹北方华创 游资合力拉升鸿蒙概念|龙虎榜,第一财经
321,2021-09-15,无惧跌停！机构大举扫货芯片股，半导体ETF狂吸金,Wind
322,2021-09-15,北方华创等78股近五日获机构净买入,证券之星
323,2021-09-15,A股早报2021年9月15日星期三,Wind
324,2021-09-15,每日理财观察：互认基金“打头阵”，公募布局“跨境理财通”,Wind
325,2021-09-14,最新龙虎榜动向：北方华创尾盘涨停，机构近4亿元抢筹（名单）,21世纪经济报道
326,2021-09-14,金融街下午茶2021年9月14日星期二,Wind
327,2021-09-14,机构今日买入这19股，抛售兴发集团4.66亿元丨龙虎榜,第一财经
328,2021-09-14,北方华创涨停，机构净买3.57亿,证券之星
329,2021-09-14,北方华创龙虎榜数据（9月14日）,Wind
330,2021-09-14,飞鹿股份：苏州恩腾目前主营半导体清洗设备，这与北方华创、至纯科技的清洗设备业务来说确实属于同类型业务,每日经济新闻
331,2021-09-14,龙虎榜|北方华创涨停 四机构合计买入4.11亿元,财联社
332,2021-09-14,北方华创今日涨停，四机构合计买入4.11亿元,Wind
333,2021-09-14,快讯：北方华创涨停 报于376.72元,金融界
334,2021-09-14,9月14日北方华创涨停分析：锂电池，华为海思概念，光伏概念热股,证券之星
335,2021-09-14,半导体概念股尾盘发力，北方华创首板,Wind
336,2021-09-14,宁组合板块走强 恩捷股份和北方华创涨超8%领涨,格隆汇
337,2021-09-14,22倍芯片牛股怎么了？刚跌停又将迎股东、高管减持 减持股份,Wind
338,2021-09-13,半导体板块遭重创，蔡嵩松说的“双升红利期”还有戏吗？,Wind
339,2021-09-13,北方华创：实控人通过集中竞价减持203.04万股 减持股份,财联社
340,2021-09-13,北方华创(002371.SZ)：实控人北京电控已通过集中竞价减持203.0381万股 减持股份,格隆汇
341,2021-09-13,北方华创(002371.SZ)实控人北京电控减持203.04万股 减持股份,智通财经
342,2021-09-13,北方华创跌7.37% 国盛证券高点喊买入,中国经济网
343,2021-09-13,千亿芯片巨头闪崩，煤炭ETF狂飙99%，元宇宙又火了,Wind
344,2021-09-11,芯片股大反弹，谢治宇、章晖等顶流基金经理出手！,Wind
345,2021-09-10,ETF严选|芯片概念走强北方华创涨超9%！芯片ETF(512760)今日上涨4.29%,资本邦
346,2021-09-10,半导体板块强势拉升，中颖电子“20cm”涨停，北方华创等大涨,证券时报网
347,2021-09-10,快讯：北方华创涨停 报于372.76元,金融界
348,2021-09-10,北方华创首板,Wind
349,2021-09-10,A股重返3700点，4000亿银行突然大涨，芯片股拉升,Wind
350,2021-09-10,【行情】半导体芯片股午后持续拉升，北方华创、立昂微涨停，晶瑞电材、芯源微、南大光电、芯朋微涨超10%，至纯科技、全志科技、捷捷微电等跟涨,金十数据
351,2021-09-10,机械行业周报(2021年9月第1周)：“十四五”风电需求有望大幅超市场预期 持续推荐光伏／风电设备,新浪
352,2021-09-10,半导体板块涨幅扩大 北方华创、立昂微逼近涨停,格隆汇
353,2021-09-10,电子行业2021年中报总结：板块增速分化 自下而上关注细分龙头,新浪
354,2021-09-09,半导体设备行业系列研究十九：市场空间广阔 国产设备商百花齐放,广发证券
355,2021-09-08,北方华创电子基地:匠心筑就绿色工厂标杆,搜狐
356,2021-09-08,"绿色园区前十均为三星级绿色建筑,北方华创领跑绿色工业建筑前十",搜狐
357,2021-09-08,中银证券维持北方华创买入评级：半导体设备主导总收入加速增长，综合毛利率同比大幅提升,每日经济新闻
358,2021-09-08,中银国际：维持北方华创(002371.SZ)“买入”评级 半导体设备是主要增长动力,智通财经
359,2021-09-06,半导体周跟踪：产业趋势向上明确 短期波动不改高景气,新浪
360,2021-09-06,东吴证券：维持北方华创(002371.SZ)“增持”评级 研发投入增长显着,智通财经
361,2021-09-04,东吴证券维持北方华创增持评级，2021中报点评：业绩符合市场预期，加速研发&扩产助力业绩成长,每日经济新闻
362,2021-09-03,国信证券：予北方华创(002371.SZ)“增持”评级 各产品线加速发展 盈利能力显着提升,智通财经
363,2021-09-03,国信证券给维持北方华创增持评级，2021年半年报点评：半导体设备国产替代加速,每日经济新闻
364,2021-09-03,芯片股午后强劲反弹，中微公司涨超5%,Wind
365,2021-09-03,每日理财观察：北京证券交易所来了,Wind
366,2021-09-03,【电子-马良】北方华创：业绩增长迅速，迎来发展机遇,安信证券研究
367,2021-09-03,沪指三连阳剑指3600点，结构分化行情持续演绎,Wind
368,2021-09-03,电子行业中报回顾：核心龙头业绩延续高增 Q3旺季景气有望加速,新浪
369,2021-09-02,【公司点评】北方华创：2021H1业绩符合预期，半导体设备龙头振翅腾飞,吉森电子研究
370,2021-09-02,【东吴晨报0902】【策略】【个股】海天味业、北方华创、比亚迪、富途控股、广汽集团、中国中免、泡泡玛特、杭可科技、华菱钢铁,东吴研究所
371,2021-09-02,调研记录|盛剑环境（603324.SH）：积极推进与北方华创（002371.SZ）的配套合作，推动国产化半导体设备发展 L/S设备已在集成电路12寸产线实现交付,智通财经
372,2021-09-02,北方华创大跌8.09%，机构出逃，北向资金却净买1亿,证券之星
373,2021-09-02,[中报]电子工艺装备与电子元器件产品乘风而上 北方华创21H1营收、净利双双同比增逾六成,全景网
374,2021-09-02,安信证券维持北方华创买入评级：业绩增长迅速，迎来发展机遇,每日经济新闻
375,2021-09-02,北方华创一度逼近跌停，机构和深股通资金博弈激烈,第一财经
376,2021-09-02,北方华创跌逾8% 四机构合计卖出3.63亿元,证券时报网
377,2021-09-02,龙虎榜|北方华创跌超8% 四机构合计卖出3.63亿元,财联社
378,2021-09-02,北方华创今日跌8.09% 四机构净卖出3.63亿元,第一财经
379,2021-09-02,北方华创龙虎榜数据（9月2日）,Wind
380,2021-09-02,医药、半导体重挫，东北药茅遭腰斩，顶流基金社保踩雷,Wind
381,2021-09-02,电子行业日报：碳化硅国产化企业山东天岳上半年业绩增长显着,新浪
382,2021-09-02,北方华创今日跌超8%，深股通买入5.47亿元并卖出4.45亿元,Wind
383,2021-09-02,A股收盘综述：沪指5连涨、创业板指6连阴，风电、煤炭、光伏、大基建央企飙升,Wind
384,2021-09-02,芯片股重挫 北方华创大跌8% 蔡嵩松代表作近一月跌近20%,证券之星
385,2021-09-02,华创证券：维持北方华创(002371.SZ)“强推”评级 目标价上调15%至396.7元,智通财经
386,2021-09-02,大基金减持3家科技上市公司 北方华创午后一度逼近跌停 减持股份,红周刊
387,2021-09-02,【异动股】宁组合板块下挫，北方华创(002371.CN)跌9.19%,财华社
388,2021-09-02,【行情】半导体芯片股午后持续走低，北方华创逼近跌停，乐鑫科技、芯源微、韦尔股份、赛微电子、全志科技、立昂微、兆易创新等个股继续走低,金十数据
389,2021-09-02,快讯：大基金频抛减持计划 北方华创午后逼近跌停 拟减持股份,财联社
390,2021-09-02,2000亿牛股崩了，芯片疫苗股重挫，更有4天跌40%,Wind
391,2021-09-02,电子行业北上资金月报,新浪
392,2021-09-02,安信证券：维持北方华创(002371.SZ)“买入-A”评级 目标价396.75元,智通财经
393,2021-09-02,A股午盘综述：沪强深弱格局再现，风电、煤炭、光伏、纯碱、磷化工板块飙升,Wind
394,2021-09-02,【异动股】宁组合板块下挫，北方华创(002371.CN)跌7.57%,财华社
395,2021-09-02,半导体板块午前跌幅扩大，北方华创逼近跌停,Wind
396,2021-09-02,大基金批量减持半导体，1600亿巨头一度跌停，这次影响多大？,Wind
397,2021-09-02,大基金又要批量减持了……,Wind
398,2021-09-02,大基金再次披露减持计划,Wind
399,2021-09-01,业绩挺好，股价却连番带崩？多只千亿市值芯片股遭重要股东减持,Wind
400,2021-09-01,国盛证券维持北方华创买入评级：设备放量、研发加码，国产设备龙头持续向上,每日经济新闻
401,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
402,2021-09-01,极度分裂！多只千亿巨头罕见跌停，保险券商白酒狂飙,Wind
403,2021-09-01,北方华创(002371)：Q2业绩高增 半导体设备航母破浪前行,新浪
404,2021-09-01,天风证券维持北方华创买入评级：1H21需求超预期，持续受益扩产+国产化,每日经济新闻
405,2021-09-01,绩优基金业绩“推手”曝光，隐形重仓股涨幅惊人,Wind
406,2021-09-01,1600亿半导体巨头遭大基金减持，浮盈超148%！,Wind
407,2021-08-31,【华西电子孙远峰团队-持续推荐北方华创】Q2业绩创历史新高，下游市场需求旺盛,远峰电子
408,2021-08-31,合同负债创新高，财报发布前曾跌停，北方华创半年研发投入增3倍 偿债能力下降,AI财经社
409,2021-08-31,国金证券：维持北方华创(002371.SZ)“买入”评级 盈利能力大幅提升 深度受益国产化,智通财经
410,2021-08-31,兴业证券：维持北方华创(002371.SZ)“增持”评级 下游需求持续强劲业绩延续高增长,智通财经
411,2021-08-31,中国平安股价跌破50元，回购也不管用了！半导体因何巨震？,Wind
412,2021-08-31,谣言致北方华创股价跌停 公司半年报营收净利双增长仍保持高景气度 盈利能力下降,财联社
413,2021-08-31,北方华创：拐点确定（附刻蚀机115页）,半导体风向标
414,2021-08-31,北方华创：上半年营收净利双双大幅增长 下游市场需求保持增长态势,中证网
415,2021-08-31,上半年业绩报喜！露笑科技、北方华创均营利双增,LED在线
416,2021-08-31,北方华创(002371.SZ)一度涨超6% 谣言破除+业绩符合预期,格隆汇
417,2021-08-31,A股早报2021年8月31日星期二,Wind
418,2021-08-31,机构砸盘芯片龙头北方华创,金融投资报
419,2021-08-31,狂赚超100%！两只基金一起炸了，更有这3只也快翻倍了,Wind
420,2021-08-30,北方华创(002371.SZ)半年度净利润3.1亿元 同比增长68.6%,格隆汇
421,2021-08-30,北方华创(002371.SZ)上半年归母净利润同比增68.6%至3.1亿元,智通财经
422,2021-08-30,北方华创：2021年半年度净利润约3.1亿元，同比增加68.6%,每日经济新闻
423,2021-08-30,北方华创：上半年净利润同比增长68.6%，研发投入同比增308%,Wind
424,2021-08-30,北方华创：上半年净利润同比增长68.6%,Wind
425,2021-08-30,题材与权重不断轮转，价值股左侧布局时点已至？,第一财经
426,2021-08-30,一则谣言引半导体巨震，北方华创闪崩跌停！发生了什么？,格隆汇
427,2021-08-30,北方华创跌停！A股放量大分化 什么信号？,中投网
428,2021-08-30,半导体龙头北方华创闪崩跌停，机构、北向资金联手出逃，共同扫货赣锋锂业等4股（名单）,21世纪经济报道
429,2021-08-30,北方华创跌停 两机构合卖4.69亿 北向资金出逃3.56亿,证券之星
430,2021-08-30,龙虎榜|北方华创跌停 两机构合计卖出4.69亿元,财联社
431,2021-08-30,半导体周跟踪：中报亮眼反映行业高景气 全年高增确定性强,新浪
432,2021-08-30,1700亿芯片巨头闪崩，一则传闻引发惨案？,Wind
433,2021-08-30,北方华创龙虎榜数据（8月30日）,Wind
434,2021-08-30,A股收盘综述：一半火焰一半海水，光伏、稀土、盐湖提锂恒强表现主导大市,Wind
