,2021-12-31,汇川技术(300124)跟踪报告：汇川技术如何实现管理变革？,新浪
307,2021-10-15,2021年9月国内新能源车销量点评：产销再创新高 上调全年销量预期至320万辆+,新浪
308,2021-10-15,机械行业2021年三季报业绩前瞻：Q3整体业绩符合预期 建议关注细分赛道龙头,新浪
309,2021-10-15,8只工业母机概念股获百家以上机构调研,证券时报网
310,2021-10-15,57股获券商买入评级，正邦科技目标涨幅达133.99%,Wind
311,2021-10-15,高端数控机床产销两旺 工业母机概念股大涨,证券时报
312,2021-10-14,新能源汽车大爆发背后，谁将是下一个万亿级赛道？,中汽协
313,2021-10-14,工业母机大爆发，订单排至明年3月，8股获超百家机构调研（附股）,证券时报网
314,2021-10-14,东吴证券：给予汇川技术买入评级，目标价位73.8元,证券之星
315,2021-10-14,汇川技术：预计前三季度净利为23.22亿元-26.22亿元 同比增长55%-75%,中证网
316,2021-10-14,汇川技术前三季度净利预增55%–75%，新能源汽车业务订单快速增长,阿尔法工场
317,2021-10-14,汇川技术：预计2021年前三季度盈利23.22亿至26.22亿元 净利润同比增长55.00%至75.00%,资本邦
318,2021-10-14,汇川技术(300124)：业绩预报略低于预期 盈利端增长承压,新浪
319,2021-10-13,晚间重要公告2021年10月13日星期三,Wind
320,2021-10-13,汇川技术(300124.SZ)第三季度预盈8.69亿元-10.13亿元 同比增长20%-40%,格隆汇
321,2021-10-13,汇川技术：前三季度净利预增55%–75%,新浪
322,2021-10-13,汇川技术：预计第三季度净利润同比增长20%-40%,第一财经
323,2021-10-13,汇川技术：预计第三季度净利润同比增长20%-40%,Wind
324,2021-10-13,新能源汽车行业周报：9月欧洲电动车渗透率再创新高,新浪
325,2021-10-12,汇川技术跌7% 中信证券七月下旬喊买目标价96元,中国经济网
326,2021-10-12,新能源汽车行业跟踪报告：动力电池结构创新技术频出 旨在打造差异化优势,新浪
327,2021-10-12,汇川技术大跌7%！逼近高瓴成本线 ，“作业”还能抄吗?,证券之星
328,2021-10-12,A股收盘综述：煤炭期货、股票走势背离困扰市场，钢铁、燃气、券商、稀土大幅调整,Wind
329,2021-10-12,汇川技术年产1100万台伺服电机项目开工 打造岳阳智能制造新优势,中自网
330,2021-10-12,148家公司获机构调研（附名单）,证券之星
331,2021-10-12,汇川技术：联合动力仍是公司全资子公司,每日经济新闻
332,2021-10-12,汇川技术：对于整个与储能有关的业务，公司在做分析与研究,每日经济新闻
333,2021-10-11,公司是否有计划投入“减速器”的研发和生产？汇川技术：有相关技术储备，但还没有开发和生产计划,每日经济新闻
334,2021-10-11,汇川技术西安研发中心启幕,纺织网
335,2021-10-11,电力设备及新能源行业周报：风光基地建设推进 电网结构机会明确,新浪
336,2021-10-11,布局新能源！汇川技术又有新动作,中自网
337,2021-10-10,电气设备行业周报：基本面强势得验证 继续看好新能源,新浪
338,2021-10-09,汇川技术接受49家机构调研，通用自动化业务增速稳定,阿尔法工场
339,2021-10-09,汇川技术接受5家机构调研！短期主力资金净流入，市场资金或早已察觉,每日经济新闻
340,2021-10-09,汇川技术：公司通用自动化业务整体还是呈现比较好的增长态势,Wind
341,2021-10-08,北向资金今日净卖出25.72亿元，贵州茅台遭大幅净卖出超11亿元,Wind
342,2021-10-08,机械设备行业周报：9月制造业PMI低于荣枯线 制造业增速回调,新浪
343,2021-10-08,北向配置资金左侧布局“冬季躁动”,证券之星
344,2021-10-08,34股获券商买入评级，中国电建目标涨幅达69.89%,Wind
345,2021-10-07,北交所8只新股相对估值分析：锦好医疗适合长期投资吗？,搜狐
346,2021-10-06,重点关注新能源领域！高瓴资本最近动作频频,Wind
347,2021-10-05,北向资金最新动作：加仓多只细分行业龙头，大幅度减仓金融股,格隆汇
348,2021-10-04,电动车2021年中报总结：景气度持续向上 价格弹性环节盈利高增,新浪
349,2021-10-02,三季度机构调研名单出炉，772家机构扎堆调研这家公司,Wind
350,2021-09-30,45股获买入评级 最新:伊利股份,中财网
351,2021-09-30,汇川技术(300124)：汇川技术的复盘与展望-工控与工业机器人系列深度,新浪
352,2021-09-30,汇川技术：公司有产品应用在该领域，销售占比尚不大,Wind
353,2021-09-30,汇川技术：本次多地发生限电限产是多种原因造成的，总体来说目前对公司的影响较小,每日经济新闻
354,2021-09-30,国力股份：2020年，公司的主要客户包括GIGAVAC、汇川技术、宁德时代等公司,每日经济新闻
355,2021-09-29,汇川技术：目前公司电梯业务占总收入的比重为三分之一左右,每日经济新闻
356,2021-09-29,汇川技术：公司的机器人业务还是围绕工业领域进行,每日经济新闻
357,2021-09-29,新能源汽车行业周报：合资电动车缺乏爆款 市场份额下滑,新浪
358,2021-09-28,北向资金节前连续三日加仓累计净买入90亿，东方财富净买入超6亿元,Wind
359,2021-09-28,汇川技术拟向子公司增资18亿元，强化新能源车业务,阿尔法工场
360,2021-09-28,汇川技术和清华大学成立联合实验室,中自网
361,2021-09-28,市场资金面周观察：央行呵护流动性 进一步降准可期,新浪
362,2021-09-28,机构调研“马不停蹄”，布局路线图浮现,Wind
363,2021-09-27,汇川技术：拟向子公司增资18亿元,中证网
364,2021-09-27,汇川技术(300124.SZ)拟向联合动力增资18亿元推动新能源汽车业务,智通财经
365,2021-09-27,汇川技术：拟向联合动力增资18亿元,财联社
366,2021-09-27,汇川技术：拟向联合动力增资人民币18亿元,Wind
367,2021-09-27,电气设备行业周报：奔驰加速电动化 风电板块估值迎修复,新浪
368,2021-09-27,北向资金今日净买入14.77亿元，白酒股连续第二日遭疯抢,Wind
369,2021-09-27,"汇川技术现1笔大宗交易 共成交2,116.50万元",新浪
370,2021-09-27,汇川技术今日大宗交易成交34万股，成交价62.25元折价5.01%,Wind
371,2021-09-27,电力设备及新能源行业周报：主辅材价格强势 电网结构机会明确,新浪
372,2021-09-27,电力设备行业动态分析：新能源车销量稳定上行 风电增长确定性强化,新浪
373,2021-09-27,5倍牛股刚回调，高瓴景林蜂拥而来，北向资金已行动,Wind
374,2021-09-27,机械设备行业周报：机器换人不断加速 工业机器人稳定增长,新浪
375,2021-09-27,北向资金增持市值超亿元股票（附名单）,证券时报网
376,2021-09-27,多家知名中外资机构调研汇川技术,格隆汇
377,2021-09-27,北上资金流入A股速度趋缓，连续七周加仓16股,Wind
378,2021-09-27,北上资金流入A股速度趋缓 连续七周加仓16股,证券时报
379,2021-09-27,碳中和、大基地政策逐步明朗 | 兴证电新 · 每周观察,兴业电新
380,2021-09-26,实锤！宁德时代新设公司合伙人系汇川技术前副总裁 或违反竞业协议,财联社
381,2021-09-26,锂电设备行业专题之二：中道设备,新浪
382,2021-09-26,聪明资金最新动向曝光！连续11周加仓这个行业,Wind
383,2021-09-26,电气设备新能源行业周报：二线电池价格探涨缓解成本压力 8月新能源装机超市场预期,新浪
384,2021-09-26,北向资金大比例加仓名单来了！白酒王者归来 这家公司增持最多,财联社
385,2021-09-26,北向资金动向盘点：重回食品饮料，重手净买39.5亿元,Wind
386,2021-09-26,北向资金节前扫货！大幅增持五粮液茅台，减持这些股,Wind
387,2021-09-25,北向资金节前扫货白酒，大幅增持五粮液、贵州茅台等个股，减持这些行业（附名单） 减持股份,21世纪经济报道
388,2021-09-25,电气设备行业重大事项点评：LG化学持续完善锂电池产业链,新浪
389,2021-09-25,电气设备行业跟踪报告：丰田的电气化发展战略,新浪
390,2021-09-25,电气设备行业重大事项点评：蜂巢能源动力电池产能规划已达150GWH,新浪
391,2021-09-24,电气设备行业专题报告：特斯拉及造车新势力中报：二季度盈利持续向好 交付量高增 新车型打开增长空间,新浪
392,2021-09-24,北向资金疯狂抢筹大消费板块，五粮液创历史最大净买入,Wind
393,2021-09-24,汇川技术现1笔大宗交易 共成交205.03万元,新浪
394,2021-09-24,汇川技术今日大宗交易成交3.30万股，成交价62.13元折价4.68%,Wind
395,2021-09-24,电力设备及新能源行业周报：光伏装机持续增长 整县推进试点公布,新浪
396,2021-09-24,汇川技术：目前公司电梯业务经营稳健,每日经济新闻
397,2021-09-24,汇川技术：公司目前没有规划服务机器人业务,每日经济新闻
398,2021-09-24,北向资金动向盘点：你涨你的造纸，我还是看好电新,Wind
399,2021-09-24,A股万亿常态成交，三季度以来逾千家公司获机构调研,Wind
400,2021-09-23,提前防御？基金机构调研数据显露端倪,Wind
401,2021-09-23,汇川技术：实控人赠与部分股票及股权给其女儿 双方构成一致行动关系,财联社
402,2021-09-23,汇川技术(300124.SZ)实控人将其部分股票及股权赠与给其女儿,智通财经
403,2021-09-23,汇川技术：实控人拟将所持2060.2万股股票无偿赠与给其女儿,Wind
404,2021-09-23,深度*行业*机械设备行业周报：宁德时代、蜂巢能源公布新扩产计划 推荐锂电设备板块,新浪
405,2021-09-23,新能源汽车行业周报：新能源汽车自主品牌销量占比提升,新浪
406,2021-09-23,北向资金净卖出43.09亿元，阳光电源逆势获净买入近7亿元,第一财经
407,2021-09-23,北向资金净卖出额创近一个月新高，银行股遭大幅抛售,Wind
408,2021-09-23,热门公司调研机构云集，34家看涨逾100%,Wind
409,2021-09-23,周报：金融产品交易量跟踪报告第42期,新浪
410,2021-09-23,汇川技术：新能源汽车电驱&电源系统业务今年仍是战略亏损年份，但会保证交付,Wind
411,2021-09-22,汇川技术接受2家机构调研！短期主力资金净流出，或存在资金分歧,每日经济新闻
412,2021-09-22,机械设备行业周报：工控自动化优势明显 工程机械景气度回升,新浪
413,2021-09-22,电气设备行业周报：新能源汽车持续向前推进 风电“十四五”装机预期提升,新浪
414,2021-09-22,2大重仓股赚300亿！高瓴A股投资版图来了（名单）,Wind
415,2021-09-18,电动车2021年8月专题报告：8月国内销量大超预期 海外环比回落不改长期趋势,新浪
416,2021-09-18,汇川技术西安研发中心启幕,中自网
417,2021-09-18,注册制新股纵览：国力股份：国内电子真空器件领先企业 积极拓展新兴应用领域,新浪
418,2021-09-17,贵州茅台、汇川技术等44股获北向资金增持额超亿元,证券时报网
419,2021-09-17,北向资金动向盘点：持仓市值再度低于2.5万亿元,Wind
420,2021-09-16,中秋假期前外资暂时离场净卖出超30亿，万科A净卖出额创近4年新高,Wind
421,2021-09-16,汇川技术今日大宗交易成交7.60万股，成交价65.15元溢价0.0%,Wind
422,2021-09-16,机械设备工业数据点评：生产、投资均呈结构性高景气 高技术制造业持续引领,新浪
423,2021-09-16,宁德时代(300750)：布局新型电池及电驱动 期待加速成长,新浪
424,2021-09-15,电气设备行业简评报告：新能源车渗透率创新高 绿电交易助力双碳目标实现,新浪
425,2021-09-15,电力设备与新能源行业周报：绿点交易试点落地 光伏产业链价格持续上扬 8月电动车销量超预期,新浪
426,2021-09-15,2021年8月国内新能源车销量点评：产销两旺超预期 全年超300万辆可期,新浪
427,2021-09-15,创业板指跌超1%，宁德时代、爱尔眼科、智飞生物、亿纬锂能、汇川技术全线调整,Wind
428,2021-09-14,汇川技术：坚定投入新能源汽车电驱&电源系统业务,Wind
429,2021-09-14,宁德时代拟设立合资公司布局电驱系统 合伙人之一疑似汇川技术原核心成员,财联社
