,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
330,2021-08-19,银行板块走弱，杭州银行跌近4%，成都银行、南京银行、江苏银行跟跌。,新浪
331,2021-08-19,营利双增！南京银行发布2021年半年报,资本邦
332,2021-08-19,中信建投：重申南京银行(601009.SH)“买入”评级 目标价13.5元,智通财经
333,2021-08-19,中信证券：维持南京银行(601009.SH)“增持”评级 目标价12.1元,智通财经
334,2021-08-19,南京银行(601009)：理财和债承支撑中收同比+32% 资产质量保持优异,新浪
335,2021-08-19,南京银行(601009)：业绩强势回升 资产质量平稳,广发证券
336,2021-08-19,南京银行（601009）：经营乐观,中信证券研究
337,2021-08-19,每日财报|南京银行上半年净利润增长17.07%京东方拟募资203.3亿元,每日财报
338,2021-08-19,南京银行2021年中报解读：理财和债承支撑中收同比+32%，资产质量保持优异【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
339,2021-08-19,半年报解读|南京银行上半年净利润增长17% 不良贷款余额增加8亿元,财联社
340,2021-08-19,【浙商】南京银行21H1：业绩大幅回升，零售战略升级,大话金融
341,2021-08-19,南京银行（601009）：营收显着提升，两大战略见成效,中信建投证券研究
342,2021-08-19,营收净利双升 上市银行期中考还有哪些烦恼,北京商报
343,2021-08-18,【中信建投金融】南京银行1H21点评：营收显着提升，两大战略见成效,大金融研究
344,2021-08-18,南京银行绿色金融贷款近900亿元 较年初增幅三成,上证报
345,2021-08-18,南京银行2021半年报：净利润增长17% ，净利差创下两年最好水平,21世纪经济报道
346,2021-08-18,和讯曝财报 | 南京银行上半年净利同比增17.07% 营业网点拟2年再增100家,和讯
347,2021-08-18,晚间重要公告2021年8月18日星期三,Wind
348,2021-08-18,中小银行抢滩数字人民币：南京银行计划在苏州开展推广试点,澎湃新闻
349,2021-08-18,南京银行上半年净利润增长17%，不良贷款率为0.91%,澎湃新闻
350,2021-08-18,南京银行上半年归母净利润84.54亿元 资本充足率降至13.28%,北京商报
351,2021-08-18,南京银行上半年净利84.5亿元，江苏贡献近9成，资本充足率较年初下滑,中华网
352,2021-08-18,南京银行发布2021年半年报 经营态势稳健，业绩回升强劲,金融界
353,2021-08-18,6家银行新增百亿授信，苏宁易购新战略再获资金支持,Wind
354,2021-08-18,南京银行：上半年净利84.54亿元 同比增17.07%,e公司
355,2021-08-18,南京银行(601009.SH)半年度净利润升17.07%至84.54亿元 拨备覆盖率394.84%,格隆汇
356,2021-08-18,南京银行：上半年净利润同比增长17.07%,Wind
357,2021-08-18,南京银行：董事会审议通过关于设立私人银行部的议案,Wind
358,2021-08-18,苏宁易购新增百亿授信，来自江苏银行、南京银行、建设银行、工商银行、农业银行和中国银行,金十数据
359,2021-08-18,先行控股拟发行9亿元中期票据，申购区间3.0%-4.0%,乐居财经
360,2021-08-18,创新碳减排金融产品 江苏落地全国首单碳表现挂钩贷款,央行
361,2021-08-16,银行业周报：银行中报表现优秀 行业估值有望修复,新浪
362,2021-08-15,南京银行(601009)：拥抱科技文化市场 南京区域王者归来,新浪
363,2021-08-13,银行行业：7月新增社融低于预期 居民和企业信贷投放走弱,新浪
364,2021-08-13,银行业：银行业上半年利润高增 看好中报业绩催化,新浪
365,2021-08-12,银行业7月金融数据点评：社融逐步触底 待后续财政发力,新浪
366,2021-08-11,北向资金今日净卖出超28亿元，白酒股持续惨遭抛售,Wind
367,2021-08-11,银行业2Q21银保监会监管指标点评：盈利释放 资产质量继续改善,新浪
368,2021-08-11,银保监会2季度数据点评：银行业利润同比高增11% 资产质量保持优异,新浪
369,2021-08-10,开发“鑫减碳”创新产品 南京银行落地全国首单碳表现挂钩贷款,金融界
370,2021-08-10,南京银行收报9.15元涨5.5% 总市值915.6亿元,乐居财经
371,2021-08-10,【行情】银行板块持续拉升，杭州银行涨近8%，江苏银行、南京银行、宁波银行跟涨,金十数据
372,2021-08-10,基金二季度持续加码，南京银行为何受公募青睐？,环球老虎财经
373,2021-08-10,银行股持续回暖，杭州银行涨近5%,Wind
374,2021-08-10,银行角度看央行2季度货币报告：结构和利率维度拆解6月贷款利率环比下降,新浪
375,2021-08-09,ST同洲：子公司未清偿期流动资金贷款本金余额为3388.5万元,Wind
376,2021-08-09,南京银行上海分行当选上海银行同业公会新一届理事单位,中国网
377,2021-08-09,银行行业研究周报：长三角城商行大PK,新浪
378,2021-08-09,解盘：权重白马爆发，食品、水泥、家电、保险领涨,Wind
379,2021-08-08,银行行业周报：社融投放趋于集中 关注全行业H1数据披露,新浪
380,2021-08-08,商业银行行业：商业银行业日报,新浪
381,2021-08-07,银行股现止跌迹象，已有资金悄然布局,Wind
382,2021-08-05,银行行业点评：今年银行资本补充有哪些新变化？,新浪
383,2021-08-05,南京银行：其他资产为58.69亿，主要包括其他应收款、抵债资产、长期待摊费用等,每日经济新闻
384,2021-08-05,南京银行：按照国家相关政策执行相关小微贷款利息收入免税政策,每日经济新闻
385,2021-08-05,【银行】坚持稳中求进总基调，注重跨周期政策设计——银行业周报——看好,渤海证券研究
386,2021-08-03,银行业：保有规模领先 竞争加剧促进业务模式转型,新浪
387,2021-08-03,商业银行行业：商业银行业日报,新浪
388,2021-08-02,银行行业研究周报：持续关注财富管理方向占优势的股份行,新浪
389,2021-08-02,南京银行北京分行积极开展支付系统宣传活动,中国网
390,2021-08-02,银行业投资观察：金融政策以稳应变,新浪
391,2021-08-02,银行行业研究周报：基金代销市场强者恒强 银行积极转型,新浪
392,2021-08-02,高层股东纷纷“自掏腰包”增持自家股票 护盘成效还需观察,北京商报
393,2021-08-01,自掏腰包！董事、高管、股东增持自家股票，“护价”后银行股成效如何？,北京商报
394,2021-08-01,银行业：政治局会议再提助力中小企业和困难行业,华安证券
395,2021-07-31,债市日报：逆回购继续加码 债市大幅收涨,国海证券
396,2021-07-30,【银华基金】交易日报 2021-07-30,新浪
397,2021-07-30,策略日报：全球疫情反复 医药生物板块领涨,新浪
398,2021-07-29,商业银行业日报,新浪
399,2021-07-29,A股探低回升创业板指率先反弹，北向资金净买入超80亿元,Wind
400,2021-07-28,【银华基金】交易日报 2021-07-28,新浪
401,2021-07-28,中央结算公司支持进出口银行成功发行首只抗洪涝稳外贸主题金融债,Wind
402,2021-07-28,第二季度银行理财能力排名，江苏四家银行上榜，这家城商行排第一,深水财经社
403,2021-07-28,什么情况？张坤、谢治宇逆势加仓一类股,Wind
404,2021-07-27,南京银行助力上海本年度柜台债券首发,中国网
405,2021-07-26,4大基金公司踩雷庆汇租赁ABS，法院一审判决管理人恒泰证券赔偿本金及收益损失 重仓股票异动,每日经济新闻
406,2021-07-26,A股市场破净股一览（7月26日）,Wind
407,2021-07-26,银行行业研究周报：区域位置突出的城商行获基金逆势增持,新浪
408,2021-07-26,银河证券每日晨报,新浪
409,2021-07-24,中信建投研究一周个股精选,中信建投证券研究
410,2021-07-24,银行业点评2021Q2公募基金持仓数据点评：银行公募持仓占比回落 差异化品种和优质城商行机构偏好较强,新浪
411,2021-07-23,可转债市场点评：可转债发行数量减少 发行规模增加,新浪
412,2021-07-23,银行行业：公募持仓大幅下降 关注业绩预期修正带来的配置机会,广发证券
413,2021-07-22,【银华基金】交易日报 2021-07-22（内部）,新浪
414,2021-07-22,深度*行业*银行业2季度持仓点评：重仓比例环比回落 关注银行中报行情,新浪
415,2021-07-22,"南京银行现1笔大宗交易 共成交3,342.20万元",新浪
416,2021-07-22,南京银行今日大宗交易成交340万股，成交价9.83元折价0.61%,Wind
417,2021-07-22,银行业2021H1公募基金银行股重仓情况点评：持仓环比回落 估值性价比高,新浪
418,2021-07-22,川财研究所晨报,新浪
419,2021-07-22,银行行业21H金融板块持仓：东方财富获增持 多数个股遭减配,新浪
420,2021-07-22,张坤、萧楠等顶流集体加仓一个板块,Wind
421,2021-07-21,南京银行消费贷业务频收罚单 又遭反垄断罚款50万 金融监管处罚,AI财经社
422,2021-07-21,张坤等公募加仓银行股，能否跌出“黄金坑”？,Wind
423,2021-07-21,三家银行上半年净利润大增！机构：关注配置机会,Wind
424,2021-07-20,沪市城商银行第一股上市十四周年 累计分红240亿元,和讯
425,2021-07-20,深度*行业*银行业周报：6月经济数据超预期 关注银行中报行情,新浪
426,2021-07-20,科技金融赋能科创 南京银行上海分行助力企业破解资本难题,发现网
427,2021-07-20,45股获券商买入评级，老百姓目标涨幅达72.69%,Wind
428,2021-07-19,银企用金融创新助力企业破解资本难题,新民晚报
429,2021-07-19,【中信建投金融】南京银行深度：强基础+新变化，零售+小微补短板促发展,大金融研究
430,2021-07-19,南京银行参股苏宁消金被罚50万元 房产贷、关联方贷款大幅增加 金融监管处罚,投资者网
431,2021-07-15,360借条APP遭下架；湖北、海尔消费金融入局小微；持牌消费金融ABS融资减速；个人信息“断直连”；四川大学生贷款须经批准丨21消费金融参考（第六期）,21世纪经济报道
432,2021-07-15,【行情】大金融全线反弹，银行、保险大金融全线反弹，上证50指数午后涨1.7%，南京银行、招商银行、平安银行均涨超4%，中国平安止跌反弹涨逾3%,金十数据
433,2021-07-15,“最强绞肉机”一字跌停！千亿锂茅冲高回落，白酒反弹,Wind
434,2021-07-15,银行股逆势拉升，张家港行大涨6%,Wind
435,2021-07-15,【银行】社融增速企稳，信贷投放稳健增长——银行业月报——看好,渤海证券研究
436,2021-07-15,财信证券银行业2021年7月月报：央行降准超预期，呵护银行稳健经营,财信证券研究
437,2021-07-14,城商行2020年成绩单“揭榜”,Wind
438,2021-07-13,长亮科技二季度中标重点项目一览,美通社
439,2021-07-12,银行业：银行股修复空间显现,新浪
440,2021-07-12,党建为媒 书写银企合作崭新篇章——南京银行北京丰体支行党支部服务新发地市场纪实,中国网
441,2021-07-12,赋能“鑫智力” 做园区企业的“知鑫”伙伴,中国网
442,2021-07-12,【行情】银行板块持续走弱，杭州银行跌超6%，成都银行、江苏银行、南京银行跟跌,金十数据
443,2021-07-12,银行股午前跳水，杭州银行跌超6%,Wind
444,2021-07-10,独董大数据丨最近一年60名独董共被罚476万 尽力保护投资者利益才能真正“自保”,每日经济新闻
445,2021-07-10,中融基金管理有限公司 关于以通讯方式召开中融融安灵活配置 混合型证券投资基金基金份额 持有人大会的公告,证券日报
446,2021-07-09,【银华基金】交易日报 2021-07-09,新浪
447,2021-07-09,【行情】银行板块持续走弱，成都银行跌超4%，杭州银行、南京银行、上海银行跟跌,金十数据
448,2021-07-09,一银行被罚，与设立消费金融公司有关,Bank资管
449,2021-07-08,顶格处罚！苏宁易购与南京银行合营设立苏宁消金违反反垄断法 金融监管处罚,奥一网
450,2021-07-08,违法实施经营者集中 多家互联网巨头集体被罚 其他违规处罚,科技新闻网
451,2021-07-08,涉嫌违法实施经营者集中，苏宁易购和南京银行均被顶格处罚50万元 金融监管处罚,资本邦
452,2021-07-08,深圳启动资本项目数字化服务试点,上证报
453,2021-07-08,荣耀“无处安放”,创业邦
