,2021-12-30,恒逸石化大宗交易成交2106.00万元,证券时报网
292,2021-06-04,"恒逸石化现1笔大宗交易 共成交2,003.04万元",新浪
293,2021-06-03,恒逸石化现1笔大宗交易 共成交307.28万元,新浪
294,2021-06-03,恒逸石化今日大宗交易成交23.95万股，成交价12.83元溢价0.0%,Wind
295,2021-06-03,恒逸石化(000703)：文莱二期进展慢于预期；但战略价值越发凸显,新浪
296,2021-06-03,【方正化工】万华化学事件点评：万华恒逸达成战略合作，掀开国际化新篇章,靠谱化工股
297,2021-06-03,强强联手恒逸集团与万华化学签署战略合作协议,纺织网
298,2021-06-02,广西区域股市周报：3721万融资买入丰林集团 天下秀市值增长17.9亿元,每日经济新闻
299,2021-06-02,恒逸石化：2019年面向合格投资者公开发行公司债券（第二期）2021年付息,和讯
300,2021-06-02,恒逸石化：“19恒逸02”回售金额5亿元，债券摘牌日为6月4日,Wind
301,2021-06-02,继新凤鸣后，苏北纺织产业再迎一员“猛将”！化纤龙头征地500亩，开建年产110万吨聚酯纤维项目,全球纺织网
302,2021-06-02,恒逸石化6月1日现1笔大宗交易,证券时报网
303,2021-06-01,34岁二代掌门人挑大梁 民营石化巨头恒逸石化募资30亿元持续扩产,国际金融报
304,2021-06-01,"恒逸石化现1笔大宗交易 共成交4,956.91万元",新浪
305,2021-06-01,恒逸石化今日大宗交易成交396.87万股，成交价12.49元折价5.31%,Wind
306,2021-06-01,化纤板块飙升，恒力石化、荣盛石化、华峰化学、恒逸石化强力反弹,Wind
307,2021-06-01,恒逸石化大涨,新浪
308,2021-06-01,【行情】化工板块午后明显拉升，龙头万华化学涨近6%，恒力石化涨近3%，华鲁恒升涨超8%，恒逸石化涨近4%,金十数据
309,2021-06-01,石油加工行业每周炼化：长丝持续累库,新浪
310,2021-06-01,狂砸38.50亿占地500亩地，恒逸石化在宿迁建年产110万吨化纤项目,第一纺织网
311,2021-06-01,A股早报2021年6月1日星期二,Wind
312,2021-06-01,恒逸石化(000703)：拟投资38.5亿元建年产110万吨新型,格隆汇
313,2021-05-31,恒逸石化(000703.SZ)拟发行可转债募资不超30亿元 用于年产50万吨新型功能性纤维技改项目等,格隆汇
314,2021-05-31,恒逸石化：拟公开发行可转债募资不超30亿元,Wind
315,2021-05-31,恒逸石化：拟发行可转债不超过30亿元,每日经济新闻
316,2021-05-31,恒逸石化：子公司拟投资建设年产110万吨新型环保差别化纤维项目,第一财经
317,2021-05-31,恒逸石化：最近五年公司不存在被证券监管部门和交易所处罚或采取监管措施的情况,每日经济新闻
318,2021-05-31,石油化工新材料行业北上资金周报,新浪
319,2021-05-31,化纤板块扩大跌幅，恒力、荣盛、东方盛虹、华峰化学、恒逸石化集体下行,Wind
320,2021-05-31,恒逸石化股份有限公司 关于前次募集资金使用情况的报告,证券日报
321,2021-05-26,广西区域股市周报：总市值跌1.96%柳钢股份跌12.50%排第一,每日经济新闻
322,2021-05-26,"恒逸石化现3笔大宗交易 共成交19,423.44万元",新浪
323,2021-05-26,恒逸石化今日大宗交易成交1527万股，成交价12.72元溢价0.0%,Wind
324,2021-05-25,化工行业数据周报：1Q21化工行业基金持仓分析,新浪
325,2021-05-25,石油石化行业数据周报：假期油价走势回顾,新浪
326,2021-05-24,能源化工行业周观点：化工行业处传统淡季 农化、钛白粉等延续强势,新浪
327,2021-05-24,石油石化、基础化工、新材料行业北上资金流向周报,新浪
328,2021-05-24,恒逸石化现1笔大宗交易 共成交556.32万元,新浪
329,2021-05-24,恒逸石化今日大宗交易成交45.60万股，成交价12.2元溢价0.58%,Wind
330,2021-05-24,化工行业周报：看好周期低估值弹性标的及高增长成长股,新浪
331,2021-05-21,恒逸石化现1笔大宗交易 共成交449.94万元,新浪
332,2021-05-21,恒逸石化今日大宗交易成交36.88万股，成交价12.2元溢价0.0%,Wind
333,2021-05-21,恒逸石化5月20日现1笔大宗交易,证券时报网
334,2021-05-20,广西区域股市周报：总市值涨2亿 ST八菱涨27.63%排第一,每日经济新闻
335,2021-05-20,恒逸石化今日大宗交易成交82万股，成交价12.08元折价1.63%,Wind
336,2021-05-20,化纤板块盘中调整，恒力、荣盛、东方盛虹、华峰化学、桐昆、恒逸普跌,Wind
337,2021-05-20,中航证券--券商行业周报（2021年第十七期）：精选层再融资新规发布，券商估值仍有修复空间【行业研究】,金融界股吧
338,2021-05-20,今年接单破100亿！这家船厂再签8艘油轮大单！,航运在线
339,2021-05-18,深度*行业*化工行业2021下半年策略：行业维持高景气 碳中和背景下的产业升级与集中度提升将是未来主基调,新浪
340,2021-05-17,"恒逸石化现1笔大宗交易 共成交1,997.04万元",新浪
341,2021-05-17,2021Q1化工行业总结：供需格局改善 盈利大幅提升 看好景气持续,新浪
342,2021-05-16,石油石化、基础化工、新材料行业北上资金流向周报：石油化工新材料行业北上资金周报,新浪
343,2021-05-14,"恒逸石化现1笔大宗交易 共成交2,668.91万元",新浪
344,2021-05-14,恒逸石化今日大宗交易成交209.82万股，成交价12.72元溢价0.0%,Wind
345,2021-05-13,"恒逸石化现2笔大宗交易 共成交1,349.81万元",新浪
346,2021-05-13,恒逸石化今日大宗交易成交106.20万股，成交价12.71元溢价0.0%,Wind
347,2021-05-13,化纤板块再度杀跌，恒力、荣盛、华峰化学、桐昆股份、恒逸石化集体走弱,Wind
348,2021-05-13,信达证券--石油加工行业每周炼化,信达证券
349,2021-05-12,广西区域股市周报：总市值涨20亿 1969万融资买入国海证券,每日经济新闻
350,2021-05-12,石油化工行业跟踪报告：需求仍有支撑 全年供需格局向好――OPEC月报点评,新浪
351,2021-05-12,恒逸石化(000703)：2020年度股东大会决议第四期员工,证券时报网
352,2021-05-12,恒逸石化5月11日现2笔大宗交易,证券时报网
353,2021-05-11,恒逸石化(000703.SZ)：第四期员工持股计划正积极有序推进中,格隆汇
354,2021-05-11,恒逸石化：公司第四期员工持股计划正积极有序推进中，已签订私募投资基金合同,每日经济新闻
355,2021-05-11,石油天然气、化工行业2020&1Q21业绩回顾：行业高景气 盈利创新高,新浪
356,2021-05-11,恒逸石化今日大宗交易成交158.93万股，成交价12.68元折价0.55%,Wind
357,2021-05-11,化纤板块大幅调整，恒力、荣盛、华峰化学、桐昆股份、恒逸石化集体大跌,Wind
358,2021-05-10,能源化工行业周观点：化工产品景气高位延续 关注碳中和、农化、海外复苏等主线,新浪
359,2021-05-10,石油化工行业周报：从油价上涨的弹性到石化产品盈利的持续性,新浪
360,2021-05-10,石化行业2020年报&2021一季报总结：油价回升 助力行业盈利能力改善,新浪
361,2021-05-10,【东北化工陈俊杰】恒逸石化（000703）年报点评：炼油聚酯盈利好转，未来业绩可期,东北证券研究所
362,2021-05-07,“炼化-化纤”产业链周报：低成本优势助力 民营大炼化逆势交出亮眼答卷,新浪
363,2021-05-07,深度*行业*化工行业2020年报及2021年一季报综述：景气持续上行 新增投资放缓,新浪
364,2021-05-07,5月7日晚间重要行业研究汇总(附股),中金在线
365,2021-05-07,2021年中国涤纶长丝行业竞争格局与企业市场份额分析 东南沿海龙头企业竞争加剧,前瞻研究院
366,2021-05-06,东北证券维持恒逸石化买入评级：炼油聚酯盈利好转，未来业绩可期,每日经济新闻
367,2021-05-06,广西区域股市周报：总市值跌46亿 天下秀市值增长13.02亿,每日经济新闻
368,2021-05-06,恒逸石化：公司的瓶片客户包括百事可乐和可口可乐,每日经济新闻
369,2021-04-29,恒逸石化(000703)：Q1业绩上涨 21年盈利可期,新浪
370,2021-04-29,恒逸石化：将“19恒逸02”后1年的票面利率由6.5%下调至5.8%,Wind
371,2021-04-29,恒逸石化(000703)：文莱炼厂盈利改善 聚酯行业景气回升,新浪
372,2021-04-29,石油加工行业每周炼化：涤纶长丝利润收窄！,新浪
373,2021-04-28,恒逸石化今日大宗交易成交20万股，成交价13.52元溢价0.0%,Wind
374,2021-04-28,73家公司获海外机构调研,证券时报网
375,2021-04-27,恒逸石化2021年一季度净利增长49% 总资产突破千亿规模,上证报
376,2021-04-27,恒逸石化(000703)：炼油和聚酯价差稳步上行 文莱二期具备远期成长性,新浪
377,2021-04-27,恒逸石化(000703)：保价惜售导致1Q21产销率下滑；短期利空或已基本消化,新浪
378,2021-04-27,【方正化工】恒逸石化2021年一季报点评： 行业景气叠加产能释放，助力公司业绩增长,靠谱化工股
379,2021-04-26,恒逸石化一季报营收同比增长63% 净利同比增长48.72%,证券时报网
380,2021-04-26,化工点评报告：石油石化配置连续三季度回升 关注龙头及偏成长相关标的,新浪
381,2021-04-26,广西区域股市周报：总市值跌7亿 1335万融资买入柳工,每日经济新闻
382,2021-04-26,恒逸石化(000703.SZ)第一季度归母净利润同比增长48.71%至12.13亿元,智通财经
383,2021-04-26,恒逸石化：2021年第一季度净利润约12.13亿元，同比增加48.71%,每日经济新闻
384,2021-04-26,恒逸石化：一季度净利润同比增长48.71%,Wind
385,2021-04-26,恒逸石化今日大宗交易成交15万股，成交价13.71元溢价1.71%,Wind
386,2021-04-26,化工板块2021Q1持仓分析：环比持续改善 中小市值公司获得加持,新浪
387,2021-04-26,能源化工行业周观点：业绩披露期即将结束 多数子行业景气高位,新浪
388,2021-04-26,中信证券：年报季报披露窗口期即将结束，关注纯碱、化肥等业绩确定性较高行业,Wind
389,2021-04-26,中信证券：年报季报披露窗口期即将结束，关注纯碱、化肥等业绩确定性较高行业,证券时报网
390,2021-04-23,恒逸石化今日大宗交易成交444.40万股，成交价13.2元折价0.68%,Wind
391,2021-04-22,刘格菘麾下基金一季度调仓路径：减仓“光伏茅”加码化工龙头股,证券之星
392,2021-04-21,恒逸石化国际化布局成效初显 2020年实现营利45.26亿元,中新网
393,2021-04-21,融资客青睐6股，凤凰股份买入占比高达42.55%,Wind
394,2021-04-21,A股融资融券日报：两融余额增加26.01亿元（4月20日）,Wind
395,2021-04-21,恒逸石化(000703)：控股股东恒逸集团解质886.57万股,智通财经
396,2021-04-20,恒逸石化(000703.SZ)2020年度净利润降3.7%至30.72亿元拟10派3元 盈利能力下降,格隆汇
397,2021-04-19,恒逸石化(000703.SZ)年度归母净利同比降3.70%至30.72亿元 每10股派3元 盈利能力下降,智通财经
398,2021-04-19,恒逸石化2020年营收864亿元 文莱项目业绩发力,e公司
399,2021-04-19,恒逸石化：2020年净利润同比减少3.7% 盈利能力下降,Wind
400,2021-04-18,恒逸石化(000703.SZ)：“恒逸转债”将于4月22日进入转股期,智通财经
401,2021-04-15,恒逸石化(000703.SZ)：“18恒逸02”拟于4月19日派发本息每10张派1050元,搜狐
402,2021-04-15,恒逸石化今日大宗交易成交185万股，成交价13.0元折价2.55%,Wind
403,2021-04-14,恒逸石化今日大宗交易成交64.05万股，成交价13.27元折价0.52%,Wind
404,2021-04-14,信达证券--石油加工行业每周炼化：聚酯市场窄幅波动【行业研究】,金融界股吧
405,2021-04-12,石油化工行业周报：疫情反复油价震荡 长丝价格持续回暖,新浪
406,2021-04-09,本周5家上市公司发布可转债预案，融资总规模达55.82亿元,Wind
407,2021-04-09,恒逸石化(000703)：年产56.6万吨新型功能性纤维项目投,证券时报网
408,2021-04-09,扎堆调研化工股成基金增仓新风向,Wind
409,2021-04-08,恒逸石化发生8笔大宗交易,证券时报网
410,2021-04-08,一季度94家公司完成股份回购计划,Wind
411,2021-04-07,"恒逸石化现8笔大宗交易 共成交76,792.36万元",新浪
412,2021-04-07,透视大宗交易：4月7日共成交66笔，恒逸石化成交7.68亿元,每日经济新闻
413,2021-04-07,恒逸石化今日大宗交易成交5248.96万股，成交价14.63元溢价0.0%,Wind
414,2021-04-07,恒逸石化(000703.SZ)控股股东恒逸集团拟发行可交换公司债券质押1.1亿股,智通财经
415,2021-04-07,恒逸石化(000703.SZ)：控股股东拟发行可交换公司债暨质押1.1亿股,格隆汇
416,2021-04-07,恒逸石化：控股股东恒逸集团质押1.10亿股,每日经济新闻
417,2021-04-07,石油化工行业：OPEC+将逐步增产 油价短期仍将上行,新浪
418,2021-04-07,石油天然气、化工行业中国化工崛起三部曲之一：优质企业向全球化工龙头迈进,新浪
419,2021-04-06,化工行业周报：化工品价格快速上涨后企稳 依然看好未来景气持续,新浪
420,2021-04-06,石油化工新材料行业北上资金周报,新浪
421,2021-04-06,海通证券研究所早报,新浪
422,2021-04-02,恒逸石化推出14亿元员工持股计划 控股股东员工6亿增持同步推进,证券时报网
423,2021-04-02,OPEC+4月会议点评：OPEC+增产是对全球石油需求有着更为乐观的预期,光大证券
424,2021-04-02,“回购王”曝光，股价保卫战打响，4股最土豪（名单）,Wind
