,2021-12-31,北京成为数字经济领头羊的最新经验,财经杂志
308,2021-11-15,北交所来了！券商全面布局，多家开户率超50%，首批保荐项目建投安信申万暂时领先,券商中国
309,2021-11-14,8只北交所主题基金获批，最快本周开卖，单只募集限额或为5亿元,Wind
310,2021-11-14,周末影响A股十大事件来了！,Wind
311,2021-11-14,北交所开市通关测试收官，券商做好这些准备,Wind
312,2021-11-14,“确保明天平稳运行”！北交所开市通关测试收官，券商做好了这些准备,中证报
313,2021-11-14,市值观察丨多图！ 81家北交所公司大盘点，最牛企业净利润暴增32倍,凤凰网
314,2021-11-14,下周操盘攻略：冬季躁动”渐入佳境,Wind
315,2021-11-14,券商代销公募保有量普降，因监管收紧申报尺度,Wind
316,2021-11-14,陆家嘴财经早餐2021年11月14日星期日,Wind
317,2021-11-13,"黄金无惧美元上涨,金价有望更上一层楼",鲁明量化全视角
318,2021-11-13,一文读懂北京证券交易所81家首批上市公司,Wind
319,2021-11-13,一切正常！北交所开市前最后一次通关测试结束,Wind
320,2021-11-13,中信建投港股海外2022年度展望：全面监管常态化，创新突破引导新增长,中信建投证券研究
321,2021-11-13,北交所首批81家企业保荐比拼：37家券商有进账，头部拿下半壁江山,第一财经
322,2021-11-12,【银华基金】交易日报 2021-11-12,新浪
323,2021-11-12,【中信建投 非银&金融科技】友邦保险(1299.HK)：业绩略低于预期，但仍优于同业，看好长期价值,中信建投非银金融研究
324,2021-11-12,【建投策略】农产品的峰回路转——11月策略,CFC农产品研究
325,2021-11-12,中信建投证券(06066)完成发行20亿元2021年度第十六期短期融资券,智通财经
326,2021-11-12,中信建投证券(06066.HK)完成发行20亿元短期融资券,格隆汇
327,2021-11-12,11月12日深市大宗交易信息,深交所
328,2021-11-12,北向资金再度加仓超36亿，东方财富本周净买入近28亿,Wind
329,2021-11-12,中信建投(601066.SH)完成发行20亿元2021年度第十六期短期融资券,智通财经
330,2021-11-12,中信建投(601066.SH)：完成发行20亿元短期融资券,格隆汇
331,2021-11-12,券商双11真拼了！40场直播，理财产品申购费率打1折,Wind
332,2021-11-12,十二位首席分析师跨行业研究，带你寻找未来十年的核心赛道,吴晓波频道
333,2021-11-12,中信建投证券(06066.HK)遭Wellington Management Group减持46.5万股 减持股份,格隆汇
334,2021-11-12,22家券商权益类公募基金保有规模超百亿,Wind
335,2021-11-12,通裕重工：中信建投、君和资本等3家机构于11月10日调研我司,证券之星
336,2021-11-11,22家券商权益类公募基金保有规模超百亿！中信华泰广发稳居前三,中国证券网
337,2021-11-11,【银华基金】交易日报 2021-11-11,新浪
338,2021-11-11,证券Ⅱ行业：公募代销格局微变 渠道下沉态势延续,广发证券
339,2021-11-11,非银金融行业21Q3基金代销机构公募基金保有规模数据点评：Q3股票+混合公募基金保有量略有下降 非货基保有量实现增长,新浪
340,2021-11-11,公募基金代销保有量2021Q3数据点评：头部排名总体稳定 环比增速分化加大,新浪
341,2021-11-11,广发证券封住涨停，东方证券、长城证券、中信建投、华泰证券等纷纷拉升,Wind
342,2021-11-11,开市倒计时！10家精选层公司将登陆北交所，概念股拉升,第一财经
343,2021-11-11,券商公募代销保有三季度跌近10%，中信华泰广发稳居前三，22家券商保有规模超百亿,财联社
344,2021-11-11,10只新股周一将登北交所，部分发行价较前收盘价下折,第一财经
345,2021-11-11,关于招商中证消费电子主题交易型开放式指数证券投资基金增加中信建投证券股份有限公司为网下,证券日报
346,2021-11-10,【银华基金】交易日报 2021-11-10,新浪
347,2021-11-10,又见券商首席变动！黄文涛出任中信建投首席经济学家,Wind
348,2021-11-10,港股异动 | 融创服务(01516)尾盘拉升逾6% 中信建投预计两次并购将于明年带来显著的业绩增厚,智通财经
349,2021-11-10,中证报：注册制改革释放活力，市场生态焕新颜,Wind
350,2021-11-10,歌尔股份分拆歌尔微IPO再进一步：中金、建投多家机构扎堆“押注” 上市前估值已超200亿,华尔街见闻
351,2021-11-09,【银华基金】交易日报 2021-11-9,新浪
352,2021-11-09,上海宁泉资产管理有限公司增持中信建投(06066)24.3万股 每股作价8.30港元,智通财经
353,2021-11-09,ETF生态圈|4只MSCI中国A50互联互通ETF做市商一览（附名单）,金融界
354,2021-11-09,多家券商投行收入下滑 谋求“中介+投资”双轨转型 盈利能力下降,时代周报
355,2021-11-09,多条线苦练内功，券商布局北交所马不停蹄,Wind
356,2021-11-09,多条线苦练内功 券商布局北交所马不停蹄,中证网
357,2021-11-09,"买买买！这家百亿私募持续""扫货""券商股，核心逻辑是什么？",Wind
358,2021-11-08,国泰君安 | 信用债发行结果日报,国泰君安债券资本市场部
359,2021-11-08,【银华基金】交易日报 2021-11-8,新浪
360,2021-11-08,【中信建投电子|刘双锋&雷鸣团队】北京君正(300223)：盈利能力持续提升，多产品线协同发展,中信建投电子研究
361,2021-11-08,中信建投证券股权资本市场部待发行项目一览,微信
362,2021-11-08,上市首日攻下百亿成交，4只A50 ETF首秀成交比涨跌更抢眼！近20家做市券商名单公布，两大属性撞出火花,财联社
363,2021-11-08,LPR互换来了！利率互换集中清算再添新品种,Wind
364,2021-11-08,【苹果周报】库存数据引发市场震动，冷静看待后市影响,CFC农产品研究
365,2021-11-08,10月企业债发行规模回落，低级别主体增加；绿色企业债累计规模占比提升，绿色优质主体可全部补流,中证鹏元评级
366,2021-11-08,新三板精选层个股收盘大面积飘红，同辉信息盘中涨停,Wind
367,2021-11-08,每经IPO周报第35期｜周过会率回升至100%，才府玻璃本周再迎上会 注册制新股有效申购户数明显下降,每日经济新闻
368,2021-11-08,新三板精选层个股午盘大面积飘红，同辉信息涨逾23%,Wind
369,2021-11-08,多家券商投行收入下滑 谋求“中介 + 投资”双轨转型 盈利能力下降,ZAKER
370,2021-11-08,新三板精选层个股开盘多数飘红，数字人涨逾4%,Wind
371,2021-11-08,北交所概念基金扩容至15只，公募投资股票方式有四,Wind
372,2021-11-07,前三季度IPO募资超3700亿创历史新高，中小券商异军突起,Wind
373,2021-11-07,【悠哉油斋】内忧外患，盘面重挫,CFC农产品研究
374,2021-11-07,【棉花周报】外贸数据亮眼，订单形势迷离,CFC农产品研究
375,2021-11-07,券商在搅动基金托管江湖，银行独霸时代遭挑战？,Wind
376,2021-11-07,前三季度IPO募资超3700亿创历史新高！Top10券商承销金额占比7成，中小券商异军突起，北交所将成竞争新赛道,每日经济新闻
377,2021-11-07,看多黄金的三个理由,鲁明量化全视角
378,2021-11-06,【豆粕花生周报】报告前抢跑的豆粕，仍存变数的花生,CFC农产品研究
379,2021-11-05,【中信建投通信|阎贵成&武超则团队】通信行业三季报综述：经营总体良好，估值仍处底部，建议关注重点子板块,建投通信研究
380,2021-11-05,中信建投研究再招徕大将，兴业证券原电新首席朱玥加盟，曾为资深行业记者，旗帜鲜明看好光伏组件,财联社
381,2021-11-05,蓄势待发！北交所概念活跃 这只龙头本周大涨26%,第一财经
382,2021-11-05,"10月份交易所信用债发行2,107亿元，发行规模环比下降24%，信用级别略有上升，发行利率整体上行",中证鹏元评级
383,2021-11-05,财信证券证券行业2021年11月月度报告：三季报业绩整体稳中向好，北交所开市在即,财信证券研究
384,2021-11-05,翔丰华：平安证券、中信建投证券等5家机构于11月2日调研我司,证券之星
385,2021-11-05,亚太科技：中信建投证券股份有限公司、南方基金管理股份有限公司等2家机构于11月3日调研我司,证券之星
386,2021-11-04,大基金二期重金入股封装测试巨头，一众公私募及头部券商大捧场，“定增王”财通基金再出手，中信及中信建投“落榜”,财联社
387,2021-11-04,【银华基金】交易日报 2021-11-4,新浪
388,2021-11-04,北交所宣布后，新三板正成投行突破点，开源、安信、兴业证券定增业务领跑，9月来172份定增是前8月1.6倍,财联社
389,2021-11-04,投行观察第16期：10月券商承销规模同比下降近3成,时代周报
390,2021-11-03,粤水电：中信建投证券股份有限公司、中信建投证券股份有限公司等11家机构于10月29日调研我司,证券之星
391,2021-11-02,牛市旗手三季度狂揽近5000亿，却有券商股民亏钱求放过：跌一下也行，别耗着 亏损,证券之星
392,2021-11-02,非银金融行业周报：财富管理核心标的业绩高增长 险企改革成效显现尚待时日,新浪
393,2021-11-02,券商2021三季报深度综述：景气周期 分化更进一步,新浪
394,2021-11-02,上市券商佣金入账近2000亿，大财富管理贡献显著,Wind
395,2021-11-01,最牛“黑马”20cm涨停，杠杆资金加仓这些概念股,Wind
396,2021-11-01,懵了！免税龙头闪电跌停，原因竟是它！,新浪
397,2021-11-01,中信建投证券股权资本市场部待发行项目一览,微信
398,2021-11-01,南财脱水研报丨北交所开市在即 能否带动券商板块上行？,21经济网
399,2021-11-01,赚翻了！4家券商净利超百亿，但6成券商投行收入下滑|财星球 盈利能力下降,新浪
400,2021-11-01,交银国际：维持中信建投(06066)“中性”评级 目标价降至9.5港元 机构下调估值,智通财经
401,2021-11-01,【券商聚焦】交银削中信建投证券(06066)目标价5%至9.5港元 维持“中性”评级 机构下调估值,和讯
402,2021-11-01,超七成同比正增长 头部券商持续甩出差距,证券时报网
403,2021-10-31,中信建投前三季度净利72.58亿元，经营活动现金流入近200亿元,资本邦
404,2021-10-31,赚翻了！上市券商业绩排名正式出炉，超七成正增长，这4家券商狂赚过百亿,券商中国
405,2021-10-31,中信建投：维持广发证券(000776.SZ)“买入”评级 资管业务大放异彩,智通财经
406,2021-10-30,赚翻了！38家上市券商三季度成绩单揭晓！中信证券再夺第一,Wind
407,2021-10-30,赚翻了！38家上市券商三季度成绩单揭晓！中信证券再夺第一,中证报
408,2021-10-30,券商代销江湖热战，异军突起各打什么牌？中信中金强在私募销售，广发东方兴业具资产端优势,财联社
409,2021-10-30,【豆粕周报】牛市的尾声，基差一去难回？,CFC农产品研究
410,2021-10-30,抢食万亿级大蛋糕！券商这项基金业务火了,Wind
411,2021-10-30,抢食万亿级大蛋糕！券商这项基金业务火了,中国基金报
412,2021-10-30,东方证券：给予中信建投增持评级，目标价位31.38元,证券之星
413,2021-10-30,47家上市券商三季报出齐：4家净利超百亿，上年同期仅1家，中信营收逼近600亿，详看五大业务全排名,财联社
414,2021-10-30,10家券商前三季度营收超200亿元，4家券商净利润超百亿元,Wind
415,2021-10-30,机构三季度持股趋分散，大资金偏爱钢铁和有色,Wind
416,2021-10-30,锐明技术：民生证券、太平洋证券等138家机构于10月22日调研我司,证券之星
417,2021-10-30,金杯电工：中信建投证券于10月27日调研我司,证券之星
418,2021-10-30,赚翻了！40家券商盈利排名来了,Wind
