,2021-12-31,集体崛起，自主车企加速超越「回望2021——自主逆势上扬」,华夏时报
303,2021-12-05,盖世周报 | 丰田比亚迪合作生产电动汽车；广汽埃安启动内部资产重组,盖世汽车
304,2021-12-05,陆家嘴财经早餐2021年12月5日星期日,Wind
305,2021-12-04,首搭车型坦克500 长城汽车3.0T+9AT超级动力总成正式量产下线,盖世汽车
306,2021-12-04,2021年12月04日上市公司公告,搜狐
307,2021-12-04,长城汽车：中国首款高阶动力总成3.0T+9AT量产下线,IT之家
308,2021-12-04,长城汽车3.0T+9AT超级动力总成正式量产下线,Wind
309,2021-12-04,长城汽车：国内首套全自研高阶动力 长城汽车3.0T+9AT超级动力总成正式量产下线,e公司
310,2021-12-03,小型新能源汽车市场渐火，豪华品牌相继入局,华夏时报
311,2021-12-03,比亚迪上汽广汽传统车企扎堆分拆新业务上市，一“拆”能否抵万金,贝壳财经
312,2021-12-03,长城汽车(02333)2020年股权激励计划首次授予股票期权11月行权约25.08万股,智通财经
313,2021-12-03,汽车行业2022年度策略报告：智能车1.0迈入加法时代,新浪
314,2021-12-03,华依科技：新能源汽车业务的主要客户包括蔚来汽车、日本电产、长城汽车等,每日经济新闻
315,2021-12-03,从沙龙品牌看自主品牌能否实现“弯道超车”？,OFweek
316,2021-12-03,汽车事件点评：新势力引领自主崛起,国海证券
317,2021-12-03,喜悦智行：公司主要客户包括大众汽车、特斯拉、宝马汽车、沃尔沃、长城汽车等主机厂及部分汽车零部件生产厂商等汽车行业客户,每日经济新闻
318,2021-12-03,【异动股】长城汽车(02333.HK)跌4.17%,财华社
319,2021-12-03,【行情】港股汽车股全线低开，小鹏汽车(09868.HK)跌7.35%，理想汽车(02015.HK)跌6.36%，比亚迪股份(01211.HK)跌0.98%，长城汽车(02333.HK)跌0.93%,金十数据
320,2021-12-03,汽车行业周报：11月多地发布氢能产业政策 关注北京冬奥会示范应用筹备进展,新浪
321,2021-12-03,数据解读近13年长城汽车6886条投诉，长城C30投诉量最多,时代周报
322,2021-12-03,商用车落地氢能寻找“双碳”突破口,经济参考报
323,2021-12-02,汽车板块持续火爆，3张图比一比汽车零部件和整车公司谁更佳？,Wind
324,2021-12-02,跨年行情如何布局？机构普遍看好这三大赛道,Wind
325,2021-12-02,11月汽车公司市值榜 | 沃尔沃、福特增幅超10%，大众下挫12%，半数中国车企市值下滑，动力电池成大赢家,每日经济新闻
326,2021-12-02,11月汽车股：上汽久违涨停 ，“特斯拉杀手”上市即闯进全球市值前五,证券之星
327,2021-12-02,“政策红利+产业升级” 双重利好助推A股企业加速分拆上市,中国金融新闻网
328,2021-12-02,盘前有料丨又一调味品公司宣布提价；证监会否认禁止VIE企业境外上市…重要消息还有这些,证券时报
329,2021-12-02,造车新势力新变化：廉价电动车异军突起！,Wind
330,2021-12-01,中国品牌吹响新号角，集结出发，比亚迪、长城、长安等国产车企加速出海！,Ofweek
331,2021-12-01,奥特维(688516)：收获蜂巢能源1.3亿元订单 锂电优质客户订单放量强化平台化布局,新浪
332,2021-12-01,新能源汽车行业周报：小鹏三季度交付量创新高 毛利率提升显着,新浪
333,2021-12-01,【汽车】汽车行业2022年投资策略—景气回升，持续看好智能电动汽车赛道,中银证券研究
334,2021-12-01,【中原汽车】汽车行业年度策略：供需错配有望缓解，把握电动智能化赛道,中原证券研究所
335,2021-11-30,纳思达：公司通用MCU在汽车电子、工业电子等领域的头部客户销售上均取得重大突破，长虹、海尔、小米、长城汽车等知名客户已实现批量供货,每日经济新闻
336,2021-11-30,【异动股】长城汽车(02333.HK)跌3.15%,财华社
337,2021-11-30,汽车行业2021年11月：芯片供应持续改善 助力产销边际向好,新浪
338,2021-11-30,长城汽车整车及零部件生产基地项目落户扬州,证券时报网
339,2021-11-29,浙商证券汽车行业周报：特斯拉扩产 产业链受益,新浪
340,2021-11-29,长城汽车大宗交易成交300.75万元,证券时报网
341,2021-11-29,长城汽车今日大宗交易成交5.12万股，成交价58.74元溢价0.0%,Wind
342,2021-11-29,南向资金今日净买入7.02亿港元，泡泡玛特净买入逾2亿港元,Wind
343,2021-11-29,汽车行业周报：小鹏Q3业绩创新高 22年入局ROBOTAXI,新浪
344,2021-11-29,宝马电动攻势再加强：启动“新世代”计划，2030年前量产固态电池车,每日经济新闻
345,2021-11-29,自主品牌“全员来电”的背后：价格冲高 品牌向上,中国经营报
346,2021-11-29,长城欧拉深陷“芯片门”！大量女车主质疑涉嫌消费欺诈,快科技
347,2021-11-29,汽车行业周报：广州车展大量新车亮相 新车销售有所回暖,新浪
348,2021-11-29,汽车行业月度数据分析及12月展望：汽车消费回暖 新能源高速增长,新浪
349,2021-11-29,胜蓝股份：我司新能源汽车客户主要有比亚迪、长城汽车、上汽五菱等公司,每日经济新闻
350,2021-11-29,汽车行业周报：11月前三周累计批发环比+15% 看好自主崛起,新浪
351,2021-11-29,上汽集团拟分拆捷氢科技登陆科创板，氢燃料电池汽车会成为下一个主流吗？,Ofweek
352,2021-11-29,长城汽车发布高端新能源品牌新车，尾部搭载MiniLED外显屏技术,LED在线
353,2021-11-29,长城汽车的战略隐忧：赢下战役，输掉战争,和讯
354,2021-11-29,汽车行业周报：特斯拉上海工厂再度扩建 小米汽车落户北京,新浪
355,2021-11-29,盖世周报 | 小米汽车落户北京经开区；FF收到退市通知,第一电动网
356,2021-11-29,一“拆”抵万金，传统车企竞相分拆新业务上市,Wind
357,2021-11-29,多个指数迎重磅调整！科创板公司大幅增加，这些股票即将调入！,Wind
358,2021-11-28,奇瑞 / 长城 / 比亚迪，今年谁的“压箱底”更强？,ZAKER
359,2021-11-28,长城汽车为长城汽车泰国等公司提供8000万元美元担保 大额借贷担保,乐居财经
360,2021-11-28,长城坦克发布《关于坦克500异常订单公告》,财经网
361,2021-11-28,坦克500出现订单倒卖 长城汽车回应：非官方渠道订车无法享受质保,快科技
362,2021-11-28,百公里油耗仅4.2升 哈弗JOLION HEV泰国上市：约17万元起,快科技
363,2021-11-27,纳思达(002180)：国产打印龙头 芯片第二主业进入快车道,新浪
364,2021-11-27,8核变4核，长城旗下欧拉深陷「芯片造假门」,雷锋网
365,2021-11-27,上汽拟分拆捷氢科技至科创板上市 车企子公司“独立潮”持续升温,经济观察报
366,2021-11-27,涉及超5500亿规模基金！新一轮指数样本大调整出炉,Wind
367,2021-11-27,全球新能源龙头车企市值猛增，围绕三主线掘金,Wind
368,2021-11-26,晚间要闻2021年11月26日星期五,Wind
369,2021-11-26,上证50定期调样：调入中国电信、中远海控、长城汽车等,澎湃新闻
370,2021-11-26,上证50等系列指数进行定期调样，新经济和先进制造业样本增多,Wind
371,2021-11-26,结构市场延续：国产化、新能源化、智能化,新浪
372,2021-11-26,“反击战”全面打响，传统车企加大新能源车投入,Wind
373,2021-11-26,【异动股】长城汽车(02333.HK)跌3.19%,财华社
374,2021-11-26,长城汽车的少数派报告：给予豪华纯电市场不一样的选择,Ofweek
375,2021-11-26,汽车行业：汽车需求怎么看 关注补库、报废更新和出口对需求的提振,华福证券有限责任公司
376,2021-11-26,3.2 万买一个购车名额，坦克 500 被戏称「理财车」,ZAKER
377,2021-11-26,平均月销过万辆！欧拉借“猫系”开启“粉色时代”,华夏时报
378,2021-11-26,无人驾驶时代真的来了，商业化试点启动,新浪
379,2021-11-26,产品将迎来 新一轮增长周期 长城汽车再进阶,第一财经
380,2021-11-25,长城沙龙品牌初露峥嵘 首款轿车机甲龙重新定义“纯电豪华”「聚焦广州车展」,华夏时报
381,2021-11-25,制造“芯”问题涉嫌欺诈，欧拉汽车割起了“公主殿下”韭菜？,中新经纬
382,2021-11-25,长城汽车承认欧拉好猫存在虚假宣传，网友：是不是可以退一赔三了？,ZAKER
383,2021-11-25,长城汽车(02333)为多个子公司提供担保 大额借贷担保,智通财经
384,2021-11-25,长城汽车：公司及控股子公司累计对外担保总额为173.45亿元 大额借贷担保,Wind
385,2021-11-25,沙龙、极氪、阿维塔均亮相，谁能成为国产高端新能源品牌破局者？,Ofweek
386,2021-11-25,WEY品牌销量连续下滑！长城汽车另辟蹊径发力氢能源？ 盈利能力下降,投资时报
387,2021-11-25,长城哈弗H9被曝永久停产 官方回应：暂未接到停产通知 经营问题,财经网
388,2021-11-25,年底机构纷纷调研释放什么信号？董承非现身2家公司,Wind
389,2021-11-25,【券商聚焦】招证维持汽车汽配行业“推荐”评级 指电动化加速渗透 智能化竞争升级,和讯
390,2021-11-25,汽车股集体下挫，江淮汽车领跌,Wind
391,2021-11-25,【异动股】长城汽车(02333.HK)跌3.04%,财华社
392,2021-11-25,掘金氢燃料电池产业，上市公司纷纷“亮招”,Wind
393,2021-11-25,结构化行情松动？国际投行喊话2022年超配A股,Wind
394,2021-11-25,科技创新按下快进键 长城汽车的想象空间有多大？,新京报
395,2021-11-25,涉嫌虚假宣传？长城欧拉遭车主集中投诉！,ZAKER
396,2021-11-25,站上6000亿元市值高点 长城汽车有望驱动新周期“量+利”表现,证券日报
397,2021-11-24,发新车、亮技术！长城汽车抢占广州车展C位背后：朝万亿市值目标进发,每日经济新闻
398,2021-11-24,结构化行情松动？底部小票开始迎接“20CM盛宴”,Wind
399,2021-11-24,北向资金连续4日净买入累计加仓超170亿，批量扫货白酒股,Wind
400,2021-11-24,长城零部件锁定国轩高科：未来四年累计交付10GWh动力电池,Ofweek
401,2021-11-24,长城汽车回应“哈佛H9将停产”：没有接到相关通知,快科技
402,2021-11-24,银邦股份：公司是宁德时代及长城汽车、特斯拉、大众、比亚迪等汽配商的供应商,每日经济新闻
403,2021-11-24,汽车行业策略会总结：行业发展前景总体乐观,新浪
404,2021-11-24,长城欧拉涉嫌欺诈消费者！宣传中的高通8核芯片，变成英特尔4核,新浪
405,2021-11-24,“她经济”下，长城汽车旗下的欧拉能成为汽车行业的下一个突破口吗？,Ofweek
406,2021-11-24,亚太股份：公司轮毂电机底盘可以运用于任何能源的电动车,Wind
407,2021-11-24,24股获券商买入评级，人福医药目标涨幅达107.14%,Wind
408,2021-11-24,李书福的电动车能跑起来么？,新浪
409,2021-11-24,年内A股近800份股权激励计划发布,Wind
410,2021-11-24,高端新能源汽车品牌迭出 长城汽车“沙龙”欲分一杯羹,证券日报
411,2021-11-23,魏牌玛奇朵DHT- PHEV通过中汽研测试,钛媒体
412,2021-11-23,官方辟谣停产传闻，拳打普拉多的哈弗H9为何「被终结」？ 经营问题,36氪
413,2021-11-23,数据解放生产力——琰究汽车数据系列（2021年10月）【华西汽车 崔琰团队】,汽车琰究
414,2021-11-23,深度！2021年中国新能源汽车行业竞争格局及市场份额分析 比亚迪发展成为行业龙头,前瞻研究院
415,2021-11-23,国轩高科固态电池正式配套！300Wh/kg电池装车！,Ofweek
416,2021-11-23,国轩高科与长城汽车签订到2025年不低于10GWh的电池供应协议,Ofweek
417,2021-11-23,长城汽车：欧拉每月销量基本保持在1万辆以上,每日经济新闻
418,2021-11-23,长城汽车：中马传动是公司皮卡车型手动挡变速器的供应商,每日经济新闻
419,2021-11-23,WEY 销量不断下滑，H9被曝永久性停产，长城“品牌向上”还有啥路可走? 经营问题,ZAKER
420,2021-11-23,长城汽车：公司汽车音响供应商主要包括哈曼、松下、台郁电子等,每日经济新闻
421,2021-11-23,长城汽车：公司部分车型可使用华为HiCar功能，但没有搭载华为鸿蒙系统,每日经济新闻
422,2021-11-23,华阳集团：公司智能座舱产品获得长城汽车上述多数车型的定点项目,每日经济新闻
423,2021-11-23,未来5年投入1000亿研发，400万的销量对于长城汽车来说危险吗？,Ofweek
424,2021-11-23,乘联会：17家重点车企前三季度利润增长1.8%，3家亏损,Wind
425,2021-11-23,里程虚标，欧拉技术被质疑，长城汽车新能源能否迎来春暖花开？,Ofweek
426,2021-11-23,乘联会：整车上市公司前三季度营收净利各有千秋,Wind
427,2021-11-23,十家车企上半年财报：上汽集团净利润最高，比亚迪研发投入超44亿元！,Ofweek
428,2021-11-23,国轩高科：子公司拟向长城汽车全资子公司供应动力电池产品,资本邦
429,2021-11-23,招商证券(香港)：维持长城汽车(02333)“买入”评级 目标价45港元,智通财经
430,2021-11-23,李瑞峰：突破自主高端的天花板 魏牌步入新能源时代,中国经济网
431,2021-11-23,推出新智能电动品牌沙龙智行 长城汽车加速2025战略落地,上证报
432,2021-11-23,【异动股】长城汽车(02333.HK)跌3%,财华社
433,2021-11-23,汽车行业投资策略：从稀缺性角度把握本轮汽车向上三大周期,新浪
434,2021-11-23,汽车行业周报：本土汽车连接器企业与中国电动智能车产业共成长,新浪
435,2021-11-23,战略合作全升级——小柠拍携手长城汽车共赢二手车行业发展蓝图！,凤凰网
436,2021-11-23,长城汽车欧洲总部正式落户慕尼黑 首批车辆于2022年上半年交付,第一电动网
437,2021-11-23,长城汽车欧洲总部落地慕尼黑,我的钢铁
438,2021-11-23,长城汽车出海再上台阶 成立欧洲总部：明年上半年交付新车,快科技
439,2021-11-23,A股早报2021年11月23日星期二,Wind
