,2021-12-31,无人机送餐，飞越几座大山？,36氪
310,2021-11-23,58入股UU跑腿 同城即时配送领域或迎来变局,亿邦动力
311,2021-11-23,"""最后一公里"" 无赢家，菜鸟和丰巢都算错一步棋",36氪
312,2021-11-23,A股午盘综述：上证指数逼近3600点，深成指逼近15000点！,Wind
313,2021-11-23,燕文物流冲击上市，值几个顺丰？,ZAKER
314,2021-11-23,一文读懂“零担快运史”,联商网
315,2021-11-22,晚间重要公告2021年11月22日星期一,Wind
316,2021-11-22,交通运输周报第44期：10月通达系量价超预期 民航环比改善稳定复苏,新浪
317,2021-11-22,极兔扰动快递新博弈,证券市场周刊
318,2021-11-22,北向资金今日净买入14.35亿元，宁德时代再获大幅净买入近17亿,Wind
319,2021-11-22,万亿级赛道！净利润 3 年涨 4 倍，深度捆绑顺丰，科捷智能冲刺科创板,ZAKER
320,2021-11-22,10月快递行业数据点评：需求和价格表现稳定，期待龙头四季度业绩改善【国信交运中小盘】,微信
321,2021-11-22,快递行业10月份数据点评：行业中高速增长 义乌地区价格同环比双增,西南证券
322,2021-11-22,交通运输产业行业：快递价格趋稳 关注航空需求恢复,国金证券股份有限公司
323,2021-11-22,合并嘉里物流，顺丰控股10月快递物流业务营收同比增长73%,资本邦
324,2021-11-22,背靠顺丰，单量接近美团十分之一，顺丰同城价值几何？,凤凰网
325,2021-11-22,交运中小盘行业周报：快递持续边际改善 疫情消退利好出行复苏,新浪
326,2021-11-22,国都证券研究所晨报,新浪
327,2021-11-22,极兔收购百世国内快递业务 行业或再度迎来洗牌,亿邦动力
328,2021-11-22,一周IPO观察：网易云、微博卫龙、凯莱英通过港交所聆讯；能源EaaS公司递交招股书,老虎证券
329,2021-11-22,展望2022年交通运输物流板块,证券之星
330,2021-11-22,菜鸟和丰巢，取快递为何越来越难了？,36氪
331,2021-11-22,宁德时代、顺丰控股等34股获北向资金增持额超亿元,证券时报网
332,2021-11-22,顺丰控股10月速运物流营收增13.22%，位列行业第四,阿尔法工场
333,2021-11-22,【银河交通王靖添】行业周报丨电商快递单价呈现拐点信号，头部快递公司流量优势有望增厚业绩,中国银河证券研究
334,2021-11-21,阿里云第三季营收200亿 SaaS独角兽上市｜产业互联网周报,亿邦动力
335,2021-11-21,快递旺季后价格有望稳定，航空平稳复苏【安信交运丨周报1121】,微信
336,2021-11-21,10月快递业数据点评：十月量价持续改善 看好Q4盈利释放,新浪
337,2021-11-21,快递行业2021年10月经营数据点评：行业CR8指数环比持平 价格战趋缓或将持续被验证,光大证券
338,2021-11-21,7000亿大市场！傅鹏博、朱少醒、谢治宇、刘格菘…顶流们都来了,Wind
339,2021-11-21,7000亿大市场！傅鹏博、朱少醒、谢治宇等顶流们都来了,Wind
340,2021-11-20,欧莱雅不怕薇娅李佳琦?元宇宙割“韭菜”|一周电商大事,亿邦动力
341,2021-11-20,北向资金本周加仓111亿，抄底交运物流、汽车零部件等超跌板块，扫货这些龙头股（名单）,21世纪经济报道
342,2021-11-20,顺丰控股：10月营收同比大增73.19% 系合并嘉里物流所致,中证网
343,2021-11-20,这届双十一崭露头角，无人配送终于起风了？,36氪
344,2021-11-20,资本邦IPO周报：9过7！正和科技被否，百合股份暂缓审议 IPO融资异常,资本邦
345,2021-11-20,快递行业2021年10月数据点评：行业价格战放缓明确 通达系10月单价环比整体提升 圆通单价同比连续3个月提升,新浪
346,2021-11-20,申万宏源交运一周天地汇：“沿海捎带”限制放开利好枢纽港 中通2022年业绩指引超预期,新浪
347,2021-11-20,上市公司正负面新闻2021年11月20日星期六,Wind
348,2021-11-20,顺丰控股股份有限公司2021年 10月快递物流业务经营简报,证券日报
349,2021-11-19,顺丰控股：10月营业收入增长73.19%，嘉里物流并表贡献业绩增量,投资家
350,2021-11-19,晚间要闻2021年11月19日星期五,Wind
351,2021-11-19,快递公司10月经营数据出炉：仍处低价泥沼中，市场持乐观态度,第一财经
352,2021-11-19,顺丰控股10月营收突破200亿元 业内预期行业格局进一步优化,e公司
353,2021-11-19,顺丰10月营收首破200亿大关 嘉里物流入列,证券时报
354,2021-11-19,公告精选：顺丰控股10月速运物流业务营收同比增13%；川发龙蟒拟投建新能源项目,e公司
355,2021-11-19,曾“排斥”上市的王卫将坐拥四家上市公司，17位“小伙伴”突击入股顺丰同城,36氪
356,2021-11-19,晚间重要公告2021年11月19日星期五,Wind
357,2021-11-19,顺丰控股(002352.SZ)：10月合计收入同比增长73.19% 合并嘉里物流的相关业务收入所致,格隆汇
358,2021-11-19,安能物流港股上市，营收不足百亿，撑得起“港股快运第一股”？ 盈利能力下降,搜狐
359,2021-11-19,顺丰控股10月份速运物流业务营收同比增长13.22%,上证报
360,2021-11-19,2021年Q3六大快递企业财报盘点,199IT
361,2021-11-19,顺丰控股(002352.SZ)10月快递物流业务营收220.07亿元 同比增长73.19%,智通财经
362,2021-11-19,顺丰控股：10月速运物流业务营业收入同比增长13.22%,e公司
363,2021-11-19,顺丰控股：2021年10月营业收入220.07亿元，同比增长73.19%,金十数据
364,2021-11-19,顺丰控股：10月速运物流业务营业收入同比增长13.22%,Wind
365,2021-11-19,运输“十四五”规划印发，谁是行业“最强王者”？,Wind
366,2021-11-19,2021年中国冷链物流行业竞争格局及市场份额分析 市场集中度进一步提高,前瞻研究院
367,2021-11-19,货物损坏不赔偿还擅自签收，顺丰的傲慢从何而来,驱动中国
368,2021-11-19,北向资金今日大幅净买入近83亿，再度爆买宁德时代超14亿,Wind
369,2021-11-19,快递股沸腾了！两大龙头强势封板，发生了什么？,证券之星
370,2021-11-19,美银证券： 予嘉里物流(0636.HK) “买入”评级 目标价24港元,格隆汇
371,2021-11-19,物流板块全线走高，旺季来临叠加行业格局改善，机构：有望实现量价齐升,财联社
372,2021-11-19,沪指、深成指双双涨超1% 大金融板块走强,网易
373,2021-11-19,“十四五”综合运输服务规划出炉 双11业务量新高物流股集体大涨,财华社
374,2021-11-19,业绩分化明显 快递业进入竞争新赛道 盈利能力下降,中国商报
375,2021-11-19,10月快递数据点评：量、价表现符合预期，关注近期价格趋势【安信交运】,微信
376,2021-11-19,双11快递数据出炉，多支快递股涨停,第一财经
377,2021-11-19,申通、韵达涨停，快递股集体飙升 机构：短期基本面改善，长期回归良性竞争,第一财经
378,2021-11-19,解盘：资金持续流入，燃料电池、物流、智能音箱领涨,Wind
379,2021-11-19,A股午盘综述：氢能、智能物流花开两朵，元宇宙反复活跃,Wind
380,2021-11-19,物流ETF(SH516910) 涨超3%，居两市ETF涨幅榜首,Wind
381,2021-11-19,11月底打新指南：满屏大肉来了！,新浪
382,2021-11-19,快递股携手攀升，韵达股份涨停,Wind
383,2021-11-19,百世68亿卖身极兔，快递行业迎新一轮洗牌？,Ofweek
384,2021-11-19,“百度快递”来袭！影响最大的是谁？,亿邦动力
385,2021-11-19,北向资金动向盘点：反手减持食品饮料、医药,Wind
386,2021-11-19,北向资金抛售医药白酒，买入元宇宙、锂电概念（附股）,21世纪经济报道
387,2021-11-19,渤海湾运力短缺追踪：相关企业经营举步维艰,Wind
388,2021-11-19,综合运输服务“十四五”规划印发 16只概念股机构最关注,证券时报网
389,2021-11-18,公募竞逐定增市场，本月已有超180只产品获配，底价绩优股最受青睐,每日经济新闻
390,2021-11-18,黄金时代已至？万亿快运市场“沙场秋点兵”,21世纪经济报道
391,2021-11-18,顺丰控股：境外全资子公司完成发行境外美元债券,Wind
392,2021-11-18,六大快递企业三季度营收891亿元，价格战较二季度有所缓和,澎湃新闻
393,2021-11-18,以后没有包邮了？大佬扎堆定增顺丰控股，价格战有望暂缓,证券之星
394,2021-11-18,机构扎堆定增“黄金坑”，60家公司收益已翻倍！,Wind
395,2021-11-18,北向资金今日净卖出44.53亿元，传统核心资产集体遭抛售,Wind
396,2021-11-18,以优质服务让用户满意，投诉顺丰将享受良好体验,钢企网
397,2021-11-18,昔日“物流界ofo”云鸟破产，百世68亿卖身，物流行业要变天了？ 减资破产,搜狐
398,2021-11-18,保障高效运输 江淮轻卡服务站错时保养,卡车之家
399,2021-11-18,顺丰控股(002352)：盈利核心仍可优化 国际业务值得关注,新浪
400,2021-11-18,中泰证券：予顺丰控股(002352.SZ)“买入”评级 盈利核心仍可优化 国际业务值得关注,智通财经
401,2021-11-18,中通称“偏激的价格竞争扰乱市场秩序”，预计快递价格明年趋于平稳,第一财经
402,2021-11-18,快递，无人送达,36氪
403,2021-11-18,顺丰的第四驾马车,电商报
404,2021-11-18,口袋里多了200亿元，顺丰控股准备怎么花？,中国经济网
405,2021-11-18,顺丰控股定增收官！中远海运认购10亿元,国际船舶
406,2021-11-18,光伏行业迎来重磅利好,中国能源网china5e
407,2021-11-18,顺丰同城通过聆讯即将在港上市 前五月营收超30亿超三成来自顺丰控股,新浪
408,2021-11-18,“数据会说话”之2021年10月数据解读：10月社零数据符合预期 看好中国消费韧性,新浪
409,2021-11-18,接1单亏1元，顺丰同城熬到上市解药？ 亏损,联商网
410,2021-11-18,国内外资本“抢购”，顺丰控股200亿定增落地,Wind
411,2021-11-18,顺丰控股200亿定增落地，重阳等明星机构重金抢筹,Wind
412,2021-11-18,国内外资本“抢购” 顺丰控股200亿定增落地,经济参考报
413,2021-11-18,沪深上市公司年内定增募资已超7800亿元 申万宏源等众机构积极入场挖掘定增“金矿”|认购,新浪
414,2021-11-17,深度捆绑顺丰的科捷智能闯关科创板临考： 低净利率与低研发的“悖论”待解,华尔街见闻
415,2021-11-17,顺丰控股约200亿元定增收官,中证网
416,2021-11-17,SPA运输模式便利云南鲜活产品出口,云南网
417,2021-11-17,顺丰控股200亿定增落地 重阳等明星机构重金抢筹,21世纪经济报道
418,2021-11-17,顺丰控股200亿定增收官 重量级机构超额认购,金融界
419,2021-11-17,科捷智能冲刺科创板：严重依赖顺丰，2020年净赚6000万元,证券之星
420,2021-11-17,IPO，货拉拉准备好了吗?,中访网
421,2021-11-17,顺丰控股(002352.SZ)境外子公司完成发行12亿美元高级无抵押固息债券,智通财经
422,2021-11-17,资本动态 | 顺丰控股200亿定增落地！重阳投资突击进场“扫货”33.6亿，定增报价最高至66.33元／股,财经网
423,2021-11-17,顺丰控股：内外双修 坚定综合物流发展战略 200亿定增收官,搜狐
424,2021-11-17,【要闻回顾】小马智行回应“造车计划停滞” 顺丰控股200亿元定增落地,融资中国
425,2021-11-17,2021年中国物流无人机行业市场现状及发展前景分析 2023年市场规模将突破200亿美元,前瞻研究院
426,2021-11-17,顺丰无人车来了！首次进入广州校园用于日常快递配送，长这样,奥一网
427,2021-11-17,顺丰今日头条盘点|2021-11-17,亿邦动力
428,2021-11-17,顺丰控股200亿定增成功发行，华泰联合证券持续提供全周期服务,中国网
429,2021-11-17,顺丰控股200亿元定增落地，前三季度盈利17.98亿元,Bianews
430,2021-11-17,送1单亏1块，顺丰同城“流血”上市 亏损,36氪
431,2021-11-17,顺丰定增200亿 40亿用于鄂州机场建设,民航资源网
432,2021-11-17,顺丰控股完成定增200亿：景林及UBS等多家基金参与认购,新浪
433,2021-11-17,A股异动 | 顺丰控股(002352.SZ)涨逾4% 成功在境外完成发行12亿美元债券,格隆汇
434,2021-11-17,200亿定增获知名机构抢筹，股价腰斩的顺丰控股能否回暖？,资本邦
435,2021-11-17,200亿元！顺丰控股定增收官，重阳、瑞银等顶流机构疯抢,上证报
436,2021-11-17,私募大佬、外资巨头抢购！200亿定增落地，22万股民嗨了？,中国基金报
437,2021-11-17,私募大佬、外资巨头抢购！200亿定增落地，22万股民嗨了,Wind
438,2021-11-17,顺丰控股200亿定增成功发行，华泰联合证券助力自主可控供应链建设,华泰联合证券
439,2021-11-16,顺丰控股定增200亿元：60亿投入速运设备自动化升级项目,澎湃新闻
440,2021-11-16,顺丰控股200亿定增结果出炉 重阳投资、瑞银获配超30亿,中新经纬
441,2021-11-16,顺丰控股200亿定增结果出炉，重阳投资合计获配33.6亿元,第一财经
442,2021-11-16,每经23点 | 中概在线教育板块盘初集体拉升；兴业证券张忆东：五大赛道将是明年结构性行情的主要投资主线；顺丰控股披露定增结果,每日经济新闻
443,2021-11-16,顺丰控股披露定增结果：重阳投资合计获配33.6亿元,上证报
444,2021-11-16,顺丰控股(002352.SZ)3.5亿股新增股份于11月19日在深交所上市,智通财经
445,2021-11-16,顺丰控股(002352.SZ)200亿定增结果出炉：重阳投资、UBS AG分别获配33.6亿元、30.3亿元,格隆汇
446,2021-11-16,顺丰控股披露定增情况：UBS AG获配30.3亿元,Wind
447,2021-11-16,顺丰控股(002352.SZ)控股股东明德控股持股比例被动稀释至55.07%,智通财经
