,2021-12-31,中微公司(688012.SH)获得政府补助7337.32万元,智通财经
299,2021-09-06,A股资金流向（9月6日）：消费、金融齐发力，创业板龙头获抢筹,Wind
300,2021-09-06,半导体周跟踪：产业趋势向上明确 短期波动不改高景气,新浪
301,2021-09-06,100股获20家以上机构调研 中微公司最受关注,证券时报网
302,2021-09-06,机械行业2021年半年报综述：高端制造迎来黄金投资期,新浪
303,2021-09-06,太火爆，700多家机构调研医疗龙头,Wind
304,2021-09-06,陆家嘴财经早餐2021年9月6日星期一,Wind
305,2021-09-06,半导体行业上演减持潮，逾380家机构调研兆易创新,Wind
306,2021-09-05,半导体行业上演减持潮，机构紧急调研这些公司,Wind
307,2021-09-03,A股资金流向（9月3日）：多空厮杀激烈，锂电上游龙头“跌落神坛”,Wind
308,2021-09-03,芯片股午后强劲反弹，中微公司涨超5%,Wind
309,2021-09-02,调研记录|中微公司（688012.SH）：目前在手订单饱满，上半年新签订单金额达18.89亿元 目前部分Mini-LED MOCVD设备规模订单进入最后签署阶段,智通财经
310,2021-09-02,A股收盘综述：沪指5连涨、创业板指6连阴，风电、煤炭、光伏、大基建央企飙升,Wind
311,2021-09-02,中微公司：鹏山资产、海通证券等513家机构于8月1日调研我司,证券之星
312,2021-09-02,电子行业北上资金月报,新浪
313,2021-09-02,大基金批量减持半导体，1600亿巨头一度跌停，这次影响多大？,Wind
314,2021-09-02,科创板解禁潮汹涌，询价转让渐成减持新趋势,Wind
315,2021-09-01,科创板解禁潮汹涌，询价转让渐成减持新趋势,Wind
316,2021-09-01,1600亿半导体巨头遭大基金减持，浮盈超148%！,Wind
317,2021-08-31,上交所：科创板公司机构持股比例上升明显，国际投资者持仓规模持续增长,Wind
318,2021-08-31,A股资金流向（8月31日）：券商股大涨中信证券获抢筹，新能源龙头股集体遭抛售,Wind
319,2021-08-31,赛道板块加速分化，机构称9月市场处于防御期,Wind
320,2021-08-30,中微公司跌8.1% 安信证券今日刚喊买入,中国经济网
321,2021-08-30,半导体周跟踪：中报亮眼反映行业高景气 全年高增确定性强,新浪
322,2021-08-30,A股资金流向（8月30日）：新能源持续吸金，“盐皇”遭大幅抛售,Wind
323,2021-08-30,北方华创午后闪崩并封住跌停，中微公司跌超8%,Wind
324,2021-08-30,电子行业行业周报：闻泰科技趋势渐起 澜起科技引领DDR5代际替换,光大证券
325,2021-08-30,电子行业周报：公司中报点评：供需持续紧张 扩产红利仍在,新浪
326,2021-08-30,中微公司(688012)：装备技术多维突破 新签订单高增长,新浪
327,2021-08-30,港股盘前必读：人工智能独角兽商汤科技向港交所递交上市申请,Wind
328,2021-08-30,过半业绩翻倍+研发突破喜人，A股半导体板块“成长价值”显现,Wind
329,2021-08-29,最高同比增长近35倍！这个板块“成长价值”已现,Wind
330,2021-08-28,国海证券维持中微公司增持评级，中报点评：刻蚀设备带动营收增长，新签订单同比增长超,每日经济新闻
331,2021-08-27,晚间要闻2021年8月27日星期五,Wind
332,2021-08-27,四川双马(000935)公司点评：投资项目上会在即 看好,新浪
333,2021-08-27,科创50指数进行三季度调样，样本市值占比提升3个百分点,Wind
334,2021-08-27,东吴证券维持中微公司增持评级，2021年中报点评：盈利能力明显改善，订单饱满即将释放业绩弹性,每日经济新闻
335,2021-08-26,中微公司(688012)2021年半年报点评：半导体 刻蚀龙头 迎来高增长,新浪
336,2021-08-26,【招商电子】中微公司深度报告：ICP开启刻蚀第二成长曲线，内生外延打造泛半导体平台,招商电子
337,2021-08-26,A股资金流向（8月26日）：资金集体出逃大金融、大消费板块,Wind
338,2021-08-26,中微公司(688012)：刻蚀机步入快车道 MINI+MOCVD蓄势待发,新浪
339,2021-08-26,电子行业周报：半导体景气度超预期 MOSFET、MCU缺货加剧,新浪
340,2021-08-26,【中信建投电子|刘双锋&雷鸣团队】中微公司(688012)：刻蚀设备持续突破，Mini LED MOCVD设备迎增长,中信建投电子研究
341,2021-08-26,重磅信号！万亿巨头突然全面涨价，4万亿赛道又要飞？,Wind
342,2021-08-26,摩根士丹利：将中微公司评级由低配上调至平配,格隆汇
343,2021-08-25,中银证券维持中微公司买入评级：刻蚀设备收入增长84%，公司新签订单增速均超70%,每日经济新闻
344,2021-08-25,中微公司：已开发出小于5纳米刻蚀设备用于若干关键步骤的加工,e公司
345,2021-08-25,A股资金流向（8月25日）：光伏龙头获青睐，三一重工遭大幅抛售,Wind
346,2021-08-25,中微公司上半年净利同比增233.17% 现金流却骤降112.27% 盈利能力下降,中国经济网
347,2021-08-25,中微公司上半年净利增速远超营收增速 经营现金流为负,中国经济网
348,2021-08-25,国联证券维持中微公司增持评级：刻蚀设备收入大幅增长，先进技术铸就核心竞争力,每日经济新闻
349,2021-08-25,国金证券：维持中微公司(688012.SH)“买入”评级 目标价213元,智通财经
350,2021-08-25,国盛证券：维持中微公司(688012.SH)“买入”评级 新签订单大幅增长 核心产品持续迭代,智通财经
351,2021-08-25,国金证券给予中微公司买入评级，核心，非核心获利率改善优于预期,每日经济新闻
352,2021-08-25,安信证券：予中微公司(688012.SH)“买入-A”评级 目标价209元,智通财经
353,2021-08-25,外资周报第95期：TAPER预期发酵 交易盘大幅外流,新浪
354,2021-08-25,电子行业半导体设备系列报告之一：全行业框架梳理,新浪
355,2021-08-25,半年报解读|中微公司：单季度营收创新高 Mini-LED有望带动MOCVD需求回暖,极客网
356,2021-08-25,业绩猛增，订单饱满！A股半导体设备龙头半年报超预期,Wind
357,2021-08-25,中微公司上半年净利增233% 新签订单18.89亿元,全景网
358,2021-08-24,半导体设备商拓荆科技闯关科创板：大基金“加持”成立10年未盈利,每日经济新闻
359,2021-08-24,华西证券维持中微公司买入评级：Q2业绩增长强劲，刻蚀设备收入大幅提升,每日经济新闻
360,2021-08-24,【华西电子孙远峰团队-持续推荐中微公司】Q2业绩增长强劲，刻蚀设备收入大幅提升,远峰电子
361,2021-08-24,晚间重要公告2021年8月24日星期二,Wind
362,2021-08-24,晚间公告｜8月24日这些公告有看头,第一财经
363,2021-08-24,中微公司2021年上半年实现净利润3.97亿元，同比大幅增长233.10%,经济观察网
364,2021-08-24,中微公司(688012.SH)：上半年净利增233.17%至3.97亿元,格隆汇
365,2021-08-24,中微公司：上半年净利润3.97亿元 同比增233.17%,e公司
366,2021-08-24,中微公司：上半年净利润同比增长233.17%,Wind
367,2021-08-23,深度*行业*机械设备行业周报：全球首批管式PECVD异质结电池下线 HJT产业化进程持续加速,新浪
368,2021-08-23,A股资金流向（8月23日）：赛道股强劲反弹，资金再度高位介入,Wind
369,2021-08-23,2021Q2海外半导体核心企业业绩解读,吉森电子研究
370,2021-08-23,电子行业周报：从半导体行业景气度看设备、材料的确定性,新浪
371,2021-08-23,港股盘前必读：港交所将于10月18日推出MSCI中国A50互联互通指数期货,Wind
372,2021-08-22,下周操盘攻略：调整是长期布局主线机会,Wind
373,2021-08-22,啥情况？千亿大牛股被富时罗素踢出群，原因竟是这个！,Wind
374,2021-08-21,非经常性损益波动大 可立克信披“吞吞吐吐”,上证报
375,2021-08-20,下周沪深两市1037亿市值限售股解禁,Wind
376,2021-08-20,A股资金流向（8月20日）：消费白马持续遭抛售，“新神”锂矿再获追捧,Wind
377,2021-08-20,中信证券：首予中微公司(688012.SH)“买入”评级 目标价221元,智通财经
378,2021-08-20,中微公司（688012）：半导体设备平台型龙头，技术全球领先,中信证券研究
379,2021-08-19,A股资金流向（8月19日）：核心赛道股再获追捧，大金融遭抛售,Wind
380,2021-08-19,可立克：公司间接持有中微公司（688012）的股份，目前投资机构已减持约70% 减持股份,每日经济新闻
381,2021-08-19,科创板半年报陆续出炉：半导体、新能源火热，北向资金大举加仓,Wind
382,2021-08-18,这家闯关科创板的半导体设备商有大基金“加持” 如此解释10年未盈利原因,每日经济新闻
383,2021-08-18,中微公司(688012.SH)115.2908万股归属股票将于8月24日上市流通,智通财经
384,2021-08-18,电子行业：坚定看好半导体国产替代 关注消费电子结构性机会,新浪
385,2021-08-17,深度*行业*半导体行业周报：全球半导体设备交付期延长至14个月,新浪
386,2021-08-17,A股资金流向（8月17日）：超900亿资金离场，权重股多数遭抛售,Wind
387,2021-08-17,上证科创板新一代信息技术指数正式发布，后市影响几何？,资本邦
388,2021-08-17,A股分化加剧，4大类外资在持续行动，长远布局正当时,Wind
389,2021-08-16,电子元件：国产替代：半导体行业发展不变的主旋律,新浪
390,2021-08-16,陈光明旗下新品狂卖至少110亿，最新投资动向大曝光,Wind
391,2021-08-16,减持公告砸盘，9股出逃超10亿，42家大额解禁即将来袭,Wind
392,2021-08-16,通信电子行业周报：高精度位导龙头华测导航迈入自动驾驶时代,光大证券
393,2021-08-16,民生证券研究周观点,新浪
394,2021-08-16,电子行业周报：Q3进入电子旺季 行业高景气持续,新浪
395,2021-08-13,A股资金流向（8月13日）：科技龙头遭集中抛售,Wind
396,2021-08-12,A股资金流向（8月12日）：“茅族”、“宁族”双双遭抛售,Wind
397,2021-08-12,国内半导体设备招投标月度数据跟踪第2期(2021年8月)：北方华创设备累计中标数连续增加,光大证券
398,2021-08-12,11只A股新纳入MSCI中国指数，双创基金占据5席,Wind
399,2021-08-12,刚刚，MSCI公布最新调整！11只A股进入旗舰指数系列,Wind
400,2021-08-12,万亿巨头火拼，芯片“大战”升级！A股产业链机会来了？,Wind
401,2021-08-12,A股投资高手，业绩增长92倍！还有5家将上市,Wind
402,2021-08-11,深度*行业*半导体新股系列8–格科微：全球CIS龙头 拟自建2万片/月12英寸BSI晶圆后道工序,新浪
403,2021-08-11,中微公司：公司业务不涉及光刻机,每日经济新闻
404,2021-08-11,A股资金流向（8月11日）：锂电上游龙头强者恒强,Wind
405,2021-08-11,半导体设备分支午前走强，华峰测控涨近7%,Wind
406,2021-08-10,上海区域股市周报：新增1家上市公司 复旦微电跌出板块市值10强,每日经济新闻
407,2021-08-09,通信电子行业周报：看好通信板块中期行情 半导体波动中掘金,光大证券
408,2021-08-09,电子信息行业月报：受益政策推动 网络安全行业将持续高景气发展,新浪
409,2021-08-09,深度*行业*半导体新股系列7–概伦电子：具备国际竞争力的本土EDA企业,新浪
410,2021-08-09,A股资金流向（8月9日）：市场复刻上周一行情，资金青睐大金融板块,Wind
411,2021-08-09,电子行业周报：产业趋势向上明确 短期波动不改高景气,新浪
412,2021-08-08,电子周报：中芯国际中报超预期 继续看好硬科技细分赛道龙头,新浪
413,2021-08-06,电子行业事件点评：中芯国际Q2业绩超预期 彰显行业高景气,新浪
414,2021-08-06,IC概念股本周涨跌幅排行：东软载波涨超60%居首，中微公司垫底,搜狐
415,2021-08-06,瑞松科技：公司与中微公司尚未发生销售和采购业务,每日经济新闻
416,2021-08-06,A股资金流向（8月6日）：持续利好加持，资金对锂电产业链出现分歧,Wind
417,2021-08-05,上海区域股市周报：新增4家上市公司 89家机构调研中微公司,每日经济新闻
418,2021-08-05,A股资金流向（8月5日）：资金快进快出，日内抢筹军工龙头,Wind
419,2021-08-05,套现近2亿！200亿芯片股被“国家队”大手笔减持,Wind
420,2021-08-05,8只科创板股获北向资金加仓,证券时报网
421,2021-08-04,陈光明开始收集子弹了！刚刚调研这些公司,Wind
422,2021-08-04,A股资金流向（8月4日）：赛道股王者归来，大资金高位加仓,Wind
423,2021-08-04,可立克：公司间接持有中微公司股份比例不到1%,Wind
