,2021-12-31,完美世界：公司已在目前的游戏研发中融入元宇宙相关元素,每日经济新闻
298,2021-10-26,完美世界：三季度业绩环比大幅回暖 盈利5.42亿元,中证网
299,2021-10-26,完美世界：三季度净利润同比下降5成 《诛仙》、《幻塔》有望发力 北上资金继续增仓 盈利能力下降,财联社
300,2021-10-26,完美世界：第三季度净利5.42亿元 同比增长1%,财联社
301,2021-10-26,完美世界Q3营收25.32亿元 游戏业务盈利约5.5亿,21世纪经济报道
302,2021-10-26,业绩回暖 完美世界第三季度盈利超5.4亿元,上证报
303,2021-10-26,第三季度营收25.33亿，完美世界业绩回暖,北京日报
304,2021-10-26,完美世界第三季度盈利5.42亿元 环比大幅回暖,TechWeb
305,2021-10-26,图解完美世界三季报：第三季度单季净利润同比增1.18%,证券之星
306,2021-10-26,完美世界第三季度营收25.33亿 符合市场预期,新浪
307,2021-10-26,完美世界21Q3盈利5.42亿元 环比大幅回暖,搜狐
308,2021-10-26,完美世界：三季度净利润5.42亿元，同比增长1.18%,36氪
309,2021-10-26,完美世界：2021年第三季度实现净利润约5.42亿元,每日经济新闻
310,2021-10-26,完美世界：前三季度净利润同比减少55.72% 盈利能力下降,Wind
311,2021-10-25,心动公司：上市即巅峰 盈利难题凸显,证券市场周刊
312,2021-10-25,南京证券给予完美世界推荐评级：《梦幻新诛仙》逐步贡献业绩，《幻塔》年内公测,每日经济新闻
313,2021-10-23,完美世界ERA自研引擎亮相HDC2021 深化技术优势创造无限可能,中国网
314,2021-10-23,完美世界入选第四批“国家文化和科技融合示范基地”,中国网
315,2021-10-22,李佳琦、薇娅打响“双十一”头炮，网红经济行情启动！一周主力资金加仓这些股（附股）,证券时报网
316,2021-10-22,完美世界萧泓：以电竞正向价值引领产业高质量发展,中国网
317,2021-10-22,传媒互联网行业周报：板块走势出现分化 看好传媒高安全垫龙头,新浪
318,2021-10-22,银河证券每日晨报,新浪
319,2021-10-21,2018VS2021：两次游戏版号停发回顾与对比,新浪
320,2021-10-20,传媒行业周报：头部新游有望吸引增量 看好行业长线发展,新浪
321,2021-10-20,完美世界教育参加世界VR产业大会，分享数字化人才培养成果,中国网
322,2021-10-20,完美世界教育-北京财贸职业学院校企协同培养数字创意复合型人才,中国经济网
323,2021-10-20,游戏行业2021年数据跟踪第九期：Q3手游收入同比增长9.09% 海外市场增长亮眼,新浪
324,2021-10-20,每日报告回放,新浪
325,2021-10-20,传媒互联网行业周报：市场情绪企稳 看好游戏板块估值回归,新浪
326,2021-10-19,传媒行业游戏三季度数据点评及业绩前瞻：市场规模增长稳 出海成为新动力,新浪
327,2021-10-19,首席周观点：能源风险上升,新浪
328,2021-10-19,传媒行业周报：高规格政策发布推动职教板块估值修复 国考招录人数同增超20%,国海证券
329,2021-10-19,首创证券维持完美世界买入评级，公司简评报告：次时代新游筑造品牌口碑，看好明年业绩逐步释放,每日经济新闻
330,2021-10-19,【行情】虚拟现实概念股异动，佳创视讯、中青宝、丝路视觉、完美世界、宝通科技等集体冲高，消息上，工信部将编制《虚拟现实与行业应用融合发展行动计划》,金十数据
331,2021-10-19,传媒行业Q3业绩前瞻：分化中寻找高景气公司,新浪
332,2021-10-19,旧桎梏未撬开，新限制又出现 完美世界赚钱越来越难了,网易
333,2021-10-18,互联网传媒行业周报：高等职教迎政策利好 游戏出海持续较快增长,新浪
334,2021-10-18,国海证券首予完美世界买入评级，业绩预告点评：21Q3步入业绩释放期，《幻塔》等重磅产品预计年内上线,每日经济新闻
335,2021-10-18,传媒互联网行业：职业教育新政出台 9月出海收入创历史新高,新浪
336,2021-10-18,天风Morning Call·晨会集萃·20211018,天风研究
337,2021-10-17,传媒行业：进口片供应改善预期驱动影视院线修复；《原神》位列9月出海手游收入第一,广发证券
338,2021-10-17,传媒行业周报：龙头前三季度增长较快 我国影院银幕数突破8万块,新浪
339,2021-10-17,德邦证券维持完美世界买入评级，三季报业绩预告点评：《梦诛》利润释放符合预期，关注《幻塔》等新品上线,每日经济新闻
340,2021-10-17,传媒行业周观察：职业教育再迎政策利好 搜狗并入腾讯,新浪
341,2021-10-16,完美世界(002624)公司点评：《梦幻新诛仙》带动Q3修复 关注新游上线表现,新浪
342,2021-10-15,开源证券：给予完美世界买入评级,证券之星
343,2021-10-15,开源证券维持完美世界买入评级，公司信息更新报告：《梦诛》或致Q3业绩环比大幅改善，新游值得期待,每日经济新闻
344,2021-10-15,完美世界(002624)：《梦幻新诛仙》利润体现 Q4看好新游贡献,新浪
345,2021-10-15,华安证券给予完美世界增持评级：《梦诛》进入业绩回收期，关注《幻塔》上线进程,每日经济新闻
346,2021-10-15,完美世界发布三季度预报：新品表现强势净利环比大增366.2%,凤凰网
347,2021-10-15,华安证券：给予完美世界增持评级,证券之星
348,2021-10-15,完美世界新游业绩如期兑现 深耕研发业务或迎质变,中国网
349,2021-10-15,完美世界新游业绩如期兑现，深耕研发业务或迎质变,中国网
350,2021-10-15,完美世界2021第三季度业绩大幅回暖 盈利超5亿,新浪
351,2021-10-14,完美世界第三季度业绩回暖 半年股价跌去20%,第一财经
352,2021-10-14,完美世界：前三季度预计净利润同比下降55.29%~56.4% 盈利能力下降,Wind
353,2021-10-14,完美世界：预计前三季度归属股东净利同比降56.4%-55.29% 盈利能力下降,乐居财经
354,2021-10-14,完美世界游戏业务2021年Q3预盈利5.4亿元至5.6亿元,中国金融新闻网
355,2021-10-14,完美世界三季报业绩预告：游戏业务Q3预盈利5.4--5.6亿,凤凰网
356,2021-10-14,完美世界：第三季度业绩盈利超5亿,第一财经
357,2021-10-14,完美世界：预计前三季度归母净利润同比下降56.40%–55.29% 盈利能力下降,36氪
358,2021-10-14,完美世界：预计2021年前三季度净利润同比下降56.4%-55.29% 盈利能力下降,新浪
359,2021-10-14,完美世界：第三季度盈利5.3亿元至5.5亿元 集中推广投入已逐步回收,e公司
360,2021-10-14,完美世界：《轮回诀》是公司旗下游戏产品，授权第三方发行及运营,每日经济新闻
361,2021-10-13,传媒互联网行业周报：精品剧《鱿鱼游戏》爆火引领奈飞创股价新高,新浪
362,2021-10-13,传媒互联网行业周报：悲观情绪筑底 战略反攻开启(2021年40和41周),新浪
363,2021-10-13,【中原传媒】传媒行业周报：国庆档47亿票房居历史第二，关注板块Q3业绩变化,中原证券研究所
364,2021-10-12,银河证券每日晨报,新浪
365,2021-10-12,传媒行业周报：腾讯两款MOBA列畅销榜前2 新版《市场准入负面清单》征求意见稿发布,国海证券
366,2021-10-12,【山证传媒】行业月度报告：国庆头部影片强势、视频超点取消，关注三季报披露,山西证券研究所
367,2021-10-11,9月行业动态报告：域名将实现互联互通 《网络游戏行业防沉迷自律公约》正式发布,新浪
368,2021-10-11,网游概念拉升走高 昆仑万维、三七互娱等大涨,证券时报网
369,2021-10-11,游戏板块拉升，创业板股新元科技涨停，三七互娱、昆仑万维、完美世界、拓维信息,新浪
370,2021-10-11,游戏股午后异动，昆仑万维大涨8%,Wind
371,2021-10-11,9月手游出海收入及占比，均创历史新高,Wind
372,2021-10-10,完美世界公告：从未也无权向直播平台提出《DOTA2》Ti 转播延迟要求,ZAKER
373,2021-10-10,最神秘华尔街大鳄出手，疯狂调研A股公司！,Wind
374,2021-10-09,9月金股组合亏损2.73% 10月荐股名单出炉 亏损,新浪
375,2021-10-08,《长津湖》成纪录“收割机”，传媒影视板块机会来了？,养基司令
376,2021-10-08,互联网传媒：TIKTOK全球月活突破10亿 快手组织架构调整至事业部制 《长津湖》打破多项记录,新浪
377,2021-10-08,完美世界(002624.SZ)累计回购195.79万股 耗资3005.17万元,智通财经
378,2021-10-08,传媒行业周观察：爱优腾取消会员超前点播 国庆档票房突破40亿,新浪
379,2021-10-07,传播文化业行业：国庆档票房成绩优秀 长津湖领跑或进票房榜前三,新浪
380,2021-10-01,开源金股，10月推荐,开源证券研究所
381,2021-09-30,传媒互联网10月投资策略：元宇宙催化游戏板块表现 关注国庆档表现,新浪
382,2021-09-30,完美世界股份有限公司2021年第三季度 报告,证券日报
383,2021-09-29,互联网传媒行业：“硬件+内容”迭代加速 VR 游戏走向精细化与多元化,广发证券
384,2021-09-29,传媒互联网行业周报：板块企稳 建议关注低估值游戏行业(2021年第37周),新浪
385,2021-09-29,我整理了一份「如何薅巨量引擎羊毛」的最新指南,ZAKER
386,2021-09-29,游戏出海成绩亮眼 厂商押宝休闲游戏,证券时报
387,2021-09-28,传媒行业周报：游戏行业防沉迷监管持续推进 新潮传媒融资4亿美元,新浪
388,2021-09-27,完美世界教育“工信完美班”开学第一课开讲,中国网
389,2021-09-27,传媒行业周报：《原神》三七分成上架应用宝 渠道变革凸显内容方价值,华安证券
390,2021-09-27,完美世界控股集团为库布其沙漠捐赠百亩沙漠植被,中国网
391,2021-09-26,传媒行业：T3出行将完成超50亿元融资；B站广告分成计划上线,广发证券
392,2021-09-26,传媒行业周报系列2021年第39周：网络内容供给管控常态化 文旅融合新标杆开业,新浪
393,2021-09-26,传播文化业行业：移动游戏8月景气度增长稳健 VR/AR增长迅速,新浪
394,2021-09-26,威科集团CCH Tagetik专家解决方案助力完美世界取代其传统CPM系统,美通社
395,2021-09-26,游戏巨头联手落地防沉迷自律公约，Steam平台影响几何「游戏周评榜」,华夏时报
396,2021-09-26,传媒周报：游戏市场增速回归常态 规范中继续前行,新浪
397,2021-09-26,传媒行业周观察：阿里创投拟清仓所持有的芒果超媒股份 抖音APP测试“短剧”入口,新浪
398,2021-09-24,完美世界鲁晓寅：以责任与创新引领游戏行业健康发展,中国网
399,2021-09-24,完美世界：《轮回诀》是公司旗下游戏产品，游戏相关收益为公司贡献业绩,每日经济新闻
400,2021-09-24,传媒行业周报：未成年人游戏防沉迷措施持续推进 芒果MCITY上海店开启预约,国海证券
401,2021-09-23,传媒互联网行业周报：元宇宙成关注焦点 看好传媒高安全垫龙头,新浪
402,2021-09-23,完美世界首次回购近200万股 成交总金额约3000万元,上证报
403,2021-09-23,国元早安直通车,新浪
404,2021-09-23,拓维信息、三七互娱、完美世界涨超4%，游戏ETF（516010）涨超2%,资本邦
405,2021-09-23,完美世界净利暴跌九成，端游大厂不复当年之勇 盈利能力下降,36氪
406,2021-09-22,游戏行业2021年数据跟踪第八期：8月手游收入同比增长8.17% 防沉迷新规落实平台上线,新浪
407,2021-09-22,完美世界(002624.SZ)耗资3005.17万元首次回购股份195.79万股,智通财经
408,2021-09-22,完美世界(002624.SZ)：9月22日首次回购195.79万股,格隆汇
409,2021-09-22,互联网传媒行业周报：8月手游市场同比环比双增 多家国产动画公司计划IPO,新浪
410,2021-09-22,传媒行业周报：8月中国游戏市场继续增长 国庆档有较多题材电影将上映,新浪
411,2021-09-21,传媒周报：微信解除外链屏蔽 游戏防沉迷举报平台上线,新浪
412,2021-09-18,传媒互联网行业周报：手游出海持续增长 疫情下影院受限,新浪
413,2021-09-17,2021年第八届全球互联网经济大会举办，《2020-2021年度互联网经济大奖》颁布,亿欧网
414,2021-09-16,完美世界伊迪：科技+文化是数字内容产业未来的主要逻辑,中国网
415,2021-09-16,传媒行业周报：元宇宙热点催化 行业有望规范化前进,新浪
416,2021-09-16,传媒行业简评报告：元宇宙概念火爆 行业聚焦稳健运营,新浪
417,2021-09-15,传媒行业高频数据可视化周报第29期,新浪
418,2021-09-14,完美世界：宇宙护卫队及相关动画业务隶属于公司关联企业,Wind
419,2021-09-14,传媒互联网行业周报：元宇宙主题火爆 内容方价值有望重估(2021年第35周),新浪
420,2021-09-14,传媒行业研究：全球应用渠道反垄断进程加速 内容生产方价值进一步凸显,华安证券
421,2021-09-14,传媒互联网数据月报：8月手游同环比双增;监管加强,新浪
