,2021-12-30,玲珑轮胎今日大宗交易成交64.40万股，成交价36.18元溢价0.0%,Wind
1238,2020-01-09,玲珑轮胎大涨5.04% 领涨橡胶行业,中新经纬
1239,2020-01-07,玲珑大飞机轮胎项目获新进展,轮胎世界网
1240,2020-01-06,2019年海内外投资轮胎项目盘点,轮胎世界网
1241,2020-01-03,玲珑轮胎增资塞尔维亚项目,轮胎世界网
1242,2020-01-02,玲珑轮胎(601966.SH)向291名激励对象授予1280.7万股限制性股票,格隆汇
1243,2019-12-31,玲珑轮胎：湖北玲珑首条乘用车轮胎顺利下线,e公司
1244,2019-12-30,玲珑轮胎与上汽通用五菱签署战略合作协议,Wind
1245,2019-12-30,玲珑轮胎与上汽通用五菱签署战略合作协议,e公司
1246,2019-12-30,玲珑轮胎董事长王锋当选新职务,轮胎世界网
1247,2019-12-27,玲珑轮胎(601966.SH)拟授出限制性股票1280.7万股,格隆汇
1248,2019-12-27,汽车：汽车汽配业日报 荐8股,国信证券
1249,2019-12-26,“玲珑轮胎杯”中欧国象精英赛再燃战火,金融界
1250,2019-12-25,玲珑轮胎大幅拉升2.75% 股价创近2个月新高,金融界
1251,2019-12-24,玲珑轮胎投资54亿湖北工厂投产 销量逆势增长单季净利4.9亿创新高,长江商报
1252,2019-12-23,玲珑轮胎与腾讯云达成战略合作 助力轮胎行业数字化升级,e公司
1253,2019-12-19,玲珑轮胎：发力配套市场 迈向品牌竞争,南方财经网
1254,2019-12-17,快讯|玲珑轮胎推出股权激励计划拟授予1280.7万股股票,搜狐
1255,2019-12-16,玲珑轮胎：变更董事会秘书 董监高成员变化,Wind
1256,2019-12-16,周一机构一致看好的七大金股（12.16）,中金在线
1257,2019-12-15,【东吴基础化工】玲珑轮胎：湖北新工厂投产，股权激励彰显信心,东吴石化化工
1258,2019-12-15,玲珑亮相中国工业设计展览会,轮胎世界网
1259,2019-12-13,湖北副省长调研玲珑轮胎新厂,轮胎世界网
1260,2019-12-13,金质量 | 玲珑轮胎王锋：持续有效地创新是高质量发展的基础,上证报
1261,2019-12-13,27股获券商买入评级 正邦科技目标涨幅达154.21%,Wind
1262,2019-12-12,玲珑轮胎湖北工厂投产 同期发布股权激励计划,21世纪经济报道
1263,2019-12-12,玲珑轮胎湖北新工厂正式投产,轮胎世界网
1264,2019-12-12,玲珑轮胎：发力配套市场， 迈向品牌竞争,--
1265,2019-12-12,【长城化工|公司深度】发力配套市场， 迈向品牌竞争 ——玲珑轮胎（601966） 公司深度报告,长城化工新视界
1266,2019-12-12,玲珑轮胎“5+3”战略向前再迈一步 第四家国内工厂顺利投产,证券日报
1267,2019-12-12,玲珑轮胎湖北工厂顺利投产 持续推进全球化产业布局,金融界
1268,2019-12-11,玲珑轮胎：股权激励彰显信心 看好公司长期发展,国泰君安
1269,2019-12-11,玲珑轮胎推出股权激励计划 进一步释放未来发展潜能,中证网
1270,2019-12-11,玲珑轮胎(601966):拟实施股票激励计划，上下一心再图壮大,中信建投证券研究
1271,2019-12-11,玲珑轮胎 | 股权激励目标明确 轮胎龙头成长可期【华西汽车 崔琰团队】,汽车琰究
1272,2019-12-10,玲珑轮胎(601966.SH)拟向295名激励对象授予1280.7万股限制性股票,格隆汇
1273,2019-12-10,玲珑轮胎：兼具周期与成长 轮胎龙头扬帆起航,民生证券
1274,2019-12-10,廖宗魁：政治局会议定调2020年政策,粤开崇利论市
1275,2019-12-09,玲珑轮胎：新产能将逐步投放，有望带动业绩的持续增长,证券时报网
1276,2019-12-06,这就是山东轮胎！,轮胎商业网
1277,2019-12-02,26股获券商买入评级 ，太阳纸业目标涨幅达60.58%,Wind
1278,2019-11-29,玲珑轮胎入选“十强”领军企业储备库,轮胎世界网
1279,2019-11-27,2019轮胎原配排行榜|Q1,轮胎商业网
1280,2019-11-25,玲珑轮胎：获中国重汽集团“金牌供应商”称号,e公司
1281,2019-11-22,湖北玲珑轮胎首条全钢产品成功下线,e公司
1282,2019-11-22,玲珑轮胎湖北工厂投产,中证网
1283,2019-11-22,玲珑轮胎湖北新厂首条全钢胎下线,轮胎世界网
1284,2019-11-21,玲珑轮胎上榜国家级工业设计中心,轮胎世界网
1285,2019-11-20,玲珑轮胎今日大宗交易成交9.35万股，成交价21.5元折价0.92%,Wind
1286,2019-11-20,【玲珑轮胎】大幅拉升2.42% 股价创近2个月新高,金融界
1287,2019-11-20,玲珑轮胎续约意甲豪门,中国橡胶网
1288,2019-11-19,玲珑轮胎现1笔大宗交易 共成交201.03万元,新浪
1289,2019-11-17,玲珑荣获两项大奖,轮胎世界网
1290,2019-11-12,方正证券丨周报聚焦1104-1108,方正证券研究
1291,2019-11-12,温德成出任玲珑轮胎独立董事,轮胎世界网
1292,2019-11-09,中国轮胎“占领”拉斯维加斯,轮胎世界网
1293,2019-11-08,玲珑轮胎大股东入选中国富豪榜,轮胎世界网
1294,2019-11-04,化工：轮胎出口优势延续 荐4股,长城证券
1295,2019-11-02,玲珑轮胎前三季度实现高质量增长,轮胎世界网
1296,2019-11-02,自主创新+品牌升级+终端赋能：玲珑轮胎逆势增长的“三套车”,证券日报
1297,2019-10-29,"玲珑轮胎:业绩维持高成长,看好长期发展",国信证券
1298,2019-10-28,玲珑轮胎：前三季赢利12.14亿元，增长37.38%,中国橡胶网
1299,2019-10-27,玲珑轮胎 | 配套拉动零售 业绩高速增长【华西汽车 崔琰团队】,汽车琰究
1300,2019-10-27,玲珑轮胎前三季度营收125亿元,轮胎世界网
1301,2019-10-25,四大核心动能推动业绩逆势大增 玲珑轮胎三季度单季净利再创历史新高,证券日报
1302,2019-10-25,玲珑轮胎前三季度净利同比增长37.38% 第三季度净利创历史新高,中证网
1303,2019-10-25,玲珑轮胎：业绩逆市上升 单季利润创历史新高,21世纪经济报道
1304,2019-10-25,玲珑轮胎：前三季度净利12.14亿元 同比增37%,e公司
1305,2019-10-25,玲珑轮胎：为子公司湖北玲珑提供不超过8亿元人民币担保 大额借贷担保,Wind
1306,2019-10-25,玲珑轮胎：前三季度净利润同比增37.38%,Wind
1307,2019-10-24,"基础化工行业投资周报:行业底部盘整,环氧氯丙烷涨幅明显",长城证券
1308,2019-10-23,"化工行业周报:双氧水价格上涨,周期品静待需求企稳,推荐成长及一体化龙头",申万宏源
1309,2019-10-21,月度掘金丨方正2019·11月金股,方正证券研究
1310,2019-10-18,方正证券：玲珑轮胎稳步推进“5+3”战略 国际化布局处行业领先地位,中证网
1311,2019-10-18,【方正化工】玲珑轮胎跟踪报告之三： 玲珑与赛轮的对比分析,方正证券研究
1312,2019-10-17,化工行业周报:10月MDI展望:供大于求状况无实质性改善,浙商证券
1313,2019-10-15,玲珑轮胎海外建厂 加码配套市场迈入中高端品牌,证券时报
1314,2019-10-15,方正证券丨周报聚焦1008-1011,方正证券研究
1315,2019-10-13,化工：化工景气指数继续下行 荐8股,方正证券
1316,2019-10-11,大股东大额配售，估值底部区间 | 金能转债发行定价及申购建议,债市覃谈
1317,2019-10-02,玲珑轮胎：本次阅兵仪式红旗牌检阅车礼宾车等均配套玲珑轮胎,Wind
1318,2019-09-28,玲珑轮胎携手上汽通用五菱、中动智轮 共同研发更智能、绿色轮胎产品,e公司
1319,2019-09-23,化工：DMC 乙二醇 甲醇涨价 荐30股,安信证券
1320,2019-09-22,汽车：关注产业链相关标的 荐6股,华金证券
1321,2019-09-18,化工：化工整体供需有所好转,中信建投
1322,2019-09-15,【方正化工】石化周报： 坯布库存下行，PTA价差上升,靠谱化工股
1323,2019-09-10,券商首次关注9股并给予买入评级（9月10日）,Wind
1324,2019-09-10,【方正化工】恒力石化深度报告之四——从ROE和ROIC角度分析民营炼化的盈利,方正证券研究
1325,2019-09-09,玲珑轮胎被纳入三大国际指数 董事长详解上市三年发展路,证券日报
1326,2019-09-09,玲珑轮胎：行业竞争格局逐步优化，国产龙头有望脱颖而出,证券时报网
1327,2019-09-09,玲珑轮胎被纳入标普新兴市场指数,中证网
1328,2019-09-09,玲珑轮胎被纳入标普新兴市场指数 再获全球资本市场青睐,金融界
1329,2019-09-09,汽车板块实现V型反转 机构建议加仓新泉股份等细分领域龙头,挖贝网
1330,2019-09-07,玲珑轮胎获年度零部件产品及应用奖,轮胎世界网
1331,2019-09-07,下周主流机构最看好的板块个股,都市快报
1332,2019-08-31,汽车家电龙头业绩逆势增长,中证报
1333,2019-08-27,玲珑轮胎与吉利汽车签订全面战略合作协议,中证网
1334,2019-08-27,玲珑轮胎与吉利汽车缔结全面战略合作,金融界
1335,2019-08-22,周四机构一致看好的七大金股（08.22）,中金在线
1336,2019-08-21,玲珑轮胎深度系列二:从国际轮胎企业发展经验看玲珑,国信证券
1337,2019-08-14,玲珑轮胎与一汽举行交车仪式,轮胎世界网
1338,2019-08-14,社保与QFII二季度同时现身13只个股太辰光等5只绩优股被两类机构联袂增持,证券日报
1339,2019-08-12,汽车行业周报:7月乘用车零售销量同比下降5% 盈利能力下降,国海证券
1340,2019-08-12,"化工行业周报:醋酸价格上涨,能特益曼特8月底有望交割,周期品库存进入底部区间,建议配置白马及细分行业龙头",申万宏源
1341,2019-08-09,社保基金连续2季增持12股，机构说这些公司股价、业绩望大幅增长,证券时报
1342,2019-08-09,"橡胶行业专题报告:轮胎行业增长点在哪里,全球轮胎半年报管中窥豹",浙商证券
1343,2019-08-08,QFII现身18家公司 二季度调仓换股路线曝光,投资快报
1344,2019-08-07,白马股交班？五粮液评级遭下调，北上资金见好就收，疯狂加仓另一股！ 投资评级恶化,e公司
1345,2019-08-07,玲珑召开2019营销年中总结会议,轮胎世界网
1346,2019-08-07,着眼前沿绿色节能新材料，行业专家齐聚玲珑,中国橡胶网
1347,2019-08-07,汽车行业周报:国五促销透支7月车市消费,国海证券
1348,2019-08-06,社保基金二季度新进增持21只潜力股偏爱医药生物与化工行业,证券日报
1349,2019-08-03,上调评级至买入策略选股（8月3日）,Wind
1350,2019-08-03,8月十大金股,金融界
1351,2019-08-02,申万宏源：销量逆势增长毛利率稳步提升 玲珑轮胎上半年业绩超预期,中证网
1352,2019-08-02,玲珑轮胎：产销量逆势增长 业绩同比增长38.47%,金融界
1353,2019-08-02,玲珑轮胎：中报业绩高增长，看好未来,证券时报网
1354,2019-08-02,玲珑轮胎上半年实现营收83.1亿元 净利润同比增长38.47%,鲁网
1355,2019-08-02,玲珑轮胎上半年净利润逆势大增38.47%,金融界
1356,2019-08-02,玲珑上半年净利润同比大增,轮胎世界网
1357,2019-08-02,"国信证券：将玲珑轮胎评级调高为""买入""",Wind
1358,2019-08-02,玲珑轮胎（601966）2019半年报点评：海外布局效果显著，业绩超预期,国信研究
1359,2019-08-02,玲珑轮胎上半年净利7.25亿元 逆势大涨近四成,证券日报
1360,2019-08-02,"玲珑轮胎:销量逆势增长,轮胎毛利提升,上半年业绩超预期",申万宏源
1361,2019-08-01,玲珑轮胎今日大宗交易成交20.90万股，成交价18.91元溢价0.75%,Wind
1362,2019-08-01,玲珑轮胎上半年净利增长近四成,中证网
1363,2019-08-01,玲珑轮胎2019年上半年实现净利7.25亿 产销量持续增长,挖贝网
1364,2019-08-01,玲珑轮胎(601966.SH)上半年净利润升38.47%至7.25亿元,格隆汇
1365,2019-08-01,玲珑轮胎(601966.SH)第二季度轮胎销售收入升14.57%至42.32亿元,格隆汇
1366,2019-08-01,玲珑轮胎：应收账款坏账核销654.53万美元,Wind
1367,2019-08-01,玲珑轮胎：上半年净利超7亿元 同比增38%,e公司
1368,2019-07-30,玲珑轮胎正式成为2020迪拜世博会中国馆高级赞助商,金融界
1369,2019-07-28,化工：继续强烈推荐万华化学玲珑轮胎恒力石化 荐14股,方正证券
1370,2019-07-25,玲珑轮胎与尤文图斯续签战略合作协议,Wind
1371,2019-07-25,玲珑轮胎与尤文图斯续签战略合作协议 持续推进品牌国际化战略,中证网
1372,2019-07-24,"汽车汽配行业汽车基础研究系列(三):存量与增量,汽车行业空间与机会",国信证券
1373,2019-07-19,玲珑轮胎 产销连创新高，他们向世界一流企业冲击,证券之星
1374,2019-07-18,化工：价格逼近历史高点 荐5股,中信建投
1375,2019-07-17,【长城化工｜轮胎行业专题】只争朝夕：民族轮胎企业有望抓住机遇 ——风起青萍：轮胎行业大趋势专题报告（二）,长城化工新视界
1376,2019-07-16,券商首次关注8股并给予买入评级（7月16日）,Wind
1377,2019-07-15,【化工】玲珑轮胎：成长中的轮胎龙头 被低估的量价增长空间,天风研究
1378,2019-07-15,新能源汽车行业周报:工信部就双积分管理办法征求意见,渤海证券
1379,2019-07-14,化工：MDI供应下滑 荐21股,方正证券
1380,2019-07-11,玲珑轮胎位列山东省出口百强企业第21位,金融界
1381,2019-07-10,【方正化工】化工周报：玲珑轮胎新零售系统上线，浙江石化取得成品油出口资质,靠谱化工股
1382,2019-07-09,玲珑轮胎董事会完成换届选举,轮胎世界网
1383,2019-07-08,玲珑拟冲击全球一流轮胎企业,轮胎世界网
1384,2019-07-07,下周关注丨6月经济数据将公布，这些投资机会最靠谱,第一财经
1385,2019-07-05,下周解禁规模大降 粤高速A、玲珑轮胎解禁数量最大 解禁,大众证券报
1386,2019-07-05,"下周482亿市值限售股解禁,环比增加231.07% 解禁",Wind
1387,2019-07-05,100%自主知识产权高端定制车，玲珑配套！,中国橡胶网
1388,2019-07-05,营收利润较上市前几乎翻倍 玲珑轮胎上市三年“再造了一个玲珑”,证券日报
1389,2019-07-05,玲珑轮胎上市三周年：夯实四大核心动能,证券时报网
1390,2019-07-05,玲珑轮胎迎来上市三周年 引领民族轮胎品牌冲击世界一流轮胎企业,中证网
1391,2019-07-04,中国驻巴拿马大使点赞玲珑轮胎,轮胎世界网
1392,2019-07-02,董事长王锋详解逆势取胜之道 玲珑轮胎配套中国首款限量定制车,证券日报
1393,2019-07-02,玲珑轮胎：首次公开发行部分限售股上市流通公告,上交所
1394,2019-07-01,【国金策略李立峰】七月A股限售股解禁市场：需关注什么？,策略李立峰与行业配置笔记
1395,2019-07-01,中国首款限量定制车：玲珑轮胎与中国一汽举行红旗L5交车仪式,证券时报网
1396,2019-07-01,玲珑轮胎上半年各项业务稳健发展 “喜提”中国首款限量定制车红旗L5,中证网
1397,2019-06-25,【东兴化工】玲珑轮胎（601966）：优质轮胎龙头成长加速 ——公司半年度财报点评,东兴研究圈
1398,2019-06-24,玲珑轮胎:自主轮胎品牌建设应从配套入手,国联证券
1399,2019-06-21,玲珑轮胎董事会监事会换届,轮胎世界网
1400,2019-06-20,玲珑轮胎实际行动践行绿色发展,中国橡胶网
1401,2019-06-19,【6·15】不断创新，玲珑轮胎始终站在绿色潮头,中国橡胶网
1402,2019-06-19,19股获券商买入评级 璞泰来目标涨幅达67.13%,Wind
1403,2019-06-19,玲珑轮胎成为首个在欧洲建厂的中国轮胎企业,盖世汽车
1404,2019-06-19,玲珑轮胎（601966）：雄踞海内外，民族轮胎品牌冉冉升起,中信建投证券研究
1405,2019-06-18,玲珑轮胎(601966.SH)拟每10股派3元 股权登记日为6月24日,格隆汇
1406,2019-06-14,牛！在全球最土豪的城市，玲珑轮胎门庭若市！,证券之星
1407,2019-06-13,中国轮胎企业迪拜展上受青睐,轮胎世界网
1408,2019-06-13,玲珑轮胎：玲珑转债自6月18日至权益分派股权登记日间将停止转股,Wind
1409,2019-06-12,玲珑轮胎(601966.SH)拟10派3元 “玲珑转债”18日起停牌,格隆汇
1410,2019-06-12,玲珑轮胎主体信用级别获评AA+,中国橡胶网
1411,2019-06-11,中泰证券：轮胎替换市场前景广阔 看好玲珑轮胎远期战略,中证网
1412,2019-06-09,化工：醋酸价格反弹 荐8股,方正证券
1413,2019-06-04,52股获券商买入评级 国光股份目标涨幅达104.82%,Wind
1414,2019-06-03,汽车：广深地区放宽限购 荐5股,国信证券
1415,2019-05-31,公告点题｜5月30日这些公告有看头,第一财经
1416,2019-05-30,玲珑轮胎股份回购计划顺利完成 进一步完善长效激励机制,中证网
1417,2019-05-30,玲珑轮胎(601966.SH)累计回购2199.995万股 涉资3.62亿元,格隆汇
1418,2019-05-21,玲珑轮胎加快建设国内生产基地,轮胎世界网
1419,2019-05-21,11家上市轮胎企业2018年运营情况分析,中国橡胶网
1420,2019-05-10,早报：前4月66只私募产品收益翻倍 三新股今日申购,新浪
1421,2019-05-09,多家公司发布回购公告：金固股份等获得力挺,Wind
1422,2019-05-09,玲珑轮胎：已累计耗资1.93亿元回购1%股份,中证网
1423,2019-05-09,玲珑轮胎：已累计耗资1.93亿元回购股份,e公司
1424,2019-05-06,玲珑轮胎(601966.SH)截至4月底累计回购1125.97万股 涉资1.8亿元,格隆汇
1425,2019-05-01,玲珑轮胎：关于2018年年度股东大会延期召开的公告,上交所
1426,2019-04-30,【方正化工】恒力股份 (600346) 2019年一季报点评：PX价格上涨拖累业绩，炼化业绩释放在望 盈利能力下降,靠谱化工股
1427,2019-04-29,化工：玲珑轮胎在合资汽车配套大突破 荐10股,和讯
1428,2019-04-28,一季度利润暴涨，轮胎行业或迎来“艳阳天”,中国橡胶网
1429,2019-04-28,玲珑轮胎一季度净利2.85亿同比增长27% 现金流量净额10.3亿,挖贝网
1430,2019-04-26,【方正化工】单胎售价和毛利同比提高——玲珑轮胎一季报点评,靠谱化工股
1431,2019-04-26,首季净利增27% 玲珑轮胎稳步推进“5+3”战略,证券时报网
1432,2019-04-26,公告点题｜4月25日这些公告有看头,第一财经
1433,2019-04-25,玲珑轮胎：一季度净利润同比增26.90%,Wind
1434,2019-04-25,益阳橡机圆满完成玲珑轮胎大订单,中国橡胶网
1435,2019-04-25,月度掘金丨方正2019·8月金股,方正证券研究
1436,2019-04-24,"玲珑轮胎2018年报点评:配套高增长,“5+3”战略稳步推进",国信证券
1437,2019-04-22,“炒股”获利，玲珑轮胎加仓股市投资,中国橡胶网
1438,2019-04-22,"玲珑轮胎:业绩基本符合预期,配套市场快速开拓,公司稳健成长",申万宏源
1439,2019-04-21,【方正化工】化工周报：化工景气指数回升，玲珑轮胎在合资汽车配套大突破,靠谱化工股
1440,2019-04-19,玲珑轮胎去年净利11.81亿元 同比增长13% 董事长王锋年薪为112万元,挖贝网
1441,2019-04-19,玲珑轮胎实现业绩逐年稳定增长,中国橡胶网
1442,2019-04-19,【方正化工】配套实现高增长，四季度量价齐升——玲珑轮胎年报点评,靠谱化工股
1443,2019-04-19,玲珑轮胎：2018收入稳增现金流充沛 产销实现新突破,金融界
1444,2019-04-19,推进“5+3”战略加快全球布局 玲珑轮胎2018年营收净利双增,证券日报
1445,2019-04-18,“5+3”国际化战略稳步推进 玲珑轮胎2018年净利同比增长12.73%,中证网
1446,2019-04-18,玲珑轮胎去年净利增12.73% 加快迈向“全球十强”,证券时报网
1447,2019-04-18,玲珑轮胎：2018年净利润同比增12.73%,Wind
1448,2019-04-18,玲珑轮胎(601966.SH)2018年度净利润升12.73%至11.81亿元 拟10派3元,格隆汇
1449,2019-04-16,化工：轮胎产量大幅下降 纯碱和醋酸价格持续上行,和讯
1450,2019-04-09,化工：化工景气指数回升 荐8股,和讯
1451,2019-04-04,化工：浅谈化工的周期与成长 荐8股,和讯
1452,2019-04-01,玲珑轮胎(601966.SH)截至3月底累计回购1.8亿元股份,格隆汇
1453,2019-04-01,玲珑轮胎欧洲工厂项目成功启动,中证网
1454,2019-03-31,中国轮胎企业欧洲工厂落户塞尔维亚,新华网
1455,2019-03-31,玲珑轮胎全球布局取得战略性突破,轮胎世界网
1456,2019-03-29,"玲珑轮胎:“5+3”战略布局全球,配套市场份额提升,民族轮胎龙头崛起",申万宏源
1457,2019-03-26,玲珑轮胎塞尔维亚工厂月底奠基,轮胎世界网
1458,2019-03-20,"化工行业国际巨头商业研究之一:风云六十年,解析巴斯夫成长的核心战略",方正证券
1459,2019-03-12,"化工行业:聚酯、MDI价格持续上涨,长期仍关注细分刚需品种",国联证券
1460,2019-03-10,玲珑轮胎荷兰分公司完成工商变更,轮胎世界网
1461,2019-03-05,益阳橡机高质高效完成玲珑轮胎密炼机大订单,中国橡胶网
1462,2019-03-01,玲珑1362万套轮胎项目拟4月开工,轮胎世界网
1463,2019-02-28,[快讯]玲珑轮胎:向全资子公司增资用于塞尔维亚项目建设,中财网
1464,2019-02-28,"玲珑轮胎:业绩符合预期,稳健成长的民族轮胎龙头",申万宏源
1465,2019-02-26,玲珑轮胎2018年净利13亿增长20% 全钢、半钢部分产品价格上调,挖贝网
1466,2019-02-26,玲珑轮胎业绩快报：2018年净利润增超两成 部分产品价格上调,e公司
1467,2019-02-26,玲珑轮胎：2018年净盈利12.58亿元,金融界
1468,2019-02-26,玲珑轮胎(601966.SH)2018年度净利润升20.09%至12.58亿元,格隆汇
1469,2019-02-26,玲珑轮胎：2018年净利润同比增20.09%（快报）,Wind
1470,2019-02-25,广西玲珑轮胎项目获重点推进,轮胎世界网
1471,2019-02-24,玲珑轮胎：可转换公司债券付息公告,上交所
1472,2019-02-22,"化工行业:节后开工稳步回升,化工品市场平稳回暖",国联证券
1473,2019-02-13,"市场刚回暖即抛售,玲珑轮胎控股方减持超2亿,上市公司可转债成了“烫手山芋”",经济导报
1474,2019-02-11,玲珑轮胎：控股股东减持公司10%可转债 减持股份,金融界
1475,2019-02-01,玲珑轮胎(601966.SH)截至1月底累计回购3256.99万元的股份,格隆汇
1476,2019-01-29,部分民营企业盼理顺融资旧账,瞭望
1477,2019-01-25,玲珑轮胎荆门项目预计4月投产,轮胎世界网
1478,2019-01-24,玲珑轮胎将花不超4亿元回购公司股份 用于股权激励,挖贝网
1479,2019-01-24,国海证券：上调玲珑轮胎评级至买入,Wind
1480,2019-01-24,上调评级至买入策略选股（1月24日）,Wind
1481,2019-01-24,"化工行业:PX、天然气价格涨幅居前,碳酸二甲酯、醋酸乙烯跌幅较大",国联证券
1482,2019-01-23,"国海证券：将玲珑轮胎评级调高为""买入""",Wind
1483,2019-01-21,玲珑轮胎业务员注册公司冒领装卸费164.3万 获刑5年,新浪
1484,2019-01-21,玲珑轮胎塞尔维亚项目获备案,轮胎世界网
1485,2019-01-18,"玲珑轮胎事件点评:公司推出回购和股权激励计划,看好公司长期成长",方正证券
1486,2019-01-18,化工：聚合MDI价格反弹 荐8股,和讯
1487,2019-01-18,"玲珑轮胎:拟回购股份实施股权激励 公司""5+3""产业布局望加速落地",申万宏源
1488,2019-01-18,玲珑轮胎同时发布两个重要公告,轮胎世界网
1489,2019-01-18,玲珑轮胎聘任吕晓燕为副总裁,轮胎世界网
1490,2019-01-17,玲珑轮胎：拟以2.5亿-4亿元回购股份,Wind
1491,2019-01-17,"化工行业:原油价格持续反弹,近油端产品价格上涨",国联证券
1492,2019-01-15,汽车：静待19年复苏 荐12股,国信证券
1493,2019-01-11,"化工行业:原油价格回暖,化工品成本支撑有所加强",证券之星
1494,2019-01-05,玲珑轮胎注销一家欧洲子公司 减资破产,轮胎世界网
1495,2018-12-28,玲珑轮胎，透露生产新项目细节,中国橡胶网
1496,2018-12-28,"化工行业投资周报:环氧丙烷领涨,天然气再次闻寒而动",长城证券
1497,2018-12-26,玲珑轮胎湖北工厂建设稳步推进,轮胎世界网
1498,2018-12-24,玲珑轮胎回应10亿元投资疑问,中证网
1499,2018-12-22,玲珑轮胎回应10亿元证券投资：实为暂时闲置资金 投入短期保本型产品 未触发回购条件,中证网
1500,2018-12-21,"现金充裕的玲珑轮胎,宁愿炒股理财，也不回购自家股份，是何原因？",经济导报
1501,2018-12-19,玲珑拿出十个亿，轮胎巨头要炒股了？,中国橡胶网
1502,2018-12-19,玲珑轮胎10亿元证券投资谋求第二盈利渠道 期限1年能否见效？,号外财经网
1503,2018-12-19,A股成交持续低迷，多家公司斥巨资“抄底”？,证券时报
1504,2018-12-19,化工行业:供应收紧推动环氧丙烷价格上涨,国联证券
1505,2018-12-19,"化工行业投资周报:天然气领涨,EIA下调油价预期",长城证券
1506,2018-12-18,上市公司证券投资总额已超5000亿 A股见底信号？,新浪
1507,2018-12-18,玲珑轮胎：拟以不超10亿元进行证券投资,Wind
1508,2018-12-18,玲珑轮胎:拟不超10亿元进行证券投资,e公司
1509,2018-12-18,6亿公司设立，玲珑欧洲再加速！,中国橡胶网
1510,2018-12-18,"汽车汽配2019年投资策略:春耕秋收,静候下半年复苏",国信证券
1511,2018-12-12,重大人事变动，玲珑轮胎任命副总裁,中国橡胶网
1512,2018-12-12,"玲珑轮胎2018年三季报点评:下游需求减弱,轮胎中流砥柱产能全球扩张",正点财经
1513,2018-12-12,玲珑轮胎新副总裁上任,轮胎世界网
1514,2018-12-10,"化工行业:化工景气指数下降,甘氨酸和丙烯酸价格上涨",方正证券
1515,2018-12-10,玲珑轮胎完成工商变更登记,轮胎世界网
1516,2018-12-09,化工：复合肥价格上涨 荐4股,方正证券
1517,2018-12-04,化工：纯碱价格大幅上涨 荐7股,和讯
1518,2018-11-23,玲珑轮胎塞尔维亚公司完成注册,轮胎世界网
1519,2018-11-20,"化工行业:原油价格再度下滑,聚焦优势下游产业链",国联证券
1520,2018-11-19,巨丰早参：沪深交易所正式发布重大违法强制退市新规,巨丰财经
1521,2018-11-18,化工：化工景气指数继续下降 荐4股,方正证券
1522,2018-11-14,一年要多拿4万 玲珑轮胎的独董乐了 涨薪成A股公司公告热词,经济导报
1523,2018-11-13,玲珑轮胎连发内部调整公告,轮胎世界网
1524,2018-11-08,玲珑两大副总裁职务变动,中国橡胶网
1525,2018-11-08,玲珑轮胎两位副总裁工作变动,轮胎世界网
1526,2018-11-08,玲珑轮胎副总裁杨科峰辞职,挖贝网
1527,2018-11-07,杨科峰、孙松涛辞任玲珑轮胎副总裁,中国经济网
1528,2018-11-01,财通证券：玲珑轮胎买入评级,财通证券
1529,2018-10-30,玲珑轮胎汇兑收益 助力业绩增长,中证网
1530,2018-10-30,玲珑轮胎：前三季度净利润同比增22.79%,Wind
1531,2018-10-25,玲珑轮胎三季报点评：持续景气，打造国际化民族品牌【太平洋化工】,太平洋化工信息平台
1532,2018-10-18,玲珑轮胎：2018年前三季度业绩快报,证券之星
1533,2018-10-18,【财通化工】玲珑轮胎(601966)：Q3业绩快报靓丽，原材料价格趋稳下公司盈利逐步改善,财通证券研究
1534,2018-10-17,玲珑轮胎：营收符合预期 销量稳健增长,国信证券
1535,2018-10-17,"玲珑轮胎:产能释放业绩持续增长,投资塞尔维亚推进全球布局",申万宏源
1536,2018-10-16,[中性评级]化工行业周报：油气成本推动部分品种价格上涨 关注产品替代机会,中财网
1537,2018-10-16,玲珑轮胎子公司完成增资,轮胎世界网
1538,2018-10-15,玲珑轮胎签约3亿美元订单,轮胎世界网
1539,2018-10-15,化工：TDI持续下跌 荐4股,东兴证券
1540,2018-10-15,玲珑轮胎：公司已成功进入大众、通用等知名汽车配套体系,Wind
1541,2018-10-15,[互动]玲珑轮胎：已进入大众等知名汽车配套体系,全景网
1542,2018-10-11,信心比黄金更重要！出口退税初见效，专家这样解读,Wind
1543,2018-10-09,广西玲珑再获5.95亿元增资,轮胎世界网
1544,2018-10-09,[快讯]玲珑轮胎:使用部分募集资金增资全资子公司实施募投项目建设,中财网
1545,2018-10-08,10月8日晚间上市公司十大重磅公告,巨丰财经
1546,2018-10-08,玲珑轮胎拟与南美经销商签署战略合作协议,中证网
1547,2018-09-26,化工：关注高增量、高技术的标的,方正证券
1548,2018-09-24,【方正化工】化工周报：化工景气指数连续第六周上涨，草铵膦、磷肥、复合肥价格上涨,靠谱化工股
1549,2018-09-24,化工：化工景气指数连续第六周上涨 荐7股,方正证券
1550,2018-09-21,玲珑轮胎：10月1日起12-16寸产品价格上调2%,Wind
1551,2018-09-21,玲珑轮胎：10月1日起12-16寸产品价格上调2.0%,e公司
1552,2018-09-20,玲珑轮胎举办非洲中东经销商大会,轮胎世界网
1553,2018-09-20,荆门市召开轮胎项目专题研究会,轮胎世界网
