,2021-12-31,国君固收：银行转债的投资策略,Wind
1261,2020-02-10,成都银行：公司拟与新华文轩开展理财和资金管理专项业务合作,格隆汇
1262,2020-02-10,21家上市银行日均赚10亿 近九成不良率出现下降,中投网
1263,2020-02-07,成都银行助力新经济企业硬核战“疫”,中国金融新闻网
1264,2020-02-07,支援硬核战“疫” 成都银行助力新经济企业疫情防控,金融投资报
1265,2020-02-06,疫情无情 电话有爱 成都银行电话金融服务“不打烊”,中国金融新闻网
1266,2020-02-05,成都银行开工首日 三家防疫物资企业获得信贷支持,金融投资报
1267,2020-02-04,生产+外购 四川多方筹集防疫物资,金融投资报
1268,2020-02-04,成都银行支持卫生材料生产企业融资扩产助力疫情防控,中证网
1269,2020-02-04,3小时放款400万 创造成都银行新速度,金融投资报
1270,2020-02-04,调整是机会坚定优质银行股价值—新冠疫情下的银行业投资策略,华泰证券
1271,2020-02-02,共克时艰 共同战“疫” 成都银行全力做好金融支持,金融投资报
1272,2020-02-02,成都银行发放1000万元纯应急贷款专用抗击疫情,上证报
1273,2020-02-01,开绿色通道提高融资和理赔效率\n在川金融机构全力支持疫情防控,搜狐
1274,2020-01-31,12项举措助力疫情防控 成都银行向武汉捐款1000万元,新浪
1275,2020-01-31,成都银行：1天审批放款4800万元专项用于成都市抗击疫情,证券日报
1276,2020-01-31,成都银行发放防疫应急贷款4800万元,Wind
1277,2020-01-31,成都银行发放防疫应急贷款4800万元,中证网
1278,2020-01-31,成都银行1天审批放款4800万 专项用于抗击肺炎疫情,金融投资报
1279,2020-01-31,成都银行为疫情防控贡献金融力量,中证网
1280,2020-01-30,众志成城战疫情 川藏上市公司在行动,证券日报
1281,2020-01-28,成都银行：捐款1000万元 12项举措助力疫情防控,证券时报网
1282,2020-01-23,成都银行西安分行违法遭罚8万 向客户转嫁评估费 金融监管处罚,中国经济网
1283,2020-01-23,成都银行西安分行违法遭罚 贷款资金用作银承保证金 金融监管处罚,中国经济网
1284,2020-01-21,快讯|成都银行3.42万股将于1月31日上市流通,财经网
1285,2020-01-20,业绩快报接连报喜 10家银行净利润实现两位数增长,北京商报
1286,2020-01-20,成都银行：3.42万股限售股将于1月31日上市流通,Wind
1287,2020-01-19,城商行业绩显著提升估值望修复,时代周报
1288,2020-01-17,新筑股份时任董事长小舅子内幕交易 赚34万罚没101万 董监高成员异常事件,澎湃新闻
1289,2020-01-17,2019年业绩陆续披露 多家上市银行实现营收净利双增,中证报
1290,2020-01-16,六家银行披露“喜人”业绩快报 专家称2019年银行业经营超预期,中国网
1291,2020-01-15,上市银行2019年首份业绩快报报喜：成都银行净利润又现两位数高增 不良率连续8季度下降,每日经济新闻
1292,2020-01-13,三家银行披露业绩快报净利总额超553亿 不良率均有下降延续“稳重有进”基调,长江商报
1293,2020-01-12,【华泰金融沈娟团队】业绩和政策持续提振，把握优质金融—2020金融动态第2期【证券研究报告】,华泰金融研究全新平台
1294,2020-01-12,【兴证金融 傅慧芳】银行业周报（2020.01.06-2020.01.12）,兴证金融
1295,2020-01-10,成都银行2019年业绩快报：实现净利润55.51亿元 同比增长19.40%,中国网
1296,2020-01-10,两银行业绩快报亮相 A股银行首份年报即将花落平安,证券日报
1297,2020-01-09,银行年报季拉开序幕：中信银行2019年营收1875.84亿，成都银行净利增速近20%,21世纪经济报道
1298,2020-01-08,上市银行首份年度业绩快报发布 成都银行净利润55.51亿,证券时报网
1299,2020-01-07,成都银行净利同比增长近两成,证券日报
1300,2020-01-07,银行股全线飘红成都银行涨逾2%,证券时报网
1301,2020-01-06,盘后1公司发业绩快报-更新中,中财网
1302,2020-01-06,上市银行2019年首份业绩快报出炉！成都银行去年赚得55.51亿元，同比增长19.40%,每日经济新闻
1303,2020-01-06,快讯|成都银行发布业绩快报 2019年净利润55.51亿元,财经网
1304,2020-01-06,成都银行：2019年净利润同比增19.40%（快报）,Wind
1305,2020-01-06,成都银行(601838.SH)披露业绩快报2019年净利升19.4%至55.51亿元,格隆汇
1306,2020-01-06,成都银行：2019年净利润同比增长19.40%,新浪
1307,2020-01-06,成都银行业绩快报：2019年净利55.51亿 同比增19.40%,新浪
1308,2020-01-06,成都银行业绩快报：2019年净利同比增19.40%,e公司
1309,2020-01-03,抢抓成渝地区双城经济圈建设机遇 争创金融发展“第四极”,证券时报网
1310,2020-01-03,新华文轩：拟与成都银行签订合作框架协议 开展理财等相关金融业务合作,发布易
1311,2020-01-03,新华文轩(00811.HK)拟与成都银行开展理财相关金融合作,格隆汇
1312,2020-01-03,新华文轩(601811.SH)：拟与成都银行签订专项业务合作框架协议,格隆汇
1313,2020-01-02,近2000亿！今年将迎16家银行解禁潮邮储银行解禁市值最大,Wind
1314,2019-12-30,成都银行阿坝分行违法遭罚 未有效识别反洗钱客户身份 金融监管处罚,中国经济网
1315,2019-12-29,【兴证金融 傅慧芳】银行业周报（2019.12.23-2019.12.29）,兴证金融
1316,2019-12-28,【华泰金融沈娟团队】政策加速落地，把握优质金融股机会—2019金融动态第52期【证券研究报告】,华泰金融研究全新平台
1317,2019-12-26,成都银行53万股限售股将解禁 31日上市 解禁,中国经济网
1318,2019-12-26,成都银行53.41万股将于12月31日上市流通,财经网
1319,2019-12-20,【华泰金融沈娟团队】开放与改革加速推进，把握金融配置机遇—2019金融动态第51期【证券研究报告】,华泰金融研究全新平台
1320,2019-12-19,成都银行：最佳创新服务城商行，支持地方经济排头兵,第一财经
1321,2019-12-15,成都银行“随意分” 年费率最低仅为3%,上游新闻
1322,2019-12-13,金花股份(600080.SH)向成都银行西安分行申请续贷 贷款金额5000万元,格隆汇
1323,2019-12-12,银行稳股价大盘点:杭州银行最壕 渝农商行最“抠门”,第一财经
1324,2019-12-11,股价低迷困局难破 10家银行触稳定“警报”,北京商报
1325,2019-12-01,成都银行：首次公开发行限售股上市流通公告 解禁,上交所
1326,2019-12-01,成都银行(601838.SH)：2700万股限售股12月5日解禁 解禁,格隆汇
1327,2019-11-15,成都银行拟增加某关联方担保合作授信额，一董事投反对票 大额借贷担保,证券时报
1328,2019-11-15,成都银行通过一项关联交易 一外籍董事投票反对,上证报
1329,2019-11-15,罕见！成都银行新加坡籍董事反对担保相关议案,21世纪经济报道
1330,2019-11-14,成都银行再交A股上市银行前三季度抢眼成绩单,中投网
1331,2019-11-13,归母净利润增速位居A股全部34家上市银行第4位 资产质量持续向好,每日经济新闻
1332,2019-11-12,【华泰金融沈娟团队】社融不及预期，货币增速平稳—2019年10月金融统计与社会融资规模数据解析,华泰金融研究全新平台
1333,2019-11-11,成都银行(601838.SH)：稳价措施实施完成 12名董高合计增持20.07万股,格隆汇
1334,2019-11-11,33家上市银行三季报核心指标排名：只有这4家不良率上升,和讯
1335,2019-11-11,33家上市银行三季报核心指标排名：只有这4家不良率上升 资产异常,面包财经
1336,2019-11-06,成都银行：净利润同比增长近20%，中间收入重返快速赛道,第一财经
1337,2019-11-05,次新银行股开始发力，青岛银行领涨4%,Wind
1338,2019-11-03,【华泰金融沈娟团队】业绩增长亮眼，紧握优质金融—金融动态第44期【证券研究报告】,华泰金融研究全新平台
1339,2019-11-03,【华泰金融沈娟团队】业绩好于预期，紧握优质金融—金融行业2019年三季报综述【证券研究报告】,华泰金融研究全新平台
1340,2019-11-01,【华泰金融沈娟团队】高成长城商行，基本面多维向好—成都银行(601838)【证券研究报告】,华泰金融研究全新平台
1341,2019-10-31,不良持续下降！成都银行前三季净利润增长18.01% 不良率降至近4年来新低,每日经济新闻
1342,2019-10-31,成都银行前三季度损失类贷款同比增140.62%,财经网
1343,2019-10-30,成都银行：前三季度净利润同比增18.01%,Wind
1344,2019-10-30,成都银行(601838.SH)前三季度净利润升18.01%至40.07亿元 拨备覆盖率258.33%,格隆汇
1345,2019-10-14,A股共发生69宗大宗交易成交12.91亿元（10月14日）,Wind
1346,2019-10-14,成都银行现1笔大宗交易 共成交802.63万元,新浪
1347,2019-10-14,成都银行今日大宗交易成交99.09万股，成交价8.1元折价5.48%,Wind
1348,2019-10-13,【华泰金融沈娟团队】预期差助估值升，增配银行正当时—银行板块三季报前瞻与四季度投资策略【证券研究报告】,华泰金融研究全新平台
1349,2019-09-27,银行快速上攻,Wind
1350,2019-09-27,成都银行赚了25亿 天奥电子花重金搞研发,金融投资报
1351,2019-09-11,上市银行 量升价稳质优 估值提振可期,财富动力网
1352,2019-09-07,监管指导银行压降同业规模，哪些银行受影响？,经济观察报
1353,2019-09-05,上市银行业绩前行估值踏步 股价昨喜迎久违集体上涨,证券日报
1354,2019-09-03,【华泰金融沈娟团队】量升价稳质优，估值提振可期—上市银行2019年半年报综述【证券研究报告】,华泰金融研究全新平台
1355,2019-09-03,成都银行(601838.SH)披露稳价措施 董事、高管拟增持不低于133.43万元,格隆汇
1356,2019-09-03,成都银行披露稳定股价措施 12名董事、高管拟合计增持不低于133万元,e公司
1357,2019-09-02,上市银行普遍涨薪，平安招行上半年人均薪酬超31万,证券时报
1358,2019-08-30,成都银行上半年归母净利润25亿 信用减值损失19亿,中国经济网
1359,2019-08-28,【华泰金融沈娟团队】ROE同比提升，资产质量优化—成都银行(601838)【证券研究报告】,华泰金融研究全新平台
1360,2019-08-28,成都银行：稳定存款与高效资产并重，铸就西部标杆城商行,第一财经
1361,2019-08-28,成都银行2019年上半年盈利61.07亿其他营业外收入减少 盈利能力下降,挖贝网
1362,2019-08-28,成都银行：2019年上半年营业收入61.08亿元，净利润25.05亿元,财经网
1363,2019-08-28,主力小动作：碎步连阳+历史低位高增长股票获资金流入（名单）,证券时报
1364,2019-08-28,成都银行：上半年净利润同比增17.98%,Wind
1365,2019-08-27,成都银行(601838.SH)半年度净利润升17.98%至25.05亿元 不良贷款率1.46%,格隆汇
1366,2019-08-22,成都银行发行105亿元二级资本债,中证网
1367,2019-08-19,成都银行：副行长周亚西因到法定年龄离任 董监高成员变化,Wind
1368,2019-08-16,650只个股19日正式加入两融标的，部分低估高成长股了解下,Wind
1369,2019-08-16,【华泰金融沈娟团队】利率并轨降成本，把握中报预期差—2019金融动态第33期【证券研究报告】,华泰金融研究全新平台
1370,2019-08-13,近七成银行股破净，这么“便宜”的银行股要不要买？怎么挑？,澎湃新闻
1371,2019-08-13,成都建立创新金融服务平台“自贸通” 破解中小微企业“融资难”,中新网
1372,2019-08-13,13家银行被下调评级 农商行占比最多 投资评级恶化,金融投资报
1373,2019-08-08,川股新军：“中考”全都盈利,金融投资报
1374,2019-07-27,“文创通”助力 成都破解文创产业融资难题,中国经营报
1375,2019-07-25,成都银行：发行不超105亿元二级资本债，获央行许可,Wind
1376,2019-07-25,成都银行(601838.SH)发行不超105亿元二级资本债券获中国人民银行核准,格隆汇
1377,2019-07-24,中报发榜在即 多家上市银行迎暖风,理财周刊
1378,2019-07-24,【银行】成都银行：业绩较快增长，资产质量持续改善,天风研究
1379,2019-07-23,七家中小上市银行披露业绩快报：5家营收增速超20%，4家不良率较上年末下降,每日经济新闻
1380,2019-07-23,成都银行2019年上半年预计盈利25.05亿 比上年同期增长18%,挖贝网
1381,2019-07-22,【华泰金融沈娟团队】成都银行业绩快报解析：ROE同比回升，资产质量再改善【公司公告点评】,华泰金融研究全新平台
1382,2019-07-22,上市公司数据播报：成都银行上半年净利25亿元,金融界
1383,2019-07-22,公告点题｜今晚这些公告有看头（更新中）,第一财经
1384,2019-07-22,成都银行上半年归母净利25亿元 不良贷款率1.46%,金融界
1385,2019-07-22,成都银行：上半年净利25亿元 同比增18%,e公司
1386,2019-07-22,成都银行业绩快报：上半年净利25.05亿元，同比增长17.99%,第一财经
1387,2019-07-22,成都银行(601838.SH)披露半年度业绩快报 净利润升17.99%至25.05亿元,格隆汇
1388,2019-07-19,【华泰金融沈娟团队】金融开放提速，竞争加速分化—2019金融动态第29期【证券研究报告】,华泰金融研究全新平台
1389,2019-07-17,大华申能合资成立消费金融公司，外资参股消金将升至6家,第一财经
1390,2019-07-16,A股缩量震荡背后：基金小幅减仓，外资加码大消费,Wind
1391,2019-07-14,金融：永续债有望迎来快速增长 荐2股,川财证券
1392,2019-07-11,成都银行(601838.SH)拟每10股派3.5元 股权登记日为7月18日,格隆汇
1393,2019-07-04,成都银行部分董事增持1.2万股公司股份,电鳗快报
1394,2019-07-03,成都银行副董事长何维忠合计增持1.20万股 耗资约11万元,挖贝网
1395,2019-07-02,成都银行(601838.SH)副董事长何维忠增持1.2万股,格隆汇
1396,2019-06-27,成都银行(601838.SH)副董事长何维忠增持1万股,格隆汇
1397,2019-06-20,百亿资本补充计划再进一步 成都银行120亿二级资本债发行计划获四川银保监局批准,每日经济新闻
1398,2019-06-20,成都银行获四川银保监局批准发行120亿元二级资本债,证券日报
1399,2019-06-20,成都银行120亿元二级资本债获四川银保监局批准,证券时报网
1400,2019-06-20,成都银行(601838.SH)发行不超120亿元二级资本债券获中国银保监会四川监管局批准,格隆汇
1401,2019-06-20,成都银行：发行120亿元二级资本债券获批,Wind
1402,2019-06-18,四川出台财金互动奖补政策 多股或收“红包”,金融投资报
1403,2019-06-12,成都银行召开业绩说明会 上市以来业绩稳步增长,中证网
1404,2019-06-12,成都银行总规模突破5000亿大关 一季度不良率续降,证券时报网
1405,2019-06-10,成都银行靓丽财报下的“隐疾”:不良贷款增13.3%,华夏时报
1406,2019-06-05,唐源电气净利甩现金流好几条街 三媒体质疑虚增业绩 欺诈造假,中国经济网
1407,2019-05-19,【华泰金融沈娟团队】大资金入市+改革持续，把握保险银行机会—2019金融动态第20期【证券研究报告】,华泰金融研究全新平台
1408,2019-05-13,成都银行首份年报光鲜背后显隐忧 重要指标全线下挫 连续下跌,投资时报
1409,2019-05-10,成都银行报喜掩忧：减值损失增55% 不良偏离度进三甲,中国经济网
1410,2019-05-07,A股市场破净股一览（5月7日）,Wind
1411,2019-05-06,成都银行上市“首报”业绩喜人，高增长态势有望持续,第一财经
1412,2019-05-01,12家城商行业绩榜：北京银行赚钱最多，宁波银行不良率最低,澎湃新闻
1413,2019-04-30,上海证券市场大宗交易公开信息(2019-04-30),上交所
1414,2019-04-30,成都银行今日大宗交易成交130万股，成交价8.75元折价7.41%,Wind资讯
1415,2019-04-30,成都银行上市后首份年报营收增幅超20% 流动性覆盖率承压,中国网
1416,2019-04-30,关于对高新区贝康宠物医院（经营者：邹译林）的行政处罚公告 其他违规处罚,成都生态环境局
1417,2019-04-29,“开门红”战报陆续出炉 哪家银行跑得快？,第一财经
1418,2019-04-26,下周556亿市值限售股解禁，环比减少57.58% 解禁,Wind
1419,2019-04-26,成都银行去年贷款减值损失27亿增55% 逾期贷款39亿 违约失信,中国经济网
1420,2019-04-26,成都银行一季度净利12.67亿同比增长23% 现金流量净额为32亿元,挖贝网
1421,2019-04-25,【华泰金融沈娟团队】高成长性持续，标杆城商行再启航—成都银行(601838)【证券研究报告】,华泰金融研究全新平台
1422,2019-04-25,成都银行总资产突破5000亿大关 零售存款占比提升至34%,证券时报网
1423,2019-04-25,A股共发生24宗大宗交易成交6.66亿元（4月25日）,Wind
1424,2019-04-25,成都银行公布2018年报及2019年一季报：营收、净利均现两位数增长 3月末资产规模突破5000亿元,每日经济新闻
1425,2019-04-25,成都银行：一季度净利润同比增22.78%,Wind
1426,2019-04-25,成都银行：2018年净利润同比增18.95%,Wind
1427,2019-04-24,成都银行：16.16万股限售股4月30日上市,Wind
1428,2019-04-23,[快讯]成都银行16万限售股4月30日解禁,中财网
1429,2019-04-22,【华泰金融沈娟团队】金融仓位微降，把握改革驱动—偏股基金2019Q1金融股持仓分析【证券研究报告】,华泰金融研究全新平台
1430,2019-04-22,超3成次新股业绩下滑 多家公司股东清仓式减持,新京报
1431,2019-04-19,成都银行今日大宗交易成交200万股，成交价8.8元折价8.24%,Wind资讯
1432,2019-04-19,上海证券市场大宗交易公开信息(2019-04-19),上交所
1433,2019-04-17,快讯：银行股异动拉升 成都银行领涨,新浪
1434,2019-04-16,【华泰金融沈娟团队】逾期60+贷款纳入不良对银行影响如何？—地方银监鼓励有条件银行加速确认不良贷款解析【证券研究报告】,华泰金融研究全新平台
1435,2019-04-15,成都银行：公司估值有望持续回升 正逢配置良机,证券时报网
1436,2019-04-14,【华泰金融沈娟团队】社融超预期，提升优质金融机会—2019金融动态第15期【证券研究报告】,华泰金融研究全新平台
1437,2019-04-12,【华泰金融沈娟团队】西部标杆城商行是如何铸就的？—成都银行(601838)【证券研究报告】,华泰金融研究全新平台
1438,2019-04-10,【银行】成都银行：业绩增速大幅回升，资产质量显著改善,天风研究
1439,2019-04-07,【华泰金融沈娟团队】改革持续升温，看好金融股正反馈效应—2019金融动态第14期【证券研究报告】,华泰金融研究全新平台
1440,2019-04-01,郑州银行净利润被吞噬 逾期90天以上贷款纳入不良 违约失信,中投网
1441,2019-03-30,国有六大银行2018年实现净利逾万亿元，2019年信贷将聚焦实体经济重点领域,中证报
1442,2019-03-29,关于对成都众和鑫汽车服务有限公司的行政处罚公告（危废） 其他违规处罚,成都生态环境局
1443,2019-03-29,关于对四川省川喜实业集团有限公司的行政处罚公告 其他违规处罚,成都生态环境局
1444,2019-03-29,关于对成都鑫艺高印务有限公司的行政处罚公告 其他违规处罚,成都生态环境局
1445,2019-03-24,【华泰金融沈娟团队】科创板加速推进，看好优质金融股补涨行情—2019金融动态第12期【证券研究报告】,华泰金融研究全新平台
1446,2019-03-24,【中信建投银行杨荣】银行业周报159期：《中小银行表现亮眼， 年报助力估值修复》,eResearch杨荣团队
1447,2019-03-04,差距不小，西部城商行能否弯道超车 ——以北京银行与成都银行为例,零壹财经
1448,2019-02-25,337家公司预计去年盈利,中证报
1449,2019-02-20,6只次新川股晒业绩 2增4降不尽如人意,金融投资报
1450,2019-02-19,20份上市银行业绩快报陆续抵达，五大行仍“雪藏”盈利数据,证券日报
1451,2019-02-18,锦程消费金融只做线下业务 ，另辟蹊径or故步自封？,亿欧网
1452,2019-02-14,划转国资充实社保基金 22川股股权结构或生变,金融投资报
1453,2019-02-11,近250家公司去年净利有望超10亿 堪称A股“中流砥柱”,证券时报
1454,2019-02-01,A股10亿净利俱乐部都有谁？除了银行股，还有这些优秀民企,e公司
1455,2019-01-31,A股早报2019年1月31日星期四,Wind
1456,2019-01-31,银行行业周观点:短期流动性仍保持宽裕,万联证券
1457,2019-01-30,业绩爆雷，股价下挫，为何郑州银行业绩大变脸？,财华社
1458,2019-01-30,2018年上市银行业绩快报密集披露,中投网
1459,2019-01-30,营收与净利双升 银行股成近期护盘主力,证券时报
1460,2019-01-29,净利润下降近3成 郑州银行业绩变脸 不良率持续上升 盈利能力下降,21世纪经济报道
1461,2019-01-28,下周323亿市值限售股解禁，环比增加11.59% 解禁,Wind
1462,2019-01-28,本周32家公司52亿股解禁市值近313亿元 解禁,证券时报
1463,2019-01-27,周末要闻2019年1月27日星期日,Wind
1464,2019-01-27,下周关注｜23家公司将披露年报业绩，这些投资机会最靠谱,第一财经
1465,2019-01-25,节前一周限售股解禁市值大降 成都银行、宝胜股份需警惕,大众证券报
1466,2019-01-25,银行业绩快报预暖，城商行净利润增速领跑,野马财经
1467,2019-01-24,成都银行：首次公开发行限售股上市流通公告,上交所
1468,2019-01-24,[快讯]成都银行150524万限售股1月31日解禁,中财网
1469,2019-01-24,成都银行超15亿股限售股1月31日上市流通 占总股本41.67%,中证网
1470,2019-01-24,成都银行15亿股限售股将于1月底解禁,证券时报网
1471,2019-01-24,【华泰证券研究所】每日晨会启明星20190124,和讯
1472,2019-01-23,成都银行2018年净利润为46亿元 同比增长19%,挖贝网
1473,2019-01-23,成都银行发布2018年度业绩快报：实现净利润46.49亿 同比增长18.93%,每日经济新闻
1474,2019-01-23,成都银行2018资产规模超4920亿元 营收、净利实现双位数增长,中国网
1475,2019-01-23,成都银行：高成长城商行 消化不良剪刀差,华泰证券
1476,2019-01-23,成都银行去年净利增长19%,证券日报
1477,2019-01-22,11家银行披露2018年业绩快报，城商行营收、净利润增速亮眼,国际金融报
1478,2019-01-22,成都银行：2018年盈利46.49亿元 同比增长19%,中证网
1479,2019-01-22,成都银行：2018年净利超46亿 不良贷款率1.54%,新浪
1480,2019-01-22,成都银行：2018年净利超46亿元 同比增19%,e公司
1481,2019-01-22,成都银行：2018年净利润同比增18.93%（快报）,Wind
1482,2019-01-17,"银行行业周报2019年1月第二期:银行业运行稳健,交银理财获批成立",长城证券
1483,2019-01-15,成都银行监事孙昌宇因工作原因辞职,中国经济网
1484,2019-01-14,"银行业周报:增厚拨备助力信贷放量,强化核销缓解不良隐忧",西南证券
1485,2019-01-11,成都银行拟设全资理财子公司 中西部区域性银行加快资管布局,每日经济新闻
1486,2019-01-11,长沙银行（601577）深度报告：政务小微双特色， 零售转型新引擎,中信建投证券研究
1487,2019-01-10,成都银行拟出资设立理财子公司 出资不超10亿,财经网
1488,2019-01-09,成都银行：拟不超10亿元设立理财子公司,Wind
1489,2019-01-09,成都银行：不超10亿元设立理财子公司,e公司
1490,2019-01-07,[天风|银行]成都银行：业绩靓丽，西南城商行龙头,志明看金融
1491,2019-01-04,银行IPO提速：2019年A股首家上市银行出炉,华夏时报
1492,2018-12-31,沉睡八年的锦程消费金融，增资后是突飞猛进还是原地踏步？,亿欧网
1493,2018-12-20,监管窗口指导银行利润不许太高？我们去打探了一下,新浪
1494,2018-12-19,A股市场破净股一览（12月19日）,Wind
1495,2018-12-18,低价高中签率新股来了！紫金银行今日申购，顶格中签概率有望超15%,证券时报网
1496,2018-12-07,人民币升值预期趋强 3只川股或有机会,金融投资报
1497,2018-12-06,中小银行上市明显加快 有望在年内发行新股,中投网
1498,2018-11-27,次新股“风光”不再，原因居然是它？,Wind
1499,2018-11-27,【华泰金融沈娟团队】银行资本补充机制完善，把握优质金融蓝筹—2019金融动态第48期【证券研究报告】,华泰金融研究全新平台
1500,2018-11-22,四川省“政采贷”范围扩容后 首单贷款合同落地成都银行,每日经济新闻
1501,2018-11-22,四川大力支持民企 天齐集团258亿收购锂业巨头SQM获资助,21世纪经济报道
1502,2018-11-06,资管新规发威 上市银行理财业务遇冷,新浪
1503,2018-11-05,【银行】成都银行：息差走阔带动净利息收入增长提速，信贷投放加快占比提升,中银国际证券研究
1504,2018-11-02,数据透露四川首家上市银行的资产负债结构正悄然生变,证券时报网
1505,2018-11-01,10家上市城商行利润之和不及中行一半，其中4家增速超二成,澎湃新闻
1506,2018-11-01,【华泰金融沈娟团队】息差大升，基本面向好趋势不改—成都银行(601838)【证券研究报告】,华泰金融研究全新平台
1507,2018-11-01,成都银行：前三季度净利润为34亿元，锦程消费金融注册资本增至4.2亿元,零壹财经
1508,2018-11-01,三季报收官 QFII新相中两只川股,金融投资报
1509,2018-10-30,成都银行：前三季度净利润同比增20.85%,Wind
1510,2018-10-30,成都银行：前三季度净利34亿元 同比增21%,e公司
1511,2018-10-26,巨丰早评：市场分化现象需重视,巨丰财经
1512,2018-10-25,巨丰收评：金融股携手托市,巨丰财经
1513,2018-10-15,成都银行监事辞职,证券时报网
1514,2018-10-09,A股市场破净股一览（10月9日）,Wind
1515,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
1516,2018-09-25,专访成都银行党委书记、董事长、行长王晖：文创金融是“新蓝海” 努力打通文创企业融资“最后一公里”,每日经济新闻
1517,2018-09-25,西南首家文创支行落地 金融双轮驱动助力成都建设世界文化名城,每日经济新闻
1518,2018-09-25,巨丰早评：市场大起大落可能性很低,巨丰财经
1519,2018-09-21,城商行不良率盘点：46家攀升 前三名均落山东,投资时报
1520,2018-09-21,快讯：银行股午后持续上攻 成都银行上涨超4%,新浪
1521,2018-09-10,A股上市银行涉房贷款26万亿，房企开发贷逆势增长,Wind
1522,2018-09-07,8家银行系消费金融公司业绩出炉 上半年合计赚约12亿,证券日报
1523,2018-09-04,透视银行半年报：城商行整体业绩亮丽,证券时报
1524,2018-09-04,银行行业:常熟银行,信达证券
1525,2018-09-02,金融：业绩支撑估值近底 价值标的配置优选,西南证券
1526,2018-09-01,近半数上市银行净利两位数增长,中国经营报
1527,2018-08-31,资本地图丨“川股”半年报:经营整体向好，但龙头缺乏，打酱油的偏多,21经济网
1528,2018-08-30,成都银行不良率1.68%上市城商行居首多项指标垫底,投资时报
1529,2018-08-29,巨丰收评：市场领头羊补跌 仓位不宜过重,巨丰财经
1530,2018-08-29,巨丰午评：大盘震荡筑底 银行股稳定市场,巨丰财经
1531,2018-08-28,[买入评级]银行行业最新观点及一周回顾：防守是否会变成反击,中财网
1532,2018-08-27,财融汇·个股研报精选,财通证券融资融券部
1533,2018-08-27,消费金融周报｜蚂蚁金服与趣店“分手”,零壹财经
1534,2018-08-27,"银行业周报:息差走扩盈利改善,银行配置价值凸显",西南证券
1535,2018-08-27,"成都银行2018年中报点评:营收持续快速增长,资产质量略有改善",万联证券
1536,2018-08-24,24日潜力排行榜居前的板块(附股),证券之星
1537,2018-08-24,平安证券：上调成都银行评级至推荐,Wind
1538,2018-08-24,银行股午后持续拉升 成都银行涨停,e公司
1539,2018-08-24,银行股带领金融板块全线拉涨，成都银行强势涨停,Wind
1540,2018-08-24,银行股集体大涨：成都银行涨停 平安银行大涨逾9％,金融界
1541,2018-08-24,银行股午后全线爆发，平安银行冲击涨停,Wind
1542,2018-08-24,银行股发力，平安银行领涨5%,Wind
1543,2018-08-23,成都银行上半年盈利增长近三成 手机银行客户新增14.58万户,证券日报
1544,2018-08-23,【平安重点】成都银行*601838*营收和PPOP高增，资产质量改善拨备计提加速*推荐,平安研究
1545,2018-08-23,成都银行半年报出炉：营收净利同比双增约三成 券商点评维持“增持”评级,每日经济新闻
1546,2018-08-22,[中性评级]深度*公司*成都银行(601838)点评：盈利增长亮眼 资产质量改善延续,中财网
1547,2018-08-22,成都银行半年报：营业收入同比上涨32% 净利润增幅达28%,中国网
1548,2018-08-22,[持有评级]成都银行(601838)中报点评：利息净收入拉动利润增长 资产质量持续改善,中财网
1549,2018-08-22,[审慎评级评级]成都银行(601838)深度研究：立足川渝陕 资产质量改善业绩提升,中财网
1550,2018-08-22,成都银行披露半年报，一位投资者看到股东名册后感叹万千！,和讯
1551,2018-08-22,【华泰金融沈娟团队】规模增长提速，资产质量改善—成都银行(601838)中报点评【证券研究报告】,华泰金融研究全新平台
1552,2018-08-22,【兴业证券晨会聚焦0823】银行-成都银行,兴证研究
1553,2018-08-21,成都银行营收净利均实现两位数增长,中金在线
1554,2018-08-21,[快讯]成都银行公布半年报 净利润同比增减28.49%,中财网
1555,2018-08-21,成都银行上半年盈利21.23亿元 同比增近三成,中证网
1556,2018-08-21,成都银行上市首份半年报 净利润增幅28.55%,21世纪经济报道
1557,2018-08-21,成都银行：上半年净利21.23亿元 同比增28%,e公司
1558,2018-08-21,长沙银行预计9月下旬登陆A股 或跻身2018年IPO募资额前十,证券日报
1559,2018-08-20,[跟随大市评级]银行业周报：资本市场缩量下跌 关注银行相对收益,中财网
1560,2018-08-20,2018年四川辖区证券基金期货经营机构现场检查随机抽取结果公示,四川证监局
1561,2018-08-19,[中性评级]银行行业周报：传统业务规模、效益双改善 收入端改善确定度较高,中财网
1562,2018-08-16,[增持评级]成都银行(601838)首次覆盖报告：立足天府之国 业绩全面跃升,中财网
1563,2018-08-14,“无还本续贷”导致银行大跌？ 不良率上升与宽松预期下降才是真凶,21世纪经济报道
1564,2018-08-13,【异动股】银行板块持续下跌 成都银行(601838-CN)跌3.3% 连续下跌,财华社
1565,2018-08-13,银行保险板块走低 成都银行等跌逾3%,证券时报网
1566,2018-08-08,李捷辞任成都银行董事长 曾历经十年推动公司成功上市,中国网
1567,2018-08-07,成都银行换帅，行长王晖接任董事长一职,证券时报
1568,2018-08-07,成都银行换帅 王晖被决定为董事长人选,每日经济新闻
1569,2018-08-06,银行股稳健攀升，成都银行、吴江银行领涨近4%,Wind
1570,2018-08-06,快讯：银行股集体护盘拉升 成都银行大涨近4%,新浪
