,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
294,2021-10-27,温氏股份前三季度亏损97亿，为应对猪周期底部已做好资金准备 亏损,新京报
295,2021-10-27,温氏股份：第三季度净亏损72.03亿元，前三季度净亏损97.01亿元 亏损,36氪
296,2021-10-27,温氏股份(300498.SZ)1-9月份计提各项资产减值准备18.98亿元 资产异常,智通财经
297,2021-10-27,温氏股份：前三季度净利润下滑217% 系养猪业经营亏损所致 亏损,中华网
298,2021-10-27,温氏股份前三季度净利亏损97.01亿元 亏损,北京商报
299,2021-10-27,温氏股份第三季度净亏损72亿元 在手货币资金储备达76亿元 亏损,e公司
300,2021-10-27,牧原股份，如何穿越猪周期？,品途商业评论
301,2021-10-27,深交所向温氏食品集团股份有限公司董事黄松德发出监管函 问询,每日经济新闻
302,2021-10-27,温氏股份：前三季度亏损97.01亿元 亏损,中证网
303,2021-10-27,图解温氏股份三季报：第三季度单季净利润同比减276.21% 盈利能力下降,证券之星
304,2021-10-27,温氏股份董事黄松德收监管函 问询,Wind
305,2021-10-27,成绩单！温氏股份：2021年第三季度净利润约-72.04亿元，同比下降276.21% 亏损,每日经济新闻
306,2021-10-27,温氏股份：第三季度净亏损72亿元 高毅新进前十大流通股东,财联社
307,2021-10-27,温氏股份：第三季度净利亏损72.04亿元 亏损,e公司
308,2021-10-27,温氏股份：2021年第三季度净亏损72亿元 前三季度净亏损97亿元 亏损,新浪
309,2021-10-27,温氏股份：第三季度净亏损72.04亿元 亏损,Wind
310,2021-10-27,温氏股份：第三季度净亏损72亿元 亏损,财联社
311,2021-10-27,煤炭之后猪肉蔬菜价格上涨，未来怎么走？有何投资机会？ （附股）,21世纪经济报道
312,2021-10-27,生猪价格回升至每斤8元 四季度会是养猪行业的“春天”吗,中国商网
313,2021-10-26,猪价止跌，20天涨超50%！猪企忙着去产能，猪周期拐点到了？,时代周报
314,2021-10-26,农林牧渔行业简评报告：为何现在要吹起猪周期投资的冲锋号？,新浪
315,2021-10-25,南财脱水研报｜猪价强势反弹，本轮猪周期拐点或将提前？,21经济网
316,2021-10-25,温氏股份10月25日大宗交易成交797.56万元,证券时报网
317,2021-10-25,温氏股份：公司肉鸡产品随行就市,每日经济新闻
318,2021-10-25,温氏股份：若按照正常出栏节奏，预计10-11月份外购猪苗育肥部分可以出栏完毕，届时养猪成本将逐步回归正常状态,每日经济新闻
319,2021-10-25,温氏股份：2016年-2020年公司每年生产的饲料均超过1000万吨,每日经济新闻
320,2021-10-25,A股共发生175宗大宗交易成交34.47亿元（10月25日）,Wind
321,2021-10-25,IPO又踏错节奏？新农科技二度冲A告败 还有两家猪企正在排队,北京商报
322,2021-10-25,温氏股份现1笔大宗交易 共成交797.56万元,新浪
323,2021-10-25,一个季度就亏81亿，“猪界双雄”为何也顶不住猪周期？,钛媒体
324,2021-10-25,牧原股份累募200亿扩张资产三年增1400亿 秦英林豪掷60亿低价包揽定增抄底猪周期,长江商报
325,2021-10-24,披露三季报后，这些股票获券商力挺！目标价最高竟是翻番！,Wind
326,2021-10-22,温氏股份：公司2021年半年度肉猪出栏中，广东省占比最多,每日经济新闻
327,2021-10-22,猪企全面陷入深度亏损，超2000家转向期货套保 亏损,Wind
328,2021-10-21,温氏股份跌3.12% 中信证券中泰证券华创证券高位唱多,中国经济网
329,2021-10-21,十月猪价大涨超30%，牧原股份大股东豪掷60亿“赌定”市场好转,览富财经
330,2021-10-21,谁也逃不过猪周期,斑马消费
331,2021-10-20,大北农披露三季报：营收同比增长53.55% 但成本也同比增77.69%,每日经济新闻
332,2021-10-20,猪价跌到5元左右，养猪公司开始“比惨”,中新网
333,2021-10-20,每日报告回放,新浪
334,2021-10-20,温氏股份：公司肉猪产品价格随行就市,每日经济新闻
335,2021-10-20,2022世界种业论坛暨世界畜禽产业博览会新闻发布会于10月17日在武汉召开,凤凰网
336,2021-10-20,每日理财观察：基金公司密集申报“北交所”基金,Wind
337,2021-10-20,“超级猪周期”拐点来了？十月猪价触底反弹，猪企四季度或迎转机,华夏时报
338,2021-10-20,"集体飙涨！""二师兄""风口再起，高瓴、睿远、易方达现身""猪茅""电话会，猪周期拐点来了？",券商中国
339,2021-10-20,“猪茅”又香了，知名基金经理雷鸣、胡昕炜亲自调研,Wind
340,2021-10-19,“猪茅”又香了，顶流基金经理雷鸣、胡昕炜亲自调研！左侧布局机会来了吗？,中证报
341,2021-10-19,A股强势震荡！“二师兄”崛起，华为出手储能概念股迎涨停潮,证券日报
342,2021-10-19,第三季度巨亏后股价大涨 券商：“猪肉概念”Q4或迎反击 重大损失,搜狐
343,2021-10-19,温氏股份：国内猪肉市场属于充分竞争市场，价格主要受产品供给和需求影响，是市场供需博弈的结果，公司肉猪价格随行就市,每日经济新闻
344,2021-10-19,猪价悄然回升 猪企在第三季度“全面亏损”后或迎来转机 亏损,经济观察报
345,2021-10-19,收储叠加消费旺季，猪周期迎反转,Wind
346,2021-10-19,A股收盘综述：养殖板块拔地而起，宁德时代、中国神华、兖州煤业小幅录跌,Wind
347,2021-10-19,双汇发展、温氏股份双双接近涨停，猪肉板块继续拉升,Wind
348,2021-10-19,解盘：百亿资金流入，猪产业、钠离子电池、磷化工领涨,Wind
349,2021-10-19,A股午盘综述：牧原、温氏涨超6%提振猪肉股，煤炭持续活跃、宁德时代再创新高,Wind
350,2021-10-19,晓鸣股份：温氏股份是公司的客户,每日经济新闻
351,2021-10-19,【行情】猪肉板块拉升走强，新五丰、牧原股份涨超5%，正邦科技、天邦股份、温氏股份、立华股份、唐人神等跟涨,金十数据
352,2021-10-19,61家公司获机构调研（附名单）,证券之星
353,2021-10-19,温氏股份：公司将充分利用好现有产能，做好种猪质量优化工作，主动淘汰低效母猪，替换成生产性能高的二元杂交或三系杂交母猪，做实种猪基础工作，持续降低种猪存栏均值,每日经济新闻
354,2021-10-19,龙头股公开亏损情况！这个板块深陷业绩泥潭，为何被高毅、易方达等机构密集调研？,上证报
355,2021-10-19,3000亿“猪茅”大动作！大股东计划60亿定增，抄底还是支援？,Wind
356,2021-10-18,温氏股份：已为应对猪周期底部做好资金准备,贝壳财经
357,2021-10-18,温氏股份：公司明年的出栏目标为1800万-2000万头,每日经济新闻
358,2021-10-18,农林牧渔行业周报第41期：三季度猪企业绩承压 种业板块业绩出现分化 盈利能力下降,新浪
359,2021-10-18,温氏股份：在猪价下行期，关键看谁能够顺利穿越周期底部,Wind
360,2021-10-18,温氏股份：公司会坚持采用“公司+农户（或家庭农场）”及“公司+现代养殖小区+农户”的模式,每日经济新闻
361,2021-10-18,温氏股份：公司饲料生产是公司养殖业的配套业务，主要为自产自用，暂无外销计划,每日经济新闻
362,2021-10-18,调研记录|温氏股份（300498.SZ）：部分核心生产指标已接近非瘟前的水平 肉猪生产上市量稳中有升，预计10月仍处较高规模,智通财经
363,2021-10-18,9月猪价下降46.9%，居民实现吃肉自由，养猪大户业绩惨淡 盈利能力下降,和讯
364,2021-10-18,创业板指尾盘翻红，宁德时代、温氏股份涨超4%,Wind
365,2021-10-18,农林牧渔行业2021年第41周周报：Q3业绩预告已出 如何看待生猪板块投资机会？,新浪
366,2021-10-18,【行业一线】业绩亏！股价跌，猪企何时渡过“寒冬期”？ 盈利能力下降,财华社
367,2021-10-18,猪肉板块持续反弹，温氏股份、牧原股份、新希望齐涨,Wind
368,2021-10-18,【行情】猪肉板块午后持续回升，大北农涨超7%，鹏都农牧、傲农生物、温氏股份跟涨,金十数据
369,2021-10-18,温氏股份、傲农生物涨超3.5%，养殖ETF（159865）涨超1%,资本邦
370,2021-10-18,温氏股份获逾百家机构调研 部分核心生产指标已接近非瘟前水平,e公司
371,2021-10-18,最惨猪周期来袭，温氏股份前三季度预亏百亿，拐点合适到来？ 预亏,资本邦
372,2021-10-18,三季报预亏近百亿 温氏股份开盘微跌1.45% 预亏,第一财经
373,2021-10-18,温氏股份：在生产方面已逐步走出了低谷,e公司
374,2021-10-18,看多Q4行情，看好生猪和种业,金融界
375,2021-10-18,盘前必读丨中国经济“三季报”今日出炉 温氏股份前三季度预亏近百亿元,第一财经
376,2021-10-17,温氏股份接受78家机构调研！短期主力资金净流出，或存在资金分歧,每日经济新闻
377,2021-10-17,下周操盘攻略：低估板块回暖还是赛道股继续表演？,Wind
378,2021-10-17,最惨猪企！“昔日创业板一哥”预亏超67亿，距高点大跌59% 预亏,网易
379,2021-10-16,有的巨亏近百亿元！这些上市公司三季报业绩变脸太突然 重大损失,上证报
380,2021-10-16,有的巨亏近百亿元！这些上市公司三季报业绩变脸太突然,Wind
381,2021-10-16,无为温氏家禽有限公司环境违法被罚13.116万元 环保处罚,每日经济新闻
382,2021-10-16,Wind风控日报2021年10月16日星期六,Wind
383,2021-10-16,上市公司正负面新闻2021年10月16日星期六,Wind
384,2021-10-16,猪周期“寒冬”未至，上市猪企却已集体“血亏” 亏损,Wind
385,2021-10-16,猪价续跌+饲料涨价 温氏股份前三季度预亏近百亿 预亏,上证报
386,2021-10-16,猪周期“寒冬”未至，上市猪企却已集体“血亏” 亏损,第一财经
387,2021-10-15,上市猪企“无一幸免”，同样巨额亏损，仍有公司举债逆势扩张？ 亏损,和讯
388,2021-10-15,惨惨惨！猪价、股价“双杀”，A股猪企业绩“全军覆没”，机构调研热情,时代周报
389,2021-10-15,【晚间公告抢先看】通策医疗：种植体集采是机遇并非危机！文山电力拟注入南方电网调峰调频发电公司,金融界
390,2021-10-15,温氏股份2021年前三季度预亏92.5亿元至97.5亿元 预亏,中证网
391,2021-10-15,10月16日上市公司重要公告集锦：温氏股份前三季度预亏92.5亿至97.5亿元,证券日报之声
392,2021-10-15,农林牧渔2021年三季报业绩前瞻：生猪养殖迎来“至暗时刻” 关注宠物与养殖后周期,新浪
393,2021-10-15,又一养猪巨头业绩来了！单季巨亏70亿，禽业却实现历史最好水平！ 重大损失,e公司
394,2021-10-15,五大上市猪企三季度全部预亏，3家前三季度亏光去年全年利润 预亏,澎湃新闻
395,2021-10-15,史上最惨猪周期？猪肉股几乎全军覆没 三季度业绩惨淡,搜狐
396,2021-10-15,10月15日三季报汇总：温氏股份、大唐发电等公司公告出现利空,证券之星
397,2021-10-15,养猪行业三季度深度亏损 温氏股份养殖完全成本逐渐下降，固本强基静待回归 亏损,每经网
398,2021-10-15,温氏股份前三季度肉猪养殖业务深度亏损 养禽业总体仍有盈利 亏损,上证报
399,2021-10-15,猪价大跌饲料涨价，温氏股份现深度亏损，前三季度预亏超92亿 预亏,中华网
400,2021-10-15,“同归于尽”自曝违规，刚刚“认怂”！互联网大佬宣布辞职,Wind
401,2021-10-15,养猪成了赔钱买卖，温氏股份：前三季度预亏超90亿 预亏,证券之星
402,2021-10-15,温氏股份预计前三季度平均每天亏一个亿！上市猪企业绩几乎“全军覆没”,第一财经
403,2021-10-15,温氏股份(300498.SZ)第三季度预亏67.52亿-72.52亿元 同比盈转亏 预亏,格隆汇
404,2021-10-15,温氏股份：前三季度预亏92.5亿至97.5亿元 预亏,e公司
405,2021-10-15,温氏股份：第三季度预亏67.5亿-72.5亿元 预亏,Wind
406,2021-10-15,最惨猪周期，A股猪企“团灭”！河南首富的“猪茅”今天却大涨161亿，生猪价格连涨9天，见底了？,每日经济新闻
407,2021-10-15,农林牧渔行业点评报告：9月猪企出栏量环比增加 销售均价环比回落,新浪
408,2021-10-14,农林牧渔行业点评报告：9月白羽鸡苗补栏维持高位 鸡苗及毛鸡均价下跌,新浪
409,2021-10-14,政策：支持农业产业化联合体发展；京东：推出“京心”应用平台,搜狐
410,2021-10-13,畜牧业点评系列报告：猪周期有望提前反转 布局Q4生猪绝地反击,新浪
411,2021-10-13,温氏股份：节后的猪价低点为10月6日的5.14元/斤，之后逐日反弹,每日经济新闻
412,2021-10-13,温氏股份：公司每天都会有商品肉猪出栏,每日经济新闻
413,2021-10-13,农业周报：猪价再创年内新低 生猪产能去化进行时,新浪
414,2021-10-13,温氏股份(300498)：鸡猪业务持续向好 资金充足保障扩张,新浪
415,2021-10-13,猪价反弹，相关企业加速布局,Wind
416,2021-10-13,生猪收储助力期市价格反弹，北上资金增持13只个股,Wind
417,2021-10-12,温氏股份：公司在防控非洲猪瘟疫情上已找到了有效防控方法，积累了大量宝贵的经验,每日经济新闻
418,2021-10-12,【热点零距离】生猪期货首次涨停后又涨2.69%！四季度猪价会不会反弹？,财华社
419,2021-10-12,温氏股份：公司肉猪养殖自繁自养模式较少，绝大部分出栏肉猪为与农户合作养殖,每日经济新闻
