,2021-12-31,“妖股”九安医疗跌停收官，鱼跃医疗挤掉欧普康视跻身市值前十「医疗器械周榜」,华夏时报
287,2021-10-25,公告精选丨三季报密集发布期来了！爱尔眼科等个股纷纷披露；渤海银行回应质押担保业务报道,21世纪经济报道
288,2021-10-25,张坤和千亿高瓴全跑了，2500亿“眼茅”业绩突然下滑！ 盈利能力下降,Wind
289,2021-10-25,"股民炸锅！“公募一哥”张坤和千亿高瓴全跑了，2500亿“眼茅”业绩突然下滑！顶流经理葛兰、赵蓓却大举加仓！广发吴兴武也出手了
盈利能力下降",中国基金报
290,2021-10-25,生物医药行业周报：三季报即将集中披露 建议关注业绩确定性较强的公司,新浪
291,2021-10-25,爱尔眼科第三季度营收42.5亿同比减3.5%，前9月投资现金流出21亿 盈利能力下降,搜狐
292,2021-10-25,晚间公告｜10月25日这些公告有看头,第一财经
293,2021-10-25,爱尔眼科前三季度凸显抗压能力，深化“分级连锁”巩固领先地位,中国网
294,2021-10-25,爱尔眼科公布三季报 前三季净利增加29.59%,新浪
295,2021-10-25,爱尔眼科第三季度净利同比增2% 获葛兰加仓逾3500万股,证券之星
296,2021-10-25,“眼茅”爱尔眼科前三季度净利润20亿，同比增近三成,中新经纬
297,2021-10-25,爱尔眼科前三季度净利润同比增长29.59%,上证报
298,2021-10-25,“眼茅”三季报出炉 爱尔眼科前三季净利20亿元 同比增30%,第一财经
299,2021-10-25,图解爱尔眼科三季报：第三季度单季净利润同比增2.05%,证券之星
300,2021-10-25,爱尔眼科第三季度净利增长2.05%，葛兰加仓3557万股,阿尔法工场
301,2021-10-25,爱尔眼科第三季度营收42.48亿元，同比减少3.48% 盈利能力下降,乐居财经
302,2021-10-25,爱尔眼科：前三季净利润20.03亿元 同比增29.59%,新浪
303,2021-10-25,爱尔眼科(300015.SZ)：前三季度扣非净利润升37.58%至21.75亿元,格隆汇
304,2021-10-25,爱尔眼科：第三季度净利8.88亿元，同比增长2.05%,36氪
305,2021-10-25,爱尔眼科：前三季度净利润20亿元，同比增长29.59%,证券时报网
306,2021-10-25,爱尔眼科：前三季净利20.03亿元 同比增29.59%,财联社
307,2021-10-25,爱尔眼科：第三季度净利润8.88亿元，同比增长2.05%,Wind
308,2021-10-25,爱尔眼科：前三季度净利润同比增长29.59%,Wind
309,2021-10-23,再捐一个亿，近两成净利润用于公益事业，爱尔眼科的“小目标”与“大目标”,时代财经
310,2021-10-23,证券时报：资本市场没有永远的神,Wind
311,2021-10-22,季报行情打响 这三大行业稳增长势头不改,金融投资报
312,2021-10-21,Wind医药：每日行业动态（2021-10-21）,Wind
313,2021-10-20,爱尔眼科拟收购5家眼科机构 深化“分级连锁”体系,中证网
314,2021-10-20,A股共发生181宗大宗交易成交32.71亿元（10月20日）,Wind
315,2021-10-20,"爱尔眼科现1笔大宗交易 共成交1,006.42万元",新浪
316,2021-10-20,爱尔眼科今日大宗交易成交21.50万股，成交价46.81元溢价0.0%,Wind
317,2021-10-20,爱尔眼科拟收购五家公司部分股权，深化“分级连锁”体系,资本邦
318,2021-10-20,【兴证医药】短期调整不改长期方向，聚焦三季报业绩高增长优质公司 - 医药行业周报（2021.10.11.-2021.10.15）,兴证医药健康
319,2021-10-19,爱尔眼科(300015.SZ)：拟向湖南爱眼公益基金会捐赠共计1亿元,格隆汇
320,2021-10-19,晚间重要公告2021年10月19日星期二,Wind
321,2021-10-19,湖南区域股市周报：板块总市值跌505亿 大湖股份跌17.37%跌幅第一,每日经济新闻
322,2021-10-19,爱尔眼科拟收购5家眼科医院，总计耗资2.79亿元,阿尔法工场
323,2021-10-19,晚间公告｜10月19日这些公告有看头,第一财经
324,2021-10-19,爱尔眼科(300015.SZ)：拟2.79亿元收购5家眼科医院部分股权,格隆汇
325,2021-10-19,爱尔眼科(300015.SZ)拟向湖南爱眼公益基金会捐赠1亿元,智通财经
326,2021-10-19,爱尔眼科(300015.SZ)拟收购鞍山爱尔等五家医院股权 完善区域市场布局,智通财经
327,2021-10-19,爱尔眼科：拟收购多家眼科医院,财联社
328,2021-10-19,爱尔眼科：拟收购鞍山爱尔、沧州爱尔、阜阳爱尔、廊坊爱尔和秦皇岛爱尔部分股权,每日经济新闻
329,2021-10-19,2021年度中国企业ESG案例评选榜单：爱尔眼科等40家公司入选,财联社
330,2021-10-18,医药行业周报：卫健委再发重磅文件 加快三明改革在全国推广,新浪
331,2021-10-18,医药生物行业周报：疫苗加强针接种工作陆续开启 关注三季报业绩预期差投资机会,新浪
332,2021-10-18,医药生物行业周报：季度业绩波动该如何应对,新浪
333,2021-10-18,医药生物行业周报：国家将深入推广福建省三明市医改经验,新浪
334,2021-10-18,生物医药行业周报：板块出现波动 建议关注业绩确定性强的标的,新浪
335,2021-10-18,医药生物行业：创新药国谈价格前瞻分析,新浪
336,2021-10-14,起底大佬｜初步起底朱少醒、张坤到底强在哪？,证券之星
337,2021-10-14,爱尔眼科跌8.52% 安信证券中信证券8月底喊买入,中国经济网
338,2021-10-14,通策医疗跌停，爱尔眼科跌破8%，医药ETF基金（159838）收跌2.21%，场内持续溢价 连续下跌,资本邦
339,2021-10-14,千亿白马大跌刷屏！万亿风口却爆发，超级龙头狂拉40%,Wind
340,2021-10-14,突然炸雷！千亿级白马暴跌刷屏，一则传闻吓懵市场！万亿风口却爆发，超级龙头狂拉40%，这次能跑多远？,券商中国
341,2021-10-14,A股资金流向（10月14日）：主线之争！新能源KO消费暂时领先,Wind
342,2021-10-14,A股收盘综述：光伏、工业母机、储能板块飙升，沪锌涨停刺激有色ETF创新高,Wind
343,2021-10-14,爱尔眼科、贝达药业跌超6%，科创创业ETF（588360）跌超0.4%,资本邦
344,2021-10-14,【行情】医美概念午后持续低迷，漱玉平民跌超10%，爱尔眼科、澳洋健康、华熙生物跟跌,金十数据
345,2021-10-14,白酒医药突发跳水！新能源大爆发，狂掀涨停潮,Wind
346,2021-10-14,双创基金ETF（159783）盘中成交破1.5亿元,Wind
347,2021-10-14,医药股集体下跌：通策跌停，爱尔眼科跌超5%,格隆汇
348,2021-10-14,创业板指翻绿，爱尔眼科急跌超6%,Wind
349,2021-10-13,爱尔眼科第三届投资者接待日报名正式开启,中国网
350,2021-10-13,医美板块今日逆势大涨！行业快速发展，有望成为全球规模最大市场之一！机构关注度高，28股获北向资金加仓（附股）,证券时报
351,2021-10-13,医药生物行业双周报：行业估值处于历史平均以下 择优布局优质标的,新浪
352,2021-10-12,爱尔眼科参股投资眼科医院,乐居财经
353,2021-10-12,资金流向分析,新浪
354,2021-10-11,二季度，这些医药股获QFII增仓超过500万股,制药网
355,2021-10-11,海通证券：维持爱尔眼科(300015.SZ)“优大于市”评级 价值区间58.35-72.22元,智通财经
356,2021-10-11,医药生物行业2021年10月投资策略：关注三季报增长与估值切换,新浪
357,2021-10-11,医药行业周报：默沙东新冠药数据公布 腾盛博药递交FDA+EUA申请,新浪
358,2021-10-11,创业板指跌超1%，迈瑞医疗均跌近4%,Wind
359,2021-10-11,A股早报2021年10月11日星期一,Wind
360,2021-10-11,顶流基金经理出手！张坤两天狂买8亿招商银行，赵枫也现身,Wind
361,2021-10-11,医药行业周报：本周医药板块上涨0.27 建议关注双限政策及新冠药物板块,新浪
362,2021-10-10,湖南区域股市周报：板块总市值跌419亿 爱尔眼科市值增长82.17亿,每日经济新闻
363,2021-10-09,医疗服务行业深度报告：公立医院高质量发展下 优质民营医院迎来更大发展机会,新浪
364,2021-10-09,中金医药月度10+7组合：2021年10月组合,新浪
365,2021-10-09,逾千家A股公司披露ESG报告，信息含金量有待进一步提高,Wind
366,2021-10-08,"爱尔眼科现4笔大宗交易 共成交8,083.20万元",新浪
367,2021-10-08,爱尔眼科今日大宗交易成交160万股，成交价50.52元折价5.0%,Wind
368,2021-10-08,医药行业周报：国庆期间海外抗疫板块出现波动 建议理性看待新冠口服药影响,新浪
369,2021-10-08,兴证医药2021年10月投资月报：新冠药物新冠疫苗专题分析,新浪
370,2021-10-07,【浙商医药┃孙建】周报：国内细胞治疗行业是好赛道么？,杏林建研
371,2021-10-07,2021年前三季度研报精选·医药,中信建投证券研究
372,2021-10-01,白云山被天华超净挤出榜单前十，爱尔眼科市值增长68亿元「医疗器械周榜」,华夏时报
373,2021-09-30,爱尔眼科：公司未生产或销售彩色隐形眼镜,每日经济新闻
374,2021-09-30,"爱尔眼科现2笔大宗交易 共成交2,840.88万元",新浪
375,2021-09-30,爱尔眼科：爱尔投资解质约1681.97万股，占总股本0.31%,乐居财经
376,2021-09-30,爱尔眼科(300015.SZ)控股股东爱尔投资解质1681.97万股,智通财经
377,2021-09-30,爱尔眼科：爱尔投资解除质押约1682万股,每日经济新闻
378,2021-09-30,行业首发｜2021中国企业培训直播应用白皮书,凤凰网
379,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
380,2021-09-29,医药行业周报：板块性价比渐突出 Q3业绩延续较好增长趋势,新浪
381,2021-09-29,爱尔眼科参股投资河源爱尔眼科，投资比例75%,乐居财经
382,2021-09-28,聚力共赢 京东方艺云与爱尔眼科达成战略合作,凤凰网
383,2021-09-27,广发再融资主题风格漂移“文不对题”，投资新秀思路保守，底仓疑似踏空,红周刊
384,2021-09-27,北向资金今日净买入14.77亿元，白酒股连续第二日遭疯抢,Wind
385,2021-09-27,"爱尔眼科现7笔大宗交易 共成交12,752.64万元",新浪
386,2021-09-27,医药生物行业周报：确认政策底 行业迎来布局良机,新浪
387,2021-09-27,茅指数一度涨超3%，金龙鱼、中免、爱尔眼科、韦尔、亿纬锂能均涨6%左右,Wind
388,2021-09-27,医药生物行业周报：从景气度、竞争力、外需逻辑看诺禾致源投资价值,新浪
389,2021-09-26,医药生物行业：海外新冠治疗药物有望Q4陆续获批 重点推荐相关CDMO标的,新浪
390,2021-09-26,医药生物行业研究周报：从医疗服务价格调整看康复行业机会(第79篇),新浪
391,2021-09-24,北向资金疯狂抢筹大消费板块，五粮液创历史最大净买入,Wind
392,2021-09-24,爱尔眼科证券事务代表黄强：更多眼科同行顺利上市 将有利于整个行业发展,全景网
393,2021-09-23,爱尔眼科慈善之路：重视家国意识、拥抱国际视野,凤凰网
394,2021-09-22,医药行业周报：关节集采降价温和 板块情绪开始回暖,新浪
395,2021-09-22,毛利率超50%、营收占比第一，爱尔眼科的屈光项目被前员工自曝术后视力反下降 盈利能力下降,每日经济新闻
396,2021-09-22,医药生物行业周报：人工关节拟中选结果好于预期 市场紧张情绪得到缓解,新浪
397,2021-09-22,医药生物行业周报：把握景气度持续向上板块和个股估值修复机会,新浪
398,2021-09-22,2大重仓股赚300亿！高瓴A股投资版图来了（名单）,Wind
399,2021-09-22,医药行业周报：本周医药板块涨幅居前 看好医药行业景气回归,新浪
400,2021-09-21,民营眼科医院上市潮背后：业绩并购依赖症难解,Wind
401,2021-09-21,医药生物行业周报：医药反弹是否可持续,新浪
402,2021-09-18,医药行业“专精特新”专题报告：走进“新”时代,新浪
403,2021-09-18,高额溢价收购被指利益输送，两月市值跌千亿！爱尔眼科咋了？,中新经纬
404,2021-09-17,爱尔眼科今日大宗交易成交165万股，成交价49.46元折价4.99%,Wind
405,2021-09-17,医药白酒大反攻，煤炭崩了！分析师激动：浪子回头,Wind
406,2021-09-17,A股收盘综述：市场高抛煤、钢、稀土、锂，“吃药喝酒”局面再现或因基金纠正风格漂移,Wind
407,2021-09-17,欧普康视、迈瑞医疗、爱尔眼科涨超7%，科创创业ETF（588360）涨超1.5%,资本邦
408,2021-09-17,医疗白酒大爆发，4000亿巨头狂拉9%！煤炭跌7%,Wind
409,2021-09-17,煤炭板块重挫逾7%！白酒飙升3%，医药重新崛起,Wind
410,2021-09-17,A股午盘综述：迈瑞医疗、爱尔眼科推升创业板，兖州煤业闪崩跌停下拉资源板块,Wind
411,2021-09-17,医疗保健板块震荡走高 迈瑞医疗、爱尔眼科等大涨,证券时报网
412,2021-09-17,医疗板块全面上攻，医疗ETF近两月首次站上30日均线,Wind
413,2021-09-17,迈瑞医疗、爱尔眼科、通策医疗均涨超5%，市场资金回补医疗保健股,Wind
414,2021-09-17,A股早报2021年9月17日星期五,Wind
415,2021-09-16,医药生物行业研究周报：当前阶段医药行情的主要矛盾及化解,新浪
416,2021-09-16,爱尔眼科今日大宗交易成交200万股，成交价46.26元折价4.99%,Wind
417,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
418,2021-09-16,A股资金流向（9月16日）：战神“锂布”马失前蹄，新能源产业链集体遭抛售,Wind
419,2021-09-15,创业板指跌超1%，宁德时代、爱尔眼科、智飞生物、亿纬锂能、汇川技术全线调整,Wind
420,2021-09-14,外资周报第98期：北上流入提速 成交持续活跃,新浪
421,2021-09-14,医药生物行业双周报：医药行业长坡厚雪 仍为投资主线,新浪
422,2021-09-13,医药生物行业中报透视CXO：板块增长强劲 边际变化持续向好,新浪
423,2021-09-13,医药生物行业点评：本周板块企稳 建议关注胰岛素和人工关节集采,新浪
424,2021-09-12,集采常态下天华超净强劲涨停 爱尔眼科市值增长169亿重回一哥宝座「医疗器械周榜」,华夏时报
425,2021-09-10,医药生物行业：风物长宜放眼量,新浪
426,2021-09-09,爱尔眼科：爱尔投资累计质押约9465万股,每日经济新闻
427,2021-09-09,爱尔眼科(300015.SZ)控股股东爱尔投资解除质押1970.8万股,智通财经
