,2021-12-31,一汽解放： 拓展商用车后市场 培育更多盈利增长点,发布易
1260,2019-05-28,董明珠“造车版图”再扩张，格力为吉利、一汽提供设备及方案,证券日报
1261,2019-05-24,一汽轿车龙虎榜数据（5月24日）,Wind
1262,2019-05-24,一汽轿车今日尾盘一度触及涨停，深股通小幅净卖出,Wind
1263,2019-05-24,[快讯]14:30一汽轿车、立思辰等4只股票封涨停,中财网
1264,2019-05-24,汽车股直线拉升，一汽夏利涨停,Wind
1265,2019-05-13,4月车市深评：吉利跌奇瑞增，德美下滑日系飘红，新能源大势初定,盖世汽车
1266,2019-05-09,与博郡合资新能源车一汽夏利能否被救赎？,新京报
1267,2019-05-08,上市车企一季度财报分析,汽车工信网
1268,2019-05-07,一汽轿车股份有限公司关于2019年第一季度报告的补充更正公告,证券时报
1269,2019-05-07,知情人士：一汽集团接近达成协议，对拜腾投资1亿美元,Wind
1270,2019-05-06,一汽轿车一季度净利3854万 同比下滑26% 现金流量净额为8912万元 盈利能力下降,挖贝网
1271,2019-04-30,过半车企一季度净利下滑 新能源汽车成车企增长新动力 盈利能力下降,e公司
1272,2019-04-30,"汽车行业:商务部宣布采取措施提振汽车消费,三月末零售销量向好",正点财经
1273,2019-04-30,汽车业利润下滑4.7% 油耗积分拖累长城业绩 盈利能力下降,第一财经
1274,2019-04-29,一汽轿车一季度净利润下滑26.2% 同业竞争仍在解决中 盈利能力下降,每日经济新闻
1275,2019-04-29,一汽轿车：一季度净利同比下滑26.2% 盈利能力下降,e公司
1276,2019-04-29,一汽轿车：一季度净利润同比减26.20% 盈利能力下降,Wind
1277,2019-04-28,一汽富维一季度净利润下滑6.93% 引入战略投资者仍“未果” 盈利能力下降,每日经济新闻
1278,2019-04-24,汽车：一汽轿车公布重组预案 荐11股,和讯
1279,2019-04-24,券商首次关注9股并给予买入评级（4月24日）,Wind
1280,2019-04-23,【财通汽车】一汽轿车(000800)：重卡绝对龙头解放,勇闯车坛
1281,2019-04-22,汽车：央企改革大幕已开 中国一汽率先登场,和讯
1282,2019-04-22,【新时代中小盘 孙金钜团队】国企改革提速，定增折价率大幅跳升,新时代证券研究
1283,2019-04-19,一汽整体上市再露端倪 一汽夏利大概率转型新能源,华夏时报
1284,2019-04-19,【财通汽车】汽车行业国企改革专题：汽车国企改革全面加速，资产证券化为投资主线,勇闯车坛
1285,2019-04-18,搁置八年再提速一汽整体上市还面临四道坎,中金在线
1286,2019-04-18,四因素助力汽车板块价值回归 机构力荐7只低估值绩优股,证券日报
1287,2019-04-17,汽车股今日大涨，机构、游资接力炒作,Wind
1288,2019-04-17,一汽轿车龙虎榜数据（4月17日）,Wind
1289,2019-04-17,一汽轿车拟置入解放重卡 资产大换血能否重现辉煌,新浪
1290,2019-04-17,[快讯]13:30一汽夏利、一汽轿车等4只股票封涨停,中财网
1291,2019-04-17,一汽解放注入一汽轿车在即，集团整体上市传闻再起,21世纪经济报道
1292,2019-04-17,一汽轿车高开9%，此前连续3日涨停,Wind
1293,2019-04-16,一汽集团合作伙伴马自达确认：一汽集团将整体上市,Wind
1294,2019-04-16,中国一汽董事长徐留平：到2025年约40%的红旗车将以电力驱动,Wind
1295,2019-04-16,大众汽车加快推进中国电动汽车市场进度,Wind
1296,2019-04-16,[快讯]09:30重庆燃气、一汽轿车等10只股票封涨停,中财网
1297,2019-04-16,一汽轿车连续3日涨停，拟置入一汽解放,Wind
1298,2019-04-15,大众汽车：合资企业任何股权的变动都需要得到双方的支持,Wind
1299,2019-04-15,数据复盘|近19亿主力资金加仓银行股 机构资金持续出逃视觉中国,证券时报网
1300,2019-04-15,一汽轿车龙虎榜数据（4月15日）,Wind
1301,2019-04-15,A股早报2019年4月15日星期一,Wind
1302,2019-04-13,一汽轿车置入解放！一汽离整体上市再进一步还是渐行渐远？| 中国汽车报,中国汽车报
1303,2019-04-13,改革红利释放央企资产证券化提速换挡,证券时报
1304,2019-04-12,一汽轿车置出乘用车业务一汽集团整体上市有新选择?,国际金融报
1305,2019-04-12,车企去年净利差异大：东风增长最多 一汽轿车下滑4成,新京报
1306,2019-04-12,汽车央企改革登场，三集团公司爆红，整合之路如何走,Wind
1307,2019-04-12,涨停板解密：三板块个股逆市火爆！（4月12日）,Wind
1308,2019-04-12,一汽轿车置入一汽解放100%股权 一汽集团整体上市路径显现,经济观察网
1309,2019-04-12,A股异动 | 一汽轿车复牌涨停 拟一汽解放重组,格隆汇
1310,2019-04-12,资产重组“鞋子落地”：一汽轿车复牌涨停，一汽夏利迎第七个涨停板,21世纪经济报道
1311,2019-04-12,一汽轿车或将收购一汽解放100%股权,第一财经日报
1312,2019-04-12,一汽轿车涨停 主营业务将变更为商用车开发等 业务变化,证券时报
1313,2019-04-12,三大汽车央企改革在路上 东安动力等5股集体涨停,金融界
1314,2019-04-12,快讯：一汽轿车拟注入一汽解放资产 竞价一字板涨停,新浪
1315,2019-04-12,一汽轿车开盘涨停 封单超200万手,e公司
1316,2019-04-12,拟置入一汽解放 一汽轿车复牌涨停,金融界
1317,2019-04-12,一汽轿车开盘涨停，拟置入一汽解放,Wind
1318,2019-04-12,【财通汽车】一汽轿车资产重组事件点评：央企改革大幕已开，中国一汽率先登场,勇闯车坛
1319,2019-04-12,沪深两市上市公司复牌一览表（4月12日）,Wind
1320,2019-04-12,12日最新公告透露利好 15只个股有潜力,中金在线
1321,2019-04-12,一汽轿车要改做商用车了! 一汽解放拟注入 估值或达280亿元,全景网
1322,2019-04-12,一汽轿车拟置入一汽解放：困扰八年的同业竞争问题终将解决,21世纪经济报道
1323,2019-04-11,一汽轿车拟置换一汽解放 主营业务变更为商用车研发销售 业务变化,证券时报网
1324,2019-04-11,一汽轿车拟置入一汽解放 商用车将成主营业务,中证网
1325,2019-04-11,一汽轿车：关于披露重大资产重组预案暨股票复牌的提示性公告,深交所
1326,2019-04-11,一汽轿车拟置入一汽解放主业变更为商用车研发销售 12日复牌,金融界
1327,2019-04-11,一汽轿车：拟置入一汽解放100%股权 主业变更为商用车研发销售,e公司
1328,2019-04-11,一汽轿车：拟置入一汽解放，股票复牌,Wind
1329,2019-04-09,关注丨谁来拯救一汽夏利？,每日经济新闻
1330,2019-04-08,战略备受拷问，销量暴跌的一汽马自达还能撑多久？ 盈利能力下降,凤凰网
1331,2019-04-04,一汽轿车拟并购一汽解放:或谋求一汽解放商用车上市,中国经营网
1332,2019-04-04,一汽轿车突曝并购一汽解放 承诺期将至倒逼一汽整体上市,盖世汽车
1333,2019-04-03,公告精选：顺丰控股、晨光文具等披露股东减持计划；一汽轿车筹划重大资产重组拟注入一汽解放,每日经济新闻
1334,2019-04-03,9家车企拼业绩，谁才是赚钱“王者”？,每日经济新闻
1335,2019-04-03,一汽轿车：正推进重大资产重组相关工作 继续停牌不超5个交易日,中证网
1336,2019-04-03,一汽轿车：4月4日继续停牌 停牌时间不超过5个交易日,腾讯网
1337,2019-04-03,一汽轿车：正在筹划以资产置换等方式购买一汽解放汽车股权,金融界
1338,2019-04-03,汽车：一汽轿车重大资产重组 荐11股,和讯
1339,2019-04-02,一汽夏利（000927.SZ）：三连板停牌核查的背后 隐藏着什么“秘密”？,格隆汇
1340,2019-04-02,一汽轿车去年净利1.55亿元 同比下滑45% 董事长奚国华未在公司领取报酬,挖贝网
1341,2019-04-02,一汽轿车拟收购一汽解放股份,北京商报
1342,2019-04-01,一汽轿车发布2018年财报 营收利润双下滑 盈利能力下降,每日经济新闻
1343,2019-04-01,一汽轿车净利润下滑超40% 一汽夏利“卖资产”扭亏,新京报
1344,2019-04-01,一汽轿车重组并购一汽解放 一汽集团或再启整体上市,新京报
1345,2019-04-01,一汽解放资产重组 一汽夏利股票获三个涨停板,凤凰网
1346,2019-04-01,"一汽富维:一汽轿车并购解放,公司或受益于一汽集团深化改革",长城证券
1347,2019-03-30,一汽轿车(000800.SZ)2018年扣非净利降6.43%至1.79亿元 拟10股派0.3元 盈利能力下降,格隆汇
1348,2019-03-29,一汽解放资产注入一汽轿车一汽整体上市迈出第一步?,国际金融报
1349,2019-03-29,一汽系上市公司2018财报:一汽轿车净利腰斩，一汽夏利“卖身”扭亏,21经济网
1350,2019-03-29,一汽轿车：2018年净利润1.55亿元 同比下降44.88%,中证网
1351,2019-03-29,一汽轿车：2018年度整车销量21.12万辆 净利下滑约45% 盈利能力下降,e公司
1352,2019-03-29,一汽轿车：2018年净利润同比减44.88% 盈利能力下降,Wind
1353,2019-03-29,一汽轿车拟收购一汽解放股权,广州日报
1354,2019-03-29,为上市做足准备 一汽集团内部开始大刀阔斧,网通社
1355,2019-03-28,拟购入解放股权！一汽轿车要成为一汽整体上市的新平台？| 中国汽车报,中国汽车报
1356,2019-03-28,一汽轿车拟重组并购一汽解放 国企重组再升温,晨哨网
1357,2019-03-28,重磅 | 一汽轿车连夜放大招！拟购买一汽解放股权，一汽将启动整体上市？,每日经济新闻
1358,2019-03-28,停牌5个交易日 一汽轿车拟收购一汽解放,汽车之家
1359,2019-03-28,一汽轿车拟并购一汽解放 是否涉及控股股东履诺引关注,e公司
1360,2019-03-28,【财通汽车】一汽轿车资产重组事件点评：汽车央企改革大幕开启,勇闯车坛
1361,2019-03-28,一汽轿车重大资产重组停牌收购解放汽车市场如何打分？,号外财经网
1362,2019-03-28,一汽轿车重启重大资产重组：拟购买一汽解放股权，今起停牌,澎湃新闻
1363,2019-03-27,一汽轿车：筹划并购一汽解放 3月28日起停牌,中证网
1364,2019-03-27,一汽轿车：筹划重大资产重组 28日起停牌,金融界
1365,2019-03-27,停牌！一汽轿车拟收购一汽解放股份,每日经济新闻
1366,2019-03-27,一汽轿车(000800.SZ)拟以资产置换及发行股份购买一汽解放股权 明日停牌,格隆汇
1367,2019-03-27,一汽轿车：筹划并购一汽解放，股票停牌,Wind
1368,2019-03-27,有人涨停有人闪崩！今天，汽车产业股“大地震”！ 自然灾害,中国基金报
1369,2019-03-26,长春车市调查： 一汽-大众在家门口失守 小众品牌更节节败退,第一财经日报
1370,2019-03-23,阿里腾讯罕见再联手！投近100亿，要干这件大事,中国基金报
1371,2019-03-22,和土豪做朋友，阿里系再次引爆A股，小伙伴一起嗨,Wind
1372,2019-03-22,汽车股午后集体走强，东风汽车涨停,Wind
1373,2019-03-19,大众汽车品牌中国与一汽-大众成立新合资企业，将提供车辆互联服务,Wind
1374,2019-03-19,奥迪售价下调，最大降幅达55000元,Wind
1375,2019-03-13,大众汽车品牌计划在2023年年底前通过自动化裁减至多7000个职位,Wind
1376,2019-03-11,一汽轿车股价大涨5.33%,中金在线
1377,2019-03-08,一汽撤销解放事业本部和奔腾事业本部,Wind
1378,2019-03-05,一汽轿车试点市场化选聘，能否激发活力助翻身？,新京报
1379,2019-03-05,柳长庆续任一汽轿车总经理 市场化选聘能让奔腾翻身吗？,盖世汽车
1380,2019-03-05,柳长庆连任一汽总经理 立军令状促进销量,网通社
1381,2019-03-01,一汽轿车续聘柳长庆为公司总经理,新京报
1382,2019-03-01,公告精选：佳都科技中标119亿元项目 两券商股遭上市公司减持,e公司
1383,2019-03-01,7家车企相继高层“大换血”，能摆脱车市“水逆”吗？| 中国汽车报,中国汽车报
1384,2019-03-01,一汽轿车：聘任柳长庆为总经理,e公司
1385,2019-03-01,从互相看不起到甜蜜牵手，传统车企和造车新势力经历了什么？,盖世汽车
1386,2019-02-28,一汽轿车的尴尬：深陷销量困境 已有经销商放弃奔腾,新浪
1387,2019-02-28,由竞争转为合作，传统车企与造车新势力的关系变了吗？,和讯
1388,2019-02-26,云度携手一汽轿车研发新能源车,北京晚报
1389,2019-02-26,汽车行业:威孚高科,信达证券
1390,2019-02-25,加深新能源布局 一汽轿车将与云度合作,爱卡汽车
1391,2019-02-23,云度与一汽轿车合作 共同研发新车型,EV视界
1392,2019-02-23,云度成第5家牵手一汽的造车新势力！双方图的是啥？| 中国汽车报,中国汽车报
1393,2019-02-23,云度与一汽轿车合作，爱驰确定收购陆风，国机资质落地遇险| 造车新势力周报,汽车商业评论
1394,2019-02-23,E周新势力 | 云度携手一汽轿车；爱驰汽车超级工厂贯通；车和家即将获得生产资质,第一电动网
1395,2019-02-22,与云度汽车达成战略合作 一汽集团“收拢”五家新造车企业,经济观察网
1396,2019-02-22,云度牵手一汽轿车 在新能源领域展开合作,盖世汽车
1397,2019-02-22,云度新能源与一汽轿车签署合作协议共同发力新能源汽车领域,腾讯网
1398,2019-02-22,云度新能源携手一汽轿车，共同研发新能源乘用车,北京商报
1399,2019-02-21,一汽夏利今日盘中涨停 一汽轿车法定代表人变更为奚国华,每日经济新闻
1400,2019-02-21,一汽轿车法定代表人发生变动 一汽系拉升一汽夏利涨停,金融界
1401,2019-02-21,快讯：汽车整车板块走强 一汽夏利大涨超6%,新浪
1402,2019-02-21,一汽系两股盘中冲高 一汽轿车法定代表人变动,e公司
1403,2019-02-21,一汽轿车法定代表人发生变动 由王国强变更为奚国华,e公司
1404,2019-01-22,2018年国内车企销量出炉：优胜劣汰加剧（全名单）,观察者网
1405,2019-01-22,柳长庆：一汽轿车从三个方面践行绿色发展理念,新华网
1406,2019-01-21,整合加速 一汽自主品牌在寒冬中寻求突破,第一财经日报
1407,2019-01-19,一汽轿车奔腾T77销量达万台,Wind
1408,2019-01-18,一汽夏利高层换血：4年5次抛售重大资产 否认成空壳,中国经营网
1409,2019-01-10,大众与中国一汽成立合资公司，推进快速充电站网络架设,Wind
1410,2019-01-05,一汽夏利清空价值资产 一汽集团开启IPO前大腾挪？,华夏时报
1411,2019-01-04,一汽集团或将2019重启整体上市,盖世汽车
1412,2019-01-04,各有各的“小心思”！2018年中国汽车圈八大人事变动案,盖世汽车
1413,2018-12-29,奔腾“归位” 奚国华当选一汽轿车新任董事长,e公司
1414,2018-12-28,汽车股午后异动，安凯客车大涨6%,Wind
1415,2018-12-27,58天交付近4000台车！80后CEO解读新特造车三部曲,腾讯网
1416,2018-12-11,吉利汽车、观致汽车、一汽轿车等21个品牌库存深度超两月,盖世汽车
1417,2018-12-05,一汽系调整加快 整体上市或提速？,新京报
1418,2018-12-05,丰田中国11月汽车销量同比增逾20%，日产中国销量同比下降,Wind
1419,2018-12-04,一汽轿车与新加坡国立大学战略合作,e公司
1420,2018-12-04,中国一汽官微：雷克萨斯确认由一汽国产,Wind
1421,2018-12-01,动作频频 一汽集团整体上市加速？,国际金融报
1422,2018-12-01,11月30日∣瓜子二手车因广告不实被罚1250万，蔚来ES6明日开始优先预定 其他违规处罚,Ofweek
1423,2018-11-30,一汽轿车与苏宁易购战略合作：打通线上线下双渠道,驱动之家
1424,2018-11-30,一汽轿车与苏宁易购合作布局汽车新零售,Wind
1425,2018-11-30,一汽轿车与苏宁易购合作布局汽车新零售,新京报
1426,2018-11-27,新造车势力争夺一汽富维控制权 一汽整体上市再除障碍,证券日报
1427,2018-11-19,阿里巴巴AliOS和一汽轿车股份有限公司达成技术合作,Wind
1428,2018-11-16,丰田在华将追加电动化投资，暂未有改变合资公司股比的意愿,Wind
1429,2018-11-16,丰田汽车预计中国子公司今年将超过140万辆的销售目标,Wind
1430,2018-11-15,大众中国CEO海兹曼：大众及合作伙伴明年在中国投资40亿欧元,Wind
1431,2018-11-13,市场监管总局发布两条汽车召回信息 产品问题,中国市场监管
1432,2018-11-13,一汽启动召回超28万辆奔腾、马自达6：存在行驶中熄火隐患,澎湃新闻
1433,2018-11-08,一汽集团董事长：计划红旗明年销量在今年基础上再增3倍到4倍,Wind
1434,2018-11-07,一汽代工贵阳版“蔚来”汽车 奔腾减产为其让路,中金在线
1435,2018-11-06,中国14家汽车上市公司2018年前三季度业绩,飞灵汽车
1436,2018-11-06,一汽系列个股纷纷拉升 一汽轿车盘中涨停,证券时报网
1437,2018-11-06,一汽系盘中异动，一汽夏利、一汽轿车冲击涨停,Wind
1438,2018-11-05,汽车：工信部公布第五批减免车船税新能源车型目录 荐4股,渤海证券
1439,2018-11-01,李彦宏：百度将与一汽合作量产L4级别乘用车,Wind
1440,2018-11-01,上市车企三季报出炉：一汽轿车、江淮净利下降超五成 盈利能力下降,每日经济新闻
1441,2018-11-01,汽车行业周报:十月前半段乘用车销量仍然疲弱,东兴证券
1442,2018-10-31,首批新特DEV1在一汽长春工厂下线，计划12月15日完成4000台交付,亿欧网
1443,2018-10-30,一汽轿车：前三季度净利同比下滑53.6% 获证金增持 盈利能力下降,e公司
1444,2018-10-30,一汽轿车：前三季度净利润同比减53.60% 盈利能力下降,Wind
1445,2018-10-29,汽车：特斯拉Q3实现盈利,上海证券
1446,2018-10-29,澄清公告既出 一汽轿车一汽夏利双双开板,e公司
1447,2018-10-28,一汽轿车、一汽夏利：银行授信额度为“意向性”授信额度 不代表真实资金需求,e公司
1448,2018-10-28,一汽轿车、一汽夏利：中国一汽获得万亿元授信额度目前对公司不构成影响,Wind
1449,2018-10-27,一汽系个股再涨停，万亿授信后劲十足？,盖世汽车
1450,2018-10-26,一汽轿车、一汽夏利连续涨停 游资席位持续炒作,第一财经
1451,2018-10-26,涨停板解密：房地产股全面爆发！（10月26日）,Wind
1452,2018-10-26,龙虎榜：一汽轿车、一汽夏利连续涨停 游资炒作,e公司
1453,2018-10-26,一汽轿车龙虎榜数据（10月26日）,Wind
1454,2018-10-26,一汽系个股继续走强 一汽轿车等涨停,证券时报网
1455,2018-10-26,一汽系个股继续走强 一汽夏利一汽轿车二连板,e公司
1456,2018-10-26,【异动股】汽车板块高开高走 一汽轿车(000800-CN)再度涨停,财华社
1457,2018-10-26,万亿元授信支持下一汽集团能否被救赎？,新京报
1458,2018-10-26,快讯：汽车整车板块盘初活跃 一汽轿车涨停,新浪
1459,2018-10-26,获16家银行1万亿授信 一汽夏利、一汽轿车高开接近涨停,金融界
1460,2018-10-25,涨停板解密：券商股再度掀涨停潮！（10月25日）,Wind
1461,2018-10-25,午评：大盘再现调整 一汽系个股逆势走强,e公司
1462,2018-10-25,获16家银行10000亿授信，一汽系多股开盘涨停！,云掌财经
1463,2018-10-25,一汽夏利、一汽轿车早盘双双涨停,证券时报网
1464,2018-10-25,一汽轿车早盘封涨停 成交额3591万元封单12.9万手,腾讯网
1465,2018-10-25,巨丰热点：万亿授信引爆一汽系 汽车板块呈现活跃,巨丰财经
1466,2018-10-25,一汽系上市公司大涨 一汽夏利、一汽轿车涨停,e公司
1467,2018-10-25,一汽集团获16家银行超1万亿授信 一汽轿车等3股涨停,金融界
1468,2018-10-25,一汽获超1万亿意向性授信，多只概念股涨停,Wind
1469,2018-10-25,车企布局智能网联(2),新京报
1470,2018-10-25,车企布局智能网联(1),新京报
1471,2018-10-24,中国一汽与16家银行签署战略合作协议，获意向性授信超1万亿元,Wind
1472,2018-10-24,一汽轿车与百度网讯达成合作 前三季度整车销量预降8.98%,挖贝网
1473,2018-10-24,量产车载产品 百度与一汽集团合作深化,汽车之家
1474,2018-10-23,一汽轿车拟与百度合作 提升车联网产品研发及制造水平,中证网
1475,2018-10-23,一汽轿车与北京百度网讯科技有限公司签合作谅解备忘录,金融界
1476,2018-10-23,一汽轿车：与百度签订合作谅解备忘录 将在车载产品领域开展合作,e公司
1477,2018-10-23,一汽轿车：将与百度建联合实验室，车载产品领域展开合作,Wind
1478,2018-10-17,奔腾3年将推9款全新车型 新能源车占比超50%,和讯
1479,2018-10-16,受9月销量下滑影响？今天，汽车板股价大幅“跑输”,每日经济新闻
1480,2018-10-12,一汽轿车：前三季度业绩预降 整车销售同比下滑8.98% 盈利能力下降,e公司
1481,2018-09-28,一天连发四公告！这六个品牌要召回近40万辆车 产品问题,中财网
1482,2018-09-27,奔腾发布新品牌LOGO 高智能SUV 10月17日预售,金融界
1483,2018-09-25,汽车板块驶入热点快车道 六股有望率先发力,中证报
1484,2018-09-21,汽车股全线拉升，一汽夏利、合力科技先后涨停,Wind
1485,2018-09-07,1天赚满1个月工资！资深股民公开炒股“绝招”,凤凰网
1486,2018-09-06,中国车企“第三梯队”提前开启淘汰赛,盖世汽车
1487,2018-09-04,专业化监管时代：百份问询函勾勒汽车业发展变局,证券时报
1488,2018-09-03,国货中的竞品 盘点进入中国500强的车企,盖世汽车
1489,2018-08-30,上半年一汽轿车净利下滑70%，一汽夏利亏损6.37亿 亏损,21世纪经济报道
1490,2018-08-30,一汽轿车：上半年净利8091万元 同比降70%,e公司
1491,2018-08-30,一汽轿车：上半年净利润同比减70.08% 盈利能力下降,Wind
1492,2018-08-30,一汽轿车：上半年实现净利润8091万元，同比下降70.08%,Wind
1493,2018-08-24,7月汽车进出口双增长，整车出口有望全年再超百万辆,Wind
1494,2018-08-21,22日机构强推买入六股成摇钱树,证券之星
1495,2018-08-20,一汽轿车：与博世苏州签署自动驾驶战略合作框架协议,e公司
1496,2018-08-20,车企年中放榜高下立见,中国汽车报
1497,2018-08-16,一汽奔腾欲换全新logo T77将率先使用,每日经济新闻
1498,2018-08-14,一汽系产能遭造车新势力分食 夏利1元抛子公司拜腾或接盘,证券日报
1499,2018-08-14,GYON瞄准中高端：首款车对标特斯拉Model 3,21世纪经济报道
1500,2018-08-04,一汽年中考：表现欠佳 振兴之路任重道远,中国经营报
1501,2018-08-04,上半年目标完成率偏低 江淮等车企业绩预报亮红灯,中国经营报
1502,2018-08-02,上市车企股东分红进行时，上汽竟是福田的358倍,盖世汽车每日速递
1503,2018-07-31,一汽轿车净利润下滑超63%，产品匮乏前景堪忧,盖世汽车
1504,2018-07-27,上半年目标完成率偏低 江淮等自主品牌车企业绩预报亮“红灯”,中国经营网
1505,2018-07-24,一汽、东风、长安合并疑云 半年财报东风占优,时代周报
1506,2018-07-21,一汽轿车半年业绩预告，盈利2.70亿同比下降63%至78%,盖世汽车
1507,2018-07-20,老工业基地吉林联手一汽打造智能网联汽车发展高地,Wind
1508,2018-07-20,2018上半年利润大幅减少 一汽轿车想改变命运实力却跟不上,盖世汽车
1509,2018-07-18,中国一汽组建红旗品牌创新生态圈联盟,Wind
1510,2018-07-18,汽车股午后异动，安凯客车强势涨停,Wind
1511,2018-07-13,一汽轿车：上半年预计盈利6000万元-1亿元,Wind
1512,2018-07-02,融资客青睐39股，云南城投买入占比高达64.75%,Wind
1513,2018-06-26,中国一汽今年前5个月呈现产销两旺好势头，同比销售增长8.1%,Wind
1514,2018-06-22,左手新特，右手拜腾，作为共和国长子中国一汽为何看中他俩？,DoNews
1515,2018-06-19,一汽轿车今日大宗交易成交29.95万股，成交价8.66元折价-16.55%,Wind资讯
1516,2018-06-12,[看好评级]汽车行业周报：新能源汽车成为拉动车市增长的主要增量 下半年汽车板块非常大概率有一波行情 优质公司可实现30%-50%的收益,中财网
1517,2018-06-08,一汽轿车：5月份整车销量近1.7万辆,e公司
1518,2018-05-30,汽车股异动，一汽夏利直线冲板,Wind
1519,2018-05-30,徐留平履新300天，点将北上助力一汽复兴,盖世汽车
1520,2018-05-26,摩拜定制版共享汽车10月交付，制造商新特获数亿美元融资,澎湃新闻
1521,2018-05-26,新能源抱团发展模式 新特汽车打造产业联盟,网通社
1522,2018-05-23,今日资金抢入六只强势股一览（2018年5月23日）,中财网
1523,2018-05-23,控制器程序问题一汽召回部分奔腾X40汽车,飞灵汽车
1524,2018-05-22,一汽集团：愿意参与海南自贸区（港）建设,Wind
1525,2018-05-22,东风一汽高管再度互换 雷平或力促一汽大自主整合,时代周报
1526,2018-05-15,增收不增利 车企重新瓜分市场份额新一轮竞争料展开,证券时报
1527,2018-05-15,一汽夏利、一汽轿车快速拉升,e公司
1528,2018-05-14,华泰证券：新能源车产业链热度回升 配置细分领域龙头,金融界
1529,2018-05-11,汽车国家队三巨头合并已是在弦之箭 关注旗下公司机会,金融界
1530,2018-05-08,原材料价格上涨 汽车业利润同比下滑4.7%,第一财经日报
1531,2018-05-03,中国电动汽车初创公司拜腾考虑在美国进行部分总装业务,Wind
1532,2018-04-28,一季报一汽夏利亏损减少 一汽轿车净利下滑68%,21世纪经济报道
1533,2018-04-27,一汽轿车：一季度净利润同比减67.71%,Wind
1534,2018-04-25,一汽大众回应接盘乐视汽车产业园：不属实,Wind
1535,2018-04-25,奥迪计划在在未来五年内将中国产量增加一倍,Wind
1536,2018-04-24,大众汽车CEO：大众没有计划对合资公司所有权做出任何调整,Wind
1537,2018-04-24,瞄准共享领域：新特汽车切入A0级电动车市场,21世纪经济报道
1538,2018-04-23,逐步走向融合 传统车企注资造车新势力,第一财经日报
1539,2018-04-20,拜腾B轮获一汽战略投资 首要目的是用技术换生产资质,第一财经
1540,2018-04-20,2017六大车企营收均正增长 自主抢眼 大集团不再车重难行,中国汽车报
1541,2018-04-19,百度与一汽、奇瑞和北汽就网络安全实验室合作,Wind
1542,2018-04-17,一汽的关键时刻：押注新红旗临考 夏利奔腾被边缘化,财经网
1543,2018-04-16,腾讯布局汽车智能化：一汽成与腾讯合作的第6家车企,Wind
1544,2018-04-15,扭亏为盈却遭深交所问询 一汽轿车同业竞争问题悬而未决,中国经营网
1545,2018-04-13,一汽轿车：预计一季度净利润同比下降61.66%-74.03%,Wind
1546,2018-04-13,一汽系两公司一季报预降预亏 控股股东将继续解决同业竞争,e公司
1547,2018-04-13,一汽轿车：一季度预计盈利超4200万元 同比下滑,e公司
1548,2018-04-13,一汽夏利销量连年负增长遭深交所问询,Ofweek
1549,2018-04-12,多项财务指标“告急” 一汽夏利困局待解,新浪
1550,2018-04-11,车企年报出炉 两极分化严重,北青网
1551,2018-04-10,汽车股盘中拉升，国家将放宽汽车行业外资限制,Wind
1552,2018-04-09,上市车企业绩分化：江淮利降62.83% 海马亏近10亿,新京报
1553,2018-04-09,上市车企业绩分化加剧(1),新京报
1554,2018-04-07,一汽轿车成功扭亏 自主业务仍是利润短板,中国经营报
1555,2018-04-05,车企年报连连看：谁遥遥领先，谁又前途茫茫 | 中国汽车报,微信
1556,2018-04-04,新能源汽车行业最新动态,Ofweek
1557,2018-04-04,2017年车企财报大盘点：吉利、广汽大幅增长 一汽夏利巨额亏损,中金在线
1558,2018-04-04,一汽轿车2017年扭亏为盈 营业利润达4.7亿元,盖世汽车
1559,2018-04-03,[推荐评级]汽车行业研究周报：工信部连发两文 引导汽车新技术规范化发展,中财网
1560,2018-04-03,[中立评级]深度*行业*汽车行业周报：汽车行业一季报前瞻：行业分化 布局细分高增长,中财网
1561,2018-04-03,[买入评级]深度*公司*一汽轿车(000800)年报点评：基本面持续改善 国企改革正在路上,中财网
1562,2018-04-03,一汽马自达3月销量下滑2.66% 赵东升任公司副总经理,金融界
1563,2018-04-03,现代汽车工会警告 70%员工可能失去工作岗位,车质网
1564,2018-04-03,汽车行业周报：网约车市场硝烟再起 美团高德齐加入,中财网
1565,2018-04-02,一汽马自达利润暴增四倍 一汽轿车由亏损近10亿元到净赚近3亿元,经济观察网
1566,2018-04-02,2018停产车型有哪些？名单中宝骏夏利大众甲壳虫在列,新京报
1567,2018-04-02,一汽轿车2017年扭亏为盈 盈利2.8个亿,车质网
1568,2018-04-02,销量萎靡 多款经典车型停产(2),新京报
1569,2018-03-30,一汽俩公司去年业绩差别有点大：一汽轿车净利2.81亿 天津一汽亏损16.41亿,21经济网
1570,2018-03-30,周五上市公司晚间重要公告,顶尖财经网
1571,2018-03-30,一汽轿车一汽夏利去年业绩分化 解决同业竞争仍无明确时间表,e公司
1572,2018-03-30,一汽轿车：去年盈利2.81亿元 同比扭亏为盈,e公司
1573,2018-03-30,一汽轿车：2017年业绩同比扭亏净利为2.81亿元,Wind
1574,2018-03-23,一汽轿车：公司拟年内上市一款自主全新SUV产品,Wind
1575,2018-03-19,[中性评级]深度*行业*汽车行业周报：2016年双积分核算结果出炉 上汽奥迪加速推进,中财网
1576,2018-03-15,一汽轿车：会积极协调沟通控股股东 推动相关承诺事项的后续履行,中证网
1577,2018-03-15,一汽轿车：公司目前尚无混改计划,Wind
