,2021-12-31,金域医学：国创开元累计减持0.03%股份，减持计划届满 拟减持股份,Wind
1205,2019-09-23,消费+科技属性将驱动医药长牛 --医药行业周报（2019.09.16-2019.09.22）,兴证医药健康
1206,2019-09-23,头号研报：金域医学--全国连锁独立医学实验室龙头,巨丰财经
1207,2019-09-23,2019年我国区域医学检验中心发展现状分析,新浪
1208,2019-09-22,【民生医药|周报】09/23：CSCO彰显免疫疗法热度，加码创新药产业链,微信
1209,2019-09-20,9月20日有86家公司获重要股东增减持 延安必康已被连续减持117次 减持股份,Wind
1210,2019-09-20,9月拟减持市值285亿，含多只前期大涨股 拟减持股份,证券时报
1211,2019-09-19,几十股创新高 这个行业要燃爆,新浪
1212,2019-09-19,金域医学：股东权益变动提示,Wind
1213,2019-09-19,金域医学(603882.SH)：君睿祺及其一致行动人君联茂林已累计减持5%的股份 减持股份,格隆汇
1214,2019-09-19,金域医学(603882.SH)持续创新高 年内累涨153%,格隆汇
1215,2019-09-18,国内独立医学实验室增长迅猛，相关上市公司业绩或迎来爆发期,格隆汇
1216,2019-09-18,加速AI行业落地，华为发布面向工业的智能解决方案“工业智能体”,钛媒体
1217,2019-09-17,3000点关口再度迎来调整，三大风险点值得关注,Wind
1218,2019-09-17,金域医学(603882.SH)再创历史新高后小幅回调 国开博裕持续减持 减持股份,格隆汇
1219,2019-09-11,金域医学(603882.SH)：国开博裕已累计减持5.89%的股份 减持股份,格隆汇
1220,2019-09-11,金域医学：持股5%以上股东累计减持公司股份2694.76万股 减持股份,Wind
1221,2019-09-10,[快讯]9月10日大宗交易一览,中财网
1222,2019-09-10,39股遭大宗低价甩货 最低8.3折,中财网
1223,2019-09-10,"医药行业半年报业绩综述:内部仍在分化,龙头业绩亮眼",渤海证券
1224,2019-09-04,A股共发生65宗大宗交易成交17.85亿元（9月4日）,Wind
1225,2019-09-04,[快讯]9月4日大宗交易一览,中财网
1226,2019-09-04,24股遭大宗低价甩货 最低8.6折,中财网
1227,2019-09-04,金域医学(603882.SH)：国开博裕拟减持不超6%的股份 拟减持股份,格隆汇
1228,2019-09-04,金域医学：股东国开博裕拟减持不超6% 减持股份,Wind
1229,2019-09-04,上海证券市场大宗交易公开信息(2019-09-04),上交所
1230,2019-09-04,[快讯]金域医学:股东国开博裕一期（上海）股权投资合伙企业（有限合伙）减持股份计划 拟减持股份,中财网
1231,2019-09-04,【医药-金域医学(603882)】江琦、谢木青：公司深度报告：全国连锁独立医学实验室龙头，收获期盈利能力有望持续提升-0902,中泰证券研究所
1232,2019-09-03,金域医学：国开博裕累计减持公司4.43%股份，本次减持计划期限已届满 减持股份,Wind
1233,2019-09-03,金域医学(603882.SH)：国开博裕已累计减持4.43%的股份 减持股份,格隆汇
1234,2019-09-03,券商首次关注6股并给予买入评级（9月3日）,Wind
1235,2019-09-03,【医药】物流运输需求下滑风险，运输结构变化风险,天风研究
1236,2019-09-01,【首发】亿康基因完成2.2亿C轮融资，领跑辅助生殖产品服务赛道,动脉网
1237,2019-08-30,金域医学(603882.SH)拟2900万元整体出售金圻睿100%股权 资产异常,格隆汇
1238,2019-08-30,华为云AI助力，行业智能化转型正当时,砍柴网
1239,2019-08-27,"最牛股7天6涨停,这路资金出手就是大肉,“聪明资金”也买入这些股",证券时报
1240,2019-08-24,百亿私募二季度调仓曝光：高毅减持平安银行，淡水泉新进三股 减持股份,澎湃新闻
1241,2019-08-23,绩优股争创历史新高，医药板块下半年行情正式启动？五大细分领域还能上车！,每日经济新闻
1242,2019-08-22,茅台站上1100！近百股已翻倍！你买了吗？,红周刊
1243,2019-08-21,百亿级明星私募持股揭秘：王亚伟减仓三聚环保，高毅、景林、淡水泉坚守独门股,Wind
1244,2019-08-20,【民生医药|中报总结】医药板块2019中报总结：增长的韧劲足，逐步加仓二线龙头,微信
1245,2019-08-20,轻研发重营销 禾信仪器染补贴依赖症,时代周报
1246,2019-08-16,69家公司入选私募股票池 基本面是否优秀最为关键,红周刊
1247,2019-08-15,业绩“爆棚”的医药股持续走强，机构建议从五大细分领域掘金投资机会,第一财经
1248,2019-08-15,金域医学董事长梁耀铭：聚焦第三方医检主航道,证券时报
1249,2019-08-13,科技股集体大涨 华为概念霸屏A股涨停榜,证券时报
1250,2019-08-11,中期关注性价比，长期坚守核心资产 --医药行业周报（2019.08.05-2019.08.11）,兴证医药健康
1251,2019-08-08,金域医学(603882.SH)股东君睿祺已减持2.99%股份 减持股份,格隆汇
1252,2019-08-08,金域医学：股东君睿祺及其一致行动人君联茂林减持时间过半，合计减持2.99%股份 减持股份,Wind
1253,2019-08-08,走势完爆99%股票！年内最牛股在这里，6股逆市创新高,证券时报网
1254,2019-08-08,走势完爆99%股票，年内最牛股在这里！6股逆市创新高,证券时报
1255,2019-08-07,巨丰数据赢｜龙虎榜数据揭秘 1.3亿主力资金联手杀入金域医学,巨丰财经
1256,2019-08-07,A股早报2019年8月7日星期三,Wind
1257,2019-08-07,本周五华为鸿蒙初现！这些华为概念股已涨疯,中证报
1258,2019-08-07,业绩超预期股逆势抗跌 9股获北上资金大手笔加仓,证券时报
1259,2019-08-06,8月6日A股龙虎榜揭秘，机构抛售11股,Wind
1260,2019-08-06,金域医学龙虎榜数据(8月6日）,Wind
1261,2019-08-06,金域医学：半年报扣非净利润翻倍 规模效应显露,新浪
1262,2019-08-05,79股获券商买入评级 长城汽车目标涨幅达64.65%,Wind
1263,2019-08-05,减持猛如虎：金域医学利润增长，难消股东减持压力 减持股份,面包财经
1264,2019-08-05,"金域医学2019年中报点评:利润持续释放,业绩表现靓丽",长城证券
1265,2019-08-05,"金域医学2019年中报点评:业绩大超预期,经营改善拐点进一步确立",光大证券
1266,2019-08-03,券商首次关注7股并给予买入评级（8月3日）,Wind
1267,2019-08-02,【金域医学】19H1中报：业绩大超预期，经营改善拐点进一步确立,医心医意要健康
1268,2019-08-02,涨停板解密：稀土永磁概念股逆市受追捧！（8月2日）,Wind
1269,2019-08-02,金域医学上半年营收25.43亿元，同比增长20.26%,全景网
1270,2019-08-02,【天风医药】金域医学半年报点评 -上半年业绩快速提升，高经营效率推动净利率上扬,思医辨药
1271,2019-08-02,上半年净利同比增长79% 金域医学涨停,金融界
1272,2019-08-02,大盘的剧烈波动背后凶手曝光 8股迎利好望逆势启动,巨丰财经
1273,2019-08-02,金域医学（603882）：业绩大超预期，步入高质量发展新时代,中信证券研究
1274,2019-08-02,"金域医学:净利润率大幅提升,业绩增速超预期",申万宏源
1275,2019-08-02,大消费行业盘前早知道:北上资金流入猪肉股的趋势仍在继续,东莞证券
1276,2019-08-02,"金域医学:业绩符合预期,新网点业绩改善空间大",西南证券
1277,2019-08-01,8月1日上市公司消息公告，金域医学上半年净利同比增长79%,和讯
1278,2019-08-01,金域医学：上半年净利1.72亿元 同比增79%,e公司
1279,2019-08-01,金域医学2019年上半年实现净利1.72亿 业务量增长,挖贝网
1280,2019-07-31,金域医学：国创开元拟减持不超6%股份 近两个月股东累计己套现逾13亿元 拟减持股份,财富动力网
1281,2019-07-31,金域医学股东国创开元拟减持股份 预计减持不超总股本6% 拟减持股份,挖贝网
1282,2019-07-30,防雷:盘后7股被宣布减持 减持股份,中财网
1283,2019-07-30,上市公司晚间利空公告汇总：金域医学股东国创开元拟减持不超6％,金融界
1284,2019-07-30,金域医学：股东国创开元拟减持不超过6%股份 减持股份,Wind
1285,2019-07-30,金域医学(603882.SH)：国创开元拟减持不超6%股份 拟减持股份,格隆汇
1286,2019-07-30,金域医学股东国创开元减持1550万股 套现约3.68亿元 减持股份,挖贝网
1287,2019-07-29,金域医学：股东累计减持3.38%股份 减持股份,第一财经
1288,2019-07-29,金域医学(603882.SH)：国创开元减持期届满 累计减持1549.76万股 减持股份,格隆汇
1289,2019-07-29,金域医学：股东减持期限届满，累计减持3.38%股份 减持股份,Wind
1290,2019-07-24,"医药生物行业2019年中报业绩前瞻:医药板块持续分化,寻找景气与避险的交集",申万宏源
1291,2019-07-21,科华生物可转债谁来买单？,证券市场周刊
1292,2019-07-16,浩欧博回复：2016年采购，为何2年后销售爆发?,资本邦
1293,2019-07-10,2019下半年医药行业投资策略:寻找景气与避险的交集,申万宏源
1294,2019-07-05,五大券商下周看好6板块35股,证券之星
1295,2019-07-04,金域医学(603882.SH)特定股东辰德惟敬拟减持不超1.3%股份 拟减持股份,格隆汇
1296,2019-07-04,金域医学：股东拟减持不超1.30%股份 拟减持股份,e公司
1297,2019-07-04,金域医学：股东辰德惟敬拟清仓减持1.3%股份 减持股份,Wind
1298,2019-07-04,金域医学：机构股东辰德惟敬减持726.51万股套现2.07亿元 减持股份,中国网
1299,2019-07-04,金域医学股东辰德惟敬减持727万股 套现约2.07亿元,挖贝网
1300,2019-07-03,[快讯]金域医学:股东减持股份结果,中财网
1301,2019-07-03,金域医学(603882.SH)：辰德惟敬减持期届满 累计减持726.51万股,格隆汇
1302,2019-07-03,金域医学：股东减持期限届满，累计减持1.59%股份 减持股份,Wind
1303,2019-07-03,"金域医学:深度报告-第三方检测迎来爆发式增长,龙头优势凸显",长城证券
1304,2019-07-02,金域医学股东鼎方源减持141万股 套现约4578万元,挖贝网
1305,2019-07-01,金域医学(603882.SH)：鼎方源减持计划实施完毕 已累计减持141.129万股,格隆汇
1306,2019-06-30,金域医学：龙头优势凸显 推荐评级,长城证券
1307,2019-06-26,A股共发生68宗大宗交易成交16.23亿元（6月26日）,Wind
1308,2019-06-26,金域医学今日大宗交易成交200万股，成交价29.0元折价12.12%,Wind资讯
1309,2019-06-25,金域医学(603882.SH)拟每10股派1.08元 股权登记日7月2日,格隆汇
1310,2019-06-25,反弹卖出成大股东共识？37股6月份遭甩卖逾亿元,Wind
1311,2019-06-20,金域医学(603882.SH)：鼎方源累计减持90.8万股,格隆汇
1312,2019-06-20,金域医学：股东鼎方源累计减持0.20%股份 减持股份,Wind
1313,2019-06-18,上海证券市场大宗交易公开信息(2019-06-18),上交所
1314,2019-06-17,金域医学股东计划减持1816万股股份 减持股份,电鳗快报
1315,2019-06-17,AI辅助宫颈癌筛查获突破,经济日报
1316,2019-06-14,金域医学：股东累计减持公司2.16%股份 减持股份,Wind
1317,2019-06-14,金域医学(603882.SH)：君睿祺累计减持2.16%股份,格隆汇
1318,2019-06-13,"医药行业《开展促进诊所发展试点意见》点评:优化行业准入,提升服务质量,诊所发展进入实质性推进阶段",长城证券
1319,2019-06-04,金域医学(603882.SH)：国开博裕累计减持1370.85万股,格隆汇
1320,2019-06-04,金域医学：股东减持计划时间过半，累计减持3%公司股份 减持股份,Wind
1321,2019-06-01,金域医学股东拉萨庆德减持16万股 套现约547万元,挖贝网
1322,2019-05-31,上海证券市场大宗交易公开信息(2019-05-31),上交所
1323,2019-05-31,金域医学：股东减持股份计划已实施完毕 减持股份,Wind
1324,2019-05-31,金域医学(603882.SH)：拉萨庆德完成减持16.12万股,格隆汇
1325,2019-05-19,基因测序同质化严重，100美元测序门槛待突破,第一财经
1326,2019-05-16,"医药生物行业2018年报&2019一季报业绩回顾:行业整体趋势向上,个股分化加剧",申万宏源
1327,2019-05-05,"金域医学:新兴区域收入占比提高,一季报收入增速超预期",申万宏源
1328,2019-04-30,"金域医学:实验室盈利进入拐点,业绩明显提升",广发证券
1329,2019-04-30,金域医学(603882.SH)大股东国创开元减持2%股份 减持股份,格隆汇
1330,2019-04-30,金域医学：股票交易异常波动公告,Wind
1331,2019-04-30,金域医学：股东已减持2%股份，减持计划时间过半 减持股份,Wind
1332,2019-04-30,"国泰君安：将金域医学评级调高为""增持""",Wind
1333,2019-04-29,金域医学龙虎榜数据(4月29日）,Wind
1334,2019-04-29,[快讯]11:15红阳能源、金域医学封涨停,中财网
1335,2019-04-29,55只个股被逆市调高至“买入”，三维度挖掘反弹急先锋,证券日报
1336,2019-04-28,金域医学一季度净利4235万同比增长349% 现金流量净额-1154万,挖贝网
1337,2019-04-28,"金域医学:新网点逐步扭亏为盈,业绩弹性空间大",西南证券
1338,2019-04-27,浩欧博疑似与金域医学利益输送 海外投资标的风波不断,华夏时报
1339,2019-04-26,金域医学一季报净利大增3倍 股价逆势涨停,e公司
1340,2019-04-26,金域医学去年净利2.33亿元 同比增长24% 董事长梁耀铭薪酬为144万元,挖贝网
1341,2019-04-26,【广证恒生医药】金域医学（603882）-点评报告-年报及一季报增长显著提速，第三方诊断龙头成长拐点,广证恒生
1342,2019-04-26,金域医学：2018年净利润同比增23.77%,Wind
1343,2019-04-26,金域医学：一季度净利润同比增349.22%,Wind
1344,2019-04-11,金域医学：多名股东拟减持股份,e公司
1345,2019-04-11,金域医学：四股东拟减持合计不超5.345%股份 减持股份,Wind
1346,2019-04-09,【医药|杜佐远团队太平洋证券】ICL：成长空间巨大，行业&龙头拐点显现,太平洋证券研究
1347,2019-04-07,医疗保健：医药行业2019Q1业绩前瞻 荐1股,长江证券
1348,2019-04-03,金域医学：股东减持股份进展公告 减持股份,Wind
1349,2019-04-03,广州金域医学检验集团股份有限公司监事会关于公司股票期权激励计划名单及公示情况的核查意见,证券时报
1350,2019-03-22,上海证券市场大宗交易公开信息(2019-03-22),上交所
1351,2019-03-22,金域医学今日大宗交易成交250万股，成交价26.85元折价7.95%,Wind资讯
1352,2019-03-21,A股共发生70宗大宗交易成交16.3亿元（3月21日）,Wind
1353,2019-03-21,上海证券市场大宗交易公开信息(2019-03-21),上交所
1354,2019-03-21,A股早报2019年3月21日星期四,Wind
1355,2019-03-19,【晨观方正】非洲猪瘟背景下生猪养殖板块解析,方正证券研究
1356,2019-02-26,发展特色金融产业 推进市场互联互通 粤港澳大湾区开了哪些绿灯,科技日报
1357,2019-02-26,"医药生物行业周报:科创板加快,创新药产业链标的估值有望重构",西南证券
1358,2019-02-22,金域医学：粤港澳大湾区办公室副主任林念修一行调研公司香港研发中心,e公司
1359,2019-02-21,金域医学(603882.SH)累计获得政府补助逾2000万元,格隆汇
1360,2019-02-20,金域医学梁耀铭：抓住大湾区机遇 打造生物医药科技产业创新中心,中证网
1361,2019-02-20,癌症筛查诊疗迎政策暖风，多家A股公司“热身”入场,Wind
1362,2019-02-11,15家公司新闻现重大利空,证券之星
1363,2019-02-03,春节前减持计划扎堆！曾经一战豪赚800倍的资本老手出没 原因竟然是这样,证券时报网
1364,2019-02-01,金域医学(603882.SH)：国开博裕拟减持不超2747.31万股,格隆汇
1365,2019-02-01,金域医学：股东国开博裕拟减持不超6% 减持股份,Wind
1366,2019-01-25,原始股东夺路狂奔 金域医学资本市场受冷遇,中国经营网
1367,2019-01-21,金域医学今日大宗交易成交300万股，成交价19.67元折价9.23%,Wind资讯
1368,2019-01-08,盘前必读公告：上市公司重大消息一览！,巨丰财经
1369,2019-01-07,多家公司发布减持公告：金域医学等拟遭抛售,Wind
1370,2018-12-18,"金域医学:前三季度业绩稳步前进,行业拐点可期",中证网
1371,2018-12-16,医疗器械板块投资机会相对突出【周观点|长江医药1216】,长江医药小组
1372,2018-12-13,技术面开始走牛，这10股业绩还将爆发式增长！,证券时报
1373,2018-12-10,金域医学：股东辰德惟敬拟清仓减持2.89%股份,Wind
1374,2018-12-05,金域医学：与PPC佳生集团展开合作,e公司
1375,2018-12-04,金域医学：加入福建省肿瘤病理诊断联合体,e公司
1376,2018-11-23,金域医学今日大宗交易成交120万股，成交价20.0元折价4.9%,Wind资讯
1377,2018-10-31,百亿级私募三季度持仓：重仓生物医药及大消费板块,中证报
1378,2018-10-29,"金域医学:业绩基本符合预期,经营效率逐季提升",西南证券
1379,2018-10-25,金域医学：前三季度净利润同比增11.36%,Wind
1380,2018-10-23,"金域医学深度报告:ICL龙头乘医改春风,跑马圈地后增长提速可期",中证网
1381,2018-10-22,"医药行业周报:政策底部明显,绩优股或反弹",西南证券
1382,2018-10-19,【聚焦增减持】14倍大牛股屡遭减持！金域医学（603882.SH）仍具潜力？ 减持股份,财华社
1383,2018-10-15,"医药行业周报:估值吸引力强,期待三季报行情",西南证券
1384,2018-10-12,金域医学：获华为年度最佳医学AI探索奖,Wind
1385,2018-10-12,金域医学：获华为年度最佳医学AI探索奖,e公司
1386,2018-10-11,云端创新先锋，四家企业荣获华为云超级用户奖,C114通信网
1387,2018-10-08,医疗保健：医药很可能迎来结构性艳阳天 荐14股,西南证券
1388,2018-10-07,金域医学股票分析：规模+技术，ICL领军者迈入新篇章,中泰证券
1389,2018-10-06,金域医学股东质押500万股 占比1.09%,挖贝网
1390,2018-09-25,迪安诊断危险:定增规模缩水资金链危险 19亿商誉悬顶,证券市场周刊
1391,2018-09-24,医疗保健：研发费用加计扣除率提高 致力研发创新的企业受益更大,华金证券
1392,2018-09-21,9月21日有68家公司获重要股东增减持 华凯创意已被连续减持37次 减持股份,Wind
1393,2018-09-18,机构评级精选：世界种业龙头腾飞可期 隆平高科获机构青睐,巨丰财经
1394,2018-09-18,金域医学：规模+技术ICL领军者迈入新篇章,天风证券
1395,2018-09-18,上调评级至买入策略选股（9月18日）,Wind
1396,2018-09-17,A股共发生38宗大宗交易成交7.05亿元（9月17日）,Wind
1397,2018-09-17,金域医学今日大宗交易成交380万股，成交价17.5元折价1.96%,Wind资讯
1398,2018-09-14,金域医学上市一年了，但市场似乎对它“检验+”的梦想失去耐心,亿欧网
1399,2018-09-10,多家公司发布减持公告：金域医学等拟遭大举抛售,Wind
1400,2018-09-10,金域医学：4股东拟合计减持不超7.7%股份,e公司
1401,2018-09-09,金域医学：联手钟南山院士打造“国家级”呼吸道病毒精准检测平台,中证网
1402,2018-09-05,盘前必读公告 这些投资机会不容错过！,巨丰财经
1403,2018-09-04,金域医学首次公开发行2.1亿限售股将解禁,中证网
1404,2018-09-04,9月4日晚间上市公司十大重磅公告,巨丰财经
1405,2018-08-31,金域医学：与华为战略合作 推动智慧医疗发展,e公司
1406,2018-08-15,2020年广州高企数量将超万家,南方日报
1407,2018-08-14,64股获券商买入评级 海源机械目标涨幅达130.65%,Wind
1408,2018-08-13,金域医学2018年上半年营收超21亿元,Ofweek
1409,2018-08-13,[买入评级]金域医学(603882)中报点评：第三方诊断龙头 经营效率正逐步提升,中财网
1410,2018-08-10,【天风医药】金域医学：上半年业绩稳健增长，资源整合持续推进,思医辨药
1411,2018-08-10,[增持评级]金域医学(603882)半年报点评：上半年业绩稳健增长 资源整合持续推进,中财网
1412,2018-08-09,金域医学：上半年净利润同比增14.14%,Wind
1413,2018-08-07,金域医学：拟投资1.5亿元认购香港DRA公司新发行股份,中国网
1414,2018-08-01,【首发】君联资本成长期投资再加码 科美生物完成20亿私募股权融资,投中网
1415,2018-07-20,金域医学累计收到政府补助2934万元,金融界
1416,2018-07-20,今日近一年上市新股市场表现一览（2018年7月20日）,证券时报
1417,2018-07-19,今日近一年上市新股市场表现一览（2018年7月19日）,证券时报
1418,2018-07-16,今日近一年上市新股市场表现一览（2018年7月16日）,证券时报
1419,2018-07-03,7月3日有75家公司获重要股东增减持 蓝光发展已被连续增持46次,Wind
1420,2018-06-14,金域医学 第三方医学检验谋求转型,投资快报
1421,2018-06-13,金域医学加大技术创新扩大专业医疗服务覆盖范围 提升医疗资源利用率,证券日报
1422,2018-06-13,"生物制品行业周报:把握业绩主线,精选优质个股",渤海证券
1423,2018-06-12,金域医学：发布第三方医检行业首份社会责任报告,中证网
1424,2018-06-12,金域医学：服务网络覆盖全国90%人口 成立全国最大病理医生集团,e公司
1425,2018-06-04,金域医学联合广州医科大发起中国首个医检整合联盟 推动医学与检验整合发展,证券日报
1426,2018-06-04,广医和金域医学联合发起中国首个医检整合联盟,中证网
1427,2018-05-31,生物制品行业周报:五部门联合发布第一批国家版罕见病目录,渤海证券
1428,2018-05-25,[推荐评级]医药生物行业深度研究：成长小白马 细分新龙头-医药次新股潜力标的全景图,中财网
1429,2018-05-24,[看好评级]生物制品行业周报：新规发布强化药品审评审批保密制度,中财网
1430,2018-05-11,5月11日有53家公司获重要股东增减持 丝路视觉已被连续减持67次,Wind
1431,2018-05-04,十大异动股点评：特斯拉称中国电池厂相关公告将很快发布 融捷股份涨停,巨丰财经
1432,2018-05-04,养老金一季度斥资近5亿元新进增持11只个股,证券时报
1433,2018-05-04,涨停板解密：医药股轮流受追捧！（5月4日）,Wind
1434,2018-05-04,巨丰收评：防御性板块启动,巨丰财经
1435,2018-05-04,医疗器械板块持续拉升，英科医疗、金域医学携手涨停,Wind
1436,2018-04-26,[优异评级]体外诊断行业深度报告：阳春布德泽 万物生光辉,中财网
1437,2018-04-25,金域医学：一季度净利润同比增33.30%,Wind
1438,2018-04-21,金域医学入选临床医学研究“国家队”,中证网
1439,2018-04-20,金域医学上市首年业绩增速放缓 布局基因检测谋求突破行业天花板,e公司
1440,2018-04-20,[增持评级]金域医学(603882)年报点评：从专注于检验服务到布局全产业链 未来业绩可期,中财网
1441,2018-04-16,多家上市公司“蹭”海南热度，涨停辉煌能续几日？,Wind
1442,2018-04-16,政策红利，资金抢筹！海南本地股成风口，这些要点必看,--
1443,2018-04-13,金域医学：在海南设有两家子公司,Wind
1444,2018-04-09,医药生物行业周报：国务院发文促进仿制药发展 关注仿创优质标的,中财网
1445,2018-04-03,迪安诊断外延式发展现隐忧：应收账款增多 商誉面临减值压力,中证报
1446,2018-03-21,医药行业：科技创新才是医药行业发展的主驱动力,金融界
1447,2018-03-21,【晨会聚焦】如何理解医药板块行情,中泰证券研究所
1448,2018-03-13,【晨会聚焦】创新药进入兑现年；关注维生素涨价相关标的,中泰证券研究所
1449,2018-03-07,巨丰早评：市场拉锯战难以打破,巨丰财经
1450,2018-03-06,【医药】江琦、王超（联系人）：2018政府工作报告为医药行业发展定下良好基调-20180305,中泰证券研究所
1451,2018-03-06,【晨会聚焦】聚焦两会八大看点,中泰证券研究所
1452,2018-03-05,医疗保健：2018政府工作报告为医药行业发展定下良好基调 荐8股,中泰证券
1453,2018-01-28,一财研选｜海工装备再获金融支持政策，这些行业龙头机会显现！,第一财经
1454,2018-01-27,【新三板医药行业双周报】海内外医药市场再掀并购热潮，500家县级医院能力提升工程促进分级诊疗落地,广证恒生新三板研究极客
1455,2018-01-25,生物制品行业周报:北京可开始预约接种4价宫颈癌疫苗,渤海证券
1456,2018-01-24,金域医学：福州金域牵手美亚健康 建设医学检验联合实验室,e公司
1457,2018-01-24,医疗保健：北京可开始预约接种4价宫颈癌疫苗 荐4股,渤海证券
1458,2018-01-24,金域医学拟牵手“NIPT之父” 无创产检业硝烟再起,每日经济新闻
1459,2018-01-23,金域医学：携手“NIPT之父”卢煜明 在高端无创产前检测领域进行合作,中证报
1460,2018-01-22,金域医学：1.5亿投资卢煜明团队公司 加码基因检测,e公司
1461,2018-01-19,生物制品:把握业绩主线 精选行业优质个股,证券之星
1462,2018-01-08,金域医学：子公司与全球基因测序巨头Illumina合作,e公司
1463,2018-01-05,金域医学与全球基因测序巨头合作开发肿瘤及遗传病检测系统,中证报
1464,2018-01-05,又有企业瞄上国产测序仪 金域医学牵手Illumina,21世纪经济报道
1465,2018-01-05,金域医学与Illumina达成合作 研发一款NGS系统,化工仪器网
1466,2018-01-02,2017全年企业上市总费用195亿募集资金总额为2105亿,金融界
