,2021-12-31,金融科技破解西安医药企业资金难题，平安银行全力支持抗疫,凤凰网
319,2021-11-12,平安银行荣获“2021年度特殊资产管理银行”称号,21世纪经济报道
320,2021-11-12,行业深度三季报业绩解读：业绩延续高增 财富管理布局持续增厚盈利空间,新浪
321,2021-11-12,"送达诉状副本及开庭传票——新疆沣华盛鼎股权投资管理有限公司,平安银行股份有限公司上海分行 诉讼纠纷",上海高级人民法院
322,2021-11-12,新势力业绩不俗，基金代销江湖“变天”,Wind
323,2021-11-12,银行股怎么了？,新浪
324,2021-11-11,金融人事｜空缺4年的CIO一职将由张斌接棒，民生银行数字化转型落子有声,21世纪经济报道
325,2021-11-11,平安银行(000001.SZ)完成发行300亿元2021年二级资本债券,智通财经
326,2021-11-11,银行行业：10月社融增速企稳 信贷新增结构较优,新浪
327,2021-11-11,平安银行：自11月25日起暂停上金所代理个人贵金属业务,北京商报
328,2021-11-11,平安银行成功发行300亿二级资本债 显著提升资本充足率,和讯
329,2021-11-11,再破纪录，A50ETF（159601）今日成交高达36.31亿元再创新高,Wind
330,2021-11-11,A股收盘综述：地产股掀起涨停潮，半导体、元宇宙高空加油,Wind
331,2021-11-11,破净率超8成，“打骨折”的银行股还能翻身吗？,Wind
332,2021-11-11,公募基金代销保有量2021Q3数据点评：头部排名总体稳定 环比增速分化加大,新浪
333,2021-11-11,非银金融行业2021Q3销售机构公募基金保有数据点评：独立三方市占率进一步提升 机构业务扩容加快,新浪
334,2021-11-11,连续4天成交超30亿元，A50ETF（159601）上涨1.42%,Wind
335,2021-11-11,中国物联网金融发展大会即将召开，产融新篇引人期待,和讯
336,2021-11-11,系统重要性银行频发二级资本债，11月以来发行规模同比增长207.13%,资本邦
337,2021-11-11,股份行三季报业绩大比拼：浦发、民生、渤海三家银行营收净利双降 民生银行不良率最高 盈利能力下降,新浪
338,2021-11-11,A股融资融券日报：两融余额增加15.9亿元（11月10日）,Wind
339,2021-11-11,守住隐私！ 银行数据安全治理升级在行动,上证报
340,2021-11-11,系统重要性银行“猛攻”二级资本债 11月以来发行规模同比激增逾两倍,证券日报
341,2021-11-10,平安银行获评“2021年度普惠金融业务银行” 小微综合解决方案获认可,21世纪经济报道
342,2021-11-10,个贷不良批转进入“量产” 银行抛出资产包频率高体量大,华夏时报
343,2021-11-10,腾讯云数据库TDSQL首次登上财报！金融、政企客户数超过3000家,TechWeb
344,2021-11-10,风格切换下A股资金去了哪里？,Wind
345,2021-11-10,近九成银行股“破净”，市场错杀给机会？,证券之星
346,2021-11-10,商业银行行业：商业银行业日报,新浪
347,2021-11-10,上市银行三季报收官 净利普增资产质量向好,新浪
348,2021-11-10,数字化变奏曲：数智银行让服务更民生化更智慧化,证券日报
349,2021-11-09,人民银行推出碳减排支持工具点评：精准滴灌、精确引导 利好银行降负债成本,新浪
350,2021-11-09,大比例超配地产股埋下祸端，景顺长城韩文强年内业绩全面失守,金融界
351,2021-11-09,他山之石系列银行行业专题报告：积极拥抱变革 提升非息业务对ROE的贡献,新浪
352,2021-11-09,天风问答系列：银行三问三答,新浪
353,2021-11-09,多家银行收紧账户贵金属与外汇业务,Wind
354,2021-11-08,平安私人银行摘得《亚洲货币》“最佳技术创新私人银行”等两项大奖,投资家
355,2021-11-08,11月8日主力资金净流出76亿元,证券时报网
356,2021-11-08,A股资金流向：机构青睐新能源，游资炒作元宇宙,Wind
357,2021-11-08,银行行业周报：社融有望迎来增速拐点 关注银行板块配置价值,新浪
358,2021-11-08,每日理财观察: 基金投顾迎强监管,Wind
359,2021-11-08,A股上市银行估值能否修复,新浪
360,2021-11-07,收入结构持续优化，银行发力财富管理显成效,Wind
361,2021-11-06,净值化加速，银行理财聚焦新兴业务,Wind
362,2021-11-05,不良贷款转让试点要扩容，涉及万亿资产！将探索建立全国统一处置平台,时代周报
363,2021-11-05,银行涉房贷款新动向：要矫正过度收贷行为，也要重点管住风险丨焦点,新浪
364,2021-11-05,北向资金结束连续6日净买入，隆基股份连续3日遭抛售累计净卖出超30亿,Wind
365,2021-11-05,中信证券：银行股估值有空间，配置有价值,Wind
366,2021-11-05,基金代销竞争激烈 多家银行降费抢客,搜狐
367,2021-11-05,A股融资融券日报：两融余额增加33.85亿元（11月4日）,Wind
368,2021-11-05,“真央企”也怕遇上“假央企”！深康佳数千万票据业务两度踩雷 投资失误,每经头条
369,2021-11-05,财信证券银行业2021年11月月报：三季报落地，板块上行有动力,财信证券研究
370,2021-11-05,财富管理机构重塑筋骨：藩篱被打破，在竞争与交融中快速演进,Wind
371,2021-11-04,银行/证券行业周报(第四十三周)：三季报业绩分化 中国版TLAC落地 盈利能力下降,新浪
372,2021-11-04,A股资金流向：新能源、白酒集体获资金抢筹，比亚迪净流入超14亿,Wind
373,2021-11-04,银行股近2年经营成绩变化的量化排名,雪球
374,2021-11-04,渤海证券：继续看好银行板块的投资机会,第一财经
375,2021-11-04,三季度社保基金增持南京银行，养老金组合“独宠”常熟银行,资本邦
376,2021-11-04,商业银行行业：商业银行业日报(2021.11.3),新浪
377,2021-11-04,深圳市尚荣医疗股份有限公司 关于2020年非公开发行股票募集资金专户销户完成的公告,证券时报
378,2021-11-04,长线资金三季度布局上市银行新动向：养老金组合持股再剩“独苗”,Wind
379,2021-11-04,长线资金三季度布局上市银行新动向：社保基金大举增持南京银行 养老金组合持股再剩“独苗”,证券日报
380,2021-11-03,北向资金连续5日净买入，隆基股份遭大幅抛售超16亿元,Wind
381,2021-11-03,平安银行三季度新发放住房贷款环比降百亿，招行房地产业贷款不良率升至1.29%,搜狐
382,2021-11-03,银行业：区域位置突出的农商行获基金逆势增持,新浪
383,2021-11-03,云锡与平安银行加强沟通合作,中国有色
384,2021-11-03,业绩超预期，股价却下跌，银行股怎么了？注意，这一风险不可忽视,券商中国
385,2021-11-03,上市银行不良率普降，部分涉房业务风险暴露,Wind
386,2021-11-03,上市银行不良率普降 部分涉房业务风险暴露,全景网
387,2021-11-02,业绩涨股价跌！上市银行能否迎来估值修复行情？,国际金融报
388,2021-11-02,2021年A股上市银行三季报业绩综述：业绩持续高增 优质区域中小行继续领跑,新浪
389,2021-11-02,机构低配银行股有望逆转，资金押注11月“经济小阳春”,第一财经
390,2021-11-02,深度｜上市银行3季报总结: 稳健与分化；息差企稳回升，优质银行持续强【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
391,2021-11-02,净息差承压银行三季报大秀中收战绩，基金经理偏爱两类银行,第一财经
392,2021-11-02,A股收盘综述：“宁王”力扛创业板，多只航母概念股尾盘暴拉涨停,Wind
393,2021-11-02,银行股午后大幅跳水 平安银行跌超6%,证券之星
394,2021-11-02,大金融走弱，银行板块跌逾3%，券商股持续跳水,Wind
395,2021-11-02,中信证券：关注银行业当前盈利表现超预期与板块估值绝对低位带来的配置价值,智通财经
396,2021-11-02,A股午盘综述：“宁王”走强力挺创业板，煤炭、银行、电力板块调整,Wind
397,2021-11-02,银行板块单边下滑，平安银行跌近6%,Wind
398,2021-11-02,平安银行发布公告 发行二级资本债券事项获批,北京商报
399,2021-11-02,中信证券：银行行业收入要素继续改善 资产质量总体平稳运行,证券时报网
400,2021-11-02,商业银行行业：商业银行业日报,新浪
401,2021-11-02,政策加码助力 银行业绿色金融服务提速,中证报
402,2021-11-01,争相晒“绿色账单”，多家上市银行三季度绿色贷款余额增速超20%,中证报
403,2021-11-01,布局三大电商迎战双十一 平安信用卡护航“尾款人”,经济观察报
404,2021-11-01,【银华基金】交易日报 2021-11-1,新浪
405,2021-11-01,晚间重要公告2021年11月1日星期一,Wind
406,2021-11-01,平安银行：获准发行不超300亿元二级资本债券,财联社
407,2021-11-01,平安银行：公开发行不超过300亿元二级资本债券获批,Wind
408,2021-11-01,上市银行前三季业绩两极分化，中收扛大旗，房地产风险暴露 盈利能力下降,第一财经
409,2021-11-01,雪球调研团系列：平安银行的对公业务,雪球
410,2021-11-01,大比例超配地产股埋下祸端，景顺长城韩文强年内业绩全面失守,和讯
411,2021-11-01,受个别房企风险暴露影响，部分银行前三季度关注类贷款攀升,Wind
412,2021-11-01,三季报显示银行已对房企信贷分类施策 过度收缩行为或将逐步矫正,财联社
413,2021-11-01,张坤到底会不会炒股？,36氪
414,2021-11-01,三季报盈利增速回落　中上游周期行业表现亮眼 盈利能力下降,财富动力网
415,2021-11-01,瞄准时间窗口，上市银行加快股权融资“补血”,Wind
416,2021-10-31,主力究竟爱谁？这些个股筹码正在快速集中,Wind
417,2021-10-31,银行股业绩持续优秀，明星基金经理加仓部分银行股,资本邦
418,2021-10-30,银行三季报收官：“宇宙行”双料冠军，北向资金唯独偏爱邮储银行,证券之星
419,2021-10-30,银行三季成绩单出炉：3/4银行净利润超两位数增长,21世纪经济报道
420,2021-10-30,狂揽130亿，张坤为何看上招行和平安？,网易
421,2021-10-30,【三季报观察】受累房企风险暴露 部分银行关注类贷款抬头 银行高管这样诊断趋势,经济观察报
422,2021-10-30,日赚35亿元！银行股三季报收官，张坤、周应波、丘栋容大举买入,中证报
423,2021-10-30,【三季报观察】江浙沪城商行表现亮眼 优质银行获基金加仓,经济观察报
424,2021-10-30,某国有行深圳支行人士：年初起针对房地产业务风险排查明显增强，恒大问题出来后，力度更大了,新浪
425,2021-10-30,基金三季度调仓换股全扫描，电力、能源、地产被明显加仓！,Wind
426,2021-10-30,机构三季度持股趋分散，大资金偏爱钢铁和有色,Wind
427,2021-10-30,福建福日电子股份有限公司 2021年第三季度报告,证券日报
428,2021-10-30,上市银行业绩超预期 基金经理“心头好”曝光,中证报
429,2021-10-29,险资持仓出炉！850亿市值科技龙头再获加仓,Wind
430,2021-10-29,“聪明钱”单月狂买近60亿！万亿“宁王”彻底火了,Wind
431,2021-10-29,21金融研究｜存量撕杀+结构调整，信用卡的下一个战场在哪？,21世纪经济报道
432,2021-10-29,跨境金融差异化竞争凸显 银行拼“内功”抢客,中国经营网
433,2021-10-29,用专业服务践行普惠理念，平安银行首台移动服务车正,中经导报
434,2021-10-29,多家上市银行前三季度业绩高增长，银粉的“春天”何时来,时代周报
435,2021-10-29,A股融资融券日报：两融余额减少165.82亿元（10月28日）,Wind
436,2021-10-28,平安银行三季报：规模持续增长 资产质量改善丨解财报,第一财经
437,2021-10-28,9家银行三季报成绩单：净利润大涨不良普降，财富管理业务亮眼,21世纪经济报道
438,2021-10-28,银行21Q3金融板块持仓：银行保险均减配、“财富管理”类券商获得增配,新浪
439,2021-10-28,银行行业点评2021Q3公募基金持仓数据点评：银行公募持仓占比回落 政策边际改善利好基本面平稳和估值修复,新浪
440,2021-10-28,中国平安2021三季报点评：综合金融持续发力，寿险改革不断加深！,--
441,2021-10-28,又一家银行，降了！,中国银行保险报
442,2021-10-28,平安银行郭世邦：三方面防守房地产增量风险,中国经营网
443,2021-10-28,“顶流”管理规模缩水超百亿！但是他们更有信心了,Wind
444,2021-10-28,商业银行行业：仓位继续降低 绩优中小行获逆势增持,新浪
445,2021-10-28,机构加仓银行，跟不跟？,搜狐
