,2021-12-31,中国人保推出HarmonyOS智能座舱车载保险,中国金融新闻网
303,2021-08-24,暴雨赔付、股价下跌 中国人保一一回应,北京商报
304,2021-08-23,如何看待保险股低迷？新能源车险怎样定价？中国人保高管谈了这些事,中证报
305,2021-08-23,改革“施工”半年多 中国人保变了吗？,新浪
306,2021-08-23,中国人保上半年净利润创历史同期新高 管理层称股票具有中长期投资价值,华夏时报
307,2021-08-23,中国人保发布会回应热点，有关寿险人力腰斩，新能源汽车，河南暴雨,搜狐
308,2021-08-23,河南暴雨赔多少？新能源车险如何定价？股价走势几何？……中国人保这场发布会回应这些热点问题,北京商报
309,2021-08-23,净利大增34%！人保中期业绩报喜 管理层回应车险改革、股价低迷等热点,新浪
310,2021-08-23,车险改革影响几何？河南暴雨是否影响利润？人保管理层业绩发布会上这样回应,经济观察网
311,2021-08-23,中国人保半年赚169亿元 高管回应股价下跌、赔付压力等问题,新京报
312,2021-08-23,人保回应车险、人力、股价等热点问题 1.1万亿资金下半年还打算投向这些领域,财联社
313,2021-08-23,中国人保于泽：预计新能源车保险费率仍采取车型定价,新浪
314,2021-08-23,中国人保上半年净利润同比增长34% 回应车险综改、寿险转型、股价波动等问题,21世纪经济报道
315,2021-08-23,巨头半年报观察①：卓越保险战略下的人保焕新术，主要子公司利润强劲增长,和讯
316,2021-08-23,中国人保上半年净利润168.84亿 董事长罗熹缺席中报业绩会,中新经纬
317,2021-08-23,中国人保：选举喻强为董事会非执行董事,乐居财经
318,2021-08-23,快讯 | 中国人保：喻强任公司非执行董事,财经网
319,2021-08-23,中国人保净利增营收原地走 寿险保费降5%代理人少4成,中国经济网
320,2021-08-23,中国人保上半年净利润同比增长34% 总裁王廷科：卓越保险战略已初见成效,中国网
321,2021-08-23,保险股持续走低，公司遭多次减持，业绩发布会上人保一一回应 减持股份,中国财富网
322,2021-08-23,中国人保(601319.SH)：非执行董事喻强任职,智通财经
323,2021-08-23,中国人保：银保监会已核准喻强担任公司董事的任职资格,Wind
324,2021-08-23,中国人保于泽：预计新能源汽车保险仍采取车型定价,北京商报
325,2021-08-23,中国人保回应股价走势：跑赢行业 短期波动难挡中长期向好,财联社
326,2021-08-23,中国人保：二级市场配比控制在风险限额内，加大力度配置优质股权资产,Wind
327,2021-08-23,中国人保：二级市场配比控制在风险限额内 加大力度配置优质股权资产,证券时报
328,2021-08-23,中国人保：下半年加大非上市股权及私募股权投资基金配置,财联社
329,2021-08-23,人保财险于泽：河南灾情估损28亿对利润没有影响，新能源车赔付率略高于燃油车,搜狐
330,2021-08-23,曝财报 | 中国人保：上半年净利润同比增34% 股价短期波动难挡中长期向好,和讯
331,2021-08-23,中国人保副总裁谈保险股持续走低：短期波动难挡中长期向好,Wind
332,2021-08-23,中国人保：保险股短期波动难挡中长期向好,证券时报
333,2021-08-23,中国人保王廷科：“卓越保险战略”正在从蓝图向施工图转化,北京商报
334,2021-08-23,人保财险总裁：河南暴雨灾害估损约28亿元，已赔付22亿元,Wind
335,2021-08-23,人保财险总裁：河南暴雨灾害估损约28亿元，已赔付22亿元,澎湃新闻
336,2021-08-23,首份险企中报报喜，中国人保净利同比增长34%！,资本邦
337,2021-08-23,A股上市险企首份半年报正式出炉 中国人保上半年实现净利润232.8亿元,证券日报
338,2021-08-23,港股公告精选：中国人保中期净利同比增长33.7%,Wind
339,2021-08-23,中国人保上半年投资收益354亿增35% 寿险保费收入降4%有效人力缩减四成 盈利能力下降,长江商报
340,2021-08-22,非车规模首次超过车险，投资贡献利润高增 | 中国人保（601319）2021年中报点评【华创非银】,华创非银
341,2021-08-22,国盛证券维持中国人保增持评级：财险高品质经营龙头地位稳固投资贡献利润增长,每日经济新闻
342,2021-08-22,平安证券维持中国人保中性评级：车险低谷渐远，关注下半年农险赔付,每日经济新闻
343,2021-08-21,上市险企首份半年报出炉 中国人保上半年净利润同比增34%,上证报
344,2021-08-21,「A股中报·8月20日」中国人保净利169亿元，大增34%,时代周报
345,2021-08-21,中国人保发布半年报：归母净利润同比增长34% “大个险”营销员月人均首年规模保费上升近一倍,每日经济新闻
346,2021-08-21,中国人保(601319)：财险综合成本率稳定 寿险NBV同比-25%,新浪
347,2021-08-21,中国人保公布半年报 上半年净利增加33.98%,新浪
348,2021-08-21,中国人保上半年归母净利同比增34% 投资收益增逾三成,证券日报
349,2021-08-20,中国人保上半年净利超168亿增34%，保费收入增2.2%,澎湃新闻
350,2021-08-20,【提前看】20日公告精选：中国人保：上半年净利168亿元，同比增34%；天富能源：上半年净利润1.39亿元，同比增868.69%,证券时报网
351,2021-08-20,中国人保上半年净利润168.84亿元、同比增长34%,证券时报
352,2021-08-20,晚间重要公告2021年8月20日星期五,Wind
353,2021-08-20,快讯 | 中国人保半年报：实现净利润232亿，同比增长31%,财经网
354,2021-08-20,中国人保：上半年归母净利润为169亿元，同比增长34%,36氪
355,2021-08-20,中国人保：上半年净利润同比增长33.98%,Wind
356,2021-08-20,资本实力持续增强 中国人保(601319.SH)上半年归母净利同比增34.0%至168.84亿元,智通财经
357,2021-08-20,中国人保半年报：上半年净利同比增34% 拟10派0.17元,财联社
358,2021-08-20,中国人保：上半年净利168.84亿元 同比增34%,e公司
359,2021-08-20,中国人保上半年净利润168.55亿元 总投资收益353.62亿元,财联社
360,2021-08-20,中国人保：董事会审议通过半年报、通过《关于设立人保科技有限公司的议案》,Wind
361,2021-08-20,中国人保半年报出炉：上半年实现净利润232.42亿元 同比增长31.3%,新浪
362,2021-08-20,中国人保：上半年净利润168.55亿元，同比增长33.7%,Wind
363,2021-08-20,前7月五大险企实现原保费1.68万亿 仅同比增长0.14%,中国网
364,2021-08-20,五大A股上市险企前7月共揽1.68万亿原保费 分析师：产寿险新单增长承压,中国网
365,2021-08-20,港股投资日历：心玮医疗-B今日上市,Wind
366,2021-08-20,文件起草人解读央行首批绿色金融标准：4类机构强制披露,Wind
367,2021-08-19,亚马逊保险一系列问题解答,亿邦动力
368,2021-08-19,社保基金去年大赚3800亿，上半年加仓名单出炉,Wind
369,2021-08-19,主力资金疯狂抢筹，券商股有多火爆？10张图一探究竟,Wind
370,2021-08-18,主力、北向疯狂抢筹，券商股有多火爆？十张图带你一探究竟,第一财经
371,2021-08-18,中国人保为新冠疫苗全球运输保驾护航,中国金融新闻网
372,2021-08-17,【国君非银】产寿保费延续承压，养老产业百花齐放——2021年7月上市险企保费数据点评,欣琦看金融
373,2021-08-17,收入原地踏步甚至负增长 保险公司还有救吗？ 盈利能力下降,新浪
374,2021-08-17,【东吴非银 | 上市险企7月保费数据点评】寿险未见边际改善，财险增速略有放缓,微信
375,2021-08-17,融资客青睐4股，上实发展买入占比高达36.23%,Wind
376,2021-08-17,保险行业：产寿保费延续承压 养老产业百花齐放,新浪
377,2021-08-16,中国财险：拟于8月20日披露公司2021年中期业绩,Wind
378,2021-08-16,中国人保：8月23日11:00-12:00召开2021年中期业绩发布会,Wind
379,2021-08-16,【银河非银武平平】行业动态 2021.7丨负债端依旧低迷，新能源车险专属条款发布,中国银河证券研究
380,2021-08-15,上半年，9大险企实现保费收入约1.69万亿元！ 互联网公司高增长拔得头筹，这家人身险公司却同比下降两成 盈利能力下降,每日经济新闻
381,2021-08-15,非银金融行业周报：券商业绩预计向好 关注优质个股,新浪
382,2021-08-13,新华保险、中国人寿、中国人保前7月保费收入出炉 同比均有增长,和讯
383,2021-08-13,中国人保为新冠疫苗全球运输提供保险保障,中国金融新闻网
384,2021-08-13,快讯 | 中国人保：前七月保费收入为3754亿元,财经网
385,2021-08-12,中国人保(601319.SH)1-7月累计原保险保费收入3754.31亿元,智通财经
386,2021-08-12,中国人保(601319.SH)前7月原保费收入3754.31亿元 同比增长1.21%,格隆汇
387,2021-08-12,中国人保：1-7月原保险保费收入为3753.71亿元,格隆汇
388,2021-08-12,暴雨来袭，中国人保撑起坚实“保护伞”，全力守护人,中经导报
389,2021-08-11,非银金融行业：市场交易量连续破万亿 财富管理券商表现突出,新浪
390,2021-08-10,中国人保寿险推出“清凉一夏 服务到家”客户服务活动,金融投资报
391,2021-08-09,痛失2000亿投行大单，中信证券加速跌落,新浪
392,2021-08-09,非银金融行业跟踪：海外市场数据或影响市场流动性预期 保险板块布局正当时,新浪
393,2021-08-09,14款移动应用存在隐私不合规行为，含中国人保、叮叮易建等,澎湃新闻
394,2021-08-05,中国人保(601319)：寿险条线挑战加剧,新浪
395,2021-08-05,《财富》五百强榜单出炉，中国人保第90名！,证券之星
396,2021-08-04,保险转型进行时九：代理人调整或已至半程,新浪
397,2021-08-04,能链推出“加油险”，持续完善能源消费保障体系,凤凰网
398,2021-08-04,中国人保 全力做好河南暴雨理赔救援工作,新浪
399,2021-08-03,晚间重要公告2021年8月3日星期二,Wind
400,2021-08-03,程玉琴退任中国人保非执行董事 董监高成员变化,新浪
401,2021-08-03,中国人保(601319.SH)非执行董事程玉琴退任 董监高成员变化,智通财经
402,2021-08-03,中国人民保险集团：程玉琴因已届法定退休年龄退任公司非执行董事,Wind
403,2021-08-03,国寿、太保减持银行股套现 “银地保”还互相嫌弃？ 减持股份,21世纪经济报道
404,2021-08-03,7月银保个股遭北向资金抛弃？26只被净减持12只被净增持 近一周已有资金回归迹象 减持股份,财联社
405,2021-08-02,11家中国险企挺进《财富》500强榜单 平安、国寿、人保3家进入一百强,北京商报
406,2021-08-02,刚刚，2021年《财富》世界500强揭晓！A股五大上市险企在榜单上“重聚”,每日经济新闻
407,2021-08-02,9家险企上榜《财富》世界500强：中国平安净利润居世界19位，华夏保险掉出榜单,搜狐
408,2021-07-30,助力极端天气灾害管理 中国人保发布“守护保”“综治保”服务方案,证券日报网
409,2021-07-30,中国人保联手掌上医护，构建新医疗+保险业态布局,搜狐
410,2021-07-30,基金持仓保险股市值创新低 又见社保基金减持 减持股份,证券日报
411,2021-07-30,基金持仓保险股市值创近4年新低 又见社保基金发布减持计划,证券日报
412,2021-07-29,保险股被抛弃？公募持仓平安、太保市值骤降8成,Wind
413,2021-07-28,平安之后中国人保又迎投资者连环问 股价何时企稳、暴雨赔付影响几何？,21世纪经济报道
414,2021-07-28,中国人保“卓越保险战略”成绩单：转型中如何加速“奔跑”？,和讯
415,2021-07-28,河南洪水引发110亿元巨额保险索赔，保险股大跌 自然灾害,腾讯网
416,2021-07-27,中国人保“卓越保险战略”半年答卷：再回C位的五重运行轨迹,和讯
417,2021-07-27,A股5大险企二季度遭基金净减持超3.7亿股新华保险被7成“基金粉”抛弃 减持股份,财联社
418,2021-07-27,中国人保：截至7月25日17时，公司共接到此次河南暴雨报案20.7万件，初步预计向保户支付的保险经济补偿将达到20多亿元,每日经济新闻
419,2021-07-27,中国人保：尽管公司近期面临社保减持、河南暴雨灾害、“烟花”台风的影响，但基本面和经营业绩保持稳定,每日经济新闻
420,2021-07-27,为什么连社保也不看好公司的股价和经营要减持呢？中国人保：社保基金会作为公司重要战略投资者地位不会发生变化,每日经济新闻
