,2021-12-31,年度盘点丨2021药企赴港IPO：互联网医疗企业偏爱港股，下半年市场转冷，24家跌破发行价,新浪医药
297,2021-11-18,又有千亿医药巨头放大招！赴港二次上市,中国基金报
298,2021-11-18,华兰股份：公司和凯莱英有合作关系,每日经济新闻
299,2021-11-18,21股今日获机构买入评级,证券时报网
300,2021-11-18,天风证券：维持凯莱英(002821.SZ)“买入”评级 签署重大合同 产能稳定释放,智通财经
301,2021-11-18,华泰证券：维持凯莱英(002821.SZ)“买入”评级 目标价533.93元,智通财经
302,2021-11-18,凯莱英通过港交所聆讯，多家大型银行持股,阿尔法工场
303,2021-11-18,医药生物行业深度报告：创新药行业景气 医药新零售东风已起,新浪
304,2021-11-18,凯莱英通过港交所聆讯：多家大型银行持股 外资持股超5%,新浪
305,2021-11-18,港股IPO| 凯莱英通过港交所聆讯 A股上市五年后再赴港股,财联社
306,2021-11-18,凯莱英事件点评：公司新签美国大订单，带来较大业绩增量【东吴医药朱国广团队】,国广有话说
307,2021-11-18,医药日报 | 凯莱英通过港交所聆讯；全球第二位艾滋病「自愈」者已现,富途证券
308,2021-11-18,新冠特效药热度蔓延至A股：拓新药业暴涨185%后被问询停牌、翰宇药业股价翻倍后又暴跌，拼业绩还是炒概念？ 问询,中国经济网
309,2021-11-18,东吴证券：维持凯莱英(002821.SZ)“买入”评级 新签大额合同 产能释放加速,智通财经
310,2021-11-18,11股获券商买入评级 中国巨石目标涨幅达69.29%,Wind
311,2021-11-18,新股消息 | 凯莱英通过港交所聆讯 为全球第五大原料药CDMO,智通财经
312,2021-11-18,凯莱英(002821.SZ)：H股IPO通过港交所聆讯,格隆汇
313,2021-11-17,凯莱英(002821)：大订单签约生效 为主业加速增长夯实基础,新浪
314,2021-11-17,新冠特效药中国造？刷新记录的“31亿大单”为什么花落凯莱英？,E药经理人
315,2021-11-17,凯莱英医药集团（天津）股份有限公司通过港交所上市聆讯,Wind
316,2021-11-17,东吴证券维持凯莱英买入评级，事件点评：公司新签美国大订单，带来较大业绩增量,每日经济新闻
317,2021-11-17,股价接近历史高点！签下4.8亿美元大订单，凯莱英业绩发力可期？,财华社
318,2021-11-17,4.8亿美元新订单来自辉瑞的新冠特效药？凯莱英称是去年第一大客户,经济观察网
319,2021-11-17,新冠特效药，要来了！这家天津企业刚拿下30亿大单,21商评网
320,2021-11-17,新药 | 凯莱英签30亿订单，或代生产新冠口服药,健识局
321,2021-11-17,凯莱英签下辉瑞新冠口服药30亿元大订单，我国CDMO产业未来有望呈现5倍增量?,新浪医药
322,2021-11-17,辉瑞新冠口服药中国造？,观察者网
323,2021-11-17,【国金医药】凯莱英公司点评：签订重大合同，开启业绩提速周期,搜狐
324,2021-11-17,辉瑞新冠口服新药申请EUA！凯莱英获其4.8亿美元生产大单？,药智网
325,2021-11-17,30亿！凯莱英喜提辉瑞巨额订单，谁将是下一个爆发的新冠重磅药CDMO？,瞪羚社
326,2021-11-17,股价创历史新高股一览,证券时报网
327,2021-11-17,13股今日获机构买入评级,证券时报网
328,2021-11-17,辉瑞申请新冠口服药紧急使用授权，中国CXO企业入局分一杯羹,21世纪经济报道
329,2021-11-17,紧缺！涨价！太疯狂了！一通电话，1.8万亿赛道股价集体暴动！券商喊话第三轮涨价潮即将启动！有股民提示风险：小心山顶站岗！,雪球
330,2021-11-17,凯莱英：二级市场价格波动受到多重因素影响，如触及披露要求，公司会严格遵循深交所的相关规定予以披露,每日经济新闻
331,2021-11-17,盘中一度涨停，凯莱英的31亿元新订单是否来自新冠“特效药”,第一财经
332,2021-11-17,浙商证券：维持凯莱英(002821.SZ)“买入”评级 大订单催化 进入业绩加速期,智通财经
333,2021-11-17,华西证券维持凯莱英买入评级：大订单签订确保未来2年业绩高增长以及彰显公司CDMO竞争优势,每日经济新闻
334,2021-11-17,国金证券维持凯莱英买入评级：签订重大合同，开启业绩提速周期,每日经济新闻
335,2021-11-17,凯莱英签海外大单股价上涨 旗下公众号推送辉瑞新冠口服药物进展,每日经济新闻
336,2021-11-17,凯莱英(002821)：大订单催化 超预期可期！,新浪
337,2021-11-17,凯莱英拿下30亿大订单，明年业绩稳了？,格隆汇
338,2021-11-17,4.81亿美元订单助推凯莱英涨停开盘 总市值逼近1100亿元,产业经济新闻网
339,2021-11-17,[公司]小分子CDMO综合竞争优势明显 凯莱英再签海外大额订单,全景网
340,2021-11-17,信达证券发布凯莱英研报：4.8亿美元订单落地，CDMO业务保障公司持续升级,每日经济新闻
341,2021-11-17,信达证券：给予凯莱英评级,证券之星
342,2021-11-17,国盛证券维持凯莱英买入评级：单项目累积4.8亿美元大订单创新高，小分子CDMO业务实力彰显,每日经济新闻
343,2021-11-17,CRO概念股集体走强 机构建议重点关注本土6龙头,和讯
344,2021-11-17,凯莱英飙涨9%：新签大型海外订单或来自辉瑞新冠口服药,第一财经
345,2021-11-17,凯莱英新签4.8亿元CDMO合同，订单方或为辉瑞公司,阿尔法工场
346,2021-11-17,快讯：凯莱英涨停 报于458.37元,金融界
347,2021-11-17,凯莱英获辉瑞新冠口服药4.8亿美元CDMO合同,21世纪经济报道
348,2021-11-17,平安证券：给予凯莱英买入评级,证券之星
349,2021-11-17,【异动股】CRO板块高开，凯莱英(002821.CN)涨10.0%,财华社
350,2021-11-17,快讯：CRO概念开盘拉升 凯莱英涨停,新浪
351,2021-11-17,签订4.8亿美元CDMO服务合同 凯莱英开盘一字涨停,新浪
352,2021-11-17,平安证券维持凯莱英强烈推荐评级：签订大型订单，来年业绩有望显著提升,每日经济新闻
353,2021-11-17,凯莱英(002821)：签订重大订单 业绩加速增长,新浪
354,2021-11-17,凯莱英公告4.8亿美元大订单 业内猜测或来自辉瑞新冠口服药,财联社
355,2021-11-16,凯莱英(002821.SZ)签订一项供货合同 累计金额4.81亿美元,智通财经
356,2021-11-16,凯莱英(002821.SZ)：子公司签订4.809亿美元的相关产品新一批供货合同,格隆汇
357,2021-11-16,凯莱英：签订日常经营重大合同,每日经济新闻
358,2021-11-16,凯莱英：签订4.81亿美元CDMO服务合同,36氪
359,2021-11-16,凯莱英：子公司与美国某大型制药公司签订供货合同,财联社
360,2021-11-16,凯莱英：与美国大客户签订新一批合同，CDMO服务累计合同金额4.8亿美元,Wind
361,2021-11-16,医药生物行业：业绩确定性强 景气度可持续 持续看好CXO赛道,新浪
362,2021-11-16,2021年医保谈判结果即将出炉，生物医药股价回暖,富途证券
363,2021-11-16,国盛证券：维持凯莱英(002821.SZ)“买入”评级 订单创新高 小分子CDMO业务实力彰显,智通财经
364,2021-11-16,中泰证券：维持凯莱英(002821.SZ)“买入”评级 大订单顺利签约 主业加速增长,智通财经
365,2021-11-16,CXO赛道股再次上演集体大跌 这可能是葛兰最郁闷的一天,腾讯网
366,2021-11-15,医药行业周报：创新药医保谈判落地 北交所开市关注专精特新,新浪
367,2021-11-15,北向资金连续3日净买入累计加仓近160亿，中国中免获净买入超6亿元,Wind
368,2021-11-15,国谈价格好于市场预期，有利于创新药板块估值修复！【东吴医药朱国广团队】,国广有话说
369,2021-11-15,医药行业周报：2021医保谈判落幕 本周医药板块上涨0.82% 建议关注政策受益的原料药板块,新浪
370,2021-11-13,两部委出台政策利好 申万化学原料药指数连跌6周后大幅反弹「制药行业周榜」,华夏时报
371,2021-11-12,凯莱英：香港联交所审议公司发行境外上市外资股申请,财联社
372,2021-11-12,凯莱英(002821.SZ)：香港联交所上市委员会已审阅公司上市申请,格隆汇
373,2021-11-12,医药板块2021Q3分析暨11月月报：高基数下增速放缓 板块基本面仍旧强劲 把握配置窗口期,新浪
374,2021-11-12,【最全】2022年中国医药研发外包(CRO)行业上市公司全方位对比(附业务布局汇总、业绩对比、业务规划等),证券之星
375,2021-11-11,凯莱英11月11日大宗交易成交208.54万元,证券时报网
376,2021-11-11,A股共发生201宗大宗交易成交45.76亿元（11月11日）,Wind
377,2021-11-11,凯莱英现1笔大宗交易 共成交208.54万元,新浪
378,2021-11-11,凯莱英今日大宗交易成交0.51万股，成交价408.9元溢价0.0%,Wind
379,2021-11-11,医药生物行业《关于推动原料药产业高质量发展实施方案的通知》政策点评：提升产业全球竞争力 API板块性价比凸显,光大证券
380,2021-11-11,21健讯Daily｜未接种新冠疫苗重症和死亡几率高15倍；凯莱英即将在港二次上市,21经济网
381,2021-11-10,葛兰、谢治宇又押对了？这个行业迎来重磅文件，悄悄透露出长牛投资机会！,瞪羚社
382,2021-11-10,【兴证医药】辉瑞口服新冠药物进展及医药行业后续展望- 医药行业周报(2021.11.01-2021.11.05),兴证医药健康
383,2021-11-10,消息指凯莱英医药本周寻求通过聆讯 最多集资15亿美元 最快下周预路演,中华网
384,2021-11-10,【干货】医药研发外包(CRO)行业产业链全景梳理及区域热力地图,证券之星
385,2021-11-09,北向资金成交低迷连续3日净卖出，中国平安遭大幅净卖出超10亿元,Wind
386,2021-11-09,【干货】医药制造外包(CMO)行业产业链全景梳理及区域热力地图,前瞻研究院
387,2021-11-09,A股早报2021年11月9日星期二,Wind
388,2021-11-09,北向资金动向盘点：继续重手买入电力设备新能源,Wind
389,2021-11-09,北向资金连续第二日净卖出，抛售医药、酿酒股，却增持这只汽车股近5亿元,21世纪经济报道
390,2021-11-09,每日理财观察：央行推出碳减排支持工具，期限1年利率1.75%,Wind
391,2021-11-08,2021年医药行业11月策略报告：战略布局特色原料药及高景气度子行业,新浪
392,2021-11-08,深港通十大成交活跃股排名（11月8日）,Wind
393,2021-11-08,11月8日龙虎榜，机构青睐这9股,证券时报网
394,2021-11-08,锂电池掀涨停潮，6亿资金抢筹天齐锂业！北向资金与机构共同看上这些股（名单）,21世纪经济报道
395,2021-11-08,凯莱英振幅15.15%，7机构现身龙虎榜,证券时报网
396,2021-11-08,北向资金今日净流出10亿元 上汽集团获加仓4.9亿元,第一财经
397,2021-11-08,凯莱英龙虎榜数据（11月8日）,Wind
398,2021-11-08,凯莱英高开低走收跌1.7%，外资出逃,Wind
399,2021-11-08,医药专题：当CXO碰上新冠研发,新浪
400,2021-11-06,葛兰勇进，高瓴撤退，CXO 困境下的“旗手”与“叛徒”,ZAKER
401,2021-11-06,预见2022：《2021年中国医药研发外包(CRO)行业全景图谱》(附市场现状、竞争格局和发展趋势等),证券之星
402,2021-11-05,医药行业：行业景气度延续,新浪
403,2021-11-04,【兴证医药】医药持仓比例历史低位，自下而上布局2022年-2021年11月投资月报,兴证医药健康
404,2021-11-04,高瓴，正在抛弃医药股？,金融界
405,2021-11-04,如果现在就是医药极度悲观的底部，未来该如何布局？,格隆汇
406,2021-11-04,凯莱英：公司正按照发行H股的时间表推行该项工作,每日经济新闻
407,2021-11-04,北向资金稳步加仓连续6日净买入，新能源、大消费集体获抢筹,Wind
408,2021-11-04,高瓴资本3季度只减仓不加仓：安全边际、成长性重定位,Wind
409,2021-11-04,高瓴资本三季度只减仓不加仓，安全边际与成长性需重新定位,Wind
410,2021-11-03,高瓴资本三季度减仓：不确定增加成新常态，安全边际与成长性需要重新定位,21世纪经济报道
411,2021-11-03,药明康德被传“变相降薪”，回应称还在讨论，CRO行业要“入冬”了？,经济观察报
412,2021-11-03,公募基金持股市值创新高，社保显著加仓周期股（附表）,Wind
413,2021-11-03,凯莱英：浙商证券、国盛证券等20家机构于10月28日调研我司,证券之星
414,2021-11-02,国泰君安医药行业2021年11月投资策略暨三季报报总结：高基数和疫情反复影响增速放缓,新浪
415,2021-11-02,CXO景气度还在吗？,同写意
416,2021-11-02,初见峥嵘的大医药时代，崛起之路势不可挡,Ofweek
417,2021-11-02,减持宁王、眼茅…高瓴持仓大调整！4大调仓逻辑曝光，接下来看好这些方向 减持股份,证券之星
418,2021-11-02,高瓴4大调仓逻辑曝光，接下来看好这些方向,Wind
419,2021-11-02,高瓴A股持仓最全梳理！三季度调仓哪些公司？密集调研透露关注方向,Wind
420,2021-11-01,赵蓓大幅度加仓！一家有潜力接力凯莱英的CDMO，190家机构蜂拥调研！,瞪羚社
421,2021-11-01,公募三季度全景图绘出， “百亿俱乐部”规模缩水,Wind
422,2021-11-01,高瓴资本三季报A股持仓全扫描：凯莱英、爱尔眼科等遭卖出,上证报
423,2021-11-01,高瓴资本三季报A股持仓全扫描,Wind
424,2021-11-01,公募三季度全景图绘出“百亿俱乐部”规模缩水,Wind
425,2021-11-01,Q3行情结束，医药板块进入估值切换长周【东吴医药朱国广团队】,国广有话说
426,2021-10-30,高瓴大规模抛售CXO：嗅到了什么危机？,格隆汇
427,2021-10-30,财信证券：给予凯莱英增持评级，目标价位424.0元,证券之星
428,2021-10-30,基金三季度调仓换股全扫描，电力、能源、地产被明显加仓！,Wind
429,2021-10-29,企业观 | 全面布局细胞及基因治疗，高瓴减持凯莱英加大投注新技术领域CXO公司 减持股份,财经网
430,2021-10-29,干货！2021年中国医药制造外包(CMO)行业龙头企业分析——药明康德：CMO行业的“侵略者”,前瞻研究院
431,2021-10-29,领跑CDMO赛道却遭高瓴减持 凯莱英赴港二次上市有何玄机？,投资者网
432,2021-10-29,中信建投医药大健康团队最新研究,中信建投证券研究
433,2021-10-28,【专题报告】2021年三季报公募基金十大重仓股持仓分析,华创金工
434,2021-10-28,逆势上扬的CRO：一半是海水，一半是火焰,同写意
