,2021-12-31,独家|长江证券副总裁罗国华辞职，将出任华东一家券商总裁，多位人士“点评”他们心中的老罗 董监高成员变化,财联社
1255,2019-01-23,长江证券2018年净利润下降超八成 计提资产减值近3亿 盈利能力下降,中国经济网
1256,2019-01-23,长江证券去年净赚2.59亿,证券时报
1257,2019-01-22,长江证券2018年业绩大幅下滑 净利润同比降逾80% 盈利能力下降,证券时报网
1258,2019-01-22,长江证券：2018年净利润同比减83.23%（快报） 盈利能力下降,Wind
1259,2019-01-22,长江证券：2018年净利2.59亿元 同比下降83.23%,e公司
1260,2019-01-17,控股股东质押风险解除 回天新材引入国资股东添悬念,e公司
1261,2019-01-11,上市券商12月成绩单：12家亏损 长江证券营收净利双双告负 亏损,中国网
1262,2019-01-11,2018券商年度成绩单： 中信净利82亿夺冠 6家亏损,21世纪经济报道
1263,2019-01-10,26家A股券商12月业绩出炉 多家计提减值全年利润暴跌 资产异常,新浪
1264,2019-01-09,长江证券：母公司2018年净利2.45亿元,e公司
1265,2019-01-04,长江证券：转型无牛市 复盘日韩当年表现,和讯
1266,2019-01-04,券商2018踩雷质押大数据,21世纪经济报道
1267,2019-01-04,券商2018踩雷质押大数据： 兴业撞枪退市股 西部、长江中招乐视,21世纪经济报道
1268,2019-01-03,券商股接力军工板块大涨，方正证券涨停,Wind
1269,2019-01-03,券商板块盘初活跃，方正证券涨近5%,Wind
1270,2019-01-02,号称“敢死队”的神秘游资2018年是赚是赔？,金融界
1271,2018-12-28,IPO寒冬！2018过会率60%创9年新低,云掌财经
1272,2018-12-20,回天新材：第一笔纾困资金2.2亿元已经到账,中证网
1273,2018-12-17,又见券商首席跳槽！华融证券原首席经济学家伍戈赴任长江证券，佣金分仓排名第一的长江又要大动作？,21财经搜索
1274,2018-12-14,涪陵榨菜暴跌8%：拟募资33亿，产能大跃进 连续下跌,读懂财经
1275,2018-12-14,券商科创板承销收入大揭秘：平均每家公司承销费7500万，74%要用来跟投,读懂财经
1276,2018-12-14,乐信Q1高速增长：关于“后浪”就业和消费的两个预期差,读懂财经
1277,2018-12-14,汇森家居12月14日开簿，近三年净利润复合增长超30%,读懂财经
1278,2018-12-14,汇森家居12约14日开簿，近三年净利润复合增长超30%,读懂财经
1279,2018-12-14,大店做小，小店做大，苏宁有限业态翘起无限场景,读懂财经
1280,2018-12-07,券商股午后异动，南京证券涨4%,Wind
1281,2018-12-06,33家券商披露11月财务数据：中信证券净利近17亿元高居榜首,Wind
1282,2018-12-05,李德林：资本大鳄刘益谦,新浪
1283,2018-12-04,公募基金牌照申请券商增至2家,证券时报
1284,2018-12-03,3年来，这家券商对设立公募基金公司痴心不改，目前正在更新申请材料！,每日经济新闻
1285,2018-11-30,刘益谦金控版图生变 抛售天平到底赚了多少钱？,华夏时报
1286,2018-11-30,寒冬来袭，券商涌现离职潮,云掌财经
1287,2018-11-27,刘益谦凌晨宣布 所持外资财险公司股权全部出手,中财网
1288,2018-11-23,长江证券：尤习贵因年龄原因辞任董事长,Wind
1289,2018-11-23,长江证券：董事长尤习贵辞职 董监高成员变化,e公司
1290,2018-11-21,一个月内9家上市券商遭股东减持，券商股被套现超10亿元,证券日报
1291,2018-11-08,33家上市券商10月业绩出炉 逾八成净利环比下滑,北京商报网
1292,2018-10-30,长江证券股份有限公司2018第三季度报告,证券时报
1293,2018-10-29,长江证券：前三季度净利同比降逾6成,e公司
1294,2018-10-29,券商股再度上攻，锦龙股份领涨逾4%,Wind
1295,2018-10-23,回天新材高管频繁披露减持计划 股价连续下跌 减持股份,股城网
1296,2018-10-22,8家上市券商发布三季度快报 东北证券一枝独秀营收逆势飘红,证券日报
1297,2018-10-18,长江证券财务负责人辞职,证券时报网
1298,2018-10-18,金融时报：货币政策仍需稳字当头,Wind
1299,2018-10-17,长江证券前三季度业绩预告 盈利预计减少61.56% 盈利能力下降,挖贝网
1300,2018-10-16,预减、亏损成三季报“关键词” 中小券商变相裁员初见端倪 亏损,21世纪经济报道
1301,2018-10-14,[快讯]长江证券公布第三季度快报 净利润同比增减-61.56%,中财网
1302,2018-10-11,A股市场破净股一览（10月11日）,Wind
1303,2018-09-22,资本大佬刘益谦连续踩雷：入股长江证券浮亏50亿 投资失误,中金在线
1304,2018-09-17,长江证券(000783.SZ)：宏泰集团减持494万股其及中小金服合计持股降至4.9106% 减持股份,格隆汇
1305,2018-09-17,券商股再掀股东的增持潮 多只券商股可重点关注,证券之星
1306,2018-09-10,长江证券遭证监处罚 东方金钰国泰君安两项目曝漏洞 其他违规处罚,中国经济网
1307,2018-09-04,上市券商薪酬榜:长江证券增长最多 招商员工流失居首,新浪
1308,2018-09-01,“湖北国资”举牌长江证券 宏泰集团跻身前十大股东,中国经营报
1309,2018-08-30,自营业绩严重分化，弱市考验券商“操盘”能力,Wind
1310,2018-08-29,宏泰集团高调举牌长江证券 法人股大王刘益谦、三峡集团仍为两大掌控者,证券日报
1311,2018-08-27,盘前必读公告：这些股不容错过！,巨丰财经
1312,2018-08-27,券商盈利进入低谷期 “二八效应”日趋明显,Wind
1313,2018-08-26,金融：券商上半年业绩整体惨淡 荐1股,中银国际
1314,2018-08-25,长江证券被举牌,中证报
1315,2018-08-24,长江证券：宏泰集团及其一致行动人持股升至5%,e公司
1316,2018-08-24,长江证券：获宏泰集团及中小金服举牌，持股达5%,Wind
1317,2018-08-17,三家上市券商中报出炉 资管业务潜力渐显,中证报
1318,2018-08-16,中邮基金子公司逆势上涨东证资管6亿净利领跑,证券时报
1319,2018-08-15,海欣股份时隔两年二次举牌 省级金控玩家重出江湖？,新浪
1320,2018-08-13,首批救市券商半年报，救市资金仍在运作收益率超6%！,每日经济新闻
1321,2018-08-10,长江证券：上半年净利润同比减62.02%,Wind
1322,2018-08-10,长江证券：上半年净利3.78亿 同比降六成,e公司
1323,2018-08-10,长江证券晚间公布半年报：报告期内，公司实现营业收入23.46亿元,凤凰网
1324,2018-08-10,A股共发生44宗大宗交易成交8.49亿元（8月10日）,Wind
1325,2018-08-10,长江证券今日大宗交易成交1750万股，成交价5.2元折价-1.36%,Wind资讯
1326,2018-07-28,券商盈利“全军覆没”投行子公司大滑坡,中国经营报
1327,2018-07-27,中国证监会公布2018年证券公司分类结果,证监会
1328,2018-07-25,7月25日有50家公司获重要股东增减持 泛海控股已被连续增持76次,Wind
1329,2018-07-25,金融时报：积极财政政策要更加积极，货币要松紧适度,Wind
1330,2018-07-23,30家上市券商业绩持续分化 上半年仅中信、申万净利润正增长,投资者报
1331,2018-07-19,自营业务竟成中小券商业绩爆点！7家券商半年成绩单新鲜出炉,中财网
1332,2018-07-19,80后总裁刘元瑞履职半年后 长江证券烙上重专业、重投研的印记,投资者报
1333,2018-07-17,五家券商率先发布中期业绩快报 4家业绩大幅下滑,证券日报
1334,2018-07-13,长江证券：上半年实现净利润3.78亿元，同比下降62.02%,Wind
1335,2018-06-22,又一家券商系公募基金获批，还有华林证券正在申请公募牌照,中国基金网
1336,2018-06-01,新理益集团收到证监局警示函 因短线交易长江证券,和讯
1337,2018-05-30,长江证券 大股东短线交易遭警示,北京商报网
1338,2018-05-29,短线交易 长江证券大股东新理益集团收警示函,北京商报网
1339,2018-05-29,长江证券：第一大股东收湖北证监局警示函,Wind
1340,2018-05-23,关于第六届证券期货科学技术奖励的决定,中国基金业协会
1341,2018-05-09,上市券商4月份业绩分化：净利润环比增长最高至7倍,证券日报
1342,2018-05-07,长江证券：母公司1-4月份净利为3.57亿元,e公司
1343,2018-05-01,一季度证金公司增持16家券商股，申万宏源增持股数最多,Wind
1344,2018-04-28,长江证券股份有限公司关于召开2017年年度股东大会的通知,证券日报
1345,2018-04-27,长江证券一季度盈利3.2亿下滑25.46%,证券时报
1346,2018-04-27,长江证券：一季度净利润同比减25.46%,Wind
1347,2018-04-26,长江证券：2017年净利润同比减29.98%,Wind
1348,2018-04-20,2018年4月20日新闻发布会,深交所
1349,2018-04-19,4月19日有21家公司获重要股东增减持 坚瑞沃能已被连续减持32次,Wind
1350,2018-04-19,刘益谦卖出5万股的股票：收益仅62元钱 惊动了交易所,每日经济新闻
1351,2018-04-19,长江证券第一大股东误操作致短线交易 收到深交所监管函,和讯
1352,2018-04-17,A股共发生46宗大宗交易成交36.82亿元(4月17日),Wind
1353,2018-04-17,长江证券今日大宗交易成交65.88万股，成交价6.9元折价1.71%,Wind资讯
1354,2018-04-16,长江证券：独立董事袁小彬辞职,证券时报
1355,2018-04-04,2017年百大券商公募分仓佣金收入排名：十强大洗牌，中信重夺榜首！,Wind
1356,2018-04-02,缘通电子因银行账户被冻结等遭主办券商风险提示,资本邦
1357,2018-04-01,券商大洗牌！血战9万亿最优质资源，长江佣金第二，天风 “涨疯”，多家老牌掉队（全名单）,中国基金报
1358,2018-03-17,可转债加速扩容 哪些值得买？挑选标的来看三要素,证券时报
1359,2018-03-16,可转债市场回暖明显 长江证券可转债下周申购,证券时报
1360,2018-03-13,兑奖了！长江证券可转债中签号出炉,Wind
1361,2018-03-13,长江证券：可转债中签结果出炉 共104.63万个,e公司
1362,2018-03-12,【提示】长证转债今日申购,Wind
1363,2018-03-11,周末上市公司晚间重要公告,顶尖财经网
1364,2018-03-11,长江证券：可转债明日申购,e公司
1365,2018-03-09,公告精选：七天六个涨停，海得控制将停牌核查；苏宁易购斥资1.43亿回购1100万股公司股份,每日经济新闻
1366,2018-03-09,3月9日晚间上市公司十大重磅公告,巨丰财经
1367,2018-03-09,海欣股份：拟不超1亿元参与长江证券可转债配售,e公司
1368,2018-03-09,[路演]长江证券：公司企业债主承销家数行业排名第一,全景网
1369,2018-03-09,[路演]长江证券：公司资管业务规模稳定增长,全景网
1370,2018-03-09,2017年券商高管变更报告,21世纪经济报道
1371,2018-03-07,可转债市场回暖明显 长江证券可转债下周申购,和讯
1372,2018-02-27,第三家设立雄安分公司的券商来了！ 有何亮点？,中国基金报
1373,2018-02-26,中信建投证券换帅：齐亮将卸任总裁 李格平接棒,证券时报
1374,2018-02-07,第六届证券期货科学技术奖拟授奖项目公示公告,中国基金业协会
1375,2018-02-01,科融环境实控人股票跌破平仓线 2天前仍称不存在风险,证券日报
1376,2018-01-31,券商龙头股票有哪些：券商行业业绩分化 龙头上演王者归来,证券日报
1377,2018-01-30,券商行业“马太效应”加剧 龙头券商继续领跑,深圳商报
1378,2018-01-29,“马太效应”强化，上市券商业绩持续分化,Wind
1379,2018-01-29,百家公司发布2017年业绩快报，近八成净利增长,中证报
1380,2018-01-25,国都证券第一大股东或易主，11家“上市”券商无实际控制人,第一财经
1381,2018-01-23,长江证券新三板业务不尽职 湖北证监局责令整改,中国经济网
1382,2018-01-23,长江证券270名客户账户虚增7000万 技术系统存漏洞,中国经济网
1383,2018-01-23,长江证券交易结算违规 致270名客户资金余额虚增7100万,和讯
1384,2018-01-17,长江证券坚定看好新三板 半个月新进9家督导业务,新浪
1385,2018-01-17,半个月新进9家督导业务，长江证券究竟要做什么？,读懂财经
1386,2018-01-17,2017年券商人工智能大事记,证券日报
1387,2018-01-10,长江证券股份有限公司2017年度业绩快报,证券日报
1388,2018-01-09,2017券商业绩出炉 中信龙头地位不保华泰正不断逼近,中国基金报
1389,2018-01-09,长江证券2017年实现净利15.72亿下降28.75%,证券时报
1390,2018-01-09,长江证券：2017年净利同比下降28.75%,Wind
1391,2018-01-08,券商资管规模急剧萎缩业绩跑输公募 长江证券一枝独秀成黑马,投资者报
1392,2018-01-03,A股共发生92宗大宗交易成交8.53亿元（1月3日）,Wind
1393,2018-01-03,“定增大王”刘益谦的2017：投资长江证券、国民技术损失惨重,中国经济网
1394,2018-01-03,长江证券今日大宗交易成交71.02万股，成交价7.32元折价8.61%,Wind资讯
1395,2018-01-02,第六届证券期货科学技术奖初审结果公示公告,中国基金业协会
