,2021-12-31,洛阳钼业(03993)拟为CMOC Brasil提供本金不超过六亿美元担保 大额借贷担保,智通财经
295,2021-09-13,有色金属行业周报：锂盐价格加速上涨 碳中和铝长期受益,新浪
296,2021-09-13,有色金属行业周报：PPI-CPI持续扩大 锂价延续冲高走势,新浪
297,2021-09-13,北向资金净卖出额创近一个月新高，白酒、有色股遭抛售,Wind
298,2021-09-13,金属行业新能源板块周报：锂供应紧张加剧 价格预计延续加速上涨,新浪
299,2021-09-13,有色金属行业周报：铝价创新高 锂价维持强势上行,华安证券
300,2021-09-13,【异动股】洛阳钼业(03993.HK)涨4.5%,财华社
301,2021-09-13,融资客青睐10股，纳思达买入占比高达35.02%,Wind
302,2021-09-13,A股融资融券日报：两融余额增加34.89亿元（9月10日）,Wind
303,2021-09-13,中信证券：供需双弱格局打破，铜铝价格持续性料超预期,Wind
304,2021-09-10,沪港通十大成交活跃股排名（9月10日）,Wind
305,2021-09-10,A股资金流向（9月10日）：金融、消费成为中流砥柱，资金回流半导体行业,Wind
306,2021-09-10,解盘：人气高涨沪指上破3700点，特高压、芯片、锂矿、稀土领涨,Wind
307,2021-09-10,快讯：洛阳钼业涨停 报于8.05元,金融界
308,2021-09-10,有色金属大涨，广晟有色涨停，哪些个股可以关注(附名单),证券之星
309,2021-09-10,广晟有色、湖南黄金、洛阳钼业涨停，有色60ETF(159881)盘中涨超4%,资本邦
310,2021-09-10,港股原材料板块持续拉升，紫金矿业大涨近10%,Wind
311,2021-09-10,【异动股】洛阳钼业(03993.HK)涨6.5%,财华社
312,2021-09-10,【行情】港股有色板块持续走高，洛阳钼业涨近7%，紫金矿业、中国宏桥涨超5%，中国铝业、江西铜业股份涨近3%,金十数据
313,2021-09-09,【异动股】洛阳钼业(03993.HK)涨3.04%,金融界
314,2021-09-09,每日理财观察：理财公司理财产品流动性风险管理办法拟出台,Wind
315,2021-09-08,71股主力资金净流入超亿元,证券时报网
316,2021-09-08,港股收评：恒指跌0.12%，电力、铝板块逆市上涨，汽车股下跌恒大汽车跌超14%,金融界
317,2021-09-08,港股收盘丨恒生指数跌0.12% 原材料板块跌幅居前,第一财经
318,2021-09-08,主力今日尾盘买卖这些个股,第一财经
319,2021-09-08,【异动股】洛阳钼业(03993.HK)跌4.04%,金融界
320,2021-09-08,9月8日午盘主力巨资抢筹四大板块(附股),金融界
321,2021-09-08,9月8日午盘两市机构大单抛盘40股(名单),金融界
322,2021-09-08,9月8日早盘两市机构大单抛盘40股(名单),金融界
323,2021-09-07,9月7日早盘主力巨资抢筹四大板块(附股),金融界
324,2021-09-07,9月7日早盘两市机构大单抛盘40股(名单),金融界
325,2021-09-07,智通港股早知道 | (9月7日)隔夜期货夜盘煤炭板块大涨，铝价进一步上涨,智通财经
326,2021-09-06,GIC Private Limited增持洛阳钼业股份约675.90万股,每日经济新闻
327,2021-09-06,9月6日午盘主力巨资抢筹四大板块(附股),金融界
328,2021-09-06,9月6日午盘两市机构大单抛盘40股(名单),金融界
329,2021-09-06,洛阳钼业：公司与宁德时代已签订《战略合作协议》,每日经济新闻
330,2021-09-06,9月6日早盘两市机构大单抛盘40股(名单),金融界
331,2021-09-06,最近5天交易日融资净买入,财富动力网
332,2021-09-05,中报业绩全面爆发，新能源金属弹性突出,微信
333,2021-09-04,锂价：在波动中继续前进,新浪
334,2021-09-04,建信中证细分有色金属产业主题ETF净值下跌3.42%,新浪
335,2021-09-03,河南4家上市公司入选“上市公司2020年报业绩说明会”实践案例,大众证券报
336,2021-09-03,【权益变动】洛阳钼业(03993.HK)获新加坡政府投资有限公司增持675.9万股,财华社
337,2021-09-03,洛阳钼业今日大宗交易成交365万股，成交价7.11元溢价0.0%,Wind
338,2021-09-03,洛阳钼业：完成发行10亿元超短期融资券,财联社
339,2021-09-03,9月3日午盘两市机构大单抛盘40股(名单),金融界
340,2021-09-03,“有色”扛起牛年A股大旗，巨额资金逆市加仓有色龙头ETF,资本邦
341,2021-09-03,“煤飞色舞”行情强势依旧，有色龙头ETF短短5个月涨逾60%,全景网
342,2021-09-03,“顺周期”东风劲吹，有色龙头ETF上市至今暴涨67%,发现网
343,2021-09-03,智通港股通占比异动统计|9月3日,智通财经
344,2021-09-02,晨报0831 | 电新专题、有色专题、煤炭专题,国泰君安证券研究
345,2021-09-02,【异动股】洛阳钼业(03993.HK)涨3.13%,金融界
346,2021-09-02,生意社：国际钴价反弹回暖利好国内钴市,生意社
347,2021-09-02,每日财报|洛阳钼业首次回购 比亚迪半导体恢复上市,搜狐
348,2021-09-02,洛阳栾川钼业集团股份有限公司 关于以集中竞价交易方式首次回购公司A股股份（第二期）的公告,证券时报
349,2021-09-02,大盘获资金面支撑 淮北矿业融资盘小幅流入,财富动力网
350,2021-09-01,格隆汇港股聚焦(09.01)︱理想、小鹏8月交付量同比大增；腾讯单日耗资1亿港元回购21万股,格隆汇
351,2021-09-01,智通港股公告精选︱(9.1)东岳集团拟折让14.18%配售1.45亿股 净筹33.1亿港元,智通财经
352,2021-09-01,洛阳钼业(03993.HK)耗资4.78亿元回购6602万股A股,格隆汇
353,2021-09-01,34股特大单净流入资金超2亿元,证券时报网
354,2021-09-01,洛阳钼业：第二期首次回购6601.796万股A股 涉资4.78亿元,财联社
355,2021-09-01,洛阳钼业：首次回购约6602万股,每日经济新闻
356,2021-09-01,洛阳钼业(603993.SH)首次回购6601.8万股 耗资4.78亿元,智通财经
357,2021-09-01,洛阳钼业：回购0.31%公司股份，耗资4.78亿元,Wind
358,2021-09-01,827亿主力资金近三日撤出融资融券概念股,证券时报网
359,2021-09-01,9月1日主力资金净流出432亿元,证券时报网
360,2021-09-01,恒生指数收涨0.58% 建材水泥股、网络安全板块涨幅居前,财华社
361,2021-09-01,港股收盘：恒生科技指数涨超1% 机构预计港股调整即将结束,证券之星
362,2021-09-01,9月1日午盘两市机构大单抛盘40股(名单),金融界
363,2021-09-01,快讯：洛阳钼业跌停 报于7.04元,金融界
364,2021-09-01,港股有色、原材料板块跌幅扩大，东岳集团跌近8%,Wind
365,2021-09-01,【异动股】洛阳钼业(03993.HK)跌4.28%,财华社
366,2021-09-01,周期股持续反攻，券商密集调整盈利预测，持续性有多久？,第一财经
367,2021-09-01,智通港股通占比异动统计|9月1日,智通财经
368,2021-09-01,智通港股开市掘金(09.01) | 九月热门品种继续强化 海螺水泥(00914)进军新能源,智通财经
369,2021-09-01,781家上市公司炒493只A股 7家投资收益超10亿元,第一财经
370,2021-08-31,逾700家上市公司上半年炒493只A股：哪些亏损，哪些赚钱？,第一财经
371,2021-08-31,北向资金连续7日净买入8月累计加仓270亿，中国平安逆势遭抛售超20亿,Wind
372,2021-08-31,BlackRock Inc.减持洛阳钼业股份约2012.45万股 减持股份,每日经济新闻
373,2021-08-31,8月31日午盘两市机构大单抛盘40股(名单),金融界
374,2021-08-31,8月31日早盘两市机构大单抛盘40股(名单),金融界
375,2021-08-31,洛阳钼业（03993.HK）获GIC增持675.9万股,腾讯网
376,2021-08-31,34股遭北向资金减持超亿元 减持股份,证券时报网
377,2021-08-31,锂价开始暴走，市场情绪高涨,金融界
378,2021-08-31,洛阳钼业(03993.HK)获GIC增持675.9万股,格隆汇
379,2021-08-31,机构二季度持股趋分散，增持蓝筹白马,Wind
380,2021-08-30,融资5亿美元引入英特尔、宁德时代 吉利汽车极氪品牌或提速独立上市,证券日报网
381,2021-08-30,刚刚下班、即将下班或是又要加班的你需要知道这些大事,第一财经
382,2021-08-30,A股开启“找矿”行动，资源类股持续火爆,Wind
383,2021-08-30,港股收评：恒指涨0.52%，光伏、军工表现活跃,证券之星
384,2021-08-30,港股恒指收涨0.5% 有色金属、石油、光伏板块涨幅居前,财联社
385,2021-08-30,有色金属行业周报：美联储TAPER≠立即加息 四季度锂价或冲新高,新浪
386,2021-08-30,瑞银：吉利(0175.HK)旗下极氪引资属里程碑 维持对公司中性评级,格隆汇
387,2021-08-30,都在等今晚，今年3倍大牛股上蹿下跳，有色股全面爆发，发生了什么？,和讯
388,2021-08-30,港股午评 | 三大指数集体上涨，物流、航运板块走高，快手领涨科技股,腾讯网
389,2021-08-30,227公司利润环比连增 134家步入绩优股行列,证券时报网
390,2021-08-30,恒生指数午盘收涨0.35%报25495点 信义光能(00968)涨8.11%,凤凰网
391,2021-08-30,港股午盘 | 恒指涨0.35%，有色金属走强,第一财经
392,2021-08-30,港股午评：恒指涨0.35% 有色金属走强中资券商股普跌,财联社
393,2021-08-30,有色金属板块连日走强 上半年多个企业利润创历史新高,格隆汇
394,2021-08-30,【天风汽车】极氪获超32亿元战略投资，推进智能电动生态布局,微信
395,2021-08-30,矿山“夺宝”人——访湖南有色金属研究院有限责任公司总工程师陈代雄,中国有色
396,2021-08-30,【异动股】洛阳钼业(03993.HK)涨5.79%,财华社
397,2021-08-30,英特尔、宁德时代等入股，吉利极氪融资5亿美元，独立上市或提速,华夏时报
398,2021-08-29,有色金属行业周报：锂矿短期涨价叠加长期战略属性继续推荐 铝行业逐步走出结构行情建议持有,新浪
399,2021-08-29,吉利旗下新能源汽车品牌极氪获宁德时代、英特尔等重磅投资,资本邦
400,2021-08-28,B站联手宁德时代等，5亿美元投了一家成立半年的新能源汽车,投中网
401,2021-08-28,20210828基金公司机构持仓股点评：洛阳钼业603993彤程新材603650,新浪
402,2021-08-28,223公司利润不断改善 130家步入绩优股行列,证券时报网
403,2021-08-27,周期股近期表现强势，资金此前已买入这些个股,第一财经
404,2021-08-27,李书福的“高端电动朋友圈”又扩容了!“宁王”、B站、英特尔入股极氪,Wind
405,2021-08-27,中原证券半年报：归母净利润同比增逾六倍 各大主营业务全面爆发,发布易
406,2021-08-27,中原证券上半年净利润大增642% 主体业务亮点纷呈,证券时报网
407,2021-08-27,【主力资金】主力抢筹光伏龙头超25亿元,证券时报网
408,2021-08-27,生意社：产业链拖累钴价上涨,生意社
409,2021-08-27,宁德时代、B站等5名投资者5亿美元入股极氪 持股占比5.6%,新浪
410,2021-08-27,吉利汽车(00175)：极氪智能科技与英特尔投资公司及宁德时代等5位投资者订立购股协议 引资5亿美元,智通财经
411,2021-08-27,智通每日大行研报丨东风集团(00489)获高盛看高至13港元 花旗将蒙牛乳业(02319)列为行业首选,智通财经
412,2021-08-27,【每日收评】周期股内部分化 新能源车产业链掀涨停潮,财联社
413,2021-08-27,大行评级 | 大和：洛阳钼业(3993.HK)上半年纯利符预期 维持跑赢大市评级,格隆汇
414,2021-08-27,板块异动 | 新能源金属受益于产业升级和国产替代 有色板块继续拉升,智通财经
415,2021-08-27,大和：维持洛阳钼业(03993)“跑赢大市”评级 目标价下调14.5%至6.5港元 机构下调估值,智通财经
416,2021-08-27,北向资金减持榜单：27股减持市值超亿元 减持股份,证券时报网
417,2021-08-27,23只股遭北向资金减仓超30%,证券时报网
418,2021-08-27,智通港股通占比异动统计|8月27日,智通财经
419,2021-08-26,洛阳钼业(03993.HK)完成发行2021年度第一期超短期融资券(高成长债),格隆汇
420,2021-08-26,洛阳钼业：完成发行3亿元第一期超短期融资券，发行利率2.85%,Wind
421,2021-08-26,智通港股解盘(08.26) | 资源为王,智通财经
422,2021-08-26,宁德时代最新回应：有色金属持续强势 北上资金加仓近12亿元,凤凰网
423,2021-08-26,最新回应，宁德时代澄清了！有色金属持续强势，北上资金加仓近12亿元狂买这只业绩大翻倍牛股，业绩翻倍股名单来了,证券时报网
424,2021-08-26,有色等资源股上演火爆行情 三大股指走弱市场即将迎来变盘？,财界网
425,2021-08-26,跌出价值！千亿白马频现回购，强护盘模式开启,Wind
426,2021-08-26,洛阳钼业发行国内矿企首单高成长债券,证券时报网
427,2021-08-26,"突发！万亿""宁王""要买矿？这只股瞬间暴拉90%，回应来了！医药白酒又""抱团痛哭""，有色还要狂奔多久？",券商中国
428,2021-08-26,洛阳钼业(603993.SH)完成发行3亿元2021年度第一期超短期融资券,智通财经
429,2021-08-26,洛阳钼业H1钴材料业务追踪,长江有色
430,2021-08-26,欲购买金川国际10%股份？宁德时代未予回应,上证报
431,2021-08-26,【异动股】洛阳钼业(03993.HK)涨3.89%,财华社
432,2021-08-26,203公司利润环比连增 120家步入绩优股行列,证券时报网
433,2021-08-26,8月26日早盘两市机构大单抛盘40股(名单),金融界
434,2021-08-26,为什么强烈看好9月锂板块的主升浪？,智通财经
435,2021-08-26,中信建投大周期团队最新研究,中信建投证券研究
436,2021-08-25,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
437,2021-08-25,26股特大单净流入资金超2亿元,证券时报网
438,2021-08-25,8月25日主力资金净流出196亿元,证券时报网
439,2021-08-25,北向资金连续三日加仓累计净买入超百亿，大幅抄底白酒股,Wind
440,2021-08-25,港股收评：恒生科技指数收涨0.2% 教育股反弹 光伏概念集体爆,证券之星
441,2021-08-25,汇丰研究：维持洛阳钼业(03993)“买入”评级 目标价微升至7.2港元,智通财经
442,2021-08-25,8月25日午后主力巨资抢筹四大板块(附股),金融界
443,2021-08-25,国信证券：维持洛阳钼业(603993.SH)“买入”评级 上半年业绩表现亮眼 铜钴板块扩产提速,智通财经
444,2021-08-25,洛阳钼业发布年中报：营收848亿元，净利润24亿元,工业新闻网
445,2021-08-25,【异动股】洛阳钼业(03993.HK)涨3.06%,财华社
446,2021-08-25,8月25日午盘两市机构大单抢筹40股(名单),金融界
447,2021-08-25,能源 基础材料行业动态：限电影响持续 水泥回升态势确立,新浪
448,2021-08-25,8月25日早盘两市机构大单抛盘40股(名单),金融界
449,2021-08-25,洛阳钼业(603993)2021年中报点评：上半年业绩表现亮眼 铜钴板块扩产提速,新浪
450,2021-08-25,镍专题报告：产业基础供需篇,鲁证研究
451,2021-08-25,智通港股通占比异动统计|8月25日,智通财经
452,2021-08-25,证金汇金二季度买了啥？这些领域后市机会大,Wind
453,2021-08-25,“国家队”现身300余家上市公司十大流通股东名单,中证网
454,2021-08-25,证金汇金二季度买了啥？这些领域后市机会大,金融界
455,2021-08-25,智通港股早知道 | (8月25日)中国铝业(02600)归属于公司净利润同比增长8511%，钾矿价值受关注,智通财经
