,2021-12-31,35股今日获机构买入评级,证券时报网
311,2021-07-02,朝闻国盛：滴滴(DIDI.N)-越过拐点 难走的路更广阔,新浪
312,2021-07-01,华测检测被外资买爆？你还知道哪些被外资买爆的A股？,腾讯网
313,2021-07-01,行业景气支持科技股上行 大族激光融资盘小幅流入,财富动力网
314,2021-07-01,大族激光：“大族转债”第二季度转股153股,每日经济新闻
315,2021-07-01,DIC 2021 显示技术及应用创新展在沪启幕！DIC AWARD奖项揭晓，这些显示企业摘得桂冠！,凤凰网
316,2021-07-01,大族激光(002008)公司点评：多点开花 激光平台型龙头价值日益凸显,新浪
317,2021-07-01,民生证券维持大族激光推荐评级：订单饱满业绩高增，多领域景气度向好,每日经济新闻
318,2021-07-01,大族激光(002008)公司点评：21H1业绩符合预期 消费电子及PCB为成长动能,新浪
319,2021-07-01,大族激光(002008)：2021H1业绩符合预期 各项业务全面向好,新浪
320,2021-07-01,大族激光(002008)中报预告点评：订单饱满业绩高增 多领域景气度向好,新浪
321,2021-07-01,天风证券：大族激光（002008.SZ）21H1业绩符合预期，消费电子及PCB为成长动能，维持“买入”评级,智通财经
322,2021-07-01,中泰证券：大族激光（002008.SZ）2021H1业绩符合预期，各项业务全面向好，维持“买入”评级,智通财经
323,2021-07-01,2021H1业绩符合预期，各项业务全面向好——大族激光（002008）点评报告,机械盛宴
324,2021-06-30,晚间公告｜6月30日这些公告有看头,第一财经
325,2021-06-30,大族激光：上半年预盈8.5亿元-9亿元 同比增36%-44%,e公司
326,2021-06-30,大族激光(002008.SZ)预计半年度归母净利润同比增长36.36%至44.38%,智通财经
327,2021-06-30,大族激光：上半年净利同比预增36%-44%,财联社
328,2021-06-30,大族激光：上半年预计盈利8.5亿-9亿元，同比增长36.36%-44.38%,Wind
329,2021-06-28,兴证策略：华测检测外资撤出带来的扰动有限 中长期仍应关注公司基本面,新浪
330,2021-06-28,大族激光：公司业务不涉及光伏逆变器相关加工设备,每日经济新闻
331,2021-06-28,主要结算都用美元:这些曾无限风光的企业 去年损失都是天文数字,新浪
332,2021-06-26,北向资金“潜伏”华测检测直至买爆股价狂飙9.4倍，外资“禁买线”出现或成股价夺命杀手,21世纪经济报道
333,2021-06-26,难道约好的？一周13家公司控股股东辞职 极不正常,新浪
334,2021-06-25,A股共发生139宗大宗交易成交30.63亿元（6月25日）,Wind
335,2021-06-25,大族激光今日大宗交易成交50万股，成交价38.33元折价1.06%,Wind
336,2021-06-25,近600亿行业龙头快被外资买爆！股价3年多暴涨9倍,Wind
337,2021-06-25,大白马华测检测快被外资买爆 持股逼近28% 或触发限购 股价3年多暴涨9倍,新浪
338,2021-06-25,股民惊呆！刚刚，近600亿行业龙头快被外资买爆！持股逼近28%，或触发限购！股价3年多暴涨9倍,中国基金报
339,2021-06-24,大族激光：控股股东大族控股及其一致行动人高云峰先生最新质押比例为67.49%,每日经济新闻
340,2021-06-24,大族激光：未参与中国航空航天相关设备的提供,每日经济新闻
341,2021-06-24,大族激光：大族数控整体订单及销售情况良好,每日经济新闻
342,2021-06-24,大族激光：与主流消费电子厂商及其代工企业均有合作,每日经济新闻
343,2021-06-24,大族激光：光伏行业激光加工设备已形成批量销售，并取得隆基股份、通威股份等行业大客户订单,每日经济新闻
344,2021-06-23,大族激光副总经理陈克胜因个人原因辞职 董监高成员变化,中国经济网
345,2021-06-23,大族激光：2021053关于高级管理人员辞职的公告 董监高成员变化,新浪
346,2021-06-23,大族激光：陈克胜申请辞去公司副总经理及通用光纤打标产品管理与拓展总部总经理职务 董监高成员变化,每日经济新闻
347,2021-06-23,大族激光(002008.SZ)副总经理陈克胜辞任 董监高成员变化,智通财经
348,2021-06-23,大族激光：陈克胜辞去公司副总经理等职务 董监高成员变化,Wind
349,2021-06-22,大族激光(002008.SZ)：高云峰解押2270万股及大族控股补充质押400万股,格隆汇
350,2021-06-22,大族激光(002008.SZ)股东高云峰解质2270万股,智通财经
351,2021-06-22,大族激光：股东高云峰解除质押2270万股，大族控股质押400万股,每日经济新闻
352,2021-06-22,机械行业：锂电设备供不应求 工程机械需求筑底,新浪
353,2021-06-21,策略周报：把握科技大牛市,西南证券
354,2021-06-21,大族数控被分拆上市仍存关联交易 业绩波动大毛利率低于同行 盈利能力下降,GPLP犀牛财经
355,2021-06-21,大族激光：公司不涉及设计半导体业务,每日经济新闻
356,2021-06-21,大族激光：公司不涉及光刻机零部件的供应业务,每日经济新闻
357,2021-06-21,大族激光：公司消费电子业务订单及销售情况良好,每日经济新闻
358,2021-06-21,大族激光：公司目前正在使用的生产及研发物业面积约为50万平方米,Wind
359,2021-06-21,大族激光：公司生产的光刻机主要应用在分立器件领域,Wind
360,2021-06-20,机械设备行业跟踪周报：锂电半导体设备稀缺性已现 刀具龙头涨价行业持续高景气,新浪
361,2021-06-18,大族激光：公司业务不涉及医疗领域,Wind
362,2021-06-17,A股异动|大族激光(002008.SZ)涨逾4%连续5日获得北上资金净买入,格隆汇
363,2021-06-16,大族激光：滚动功能部件项目正在建设过程中，尚未达到投产状态,每日经济新闻
364,2021-06-15,大族激光：2020年已实现白车身焊装生产线的交付，客户包括长城汽车、山东豪驰智能等汽车制造商,每日经济新闻
365,2021-06-15,大族激光：公司业务不涉及激光雷达领域,Wind
366,2021-06-11,大族激光：公司PCB行业专用设备相关业务销售及订单情况良好,每日经济新闻
367,2021-06-11,大族激光：新能源电池设备交付期主要集中在2021年下半年,每日经济新闻
368,2021-06-11,大族激光：公司应用于第三代半导体的设备已经实现批量销售,每日经济新闻
369,2021-06-11,52家公司获海外机构调研,证券时报网
370,2021-06-10,自主创新结出硕果 天津工博会擦亮“中国智造”名片,工业电器网
371,2021-06-09,【繁微另类数据】基于移动大数据的上市公司金融活动指数的选股应用,东证衍生品研究院
372,2021-06-09,天风证券：大族激光（002008.SZ）中标宁德时代，新能源电池业务取得重要进展，维持“买入”评级,智通财经
373,2021-06-08,大族激光再获宁德时代10亿订单！,Ofweek
374,2021-06-07,大族激光：暂无增发股票计划,每日经济新闻
375,2021-06-07,身陷“价格战”泥潭 激光设备行业亟须“破圈”,科技日报
376,2021-06-07,大族数控创业板IPO：营收大幅波动 存货增加逾2倍,面包财经
377,2021-06-05,大族激光拿下宁德时代10亿订单：新能源业务营收大降 分拆PCB业务独立上市 盈利能力下降,新浪
378,2021-06-05,机械设备行业跟踪周报：光伏电池技术加速迭代利好设备商 美国清洁能源提案推涨锂电需求,新浪
379,2021-06-05,机械行业周报：锂电设备企业频获订单 行业增长态势显着,新浪
380,2021-06-04,宁德时代扩产，多家上游厂商收获大单,长江有色
381,2021-06-04,西部证券：大族激光（002008.SZ）平台型激光设备龙头，首予“买入”评级,智通财经
382,2021-06-03,内容平台正式入局618，磷酸一铵市场迎来量价齐升丨明日主题前瞻,第一财经
383,2021-06-03,西部证券首予大族激光买入评级，深度报告：平台型激光设备龙头，多领域开启高速增长,每日经济新闻
384,2021-06-03,从制造走向智造 多项“硬核科技”亮相天津工博会,工业电器网
385,2021-06-03,大族激光：与宁德时代合作持续两三年已形成稳定合作关系,第一财经
386,2021-06-03,大族激光：公司产品成本及价格平稳，经营情况良好,每日经济新闻
387,2021-06-03,长城华冠计划重启上市丨汽车日评,第一财经
388,2021-06-03,大族激光：公司中标的设备主要是激光焊接、激光切割等设备，用在电芯焊接和电池片成型等环节,每日经济新闻
389,2021-06-03,苹果概念股复苏，立讯、工业富联、蓝思、鹏鼎、欣旺达、大族激光普涨,Wind
390,2021-06-03,大族激光(002008.SZ)涨超6%年内获宁德时代超10亿订单,格隆汇
391,2021-06-03,大族激光大涨,新浪
392,2021-06-03,大族激光年内已获宁德时代超10亿订单 锂电设备或迎需求大年,财联社
393,2021-06-03,拿下“电池茅”10亿大单！陈光明旗下基金布局上千万股,Wind
394,2021-06-03,基金早班车|公募REITs配售比例官宣！连续4天成交破万亿，爆款新基金频出，什么信号？,金融界
395,2021-06-03,上市公司正负面新闻2021年6月3日星期四,Wind
396,2021-06-03,赢合科技、大族激光再获宁德时代大单,Wind
397,2021-06-02,"10个亿！激光巨头出手，拿到""电池一哥""大订单！",中国基金报
398,2021-06-02,晚间重要公告2021年6月2日星期三,Wind
399,2021-06-02,苹果供应链公司拿下10亿大单！陈光明基金布局千万股,Wind
400,2021-06-02,赢合科技、大族激光再获宁德时代大单 上游企业分享动力电池扩产红利,e公司
401,2021-06-02,晚间公告｜6月2日这些公告有看头,第一财经
402,2021-06-02,大族激光：公司业务不涉及激光电视行业,每日经济新闻
403,2021-06-02,大族激光：公司绿光激光产品包括半导体端面泵浦激光打标机等，主要应用在激光精密打标和微加工方面,每日经济新闻
404,2021-06-02,大族激光(002008.SZ)近日累计中标10.03亿元新能源电池领域业务项目,格隆汇
405,2021-06-02,大族激光：今年以来中标10亿元宁德时代锂电池生产设备项目,e公司
406,2021-06-02,大族激光：中标10.03亿元宁德时代及其子公司新能源电池业务,36氪
407,2021-06-02,大族激光：今年来合计中标10亿元宁德时代锂电池生产设备项目,Wind
408,2021-06-01,北向资金今年净买入额已超去年全年，东方雨虹再获净买入超7亿元,Wind
409,2021-05-31,如何控制LED驱动电路的EMI？解读多管齐下的解决策略,电子工程世界
410,2021-05-30,5月30日晚间上市公司十大重磅公告,巨丰财经
411,2021-05-30,机械设备行业跟踪周报：机床行业订单饱满持续超预期 宁德时代密集招标利好设备商,新浪
412,2021-05-30,大族激光：公司PCB业务有望延续良好的增长势头,e公司
413,2021-05-28,大族激光：公司成本受大宗商品涨价影响较小,e公司
414,2021-05-28,A股早报2021年5月28日星期五,Wind
415,2021-05-27,大族激光：目前，公司业务不涉及医疗领域,每日经济新闻
416,2021-05-27,大族激光：公司暂未供应刀片电池相关设备,每日经济新闻
417,2021-05-27,大族激光：公司光刻机项目已实现小批量销售,Wind
418,2021-05-26,大族激光：公司消费电子设备及PCB行业专用设备订单情况良好,每日经济新闻
419,2021-05-26,北向资金连续三日抢筹A股超300亿，贵州茅台再获净买入超11亿元,Wind
420,2021-05-26,苹果板块震荡休整，歌尔、鹏鼎控股、蓝思、立讯精密、大族激光普遍下滑,Wind
421,2021-05-26,217亿元北向资金跑步进场 “疯抢”白酒、金融、医药股（名单）,21世纪经济报道
422,2021-05-26,北向资金动向曝光：5月25日这30只个股遭大甩卖（附名单）,每日经济新闻
423,2021-05-25,立讯精密、鹏鼎控股大涨超8%提振苹果板块，长电科技、蓝思科技等跟随上行,Wind
424,2021-05-24,东吴证券--机械设备行业跟踪周报：工程机械主机厂开启涨价将有效转嫁成本，宁德时代招标加速落地利好锂电设备商【行业研究】,金融界股吧
425,2021-05-24,大族数控分拆上市，毛利率低于同比公司、营收账款较大,Ofweek
