,2021-12-31,海尔智家(06690)：累计75.04亿港元H股可转债转换成3.98亿股,智通财经
318,2021-11-12,专访海尔智家李攀：海外每个区域都要进第一梯队，上,大众网
319,2021-11-12,原材料涨价下的双十一：家电高端化、套系化加强,新京报
320,2021-11-12,海尔智家：在上交所回购439.98万股股票，合计耗资约1.2亿元,Wind
321,2021-11-12,海尔智家(06690.HK)11月12日耗资1.2亿元回购439.98万股A股,格隆汇
322,2021-11-12,“双11”双第一，是什么在驱动海尔智家增长,砍柴网
323,2021-11-12,海尔智家实控人海尔集团一致行动人斥资8亿增持3190万股股份,乐居财经
324,2021-11-12,海尔智家双11最新战报出炉：天猫30分钟破8.8亿,牛华网
325,2021-11-12,全网第一！海尔智家双11冲刺期开卖5小时：累计增幅超40%,牛华网
326,2021-11-12,北向资金再度加仓超36亿，东方财富本周净买入近28亿,Wind
327,2021-11-12,今年双十一，家电厂商们有人欢喜有人愁,ZAKER
328,2021-11-12,海尔智家(600690.SH)实控人一致行动人海创智完成增持3190万股A股 耗资约8亿元,智通财经
329,2021-11-12,海尔智家：在智能制造方面，公司已建成17家互联工厂，其中2家已经入选灯塔工厂,每日经济新闻
330,2021-11-12,海尔智家最新公告：实控人的一致行动人已完成增持计划 累计增持3190万股,证券之星
331,2021-11-12,海尔智家(600690.SH)：实控人的一致行动人已完成增持计划 累计增持A股共3189.92万股,格隆汇
332,2021-11-12,双11谁一马当先？海尔智家全渠道一骑绝尘,飞象网
333,2021-11-12,接连利好！创新推动海尔智家持续释放增长空间,砍柴网
334,2021-11-12,【家电-张立聪】Q3基金减配清洁小家电，增配海尔智家,安信证券研究
335,2021-11-12,如何持续增长？用户选择是海尔智家持续增长的动力,牛华网
336,2021-11-12,双11服务口碑榜：海尔智家都是第一,牛华网
337,2021-11-12,延续三季报好趋势！海尔智家：全网双料第一，10年连续第一,证券之星
338,2021-11-12,117家上榜！工信部公布第三批工业产品绿色设计示范企业名单,新浪
339,2021-11-11,【港股通】海尔智家(06690)斥资5333.75万元回购202.53万股,和讯
340,2021-11-11,海尔智家(06690)11月11日斥资5333.75万港元回购202.53万股,智通财经
341,2021-11-11,海尔智家(06690.HK)11月11日耗资5333.75万元回购202.53万股A股,格隆汇
342,2021-11-11,海尔智家：今日耗资5333.75万元回购202.5万股A股,Wind
343,2021-11-11,专访海尔智家黄晓武：设立ESG委员会是全球化的责任,中国经营网
344,2021-11-11,专访海尔智家宫伟：数字化转型下将保持稳健的利润率增长,21世纪经济报道
345,2021-11-11,A股收盘综述：地产股掀起涨停潮，半导体、元宇宙高空加油,Wind
346,2021-11-11,港股海尔智家涨超5%,第一财经
347,2021-11-11,在俄罗斯：海尔洗碗机实现收入3倍增长,砍柴网
348,2021-11-11,开门红！海尔智家双11全网份额第一 股价大涨7%,证券之星
349,2021-11-11,A股异动 | 家电股普涨 京东双十一家电成交额5分钟破20亿,格隆汇
350,2021-11-11,【异动股】海尔智家(06690.HK)涨3.07%,财华社
351,2021-11-11,双11全网份额第一！海尔智家股价走高，涨幅最高超5%,金融界
352,2021-11-11,海尔智家海外增长的持续性与用户选择有关,砍柴网
353,2021-11-11,打开海外市场增长空间 海尔智家三方面提速,搜狐
354,2021-11-10,家电行业三季报综述：三季度营收增速放缓 行业表现延续结构性分化 盈利能力下降,新浪
355,2021-11-10,海尔厨电在意大利获评最佳厨房解决方案,砍柴网
356,2021-11-10,场景获奖！海尔智家再获国家科技进步奖,中经导报
357,2021-11-10,北向资金大举出货超百亿连续4日净卖出，房地产产业链持续遭抛售,Wind
358,2021-11-10,双11买家电选谁 年轻人选Leader！整体增幅达36%,砍柴网
359,2021-11-10,双十一热水器怎么选 海尔智家Leader热水器线上增幅2位数,砍柴网
360,2021-11-10,中年海尔的“家电生意”,联商网
361,2021-11-10,谋划逆袭 白电企业纷纷布局“三大重点”,中国商报
362,2021-11-10,【异动股】海尔智家(06690.HK)跌3.1%,财华社
363,2021-11-10,"中年海尔的""家电生意""",36氪
364,2021-11-10,港股盘前必读：腾讯宣布全面升级员工“职业里程碑”关怀方案,Wind
365,2021-11-10,910家公司今年以来回购股份逾千亿元,Wind
366,2021-11-09,海尔智家海外业务盈利改善，大和上调其目标价至38.2港元,阿尔法工场
367,2021-11-09,工信部连批四家国家创新中心，海尔智家、科大讯飞迎利好，这些公司也将受益(名单),证券之星
368,2021-11-09,海尔智家Leader冰箱值得买吗？大数据：双11单日增幅182%,牛华网
369,2021-11-09,海尔智家：海尔兄弟动画片已经续拍,乐居财经
370,2021-11-09,大和重申海尔智家“买入”评级，目标价上调至38.2港元,乐居财经
371,2021-11-09,家电行业10月月报及11月投资策略：拾级而上,新浪
372,2021-11-09,市值蒸发2000亿后，格力到底了吗？,36氪
373,2021-11-09,海尔智家在欧洲推出虚拟展厅,牛华网
374,2021-11-09,海尔智家海外持续增长的“内生动力”是啥？,中经导报
375,2021-11-08,张瑞敏“锤”出的500强临挑战 海尔赶超美的尚需跨越成本关,新浪
376,2021-11-08,陆股通周监控：创业板仓位续创新高,新浪
377,2021-11-07,国君家电|2021三季报总结：基本面反弹趋势渐现，配置性价比突出,小蔡看家电
378,2021-11-06,上市即爆款！海尔智家智慧洗地机跻身第一阵营,牛华网
379,2021-11-06,海尔集团“换帅” 72岁创始人张瑞敏交棒 董监高成员变化,新浪
380,2021-11-05,家电行业周报：Q3基金重仓家电板块比例持续回落,渤海证券
381,2021-11-05,家电行业11月投资策略：新消费双十一表现亮眼 空调稳中向好,新浪
382,2021-11-05,张瑞敏退居二线 海尔迎来“周云杰时代”,北京商报
383,2021-11-05,“40后”家电大佬退休：海尔张瑞敏花33年培养继承人，何享健没让儿子接班,时代财经
384,2021-11-05,证监会国际部：对海尔智家(06690)和珠海万达出具境外上市反馈意见,智通财经
385,2021-11-05,张瑞敏卸任，周云杰接棒！如何带领海尔集团破局？,时代周报
386,2021-11-05,张瑞敏卸任：摘下“童年滤镜”，再看看海尔兄弟,新浪
387,2021-11-05,第三季度营收利润双增长，海尔智家“加速跑”进入“人单合一”转型上升期,中国经营报
388,2021-11-05,海尔集团交接班，72岁张瑞敏“退”了一步,华夏时报
389,2021-11-05,三季度白电企业业绩低迷 原材料涨价压力之下如何“逆袭”,中国商报
390,2021-11-05,从“砸冰箱”到领航三千亿营收，张瑞敏卸任海尔董事局主席 董监高成员变化,奥一网
391,2021-11-05,张瑞敏不再担任海尔董事局主席 整合中国区业务成效如何？,贝壳财经
392,2021-11-05,海尔集团接班人揭盅：创始人张瑞敏转任名誉主席，周云杰接棒新一届董事局主席,21世纪经济报道
393,2021-11-05,海尔72岁创始人张瑞敏谢幕 周云杰接任,每日财报
394,2021-11-05,双11年轻人怎么选空调 海尔智家Leader空调两位数增长,砍柴网
395,2021-11-05,【券商聚焦】高盛微削海尔智家(06690)目标价3% 下调2021-25年每股盈测 机构下调估值,和讯
396,2021-11-05,白电企业业绩正逐渐恢复，整体发展情况向好,家电圈
397,2021-11-05,【家用电器】家电行业2021三季报综述 — 新品类维持高景气，产品结构持续优化,中银证券研究
398,2021-11-05,盘点家电上市公司三季度业绩 白电业绩分化大 厨电新品最亮眼,信息时报
399,2021-11-05,银河证券：白电板块估值已处较低水平 配置价值较高,e公司
400,2021-11-05,【银河家电李冠华】行业动态 2021.10丨Q3盈利承压，基金重仓持股下降 盈利能力下降,中国银河证券研究
401,2021-11-04,海尔智家前三季度营收1699.64亿 携手京东家电开启11.11晚8点消费新时点,金融界
402,2021-11-04,为何场景实验室吴声认为三翼鸟是新物种范本？,今日头条
403,2021-11-04,海尔智家隐藏的趋势：3年利润复合率增长17.66%，行,中金在线
404,2021-11-04,家用电器行业9月数据月报：家电社零增速回升,广发证券
405,2021-11-03,海尔智家多联机获“国家科技进步奖”，累计居榜首,金融界
406,2021-11-03,家用电器行业十月行业动态报告：Q3盈利承压 基金重仓持股下降 盈利能力下降,新浪
407,2021-11-03,海尔智家海外持续增长的“内生动力”是啥？,财经无忌
408,2021-11-03,双11开门红：海尔智家全网第一，90后贡献近五成,飞象网
409,2021-11-03,份额5连涨后Q3再创新高！起底海尔空调4大增长逻辑,和讯
410,2021-11-03,海尔智家三季报全面收获：海外市场盈利高增，高端市场绝对引领,金融界
411,2021-11-03,每日财报|海尔智家实控人增持 三六零耗资1.39亿回购,搜狐
412,2021-11-03,家电行业迎“寒潮”，海尔智家“暖冬效应”如何形成？,阿尔法工场研究院
413,2021-11-02,董明珠有点悬,凤凰网
414,2021-11-02,海尔智家(600690)点评：三季报业绩符合预期 经营改善持续兑现,新浪
415,2021-11-02,家电行业周报：家电三季报不悲观 关注亮点与拐点,新浪
416,2021-11-02,三翼鸟能否成为下一个“卡萨帝”？,今日头条
417,2021-11-02,海尔智家：实际控制人海尔集团的一致行动人海创智已增持约2700万股,每日经济新闻
418,2021-11-02,前三个季度净利增速超60%，海尔智家为何能领跑国内白电三巨头？,Ofweek
419,2021-11-02,海尔智家(600690.SH)：实控人的一致行动人已累计增持2700.79万股A股,格隆汇
420,2021-11-02,海尔智家：海尔集团的一致行动人累计增持公司0.29%股份,Wind
421,2021-11-02,抓住年轻消费心智！海尔智家双11开门红：新触点电商第一,牛华网
422,2021-11-02,瞰鉴鲁股：板块总市值排名下降，前三季新增上市公司数量创最高纪录,每日经济新闻
423,2021-11-02,国信证券：维持海尔智家(600690.SH)“买入”评级 国内外稳健增长 盈利持续改善,智通财经
424,2021-11-02,【异动股】海尔智家(06690.HK)跌3.17%,财华社
425,2021-11-02,双11京东竞速榜前三抢先看：海尔智家、美的、小米,飞象网
426,2021-11-02,"招财日报2021.11.2｜ 看好海尔智家, 对四季度审慎乐观",招银国际
427,2021-11-02,西部证券：维持海尔智家(600690.SH)“买入”评级 空调业务高端市场表现突出,智通财经
428,2021-11-02,西部证券维持海尔智家买入评级：内外销持续发力，业绩表现超预期,每日经济新闻
429,2021-11-02,海尔智家股份有限公司 关于境外上市外资股（H股）股份变动情况的公告,证券时报
430,2021-11-02,“双碳”元年绿色发展潮起 海尔智家“灯塔工厂”重塑行业标杆,中国经营报
431,2021-11-01,国君家电|海尔智家21Q3点评：业绩稳定增长，费用率持续改善,小蔡看家电
432,2021-11-01,海尔智家(06690)：截至10月末累计有75.72亿港元H股可转债转换成公司H股,智通财经
433,2021-11-01,海尔智家(06690.HK)：10月累计有3000万港元H股可转债转换成公司H股,格隆汇
434,2021-11-01,海尔智家斥资19.9亿元回购0.76%公司股份,乐居财经
435,2021-11-01,海尔智家(600690.SH)斥资19.94亿元累计回购7183.9万股,智通财经
436,2021-11-01,为什么说海尔智家是行业穿越寒冬的“模范生”？,环球老虎财经
437,2021-11-01,海尔智家：累计回购约7184万股，占比0.76%,每日经济新闻
438,2021-11-01,海尔智家(600690.SH)：10月未实施股份回购,格隆汇
439,2021-11-01,海尔智家厨电三季报营收增31%，跑赢行业,极客网
440,2021-11-01,双11线上买不放心？海尔智家：披荆斩棘的哥哥帮您选,今日头条
441,2021-11-01,家电三季报喜忧参半，双十一高端品类成交最高增10倍，或成破局关键？,Wind
442,2021-11-01,费率优化之后再优化！海尔智家三季报费率又优化1.7 pct,砍柴网
443,2021-11-01,大行评级 | 美银证券：重申对海尔智家积极看法，下调公司AH股目标价 投资评级恶化,格隆汇
444,2021-11-01,连涨6年！海尔厨电三季报营收再增31%，领跑行业,中华网
445,2021-11-01,一样秋风两种景象：海尔智家、美的、格力财报透射不同增长逻辑,金融界
446,2021-11-01,稳居第一再突破，海尔洗衣机三季报份额43.6%,牛华网
447,2021-11-01,海尔智家：第三季度净利润30.82亿元，同比下降12.43%-网 盈利能力下降,钢企网
448,2021-11-01,家电行业周报：双11在即 短期拉动行业需求,新浪
449,2021-11-01,美银证券：予海尔智家(06690)“买入”评级 目标价降至40.2港元,智通财经
450,2021-11-01,图解海尔智家三季报：第三季度单季净利润同比减12.43% 盈利能力下降,证券之星
451,2021-11-01,东莞证券给予海尔智家推荐评级，2021三季报点评，近期获4份券商研报关注，目标均价涨幅15.86%,每日经济新闻
