,2021-12-31,中国交建：截至目前公司与福田汽车没有具体的业务合作,每日经济新闻
2391,2019-12-05,每经12点丨关税法征求意见稿最快年底公布；华为回应美国首席律师被取消代理资格：失望，新团队已经组建；高通：正跟苹果努力以最快速度推出5G iPhone,每日经济新闻
2392,2019-12-05,富时罗素：比亚迪和广汽H股调出富时中国50指数 剔除指数,新浪
2393,2019-12-05,富时罗素季度审核变更 中国交建、宝钢股份被剔除,新京报
2394,2019-12-05,大参考：稀土报价上调 下游补库周期或开启,巨丰财经
2395,2019-12-05,巨丰早参：新三板改革政策将在年底前正式发布实施,巨丰财经
2396,2019-12-04,富时中国A50指数纳入牧原股份、立讯精密，剔除交建、宝钢,第一财经
2397,2019-12-04,富时罗素：将牧原股份、立讯精密纳入富时中国A50指数,Wind
2398,2019-12-04,邮储银行A股IPO网下认缴超70亿元，但斌、林园、葛卫东现身,21世纪经济报道
2399,2019-12-04,罕见护盘举措！1.19亿邮储银行包销股自愿加锁，期限至少30天涉资6.53亿，此前更有多项措施稳股价,证券时报网
2400,2019-12-03,A股众指数再调整样本股，上证50滚动市盈率仅为10.3倍,上观
2401,2019-12-03,巨丰早参：交通运输部发布开展交通强国建设试点通知,巨丰财经
2402,2019-12-03,巨丰热点前瞻：短期或继续调整 关注三大结构性机会,巨丰财经
2403,2019-12-03,铁路建设及洗衣机行业全部破净,财富动力网
2404,2019-12-03,沪深交易所12月16日实施系列指数样本股调整,证券日报
2405,2019-12-02,郑眼看盘：邮储抽资结束 A股有望回升,每日经济新闻
2406,2019-12-02,大公：关注中国交建回购注销部分H股股份相关事项,Wind
2407,2019-12-02,【上证50成分股】事件周报,爱建证券研究所
2408,2019-12-02,长城证券：月度金股‖十二月,长城证券
2409,2019-12-02,盘点被做空的中国乳企 为什么总会被沽空机构围堵？,金融界
2410,2019-12-02,长城策略*月度金股‖十二月（汪毅，王小琳）,长城研究--宏观策略
2411,2019-12-02,中证指数公司：调整上证50、上证180等指数样本股,Wind
2412,2019-12-02,主流指数再迎样本调整 沪深300调升信息技术行业权重,--
2413,2019-12-01,【华创建筑建材】建筑行业周观点：专项债提前下达万亿额度，PMI回暖，基建进入上行通道,华创建筑建材研究
2414,2019-11-30,狂卖500亿后，主力资金却悄悄加仓了这类股,证券时报
2415,2019-11-29,英大基金陷入人事困局 年内三高管离任 新产品缺席12个月 董监高成员变化,腾讯网
2416,2019-11-29,中交融资租赁两次变更财报编制格式 责任人钱镕被约谈 其他违规处罚,和讯
2417,2019-11-29,【信达看盘】2019.11.29,信达证券上海
2418,2019-11-29,三峡+北控+北京=？,北极星电力
2419,2019-11-28,A股市场主力资金净流出159.6亿元 格力电器净流入额居首,中证网
2420,2019-11-28,【中金固收·信用】中国公司债及企业债信用分析周报 20191128,中金固定收益研究
2421,2019-11-28,基建板块走强 专项债提前下达基建增速有望稳步提升,证券时报网
2422,2019-11-28,资本金比例下调，大基建如何潜在受益？,格隆汇
2423,2019-11-28,巨丰热点：固定资产投资项目资本金管理通知印发 大基建板块呈现市场颙,巨丰财经
2424,2019-11-28,中字头发力，中国交建涨近3%,Wind
2425,2019-11-28,年初基建增速有望稳步提升 多股有望受益,证券时报网
2426,2019-11-28,新增专项债限额提前下达 基建增速有望稳步提升,证券时报网
2427,2019-11-27,中交集团参建的鲁南高铁日曲段开通运营,中国交建
2428,2019-11-27,工商银行：“14中交建MTN001”等债券持有人会议通过相关议案,Wind
2429,2019-11-27,农业银行：“18中交建MTN001”、“18中交建MTN003”持有人会议通过相关议案,Wind
2430,2019-11-27,MSCI年内最大扩容26日生效逾125亿元北上资金提前布局36只MSCI概念股,证券日报
2431,2019-11-27,越声理财： 周期股全线崛起 是反弹还是反转,南方财经网
2432,2019-11-26,公司召开项目管理提升现场交流暨雄安新区建设推动会,中国交建
2433,2019-11-26,宋海良会见中国雄安集团党委书记田金昌,中国交建
2434,2019-11-26,东莞证券：财富通每日策略,东莞证券
2435,2019-11-26,高管团队动荡、二股东拟出售股份 英大基金身陷负面舆情漩涡,和讯
2436,2019-11-26,【华泰金工林晓明团队】2019年12月重要指数调整预测——沪深300、中证500等指数成分股调整预测20191125,华泰金融工程
2437,2019-11-25,郑眼看盘:周期股爆发 科技股黯然向隅,每日经济新闻
2438,2019-11-25,明日MSCI三度扩容，今日北上资金继续抢筹，这些个股成香饽饽！（互动：这次扩容大盘怎么走）,e公司
2439,2019-11-25,数据复盘｜20股主力资金净流入超亿元 机构资金卖出这些股,证券时报网
2440,2019-11-25,A股市场主力资金净流出107.18亿元 万科A净流入额居首,中证网
2441,2019-11-25,中国交建大涨6.44%报9.26元 成交额10.64亿元,中新经纬
2442,2019-11-25,巨丰资金流向：两市主力继续呈现净流出 周期性行业获主力大幅增仓！,巨丰财经
2443,2019-11-25,收评｜周期股爆发沪指重回2900点 创业板指跌1%失守60日线,上游新闻
2444,2019-11-25,英大基金变局：多位高管离任 第二大股东拟清仓 董监高成员变化,中国经营报
2445,2019-11-25,中字头股票表现突出 “大块头”迸发出“大力量”？,财界网
2446,2019-11-25,中交融资租赁遭自律处分 年报变更编制格式未披露 其他违规处罚,中国经济网
2447,2019-11-25,周期股大涨蕴藏什么信号 市场风格已转换？,证券时报
2448,2019-11-25,市场风格转换已印证？周期股“三驾马车”齐奔，大批个股涨停，科技白马连续杀跌！ 连续下跌,e公司
2449,2019-11-25,大基建央企板块拉涨 中国交建涨超4%,第一财经
2450,2019-11-25,中字头板块表现活跃 中国交建涨4%,证券时报网
2451,2019-11-25,中字头崛起，中国交建涨逾3%,Wind
2452,2019-11-25,英大基金高管困局：前总助讨薪风波后又有副总离职 董监高成员变化,电鳗快报
2453,2019-11-25,飞鹤发布澄清公告：半年纳税14亿 现金超82亿 董事长反问为何不能高速增长,金融界
2454,2019-11-25,上市10天就遭沽空中国飞鹤晒存款反击 投资评级恶化,重庆商报
2455,2019-11-25,11月以来4家公司股东放弃换购股票ETF,--
2456,2019-11-24,A股周一见 | 机构砸盘白马股 低位周期股或迎机会,第一财经
2457,2019-11-23,破净率高企意味着牛市来临,搜狐
2458,2019-11-23,国企借道ETF套现 投资工具为何变成减持通道？ 减持股份,腾讯网
2459,2019-11-23,广电5G最新动态！7地打通“192”5G SA VoNR音视频高清通话，14地取得5G建设“成果”,C114通信网
2460,2019-11-23,中国飞鹤遭沽空机构GMT做空临时停牌 回应其指控毫无根据 重大事项停牌,中国经济周刊
2461,2019-11-23,“破净潮”来袭：稳中有进寻真金,红周刊
2462,2019-11-23,中国飞鹤上市十天遭沽空 公司回应：现金状况良好 下周一复牌 投资评级恶化,证券日报
2463,2019-11-23,金融基建地产迎来结构性机会,金融投资报
2464,2019-11-22,上市一周遭遇做空 飞鹤董事长内部信称“坚决反击” 股票卖空,21世纪经济报道
2465,2019-11-22,中信证券：“19中交G3”、“19中交G4”持有人会议审议通过相关议案,Wind
2466,2019-11-22,中信证券：“19中交G1”等债券持有人会议审议通过不要求公司提前清偿债务及提供额外担保的议案,Wind
2467,2019-11-22,中富金石：白马股下杀致市场恐慌 短期关注沪指年线支撑,中金在线
2468,2019-11-22,再度抱团央企 碧水源联手中交拿下山东菏泽约22亿项目,新京报
2469,2019-11-22,基金收评 | A股高台跳水，有色、基建主题基金：我们尽力了！,第一财经
2470,2019-11-22,巨丰收评：高价股集体退潮 低价股明显抗跌,巨丰财经
2471,2019-11-22,上市第8天！飞鹤被“黑”：60亿现金造假？最新回应来了 欺诈造假,中国基金报
2472,2019-11-22,招商证券：“12中交02”、“12中交03”持有人会议通过相关议案,Wind
2473,2019-11-22,【异动股】海工装备板块拉升，海油工程(600583-CN)涨6.48%,财华社
2474,2019-11-22,建筑工程板块午后走强 中国交建、交建股份拉升4%,巨丰财经
2475,2019-11-22,大基建板块午后全线走高，山推股份强势封板,Wind
2476,2019-11-22,中国交建大涨5.7%，主力资金净流入7136.19万元,中新经纬
2477,2019-11-22,上市7天就遭沽空超 500亿市值的中国飞鹤股价临停,金融界
2478,2019-11-22,基础建设板块拉升,第一财经
2479,2019-11-22,中字头午后异动，中国交建涨3%,Wind
2480,2019-11-22,水泥价格创新高，强周期板块如何投资？,养基司令
2481,2019-11-22,沽空机构再出手，狙击上市刚7天的奶粉股中国飞鹤！直指业绩欺诈 欺诈造假,券商中国
