,2021-12-31,全信股份：兴业证券、中信资本等4家机构于12月29日调研我司,证券之星
299,2021-10-24,北交所脚步越来越近，海通、兴业等权限开通转化率已达40%，多家反馈开户新进展，加力线上线下投教,财联社
300,2021-10-24,国信证券3名分析师被警示！因“拍脑袋”预测宁德时代2060年业绩 金融监管处罚,21世纪经济报道
301,2021-10-24,预测宁德时代2060年营收？3名证券分析师领警示函 金融监管处罚,Wind
302,2021-10-23,分析师“大忽悠”四天三家券商被罚 金融监管处罚,搜狐
303,2021-10-23,综合金融服务行业周报：保险投资端有所改善 负债端仍承压,光大证券
304,2021-10-22,四天之内处罚三份研报！涉国信、兴业与国元，知情人士：医美研报近期遭重点查处，多维治理制造容貌焦虑 其他违规处罚,财联社
305,2021-10-21,兴业证券与上海农商银行签署战略合作协议,兴业证券订阅号
306,2021-10-21,北向资金持续加仓三日抢购A股超180亿，中国平安获大幅净买入超10亿,Wind
307,2021-10-21,兴业证券(601377)：“双轮驱动”业务格局形成 公募子公司值得期待,新浪
308,2021-10-20,"兴业证券现1笔大宗交易 共成交2,238.60万元",新浪
309,2021-10-20,兴业证券今日大宗交易成交260万股，成交价8.61元折价7.82%,Wind
310,2021-10-20,北向资金两日净买入80亿，连续五日加仓宁德时代,Wind
311,2021-10-20,深度*行业*证券行业周点评：持续看好券商行业高景气下的成长性,新浪
312,2021-10-19,基金圈刷屏！600 亿顶流卸任，旗下 2 只基金收益全为负 基金经理离任,ZAKER
313,2021-10-19,非银金融行业周报：公募基金投资北交所监管指引提升北交所流动性,新浪
314,2021-10-19,非银金融行业周观点：监管推动丰富人身险产品体系 QFII获批衍生品交易强化券商板块配置逻辑,新浪
315,2021-10-19,兴业证券：发行人涉及重大诉讼、仲裁进展 诉讼纠纷,Wind
316,2021-10-19,金融圈重磅！董承非将卸任基金经理，大概率奔私,Wind
317,2021-10-18,北向资金净卖出额创近2个月新高，贵州茅台遭大幅抛售逾14亿元,Wind
318,2021-10-18,将ESG理念融入经营管理 兴业证券创下诸多行业“第一”,投资时报
319,2021-10-18,振华科技：兴业证券于10月15日调研我司,证券之星
320,2021-10-18,非银金融行业：东财拉开Q3优异季报序幕 保险在投资端带动下继续反弹,新浪
321,2021-10-15,兴源环境：兴业证券、德邦证券等16家机构于10月14日调研我司,证券之星
322,2021-10-15,债市风云|清华控股56亿转让诚志科融股权 山西证券新增借款94亿元 大额借贷担保,中新经纬
323,2021-10-15,鸣石已与监管沟通，预留100亿现金应对危机,Wind
324,2021-10-15,兴业证券：发行人涉及重大诉讼仲裁的进展 诉讼纠纷,Wind
325,2021-10-15,百亿私募“内讧”，自曝违规！29家券商被拖下水,Wind
326,2021-10-14,王涵等：从量价贡献看9月出口,中新经纬
327,2021-10-13,“同梦·同兴”三十周年 | 郑城美：一步一脚印回望少年本心 峥嵘三十载兴证再出发,兴业证券订阅号
328,2021-10-13,“兴业证券杯”全国模拟投资大赛预热赛第四赛程及精英奖榜单公布,兴业证券订阅号
329,2021-10-13,国庆节后大跌22%，太阳能跌停，两机构买入8506万元,第一财经
330,2021-10-13,券商各显其能发力新三板业务,Wind
331,2021-10-13,备战第二批基金投顾业务，试点券商紧锣密鼓各出心裁,Wind
332,2021-10-12,券业从业人员数量重回34万+，中信、中金财富大举招人,Wind
333,2021-10-11,非银金融行业2021年3季报前瞻：券商3季报或延续高增 关注保险投资端边际催化,新浪
334,2021-10-11,公募牌照真香！国泰君安又增持了这家基金公司，公募和券商资管多线开花,Wind
335,2021-10-10,券商财富管理转型提速：经纪人逐渐减少，投顾队伍不断壮大,Wind
336,2021-10-08,【首发】科凯生命科学获3.5亿元Pre-C轮融资，加速推进现有心脏瓣膜大规模临床实验,动脉网
337,2021-10-07,“同梦·同兴”三十周年丨胡平生：因为相信，所以看见,兴业证券订阅号
338,2021-10-07,“同梦·同兴”三十周年 | 孔祥杰：忠诚与奋进，我与兴证共成长,兴业证券订阅号
339,2021-10-03,“同梦·同兴”三十周年 | 杨东：实践价值投资的人，越到后面会越真实,兴业证券订阅号
340,2021-09-30,敏芯股份：兴业证券、诺安基金等2家机构于9月29日调研我司,证券之星
341,2021-09-30,新三板精选层午盘逾60只个股飘红,Wind
342,2021-09-30,【东吴非银 |非银行业2021三季度业绩前瞻】行业景气驱动业绩持续提升，看好券商长期阿尔法,微信
343,2021-09-30,新三板精选层个股开盘涨跌参半,Wind
344,2021-09-30,各家券商北交所开户数曝光，KPI完成了吗？,Wind
345,2021-09-30,全力备战北交所！各家券商开户数曝光，KPI完成了吗？国庆期间仍可随时在线开户,券商中国
346,2021-09-30,兴业证券股份有限公司2021年第三季度报告,证券日报
347,2021-09-29,推进标准化业务转型发展 国通信托与兴业证券达成战略合作,凤凰网
348,2021-09-29,兴业证券与圣农发展签订战略合作协议,兴业证券订阅号
349,2021-09-29,王涵等：8月工业企业利润数据出炉，能耗双控等政策效应已显现,中新经纬
350,2021-09-28,凯盛新材：兴业证券、中信证券等16家机构于9月27日调研我司,证券之星
351,2021-09-28,兴·科技 | 兴业证券荣获第四届“绽放杯”5G应用征集大赛智慧金融专题赛二等奖,兴业证券订阅号
352,2021-09-27,非银金融行业研究周报：债券“南向通”运行 央行明确虚拟货币属性,新浪
353,2021-09-27,非银金融行业：证券业正在发生底层变革 保险将迎来估值修复,新浪
354,2021-09-27,非银板块十月观点：继续推荐高“含财率”公司,新浪
355,2021-09-27,*ST星星二股东被动减持股份 近两千万质押股遭券商强平 减持股份,证券日报网
356,2021-09-27,交易和基本面边际向好，关注券商4季度机会,金融界
357,2021-09-27,券商积极抢食券结模式蛋糕,中国基金报
358,2021-09-27,"基金投教兴起！中基协发起，十余家机构参与""一司一省一高校""，主要面向三四线城市",Wind
359,2021-09-27,这位券商前董事长再出发，或将转战这家深圳券商！,Wind
360,2021-09-26,下周操盘攻略：长假临近，A股布局方向在哪？,Wind
361,2021-09-26,这样模式迎来爆发之年！券商巨头们抢食“大蛋糕”,中国基金报
362,2021-09-24,美盛文化：控股股东及实际控制人被动减持股份 减持股份,Wind
363,2021-09-24,金风科技：兴业证券、中金公司等3家机构于9月24日调研我司,证券之星
364,2021-09-24,北交所离开通交易又进了一步！154家潜在上市标的一览,Wind
365,2021-09-24,证券行业2021年中报综述：财富管理转型加速 龙头券商保持稳健,新浪
366,2021-09-23,如何增强投资者获得感？证监会副主席阎庆民提出三点意见,第一财经
367,2021-09-23,单日开通破万！近50家券商上线预约开通北交所交易权限功能,Wind
368,2021-09-23,张小泉：兴业证券、宽潭资本等2家机构于9月22日调研我司,证券之星
369,2021-09-23,北向资金净卖出额创近一个月新高，银行股遭大幅抛售,Wind
370,2021-09-23,兴业证券与联合国开发计划署驻华代表处启动战略合作 共绘“双碳”投资地图,每经网
371,2021-09-23,凯赛生物：华安证券、兴业证券等6家机构于8月18日调研我司,证券之星
372,2021-09-23,非银金融行业周观点：北交所细则陆续出台护航中小企业发展 政策面利好催化板块配置价值,新浪
373,2021-09-23,超40家券商备战北交所，市场增量客户喷涌,Wind
374,2021-09-22,纳微科技：兴业证券、汇丰晋信等32家机构于8月27日调研我司,证券之星
375,2021-09-22,北交所预约开户假日不打烊，多家券商闪电上线,Wind
376,2021-09-21,非银金融周报：北交所散户门槛低至50万 有效预防流动性风险,新浪
377,2021-09-21,非银金融行业：深化改革加速落地 继续推荐证券板块,广发证券
378,2021-09-19,北交所开户预约火爆！头部券商预约成功人数已过万,Wind
379,2021-09-19,"券商火速响应北交所""开户""，头部上万名客户已搞定",Wind
380,2021-09-18,金力永磁：长城基金、兴业证券等3家机构于9月16日调研我司,证券之星
381,2021-09-18,券商年产8.59万份研报，超1/4分析师跳槽！,Wind
382,2021-09-17,川发龙蟒：兴业证券、中银证券等4家机构于9月17日调研我司,证券之星
383,2021-09-17,中航机电：兴业证券、国信证券等17家机构于9月15日调研我司,证券之星
384,2021-09-17,发生了什么？这家公司被股东“薅走”20亿，股价却连续涨停,Wind
385,2021-09-17,券商2021中报综述：充分受益资产证券化与财富管理大时代 看好大机构与大资管两条主线,新浪
386,2021-09-17,方正证券研究所原所长杨仁文正式离职，下一站是这家？,Wind
387,2021-09-16,突然火了！老基金开启修改券结模式“先河”,Wind
388,2021-09-16,永兴材料：兴业证券、长城基金等3家机构于9月14日调研我司,证券之星
389,2021-09-15,兴业证券胡乾坤：未来两三年，券商在北交所业务竞争力或重新排位,中国财富网
390,2021-09-15,无锡银行：兴业证券、泰康资产等9家机构于9月15日调研我司,证券之星
391,2021-09-15,非银金融行业周观点：政策面友好+流动性合理充盈 持续看好版块配置价值,新浪
392,2021-09-14,非银金融行业：北交所就细则征求意见 保险亮点逐渐显现,新浪
393,2021-09-14,非银金融行业周报：中小券商发力布局新三板业务 A股融资火爆,新浪
394,2021-09-14,国泰君安：P/AUMG视角下的资管估值研究,Wind
395,2021-09-13,财富管理专题系列报告之五：P/AUMG视角下的资管估值研究,新浪
396,2021-09-13,北向资金净卖出额创近一个月新高，白酒、有色股遭抛售,Wind
397,2021-09-13,神州细胞：兴业证券于8月4日调研我司,证券之星
398,2021-09-13,非银金融行业：养老理财产品试点+北交所成立 催化券商板块行情,新浪
399,2021-09-11,非银与金融科技行业深度报告：产品+渠道+服务 财富管理发展的三大制胜点,新浪
400,2021-09-09,IPO原始股东清仓卖，大资金在溢价买，券商股未来怎么走？,Wind
401,2021-09-09,兴业证券首席张忆东：不要过度妖魔化量化产品 它从某种程度上说是价值挖掘者,新浪
402,2021-09-09,宸展光电：海通证券、兴业证券等6家机构于9月8日调研我司,证券之星
403,2021-09-09,伟星新材：威灵顿、兴业证券等18家机构于9月6日调研我司,中金在线
404,2021-09-09,赚了就跑？资金集中出逃券商ETF，6个交易日赎回30多亿份,Wind
405,2021-09-08,深度*行业*证券行业周点评：财管特色券商代销成绩亮眼 资管迎主动管理之战,新浪
406,2021-09-08,兴业证券(601377.SH)完成兑付30亿元短期融资券,智通财经
407,2021-09-08,宸展光电：兴业证券、汇丰晋信等3家机构于9月7日调研我司,中金在线
408,2021-09-07,兴业证券优理宝APP日活和并发量双创历史新高,兴业证券订阅号
409,2021-09-07,“牛市旗手”尾盘拉升，东方证券、广发证券双双涨停,证券之星
410,2021-09-07,广发证券尾盘涨停，创六年新高,Wind
411,2021-09-07,券商股午后持续脉冲，东方证券涨停再创逾5年新高,Wind
412,2021-09-07,【行情】证券板块回暖，东方证券涨超6%，广发证券、东方财富、兴业证券、海通证券等跟涨,金十数据
413,2021-09-07,券商股后发制人，东方证券大涨7%,Wind
414,2021-09-07,【行情】券商板块回暖，锦龙股份涨超8%，东方证券、长城证券、广发证券、兴业证券等跟随拉升,金十数据
415,2021-09-07,一次进5位首席！又有券商发力卖方研究，今年分析师流动多而频,Wind
416,2021-09-06,特发服务：国泰君安、兴业证券等10家机构于9月2日调研我司,证券之星
417,2021-09-06,兴业证券绿色ABS项目入选福建省金融支持城乡建设绿色发展典型案例,兴业证券订阅号
418,2021-09-06,中钢国际：兴业证券股、西部利得基金等6家机构于9月6日调研我司,证券之星
