,2021-12-31,药明康德：施明女士晋升为首席财务官,Wind
303,2021-12-05,30亿大单说签就签 新冠口服药能让这个行业焕发「第二春」吗？,健康界
304,2021-12-05,中国芯片界来了最强三兄妹,凤凰网
305,2021-12-05,明星陨落 | 纪念Richard Lerner教授,药明康德
306,2021-12-04,RNAi疗法走向何方？明星公司公布研发蓝图（附PPT）,药明康德
307,2021-12-04,A股市场领涨全球，监管同意开展账户管理功能优化试点工作,Wind
308,2021-12-04,北上资金年度净买入刷新历史纪录,Wind
309,2021-12-03,药明康德：截至2021年三季度末，公司资产负债率为29%,每日经济新闻
310,2021-12-03,药明直播间 | 基因治疗系列(七)：细胞和基因治疗——质粒和病毒载体工艺开发及商业化生产策略,同写意
311,2021-12-03,药明康德：公司客户包括辉瑞（Pfizer）等全球排名前二十位的顶尖制药企业和各类新药研发机构,每日经济新闻
312,2021-12-03,北向资金今日净买入超92亿元本周累计加仓超150亿，大幅抢筹芯片股,Wind
313,2021-12-03,A股市场领涨全球，北上资金已开始“按捺不住”？,Wind
314,2021-12-03,药明康德：2021年期的H股奖励信托计划，奖励授予生效条件为公司2021年度营收增速需较上年同期增长34%,每日经济新闻
315,2021-12-03,药明康德：2021年第一次临时股东大会上高票通过了2021年期的H股奖励信托计划以及股东利益一致性奖励计划,每日经济新闻
316,2021-12-03,药明康德：公司存货的增长主要系公司CDMO业务规模扩大，产能提升，在手客户订单增加，存货备库量上升,每日经济新闻
317,2021-12-03,11月维权月报：高达9家公司遭立案！药明康德、康美药业案一审判决出炉,新浪
318,2021-12-03,药明康德荣获2021“金责奖”最佳社会（S）责任奖,新浪
319,2021-12-03,北向资金净买入逾30亿元，增持银行、医疗服务板块，最青睐这只锂电龙头股（名单）,21经济网
320,2021-12-03,北上资金12月2日净买入30.21亿元，宁德时代（300750.SZ）成交额居首,智通财经
321,2021-12-03,三大指数弱势震荡，汽车整车板块表现强势,Wind
322,2021-12-03,2021中国上市公司软实力巡礼：药明康德价值108.01亿元 排序第45名,搜狐
323,2021-12-02,医药赛道基金经理分析：广发基金吴兴武,招商定量任瞳团队
324,2021-12-02,北向资金净买入逾30亿元，宁德时代获加仓超8亿元,第一财经
325,2021-12-02,北向资金今日净买入30.21亿元，宁德时代连续6日净买入累计加仓超24亿,Wind
326,2021-12-02,药明康德等31股获北向资金增持额超亿元,证券时报网
327,2021-12-02,北向资金动向盘点：批量净卖新能源个股,Wind
328,2021-12-02,北向资金加仓A股30亿元，增持医疗服务业逾8亿元，抢筹这些龙头股（名单）,21世纪经济报道
329,2021-12-01,北上资金活跃股名单(12月1日),证券时报网
330,2021-12-01,数据复盘｜56股获主力加仓超亿元 北向资金抢筹紫光国微、药明康德等,证券时报网
331,2021-12-01,北向资金12月首个交易日加仓A股30亿，紫光国微净买入超6亿元,Wind
332,2021-12-01,前有凯莱英，后有博腾股份，下一个是谁？,格隆汇
333,2021-11-30,医药健康行业动态点评：新冠订单推升景气度 看好CDMO,新浪
334,2021-11-30,江苏区域股市周报：新增2家上市公司 36家机构调研威唐工业,每日经济新闻
335,2021-11-30,470亿元资金、136起交易，医疗健康并购整合呈现出什么趋势？,36氪
336,2021-11-30,新股精要：国内领先的综合性CRO企业百诚医药,新浪
337,2021-11-30,医药行业周报：高变异毒株备受关注 重点关注防、治相关个股,新浪
338,2021-11-29,金融市场流动性与监管动态周报：内外资继续加仓新能源 变异毒株引外围波动,新浪
339,2021-11-29,医药行业周报：第六批集采落地 重点关注新冠变异株,西南证券
340,2021-11-29,医药行业周报：OMICRON成热议 CDMO和上游边际改善,新浪
341,2021-11-29,南财脱水研报丨奥密克戎对医疗板块影响如何，复盘德尔塔或能参考,21经济网
342,2021-11-29,银河龙头股票基金垫底有蹊跷，祝建辉或替陈伯祯“背锅”,新浪
343,2021-11-29,医药生物行业2022年投资策略报告：返璞归真 迎接高质量发展,新浪
344,2021-11-29,“喝酒”的张坤、刘彦春、萧楠、王宗合能翻身吗？,Wind
345,2021-11-29,医药行业周报：海外疫情反复 建议关注疫情四条主线,国金证券股份有限公司
346,2021-11-29,医药行业一周观：OMICRON来袭 关注检测、防治及上游投资机会,新浪
347,2021-11-29,医疗健康行业周报：政策密集出台 板块压力逐步释放,新浪
348,2021-11-28,医药行业周报：本周医药板块上涨1.69% 建议关注OMICRON新变异株及医药三大防疫板块,新浪
349,2021-11-28,盈亚证券咨询 妖股接连被停，防范大盘冲高回落，切忌追高,搜狐
350,2021-11-28,新冠病毒又双叒变异！加息进程受阻？,Wind
351,2021-11-27,普蕊斯IPO：2020年员工离职率超30%，需警惕业务单一与毛利率下滑风险 员工变动,发现网
352,2021-11-26,南财脱水研报｜医药生物板块政策频频落地、估值10年低位，关注CXO、创新药、医美等五大板块投资机会,21经济网
353,2021-11-26,新冠药物研发跟踪报告：小分子口服药有望成为抗疫有效补充,西南证券
354,2021-11-26,北上资金今日净买入宁德时代2.58亿元、药明康德2.46亿元，净卖出招商银行6.54亿元、中国平安4.44亿元。,财联社
355,2021-11-26,北向资金净卖出近45亿结束连续5日净买入，招商银行净卖出超6亿元,Wind
356,2021-11-26,解盘：权重低迷，锂电、数字货币、稀土永磁、磷化工领涨,Wind
357,2021-11-26,医药外包概念走强 药明康德(02359)涨3.3% 第六批全国药品集采采购即将开标,和讯
358,2021-11-26,医疗健康：板块具备配置价值 关注创新国际化路线,新浪
359,2021-11-26,前沿 | 靶向诺奖信号通路，肾细胞癌创新疗法疾病控制率达到98%,药明康德
360,2021-11-25,医药行业2021年三季报总结报告：恢复高成长 医药进入估值切换长周期,新浪
361,2021-11-25,北向资金连续5日净买入成交额创5个月新低，再度净买入贵州茅台超3亿元,Wind
362,2021-11-25,中信证券：全球TOP20基金如何配置中国,Wind
363,2021-11-25,医药健康行业年度策略：溯源而上 掘金创新,新浪
364,2021-11-25,【行业深度】洞察2021：中国肽CDMO行业竞争格局及市场份额(附市场集中度、企业竞争力评价等),前瞻研究院
365,2021-11-25,中信证券晨会,新浪
366,2021-11-25,北向资金动向盘点：贵州茅台、宁德时代“分道扬镳”,Wind
367,2021-11-25,“喝酒行情”再现，北向资金近38亿增持酿酒板块，大幅抛售这只食品饮料股（名单）,21世纪经济报道
368,2021-11-25,上海交通大学袁野教授课题组诚聘博士后，计算机、自动化、生物信息学、系统生物学等相关专业,学术经纬
369,2021-11-24,北上资金今日净买入五粮液12.61亿元、贵州茅台10.16亿元，净卖出伊利股份5.97亿元、药明康德2.95亿元。,财联社
370,2021-11-24,北向资金连续4日净买入累计加仓超170亿，批量扫货白酒股,Wind
371,2021-11-24,江苏区域股市周报：新增4家上市公司 85家机构调研斯莱克,每日经济新闻
372,2021-11-24,医药生物行业周报：CDE发布《以临床价值为导向的抗肿瘤药物临床研发指导原则》,新浪
373,2021-11-24,覆盖强生、默沙东等大客户，药明康德等CXO龙头股境外收入占比已超50%,红周刊
374,2021-11-24,前沿 | 合全药业与阿斯利康联合发表！KRAS抑制剂原料药工艺优化满足大规模生产需求,药明康德
375,2021-11-24,清华大学统计学研究中心胡志睿课题组诚聘博士后，统计学、生物信息学、计算机等相关专业,学术经纬
376,2021-11-23,北海康成赴港IPO，药明康德是最大外部股东，国内罕见病赛道何时升温？,时代周报
377,2021-11-23,医药行业周报：持续看好优质创新与CXO龙头企业,新浪
378,2021-11-23,【干货】肽CDMO行业产业链全景梳理及区域热力地图,证券之星
379,2021-11-23,“乖，摸摸头~”《自然》揭示我们为什么会这样安慰同伴,学术经纬
380,2021-11-23,上海交通大学潘小勇教授课题组诚聘博士后，计算机、自动化、生物信息学、系统生物学等相关专业,学术经纬
381,2021-11-22,3年大涨7倍！遭高瓴减持后，千亿医药巨头赴港IPO 减持股份,深水财经社
382,2021-11-22,北海康成通过港交所聆讯：两年半亏损14亿元 药明康德系股东 亏损,中新经纬
383,2021-11-22,医药行业周报：近期政策跟踪：迎接行业高质量发展,新浪
384,2021-11-22,医疗健康：医保谈判结束 医药板块有所回暖,新浪
385,2021-11-21,公募医药掌门精耕细作布局个股，四季度调研曝光最新投资思路,红周刊
386,2021-11-21,医保谈判尘埃落定，布局医药蓝筹正当时！,红周刊
387,2021-11-20,莱美药业等上市公司争抢PROTAC等靶向降解市场 相关开发企业屡获融资,财联社
388,2021-11-19,凯莱英30亿元大单的AB面！本土新冠药研发火热但赢利“遥远”,蒲公英
389,2021-11-19,北向资金今日大幅净买入近83亿，再度爆买宁德时代超14亿,Wind
390,2021-11-19,医药日报 | 原料药领域反垄断指南出炉；种植牙集采来了,富途证券
391,2021-11-19,Wind医药：每日行业动态（2021-11-19）,Wind
392,2021-11-19,药明康德等12股获融资净买入超亿元,证券时报网
393,2021-11-19,三管齐下防治疫情：新冠药物研发销售进展,国金证券股份有限公司
394,2021-11-19,16股获券商买入评级，光迅科技目标涨幅达70.43%,Wind
395,2021-11-19,速递 | 靶向降解细胞外蛋白，新锐拓展蛋白降解的下一个前沿,药明康德
396,2021-11-19,北向资金进出波动加剧，机构看好外资流入前景,Wind
397,2021-11-18,CGT具备高景气 业内看好其中CDMO赛道,制药网
398,2021-11-18,医药生物行业深度报告：创新药行业景气 医药新零售东风已起,新浪
399,2021-11-18,IPO | 北海康成通过港交所聆讯，药明康德持股占比10.97%,资本邦
400,2021-11-18,北海康成通过港交所聆讯：打造多样化罕见病产品管线，启明创投为投资方,IPO早知道
401,2021-11-18,诺唯赞(688105.SH)：生命科学解决方案领先供应商 蛋白开发核心平台驱动高增长,新浪
402,2021-11-18,清华大学医学院张林琦教授实验室招聘博士后,学术经纬
403,2021-11-17,药明直播间 | New modality系列(三)：PROTAC药物开发的体外项目支持,同写意
404,2021-11-17,北向资金结束连续4日净买入，贵州茅台遭大幅抛售超11亿元,Wind
405,2021-11-17,辉瑞申请新冠口服药紧急使用授权，中国CXO企业入局分一杯羹,21世纪经济报道
406,2021-11-17,贝莱德减持药明康德(02359)约178.15万股，每股作价约153.76港元 减持股份,智通财经
407,2021-11-17,CRO概念股集体走强 机构建议重点关注本土6龙头,和讯
408,2021-11-17,A股融资融券日报：两融余额减少48.12亿元（11月16日）,Wind
409,2021-11-17,药明康德遭贝莱德减持178.15万股 减持股份,Wind
410,2021-11-17,多重积极信号释放，消费股热度渐增,Wind
411,2021-11-16,「医药速读社」阿斯利康架构调整 康弘药业副总裁辞职 董监高成员变化,新浪
412,2021-11-16,北京魔方恒久软件有限公司，无代码开发领域的无冕之王,凤凰网
413,2021-11-16,恒指高开高走录得六连涨，博彩、游戏股爆发,Wind
414,2021-11-16,Computershare Hong Kong Trustees Limited增持药明康德(02359)约17.12万股，每股作价156.796港元,智通财经
415,2021-11-16,医药生物行业：业绩确定性强 景气度可持续 持续看好CXO赛道,新浪
416,2021-11-16,千亿HPV龙头涨停！CXO全线大涨，医疗ETF（512170）放量劲升2.82%,Wind
417,2021-11-16,CXO概念股集体飙涨 机构：赛道高景气度有望延续,第一财经
418,2021-11-16,药明康德(603259)：新产能陆续投产 CGT业务渐入佳境,国金证券股份有限公司
419,2021-11-16,CXO赛道股再次上演集体大跌 这可能是葛兰最郁闷的一天,腾讯网
420,2021-11-16,西湖大学生命科学学院何丹阳课题组招聘博士后，神经免疫学实验室,学术经纬
421,2021-11-15,医药行业周报：创新药医保谈判落地 北交所开市关注专精特新,新浪
422,2021-11-15,国谈价格好于市场预期，有利于创新药板块估值修复！【东吴医药朱国广团队】,国广有话说
423,2021-11-15,复旦大学生命科学学院凌晨课题组诚聘博士后,学术经纬
424,2021-11-15,医药行业周报：2021医保谈判落幕 本周医药板块上涨0.82% 建议关注政策受益的原料药板块,新浪
425,2021-11-14,招商策略：风格悄然变化原因和年底布局思路,Wind
426,2021-11-14,这类新股爆发新一轮破发潮，到底发生了什么？,Wind
427,2021-11-13,药明康德股东减持1498.92万股 减持股份,中国经济网
428,2021-11-13,新任FDA局长候选人今日官宣！这里是他的三个关键词,药明康德
429,2021-11-13,对话FDA局长候选人Califf博士 | 药明康德全球论坛实录,药明康德
430,2021-11-12,【港股通】药明康德(02359)股东Summer Bloom累计减持约1498.92万股 减持股份,和讯
431,2021-11-12,药明康德(02359)股东Summer Bloom Investment (I) Pte. Ltd.累计减持约1498.92万股 减持股份,智通财经
432,2021-11-12,"药明康德：Summer Bloom Investment (I) Pte. Ltd.根据本次减持计划已合计减持约1499万股本公司股份，计划减持数量未全部实施完毕
拟减持股份",每日经济新闻
