,2021-12-22,港股异动 | 中海油服(02883)早盘涨超5% 机构称国内加大能源安全保障利好海上油服等标的,智通财经
301,2021-06-09,采掘服务板块异动拉升,经济观察报
302,2021-06-09,中银证券：油价回归到70美元/桶以上水平，推荐关注具备国际竞争力的油服龙头,证券时报网
303,2021-06-09,油服板块异动上攻，博迈科大涨7%,Wind
304,2021-06-08,深度*行业*机械设备行业周报：重视万物互联时代下装备制造升级的历史机遇,新浪
305,2021-06-07,石油化工行业周报：油价突破前高站上70美元 看多石化全产业链,新浪
306,2021-06-04,先进制造行业2021年6月月报：航天军工继续反弹 先进制造仍然聚焦国产替代,新浪
307,2021-06-04,张金庆：海上稠油规模热采势在必行,上海石油天然气交易中心
308,2021-06-04,【行情】采掘服务板块下挫走弱，潜能恒信跌近7%，准油股份、中海油服、贝肯能源跟跌,金十数据
309,2021-06-03,川财证券：5月金股组合盈利7.99% 6月荐股名单出炉,新浪
310,2021-06-03,亮点抢先看！cippe2021北京石油展6月8日开幕！,中国能源网china5e
311,2021-06-03,【金工-杨勇】组合调仓-券商金股优选2021年6月,安信证券研究
312,2021-06-03,万亿量能背后维持的平衡,华龙掘金
313,2021-06-02,国际油价强势上涨，布油站上71美元，影响几何？丨火线解读,第一财经
314,2021-06-02,富时罗素季度调整结果公布，速看新增剔除A股标的全名单,Wind
315,2021-06-02,今日股市0602丨赚钱效应大幅下降，短期控制仓位还是积极调仓换股？,第一财经
316,2021-06-02,A股资本地图天津篇：62家公司上市，市值逾1.2万亿，近七成为细分领域龙头,时代在线
317,2021-06-02,犀牛财经看市：美股收盘涨跌互现三大指数低开低走,GPLP犀牛财经
318,2021-06-02,中富金石：指数延续震荡整理走势 碳交易概念逆市走强,中金在线
319,2021-06-02,A股收评：沪指跌0.76%失守3600点，盐湖提锂、医美概念重挫,证券之星
320,2021-06-02,油气开采板块今日大涨|数据观察,第一财经
321,2021-06-02,今日大盘分析预测 6月2日股市收盘行情分析,至诚财经
322,2021-06-02,中海油服大涨,新浪
323,2021-06-02,【行情】采掘服务板块持续拉升走高，恒泰艾普涨停，潜能恒信涨超18%，惠博普、准油股份、中海油服跟涨,金十数据
324,2021-06-02,【异动股】石油行业板块拉升，恒泰艾普(300157.CN)涨19.9%,财华社
325,2021-06-02,【异动股】可燃冰板块拉升，潜能恒信(300191.CN)涨17.88%,财华社
326,2021-06-02,【异动股】可燃冰板块拉升，潜能恒信(300191.CN)涨17.52%,财华社
327,2021-06-02,华尔街见闻早餐FM,证券之星
328,2021-06-02,港股异动|石油股高开中海油服(2883.HK)涨超3%,格隆汇
329,2021-06-01,今日港股行情分析 6月1日港股行情恒生指数收盘,至诚财经
330,2021-06-01,港股收盘(6.1)|恒指收涨1.08% 获纳入恒生综合指数 京东物流(02618)收涨逾10%,智通财经
331,2021-06-01,石油股午后集体走高 昆仑能源涨近5%,新浪
332,2021-06-01,港股异动 | 昆仑能源(00135)涨超5%领涨石油股 国际油价创三个月新高 布油突破70美元,智通财经
333,2021-05-31,学党史悟思想办实事开新局 | 从“企业找政策”到“政策找企业”,交通运输部
334,2021-05-31,石油石化行业研究周报：部分成品油征收进口环节消费税利好主营炼厂,新浪
335,2021-05-31,【异动股】油价相关板块下挫，*ST海航(600221.CN)跌4.37%,财华社
336,2021-05-31,【异动股】油价相关板块下挫，*ST海航(600221.CN)跌3.49%,财华社
337,2021-05-29,先进制造行业周报：中联重科助力中俄最大核能合作项目建设,新浪
338,2021-05-27,中海油服(601808)：我们预计4月份盈利恢复仍不及市场预期；全年投资逻辑不变 盈利能力下降,新浪
339,2021-05-26,BlackRock Inc.增持中海油田服务股份约1398.17万股,每日经济新闻
340,2021-05-25,天津区域股市周报：总市值涨517亿 1422万融资买入中科曙光,每日经济新闻
341,2021-05-25,石油石化行业数据周报：假期油价走势回顾,新浪
342,2021-05-24,能源化工行业周观点：化工行业处传统淡季 农化、钛白粉等延续强势,新浪
343,2021-05-24,川财证券--先进制造行业周报：全球最大加氢站已进入试运行阶段【行业研究】,金融界股吧
344,2021-05-23,【开源煤炭&石化-张绪成】石化周报：油价震荡具有强支撑，长丝订单存在补单补量,能源观察站
345,2021-05-21,逾五成采掘股被机构力荐，7只潜力股上涨空间或超40%,第一财经
346,2021-05-20,顺周期三大板块领跌！2张图一览237家上市公司业绩、债券风险情况,Wind
347,2021-05-20,午评：指数早盘低开震荡 资源股大幅回调,ZAKER
348,2021-05-20,港股石油股全线走低 中国石油跌超6%,新浪
349,2021-05-20,港股异动 | 中石油(00857)跌超6%领跌石油股 美国商业原油库存增加 国际油价走弱,智通财经
350,2021-05-20,【行情】采掘服务板块走弱，中海油服跌超5%，通源石油、中曼石油、中油工程跟跌,金十数据
351,2021-05-19,[路演]中海油服：预计二季度公司各板块工作量将有提升,全景网
352,2021-05-19,两市分化：沪指跌0.51%，创指涨0.8%，个股跌多涨少,澎湃新闻
353,2021-05-19,两市震荡分化：沪指跌0.41%，汽车股强势拉涨,中新经纬
354,2021-05-19,午评：指数早盘走势分化 汽车整车板块领涨,ZAKER
355,2021-05-19,【异动股】可燃冰板块低开，吉艾科技(300309.CN)跌3.69%,财华社
356,2021-05-19,【行情】采掘服务板块开盘走弱，中曼石油跌近4%，通源石油、中海油服、准油股份跟跌,金十数据
357,2021-05-18,沪指三连阳再度站稳3500点 石油板块领涨两市周期股卷土重来,财华社
358,2021-05-18,今日港股行情分析 5月18日港股行情恒生指数收盘,至诚财经
359,2021-05-18,涨停复盘：生物疫苗板块回调 次新、中医药个股持续活跃,ZAKER
360,2021-05-18,恒指收涨1.42% 山东墨龙暴涨46%,新浪
361,2021-05-18,港股收盘(5.18)|恒指收涨1.42% 中国将优化铁矿石供应 山东墨龙(00568)暴涨46%,智通财经
362,2021-05-18,热点淘金：两市高位窄幅调整 石油开采引领市场走高！,巨丰财经
363,2021-05-18,采掘服务概念午后持续活跃 惠博普涨停,中国经济网
364,2021-05-18,光大证券--原油周报第199期：原油库存已逐步恢复正常【行业研究】,金融界股吧
365,2021-05-18,采掘服务板块持续拉升，惠博普涨停，通源石油涨超6%，贝肯能源、金诚信、中海,新浪
366,2021-05-18,【异动股】可燃冰板块拉升，吉艾科技(300309.CN)涨18.94%,财华社
367,2021-05-18,AH股采掘板块大涨，国际油价创两年新高，行业景气度提升,第一财经
368,2021-05-18,采掘服务板块异动拉升,经济观察报
369,2021-05-18,【异动股】可燃冰板块拉升，吉艾科技(300309.CN)涨18.06%,财华社
370,2021-05-18,板块异动丨上半年国内炼油业绩同比将显着改善 石化服务板块异动拉升,智通财经
371,2021-05-18,石油股普涨 中石化上涨3.45%中海油服上涨3.42%,新浪
372,2021-05-18,石油股普涨美原油期货创两年来最高收盘价,格隆汇
373,2021-05-17,川财证券--先进制造行业周报：世界首个水热同产同送科技示范工程海阳核电投运【行业研究】,金融界股吧
374,2021-05-16,石油石化、基础化工、新材料行业北上资金流向周报：石油化工新材料行业北上资金周报,新浪
375,2021-05-14,大举押注矿产能源，一季报最牛基金经理竟是他们？,新浪
376,2021-05-14,化工行业国有上市企业动态报告：国有企业改革叠加内源性增长 化工上市央企估值有望修复,光大证券
377,2021-05-14,天津区域股市周报：中远海控市值增长最多 海航科技涨13.49%排第一,每日经济新闻
378,2021-05-13,中海油田服务(02883.HK)拟举行“投资者网上集体接待日”活动,格隆汇
379,2021-05-13,【国元机械】4月挖掘机行业销量点评报告：4月销量符合预期，下游需求韧性仍强,国元高端装备
380,2021-05-12,石油化工行业跟踪报告：需求仍有支撑 全年供需格局向好――OPEC月报点评,新浪
381,2021-05-12,美国输油管道“被黑”导致油价攀升，三条主线布局油服股,第一财经
382,2021-05-11,【国元机械】机械行业2020年年报及2021年一季报总结：高端制造景气度延续，一季度强劲复苏,国元高端装备
383,2021-05-11,【民生研究】策略+行业：2020年年报及2021年一季报综述,新浪
384,2021-05-11,周期股全面爆发 踏空者自嘲“手无寸铁”,财富动力网
385,2021-05-10,管道行业巨头齐亮相！CIPE2021北京管道展6月8-10日举办,中国能源网
386,2021-05-10,【国元机械】海油工程(600583)2021年一季报点评：2020Q1实现良好开局，看好全年业绩弹性,国元高端装备
387,2021-05-10,【国元机械】中海油服(601808)2021年一季报点评：和解收入造成盈利波动，全年业绩仍然值得期待,国元高端装备
388,2021-05-10,【国元机械】杰瑞股份(002353)2021年一季报点评：2021Q1业绩符合预期，员工持股计划彰显发展信心,国元高端装备
389,2021-05-10,A股持续震荡沪指探底回升收红?周期股持续爆发金融股拖累市场,财华社
390,2021-05-10,外围市场连续走强 大宗商品继续暴涨,财华社
391,2021-05-10,第十一届北京国际海洋工程技术与装备展览会（CM2021）将新国展中心举行,消费日报网
392,2021-05-10,港股异动 | 中海油服(02883)涨超7%领涨石油股 高盛预计全球原油供需缺口开始扩大,智通财经
393,2021-05-10,国双工业互联网厚积薄发，携手迈斯康特进军智能检测新领域！,北国网
394,2021-05-10,板块异动丨美国最大燃油管道商遭网络攻击暂停运营 油气服务板块异动拉升 经营问题,智通财经
395,2021-05-10,1800家企业将齐聚cippe2021，北京石油展6月8日开幕,中国能源网china5e
396,2021-05-10,【行情】油气概念股异动，中曼石油拉升封板，恒泰艾普、贝肯能源、中海油服、通源石油等跟涨,金十数据
397,2021-05-10,油服板块尾盘拉高，恒泰艾普大涨14%,Wind
398,2021-05-10,A股异动丨石油股普涨美国东部油管受黑客攻击而瘫痪逾两日,格隆汇
399,2021-05-10,港股异动︱中海油服(02883)涨超7% 兴业证券维持其“买入”评级并看高目标价至10.3港元,智通财经
400,2021-05-10,能源化工行业周观点：化工产品景气高位延续 关注碳中和、农化、海外复苏等主线,新浪
401,2021-05-10,元富证券(香港)--元富证券（香港）投资日刊【投资策略】,金融界股吧
402,2021-05-10,石油化工行业周报：从油价上涨的弹性到石化产品盈利的持续性,新浪
403,2021-05-10,石化行业2020年报&2021一季报总结：油价回升 助力行业盈利能力改善,新浪
404,2021-05-08,原油周报：印度日本疫情持续恶化 国际油价先扬后抑,光大证券
405,2021-05-08,中海油服(601808)：工作量下降利润减少 预计Q2环比改善,新浪
406,2021-05-07,【国元机械】浙江鼎力(603338)2020年年报及2021年一季报点评：业绩短期承压，臂式放量带动盈利能力企稳回升,国元高端装备
407,2021-05-07,先进制造行业周报：海水提铀技术中长期发展规划正式发布,新浪
408,2021-05-07,光大证券--化工行业原油周报第197期：OPEC+看好未来原油需求，国际油价小幅回升【行业研究】,金融界股吧
409,2021-05-07,中海油服(601808)：油价修复叠加降本增效 业绩有望持续释放,新浪
410,2021-05-07,兴业证券：维持中海油服(02883)“买入”评级 Q1工作量有所下降 目标价10.3港元,智通财经
411,2021-05-07,川财证券--先进制造行业周报：华龙一号漳州核电首台反应堆压力容器水压试验圆满成功【行业研究】,金融界股吧
412,2021-05-01,券商首次关注4股并给予买入评级（5月1日）,Wind
413,2021-04-30,东北证券给予中海油服买入评级：油价修复叠加降本增效，业绩有望持续释放，目标价16.6元,每日经济新闻
414,2021-04-30,重磅人事 | 赵顺强升任中海油服董事长、首席执行官,华夏能源网
415,2021-04-30,【国元机械】锐科激光2020年报&2021年一季报点评:盈利能力回升，产品多点开花打造差异化竞争,国元高端装备
416,2021-04-30,大行评级|瑞信：中海油服(2883.HK)首季业绩令人失望降目标价至9.3港元 盈利能力下降,格隆汇
417,2021-04-29,智通每日大行研报︱比亚迪股份(01211)获野村看高至300港元 花旗予中兴通讯(00763)“沽售”评级,智通财经
418,2021-04-29,中海油服一季度营收利润双双大跌 盈利能力下降,国际船舶
419,2021-04-29,中海油服：选举赵顺强为公司董事长，聘任其为首席执行官，并同意其担任董事会提名委员会委员职务,每日经济新闻
