,2021-12-27,国泰君安 | 信用债发行结果日报,国泰君安债券资本市场部
301,2021-11-05,美股半导体集体飙涨，1.1万亿巨头一度涨超15%,Wind
302,2021-11-04,大基金二期重金入股封装测试巨头，一众公私募及头部券商大捧场，“定增王”财通基金再出手，中信及中信建投“落榜”,财联社
303,2021-11-04,【银华基金】交易日报 2021-11-4,新浪
304,2021-11-04,国泰君安：订于11月25日举行H股类别股东会,Wind
305,2021-11-04,东风股份披露定增结果：国泰君安、财通基金及UBS AG等参投,财联社
306,2021-11-04,国泰君安：11月25日召开2021年第一次临时股东大会,Wind
307,2021-11-04,投行观察第16期：10月券商承销规模同比下降近3成,时代周报
308,2021-11-04,壹网壹创：国泰君安、国泰君安等8家机构于10月29日调研我司,证券之星
309,2021-11-04,博实股份：国泰君安证券股份有限公司、深圳进门财经科技股份有限公司等8家机构于10月29日调研我司,证券之星
310,2021-11-04,浩洋股份：国泰君安、融捷投资等4家机构于11月2日调研我司,证券之星
311,2021-11-03,国泰君安：完成2021年第五期短期融资券发行,Wind
312,2021-11-03,国泰君安(601211.SH)完成发行30亿元2021年第五期短期融资券,智通财经
313,2021-11-03,国泰君安(601211.SH)：完成发行30亿元短期融资券,格隆汇
314,2021-11-03,谭仔国际股价创上市新高，此前获国泰君安增持4200万股,资本邦
315,2021-11-03,港股异动 | 谭仔国际(02217)涨超12%创上市新高 近日获国泰君安增持涉资约1.29亿港元,智通财经
316,2021-11-03,2000亿芯片龙头再被国家大基金加仓！一期浮盈近10倍,Wind
317,2021-11-03,国家队15亿高位加仓2000亿芯片龙头！有何深意,Wind
318,2021-11-03,新三板新增做市井喷，中小券商火力全开,Wind
319,2021-11-03,青松股份：neuberger berman、neuberger berman等139家机构于11月1日调研我司,证券之星
320,2021-11-03,国检集团：中信证券、国泰君安等10家机构于10月28日调研我司,证券之星
321,2021-11-02,光伏硅料龙头90亿定增有多受追捧？高盛瑞银等外资在列，公私募、券商及险资同捧场，景林等未能获配,财联社
322,2021-11-02,北方华创(002371.SZ)披露定增结果：国家集成电路产业投资基金二期获配15亿元、南方基金、博时基金及国泰君安等均参投,格隆汇
323,2021-11-02,中航证券给予国泰君安买入评级：资管布局稳步推进，行业头部地位稳固,每日经济新闻
324,2021-11-02,光大证券：给予国泰君安增持评级,证券之星
325,2021-11-02,2100亿巨头大跌，股民2天或浮亏31万，发生了什么？,凤凰网
326,2021-11-02,牛市旗手三季度狂揽近5000亿，却有券商股民亏钱求放过：跌一下也行，别耗着 亏损,证券之星
327,2021-11-02,非银金融行业周报：财富管理核心标的业绩高增长 险企改革成效显现尚待时日,新浪
328,2021-11-02,券商2021三季报深度综述：景气周期 分化更进一步,新浪
329,2021-11-02,首批公募REITs涨势喜人，第二批新品蓄势待发,Wind
330,2021-11-02,增速亮眼，多券商资管业务收入超越经纪,Wind
331,2021-11-02,上市券商佣金入账近2000亿，大财富管理贡献显著,Wind
332,2021-11-02,券商资管前三季大赚350亿！中信广发抢占半壁江山,Wind
333,2021-11-02,【中信建投 非银&金融科技】国泰君安2021年三季报点评：投资交易业绩斐然，公募布局持续加深,中信建投非银金融研究
334,2021-11-01,国泰君安 | 信用债发行结果日报,国泰君安债券资本市场部
335,2021-11-01,华西证券：给予国泰君安买入评级,证券之星
336,2021-11-01,赚翻了！4家券商净利超百亿，但6成券商投行收入下滑|财星球 盈利能力下降,新浪
337,2021-11-01,图解国泰君安三季报：第三季度单季净利润同比增3.53%,证券之星
338,2021-11-01,公募REITs惊现暴涨！,中国基金报
339,2021-11-01,50家上市券商三季报出炉，头部券商赚钱能力爆棚！机构：行业高景气持续,资本邦
340,2021-11-01,快讯：券商板块异动拉升 中国银河涨超8%,新浪
341,2021-11-01,国盛证券：券商三季度净利润维持增长态势但增速有所放缓 盈利能力下降,证券时报网
342,2021-11-01,国泰君安：配置逻辑从周期转向消费,第一财经
343,2021-11-01,超七成同比正增长 头部券商持续甩出差距,证券时报网
344,2021-10-31,【中信建投 非银&金融科技】周报：北交所开业在即，券商业绩持续向好,中信建投非银金融研究
345,2021-10-31,金鼎奖将于11月8日在深圳揭晓 41家上市券商前三季净利增23%，自营和经纪收入均超1000亿元,每日经济新闻
346,2021-10-31,券商11月“金股”来了！“光伏茅”“奶茅”被看好,Wind
347,2021-10-31,券商11月“金股”来了！“光伏茅”“奶茅”被看好,中证报
348,2021-10-31,证券21Q3综述：经纪业务高增长净利润增速略有放缓,新浪
349,2021-10-31,国泰君安(601211)：利润增速稳健 投资彰显韧劲,新浪
350,2021-10-31,41家上市券商前三季度净利增长23%，自营和经纪收入均超1000亿，哪些券商更具特色？“2021年券商金鼎奖”将隆重揭晓,每日经济新闻
351,2021-10-31,国泰君安前三季度净利116亿居第三，自营净收入接近百亿，18.12亿受让华安基金15%股权,财联社
352,2021-10-31,赚翻了！上市券商业绩排名正式出炉，超七成正增长，这4家券商狂赚过百亿,券商中国
353,2021-10-30,赚翻了！38家上市券商三季度成绩单揭晓！中信证券再夺第一,Wind
354,2021-10-30,赚翻了！38家上市券商三季度成绩单揭晓！中信证券再夺第一,中证报
355,2021-10-30,券商代销江湖热战，异军突起各打什么牌？中信中金强在私募销售，广发东方兴业具资产端优势,财联社
356,2021-10-30,抢食万亿级大蛋糕！券商这项基金业务火了,Wind
357,2021-10-30,抢食万亿级大蛋糕！券商这项基金业务火了,中国基金报
358,2021-10-30,47家上市券商三季报出齐：4家净利超百亿，上年同期仅1家，中信营收逼近600亿，详看五大业务全排名,财联社
359,2021-10-30,10家券商前三季度营收超200亿元，4家券商净利润超百亿元,Wind
360,2021-10-30,两大榜单展示券商三季度新三板业绩，北交所为中小券商提供“超车”机遇,Wind
361,2021-10-30,国泰君安证券股份有限公司 2021年第三季度报告,证券日报
362,2021-10-30,赚翻了！40家券商盈利排名来了,Wind
363,2021-10-29,国泰君安证券总裁王松：以上海金融大数据联合创新实验室为平台 共同打造创新数据生态,财联社
364,2021-10-29,国泰君安(601211.SH)前三季度归母净利同比增30%至116.35亿元,智通财经
365,2021-10-29,“聪明钱”单月狂买近60亿！万亿“宁王”彻底火了,Wind
366,2021-10-29,国泰君安公布三季报 前三季净利增加29.97%,新浪
367,2021-10-29,【银华基金】交易日报 2021-10-29,新浪
368,2021-10-29,国泰君安：前三季度净利润同比增长29.97%,Wind
369,2021-10-29,国泰君安(02611.HK)前三季度净利润116.35亿元 同比增长29.97%,格隆汇
370,2021-10-29,国泰君安：第三季度净利润36.22亿元 同比增长3.53%,财联社
371,2021-10-29,国泰君安：第三季度净利润36.22亿元，同比增长3.53%,Wind
372,2021-10-29,中际旭创：国泰君安、国泰君安等34家机构于10月26日调研我司,证券之星
373,2021-10-29,瑞丰新材：中欧基金管理有限公司、中银国际证券股份有限公司等27家机构于10月26日调研我司,证券之星
374,2021-10-28,北京地区券商分支机构上半年近半亏损，东兴证券金融街营业部收入仅14元！去年以来北京地区佣金降幅已达20%,新浪
375,2021-10-28,国泰君安：与上国投资管签署了关于受让华安基金15%股权的产权交易合同,Wind
376,2021-10-28,国泰君安：未来1-2个季度消费板块迎绝佳配置窗口,中证网
377,2021-10-28,北交所设立后首份主办券商执业质量评价结果出炉：广发、中信等头部券商进入行业前10，4家券商合规质量扣分超8分,每日经济新闻
378,2021-10-28,精选层撤单密度突然加大，不足俩月10个项目主动撤材料，北交所关键节点企业为何“临阵逃脱”？,财联社
379,2021-10-28,国泰君安：未来1-2季度消费迎来绝佳配置时机 推荐券商、新能源等主线,智通财经
380,2021-10-28,北京市竞天公诚律师事务所关于国泰新点软件股份有限公司 首次公开发行股票并在科创板上市战略投资者核查事项的 法律意见（上接C9版）,证券日报
381,2021-10-27,上海建工与国泰君安签署战略合作协议,上证报
382,2021-10-27,金徽酒：海通证券、方正证券等48家机构于10月25日调研我司,证券之星
383,2021-10-26,【银华基金】交易日报 2021-10-26,新浪
384,2021-10-26,国泰君安证券张谦：基金投顾市场处于起步阶段 人员能力建设至关重要,中国基金报
385,2021-10-26,【券商聚焦】国泰君安：预计房地产税试点将会推动高线城市公共租赁住房市场发展,和讯
386,2021-10-26,五只公募REITs创新高，第二批上报已获受理,Wind
387,2021-10-26,上海外服控股集团股份有限公司 重大资产置换及发行股份购买资产 并募集配套资金暨关联交易之非公开发行股票募集配套资金发行情况报告书,中证报
388,2021-10-25,最高涨近七成！券商最新调研偏爱这些股,Wind
389,2021-10-25,国泰君安 | 信用债发行结果日报,国泰君安债券资本市场部
390,2021-10-25,券商投行业务舆情观察：“IPO撤回”成高频词，提升执业能力有助于预防声誉风险,证券时报网
391,2021-10-25,雷神科技拟变更主办券商由海通证券变为国泰君安 今年4月进上市辅导期,同壁财经
392,2021-10-25,顶流公募基金经理“奔私”成风，转战私募业绩哪位强,Wind
393,2021-10-25,国泰君安：配置逻辑周期转向消费 高估值转向低估值防御,新浪
394,2021-10-25,国泰君安：配置结构从周期转向消费,财联社
395,2021-10-24,北交所脚步越来越近，海通、兴业等权限开通转化率已达40%，多家反馈开户新进展，加力线上线下投教,财联社
396,2021-10-23,国泰君安：“超收”格局已定 财政跨周期“余粮”充足,e公司
397,2021-10-23,又到“双11”，券商抛出宏大攻略，还有A股相关掘金术,中证报
398,2021-10-23,IPO发审新重点：板块契合度、股东穿透核查趋严,新浪
399,2021-10-23,国泰君安：元宇宙新时代启程在即 关注VR、AR及虚拟文娱产业投资机会,e公司
400,2021-10-23,明星基金经理加仓的平安银行、杭州银行等，实际没那么香？,AI财经社
401,2021-10-22,曲江文旅(600706.SH)披露定增结果：锋尚世纪、财通基金及国泰君安等参投,格隆汇
402,2021-10-22,国泰君安与中国银行达成战略合作,上证报
403,2021-10-22,携手服务“双循环”新发展格局，国泰君安与中国银行达成战略合作,上观
404,2021-10-21,东华软件(002065.SZ)披露定增结果：光大证券获配1.64亿元 国泰君安、财通基金等在列,格隆汇
405,2021-10-21,银行股走势现分歧？外资三季度悄悄撤退，张坤却增持数十亿,Wind
406,2021-10-21,首批产品上市四个月运行平稳，第二批公募REITs呼之欲出,Wind
407,2021-10-21,新三板做市商评价结果出炉，三季度减免经手费600余万元,Wind
408,2021-10-19,*ST海航：国泰君安、嘉实基金等10家机构于10月15日调研我司,证券之星
409,2021-10-19,国泰君安“现金管家”公募化改造获证监会批复,中证网
410,2021-10-19,中来股份：国盛证券、国泰君安等10家机构于10月15日调研我司,证券之星
411,2021-10-19,国联证券50.9亿定增“靴子落地”，6家券商斥资19.33亿捧场,深水财经社
412,2021-10-18,东方雨虹跌4.41% 国泰君安中金公司高点唱多,中国经济网
413,2021-10-18,上交所：第二批3个公募REITs项目均已受理,观点地产网
414,2021-10-18,搜狐财经基金周报 | 鸣石投资深夜宣称“分歧解决”；海通证券被罚没400万 金融监管处罚,搜狐
415,2021-10-18,每日理财观察：央行和银保监会发布系统重要性银行名单,Wind
416,2021-10-18,华安基金半年盈利4.5亿估值超120亿 国泰君安溢价228%增持提升“含基量”,长江商报
