,2021-12-28,江西铜业：拟8360万元转让纳米克热电95%股权 提升公司整体资产质量,发布易
294,2021-04-16,【行情】港股有色金属板块盘初普涨，中国大冶涨7.1%，中国有色矿业涨3.1%，紫金矿业涨2.4%，江西铜业涨2.3%，山东黄金涨1.92%,金十数据
295,2021-04-16,每日理财观察：反垄断再出手！未来5年迎来新周期,Wind
296,2021-04-16,港股盘前必读：国务院进一步深化“放管服”改革，美国股指刷新历史新高,Wind
297,2021-04-16,江西铜业股价昨涨逾6%,大众证券报
298,2021-04-16,江西铜业股价昨涨逾6%,证券之星
299,2021-04-15,迈瑞医疗、迈为股份今年受险资调研热捧！2020年国寿持仓贵州茅台浮盈超30亿平安新进江西铜业,证券之星
300,2021-04-15,险资投资路线图揭秘：迈瑞医疗、迈为股份受热捧,财联社
301,2021-04-15,【A股收盘综述】上证指数跌0.52%，碳中和概念股持续回落,Wind
302,2021-04-15,异动直击|部分铜业股上涨，江西铜业涨超6%，五矿资源涨超2%,富途证券
303,2021-04-15,有色铜、铝尾盘涨势进一步扩大，天山铝业、永茂泰封板,Wind
304,2021-04-15,【行情】有色金属板块异动，常铝股份直线拉升封板，闽发铝业、江西铜业、华峰铝业、西部矿业等跟涨,金十数据
305,2021-04-14,高盛升江西铜业(00358-HK)未来盈测最多74%升目标价至24港元,财华社
306,2021-04-14,华安证券--有色金属行业周报：“智利封国”事件助推锂价上涨【行业研究】,金融界股吧
307,2021-04-12,恒指弱势震荡收跌0.86%，瑞声科技、阿里巴巴逆市大涨,Wind
308,2021-04-12,金属行业高频数据周报：钢铁板块与沪深两市的PB比值较2017年的高点仍有46%的空间,光大证券
309,2021-04-12,华安研究行业周观点集萃,华安证券
310,2021-04-10,怡球资源股价本周涨逾8%,大众证券报
311,2021-04-09,2020年第四季，由于用电需求激增，同时下半年部分煤矿煤管票提前不足和进口下降，煤价开始上涨。,财华社
312,2021-04-09,恒指高开低走收跌1.07%，恒生科技指数跌1.8%,Wind
313,2021-04-09,瑞信指江西铜业(00358-HK)首季业绩逊市场预期维持目标价17港元,财华社
314,2021-04-09,预增259倍公司来了！果然周期股大爆发,Wind
315,2021-04-09,券商晨会精华：市场短期将继续呈震荡走势 低风险偏好下需注重盈利确定性,财联社
316,2021-04-09,盘前情报丨下达35亿元！海南自贸港迎来多项重磅利好，关注相关板块（附股）,21世纪经济报道
317,2021-04-09,银河证券：供应结构性紧缺或支撑有色金属价格,第一财经
318,2021-04-09,上市公司正负面新闻2021年4月9日星期五,Wind
319,2021-04-09,江西铜业股价昨上涨逾9%,大众证券报
320,2021-04-09,周期股业绩逆天!重庆钢铁、中国铝业一季度预增259、30倍!,财富动力网
321,2021-04-09,多只周期股业绩暴增，一季度盈利超去年全年,Wind
322,2021-04-09,江西铜业(00358-HK)料首季净利润增逾4.2倍,财华社
323,2021-04-09,多只周期股业绩暴增 一季度盈利超去年全年,证券时报
324,2021-04-08,海南自贸港迎重磅利好，国产新冠疫苗明年产能将达50亿剂丨明日主题前瞻,第一财经
325,2021-04-08,太逆天！这家公司一季度净利预增259倍，单季盈利是去年全年1.7倍！周期股真要崛起了？,证券时报网
326,2021-04-08,晚间重要公告2021年4月8日星期四,Wind
327,2021-04-08,中国银河证券维持有色金属行业推荐评级：资源大国智利因疫情再度封国，或将引发铜锂全球供应链问题发酵催化涨价主题,每日经济新闻
328,2021-04-08,晚间公告丨4月8日这些公告有看头,第一财经
329,2021-04-08,有色金属一季度业绩水涨船高 行业进入去库存阶段后或催化新行情,第一财经
330,2021-04-08,7亿主力资金近三日杀入小金属概念概念股,证券时报网
331,2021-04-08,4月8日主力资金净流出228亿元,证券时报网
332,2021-04-08,江西铜业：预计一季度净利润8.31亿-8.79亿元 同比增419%-449%,证券时报网
333,2021-04-08,江西铜业：预计2021年一季度净利润为8.31亿元~8.79亿元,每日经济新闻
334,2021-04-08,量价齐升 江西铜业(600362.SH)一季度归母净利预增419%至449%,智通财经
335,2021-04-08,江西铜业：一季度净利同比预增419%～449%,e公司
336,2021-04-08,江西铜业：预计第一季度净利润同比增加419%-449%,格隆汇
337,2021-04-08,江西铜业(600362.SH)：2021年一季度净利预增419%-449%,格隆汇
338,2021-04-08,江西铜业：一季度业绩预增419%-449%,Wind
339,2021-04-08,高位股集体大跌！资金开启跷跷板效应，指数还会跌吗——骑牛看熊4月8日淘金收评,云掌财经
340,2021-04-08,港股收评：三大股指低开高走，药品、乳制品股午后强势拉升，国美零售跌超11％,金融界
341,2021-04-08,巨丰收评：资源股轮番上攻 小盘股逆市回调,巨丰财经
342,2021-04-08,794亿资金争夺20股：主力资金重点出击8股(名单),新浪
343,2021-04-08,老记吹“牛”｜光伏上游原材料“退烧”；两大人工智能概念股迎来业绩爆发！,每日经济新闻
344,2021-04-08,异动直击|有色金属板块普涨，江西铜业涨超7%，中国铝业涨超5%,富途证券
345,2021-04-08,港股异动 | 有色金属行业碳达峰方案研究中 江西铜业(00358)涨超8% 中国铝业(02600)涨超6%,智通财经
346,2021-04-08,【异动股】基本金属板块拉升，铜陵有色(000630-CN)涨10.18%,财华社
347,2021-04-08,快讯：有色金属板块走强 铜陵有色率先封板,新浪
348,2021-04-08,有色板块午后发力，铜陵有色直线封板,Wind
349,2021-04-08,有色金属板块开盘走强 铜业概念股表现活跃|板块牛熊榜,第一财经
350,2021-04-08,巨丰午评：钢铁券商引领反弹行情,巨丰财经
351,2021-04-08,422公司利润不断改善116家步入绩优股行列,证券时报网
352,2021-04-08,4.8：今天收割谁？,云掌财经
353,2021-04-08,有色金属库存积压 价格从高位回落,中国报告大厅
354,2021-04-08,板块异动 | 有色金属行业发布减碳方案意见稿 有色板块拉升上涨,智通财经
355,2021-04-08,有色铜早盘引领板块大涨，江西铜业涨近7%,Wind
356,2021-04-07,江西区域股市周报：江铃汽车进入江西股市值前10强 13家机构调研金达莱,每日经济新闻
357,2021-04-07,中国银河证券维持有色金属行业推荐评级：流动性隐忧阻扰上升趋势，有色金属行业进入去库阶段或将成新行情催化剂,每日经济新闻
358,2021-04-07,4.7：今天收割谁？,云掌财经
359,2021-04-07,【银河有色华立】行业动态 2021.3丨流动性隐忧阻扰上升趋势，有色金属行业进入 去库阶段或将成新行情催化剂,中国银河证券研究
360,2021-04-06,看好今年A股投资！险企加大调研步伐，这两类公司最受青睐,中证报
361,2021-04-06,江西铜业(600362)：产业链一体化优势稳固 贵金属业务助推增长,新浪
362,2021-04-06,金属行业高频数据周报：螺纹价格创2008年9月以来的新高、利润处于历史中高位,光大证券
363,2021-04-06,【早报】科技股要爆发了吗？,云掌财经
364,2021-04-06,险资提前调仓换股，究竟买了哪些股票？,Wind
365,2021-04-04,419公司利润环比连增114家步入绩优股行列,证券时报网
366,2021-04-02,解盘：人气继续回暖，半导体、今日头条、白酒、高价股领涨,Wind
367,2021-04-01,江西铜业去年营业收入突破三千亿元,长江有色
368,2021-04-01,江西铜业(600362)2020年扣非盈利同比提升 受益于铜价上涨及金银产量提升,新浪
369,2021-03-31,中国短期融资券及中期票据信用分析周报,新浪
370,2021-03-31,高盛：江西铜业维持买入评级 目标价升5.9%至19.6港元,新浪
371,2021-03-31,高盛：江西铜业(00358)估值吸引 预将受惠于铜价上升 目标价升5.9%至19.6港元,智通财经
372,2021-03-31,锦浪科技股价昨涨逾15%,大众证券报
373,2021-03-31,IIGF新闻 | 江西铜业发布社会责任报告 中财大绿金院提供专业支持,中央财经大学绿色金融国际研究院
374,2021-03-30,我的有色：江西铜业阴极铜产量超过160万吨/年,我的有色
375,2021-03-30,江西铜业(600362)：业绩符合预期 铜价上行周期下盈利稳步抬升,新浪
376,2021-03-30,金属行业高频数据周报：短流程螺纹钢利润自1月底以来累计提升每吨逾900元,光大证券
377,2021-03-30,天风证券：全球经济复苏趋势不改，继续看多顺周期品种价格,Wind
378,2021-03-30,【天风Morning Call】晨会集萃20210330,新浪
379,2021-03-30,“上海铜”期货经受市场检验,经济日报
380,2021-03-29,江西铜业2020年扣非净利27.74亿元增长24.48%,上证报
381,2021-03-29,晚间重要公告2021年3月29日星期一,Wind
382,2021-03-29,有色、钢铁行业：钢价普涨 继续看好行业盈利修复,新浪
383,2021-03-29,江西铜业：2020年净利润同比减少5.92% 盈利能力下降,Wind
384,2021-03-29,江西铜业(600362.SH)年度归母净利同比下降5.92%至23.2亿元 拟10派1元 盈利能力下降,智通财经
385,2021-03-29,江西铜业：2020年度净利润同比下降5.92%拟10派1元 盈利能力下降,格隆汇
386,2021-03-29,江西铜业：2020年净利23.2亿元 同比降6% 盈利能力下降,e公司
387,2021-03-29,江西铜业(600362.SH)2020年度净利润降5.92%至23.2亿元拟每股派0.1元 盈利能力下降,格隆汇
388,2021-03-29,有色金属行业周报：需求旺季来临 看好铜铝板块,华安证券
389,2021-03-29,江西银行去年营收近103亿净利超18亿，不良率1.73%,澎湃新闻
390,2021-03-29,3月29日晚间重要行业研究汇总(附股),中金在线
391,2021-03-29,券商荐股精选：需求爆发，毛利率顺利爬坡，这只票41%的上行空间,新浪
392,2021-03-29,券商晨会观点速递,第一财经
393,2021-03-29,中信建投：锂精矿供应紧张，价格继续上涨,Wind
394,2021-03-28,有色金属行业跟踪周报：碳中和背景下首推基本金属,新浪
395,2021-03-27,银河证券：铜，经济复苏、通胀归来下最受益的大宗商品之一,金融界
396,2021-03-26,近15亿元资金杀入龙头股 “周期之王”有色板块全线反弹,第一财经
397,2021-03-26,江西区域股市周报：总市值跌6亿1.73亿融资买入江西铜业,每日经济新闻
398,2021-03-26,营收创历史新高 恒邦股份2020年净利增两成,中国经济周刊
399,2021-03-25,3月25日晚间重要行业研究汇总(附股),中金在线
400,2021-03-25,有色钢铁行业：唐山钢厂限产升级 价格盈利修复可期,新浪
401,2021-03-25,快讯：有色金属板块拉升 中国铝业涨7%紫金矿业涨5%,新浪
402,2021-03-25,【行情】港股有色金属板块异动拉升，中国铝业涨7%，紫金矿业涨5.1%，洛阳钼业涨4.2%，江西铜业涨4.7%,金十数据
403,2021-03-25,紫金矿业(601899)公告点评：量价齐升逐步兑现 Q1业绩翻倍增长,新浪
404,2021-03-24,智通港股解盘(03.24) | 破位之下的应对,智通财经
405,2021-03-24,紫金矿业(601899)：资源优势已向效益优势转变 国际化战略提升公司市值空间,新浪
406,2021-03-24,"【行情】港股有色金属板块全线飘绿，中国铝业、紫金矿业跌超9%，五矿资源跌8.7%，江西铜业跌7.6%，赣锋锂业跌7.1%，中国宏桥跌6.7%，洛阳钼业跌5.1%
连续下跌",金十数据
407,2021-03-24,有色板块持续下挫，紫金矿业、中国铝业跌超8%,Wind
408,2021-03-24,周期股调整压力加大,大众证券报
409,2021-03-24,国际铜期货首个合约完成交割 国际价格影响力进一步提升,证券日报
410,2021-03-23,金属行业高频数据周报：碳中和持续发酵 高碳排放、高耗能行业的中长期供求关系有望改善,光大证券
411,2021-03-23,从3月23日开始，国际油价消息，再创去年以来新高,搜狐
412,2021-03-23,"【行情】港股有色金属板块持续下挫，中国铝业跌5.6%，中国宏桥跌5.1%，洛阳钼业跌4.1%，赣锋锂业跌3.1%，江西铜业跌2.5%
连续下跌",金十数据
413,2021-03-23,A股融资融券日报：两融余额增加83.08亿元（3月22日）,Wind
414,2021-03-22,3月22日晚间重要行业研究汇总(附股),中金在线
415,2021-03-22,中国银河--有色金属行业：美联储维持宽松基调，需求复苏去库来临或将引发有色金属价格继续上涨【行业研究】,金融界股吧
416,2021-03-21,【兴证固收.转债】铜加工＆磁材行业优质品种——金田铜业投资价值分析,兴证固收研究
417,2021-03-20,怡球资源股价一周上涨14%,大众证券报
418,2021-03-19,【银河晨报】3.19丨铜，经济复苏、通胀归来下最受益的大宗商品之一,中国银河证券研究
419,2021-03-19,中国银河--有色金属行业：铜，经济复苏、通胀归来下最受益的大宗商品之一【行业研究】,金融界股吧
420,2021-03-18,机遇？挑战？铜价波动下产业链上下游有话要说,中国有色
421,2021-03-17,江铜集团：江山万里 铜路而行！,上海有色
422,2021-03-17,有色板块向下，中国铝业、紫金矿业跌超2%,Wind
423,2021-03-17,港股异动 | LME铜库存增加12% 紫金矿业(02899)跌超4% 江西铜业(00358)跌超3%,智通财经
424,2021-03-16,A股午盘综述：上证指数涨0.24%，碳中和概念崛起提振市场,Wind
425,2021-03-16,光大证券--金属行业高频数据周报：碳中和有望显着改善高碳排放、高耗能行业的中长期供求关系【行业研究】,金融界股吧
426,2021-03-16,江铜、沧州大化、兖煤、广晟有色、利尔化学均跌超6%，顺周期板块跌势未止,Wind
427,2021-03-16,有色板块跌幅扩大，江西铜业跌超7%,Wind
428,2021-03-13,怡球资源股价本周上涨近两成,大众证券报
429,2021-03-12,【两会访谈】谢建辉代表：加强工业大数据和工业控制系统建设,中国有色
430,2021-03-12,A股早报2021年3月12日星期五,Wind
431,2021-03-12,每日理财观察：三大百亿基金大幅放宽限购,Wind
432,2021-03-12,怡球资源股价昨日涨停,大众证券报
433,2021-03-11,主力再度砸盘面板龙头，出逃资金超12亿,证券时报网
434,2021-03-11,金融街下午茶2021年3月11日星期四,Wind
