,2021-12-31,长沙实现数字人民币税款缴纳全流程,中国金融新闻网
327,2021-11-11,交通银行选举颇颖为职工监事 其现任股权与投资管理部总经理,和讯
328,2021-11-11,证券Ⅱ行业：公募代销格局微变 渠道下沉态势延续,广发证券
329,2021-11-11,交通银行：选举颇颖为本公司第九届监事会职工监事,Wind
330,2021-11-11,破净率超8成，“打骨折”的银行股还能翻身吗？,Wind
331,2021-11-11,公募基金代销保有量2021Q3数据点评：头部排名总体稳定 环比增速分化加大,新浪
332,2021-11-11,非银金融行业2021Q3销售机构公募基金保有数据点评：独立三方市占率进一步提升 机构业务扩容加快,新浪
333,2021-11-11,三季度公募基金代销榜：互联网第三方平台增速超银行系,财经网
334,2021-11-11,交通银行扎实推进巩固脱贫攻坚同 助力乡村振兴有效衔接,中国网
335,2021-11-11,交行海南省分行营业部积极开展“金融知识进校园”宣教活动,证券导报
336,2021-11-11,海南交行获批货物贸易外汇收支便利化试点银行资格,证券导报
337,2021-11-11,A股融资融券日报：两融余额增加15.9亿元（11月10日）,Wind
338,2021-11-11,公募代销保有规模百强争夺战：三匹黑马杀出各有何来头？3券商1银行跌出百强榜，蚂蚁持续超万亿,财联社
339,2021-11-11,震动基金圈！蚂蚁直逼招行！传统大佬要慌了？,Wind
340,2021-11-11,震动基金圈！天天狂飙突进，蚂蚁直逼招行！传统大佬要慌了？,中国基金报
341,2021-11-11,中证报头版：房地产贷款投放提速，信贷总量稳定增长获支撑,Wind
342,2021-11-11,银行板块后续走势将逐渐好转，给我信心的不只是盘面,腾讯网
343,2021-11-10,中基协公布三季度基金保有量，互联网渠道渐显优势,Wind
344,2021-11-10,交通银行首笔全国碳排放权质押融资业务落地青岛,中国金融新闻网
345,2021-11-10,长亮科技(300348)2021年三季报点评：单季收入波动 海外推进顺利,新浪
346,2021-11-10,首支云南省地方政府柜台债券将于11月17日起在交行重磅发售,云南经济日报
347,2021-11-10,数字人民币将用于跨境支付？ 易纲：当前以满足国内零售需求为主,Wind
348,2021-11-10,央行推出碳减排支持新工具，专家预计增量资金2-3万亿,Wind
349,2021-11-09,北京首单！应用电子印章开户在北京经开区实现,北京日报
350,2021-11-09,响应绿色金融发展，交通银行发布长三角ESG优选信用债指数,资本邦
351,2021-11-09,交通银行：融资余额比上日增0.83%，融券余额比上日降5.86%,资本邦
352,2021-11-09,数字人民币推广进展迅速，相关领域概念股机遇将至？,第一财经
353,2021-11-09,交行携手太保产险落地全国首笔碳排放配额质押加保证保险融资业务,金融时报
354,2021-11-08,贺波：既要关注银发人群 更要关注未老一族,21世纪经济报道
355,2021-11-08,LPR互换来了！利率互换集中清算再添新品种,Wind
356,2021-11-08,交行信用卡携手美团助力上海旅游节,质量新闻网
357,2021-11-08,中国建设银行、中国银行、交通银行发布重要公告！,每日经济新闻
358,2021-11-08,爱上上海嗲味，传递旅游美好！交行信用卡携手美团助力上海旅游节,凤凰网
359,2021-11-08,银行行业周报：社融有望迎来增速拐点 关注银行板块配置价值,新浪
360,2021-11-08,全国首笔碳排放配额质押叠加保证保险融资业务落地,上证报
361,2021-11-08,年末强势出击，双重福利加码，交通银行信用卡助力消费升级,和讯
362,2021-11-08,市场首支！中债-交行长三角ESG优选信用债指数发布,凤凰网
363,2021-11-08,交行联合中央结算公司发布长三角ESG主题债券指数,中国金融新闻网
364,2021-11-08,陆家嘴财经早餐2021年11月8日星期一,Wind
365,2021-11-08,首只高等级长三角ESG债券指数问世,Wind
366,2021-11-07,擎动长三角 共享一体化 交通银行成功主办金融助力长三角一体化高质量发展主题活动,中国金融新闻网
367,2021-11-07,交行河南省分行加大电力供应和民生冬季供暖信贷支持力度,中国金融新闻网
368,2021-11-07,交通银行联合中央结算公司发布市场首支高等级长三角ESG主题债券指数,和讯
369,2021-11-07,下周操盘攻略：EDG首次夺冠，元宇宙烈火烹油？,Wind
370,2021-11-07,全市场首支高等级长三角区域ESG主题信用债指数发布,证券时报网
371,2021-11-06,风华高科与交通银行战略合作 创新供应链金融合作模式,e公司
372,2021-11-06,“上海市养老服务行业协会金融助力养老行动计划”正式发布,经济日报
373,2021-11-05,以人民为中心 让数字化服务惠及千万家,光明网
374,2021-11-05,【杂志微阅读】《中国资产托管行业发展报告（2021）》发布：托管行业总体进入稳定发展阶段， 科技创新驱动打造可持续发展新生态,中国银行业杂志
375,2021-11-05,【专栏】1亿张信用卡！这7家银行做到了，还有哪些银行会晋级？,零壹财经
376,2021-11-05,中国首批19家系统重要性银行的风险测定及风险外溢强度识别,21世纪经济报道
377,2021-11-05,与国家战略同频共振 “长三角龙头银行”谋局高质量发展,证券时报
378,2021-11-04,国有大行发力财富管理：三季度邮储中收增速最快 交行中高端客群两位数增长,华夏时报
379,2021-11-04,北京首单！数字认证助力北京交行实现电子印章开户应用,砍柴网
380,2021-11-04,三季报发布，六大国有银行谁最靓,长沙晚报
381,2021-11-04,首支云南省地方政府柜台债券将于11月17日起在交行重磅发售,云南经济日报
382,2021-11-04,A股融资融券日报：两融余额减少44.29亿元（11月3日）,Wind
383,2021-11-04,交通银行(601328)2021年三季报点评：利润增速领跑大行 息差平稳收入结构优化,新浪
384,2021-11-04,交通银行前三季度净利643亿元增22.1% 盈利能力稳健提升,证券时报
385,2021-11-03,数字化和碳金融，交行的下一个“破局点”,环球老虎财经
386,2021-11-03,北交所开市在即！银行顺势而为，服务“专精特新”还有哪些难题待解？,北京商报
387,2021-11-03,华西证券第三季净利降17% 前三季净利降6% 盈利能力下降,中国经济网
388,2021-11-03,平安银行三季度新发放住房贷款环比降百亿，招行房地产业贷款不良率升至1.29%,搜狐
389,2021-11-03,交通银行成功落地国内首批央行贸金平台和香港贸易联动平台二期工程跨平台融资业务,和讯
390,2021-11-03,银行业：区域位置突出的农商行获基金逆势增持,新浪
391,2021-11-03,交通银行江西省分行推出“林农贷”,中国金融新闻网
392,2021-11-03,多边央行数字货币桥项目发布用例手册,Wind
393,2021-11-03,资产规模突破11万亿 交行三季报亮点纷呈,中证报
394,2021-11-02,长三角生态绿色一体化发展示范区金融同城化服务创新发展联盟成立,上证报
395,2021-11-02,深度｜上市银行3季报总结: 稳健与分化；息差企稳回升，优质银行持续强【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
396,2021-11-02,北向资金连续4日净买入累计扫货近150亿，新能源龙头股集体获抢筹,Wind
397,2021-11-02,六大行净利润实现两位数增长 邮储银行中收增幅达32.61% 建设银行不良贷款增速最快,中国经济网
398,2021-11-02,交通银行因违规转让不良资产被罚50万元，年内曾领千万罚单，不良贷款增加58.33亿元 金融监管处罚,中国经济网
399,2021-11-02,商业银行行业：商业银行业日报,新浪
400,2021-11-01,交通银行三季报，大象起舞！,环球老虎财经
401,2021-11-01,六大行三季报出炉！平均日赚超35亿,丁丁创e
402,2021-11-01,NAFMII主协议IBOR后备机制标准文本正式生效,Wind
403,2021-11-01,六大行前三季度日赚超35亿，不良率进一步改善,第一财经
404,2021-11-01,交行将在支持中小企业向“专精特新”方向发展等方面提供不少于5000亿元信贷,Wind
405,2021-11-01,交通银行将在支持中小企业向“专精特新”方向发展等方面提供不少于5000亿元信贷,e公司
406,2021-11-01,交通银行前三季净利增22%达644亿 信用减值损失524亿,中国经济网
407,2021-11-01,“智”教“惠”学 教育与金融的长期主义——金融助力教育行业高质量发展研讨会召开,21世纪经济报道
408,2021-11-01,交行实现净利润643.60亿元 同比增长22.10%,中国金融新闻网
409,2021-11-01,瑞信：维持交行(3328.HK)“中性”评级 H股目标价4.9港元,格隆汇
410,2021-11-01,交通银行(601328)：息差企稳 业绩超预期,广发证券
411,2021-11-01,受个别房企风险暴露影响，部分银行前三季度关注类贷款攀升,Wind
412,2021-11-01,瑞信：料交行净息差稳定上调盈测，H股目标价4.9港元,Wind
413,2021-11-01,交通银行刘珺谈反垄断：监管机构关注大型科技企业是否会阻碍创新,证券时报网
414,2021-11-01,唐建伟：四季度经济可能继续放缓,新浪
415,2021-10-31,详解交通银行2021年三季报：净利润高增22%，息差持续回升【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
416,2021-10-31,交通银行前三季度收入近2000亿元，净赚643.6亿元,资本邦
417,2021-10-31,日赚超35亿元 六大银行前三季度利润9630亿：工行第一,快科技
418,2021-10-30,六大行前三季度业绩出炉 净利润均实现两位数增长,上证报
419,2021-10-30,交通银行公布三季报 前三季净利增加22.1%,新浪
420,2021-10-29,交通银行(601328.SH)：第三季度归母净利增37.85%至223.41亿元,格隆汇
421,2021-10-29,交通银行(601328.SH)前三季度归母净利润同比增长22.10%至643.60亿元,智通财经
422,2021-10-29,六大银行前三季度日赚超35亿！不良率集体回落,中新经纬
423,2021-10-29,国有六大行前三季度合计日赚超35亿元，不良贷款率继续走低,澎湃新闻
424,2021-10-29,【晚间公告抢先看】中青宝研发《酿酒大师》预计于明年3月完成、文山电力本次标的建设周期长或造成财务负担,金融界
425,2021-10-29,21金融研究｜存量撕杀+结构调整，信用卡的下一个战场在哪？,21世纪经济报道
426,2021-10-29,交通银行第三季度净利润同比增长37.85%,上证报
427,2021-10-29,【银华基金】交易日报 2021-10-29,新浪
428,2021-10-29,交通银行：前三财季盈利643.6亿人民币，同比增长22.1%,Wind
429,2021-10-29,交行前三季度实现归母净利643.60亿元 同比增长22.1%,新浪
430,2021-10-29,交行前三季度净利643亿增22.1%，不良率降至1.6%,澎湃新闻
431,2021-10-29,交通银行(03328.HK)拟聘用毕马威为核数师,格隆汇
432,2021-10-29,交通银行：建议变更核数师,Wind
433,2021-10-29,交通银行(03328.HK)：拟选举颇颖为职工监事,格隆汇
434,2021-10-29,交通银行：前三季度净利润同比增长22.1%,Wind
435,2021-10-29,交通银行：公告建议选举职工监事,Wind
436,2021-10-29,打造科创服务生态平台 建设数字信贷科创交行,深圳新闻网
437,2021-10-29,【港股通】交通银行(03328)前三季度净利润643.6亿元 同比增长22.1%,和讯
438,2021-10-29,交通银行(03328.HK)：第三季度归母净利223.41亿元 同比增长37.85%,格隆汇
439,2021-10-29,交通银行：第三季度净利润223.4亿元 同比增长37.85%,财联社
440,2021-10-29,银行理财业务月报(2021年10月)：数字化转型初见成效,新浪
441,2021-10-29,融资客青睐10股，悦达投资买入占比高达41.23%,Wind
442,2021-10-29,A股融资融券日报：两融余额减少165.82亿元（10月28日）,Wind
443,2021-10-29,交通银行河南省分行投放灾后重建信贷资金超百亿元,经济日报
444,2021-10-29,交通银行山西省分行加速提升 科技型企业支持力度,证券时报网
445,2021-10-29,交通银行山西省分行着力提升普惠金融服务,证券日报
446,2021-10-28,社保、户籍办理、档案证明都能办！好消息，交行网点变身“政务办事大厅”,文汇报
447,2021-10-28,有态度有速度有温度 “交银e办事·政务通”正式发布,上证报
448,2021-10-28,交行上海市分行发布“交银e办事·政务通” 全面引入“一网通办”服务项目,中国金融新闻网
449,2021-10-28,交通银行手机银行6.0版发布,中证网
