,2021-12-31,万泰生物、华大基因、安图生物……谁是成长能力最强的体外诊断企业？,Ofweek
1220,2018-05-07,[买入评级]安图生物(603658)点评：微生物质谱注册获批 有望进一步带动微生物系列产品快速增长,中财网
1221,2018-05-07,[强于大市评级]诊断试剂细分领域行业动态跟踪报告：年报梳理：IVD制造业维持增长 毛利率无明显冲击,中财网
1222,2018-05-07,[强于大市评级]医药行业2017年年报及2018年一季报总结：18Q1业绩加速明显 支持医药板块持续牛市,中财网
1223,2018-05-07,[看好评级]生物制品行业周报：九价HPV疫苗有条件批准上市,中财网
1224,2018-05-07,IVD这么赚钱，原来是这3个原因…,医药网
1225,2018-05-07,"安图生物:质谱获批,补全微生物产品线",国联证券
1226,2018-05-04,"医药生物行业:最新拟优先审评名单公示,肿瘤药增值税大幅降低",国联证券
1227,2018-05-02,医药生物行业动态点评：国办出台政策 鼓励发展互联网医院,中财网
1228,2018-04-28,【医药概念股】17家医药公司连续五个季度净利润增幅超20%,证券日报
1229,2018-04-28,医药生物行业呈现稳定的成长性 六股人气旺,证券日报
1230,2018-04-27,体外诊断企业一季度频预增 差异化竞争格局突显,21世纪经济报道
1231,2018-04-27,生物制品行业周报:关注一季报业绩超预期个股,渤海证券
1232,2018-04-26,[优异评级]体外诊断行业深度报告：阳春布德泽 万物生光辉,中财网
1233,2018-04-26,体外诊断(IVD)行业系列三：高端免疫 有望走出“中国罗氏”的蓝海,中财网
1234,2018-04-26,东兴证券：上调安图生物评级至强烈推荐,Wind
1235,2018-04-26,"安图生物:化学发光继续高速增长,“流水线+质谱仪”年内有望上市销售",方正证券
1236,2018-04-26,安图生物：生化和发光试剂均保持快速增长,中泰证券
1237,2018-04-26,"安图生物:化学发光快速增长,流感助推业绩超预期",平安证券
1238,2018-04-25,[推荐评级]医药行业周报：机构配置提升 性价比仍有优势,中财网
1239,2018-04-24,安图生物：IVD创新龙头增长强劲 买入评级,广发证券
1240,2018-04-24,安图生物：一季度净利润同比增42.43%,Wind
1241,2018-04-23,[增持评级]医药生物行业周报：在整体市场调整中建议积极关注医药板块的优质公司,中财网
1242,2018-04-17,[推荐评级]医药行业周报：理性解读政策 继续看好Q2行情,中财网
1243,2018-04-17,[领先大市-B评级]医药行业周度报告：“互联网+医疗健康”获肯定 抗癌药零关税成定局,中财网
1244,2018-04-17,[看好评级]医药生物行业2018年一季报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
1245,2018-04-16,[领先大市-A评级]医药行业每周观点：关注一季度业绩超预期及白马股短期调整带来投资机会 重点推荐千金药业、葵花药业、万孚生物,中财网
1246,2018-04-16,[增持评级]医药生物行业周报：市场调整是医药板块逐步布局的好时机,中财网
1247,2018-04-13,医药股获资金追捧显防御本色 六股成摇钱树,证券之星
1248,2018-04-11,[看好评级]生物制品行业2018年2季度投资策略报告：看好创新药及细分领域龙头企业的发展,中财网
1249,2018-04-11,[增持评级]医药板块2018年一季报业绩前瞻：高景气细分领域延续良好增长,中财网
1250,2018-04-09,现金流托起蓝筹标的，60家公司持续三年“钱包鼓”,证券日报
1251,2018-04-08,[推荐评级]医药行业重点公司2018年一季报业绩前瞻：聚焦一季报 关注创新+升级主线,中财网
1252,2018-04-08,[推荐评级]医药行业2018年4月份投资月报暨Q2季度策略：创新+升级 从初春到盛夏,中财网
1253,2018-04-03,[买入评级]医药生物行业深度研究：医药市场认可提升 优选高景气子行业龙头,中财网
1254,2018-04-03,[增持评级]医药生物行业月报：行业发展持续向好 布局有增速、有未来的公司,中财网
1255,2018-04-03,[强于大市评级]医药生物行业投资策略：从工业数据窥见医药行业配置意义与投资价值,中财网
1256,2018-04-02,安图生物触涨停 领涨生物制药板块,证券之星
1257,2018-04-02,"安图生物:发光持续放量,业绩符合预期",国联证券
1258,2018-03-30,生物制品行业周报:药明康德顺利过会募资57亿元,渤海证券
1259,2018-03-29,[审慎增持评级]安图生物(603658)年报点评：磁微粒延续高增长 产品线布局日益丰富,中财网
1260,2018-03-29,[优异评级]医药生物行业周报：抗癌药力争零关税高值耗材两票制持续推进,中财网
1261,2018-03-29,[买入评级]安图生物(603658)年报点评：高端产品不断推出 未来成长可期,中财网
1262,2018-03-29,"安图生物:业绩符合预期,多产品助力后续发展",平安证券
1263,2018-03-29,"安图生物:业绩符合预期,持续保持高强度研发投入",西南证券
1264,2018-03-28,安图生物：全品类扩张渐起 买入评级,中信建投
1265,2018-03-28,[买入-A评级]安图生物(603658)年报点评：业绩继续保持较快增长符合预期 化学发光业务拓展顺利未来成长空间打开,中财网
1266,2018-03-28,[买入评级]安图生物(603658)年报点评：发光试剂持续高增长 质谱流水线带来中长期成长性,中财网
1267,2018-03-28,[中性评级]安图生物(603658)年报点评：业绩符合预期 期待微生物质谱仪上市,中财网
1268,2018-03-28,安图生物：磁微粒发光业务有望维持高速增长,华泰证券
1269,2018-03-27,晚间重要公告2018年3月27日星期二,--
1270,2018-03-27,安图生物：年报净利4.47亿元 拟10派7.2元,证券之星
1271,2018-03-27,沪深上市公司18年3月28日重大事项交易提示速递,搜狐
1272,2018-03-27,安图生物2017年净利润同比增长超两成 拟10股派7.2元,中国网
1273,2018-03-27,安图生物：2017年净利4.47亿元 同比增28%,e公司
1274,2018-03-27,[推荐评级]医药行业周报：三把“火”有望催化医药“大年”,中财网
1275,2018-03-27,安图生物：2017年净利润同比增27.68%，拟10派7.2元,Wind
1276,2018-03-27,安图生物：化学发光业务拓展顺利未来成长空间打开 买入评级,安信证券
1277,2018-03-26,[增持评级]医药生物行业周报：深化审评审批改革卓有成效 资本助力创新发展,中财网
1278,2018-03-24,【IVD系列专题】生物梅里埃：析精剖“微”，深耕微生物检测领域的传奇,广证恒生新三板研究极客
1279,2018-03-21,体外诊断(IVD)行业系列二：海外经验借鉴 首推透景生命,中财网
1280,2018-03-21,大参考：全国医疗器械会议召开 相关概念股有望持续爆发,巨丰财经
1281,2018-03-21,医疗器械会议召开推动行业发展 四股迎腾飞契机,证券时报
1282,2018-03-21,全国医疗器械监管会议召开 六股迎极好政策机遇,证券时报
1283,2018-03-20,[优异评级]医药生物行业研究简报：国务院机构改革方案亮相 注射剂研发技术指导意见发布,中财网
1284,2018-03-19,[推荐评级]医药行业周报：医改新猜想 行业新机会,中财网
1285,2018-03-19,[增持评级]医药生物行业周报：国务院机构改革 推动医药行业破浪前行,中财网
1286,2018-03-19,[看好评级]PHARMACEUTICAL：PROMISING INVESTMENT THEMES IN PHARMACEUTICAL INDUSTRY：DRUG PRODUCERS CONSUMP.,中财网
1287,2018-03-18,医疗保健：国务院机构改革 荐8股,中泰证券
1288,2018-03-15,生物制品行业周报:君实生物PD-1单抗申报上市,渤海证券
1289,2018-03-14,【晨会聚焦】持续看好成长和消费！ 医药行业深度：抗PD-1单抗,中泰证券研究所
1290,2018-03-14,【医药】江琦、王超（联系人）：国务院机构改革为医药产业发展指明方向-20180314,中泰证券研究所
1291,2018-03-13,医药生物行业:政府工作报告规划医药任务北京分级诊疗持续推进,国联证券
1292,2018-03-12,医疗保健：好公司值得长期拥有 荐8股,中泰证券
1293,2018-03-12,[推荐评级]医药行业周报：左手创新 右手消费 布局滞涨：三问三答当下的投资机会,中财网
1294,2018-03-11,[增持评级]医药生物行业周报：好公司值得长期拥有,中财网
1295,2018-03-11,医疗保健：好公司值得长期拥有 荐8股,中泰证券
1296,2018-03-07,[看好评级]PHARMACEUTICAL：FOLLOW INDUSTRY TREND; FOCUS ON FAST-GROWING COMPANIES TRADING AT LOW VALUATION,中财网
1297,2018-03-05,[增持评级]医药生物行业周报：无论大小 增速和未来为王,中财网
1298,2018-03-05,[强于大市评级]医药生物行业投资策略：年报密集期 精选业绩预期强烈估值合理的细分龙头,中财网
1299,2018-03-05,[推荐评级]医药行业2018年3月份投资月报：创新药2.0+细分市场龙头,中财网
1300,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
1301,2018-03-01,【医药】江琦：医药生物行业2018年3月月报：以业绩为导向，以创新为方向-20180301,中泰证券研究所
1302,2018-02-26,[推荐评级]医药行业周报：反弹后的策略：把握产业趋势 关注性价比,中财网
1303,2018-02-26,[领先大市-A评级]医药行业每周观点：关注业绩超预期及估值增速具备高性价比的投资机会 首推葵花药业和济川药业,中财网
1304,2018-02-22,[增持评级]医药生物行业周报：2018年新气象 新医药 看好商业健康险和创新药物的快速发展,中财网
1305,2018-02-21,安图生物：化学发光业务保持高速增长空间广阔，研发投入持续加大,南方财富网
1306,2018-02-14,51股获券商买入评级 好想你目标涨幅达69.38%,Wind
1307,2018-02-14,"安图生物:化学发光业务保持高速增长空间广阔,研发投入持续加大迎来产品收获期",安信证券
1308,2018-02-13,[增持评级]医药生物行业周报：关注调整幅度大、估值合理的优质个股,中财网
1309,2018-02-13,"医药生物行业:PD~1类单抗临床指导公布,网售处方药维持严监管",国联证券
1310,2018-02-09,[看好评级]医药生物行业2017年年报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
1311,2018-02-09,新股168估值回落“聪明资金”趁势加仓三类股,顶尖财经网
1312,2018-02-08,安图生物今日大宗交易成交57.71万股，成交价41.09元折价10.94%,Wind资讯
1313,2018-02-06,"医药生物行业:加强产业创新支持力度,发布国产装备扶持目录",国联证券
1314,2018-02-05,[强于大市评级]医药生物行业投资策略：优选“业绩拐点+估值修复”品种 巧避”雷区”,中财网
1315,2018-02-04,【华创医药周报201806】寻找不确定中的确定性机会,华创医药组公众平台
1316,2018-02-02,[增持评级]医药生物行业月报：把握政策落地年龙头企业机会 布局年报、一季报业绩预增品种,中财网
1317,2018-02-01,[推荐评级]安图生物(603658)业绩预告点评：业绩符合预期 多线业务稳步推进,中财网
1318,2018-02-01,[优异评级]医药生物行业研究简报：改革完善仿制药供应保障 发布全科医生培养与使用文件,中财网
1319,2018-02-01,中泰证券2月重点推荐标的,微信
1320,2018-01-31,今日资金抢入六只强势股一览（1月31日）,中财网
1321,2018-01-31,安信证券：上调安图生物评级至买入,Wind
1322,2018-01-31,安图生物股票怎么样：业绩符合预期，多线业务稳步推进,平安证券
1323,2018-01-31,[买入评级]安图生物(603658)点评：业绩符合预期 磁微粒发光试剂持续快速增长,中财网
1324,2018-01-31,安图生物：多线业务稳步推进 推荐评级,平安证券
1325,2018-01-31,[买入评级]安图生物(603658)公告点评：17年业绩基本符合预期 磁微粒发光进一步放量,中财网
1326,2018-01-31,【晨会聚焦】业绩为王！,中泰证券研究所
1327,2018-01-31,安图生物：预计2017年净利润同比增长20.0%-35%,Wind
1328,2018-01-30,[推荐评级]医药行业周报：白马回调后 医药股如何配臵?,中财网
1329,2018-01-30,[领先大市-A评级]医药行业每周观点：控费仍是主旋律 从医保支付结构改善角度寻求投资机会,中财网
1330,2018-01-30,安图生物：磁微粒化学发光放量和新产品上市驱动公司净利润快速增长 买入评级,安信证券
1331,2018-01-30,安图生物：磁微粒发光试剂持续快速增长 买入评级,中泰证券
1332,2018-01-28,医疗保健：龙头趋势明确 荐8股,中泰证券
1333,2018-01-22,A股共发生82宗大宗交易成交42.28亿元（1月22日）,Wind
1334,2018-01-22,医疗保健：千亿蓝海市场正起航,中证网
1335,2018-01-21,一财研选｜低线城市消费开始崛起，零售行业有望重整旗鼓！,第一财经
1336,2018-01-19,生物制品:把握业绩主线 精选行业优质个股,证券之星
1337,2018-01-18,"医药生物行业研究简报:卫计委发布流感诊疗方案,认可器械境外临床数据",国联证券
1338,2018-01-16,【医药】江琦、池陈森：2018年医药生物投资策略：拥抱创新，紧抓龙头-20180115,中泰证券研究所
1339,2018-01-15,医药:卫生计生工作会议召开 长效GLP-1制剂获批,国联证券
1340,2018-01-14,医药生物行业周报：行业趋势明确看好龙头和创新,中财网
1341,2018-01-14,医疗保健：看好龙头和创新 荐17股,中泰证券
1342,2018-01-11,生物制品行业周报：把握业绩主线关注创新药及细分领域龙头,中财网
1343,2018-01-04,"医药生物行业研究简报:首批一致性评价品种落地,优先审评流程优化",中国网
1344,2018-01-03,【医药】由“仿”入“创”，创新开启新的时代红利,天风研究
1345,2018-01-02,"医药生物行业:注射剂一致性评价来临,利好高质量龙头公司",中国网
1346,2018-01-02,医疗保健：同时明确首家生物类似药为高 荐14股,中泰证券
1347,2018-01-02,医药行业2018年1月份投资月报:2018的“2+2”医药投资策略,中国网
1348,2018-01-02,【医药】江琦：医药生物行业2018年1月月报：2018是政策落地大年，看好创新药、高品质仿制药、医疗服务三大方向-增持-0101,中泰证券研究所
