,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
318,2021-12-10,兴业银行今年已为实体企业承销债券近4000亿元,Wind
319,2021-12-10,兴业银行今年已为实体企业承销债券近4000亿元,证券时报网
320,2021-12-10,江西为“两山”转化注入催化剂,中国环境报
321,2021-12-10,成立5年的顺丰同城也要赴港IPO了,搜狐
322,2021-12-10,A股融资融券日报：两融余额增加7.33亿元（12月9日）,Wind
323,2021-12-10,银保监会：今年三季度接收银行业消费投诉近九万件 较去年同期增长2.6%,银保监会
324,2021-12-10,银保监会：三季度银行业个人贷款业务投诉同比增长38.6%,Wind
325,2021-12-10,产品服务接地气帮扶小微很给力,海峡导报
326,2021-12-10,银行角度看11月社融：未来需求是核心【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
327,2021-12-10,“聪明钱”大手笔抢筹，跨年行情渐入佳境,Wind
328,2021-12-10,系统重要性机构“补血”有术，银行业二级资本债“大单”频现,Wind
329,2021-12-10,业界共话票据市场新生态，中小企业融资成本显著降低,Wind
330,2021-12-10,BCG&兴业银行：2021年中国超高净值人群社会责任白皮书,199IT
331,2021-12-09,私行发展新契机：超高净值人群社会责任投资意识升温，如何解决核心痛点？,每日经济新闻
332,2021-12-09,债券重大事件2021年12月9日星期四,Wind
333,2021-12-09,兴业银行私人银行客户月日均AUM达7600亿元,上证报
334,2021-12-09,全柴动力使用7100万元暂时闲置募集资金进行现金管理,乐居财经
335,2021-12-09,兴业银行厦门分行：发挥绿金力量 守护鹭岛碧海蓝天,和讯
336,2021-12-09,兴业银行荣膺《银行家》“2021中国年度银行”大奖,搜狐
337,2021-12-09,热烈祝贺兴业期货荣膺“年度最具社会责任期货公司”等奖项,金融界
338,2021-12-09,机构：中性假设下北交所打新年化收益率可达8.54%，四条主线“掘金”,每日经济新闻
339,2021-12-09,加大金融支持 推进区域协调发展——兴业银行成都分行绘就成渝双城“兴”画卷,和讯
340,2021-12-09,服务经济高质量发展 兴业银行为实体企业承销债券近4000亿元,中金在线
341,2021-12-09,兴业银行在湖南年承销债券突破200亿元，居省内同业第一,Wind
342,2021-12-09,兴业银行在湖南年承销债券突破200亿元 居省内同业第一,证券时报网
343,2021-12-09,A股融资融券日报：两融余额增加42.4亿元（12月8日）,Wind
344,2021-12-09,【债券快讯】12月8日中资美元债一级市场发行3只债券；另有1家公司潜在发行,国元国际
345,2021-12-09,兴业银行| 转债获批夯实资本，看好公司“商行+投行”战略转型【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
346,2021-12-08,新三板重要公告汇总（2021年12月8日）,同壁财经
347,2021-12-08,温州城建拟发行4.8亿元超短期融资券，利率最低2%,乐居财经
348,2021-12-08,艾融软件与兴业银行签订重大合同,上证报
349,2021-12-08,樊纲：房地产市场不具备系统性风险,澎湃新闻
350,2021-12-08,兴业银行私人银行10周年联合BCG 发布《中国超高净值人群社会责任白皮书》,中国金融新闻网
351,2021-12-08,兴业银行落地股份制银行首单“乡村振兴 共同富裕”北金所债权融资计划,大众证券报
352,2021-12-08,艾融软件40天内签第二份重大合同：拿下兴业银行研发现场技术服务,同壁财经
353,2021-12-08,北向资金再度加仓近百亿，贵州茅台获大幅净买入超16亿元,Wind
354,2021-12-08,兴业银行私行十年最新AUM近8000亿，打造“中国企业家的主要财富管理银行”,证券时报网
355,2021-12-08,兴业银行银川分行： 唱响宁夏九大重点产业发展“交响曲”,中国贸易新闻网
356,2021-12-08,国有行股份行现金管理类产品七日年化收益率集体跌破3%丨机警理财日报（12月8日）,21世纪经济报道
357,2021-12-08,爆料！“嘉实基金”旗下财富机构卷入“暴雷”事件，投资尽调是否失职？,新浪
358,2021-12-08,普元联合IDC发布《低代码开发平台助推金融企业数字化转型》白皮书,砍柴网
359,2021-12-08,A股早报2021年12月8日星期三,Wind
360,2021-12-08,A股融资融券日报：两融余额减少43.44亿元（12月7日）,Wind
361,2021-12-08,每经9点|国家卫健委：昨日新增本土确诊病例44例；佳兆业集团在香港暂停交易；世卫组织：57个国家和地区出现奥密克戎毒株,每日经济新闻
362,2021-12-08,北向资金动向盘点：狂买金融股，风格已变,Wind
363,2021-12-08,商业银行行业：商业银行业日报(2021.12.7),新浪
364,2021-12-08,盘前情报丨微博今日在港交所挂牌上市；百济神州2亿元新股遭弃购,21世纪经济报道
365,2021-12-08,12月7日19只个股获券商关注，兴业银行目标涨幅达74.3%,每经网
366,2021-12-08,北向资金扫货A股近80亿元！大幅增持银行券商，减持有色金属（附股） 减持股份,21世纪经济报道
367,2021-12-07,银行股表现活跃 主力、机构青睐这些个股,第一财经
368,2021-12-07,财华洞察|万亿降准，券商、银行和保险板块“隐现”投资机会？,财华社
369,2021-12-07,可转债专题报告：从转股价格看兴业银行(601166.SH)未来的股价空间,新浪
370,2021-12-07,数据复盘｜主力资金撤离有色金属、电子等行业 北向资金抢筹中国平安、招商银行等,证券时报网
371,2021-12-07,50股主力资金净流入超亿元,证券时报网
372,2021-12-07,北向资金今日净买入79.49亿元，继续抄底大金融板块,Wind
373,2021-12-07,18股今日获机构买入评级,证券时报网
374,2021-12-07,A股资金流向：赛道股再度下杀，资金进驻价值蓝筹,Wind
375,2021-12-07,1268亿资金争夺20股：主力资金重点出击7股(名单),新浪
376,2021-12-07,兴业银行：金融活水涌乡村 产业盛开富民花,和讯
377,2021-12-07,时隔5个月再次降准，机构称有望改善经济预期和银行股投资逻辑,澎湃新闻
378,2021-12-07,兴业银行(601166)：可转债获批 催化剂第一弹！-兴业银行可转债获批点评报告,新浪
379,2021-12-07,A股融资融券日报：两融余额减少24.72亿元（12月6日）,Wind
380,2021-12-07,中信证券：压制银行板块表现的经济景气和资产质量悲观预期有望逐步改善,e公司
381,2021-12-07,12月7日 6股盘前利好公告速递,中财网
382,2021-12-07,【浙商|银行】兴业银行:可转债获批，催化剂第一弹！,大话金融
383,2021-12-07,十年深耕，感恩同行,21世纪经济报道
384,2021-12-06,兴业银行：福建省财政厅已完成无偿划转充实社保基金股份过户登记手续,中证网
385,2021-12-06,证监会：通威股份(600438.SH)等四家公司发行可转债事项获通过,智通财经
386,2021-12-06,【晚间公告抢先看】牧原股份11月份生猪销售收入67.67亿元、亿纬锂能实控人减持时误买入2万股 终止减持计划,金融界
387,2021-12-06,兴业银行：第一大股东福建省财政厅已完成过户登记手续,新浪
388,2021-12-06,一财首席调研：12月信心指数重回50线上，降准强化稳增长信号,第一财经
389,2021-12-06,证监会：兴业银行等4家公司可转债事项均获通过,中证网
390,2021-12-06,晚间公告｜12月6日这些公告有看头,第一财经
391,2021-12-06,兴业银行现2笔大宗交易 共成交660.40万元,新浪
392,2021-12-06,大宗交易揭秘：白马股筹码松动，6股获超溢价买入,Wind
393,2021-12-06,兴业银行今日大宗交易成交20万股，成交价16.52元折价10.8%,Wind
394,2021-12-06,兴业银行：公开发行A股可转债申请获证监会审核通过,财联社
395,2021-12-06,兴业银行：公开发行A股可转换公司债券申请获得中国证监会审核通过,Wind
396,2021-12-06,兴业银行荣获IFF“2021全球绿色金融奖”,财经网
397,2021-12-06,兴业银行武汉分行落地湖北省首单革命老区债券,经济网
398,2021-12-06,鼎新革故、服务大局 兴业基金权益投研行高质量发展之路,新浪
399,2021-12-06,银行业投资观察：“稳增长”预期明确,新浪
400,2021-12-06,信托2021：逐“绿”谋发展 创新与规范同行,金融时报
401,2021-12-06,首批！兴业银行深圳分行积极响应央行政策 率先落地碳减排贷款,搜狐
402,2021-12-06,借外力 修内功——兴业信用卡多点发力 深耕存量客户经营,北国网
403,2021-12-06,A股融资融券日报：两融余额减少18.05亿元（12月3日）,Wind
404,2021-12-05,中上协：积极推动ESG与企业经营深度融合,Wind
405,2021-12-05,银行业对一行两会就恒大问题答记者问的点评：靴子落地 预期改善,新浪
406,2021-12-05,降准与测算：缓释银行负债成本预计0.5BP,新浪
407,2021-12-04,绿色信贷稳步发展，支持产业转型,微信
408,2021-12-04,恒大再爆债务违约风险，专家称属于个别现象 违约失信,Wind
409,2021-12-03,信用债日报：地产债延续弱势，中国恒大2.6亿美元担保无法履约,Wind
410,2021-12-03,七彩化学(300758.SZ)：拟向兴业银行鞍山分行申请最高额不超3亿元综合授信额度,格隆汇
411,2021-12-03,林腾蛟又松了一口气：“18福建阳光MTN001”公司债本金展期一年获通过,21世纪经济报道
412,2021-12-03,兴业银行落地股份制银行首单“乡村振兴、共同富裕”北金所债权融资计划,中金在线
413,2021-12-03,兴业银行重庆分行：探索“党建+”模式 以高质量党建引领高质量发展,上游新闻
414,2021-12-03,*ST西水：截至目前，公司直接持有兴业银行股票1.25亿股,每日经济新闻
415,2021-12-03,老板电器(002508.SZ)斥3亿元认购兴业银行理财产品,智通财经
416,2021-12-03,金标委就《金融数据安全 数据安全评估规范》等2项金融标准征求意见,Wind
417,2021-12-03,三季度公募基金代销百强榜出炉 银行仍是主力,中国网
418,2021-12-03,兴业信托积极发挥信托优势，大力服务乡村振兴,经济观察网
419,2021-12-03,兴业银行三明分行与福建闽光云商有限公司签署战略合作协议,和讯
420,2021-12-03,金融报道｜基金代销渠道战：第三方机构强势崛起 银行费率低至“一折” 应战,财经网
421,2021-12-03,数据分析驱动精准营销 兴业银行加速数字化转型,证券时报网
422,2021-12-03,A股融资融券日报：两融余额减少72.45亿元（12月2日）,Wind
423,2021-12-03,信托公司高管变动十分频繁，仅11月份就有3家信托公司迎来新总裁！ 董监高成员变化,信托网
424,2021-12-03,【动态】兴业研究出席香港中资银行业协会专题讲座 并作主题发言,兴业研究
425,2021-12-02,证监会：兴业银行等四公司发行可转债事项12月6日上会,e公司
426,2021-12-02,【银华基金】交易日报 2021-12-2,新浪
427,2021-12-02,证监会：12月6日审议兴业银行等4家公司可转债发行申请,Wind
428,2021-12-02,兴业银行今后5年提供不低于3000亿融资支持助福州实施强省会战略,Wind
429,2021-12-02,兴业银行今后5年提供不低于3000亿融资支持 助福州实施强省会战略,证券时报网
430,2021-12-02,海信家电：非全资附属公司认购理财产品1.5亿元,Wind
431,2021-12-02,滨江房产拟发行9亿元短期融资券，利率3.5%-4.5%,乐居财经
432,2021-12-02,福建阳光集团拟召开2018年第一期中票持有人会议表决债券本金展期一年等,中华网
433,2021-12-02,“减碳新浪潮 金融新生态”澎湃新闻2021金融发展高峰论坛成功召开,澎湃新闻网
434,2021-12-02,福建阳光拟召开2018年中票持有人会议 议案包括债券本金展期一年,观点地产网
435,2021-12-02,深耕厚植 静待花开 ——兴业信用卡扎实推进“织网工程”,北国网
436,2021-12-02,兴业银行与福建省国资委签署战略合作协议,中国证券网
437,2021-12-02,【中原银行】银行行业年度策略：淡化宏观扰动，重视“内功”提升,中原证券研究所
438,2021-12-02,A股融资融券日报：两融余额增加5.37亿元（12月1日）,Wind
439,2021-12-02,金融主管部门释放“保障刚需合理个贷需求”信号，广州市场房贷真的松了,南方日报
440,2021-12-02,监管“喊话”后房贷奏效了吗？调查22家银行：房贷真的松了！,Wind
441,2021-12-02,南方日报调查：广州市场房贷真的松了，有国有银行开始下调房贷利率,Wind
442,2021-12-02,美联储“放鹰”黄金不济，超20家银行限制黄金交易,Wind
