,2021-12-31,35股今日获机构买入评级,证券时报网
303,2021-08-25,今世缘上半年净利13.35亿增31%，销售费用增五成预付央视广告费2200万,搜狐
304,2021-08-25,华鑫证券给予今世缘推荐评级：特A+占比持续提升，省外渠道有序推进,每日经济新闻
305,2021-08-25,今世缘：特A+类高增延续，看好四开及V系潜力【太平洋食饮】,食品饮料大消费黄付生
306,2021-08-25,今世缘收盘涨超8%，现报46.00元,乐居财经
307,2021-08-25,“四大战役”打响十四五开局 今世缘上半年营收、净利增幅均超30%,佳酿网
308,2021-08-25,信达证券维持今世缘买入评级：渠道持续下沉，国缘引领增长,每日经济新闻
309,2021-08-25,今世缘发布半年报：省外营收稳步提升，销售费用大增55.74%,深水财经社
310,2021-08-25,今世缘(603369)：产品结构持续优化 收入、业绩保持稳步增长,广发证券
311,2021-08-25,西部证券给予今世缘买入评级，中报业绩点评，近期获6份券商研报关注，目标均价涨幅46.33%,每日经济新闻
312,2021-08-25,华创证券：维持今世缘(603369.SH)“强推”评级 目标价65元,智通财经
313,2021-08-25,华安证券给予今世缘买入评级，二季度稳健增长，业绩仍处快速增长通道,每日经济新闻
314,2021-08-25,券商一宣布配股就大跌，这家后市会怎么样？,Wind
315,2021-08-25,今世缘(603369)：产品结构持续提升 疫情不影响公司全年目标完成,新浪
316,2021-08-25,A股进僵持阶段？教育股、白酒股大涨，券商股熄火,Wind
317,2021-08-25,今世缘(603369)2021年中报点评：重点区域势头良好 国缘占比持续提升,国海证券
318,2021-08-25,今世缘(603369)2021年中报点评：升级势能不减 安全边际已现,新浪
319,2021-08-25,【今世缘中报点评：Q2延续稳健增长，品牌势能加速释放—方正食品饮料210825】,虎哥的研究
320,2021-08-25,A股异动丨今世缘(603369.SH)逼近涨停 中期净利增30.92% 加快D20/D30布局培育,格隆汇
321,2021-08-25,A股午盘综述：白酒股领涨大市，券商集体回调,Wind
322,2021-08-25,华金证券给维持今世缘买入评级：结构化升级稳步推进，实现全年目标可期,每日经济新闻
323,2021-08-25,今世缘(603369)：核心战略持续落地 高回款支撑全年增长,新浪
324,2021-08-25,【行情】白酒板块开盘冲高，迎驾贡酒一字板，今世缘、口子窖酒鬼酒、古井贡酒、泸州老窖等冲高,金十数据
325,2021-08-25,白酒股直线攀升，迎驾贡酒秒板,Wind
326,2021-08-25,【安信食品】今世缘：Q2增速符合预期，精准发力增势佳,安信食饮
327,2021-08-24,【开源食饮每日资讯0824】今世缘2021H1归母净利润同比增长30.92%,宇光食饮日讯
328,2021-08-24,晚间公告热点追踪：停牌核查结束 大妖股上能电气明日复牌,新浪
329,2021-08-24,晚间重要公告2021年8月24日星期二,Wind
330,2021-08-24,今世缘上半年营利同比增长均超30%,上证报
331,2021-08-24,今世缘省内占总营收92.72%,北京商报
332,2021-08-24,解读中报｜今世缘上半年净利增长30%至13.35亿，完成年度目标超六成,中华网
333,2021-08-24,晚间公告｜8月24日这些公告有看头,第一财经
334,2021-08-24,今世缘：上半年营业收入38.51亿元，同比增长32.20%,酒业新闻网
335,2021-08-24,今世缘2021年上半年实现净利润13.35亿元，同比增长30.91%,经济观察网
336,2021-08-24,苏酒“老二”难出江苏，上半年营收35.5亿元，九成来自大本营,AI财经社
337,2021-08-24,快讯 | 今世缘上半年预付款大涨234.35%至2223.74万元，主要系预付央视广告费增加,财经网
338,2021-08-24,今世缘：上半年净利润增30.92%至13.35亿元｜中报快讯,乐居财经
339,2021-08-24,今世缘：2021年半年度净利润约13.35亿元，同比增加30.92%,每日经济新闻
340,2021-08-24,今世缘(603369.SH)半年度净利同比增长30.92%,智通财经
341,2021-08-24,今世缘(603369.SH)：上半年净利增30.92%至13.35亿元,格隆汇
342,2021-08-24,今世缘：上半年净利润同比增长30.92% 加快D20/D30布局培育,e公司
343,2021-08-24,今世缘：上半年净利13.35亿元 同比增31%,财联社
344,2021-08-24,今世缘半年报：上半年净利润13.35亿元，同比增长30.92%,Wind
345,2021-08-24,白酒本轮调整已到底部布局区间，行业将延续结构性繁荣,金融界
346,2021-08-23,食品饮料行业研究周报：白酒未迎实质性政策调控 行稳致远仍是主旋律,新浪
347,2021-08-20,今世缘 股价跌5.5% 现报40.15元,乐居财经
348,2021-08-19,食品饮料行业周报：中报业绩密集披露 建议关注超预期个股,新浪
349,2021-08-19,7月食品饮料行业社零数据点评：酒类销售环比下滑 白酒结构升级趋势延续,新浪
350,2021-08-17,深度*行业*食品饮料类社零数据点评：7月食品饮料类均有两位数增长 增速环比回落,新浪
351,2021-08-17,今世缘：公司生产经营有受到疫情一定影响，目前无法量化,Wind
352,2021-08-17,今世缘 股价跌5.3% 现报42.56元,乐居财经
353,2021-08-16,北向资金今日大幅净买入62亿元，低估值消费白马股获追捧,Wind
354,2021-08-16,食品饮料行业跟踪周报：周观点 白酒稳健 大众品改善渐近,新浪
355,2021-08-11,北向资金动向盘点：白酒反弹时净卖茅台、老窖,Wind
356,2021-08-10,今世缘 股价涨5.1% 现报44.24元,乐居财经
357,2021-08-09,食品饮料行业周报“小酱酒”不再上涨 指向什么？有何影响？,新浪
358,2021-08-08,食品饮料行业7月白酒战报：中报逐步落地 估值回落机大于危,华安证券
359,2021-08-08,食品饮料行业周报：如何看待板块估值中枢回落,新浪
360,2021-08-06,今世缘：公司“酿美酒、结善缘”的信念没有改变,每日经济新闻
361,2021-08-05,江苏区域股市周报：利柏特跌出板块市值10强 158家机构调研天华超净,每日经济新闻
362,2021-08-05,A股午盘综述：沪市权重力扛指数，军工股全线爆发,Wind
363,2021-08-04,今世缘：公司有小幅上调部分产品的价格,Wind
364,2021-08-03,【国信食饮】白酒板块8月投资策略：行业景气依旧，静待价值回归,青力出品
365,2021-08-03,茅台平稳中报打消市场担忧，白酒龙头估值回落至合理偏低水平,中信建投证券研究
366,2021-08-02,没谈拢！水井坊叫停酱酒合资项目，公司称不涉及交易价格问题,21世纪经济报道
367,2021-08-02,食品饮料行业研究周报：白酒需自上而下拨云见日 关注食品超跌标的,新浪
368,2021-08-02,食品饮料行业跟踪周报：波动中需寻找具有性价比的稳定增长标的,新浪
369,2021-08-02,估值回落后，怎么看当下食饮板块？,智通财经
370,2021-08-02,【牛人重仓】今世缘:前复权价创240日新低，今日资金流入5513.97万元，北向资金持股4790.3万股，融资余额38589.14万元；前3个交易日，北向资金增持401.38万股，融资额增加4352.76万元，主力资金净流入4941.81万元,每日经济新闻
371,2021-08-02,【方正食饮210801】多重原因致板块大跌，龙头基本面仍然稳健 连续下跌,虎哥的研究
372,2021-08-01,白酒股7月遭“暴锤”，公募清出筹码或卖给了散户,第一财经
373,2021-08-01,【开源食饮】茅台中报稳定白酒信心，板块布局性价比凸显——行业周报,宇光看食饮
374,2021-07-31,今世缘向南京捐赠1000万，助力疫情防控,中国白酒网
375,2021-07-31,快讯 | 今世缘捐款1000万元慰问南京疫情防控一线工作者,财经网
376,2021-07-30,【牛人重仓】今世缘:前复权价创120日新低，今日资金流入-1595.39万元，北向资金持股4652.11万股，融资余额39422.4万元；前3个交易日，北向资金增持139.53万股，融资额增加3668.27万元，主力资金净流入13008.07万元,每日经济新闻
377,2021-07-30,21Q2食品饮料行业基金持仓报告：食饮板块配置比例下降 重视高成长边际改善机会,新浪
378,2021-07-29,淡季不淡 白酒频打“涨价牌”,北京晚报
379,2021-07-29,食品、饮料与烟草2021年基金二季报食品饮料持仓分析：整体持仓回落 啤酒逆势加仓,新浪
380,2021-07-29,A股收盘综述：上证指数止步四连跌，创业板指大涨逾5%,Wind
381,2021-07-29,二线白酒开始走弱，水井坊跌超4%,Wind
382,2021-07-28,北向资金今日净买入80.53亿元，东方雨虹获净买入近12亿元,Wind
383,2021-07-28,解盘：盘面再陷低迷，钠离子电池、三胎、宁组合略涨,Wind
384,2021-07-28,贵州茅台跌破1700元，能抄底吗？未来还有机会吗？,第一财经
385,2021-07-28,【行情】白酒股早盘继续走低，水井坊、凯乐科技连续3跌停，山西汾酒、今世缘、皇台酒业、金徽酒、洋河股份等跌超3% 连续下跌,金十数据
386,2021-07-27,07.27 | 茅台酱香酒公司联合经销商向河南捐款捐物1584余万元；今世缘拟实施酒库输酒管道项目；百润上半年营收12.12亿元,糖酒快讯
387,2021-07-27,周谈 | Weekly Talk：啤酒长期逻辑依旧强势，大众食品需待数据支持,食品饮料光头阳线
388,2021-07-27,4千万亏损，震飞3000亿市值，一份中报吓倒白酒股,Wind
389,2021-07-26,白酒周报：业绩分化白酒投资序列 景气周期阶段仍可持续,新浪
390,2021-07-26,食品饮料行业周报：业绩为王的阶段,新浪
391,2021-07-26,今世缘(603369.SH)：拟实施陶坛酒库输酒管道制作项目 关联方中标,格隆汇
392,2021-07-26,滚动直播丨三大股指集体杀跌，北向资金净卖出超100亿 连续下跌,第一财经
393,2021-07-26,北向资金半日净流出62亿！核心资产不香了？,Wind
394,2021-07-26,啤酒：升级趋势延续 高端化有望超预期,新浪
395,2021-07-26,"【行情】白酒股早盘持续下行，海南椰岛、水井坊、凯乐科技跌停，舍得酒业逼近跌停，五粮液、古井贡酒、酒鬼酒、山西汾酒、今世缘跌超7%，贵州茅台跌超4%
连续下跌",金十数据
396,2021-07-26,饮料板块周报：白酒中报拉开帷幕 继续推荐五粮液(推荐),国海证券
397,2021-07-26,白酒股低开低走，贵州茅台放量下挫近5%,Wind
398,2021-07-23,主力抛售白酒股逾13亿，基金减持一线白酒，还有机会吗？ 股票卖空,第一财经
399,2021-07-23,白酒股大幅下杀，老白干酒等多股跌超4%,Wind
400,2021-07-22,深度*行业*2Q21食品饮料基金仓位点评：食品饮料仓位小幅回落 白酒依旧受到青睐,新浪
401,2021-07-19,食品饮料行业动态报告：中报预告密集披露 次高端白酒景气度高,新浪
402,2021-07-19,食品饮料行业：次高端业绩验证 下半年关注各阵营增速转换节点,新浪
403,2021-07-19,食品饮料行业跟踪周报：周观点 白酒延续高增 底部布局食品,新浪
404,2021-07-19,啤酒行业更新思考：从乌苏调研反馈 看啤酒高端化进程,新浪
405,2021-07-19,食品饮料行业周报：21Q2次高端白酒业绩超预期 啤酒高端趋势延续,新浪
406,2021-07-16,食品饮料2021中报业绩前瞻：白酒延续高增 食品业绩承压,新浪
407,2021-07-16,今世缘捐百万设立奖励基金，奖励江苏健儿,中国白酒网
408,2021-07-15,饮料板块周报：中报验证成新催化剂暨二季度业绩前瞻,国海证券
409,2021-07-14,浙商证券：给予今世缘买入评级,证券之星
410,2021-07-14,东海证券：食品饮料行业周报,新浪
411,2021-07-14,【安信食品】周专题—海外预制菜行业概览及公司发展路径探讨,安信食饮
412,2021-07-14,浙商证券维持今世缘买入评级，今世缘跟踪报告：高质量发展开新局，国缘及V系发展可期,每日经济新闻
413,2021-07-14,高端白酒需求坚挺，次高端高景气延续，酱酒出现分化,国泰君安
414,2021-07-13,白酒中报前瞻：增长强劲 景气延续,新浪
415,2021-07-13,浙商证券：今世缘(603369.SH)国缘及V系发展可期，维持“买入”评级,智通财经
416,2021-07-13,食品行业周报：6月酒类居民消费价格同比上涨2.7%,新浪
417,2021-07-13,食品饮料行业周报：基数干扰逐步退去 看好细分龙头持续成长,新浪
418,2021-07-12,白酒周报：次高端强势贯穿全年 高端下半年看点多,新浪
419,2021-07-12,【华创食饮|最新】布局良机悄然而至——食品饮料板块最新投资观点,华创食饮
420,2021-07-12,"【方正食饮210711】中报前瞻：同比基数影响大,白酒延续弹性，大众品增速回落",虎哥的研究
421,2021-07-12,招商证券：调整后加配高端白酒，关注中报超预期品种,Wind
422,2021-07-12,A股早报2021年7月12日星期一,Wind
423,2021-07-09,今世缘龙虎榜数据（7月9日）,Wind
424,2021-07-09,白酒股持续走弱，酒鬼酒盘中跌停，今世缘跌超8%,新京报
425,2021-07-09,最新龙虎榜动向：格林美涨停，逾9亿资金抢筹（名单）,21世纪经济报道
426,2021-07-09,快讯：白酒概念板块午后持续走低 今世缘、酒鬼酒跌超8%,新浪
427,2021-07-09,A股收盘综述：两市下探回升小幅收跌，锂电产业链涨势扩散,Wind
428,2021-07-09,【异动股】白酒板块下挫，今世缘(603369.CN)跌8.07%,财华社
429,2021-07-09,【异动股】酿酒行业板块下挫，今世缘(603369.CN)跌7.75%,财华社
430,2021-07-09,基金跌上热搜，芯片白酒重挫，10倍大牛股闪崩,Wind
