,2021-12-31,海大集团：公司部分核心添加剂系自主研发生产,每日经济新闻
1244,2019-04-23,海大集团(002311.SZ)一季度扣非净利润升28.55%至1.2亿元,格隆汇
1245,2019-04-23,海大集团：一季度净利润同比增21.81%,Wind
1246,2019-04-22,逾300家机构扎堆调研股曝光,证券时报
1247,2019-04-21,14家百亿明星私募看中了这10家公司，王亚伟也亮相了,21世纪经济报道
1248,2019-04-18,专家称下半年猪肉价或同比大涨 猪肉概念股一览表,云掌财经
1249,2019-04-18,专家称下半年猪肉价或同比大涨 券商集中推荐4只概念股,证券日报
1250,2019-04-17,机构调研：潍柴动力已掌控新能源业务优质资源,中金在线
1251,2019-04-17,【每日晨报】0417丨北斗系统进入全球密集组网期，产业链相关公司受益,中国银河证券研究
1252,2019-04-17,【朝闻国盛0417】Q2抓稳银行股,国盛证券研究所
1253,2019-04-16,海大集团：水产料稳健+禽料发力,证券时报网
1254,2019-04-16,【农林牧渔-海大集团(002311)】陈奇、唐翌（研究助理）：饲料销量增速亮眼，公司盈利稳步提升-20190415,中泰证券研究所
1255,2019-04-15,一图读财报：海大集团2018年度净利同比增长19.06%,发布易
1256,2019-04-15,海大集团2018年净利润14.37亿元 同比增19.06%,中金在线
1257,2019-04-15,海大集团：2018年净利增逾19% 饲料销量突破千万吨,发布易
1258,2019-04-15,海大集团：2018年净利润同比增19.06%,Wind
1259,2019-04-15,海大集团：2018年净利同比增19% 拟10派3元,e公司
1260,2019-04-15,海大集团：为全资及控股子公司提供担保不超60.69亿 大额借贷担保,Wind
1261,2019-04-15,"新洋丰:业绩持续逆势高增长,农资消费品龙头竞争优势彰显!",正点财经
1262,2019-04-15,【安信农业 李佳丰团队】第14周周报：猪价止跌回升，个股方面继续推荐海大集团！,农业新泰度
1263,2019-04-08,【安信农业 李佳丰团队】第13周周报：猪价稳步上涨，个股方面继续推荐海大集团！,农业新泰度
1264,2019-04-04,四月精选股票组合（第一周）| 海通证券研究所出品,--
1265,2019-03-27,日常消费品：战略看多生猪养殖 荐8股,和讯
1266,2019-03-14,[增持评级]农业-生猪板块调整点评：回调即是绝佳买点 继续看好猪周期反转,中财网
1267,2019-03-13,[买入评级]农林牧渔-投资策略周报：猪价“拉涨” 长期看好疫情推动集中度提升,中财网
1268,2019-03-13,日常消费品：继续坚定推荐养猪板块及个股海大集团 荐1股,和讯
1269,2019-03-12,"海大集团公司深度报告:从历史走向未来,海大集团如何突围",正点财经
1270,2019-03-10,【安信农业 李佳丰团队】第9周周报：猪价迅速上涨，继续坚定推荐海大集团！,微信
1271,2019-03-01,日常消费品：继续坚定推荐养猪板块及个股海大集团 荐9股,和讯
1272,2019-02-26,海大集团：饲料突破千万吨 业绩略超预期,证券时报网
1273,2019-02-26,知名轮胎企业，与车企达成配套合作！,中国橡胶网
1274,2019-02-25,【安信农业 李佳丰团队】第7周周报：继续坚定推荐养猪板块及个股海大集团！,微信
1275,2019-02-24,A股再现牛市起点论 这些股已经创历史新高,中金在线
1276,2019-02-22,机构称A股中期反弹将进入第二阶段 4个交易日内13只强势股创出历史新高,证券日报
1277,2019-02-22,机构称A股中期反弹将进入第二阶段 13只强势股创新高,证券日报
1278,2019-02-21,一号文件落地农业股领涨发“红包” 9股年内已涨50%,证券日报
1279,2019-02-20,33股获券商买入评级 广州酒家目标涨幅达56.68%,Wind
1280,2019-02-20,中信建投：海大集团买入评级,中信建投
1281,2019-02-19,【安信农业】海大集团业绩快报点评：成长性突出，业绩有望持续高增长！,农业新泰度
1282,2019-02-19,A股普涨 基金重仓236只个股年内浮盈逾191亿,证券日报
1283,2019-02-18,海大集团2018年净利14亿元增长19% 近期购买4.3亿理财产品,挖贝网
1284,2019-02-18,海大集团：2018年度实现净利润14.34亿元,金融界
1285,2019-02-18,海大集团：2018年净利14.34亿元 同比增长19%,e公司
1286,2019-02-18,海大集团：2018年净利润同比增18.82%（快报）,Wind
1287,2019-02-18,[快讯]海大集团公布年度快报,中财网
1288,2019-02-17,【安信农业 李佳丰团队】第6周周报：继续坚定推荐养猪板块及个股海大集团！,农业新泰度
1289,2019-02-17,日常消费品：节后猪价淡季不淡 看好猪价周期启动向上,广发证券
1290,2019-02-15,新洋丰：携手行业先锋 打造新型肥品牌,中证网
1291,2019-02-13,明日最具投资机会六大牛股一览（2019年2月13日）,中财网
1292,2019-02-11,五大券商周二看好6板块34股,中财网
1293,2019-02-10,日常消费品：继续坚定推荐养猪板块及个股海大集团 荐9股,安信证券
1294,2019-02-01,"农林牧渔行业2019年1月第4周周报:流通加速致猪价下跌,鸡产品替代性凸显",东兴证券
1295,2019-01-25,两大因素共振禽链布局景气度回升 四股掘金,中证报
1296,2019-01-24,两因素共振禽链布局走进“春天里” 五股飞,中证报
1297,2019-01-23,智慧农业即将步入黄金发展期 六股闻风而动,证券日报
1298,2019-01-22,"海大集团最新消息:料业务快增长,生猪养殖稳步推进",南方财富网
1299,2019-01-22,日常消费品：18Q4公募基金配置比例提升明显,广发证券
1300,2019-01-22,创新驱动乡村振兴规划印发六股迎腾飞契机,中财网
1301,2019-01-21,"农林牧渔行业:全国猪价维持低迷,部分规模化场瞒报不予补偿",广发证券
1302,2019-01-15,日常消费品：非洲猪瘟疫情持续 荐13股,申万宏源
1303,2019-01-03,【农业-李佳丰】战略看多生猪养殖，精选成长个股！ ——2019年农业年度策略,安信证券研究
1304,2018-12-26,日常消费品：关注龙头成长性 荐9股,川财证券
1305,2018-12-26,"农业周报:产能进入消耗期,持续看好生猪养殖板块",申万宏源
1306,2018-12-25,"农林牧渔行业:景气回升,布局新一轮周期",正点财经
1307,2018-12-24,26股获券商买入评级 国祯环保目标涨幅达43.01%,Wind
1308,2018-12-24,海大集团控股股东海灏投资质押1555万股 占其所持股份的1.71%,挖贝网
1309,2018-12-23,海大集团：业绩稳成长 养猪新驱动,中信建投
1310,2018-12-19,"农林牧渔行业2019年度策略报告:好风凭天阔,送猪上云端",东兴证券
1311,2018-12-19,"申万宏源农业周报:去产能进行中,持续看好生猪养殖板块",申万宏源
1312,2018-12-13,日常消费品：继续推荐养猪板块及个股海大集团 荐9股,和讯
1313,2018-12-12,农林牧渔行业第48周周报:继续推荐养猪板块及个股海大集团!,正点财经
1314,2018-12-06,"生猪养殖重磅深度报告:母猪产能拐点显现,战略看多生猪养殖!",安信证券
1315,2018-12-04,"农业行业周报:非洲猪瘟继续蔓延,长期布局生猪养殖",正点财经
1316,2018-12-03,机构评级精选：低估明显 两大芯片龙头获机构买入评级,巨丰财经
1317,2018-12-03,"农林牧渔行业第47周周报:继续坚定推荐海大集团,母猪产能拐点显现",安信证券
1318,2018-11-21,海大集团：股东杨少林拟减持不超过11万股,金融界
1319,2018-11-21,2018广东省百强民营企业榜单发布，广州23家企业上榜,南方日报
1320,2018-11-21,23股获券商买入评级：平高电气目标涨幅达54.64%,Wind
1321,2018-11-19,海大集团：全品类竞争力持续提升 推荐评级,财信证券
1322,2018-11-18,日常消费品：关注母猪产能拐点 荐3股,安信证券
1323,2018-11-11,日常消费品：继续推荐海大集团 荐1股,安信证券
1324,2018-11-04,日常消费品：重点配置优质龙头 荐2股,广发证券
1325,2018-11-04,日常消费品：继续推荐海大集团 荐3股,安信证券
1326,2018-10-28,日常消费品：三季度农业持仓提升 龙头聚集效应显著,中泰证券
1327,2018-10-26,海大集团：饲料销量高增长 业绩稳健提升,中泰证券
1328,2018-10-26,【农业陈娇】海大集团三季报点评：上量让利稳固龙头地位，成长动力强劲,兴证研究
1329,2018-10-25,海大集团：前三季度净利润同比增10.59%,Wind
1330,2018-10-21,日常消费品：全年禽链供需仍偏紧 荐5股,广发证券
1331,2018-10-21,日常消费品：继续重点推荐海大集团 荐1股,安信证券
1332,2018-10-16,海大集团：10月15日融资余额为6191.96万元，较前一日骤增9.64%,Wind资讯
1333,2018-10-15,[增持评级]农业行业周报：推荐Q4养猪板块 紧抱行业龙头白马,中财网
1334,2018-10-15,[推荐评级]农林牧渔行业周报：三季报密集期将至 建议关注白糖、大豆等农产品价格及种植链,中财网
1335,2018-10-15,[领先大市-A评级]农林牧渔行业周报：继续推荐海大集团 关注母猪产能拐点!,中财网
1336,2018-10-07,日常消费品：精选个股 荐3股,安信证券
1337,2018-09-24,日常消费品：南北猪价差距拉大 荐5股,广发证券
1338,2018-09-18,海大集团：水产养殖业迈入绿色发展 未来增量,红周刊
1339,2018-09-17,日常消费品：生猪调运持续受阻 荐5股,东兴证券
1340,2018-09-17,财融汇·个股研报精选,财通证券融资融券部
1341,2018-09-16,日常消费品：精选个股 荐3股,安信证券
1342,2018-09-14,"海大集团:水产料龙头逆流而上,核心业务全面提升",正点财经
1343,2018-09-12,深深宝收深粮集团或牵出海大集团购销依赖及信批瑕疵,新浪
1344,2018-09-12,海大集团：近年对猪饲料持续投入 猪饲料产品竞争力大增,e公司
1345,2018-09-10,海大集团：上半年公司在华南片区猪料销量同比增逾30%,e公司
1346,2018-09-09,【国君农业钟凯锋团队】周观点——禽板块景气超预期，紧抱行业白马龙头,农业凯歌
1347,2018-09-09,日常消费品：优质个股投资价值显现 荐7股,安信证券
1348,2018-09-06,海大集团半年报逆势增收，产业布局前景可观,21经济网
1349,2018-09-05,"农林牧渔行业2018年第34期:疫情或成为行业重要变量,关注生猪底部布局机会",国联证券
1350,2018-09-04,"海大集团:饲料销量持续增长,持续成长能力凸显",正点财经
1351,2018-09-04,海大集团 拟斥资金25亿元与茂名市政府战略合作,财富动力网
1352,2018-09-04,"海大集团:饲料继续稳健增长,生猪短期拖累业绩",申万宏源
1353,2018-09-03,午间公告：晨鸣纸业获董事长增持，康斯特拟控股长峰科技,Wind
1354,2018-09-03,2018H1农林牧渔总结：白羽肉鸡，“万绿丛中一点红”！【天风农业 | 行业专题】,吴立话农业牛股
1355,2018-09-02,长江农业|从海大集团中报我们看到了什么？,长江农业
1356,2018-09-01,海大集团：新投建的养殖公司预计明年年底陆续有仔猪出栏,e公司
1357,2018-09-01,87公司利润环比连增 16家步入绩优股行列,证券时报
1358,2018-08-31,海大集团：非洲猪瘟对行业影响暂不明朗，今年高端水产品养殖利润可观,Wind
1359,2018-08-31,264股获券商买入评级，拓斯达目标涨幅达83.69%,Wind
1360,2018-08-28,海大集团：上半年净利润同比增15.75%,Wind
1361,2018-08-28,[优于大市评级]农业周观点：CPI上涨预期走强 四季度政策出台有望催化农业股行情,中财网
1362,2018-08-22,[看好评级]农林牧渔行业周报：非洲猪瘟再度来袭 禽链景气持续,中财网
1363,2018-08-20,江苏连云港现国内第三起非洲猪瘟 猪肉概念股集体下跌,每日经济新闻
1364,2018-08-20,[优于大市评级]农业行业周观点：市场动荡 重点关注优质公司投资价值,中财网
1365,2018-08-19,日常消费品：白羽鸡基本面持续向好 荐4股,方正证券
1366,2018-08-19,日常消费品：鸡价持续高位 荐3股,安信证券
1367,2018-08-15,2020年广州高企数量将超万家,南方日报
1368,2018-08-13,日常消费品：关注通胀预期下的农产品价格走势 荐5股,东兴证券
1369,2018-08-13,[领先大市-A评级]盒马鲜生跟踪报告(零售行业)：建立新零供关系 引领零售业变革,中财网
1370,2018-08-13,[优于大市评级]农业行业周观点：通胀预期渐起 关注农产品价格走势,中财网
1371,2018-08-13,[领先大市-A评级]农林牧渔行业周报：鸡价继续走高 创两年新高!,中财网
1372,2018-08-10,"申万宏源农业周报:国内首次发生非洲猪瘟疫情,紧密关注后期影响",申万宏源
1373,2018-08-05,日常消费品：鸡价持续高位 荐4股,安信证券
1374,2018-07-31,农林牧渔行业日报：今年各地累计减少生猪存栏量3400万头,中财网
1375,2018-07-30,[领先大市-A评级]农林牧渔行业周报：鸡价持续高位!,中财网
1376,2018-07-30,上海沪臣集团与海大集团、中粮集团强强联手 打造:鱼虾蟹养殖产业链,东方网
1377,2018-07-30,[优于大市评级]农业行业周观点：农业持仓继续处于低位 关注养殖板块及基本面优质个股,中财网
1378,2018-07-30,农林牧渔行业周报：2季度禽板块持仓提升显著,中财网
1379,2018-07-27,"农林牧渔行业2018年7月第4周周报:鸡苗价格持续上涨,持续推荐禽链全板块",东兴证券
1380,2018-07-26,五大券商周五看好6板块46股,证券之星
1381,2018-07-24,[看好评级]农业周报：畜禽养殖三季度旺季有望火力全开,中财网
1382,2018-07-24,基金2Q18农业持仓分析：整体低配 但禽养殖板块配臵提高,中财网
1383,2018-07-23,[领先大市-A评级]农林牧渔行业周报：白羽肉鸡价格稳步上涨 继续推荐禽板块!,中财网
1384,2018-07-23,农产品价格周报：主产区天气不佳 美豆价格回升,中财网
1385,2018-07-23,[推荐评级]农林牧渔行业周报：猪价震荡、苗价大涨 持续推荐生猪、肉鸡板块,中财网
1386,2018-07-22,禽链价格继续上涨，景气延续，坚定推荐！【天风农业】,吴立话农业牛股
1387,2018-07-19,[看好评级]2018年农林牧渔行业中报前瞻点评：禽类养殖景气复苏 猪价拖累畜类养殖,中财网
1388,2018-07-19,农业周报:三季度消费旺季催生畜禽养殖行情上涨,申万宏源
1389,2018-07-13,7月13日有57家公司获重要股东增减持 欧亚集团已被连续增持179次,Wind
1390,2018-07-11,[看好评级]申万宏源农业行业周报：继续看好白羽肉鸡板块,中财网
1391,2018-07-10,[推荐评级]农林牧渔行业周报：鸡价上涨趋势确立 继续强推白羽鸡板块,中财网
1392,2018-07-10,[看好评级]农林牧渔行业周报：猪价开启季节性反弹 毛鸡价格再创新高,中财网
1393,2018-07-10,"农林牧渔行业第26周周报:关注低估值细分行业龙头,毛鸡价格持续高位!",安信证券
1394,2018-07-09,农林牧渔行业周报：养猪股底部 风物长宜放眼量,中财网
1395,2018-07-06,[优于大市评级]农业行业深度报告：畜禽养殖迎季节性景气行情 关注优质个股投资机会,中财网
1396,2018-07-06,[推荐评级]农林牧渔行业投资策略报告：中报平淡 重点关注即将步入旺季的养殖板块,中财网
1397,2018-07-06,[优于大市评级]农业行业2018年中报前瞻：猪价低迷拖累养猪链企业盈利 禽养殖板块全面复苏,中财网
1398,2018-07-03,[看好评级]农林牧渔行业周报：持续推荐畜禽养殖板块 关注中报超预期标的,中财网
1399,2018-07-02,[领先大市-A评级]农林牧渔行业周报：毛鸡价格稳步上涨 优质个股投资价值显现!,中财网
1400,2018-07-02,农林牧渔行业周报：半年报预测：生猪养殖利润下滑 禽板块扭亏为盈,中财网
1401,2018-07-02,[优于大市评级]农业行业周观点：禽产业链迎来年内景气高点 关注相关个股投资机会,中财网
1402,2018-07-02,[强于大市评级]农业行业中报业绩前瞻：禽链业绩大幅改善 水产饲料板块景气延续!,中财网
1403,2018-07-02,[强于大市评级]农林牧渔行业研究周报：农业板块 中报业绩知多少?,中财网
1404,2018-06-28,海大集团：拟3000万美元投资全资子公司皇山控股,金融界
1405,2018-06-27,[领先大市-A评级]农林牧渔行业周报：禽链将迎旺季 鸡价有望上涨!,中财网
1406,2018-06-27,[推荐评级]农林牧渔行业周报：继续推荐白羽鸡行业反转机会,中财网
1407,2018-06-27,[强于大市评级]动物保健行业研究简报：在第25届世界猪病大会对动物疫苗行业的一点思考,中财网
1408,2018-06-26,[推荐评级]农林牧渔行业周报：猪价震荡 毛鸡上涨、苗价回落,中财网
1409,2018-06-26,农产品行业价格周报：畜禽价格微跌 看涨其后价格表现,中财网
1410,2018-06-26,[优于大市评级]农业行业周观点：市场走势波动 坚守低估值稳健个股,中财网
1411,2018-06-21,[推荐评级]农林牧渔行业简评报告：贸易战进一步升温：关注美豆短缺冲击 看好粮食供需加速平衡,中财网
1412,2018-06-19,农产品价格周报：因丰产预期及贸易摩擦 美豆价格续跌,中财网
1413,2018-06-14,[看好评级]农林牧渔行业周报：巴西“双反”利好鸡价 禽链景气持续,中财网
1414,2018-06-12,[增持评级]农业行业专题报告：鱼价高景气度持续 水产料企业有望实现量利齐升,中财网
1415,2018-06-11,[领先大市-A评级]农林牧渔行业周报：继续推荐禽板块 精选高成长个股!,中财网
1416,2018-06-11,[同步大势评级]农业行业2018年中期投资策略：猪价反弹空间有限 白羽鸡基本面迎来改善,中财网
1417,2018-06-08,[增持评级]海通农业行业月报：关注畜禽养殖股投资机会 同时推荐其他子板块优质个股,中财网
1418,2018-06-07,猪价延续涨势 禽链维持景气 3股成资金追逐对象,证券之星
1419,2018-06-06,"农林牧渔2018年6月第1期周报:猪价延续涨势,禽链维持景气",信达证券
1420,2018-06-04,[推荐评级]农林牧渔行业周报：价格反弹将至 养猪板块布局正当时,中财网
1421,2018-06-04,[推荐评级]农林牧渔行业简评报告：中美谈判：如何看待扩大美国对华农产品出口?,中财网
1422,2018-05-31,防御性+基本面转好催热农业板块 6股获资金力挺,证券日报
1423,2018-05-29,"农林牧渔行业周报:捕捞季参价延续涨势,验证行业景气判断",信达证券
1424,2018-05-28,[领先大市-A评级]农林牧渔行业周报：继续推荐畜禽养殖板块 个股推荐天马科技!,中财网
1425,2018-05-28,[推荐评级]农林牧渔行业周报：旺季将至 猪价底部反弹 推荐布局养猪板块,中财网
1426,2018-05-28,农林牧渔行业周报：价值拐点出现 坚定推荐低估值养猪股,中财网
1427,2018-05-28,[强于大市评级]农林牧渔行业周报：重点推荐畜禽板块投资机会(鸡景气反转未变 猪反弹已至)!,中财网
1428,2018-05-22,[看好评级]申万宏源农业行业周报：关注白羽肉鸡行业复苏和生猪价格止跌筑底,中财网
1429,2018-05-22,"农林牧渔行业周报2018年5月第4期周报:养殖布局正当时,把握市场预期修复的时点和期限",信达证券
1430,2018-05-18,[推荐评级]海大集团(002311)公司动态：稳健增长 长远可期,中财网
1431,2018-05-16,海大集团获数十家机构调研，透露水产料市场仍有较好发展空间,Wind
1432,2018-05-15,[看好评级]农林牧渔行业周报：禽链景气向上传导 参价反弹开启新一轮上涨,中财网
1433,2018-05-15,[看好评级]农业行业周报：持续推荐配置肉鸡板块,中财网
1434,2018-05-14,[推荐评级]农林牧渔行业周报：猪价低位震荡 毛鸡回落、苗价上涨,中财网
1435,2018-05-14,[推荐评级]农林牧渔行业周报：继续推荐白羽鸡反转投资机会,中财网
1436,2018-05-14,[增持评级]农业行业周观点：生猪价格反弹预期有望渐成热点,中财网
1437,2018-05-14,农林牧渔行业周报：积极参与畜禽链 同步布局低估值龙头,中财网
1438,2018-05-14,[领先大市-A评级]农林牧渔行业周报：布局猪价旺季反弹 坚守禽!,中财网
1439,2018-05-14,[强于大市评级]农林牧渔行业研究周报：继续推荐禽链 布局猪价反弹机会!,中财网
1440,2018-05-11,[看好评级]农林牧渔2017年年报&2018年1季报回顾：增配白羽肉鸡产业及子行业龙头,中财网
1441,2018-05-10,“黑嘴”受罚！证监会开出1.29亿罚单！,央视
1442,2018-05-10,[看好评级]申万宏源农业行业周报：看好肉鸡行业景气复苏 建议积极配置,中财网
1443,2018-05-10,[推荐评级]招商农业行业周报：行业产能调整偏灵活 跳出周期看周期,中财网
1444,2018-05-09,[推荐评级]农林牧渔行业投资策略报告：整体业绩平淡 关注涨价驱动的养殖和超跌龙头,中财网
1445,2018-05-09,[看好评级]农林牧渔行业2017年报与2018一季报综述：子行业业绩分化 把握结构性投资机会,中财网
1446,2018-05-09,[增持评级]农业行业周观点：禽链反转行情有望延续 其他稳健个股值得关注,中财网
1447,2018-05-08,海大集团：关于股权激励计划限制性股票解锁上市流通的提示性公告,顶尖财经网
1448,2018-05-08,农林牧渔行业周报：板块风险基本释放 积极底部布局农业股,中财网
1449,2018-05-08,[推荐评级]农林牧渔行业周报：禽链价格上涨启动 积极配置肉鸡板块,中财网
1450,2018-05-08,[看好评级]农林牧渔行业周报：禽链价格延续涨势 市场进入预期修复期,中财网
1451,2018-05-04,海大集团一季度业绩增长73% 预上半年净利润6亿～7亿,每日经济新闻
1452,2018-05-04,海大集团一季度业绩增长73.92% 预上半年净利润5.97亿元～7.52亿元,每日经济新闻
1453,2018-05-03,海大集团：饲料销售收入稳定增长 未受猪价下跌影响,全景网
1454,2018-05-02,海大集团：旗下滨州海鼎饲料公司全面投产 年产量20万吨,e公司
1455,2018-04-26,海大集团：一季度净利润同比增73.92%,Wind
1456,2018-04-26,海大集团：4月25日融资余额为1.12亿元，较前一日骤增5.27%,Wind资讯
1457,2018-04-26,"海大集团年报点评:主业量利齐升,综合优势明显",证券之星
1458,2018-04-25,基金1Q18农业持仓分析：农业连续低配 情绪筑底待修复,中财网
1459,2018-04-25,"海大集团:紧握“三大法宝”,饲料主业永不老",信达证券
1460,2018-04-24,[看好评级]农林牧渔行业周报：猪价回落重理猪周期 禽链景气度不减,中财网
1461,2018-04-24,[看好评级]申万宏源农业周报：白羽鸡板块产能缩减 Q3产业链价格有望趋势上行,中财网
1462,2018-04-23,[增持评级]农业行业周报：行业缺乏板块性机会 梳理各子行业基本面情况,中财网
1463,2018-04-23,[推荐评级]农林牧渔行业周报：猪价低位震荡;毛鸡价格回升 苗价下跌,中财网
1464,2018-04-23,[领先大市-A评级]农林牧渔行业周报：精选高成长标的 静待猪价反弹!,中财网
1465,2018-04-23,[推荐评级]招商农业行业周报：猪价底部区间 各方灵活应对,中财网
1466,2018-04-23,[看好评级]长江农业行业周观点(18W16)：从碧桂园和永辉经验看海大集团员工跟投计划,中财网
1467,2018-04-23,日常消费品：白羽鸡板块产能缩减 荐4股,申万宏源
1468,2018-04-23,未来十年农产品的价格稳中趋涨 概念股聚焦,证券之星
1469,2018-04-23,[推荐评级]海大集团(002311)年报点评：风物长宜放眼量,中财网
1470,2018-04-23,[增持评级]海大集团(002311)年报点评：水产料结构升级 猪料开启异地扩张,中财网
1471,2018-04-23,"海大集团:水产料高景气,猪料开启爆发式增长",证券之星
1472,2018-04-20,[增持评级]海大集团(002311)年报点评：战略稳步落地 龙头再现雄姿,中财网
1473,2018-04-20,[买入-A评级]海大集团(002311)年报点评：销量增长提速 业绩持续高增长可期,中财网
1474,2018-04-20,"海大集团:饲料业务量利双收,综合竞争力持续增强",正点财经
1475,2018-04-20,海大集团2017年实现净利12.07亿元 拟10派2.5元,中证网
1476,2018-04-19,海大集团：2017年净利润同比增41.06%,Wind
1477,2018-04-19,[增持评级]海大集团(002311)深度研究：长期周转率领先行业 短期水产旺季饲料需求景气,中财网
1478,2018-04-19,鱼价景气水产饲料行情引关注 五股绝佳布局良机,中证报
1479,2018-04-17,[看好评级]申万宏源农业行业周报：仔猪亏损时 母猪产能去化日,中财网
1480,2018-04-16,[增持评级]农业行业周观点：板块表现平淡 关注有业绩支撑个股,中财网
1481,2018-04-16,[领先大市-A评级]农林牧渔行业周报：重点推荐二季度猪价反弹机会!,中财网
1482,2018-04-16,[推荐评级]招商农业行业周报：养猪公司股东价值重要性排序：成本>增速>猪价,中财网
1483,2018-04-15,农林牧渔行业周报：水产料持续高景气 底部布局生猪养殖股,中财网
1484,2018-04-10,[推荐评级]招商农业行业周报：猪价反转前 赚成长股底部抬高的钱,中财网
1485,2018-04-09,[买入评级]农林牧渔行业周报：本周猪价企稳反弹 关注中美贸易摩擦升级,中财网
1486,2018-04-09,[增持评级]农业行业周观点：中美贸易摩擦升级催生农业板块主题性行情,中财网
1487,2018-04-09,农产品贸易纠纷影响分析,中财网
1488,2018-04-08,[增持评级]海通农业月报(2018年4月)：一季报前瞻：板块分化严重,中财网
1489,2018-04-08,[看好评级]农林牧渔行业周报：猪价小幅反弹 重点推荐海大集团,中财网
1490,2018-04-04,[看好评级]农业行业周报：水产品价格景气向上 猪价短期企稳部分地区小涨 看好水产饲料、生猪疫苗龙头!,中财网
1491,2018-04-03,[推荐评级]农林牧渔行业点评报告：海大集团：行业景气经营出色 一季报同比大增,中财网
1492,2018-04-03,[领先大市-A评级]农林牧渔行业周报：继续坚守养殖上游龙头 二季度猪价有望迎反弹!,中财网
1493,2018-04-03,[买入评级]农林牧渔行业跟踪：水产料板块将迎大周期 建议关注水产料龙头,中财网
1494,2018-04-03,"农林牧渔行业2018年第12期:生猪价格有所企稳,水产饲料维持高景气",国联证券
1495,2018-04-02,[推荐评级]招商农业周报：靴子落地是买点,中财网
1496,2018-04-02,[增持评级]农业行业周报：关注一季报 各子板块基本面梳理,中财网
1497,2018-04-02,券商评级:创业板指盘中创逾5个月新高 9股掘金,证券之星
1498,2018-04-02,巨丰热点：对美出口猪肉类制品加收关税 猪肉概念股走强,巨丰财经
1499,2018-04-02,农业股走强，中国对美水果、猪肉等128项进口商品加征关税,Wind
1500,2018-04-01,海大集团：奠定全年增长基础 买入评级,安信证券
1501,2018-03-30,海大集团：预计一季度净利润同比增长60%-90%,Wind
1502,2018-03-30,海大集团：2018年第一季度业绩报告预告,深交所
1503,2018-03-30,海大集团一季度业绩预增60%-90%,顶尖财经网
1504,2018-03-29,[买入评级]海大集团(002311)深度研究：量利齐升 全面开花 饲料行业龙头稳健成长!,中财网
1505,2018-03-29,天风农业：寻找农业核心资产 为什么看好海大集团,新浪
1506,2018-03-29,我们为什么看好海大集团？—寻找农业核心资产第二篇,天风证券
1507,2018-03-28,[中性评级]申万宏源农业周报：中美贸易摩擦增加部分农产品进口成本 龙头股价调整继续坚定推荐!,中财网
1508,2018-03-25,海大集团：龙头保持高增长 买入评级,中泰证券
1509,2018-03-24,日常消费品：猪价延续下跌 荐6股,广发证券
1510,2018-03-23,[看好评级]农林牧渔行业周报：收储提振猪市 禽链震荡走强,中财网
1511,2018-03-22,日常消费品：猪价跌幅收窄 荐5股,东北证券
1512,2018-03-20,[推荐评级]海大集团(002311)公司跟踪报告：水系禁捕政策趋严 提升水产料需求,中财网
1513,2018-03-20,[看好评级]申万宏源农业行业周报：持续推荐疫苗行业龙头 关注禽链产能去化带来的价格上涨机会,中财网
1514,2018-03-20,早安！方正最新观点20180320,方正证券研究
1515,2018-03-20,"农林牧渔2018年3月第3期周报:玉米、豆粕环比回调,禽链价格反弹",信达证券
1516,2018-03-19,[推荐评级]农林牧渔行业周报：换羽日趋困难 禽链大周期可期(附益生调研纪要),中财网
1517,2018-03-19,[领先大市-A评级]农林牧渔行业周报：继续推荐养殖上游龙头 猪价逐步探底,中财网
1518,2018-03-19,[推荐评级]农林牧渔行业周报：猪价再创新低 毛鸡、鸡苗价格上涨,中财网
1519,2018-03-19,[买入评级]农林牧渔行业周报：本周猪价继续下行 关注饲料销售提速,中财网
1520,2018-03-19,[增持评级]农业行业周观点：饲料季度销售量价齐升 关注龙头个股,中财网
1521,2018-03-18,日常消费品：生猪养殖步入亏损期 荐5股,中泰证券
1522,2018-03-18,日常消费品：继续推荐养殖上游龙头 荐3股,安信证券
1523,2018-03-16,[看好评级]国务院机构改革方案点评(农林牧渔行业)：聚焦乡村振兴战略 统筹规划“大农业”,中财网
1524,2018-03-15,近期46公司创历史新高 中小创占比多医药股最强,投资快报
1525,2018-03-15,多公司创新高 中小创医药股占比多,投资快报
1526,2018-03-14,[看好评级]农林牧渔行业周报：两会聚焦乡村振兴战略 猪价跌幅收窄,中财网
1527,2018-03-14,[看好评级]申万宏源农业行业周报：玉米产需缺口增加 饲料企业上调价格频现 猪价短期企稳 继续拥抱疫苗板块及隆平高科,中财网
1528,2018-03-13,[买入评级]海大集团(002311)点评：产品竞争优势突出 业绩高增长!,中财网
1529,2018-03-13,[看好评级]农林牧渔行业周报：猪价惨淡 理清畜养殖板块的投资两条线,中财网
1530,2018-03-12,[领先大市-A评级]农林牧渔行业周报：继续推荐养殖上游三龙头 猪价逐渐企稳,中财网
1531,2018-03-12,[推荐评级]农林牧渔行业周报：猪价止跌回稳 毛鸡、鸡苗价格下跌,中财网
1532,2018-03-12,农林牧渔行业周报：猪价下跌释放风险 关注饲料、动保个股,中财网
1533,2018-03-12,[推荐评级]农林牧渔行业周报：父母代鸡苗价格继续攀升 生猪养殖步入亏损期(附美国农业部3月供需报告),中财网
1534,2018-03-12,[增持评级]农业行业周观点：农产品价格对CPI正向推动有限 继续推荐低估值优质个股,中财网
