,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
312,2021-07-21,光大证券(06178.HK)业绩快报：上半年归母净利增5.13%至22.62亿元,格隆汇
313,2021-07-21,已有27家券商可做基金投顾：陪伴式服务客户，百万年薪揽才,澎湃新闻
314,2021-07-21,晚间重要公告2021年7月21日星期三,Wind
315,2021-07-21,光大证券业绩快报：上半年净利同比增长5.13%,财联社
316,2021-07-21,光大证券业绩快报：上半年实现净利润22.6亿元同比增长5.13%,Wind
317,2021-07-21,降准不“降息”LPR连续15个月按兵不动,Wind
318,2021-07-20,“7+20”券商基金投顾业务正迎“春秋战国”时代：7家展业各有心得，20家全方位布局已箭在弦上,财联社
319,2021-07-20,36股今日获机构买入评级7股上涨空间超20%,证券时报网
320,2021-07-19,【港股通】颐海国际(01579)午后跌超7% 此前光大证券削目标价至65元 机构下调估值,和讯
321,2021-07-17,以券结模式首发告捷，个人系新基金汇泉1号产品募集超36亿，主代销光大证券销售超六成,财联社
322,2021-07-16,【行情】港股中资券商板块异动拉升，东方证券涨7%，中金公司涨5%，中国银河涨3.5%，中信证券、招商证券、光大证券等均拉升,金十数据
323,2021-07-15,【行情】证券板块短线拉升，方正证券涨超4%，光大证券、中金公司、华创阳安跟涨,金十数据
324,2021-07-14,光大证券(06178.HK)为光证金控提供1亿美元担保 大额借贷担保,格隆汇
325,2021-07-14,光大证券：为全资子公司光证金控提供金额为1亿美元的担保 大额借贷担保,每日经济新闻
326,2021-07-13,中国债券市场金融债发行日程一览(7月13日),Wind
327,2021-07-09,光大证券：完成发行30亿元短期融资券,Wind
328,2021-07-09,光大证券(06178.HK)完成发行30亿元短期融资券,格隆汇
329,2021-07-09,券商基金投顾牌照已达25张,Wind
330,2021-07-09,光大证券：30亿元短期融资券发行完毕,中证网
331,2021-07-09,光大证券(601788.SH)完成发行30亿元2021年度第七期短期融资券(债券通),智通财经
332,2021-07-09,深水规院: 首次公开发行股票并在创业板上市初步询价及推介公告,证券之星
333,2021-07-07,【光大海外策略 | 港股月度金股】下半年盈利环比增长，龙头股吸引力继续提升 ——2021年7月港股策略与重点推荐组合,EBoversea
334,2021-07-07,光大证券MPS项目事件后续：光大资本对招商银行及华瑞银行相关诉讼，上海市高院二审维持原判 诉讼纠纷,每日经济新闻
335,2021-07-07,光大证券：子公司光大资本收到法院强制执行通知书 违约失信,中证网
336,2021-07-07,【银华基金】交易日报 2021-07-07,新浪
337,2021-07-07,光大证券(06178.HK)：光大资本收到与招商银行及华瑞银行相关诉讼二审《民事判决书》 诉讼纠纷,格隆汇
338,2021-07-07,光大证券：华瑞银行申请强制执行，公司子公司光大资本已收到《执行通知书》 违约失信,Wind
339,2021-07-07,证券行业7月投资策略：基金投顾扩容 财富管理发展可期,新浪
340,2021-07-07,证券行业2021年中期策略：长期看好财富管理业务发展 低估值宜左侧布局,新浪
341,2021-07-07,关于南方誉隆一年持有期混合型证券投资基金2021年非港股通交易日申购安排的公告,中证报
342,2021-07-06,工大高科换手率54.15%营业部龙虎榜净买入338.45万元,证券时报网
343,2021-07-06,德才股份首日换手2.6% IPO募7.89亿光大证券赚0.57亿,中国经济网
344,2021-07-06,非银金融行业周报：估值处于底部 投资价值明显,新浪
345,2021-07-06,非银金融行业周报：顺应周期波动 做好风险防范,新浪
346,2021-07-06,【中原非银】券商板块周报（2021.6.28-2021.7.4）,中原证券研究所
347,2021-07-05,这两家头部券商双双落榜A、B类券商评估，什么原因？,Wind
348,2021-07-05,光大证券(601788.SH)试点开展基金投资顾问业务收到证监会复函,智通财经
349,2021-07-05,基金投顾试点接连获批，券商财富管理迎发展新机遇,ZAKER
350,2021-07-05,光大证券积极参加“重走百年路 投教红色行” 投资者保护宣传活动,每经网
351,2021-07-04,蜂助手过会：今年IPO过关第206家 光大证券过3单,中国经济网
352,2021-07-04,独家专访！超20年基金投研大佬周蔚文：牛股是时代的产物，我信仰长期价值！,中国基金报
353,2021-07-03,一周两批机构获基金投顾试点资格：买方投顾时代汹涌而至，300亿元规模头部机构年底会出现吗？,每日经济新闻
354,2021-07-03,又见10家券商获批！券业逾20%公司拥有基金投顾资格 未来打法有何变化？,券商中国
355,2021-07-02,【港股通】光大证券(06178)王文艺辞去公司职工监事 董监高成员变化,和讯
356,2021-07-02,光大证券(06178.HK)：王文艺辞任职工监事 董监高成员变化,格隆汇
357,2021-07-02,又一批券商与基金喜大普奔：第二批15家券商15家基金获批基金投顾资格,财联社
358,2021-07-02,又有10家券商获批基金投顾试点资格,Wind
359,2021-07-02,又一批券商与基金喜大普奔！第二批15家券商14家基金获批基金投顾资格，考验投与顾的同台竞技时代来了,财联社
360,2021-07-02,电报|光大证券获批基金投顾试点资格第二批获批券商已增至8家,财联社
361,2021-07-02,王文艺辞任光大证券(601788.SH)职工监事等职务,智通财经
362,2021-07-02,35股今日获机构买入评级7股上涨空间超20%,证券时报网
363,2021-07-02,光大证券：职工监事辞职 董监高成员变化,Wind
364,2021-07-01,光大证券(06178)拟7月9日派发A股现金股利每股0.158元,智通财经
365,2021-07-01,光大证券：A股每股派发现金红利0.158元,中证网
366,2021-07-01,光大证券(601788.SH)拟实施每股派0.158元 于7月9日除权除息,智通财经
367,2021-06-30,45股今日获机构买入评级,证券时报网
368,2021-06-30,74只港股获南向资金大比例持有,证券之星
369,2021-06-30,2021分类评价自评开启，A类券商或增至51家！加分项生变,Wind
370,2021-06-29,一口气提拔4位副总裁，这家头部券商大动作！,Wind
371,2021-06-29,央行召开重磅会议，六大定调出现调整，释放啥信号,Wind
372,2021-06-28,力芯微上市首日涨328% IPO募5.8亿光大证券赚0.4亿,中国经济网
373,2021-06-26,连续两日净投放，央行力保跨季资金平稳,Wind
374,2021-06-25,【银华基金】交易日报 2021-6-25,新浪
375,2021-06-25,什么信号？A股突然爆发，外资扫货141亿,Wind
376,2021-06-25,财联社6月25日讯，港股券商板块午后拉升，国联证券涨逾5%，中金公司涨4.5%，光大证券涨近4%，招商证券、中信建投证券、中国银河涨逾2%。,财联社
377,2021-06-25,【行情】港股券商板块午后拉升，国联证券涨5.1%，中金公司涨4.48%，光大证券涨3.8%，招商证券、中信建投证券、中国银河均涨2.5%,金十数据
378,2021-06-25,券商板块发力上涨机构建议重点关注金融股以及低位个股,第一财经
379,2021-06-25,南向资金高比例持有港股名单,证券之星
380,2021-06-25,光大证券子公司被强制执行4亿元业务调整成效待考 违约失信,投资者网
381,2021-06-24,光大证券：2021年度第四期短期融资券（债券通）兑付完成,Wind
382,2021-06-24,光大证券(601788.SH)2021年度第四期短期融资券兑付完成,智通财经
383,2021-06-24,光大证券(601788.SH)：完成兑付本息20.098亿元短期融资券,格隆汇
384,2021-06-24,券业一哥欲设资管子公司，未来还要发力公募，影响有多大,Wind
385,2021-06-23,【行情】证券板块开盘走弱，湘财股份跌超4%，中金公司、财达证券、光大证券跟跌,金十数据
386,2021-06-23,成交额连续3个交易日超万亿,Wind
387,2021-06-22,中信建投重夺“投行一哥”宝座，去年狂揽近58亿元,中证报
388,2021-06-22,“投行一哥”易主，时隔一年中信建投再登顶，TOP10券商占据50%投行市场份额，两黑马当属国金与民生,财联社
389,2021-06-22,券商研报被“怼”？这家公司斩获三连板后发声：预测数据未经确认,Wind
390,2021-06-21,"光大证券：中环股份(002129.SZ)拟募资建设G12硅材料工厂,维持“买入”评级",智通财经
391,2021-06-21,光大证券：中环股份（002129.SZ）回购+股票期权激励计划+员工持股计划，维持“买入”评级,智通财经
392,2021-06-19,券业38项指标排名出炉，投资能力分化显著,Wind
393,2021-06-19,鸿蒙促进万物互联发展 相关产业链迎发展空间,光大证券
394,2021-06-19,MPS事件新动向：光大证券海外起诉其原股东方 诉讼纠纷,经济观察报
395,2021-06-18,一周通读：光大证券重点报告精选,光大证券
396,2021-06-18,【行情】港股中资券商股拉升，中金涨2.6%，中信建投证券涨近2%，光大证券与国联证券涨约1.5%,金十数据
397,2021-06-18,博睿数据：2021年5月券商App行情刷新及交易体验评测报告,199IT
398,2021-06-18,50亿大案牵出资本的隐秘角落,和讯
399,2021-06-18,50亿大案牵出资本隐秘角落！那起让暴风退市、创始人冯鑫被捕的并购案有了后续 其他违规处罚,和讯
400,2021-06-18,光大证券：艾德生物（300685.SZ）肿瘤伴随诊断龙头，维持“买入”评级,智通财经
401,2021-06-18,光大证券不甘心！杠杆募集52亿血本无归暴风冯鑫留下光大证券独自索赔42亿元 诉讼纠纷,华夏时报
402,2021-06-18,理财子公司产品销售渠道拓宽,Wind
403,2021-06-17,光大证券(06178.HK)完成兑付20亿元短期融资券(债券通),格隆汇
404,2021-06-17,光大证券(601788.SH)完成兑付20亿元短期融资券(债券通),智通财经
405,2021-06-17,近期房地产行业调控政策严厉，关注“隐含价值”较高的地产龙头,金融界
406,2021-06-17,保本理财产品加速退场，银行理财整改进入“冲刺期”,Wind
407,2021-06-16,鸿蒙主题带动计算机板块热度 建议增加板块配置比例,光大证券
408,2021-06-16,近期核心资产表现强势 科技制造类企业同样值得关注,光大证券
409,2021-06-15,光大证券“穷途末路”，MPS收购52亿打水漂后再起诉，追赔胜算几成？ 诉讼纠纷,资本邦
410,2021-06-15,外并购踩雷后续 光大证券索赔42亿 巨额损失能否挽回？ 投资失误,证券之星
411,2021-06-15,黄俊：光大证券索赔仍有不确定 做好主业是王道 诉讼纠纷,第一财经
412,2021-06-15,光大证券： 诉讼进展以公告为准 前三年已做了减值计提 公司问答 诉讼纠纷,第一财经
413,2021-06-15,光大证券：公司已全面加强风控体系建设 公司问答,第一财经
414,2021-06-15,非银金融行业周报：现金管理类理财产品迎新规,新浪
415,2021-06-15,山西证券维持光大证券买入评级：轻装上阵，受益于光大集团协同生态圈,每日经济新闻
416,2021-06-15,券商行业周报(2021年第二十一期)：强化科创属性信息披露 灵活上市及监管制度,新浪
417,2021-06-15,【山证非银】光大证券（601788.SH）深度报告：轻装上阵，受益于光大集团协同生态圈,山西证券研究所
418,2021-06-15,光大证券“翻旧案”42亿跨境索赔胜算难测 业绩受拖累计提预计负债46亿行业掉队 盈利能力下降,长江商报
419,2021-06-15,光大证券乱收购国外企业52亿没了 索赔是喊给别人听还是有望？ 诉讼纠纷,新浪
420,2021-06-14,光大证券踩雷52亿海外并购案 索赔42亿 投资失误,中国基金报
421,2021-06-14,突发，光大证券大反击！索赔42亿！ 诉讼纠纷,中国基金报
422,2021-06-13,索赔42亿元！祸起暴风集团，开曼浸鑫向MPS原卖方股东提起诉讼 诉讼纠纷,中证报
423,2021-06-13,大反击！光大证券将他们告上法庭，索赔42亿！MPS事件的巨额损失能否挽回？ 诉讼纠纷,券商中国
424,2021-06-11,光大证券(06178.HK)：各项业务经营情况正常,格隆汇
425,2021-06-11,光大证券披露下属公司相关事项进展,Wind
426,2021-06-11,光大证券：新城控股（601155.SH）拿地聚焦商业地产，销售稳健增长，首予“买入”评级,智通财经
427,2021-06-11,光大证券：卓胜微（300782.SZ）GF砍单导致开关和LNA现缺货潮，维持“买入”评级,智通财经
428,2021-06-10,光大证券(06178)完成发行15亿元2021年度第六期短期融资券(债券通),智通财经
429,2021-06-10,光大证券：15亿元短期融资券（债券通）发行完毕,中证网
430,2021-06-10,光大证券(601788.SH)：完成发行15亿元短期融资券(债券通),格隆汇
431,2021-06-10,超千亿级市场火了，高管增持概念股名单出炉（附股）,Wind
