,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
305,2021-10-21,立讯精密10月20现2笔大宗交易,证券时报网
306,2021-10-21,1400亿的歌尔，不想“啃”苹果,美股研究社
307,2021-10-20,立讯精密现2笔大宗交易 合计成交211.62万股,证券时报
308,2021-10-20,易方达MSCI中国A50互联互通ETF投资价值分析：一键均衡布局A股核心资产,新浪
309,2021-10-20,"立讯精密现3笔大宗交易 共成交10,106.29万元",新浪
310,2021-10-20,北向资金两日净买入80亿，连续五日加仓宁德时代,Wind
311,2021-10-20,立讯精密今日大宗交易成交272.48万股，成交价37.09元溢价0.0%,Wind
312,2021-10-20,立讯精密等27股获北向资金增持额超亿元,证券时报网
313,2021-10-20,北向资金动向盘点：人民币升值或引发大规模净流入,Wind
314,2021-10-20,北向资金回流！增持汽车、家电，加仓锂电龙头7亿元,21世纪经济报道
315,2021-10-19,汽车行业深度报告：电动智能驱动汽车连接器需求增长 本土企业迎成长良机,新浪
316,2021-10-19,数据复盘｜56股获主力加仓超亿元 北向资金抢筹宁德时代、立讯精密等,证券时报网
317,2021-10-19,北向资金今日净流入超39亿元，加仓宁德时代逾7亿元,第一财经
318,2021-10-19,北上资金今日净买入宁德时代7.09亿元、立讯精密4.33亿元，净卖出中远海控3.52亿元、贵州茅台2.22亿元。,财联社
319,2021-10-19,北向资金今日净买入39.06亿元，继续大幅加仓宁德时代超7亿元,Wind
320,2021-10-19,立讯精密：公司2021年第三季度报告将于2021年10月28日披露,每日经济新闻
321,2021-10-19,A股资金流向（10月19日）：消费、保险普反，新能源出现分化,Wind
322,2021-10-19,A股收评：两市缩量上涨，沪指逼近3600点，养殖股全天强势,证券之星
323,2021-10-19,立讯精密于南京成立新公司，经营范围含物联网技术研发等,新京报
324,2021-10-19,AirPods重拾成长动能 机构预测今年出货量将至9000万部 这两家公司或成最大赢家,财联社
325,2021-10-19,立讯精密一度涨超8% 机构称其为苹果新品的最大A股受益者,格隆汇
326,2021-10-19,电子行业周报：关注3Q公司业绩预告,新浪
327,2021-10-19,深度*行业*电子行业周报：需求与产能共振 半导体产业持续增长可期,新浪
328,2021-10-18,立讯精密跌3.84% 中信证券招商证券年内高点喊买,中国经济网
329,2021-10-18,首批MSCI中国A50互联互通ETF获批，大白马将迎增量资金,Wind
330,2021-10-18,北向资金净卖出额创近2个月新高，贵州茅台遭大幅抛售逾14亿元,Wind
331,2021-10-18,首批MSCI中国A50ETF获批，4家基金火速尝鲜！,Wind
332,2021-10-18,重磅！首批MSCI中国A50互联互通ETF获批,Wind
333,2021-10-18,2021年10月第2周策略周报：PPI和CPI剪刀差扩大反映经济传导机制不畅 货币政策延续边际收紧预期,新浪
334,2021-10-18,MSCI再推重磅A股指数，海外资金加速布局A股龙头,Wind
335,2021-10-18,科技硬件周报：半导体景气周期延续,新浪
336,2021-10-18,电子行业周报：关注折叠屏创新、荣耀崛起以及苹果MINILED新品发布,新浪
337,2021-10-17,最新！高毅邓晓峰“重仓”东方财富，重新“押宝”大市值股？下一个被纳入股票池的会是谁？,红周刊
338,2021-10-17,电子行业周报：景气度分化 重点看好半导体(设备/汽车/特种)+汽车电子+新硬件龙头,新浪
339,2021-10-15,电子行业2021年四季度投资策略：消费电子环比改善 布局低估值龙头半导体持续关注国产替代,新浪
340,2021-10-15,北向资金恢复交易后首日净买入近27亿，再度大手笔加仓新能源股,Wind
341,2021-10-13,最新通过 CCC 认证 30W 快充盘点！,ZAKER
342,2021-10-13,立讯精密：公司在消费电子、通信及汽车等领域均深度布局,每日经济新闻
343,2021-10-13,"立讯精密现1笔大宗交易 共成交1,084.80万元",新浪
344,2021-10-13,立讯精密：公司在汽车产业已深耕多年，部分产品如DC、AC、无线充电模组等均已跻身行业前列,每日经济新闻
345,2021-10-13,立讯精密：《2021年三季度报告》将于2021年10月28日披露,每日经济新闻
346,2021-10-13,立讯精密：公司生产经营情况正常,每日经济新闻
347,2021-10-13,是否有下修转股价的计划？立讯精密：暂无,每日经济新闻
348,2021-10-13,立讯精密：公司无线充电相关业务进展顺利，产能及销售状况如预期,每日经济新闻
349,2021-10-13,立讯精密董秘回复：公司致力于实现企业长期可持续发展,证券之星
350,2021-10-13,立讯精密：公司与大股东的合资公司目前融合、协作效果较好。对于迭代的新产品，以及明、后年的整体表现，公司均保持乐观,每日经济新闻
351,2021-10-13,苹果凌晨宣布，“炸场”新品发布会将至！A股两大代工厂商要笑了,中证报
352,2021-10-13,电子｜消费电子环比改善，布局低估值龙头，半导体持续关注国产替代：2021年四季度投资策略,中信证券研究
353,2021-10-12,同惠电子(833509)：电子测量仪器头部企业 受益于新能源景气,新浪
354,2021-10-12,北向资金成交缩量全天净卖出近14亿元，东方财富遭大幅净卖出6亿元,Wind
355,2021-10-12,电子元件企业百强榜 连接器企业表现亮眼,Ofweek
356,2021-10-12,三季度以来41家手机产业链公司被机构调研,中证网
357,2021-10-12,任正非亲自督战，华为成立四大军团！研发投入太牛了，超BAT总和！,Wind
358,2021-10-11,刚刚，A股首份三季报亮相，业绩暴增5.8倍，横扫一大批科技股！芯片龙头突然大跌，背后原因是这个？,e公司
359,2021-10-11,北向资金今日小幅净买入1.87亿元，药明康德、招商银行净买入超3亿元,Wind
360,2021-10-11,"立讯精密现7笔大宗交易 共成交4,377.66万元",新浪
361,2021-10-11,立讯精密今日大宗交易成交116.52万股，成交价37.57元溢价0.0%,Wind
362,2021-10-11,重磅签约！立讯、味朋（WEAPON）拉开全面合作序幕,投资家
363,2021-10-11,电子行业周报：台股营收透露曙光、先蹲后跳静待佳音,新浪
364,2021-10-09,北向资金动向盘点：调仓换股，大买大卖,Wind
365,2021-10-08,深度*行业*电子行业周报：三季报拉开序幕 晶圆厂格芯赴美上市,新浪
366,2021-10-08,立讯精密：“立讯转债”第三季度转股4936股,每日经济新闻
367,2021-10-08,北向资金今日净流出超25亿元，抛售贵州茅台逾11亿元,第一财经
368,2021-10-08,“猪茅”再崛起？张坤、萧楠分别调研温氏、牧原，王崇、毕天宇集中调研东方雨虹,证券之星
369,2021-10-08,北向资金今日净卖出25.72亿元，贵州茅台遭大幅净卖出超11亿元,Wind
370,2021-10-08,电子行业北上资金月报,新浪
371,2021-10-08,A股异动 | 立讯精密(002475.SZ)涨逾5% 拟推6552万份的2021年股票期权激励计划,格隆汇
372,2021-10-08,电子行业2021年三季报业绩展望：消费电子环比业绩改善 半导体国产替代持续,新浪
373,2021-10-08,【国金电子】瑞可达：高压连接器翘楚，乘新能源车东风扶摇直上,国金电子研究
374,2021-10-08,苹果向后，中国科技产业链向前,36氪
375,2021-10-07,立讯精密(002475.SZ)拟推6552万份的2021年股票期权激励计划,格隆汇
376,2021-10-07,立讯精密(002475.SZ)：拟申请不超34亿元的银行团并购贷款,格隆汇
377,2021-10-07,立讯精密(002475.SZ)拟授出股票期权6552万份 每股行权价为35.87元,智通财经
378,2021-10-07,立讯精密(002475.SZ)拟申请发行不超100亿元超短期融资券,智通财经
379,2021-10-07,电子行业：终端新品频出 MINILED商用加速,新浪
380,2021-10-06,【预见】港股苹果概念股继续“渡劫”！A股苹果概念股节后能走出“独立行情”吗？,财华社
381,2021-09-30,电子行业重大事项点评：限电限产政策对电子行业当前影响简析,新浪
382,2021-09-29,立讯精密：立讯有限累计质押股数约为5.25亿股,每日经济新闻
383,2021-09-28,华勤技术冲刺科创板，毛利率、科创属性、治理结构系三大挑战|IPO观察,第一财经
384,2021-09-28,电子行业周报：关注双控限电负面影响,新浪
385,2021-09-28,主力资金近三日都在买这些概念股,证券之星
386,2021-09-28,五年斩获110%超额收益 价值龙头具备三大牛股基因,证券时报
387,2021-09-27,电子行业每周市场动态追踪：半导体产业自立是长期必然趋势,新浪
388,2021-09-27,元宇宙从“此岸”到“彼岸”，隔着一个歌尔股份,Ofweek
389,2021-09-27,电子周观点：创维发布Q72电视 MINILED商用进一步加速,新浪
390,2021-09-27,每日理财观察：券商结算基金新发超1000亿,Wind
391,2021-09-27,从“此岸”到“彼岸”，中间隔着一个歌尔股份,阿尔法工场研究院
392,2021-09-26,电子行业周报：杂音频传、信心受挫；先蹲后跳、静待佳音,新浪
393,2021-09-24,上海证券电子行业日报：闻泰科技TWS产品进入试产,新浪
394,2021-09-24,A股早报2021年9月24日星期五,Wind
395,2021-09-23,A股资金流向（9月23日）：电力、资源股出现强分歧,Wind
396,2021-09-23,A股三大指数收盘集体上涨，立讯精密涨超7%,36氪
397,2021-09-23,A股收盘综述：造纸、环保股批量涨停，磷化工、纯碱、锂电电解液板块熄火,Wind
398,2021-09-23,苹果概念股普遍活跃，立讯精密涨近7%,Wind
399,2021-09-23,iPhone13预售火爆，分析师：供应链股价提升有限,Wind
400,2021-09-22,立讯精密今日大宗交易成交9万股，成交价32.9元溢价0.0%,Wind
401,2021-09-20,光弘科技：公司的愿景是成为全球领先的EMS企业,Wind
402,2021-09-18,科技硬件行业周报：继续看好通信板块,新浪
403,2021-09-17,立讯精密：AR、VR是消费电子中重要的产品线，无论是零件还是整机，公司都有所布局，也在和相关市场客户洽谈,每日经济新闻
404,2021-09-17,超声电子：立讯精密是本公司印制板业务的客户,每日经济新闻
405,2021-09-17,科技行业动态：IPHONE 13创新符合预期 售价亲民超预期,新浪
406,2021-09-16,中秋假期前外资暂时离场净卖出超30亿，万科A净卖出额创近4年新高,Wind
407,2021-09-16,川财研究所晨报,新浪
408,2021-09-15,苹果变身价格“屠夫”，安卓大厂怕不怕？,Wind
409,2021-09-15,立讯精密今日大宗交易成交14.90万股，成交价33.4元溢价0.0%,Wind
410,2021-09-15,电子行业苹果新品发布会点评：IPHONE13系列降价增配 关注潜在受益企业,新浪
411,2021-09-15,中信证券：苹果新机微创新持续，起售价下探凸显性价比,Wind
412,2021-09-15,聪明资金加仓苹果概念股，两大资金共同加仓股仅3只,Wind
413,2021-09-13,立讯精密为何腰斩？新财富首席：未来5年数百亿利润仍可期待,证券之星
414,2021-09-12,A股周一见 | 顺周期“王者归来” 配置重心要回归价值股？,第一财经
415,2021-09-11,电子行业：消费电子景气度持续上行 关注三大主线,新浪
416,2021-09-10,郭明錤：Watch 7将在9月发布并大量生产，立讯精密(002475.SZ)利润有望大增,智通财经
417,2021-09-10,天风国际郭明錤：立讯精密Apple Watch业务利润有望在四季度显着增长,中证网
418,2021-09-10,【苹果研究】Apple Watch 7将在9月发表与大量生产，立讯精密Apple Watch事业利润可望在4Q21显着增长,天风国际
419,2021-09-10,电子行业2021年中报总结：板块增速分化 自下而上关注细分龙头,新浪
420,2021-09-09,元宇宙，风口还是“忽悠”？,ZAKER
421,2021-09-09,北向资金减持市值超亿元股票（附名单） 减持股份,证券时报网
422,2021-09-09,基金早班车|资金借道ETF“越涨越卖”？逾28亿资金流入元宇宙相关板块,金融界
423,2021-09-09,基秘档案|广发制造业精选投资价值分析,招商定量任瞳团队
424,2021-09-09,【银河电子傅楚雄/王恺】行业周报丨小米汽车公司成立，产业链重塑新机遇,中国银河证券研究
425,2021-09-09,元宇宙满屏涨停！六大技术支撑4万亿产业 巨头纷纷进军,凤凰网
426,2021-09-09,满屏涨停，元宇宙爆了！六大技术支撑4万亿产业链，多重布局元宇宙概念股揭秘,证券时报网
427,2021-09-08,消费参考丨元宇宙火爆 业内呼吁冷静,21世纪经济报道
428,2021-09-08,元宇宙引爆这些股涨停！,深蓝财经
429,2021-09-08,“元宇宙”突然火到股市，龙头股连续两天20%涨停！股民追着问上市公司：你们有没有？,每日经济新闻
430,2021-09-08,A股VR崛起版图：云游戏或成率先落地场景，下游应用场景拓宽有望增加硬件出货,21世纪经济报道
431,2021-09-08,起底2.6万亿果链上的“女玩家”：年内千亿身家缩水近4成，iPhone 13能否提振股价？,红周刊
432,2021-09-08,北向资金结束连续12日净买入，中国平安、歌尔股份净卖出均超6亿元,Wind
433,2021-09-08,中青宝贴元宇宙标签两天涨44% 多家公司声明涉VR/AR,长江商报
434,2021-09-08,涨停！涨停！元宇宙太火了,数据观
435,2021-09-08,最强风口！满屏20CM涨停，“元宇宙”彻底火了！,Wind
436,2021-09-08,"最强风口！满屏20CM涨停，""元宇宙""彻底火了",中国基金报
437,2021-09-08,定档了！iPhone“十三香”亮相，华为也有大动作，“果链”又有机会了？,证券之星
438,2021-09-08,iPhone 13没上市就要玩完？上海公司怒了：立即停售！法院已受理 业务变化,和讯
439,2021-09-08,解盘：资源股强势，网络游戏、纯碱、盐湖提锂、火电领涨,Wind
